,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmycWT_1,CPM.LPmycWT_2,CPM.LPmycWT_3,CPM.LPmycWT_4,CPM.LPmycpho2_1,CPM.LPmycpho2_2,CPM.LPmycpho2_3,CPM.LPmycpho2_4
6899,AGIS_Os02g003110, 2.148264e-01, 2.592483e-01, 1.468253e-01,7.078374e-01,8.552859e-01,Not_significant,5.711113e-01,6.937398e-01,1.378729e+00,1.817296e+00,1.470579e+00,1.208085e+00,8.364579e-01,1.266469e+00
6900,AGIS_Os02g003120,-1.117479e-01, 4.034613e+00, 5.344500e-01,4.778314e-01,7.078550e-01,Not_significant,1.833464e+01,1.886972e+01,1.676069e+01,1.380225e+01,1.947952e+01,1.451356e+01,1.635076e+01,1.268479e+01
6901,AGIS_Os02g003130,-9.126116e-01, 3.403948e+00, 1.773939e+00,2.446071e-01,4.971422e-01,Not_significant,5.789887e+00,1.132183e+01,4.983357e+00,2.355584e+01,2.352927e+00,2.925882e+01,1.991566e+00,5.085978e+00
6904,AGIS_Os02g003160,-3.946107e-01, 4.233488e+00, 6.054452e+00,2.878978e-02,1.446663e-01,Not_significant,2.483349e+01,2.305991e+01,2.094671e+01,1.617164e+01,2.174195e+01,1.272626e+01,1.662958e+01,1.407187e+01
6905,AGIS_Os02g003170,-1.092485e-01, 8.687779e-02, 3.362226e-02,8.573676e-01,9.365126e-01,Not_significant,8.665137e-01,1.193232e+00,1.594674e+00,6.211012e-01,1.199088e+00,1.241183e+00,5.178072e-01,9.247232e-01
6906,AGIS_Os02g003180,-2.460205e-01, 3.350544e+00, 1.830405e+00,1.993517e-01,4.446780e-01,Not_significant,1.177671e+01,1.048935e+01,1.093016e+01,1.060473e+01,1.099541e+01,7.132664e+00,8.404410e+00,1.095596e+01
6910,AGIS_Os02g003220,-2.067029e-01, 5.819783e-01, 1.426720e-01,7.117902e-01,8.574078e-01,Not_significant,6.695788e-01,2.441964e+00,1.694341e+00,1.518247e+00,1.515828e+00,8.109061e-01,9.161205e-01,2.130884e+00
6911,AGIS_Os02g003230, 1.204685e+00, 9.986802e-01, 8.950052e+00,1.049627e-02,8.049089e-02,Not_significant,7.089658e-01,1.054485e+00,1.893676e+00,1.196195e+00,2.217181e+00,3.558057e+00,2.469542e+00,2.512835e+00
6912,AGIS_Os02g003240, 3.618054e-01, 9.176145e-01, 6.601178e-01,4.312797e-01,6.702783e-01,Not_significant,1.989043e+00,9.434862e-01,1.627897e+00,1.840300e+00,1.809944e+00,2.763700e+00,2.529289e+00,1.246366e+00
6913,AGIS_Os02g003250,-2.929292e-01, 6.174475e+00, 5.175994e+00,4.066016e-02,1.767198e-01,Not_significant,7.946325e+01,7.514590e+01,7.385335e+01,8.971462e+01,6.563308e+01,5.916305e+01,6.574160e+01,6.879136e+01
6914,AGIS_Os02g003260,-3.877149e-01, 4.433231e+00, 6.805789e+00,2.177608e-02,1.235884e-01,Not_significant,3.135204e+01,2.344841e+01,2.458456e+01,1.877106e+01,1.997725e+01,1.618502e+01,2.164833e+01,1.654450e+01
6915,AGIS_Os02g003270,-8.391521e-02, 4.152774e+00, 2.175058e-01,6.487365e-01,8.199571e-01,Not_significant,1.370667e+01,1.792624e+01,1.908626e+01,2.252067e+01,1.925328e+01,1.401709e+01,1.969659e+01,1.578060e+01
6921,AGIS_Os02g003330,-2.211050e-01, 4.207676e+00, 1.473635e+00,2.466523e-01,4.991079e-01,Not_significant,1.628652e+01,2.261592e+01,2.247494e+01,1.791992e+01,2.106322e+01,1.352062e+01,1.722705e+01,1.640379e+01
6922,AGIS_Os02g003340,-2.675835e-01, 2.394031e+00, 1.215949e+00,2.903350e-01,5.442742e-01,Not_significant,6.794255e+00,5.355671e+00,4.983357e+00,5.543903e+00,5.180964e+00,5.494303e+00,5.098410e+00,3.276737e+00
6923,AGIS_Os02g003350, 2.083442e-01, 1.091273e+00, 2.993867e-01,5.936213e-01,7.850994e-01,Not_significant,1.496705e+00,1.997971e+00,1.860453e+00,2.116345e+00,1.334833e+00,1.936245e+00,3.903470e+00,2.070576e+00
6924,AGIS_Os02g003360, 1.404062e+00, 4.427715e+00, 3.947649e+01,5.506723e-05,5.461586e-03,UP,7.956171e+00,1.529003e+01,1.400323e+01,1.051271e+01,3.671923e+01,2.455887e+01,2.997307e+01,3.282767e+01
6927,AGIS_Os02g003390, 2.881038e+00,-1.183443e+00, 3.084636e+00,1.032380e-01,3.084469e-01,Not_significant,0.000000e+00,2.219967e-01,0.000000e+00,2.760450e-01,1.583701e+00,7.778079e-01,1.991566e-01,1.608214e-01
6931,AGIS_Os02g003430,-9.603717e-01,-1.340522e+00, 7.457281e-01,4.036268e-01,6.488917e-01,Not_significant,1.378545e-01,7.769886e-01,2.990014e-01,7.821274e-01,3.167402e-01,2.316875e-01,1.194940e-01,2.412321e-01
6932,AGIS_Os02g003440,-7.138979e-02, 3.928466e+00, 2.113139e-01,6.534024e-01,8.221890e-01,Not_significant,1.463227e+01,1.401354e+01,1.798992e+01,1.566555e+01,1.595013e+01,1.456321e+01,1.539481e+01,1.326777e+01
6933,AGIS_Os02g003450, 1.925331e-01, 1.157469e+00, 2.212509e-01,6.459539e-01,8.183155e-01,Not_significant,2.402606e+00,1.859223e+00,8.139483e-01,2.990487e+00,1.108591e+00,2.929191e+00,1.334349e+00,4.080844e+00
6934,AGIS_Os02g003460, 3.802389e-01, 4.245139e+00, 4.118449e+00,6.403803e-02,2.318113e-01,Not_significant,1.276138e+01,1.542877e+01,1.461785e+01,2.394690e+01,1.970576e+01,2.320184e+01,2.320175e+01,1.851457e+01
6935,AGIS_Os02g003470, 1.257715e-01, 4.228260e+00, 7.391847e-01,4.056407e-01,6.504011e-01,Not_significant,1.776353e+01,2.053470e+01,1.749158e+01,1.575757e+01,1.941165e+01,2.182827e+01,1.680882e+01,2.002227e+01
6936,AGIS_Os02g003480,-2.957207e-01, 2.865143e+00, 1.421211e+00,2.547061e-01,5.072741e-01,Not_significant,1.280077e+01,5.494419e+00,8.488317e+00,5.934967e+00,6.131184e+00,6.900976e+00,5.954783e+00,6.231830e+00
6938,AGIS_Os02g003500,-1.918141e-02, 5.128789e+00, 2.112488e-02,8.866891e-01,9.512827e-01,Not_significant,3.499534e+01,3.590797e+01,3.428549e+01,3.531075e+01,3.916266e+01,3.099647e+01,3.451384e+01,3.441578e+01
6939,AGIS_Os02g003510, 6.402030e-01, 5.519438e+00, 1.909261e+01,7.754468e-04,1.985800e-02,Not_significant,2.607419e+01,3.429850e+01,4.322231e+01,4.119971e+01,5.513541e+01,5.257650e+01,5.556470e+01,5.853900e+01
6940,AGIS_Os02g003520, 1.999290e-01, 1.543712e-01, 1.425945e-01,7.118645e-01,8.574546e-01,Not_significant,1.024062e+00,9.157366e-01,7.475035e-01,1.288210e+00,9.502205e-01,8.605534e-01,1.553422e+00,1.246366e+00
6942,AGIS_Os02g003540,-2.401500e-01, 2.952920e+00, 1.609403e+00,2.270248e-01,4.772412e-01,Not_significant,9.354409e+00,8.935369e+00,7.375368e+00,7.729259e+00,8.054250e+00,7.099566e+00,6.452675e+00,6.633884e+00
6943,AGIS_Os02g003550,-1.193074e+00,-8.956384e-01, 1.503690e+00,2.420513e-01,4.942064e-01,Not_significant,3.544829e-01,9.434862e-01,9.468378e-01,5.060825e-01,2.714916e-01,4.468258e-01,7.966265e-02,4.422589e-01
6944,AGIS_Os02g003560, 7.672249e-03, 2.465966e+00, 4.707173e-04,9.830674e-01,9.935871e-01,Not_significant,3.150959e+00,1.220982e+00,3.289015e+00,1.676973e+01,1.968314e+00,3.806294e+00,3.206422e+00,1.047350e+01
6946,AGIS_Os02g003580,-1.403612e-01, 3.009706e+00, 5.100604e-01,4.878544e-01,7.155385e-01,Not_significant,6.951803e+00,8.768871e+00,9.800601e+00,8.189334e+00,8.144747e+00,7.430548e+00,7.567952e+00,7.257067e+00
6951,AGIS_Os02g003630,-6.909243e-02, 3.805471e+00, 1.636503e-01,6.924553e-01,8.457363e-01,Not_significant,1.183579e+01,1.712150e+01,1.292350e+01,1.548152e+01,1.352933e+01,1.259387e+01,1.475751e+01,1.330797e+01
6953,AGIS_Os02g003650, 2.423569e+00,-1.387393e+00, 3.529707e+00,8.309632e-02,2.711013e-01,Not_significant,1.575479e-01,0.000000e+00,9.966713e-02,1.380225e-01,6.334803e-01,1.009495e+00,3.584819e-01,2.814375e-01
6954,AGIS_Os02g003660, 3.012428e-02, 2.121191e+00, 1.326735e-02,9.100756e-01,9.617994e-01,Not_significant,3.722070e+00,3.635197e+00,6.129529e+00,3.772615e+00,4.321241e+00,4.451709e+00,4.182289e+00,4.241665e+00
6955,AGIS_Os02g003670,-4.116172e-01, 2.354494e+00, 2.388939e+00,1.464054e-01,3.744859e-01,Not_significant,8.724218e+00,4.439935e+00,4.833856e+00,5.474892e+00,3.959252e+00,5.064026e+00,4.162374e+00,3.920022e+00
6956,AGIS_Os02g003680, 2.512889e-01, 3.045524e+00, 1.326260e+00,2.704009e-01,5.241509e-01,Not_significant,7.857704e+00,7.159395e+00,5.465081e+00,9.615567e+00,6.515797e+00,9.102007e+00,9.838338e+00,1.017196e+01
6957,AGIS_Os02g003690,-1.298442e-01, 3.471577e+00, 4.464210e-01,5.158346e-01,7.342626e-01,Not_significant,1.352943e+01,1.182133e+01,8.488317e+00,1.256005e+01,9.117592e+00,9.664677e+00,1.145151e+01,1.180027e+01
6958,AGIS_Os02g003700, 4.692728e-01, 1.709776e+00, 1.979540e+00,1.831086e-01,4.248948e-01,Not_significant,1.614866e+00,1.637226e+00,2.541512e+00,5.704930e+00,2.149308e+00,3.855941e+00,4.042880e+00,4.281870e+00
6960,AGIS_Os02g003720,-1.604775e-01, 5.580202e+00, 1.465858e+00,2.477489e-01,4.998353e-01,Not_significant,4.943067e+01,4.428835e+01,5.687671e+01,5.157440e+01,4.615357e+01,4.577482e+01,4.345598e+01,4.484907e+01
6961,AGIS_Os02g003730, 1.165323e-02, 5.083277e+00, 7.854710e-03,9.307417e-01,9.706925e-01,Not_significant,3.328200e+01,3.021931e+01,3.443499e+01,3.699003e+01,3.361970e+01,3.197287e+01,3.787959e+01,3.248593e+01
6963,AGIS_Os02g003750, 6.248271e-01, 2.501597e+00, 6.933831e+00,2.079198e-02,1.201734e-01,Not_significant,4.568890e+00,5.216923e+00,4.152797e+00,3.519573e+00,7.692261e+00,8.721378e+00,4.321699e+00,6.774603e+00
6964,AGIS_Os02g003760, 1.816867e+00,-4.041307e-01, 5.041508e+00,4.295212e-02,1.829664e-01,Not_significant,1.969349e-01,1.664976e-01,3.322238e-01,3.680600e-01,3.846130e-01,2.267227e+00,1.274602e+00,6.432857e-01
6965,AGIS_Os02g003770,-1.166784e-01, 3.615103e+00, 2.493704e-01,6.265396e-01,8.065717e-01,Not_significant,1.801955e+01,1.356955e+01,8.787319e+00,1.101880e+01,1.018093e+01,9.615029e+00,1.398080e+01,1.254407e+01
6972,AGIS_Os02g003840, 4.700765e-01, 1.215830e+00, 1.731386e+00,2.111735e-01,4.595683e-01,Not_significant,2.461687e+00,1.942471e+00,1.345506e+00,1.725281e+00,3.552015e+00,3.624254e+00,2.130976e+00,1.467495e+00
6973,AGIS_Os02g003850, 9.590781e-01, 1.755667e+00, 1.027067e+01,6.976119e-03,6.353861e-02,Not_significant,1.201303e+00,2.580712e+00,1.561452e+00,4.140675e+00,2.737540e+00,5.543950e+00,3.604735e+00,5.307107e+00
6976,AGIS_Os02g003880, 6.623865e-01, 4.034919e+00, 1.756255e+01,1.078345e-03,2.353107e-02,Not_significant,8.231880e+00,1.726025e+01,1.235872e+01,1.288210e+01,1.617637e+01,2.910987e+01,1.718722e+01,1.758984e+01
6978,AGIS_Os02g003900,-2.402918e-01, 1.564163e+00, 4.858704e-01,4.981639e-01,7.214998e-01,Not_significant,3.840231e+00,4.273437e+00,1.710952e+00,3.059499e+00,3.371020e+00,2.085187e+00,2.668699e+00,2.372116e+00
6980,AGIS_Os02g003920, 1.740618e+00,-2.065553e+00, 1.029151e+00,3.290366e-01,5.819076e-01,Not_significant,1.969349e-01,0.000000e+00,0.000000e+00,3.220525e-01,1.357458e-01,4.633749e-01,1.194940e-01,3.216428e-01
6984,AGIS_Os02g003960,-1.708681e-01, 9.545338e-01, 2.028173e-01,6.599433e-01,8.261781e-01,Not_significant,1.319464e+00,2.885958e+00,1.926898e+00,2.047334e+00,1.674198e+00,1.952794e+00,1.772494e+00,1.628317e+00
6985,AGIS_Os02g003970, 2.533856e-01, 1.810881e+00, 6.892495e-01,4.215419e-01,6.630513e-01,Not_significant,4.175021e+00,2.830458e+00,2.558123e+00,2.990487e+00,3.144777e+00,5.113673e+00,2.688615e+00,4.221562e+00
6987,AGIS_Os02g003990, 1.436961e+00,-1.293504e+00, 1.943502e+00,1.868733e-01,4.302476e-01,Not_significant,9.846747e-02,3.884943e-01,4.983357e-02,2.760450e-01,3.619887e-01,1.158437e+00,1.991566e-01,3.819509e-01
6988,AGIS_Os02g004000, 4.463947e-01, 4.071934e+00, 5.697890e+00,3.314561e-02,1.576191e-01,Not_significant,1.061479e+01,1.717700e+01,1.639524e+01,1.297411e+01,2.285054e+01,1.747585e+01,1.832241e+01,1.841405e+01
6989,AGIS_Os02g004010,-1.094091e+00,-1.352257e+00, 5.644106e-01,4.659945e-01,6.989628e-01,Not_significant,6.695788e-01,5.549919e-02,5.647804e-01,5.750937e-01,2.714916e-01,2.813348e-01,3.584819e-01,0.000000e+00
6990,AGIS_Os02g004020, 4.709790e-01, 3.671062e+00, 6.479551e+00,2.454136e-02,1.325629e-01,Not_significant,6.420079e+00,1.254282e+01,1.186039e+01,1.251404e+01,1.330309e+01,1.471215e+01,1.593253e+01,1.429300e+01
6993,AGIS_Os02g004050, 2.509891e-01, 1.839764e+00, 3.656632e-01,5.566729e-01,7.615527e-01,Not_significant,1.772414e+00,5.411171e+00,4.601299e+00,1.725281e+00,5.565577e+00,2.647857e+00,3.704313e+00,2.914888e+00
6995,AGIS_Os02g004070, 2.058046e-01, 4.342614e+00, 1.754358e+00,2.083516e-01,4.557633e-01,Not_significant,1.894514e+01,2.181118e+01,1.790686e+01,1.644768e+01,2.432112e+01,1.911422e+01,2.485475e+01,1.859498e+01
6996,AGIS_Os02g004080, 7.877264e-01, 2.684245e-01, 2.169661e+00,1.647705e-01,4.006736e-01,Not_significant,4.923373e-01,4.994927e-01,1.461785e+00,1.058172e+00,9.049719e-01,1.919696e+00,1.672916e+00,1.246366e+00
6997,AGIS_Os02g004090,-3.523592e-01, 3.341286e+00, 3.066138e+00,1.037011e-01,3.091813e-01,Not_significant,1.124498e+01,1.318106e+01,1.159461e+01,8.902451e+00,8.212620e+00,7.132664e+00,1.294518e+01,7.558607e+00
6998,AGIS_Os02g004100,-9.447614e-03,-1.588031e-01, 1.952851e-04,9.890645e-01,9.960202e-01,Not_significant,1.122529e+00,4.439935e-01,5.481692e-01,1.334217e+00,4.977345e-01,5.130222e-01,1.314434e+00,1.065442e+00
7004,AGIS_Os02g004160,-4.595426e-01,-1.493321e+00, 1.145746e-01,7.404492e-01,8.739426e-01,Not_significant,5.514178e-01,6.104910e-01,4.983357e-01,0.000000e+00,3.167402e-01,2.316875e-01,1.593253e-01,1.608214e-01
7012,AGIS_Os02g004240, 3.331537e-01, 3.611203e+00, 2.857750e+00,1.149751e-01,3.268610e-01,Not_significant,9.059007e+00,9.629109e+00,1.327234e+01,1.025967e+01,8.189995e+00,1.903147e+01,1.579312e+01,1.216212e+01
7013,AGIS_Os02g004250,-2.250470e-01,-5.974388e-01, 7.965053e-02,7.822556e-01,8.988028e-01,Not_significant,1.043755e+00,3.884943e-01,9.136154e-01,4.140675e-01,5.429831e-01,5.461204e-01,4.580603e-01,6.231830e-01
7017,AGIS_Os02g004290,-2.647721e-01,-4.485447e-01, 9.645600e-02,7.610934e-01,8.868004e-01,Not_significant,8.074332e-01,5.827414e-01,1.013283e+00,4.140675e-01,2.488673e-01,1.158437e+00,3.385663e-01,9.247232e-01
7018,AGIS_Os02g004300, 8.679887e-01, 1.722163e+00, 6.720031e+00,2.246583e-02,1.258211e-01,Not_significant,2.146591e+00,2.164468e+00,1.661119e+00,2.990487e+00,4.275992e+00,6.917525e+00,2.927603e+00,2.955094e+00
7024,AGIS_Os02g004360, 3.056964e-02, 5.677759e+00, 4.904322e-02,8.282089e-01,9.225618e-01,Not_significant,6.227083e+01,3.854418e+01,4.820567e+01,5.447288e+01,5.717160e+01,4.637059e+01,5.546512e+01,4.667842e+01
7025,AGIS_Os02g004370, 6.378968e-01, 3.702277e+00, 1.034941e+01,6.814045e-03,6.289088e-02,Not_significant,6.873029e+00,1.290356e+01,1.054810e+01,1.060473e+01,1.787319e+01,1.760825e+01,1.312442e+01,1.427290e+01
7026,AGIS_Os02g004380,-2.195420e-01, 6.333428e+00, 2.567596e+00,1.333031e-01,3.553966e-01,Not_significant,8.403214e+01,8.641223e+01,9.053098e+01,8.495284e+01,8.667368e+01,6.288660e+01,7.524138e+01,7.407837e+01
7027,AGIS_Os02g004390, 2.430844e-01, 6.092140e+00, 2.676310e+00,1.260403e-01,3.446135e-01,Not_significant,5.906079e+01,5.563793e+01,5.584682e+01,8.078916e+01,7.459231e+01,7.001926e+01,8.004105e+01,6.945475e+01
7029,AGIS_Os02g004410,-3.471601e-01, 2.453866e+00, 2.274105e+00,1.556825e-01,3.875274e-01,Not_significant,6.656401e+00,5.216923e+00,5.830527e+00,6.487057e+00,5.769196e+00,4.517905e+00,3.405578e+00,5.628750e+00
7030,AGIS_Os02g004420, 8.106704e-01,-1.825448e+00, 2.318720e-01,6.382173e-01,8.132726e-01,Not_significant,6.104983e-01,2.774959e-01,0.000000e+00,2.300375e-02,3.846130e-01,8.274552e-02,4.779759e-01,1.005134e-01
7031,AGIS_Os02g004430, 1.630257e-01,-1.129093e+00, 1.705312e-02,8.981191e-01,9.566654e-01,Not_significant,5.908048e-01,1.664976e-01,4.651133e-01,2.070337e-01,2.262430e-02,3.971785e-01,1.075446e+00,3.618482e-01
7033,AGIS_Os02g004450, 1.270446e+00, 1.646935e+00, 1.085277e+01,5.888862e-03,5.795464e-02,Not_significant,1.654253e+00,1.304231e+00,3.421905e+00,1.150187e+00,4.637981e+00,6.073521e+00,3.306000e+00,3.115915e+00
7034,AGIS_Os02g004460, 8.909517e-01, 1.643686e+00, 8.528312e+00,1.203215e-02,8.733398e-02,Not_significant,2.028430e+00,2.636211e+00,2.093010e+00,1.748285e+00,5.135715e+00,4.468258e+00,4.122542e+00,2.432424e+00
7035,AGIS_Os02g004470, 4.352749e-01, 6.397008e-01, 9.861441e-01,3.389769e-01,5.906199e-01,Not_significant,9.059007e-01,1.803724e+00,1.013283e+00,1.449236e+00,1.990938e+00,2.366522e+00,1.394096e+00,1.226263e+00
7036,AGIS_Os02g004480,-3.813382e-01, 2.108615e+00, 2.060473e+00,1.750004e-01,4.145129e-01,Not_significant,5.750500e+00,6.354657e+00,3.388683e+00,4.002652e+00,4.683229e+00,3.458763e+00,3.724229e+00,2.854580e+00
7037,AGIS_Os02g004490, 2.056984e-01, 2.277398e+00, 6.594377e-01,4.315113e-01,6.703842e-01,Not_significant,5.041534e+00,4.384436e+00,4.302298e+00,4.002652e+00,4.094998e+00,6.305209e+00,4.421277e+00,5.890085e+00
7038,AGIS_Os02g004500, 3.136776e-01, 4.229342e+00, 4.620374e+00,5.119044e-02,2.032500e-01,Not_significant,1.577449e+01,1.620576e+01,1.867098e+01,1.614863e+01,2.042974e+01,2.194411e+01,1.973642e+01,2.080627e+01
7040,AGIS_Os02g004520,-1.205467e+00, 2.527793e-01, 3.408653e+00,8.795604e-02,2.801443e-01,Not_significant,2.422300e+00,1.082234e+00,6.976699e-01,1.932315e+00,5.882317e-01,1.323928e-01,8.762892e-01,1.507701e+00
7041,AGIS_Os02g004530,-1.929509e-02, 6.367498e+00, 1.426807e-02,9.067626e-01,9.601436e-01,Not_significant,7.107382e+01,9.770632e+01,9.396949e+01,7.034546e+01,9.574602e+01,6.887737e+01,8.370553e+01,7.880250e+01
7042,AGIS_Os02g004540, 1.054234e+00, 3.560107e+00, 1.359319e+01,4.088737e-03,4.729801e-02,UP,5.888354e+00,5.605418e+00,7.724203e+00,1.136385e+01,1.828043e+01,2.129870e+01,1.067480e+01,1.316725e+01
7043,AGIS_Os02g004550, 2.966942e-01, 1.241889e+00, 6.257674e-01,4.432355e-01,6.800850e-01,Not_significant,2.087510e+00,2.247717e+00,1.295673e+00,2.760450e+00,2.533921e+00,3.475312e+00,2.449627e+00,1.748933e+00
7044,AGIS_Os02g004560,-2.611436e-01, 3.439768e+00, 1.869061e+00,1.949693e-01,4.394168e-01,Not_significant,1.187518e+01,1.268156e+01,1.061455e+01,1.168590e+01,8.144747e+00,8.820672e+00,1.296510e+01,9.709593e+00
7045,AGIS_Os02g004570, 4.729697e-02,-2.608573e+00, 3.356430e-04,9.856872e-01,9.943544e-01,Not_significant,1.969349e-01,0.000000e+00,0.000000e+00,2.760450e-01,2.262430e-01,2.813348e-01,0.000000e+00,0.000000e+00
7053,AGIS_Os02g004650, 6.351343e-01,-1.491525e+00, 1.968449e-01,6.646414e-01,8.290460e-01,Not_significant,5.908048e-01,3.884943e-01,1.993343e-01,0.000000e+00,2.262430e-01,1.985892e-01,5.576386e-01,3.618482e-01
7054,AGIS_Os02g004660,-6.271819e-02,-1.114936e+00, 3.102618e-03,9.564347e-01,9.824066e-01,Not_significant,6.695788e-01,2.219967e-01,6.312252e-01,1.840300e-01,2.941159e-01,7.116115e-01,1.593253e-01,4.422589e-01
7055,AGIS_Os02g004670, 4.552204e-01, 8.502902e-01, 9.807240e-01,3.402603e-01,5.916281e-01,Not_significant,6.695788e-01,9.712357e-01,1.196006e+00,3.818622e+00,1.108591e+00,2.151384e+00,2.190723e+00,1.990165e+00
7056,AGIS_Os02g004680, 2.282954e-01, 4.166972e+00, 2.393350e+00,1.460631e-01,3.738868e-01,Not_significant,1.504583e+01,1.720475e+01,1.626235e+01,1.720680e+01,1.642524e+01,2.388036e+01,1.776477e+01,1.958001e+01
7057,AGIS_Os02g004690,-7.425990e-01,-1.470640e-01, 1.553715e+00,2.347815e-01,4.859487e-01,Not_significant,1.437625e+00,6.104910e-01,1.312284e+00,8.741424e-01,1.040718e+00,2.978839e-01,8.364579e-01,4.824643e-01
7059,AGIS_Os02g004710,-2.062671e-01, 4.000966e+00, 1.637121e+00,2.232896e-01,4.727819e-01,Not_significant,1.658192e+01,1.767649e+01,1.787364e+01,1.598761e+01,1.760170e+01,1.183261e+01,1.649017e+01,1.373013e+01
7061,AGIS_Os02g004730,-4.704883e-02, 3.920757e+00, 9.455685e-02,7.633777e-01,8.880411e-01,Not_significant,1.624713e+01,1.420779e+01,1.476735e+01,1.598761e+01,1.583701e+01,1.183261e+01,1.525540e+01,1.670533e+01
7062,AGIS_Os02g004740,-6.608069e-02, 1.168285e+00, 1.431007e-02,9.068037e-01,9.601436e-01,Not_significant,1.673947e+00,2.663961e+00,2.641179e+00,1.127184e+00,3.167402e-01,3.806294e+00,2.150892e+00,3.236531e+00
7063,AGIS_Os02g004750, 6.472331e-01, 3.729677e+00, 1.552015e+01,1.723590e-03,2.996858e-02,Not_significant,9.452877e+00,1.126633e+01,9.468378e+00,1.065074e+01,1.203613e+01,2.050434e+01,1.515582e+01,1.724810e+01
7064,AGIS_Os02g004760,-1.435666e-01, 5.139823e+00, 8.792660e-01,3.656539e-01,6.154911e-01,Not_significant,3.182469e+01,3.787819e+01,4.435187e+01,3.351646e+01,4.106310e+01,2.818312e+01,3.576853e+01,2.914888e+01
7065,AGIS_Os02g004770,-3.556539e-01, 4.387115e+00, 3.807753e+00,7.349524e-02,2.524600e-01,Not_significant,2.587725e+01,2.641761e+01,2.303972e+01,1.833399e+01,1.812206e+01,1.479490e+01,1.770502e+01,2.279644e+01
7066,AGIS_Os02g004780, 9.436022e-01, 1.132231e+00, 4.709200e+00,4.930644e-02,1.985715e-01,Not_significant,2.382913e+00,1.387480e+00,3.654462e-01,2.392390e+00,3.235274e+00,2.035540e+00,2.130976e+00,3.296839e+00
7067,AGIS_Os02g004790, 5.084498e-01, 1.403561e+00, 1.525857e+00,2.388085e-01,4.899675e-01,Not_significant,2.481380e+00,1.387480e+00,2.624568e+00,1.587259e+00,2.420800e+00,5.891481e+00,2.748362e+00,1.628317e+00
7068,AGIS_Os02g004800,-1.783032e-01, 3.666888e+00, 1.165210e+00,3.001873e-01,5.540272e-01,Not_significant,1.553817e+01,9.989853e+00,1.131222e+01,1.670072e+01,1.160626e+01,9.532284e+00,9.380277e+00,1.722800e+01
7070,AGIS_Os02g004820,-2.471222e-01, 4.370648e+00, 2.872860e+00,1.141085e-01,3.253470e-01,Not_significant,2.483349e+01,2.375365e+01,2.320583e+01,1.805794e+01,1.823518e+01,1.828676e+01,2.103094e+01,1.777077e+01
7071,AGIS_Os02g004830, 2.378568e+00, 7.161026e-02, 1.522163e+01,1.851498e-03,3.094354e-02,UP,7.877397e-02,9.434862e-01,1.162783e-01,1.150187e-01,2.488673e-01,4.815789e+00,5.377229e-01,1.125750e+00
7072,AGIS_Os02g004840, 4.519022e-01, 2.749944e+00, 2.148948e+00,1.688367e-01,4.059059e-01,Not_significant,5.770194e+00,4.911678e+00,3.637850e+00,6.671087e+00,4.954721e+00,1.636706e+01,4.998832e+00,6.131317e+00
7074,AGIS_Os02g004860, 4.389752e-03, 2.583992e+00, 3.288759e-04,9.858091e-01,9.943544e-01,Not_significant,3.781151e+00,7.353642e+00,7.807259e+00,5.267858e+00,6.063311e+00,5.494303e+00,6.213687e+00,5.668955e+00
7076,AGIS_Os02g004880,-9.563960e-01, 2.133467e+00, 1.061522e+01,6.298447e-03,6.031754e-02,Not_significant,6.341305e+00,5.716416e+00,7.923537e+00,3.128510e+00,3.076904e+00,1.870049e+00,3.724229e+00,2.995299e+00
7077,AGIS_Os02g004890,-5.640686e-02, 5.007167e+00, 1.852810e-01,6.739886e-01,8.347676e-01,Not_significant,3.095817e+01,3.296652e+01,3.705956e+01,3.018092e+01,3.185501e+01,3.028486e+01,3.230321e+01,3.134008e+01
7080,AGIS_Os02g004920, 1.230742e-01, 2.256289e+00, 2.500613e-01,6.254661e-01,8.058929e-01,Not_significant,3.820538e+00,5.938413e+00,5.664415e+00,3.013491e+00,4.660605e+00,5.080575e+00,5.496723e+00,4.221562e+00
7081,AGIS_Os02g004930, 4.533607e-01, 4.939326e+00, 8.439613e+00,1.238775e-02,8.900092e-02,Not_significant,1.825587e+01,2.808259e+01,2.893669e+01,2.912275e+01,3.640249e+01,3.278378e+01,3.622659e+01,3.532041e+01
7082,AGIS_Os02g004940,-4.050189e-01,-2.542569e-01, 3.103397e-01,5.870223e-01,7.802961e-01,Not_significant,1.929962e+00,3.329951e-01,7.308923e-01,7.361199e-01,8.597233e-01,9.598480e-01,3.983133e-01,4.020536e-01
7083,AGIS_Os02g004950, 4.814848e-01, 1.211777e+00, 2.012958e+00,1.797038e-01,4.208275e-01,Not_significant,2.087510e+00,2.053470e+00,1.561452e+00,1.886307e+00,2.352927e+00,3.210526e+00,2.489458e+00,2.553040e+00
7084,AGIS_Os02g004960, 1.159552e+00, 4.572177e-01, 1.692515e+00,2.224001e-01,4.718806e-01,Not_significant,3.938699e-02,2.719460e+00,5.647804e-01,1.035169e+00,2.104060e+00,1.588714e+00,1.513590e+00,1.165955e+00
7085,AGIS_Os02g004970, 7.680782e-01, 2.566090e+00, 1.244417e+01,3.761304e-03,4.512819e-02,Not_significant,3.544829e+00,5.605418e+00,4.451799e+00,3.933641e+00,6.809913e+00,8.109061e+00,7.189554e+00,7.397786e+00
