GeneID	WTHPmock_1	WTHPmock_2	WTHPmock_3	WTHPmock_4	WTHPmyc_1	WTHPmyc_2	WTHPmyc_3	WTHPmyc_4
AGIS_Os06g010500	0	0	0	0	0	0	0	0
AGIS_Os06g010510	0	0	0	0	0	0	0	0
AGIS_Os06g010520	0	0	0	0	0	0	0	0
AGIS_Os06g010530	0	0	0	0	0	0	0	0
AGIS_Os06g010540	70	205	56	228	40	124	154	287
AGIS_Os06g010550	4	0	0	0	0	0	14	0
AGIS_Os06g010560	0	0	0	0	0	0	0	0
AGIS_Os06g010570	0	0	0	0	0	0	0	0
AGIS_Os06g010580	0	0	0	0	0	0	0	0
AGIS_Os06g010590	0	0	0	0	0	0	0	0
AGIS_Os06g010600	0	0	0	0	0	0	0	0
AGIS_Os06g010610	1648	1465	1131	1724	2008	935	631	1224
AGIS_Os06g010620	2260	7465	4212	9971	3944	6006	6060	6947
AGIS_Os06g010630	0	0	0	0	0	0	0	0
AGIS_Os06g010640	0	0	0	0	0	0	0	0
AGIS_Os06g010650	297	345	245	344	470	198	115	282
AGIS_Os06g010660	56	283	144	380	110	287	395	363
AGIS_Os06g010670	136	170	177	342	317	149	151	215
AGIS_Os06g010680	164	70	50	66	148	58	70	112
AGIS_Os06g010690	645	555	337	432	848	434	328	580
AGIS_Os06g010700	120	236	147	125	263	94	94	83
AGIS_Os06g010710	121	233	165	250	268	100	128	276
AGIS_Os06g010720	22	38	8	32	46	20	22	22
AGIS_Os06g010730	132	82	56	143	109	46	61	82
AGIS_Os06g010740	439	436	287	482	609	244	358	396
AGIS_Os06g010750	80	207	100	283	112	150	150	182
AGIS_Os06g010760	58	31	45	139	92	47	56	74
AGIS_Os06g010770	10	0	0	9	29	14	14	13
AGIS_Os06g010780	127	268	108	258	334	205	246	254
AGIS_Os06g010790	28	275	80	409	238	236	387	283
AGIS_Os06g010800	160	527	130	1145	95	445	694	396
AGIS_Os06g010810	134	454	187	358	287	414	102	235
AGIS_Os06g010820	116	57	75	40	102	58	39	133
AGIS_Os06g010830	0	0	0	0	0	0	0	0
AGIS_Os06g010840	12	0	10	27	22	23	4	6
AGIS_Os06g010850	841	1484	1093	1421	1289	1157	645	1313
AGIS_Os06g010860	785	671	652	754	1131	360	265	867
AGIS_Os06g010870	0	0	0	0	0	0	0	0
AGIS_Os06g010880	541	272	381	361	726	456	298	583
AGIS_Os06g010890	2310	2047	1277	2169	3258	1758	1659	2451
AGIS_Os06g010900	0	0	0	0	0	0	0	0
AGIS_Os06g010910	557	686	511	575	439	315	250	476
AGIS_Os06g010920	68	50	8	0	30	16	22	0
AGIS_Os06g010930	0	0	0	0	0	0	0	0
AGIS_Os06g010940	8356	4327	4103	5181	7747	3681	2063	3573
AGIS_Os06g010950	869	995	807	838	1060	596	186	728
AGIS_Os06g010960	0	0	0	0	0	0	0	0
AGIS_Os06g010970	0	0	0	0	0	0	0	0
AGIS_Os06g010980	0	10	0	0	0	0	0	0
AGIS_Os06g010990	4	38	1	49	18	36	26	64
AGIS_Os06g011000	0	0	6	0	0	0	0	0
AGIS_Os06g011010	181	77	40	82	270	68	48	127
AGIS_Os06g011020	305	1235	344	1877	274	1276	1674	1250
AGIS_Os06g011030	83	678	146	1062	202	656	946	635
AGIS_Os06g011040	4111	1777	1410	1640	2130	1026	484	1284
AGIS_Os06g011050	0	0	0	0	0	0	0	0
AGIS_Os06g011060	0	0	0	0	0	0	0	0
AGIS_Os06g011070	0	26	22	0	0	0	2	2
AGIS_Os06g011080	0	0	0	0	0	0	0	0
AGIS_Os06g011090	94	94	100	159	140	94	110	91
AGIS_Os06g011100	0	0	0	0	0	0	0	0
AGIS_Os06g011110	0	0	0	2	0	6	1	14
AGIS_Os06g011120	80	58	40	87	22	41	37	26
AGIS_Os06g011130	64	62	138	187	94	46	32	34
AGIS_Os06g011140	7	1	0	59	32	40	36	2
AGIS_Os06g011150	0	0	0	0	0	0	0	0
AGIS_Os06g011160	781	808	490	691	1076	656	412	710
AGIS_Os06g011170	0	42	28	61	48	8	18	16
AGIS_Os06g011180	0	0	0	0	0	0	0	0
AGIS_Os06g011190	88	79	83	44	261	33	42	32
AGIS_Os06g011200	0	0	0	0	0	0	0	0
AGIS_Os06g011210	8369	7012	6307	7574	11926	5271	4949	7054
AGIS_Os06g011220	578	1407	743	2122	730	1497	1806	1625
AGIS_Os06g011230	509	780	685	712	987	549	890	765
AGIS_Os06g011240	781	979	1221	1380	1145	792	601	1017
AGIS_Os06g011250	111	11	14	32	58	10	0	53
AGIS_Os06g011260	70	252	112	309	338	193	265	228
AGIS_Os06g011270	0	0	2	6	26	0	2	0
AGIS_Os06g011280	57	20	12	82	0	25	62	16
AGIS_Os06g011290	1842	1017	619	1033	1035	568	454	771
AGIS_Os06g011300	1547	1144	1018	1178	1353	591	398	896
AGIS_Os06g011310	1688	3472	2542	3265	4614	2500	2078	3225
AGIS_Os06g011320	0	0	0	0	0	0	0	0
AGIS_Os06g011330	0	0	0	0	0	0	0	0
AGIS_Os06g011340	0	0	0	0	0	0	0	0
AGIS_Os06g011350	208	84	78	154	177	77	23	105
AGIS_Os06g011360	791	599	461	892	420	333	339	419
AGIS_Os06g011370	0	0	0	0	0	0	0	0
AGIS_Os06g011380	0	0	0	0	0	0	0	0
AGIS_Os06g011390	275	680	502	968	492	644	518	670
AGIS_Os06g011400	324	266	276	346	560	146	236	340
AGIS_Os06g011410	0	0	0	18	14	0	0	8
AGIS_Os06g011420	774	337	153	379	640	301	104	200
AGIS_Os06g011430	1145	502	406	646	1181	469	250	697
AGIS_Os06g011440	79	97	37	55	96	100	43	102
AGIS_Os06g011450	42	80	92	91	122	34	22	58
AGIS_Os06g011460	34	8	8	22	0	0	8	20
AGIS_Os06g011470	34	18	8	8	7	0	4	8
AGIS_Os06g011480	620	503	558	603	782	443	269	480
AGIS_Os06g011490	15	192	0	499	48	205	384	162
AGIS_Os06g011500	48	112	16	366	12	116	184	72
AGIS_Os06g011510	0	2	0	10	0	3	4	22
AGIS_Os06g011520	0	0	0	0	0	0	0	0
AGIS_Os06g011530	0	0	0	0	0	4	12	22
AGIS_Os06g011540	0	0	0	0	0	1	0	0
AGIS_Os06g011550	118	15	4	14	28	46	7	47
AGIS_Os06g011560	0	30	0	0	18	6	12	0
AGIS_Os06g011570	16	124	56	174	50	74	78	90
AGIS_Os06g011580	971	644	377	476	679	323	206	387
AGIS_Os06g011590	0	0	0	0	0	0	0	0
AGIS_Os06g011600	12	22	14	51	2	27	8	15
AGIS_Os06g011610	511	635	531	632	702	509	316	532
AGIS_Os06g011620	8	67	44	29	46	64	38	77
AGIS_Os06g011630	7	98	32	59	121	131	55	16
AGIS_Os06g011640	28	96	94	174	105	87	161	166
AGIS_Os06g011650	275	1435	318	2271	541	1359	1662	1602
AGIS_Os06g011660	0	0	0	0	0	0	0	1
AGIS_Os06g011670	15	58	13	117	14	65	81	72
AGIS_Os06g011680	301	861	471	1395	564	791	726	1092
AGIS_Os06g011690	82	64	148	132	264	86	134	156
AGIS_Os06g011700	1984	875	783	877	1572	658	388	1049
AGIS_Os06g011710	406	275	133	326	471	225	122	304
AGIS_Os06g011720	413	799	652	1087	785	763	875	1246
AGIS_Os06g011730	22	26	1	57	66	18	30	18
AGIS_Os06g011740	310	188	204	195	363	180	81	179
AGIS_Os06g011750	0	0	0	0	0	0	0	0
AGIS_Os06g011760	305	114	35	203	181	100	49	165
AGIS_Os06g011770	0	0	0	0	0	0	0	0
AGIS_Os06g011780	847	671	546	757	958	559	488	759
AGIS_Os06g011790	42	50	40	119	92	79	47	60
AGIS_Os06g011800	484	537	567	514	826	380	289	634
AGIS_Os06g011810	664	556	569	338	888	333	311	492
AGIS_Os06g011820	0	12	14	0	0	24	0	0
AGIS_Os06g011830	947	898	534	883	1156	413	446	989
AGIS_Os06g011840	12	55	14	241	8	125	165	46
AGIS_Os06g011850	149	463	332	306	518	248	176	323
AGIS_Os06g011860	3317	2305	2335	2645	3039	1692	913	1722
AGIS_Os06g011870	0	0	0	0	0	0	0	0
AGIS_Os06g011880	0	0	0	0	0	0	0	0
AGIS_Os06g011890	0	0	0	0	0	0	0	0
AGIS_Os06g011900	0	0	0	0	0	0	0	0
AGIS_Os06g011910	0	0	0	0	0	0	0	0
AGIS_Os06g011920	0	0	0	0	0	0	0	0
AGIS_Os06g011930	0	0	0	0	0	0	0	0
AGIS_Os06g011940	0	28	1	6	0	8	4	4
AGIS_Os06g011950	0	0	0	0	0	0	0	0
AGIS_Os06g011960	0	0	0	0	0	0	0	0
AGIS_Os06g011970	0	0	0	0	0	0	0	0
AGIS_Os06g011980	0	0	0	0	0	0	0	0
AGIS_Os06g011990	0	0	0	0	0	0	0	0
AGIS_Os06g012000	0	0	0	0	0	0	1	0
AGIS_Os06g012010	0	0	0	0	0	0	0	0
AGIS_Os06g012020	10	0	2	0	0	0	2	0
AGIS_Os06g012030	0	0	0	0	0	0	0	0
AGIS_Os06g012040	0	0	0	0	0	0	0	0
AGIS_Os06g012050	0	0	0	0	0	0	0	0
AGIS_Os06g012060	0	0	0	22	0	0	0	0
AGIS_Os06g012070	0	0	0	0	0	0	0	0
AGIS_Os06g012080	0	0	0	0	0	0	0	0
AGIS_Os06g012090	0	0	0	0	0	0	0	0
AGIS_Os06g012100	0	0	0	0	0	0	0	0
AGIS_Os06g012110	0	0	0	0	0	0	0	0
AGIS_Os06g012120	0	0	0	0	0	0	0	0
AGIS_Os06g012130	0	0	0	0	0	0	0	0
AGIS_Os06g012140	0	0	0	0	0	0	0	0
AGIS_Os06g012150	0	0	0	0	0	0	0	0
AGIS_Os06g012160	2411	3049	3191	3354	3297	2169	1721	1927
AGIS_Os06g012170	82	270	115	460	173	296	367	354
AGIS_Os06g012180	47	47	21	20	48	56	45	44
AGIS_Os06g012190	0	0	0	0	0	0	0	0
AGIS_Os06g012200	899	763	745	883	845	755	358	905
AGIS_Os06g012210	0	0	0	0	0	0	0	0
AGIS_Os06g012220	0	0	0	0	0	0	0	0
AGIS_Os06g012230	0	0	0	0	0	0	0	0
AGIS_Os06g012240	12	78	61	185	60	84	20	79
AGIS_Os06g012250	1867	3540	1897	3867	2312	2361	2742	4048
AGIS_Os06g012260	46	166	22	247	94	83	147	179
AGIS_Os06g012270	44	94	46	129	137	137	118	101
AGIS_Os06g012280	4908	11134	7645	11686	14581	8350	3727	10228
AGIS_Os06g012290	0	0	0	0	0	0	0	0
AGIS_Os06g012300	0	0	0	0	0	0	0	0
AGIS_Os06g012310	38	1	5	2	0	9	29	15
AGIS_Os06g012320	336	204	242	341	362	165	535	164
AGIS_Os06g012330	0	0	0	0	0	0	0	0
AGIS_Os06g012340	0	0	0	0	0	0	0	0
AGIS_Os06g012350	0	0	0	0	0	0	0	0
AGIS_Os06g012360	847	426	768	632	699	250	204	320
AGIS_Os06g012370	0	0	0	0	0	0	0	0
AGIS_Os06g012380	0	0	0	0	0	0	0	0
AGIS_Os06g012390	0	0	0	0	0	0	0	0
AGIS_Os06g012400	7096	9836	8329	12190	9621	6573	6701	7761
AGIS_Os06g012410	757	2330	1055	3378	1395	1655	2397	2232
AGIS_Os06g012420	1313	1049	1039	1175	1038	892	393	818
AGIS_Os06g012430	0	0	0	0	0	0	0	0
AGIS_Os06g012440	0	0	0	0	0	0	0	0
AGIS_Os06g012450	313	870	281	1163	479	882	1085	982
AGIS_Os06g012460	314	177	150	398	673	182	176	247
AGIS_Os06g012470	0	20	0	0	0	0	0	0
AGIS_Os06g012480	0	0	0	0	0	0	0	0
AGIS_Os06g012490	0	0	0	0	0	0	0	0
AGIS_Os06g012500	0	0	0	0	0	0	0	0
AGIS_Os06g012510	0	0	0	0	0	0	0	0
AGIS_Os06g012520	12	84	62	59	16	48	107	48
AGIS_Os06g012530	45	43	11	107	74	46	71	14
AGIS_Os06g012540	0	0	0	0	0	0	0	0
AGIS_Os06g012550	0	0	0	0	0	0	0	0
AGIS_Os06g012560	0	0	0	0	0	0	0	0
AGIS_Os06g012570	0	0	0	0	0	0	0	0
AGIS_Os06g012580	0	0	0	0	0	0	0	0
AGIS_Os06g012590	0	0	0	0	0	0	0	0
AGIS_Os06g012600	0	0	0	0	0	0	0	0
AGIS_Os06g012610	3101	3565	2223	5496	5096	3476	2617	4492
AGIS_Os06g012620	38	202	103	291	116	207	251	252
AGIS_Os06g012630	167	77	26	77	196	60	132	51
AGIS_Os06g012640	396	803	572	859	849	704	470	844
AGIS_Os06g012650	0	0	0	0	0	0	0	0
AGIS_Os06g012660	467	1920	985	2791	873	1825	1754	2394
AGIS_Os06g012670	0	0	0	0	0	0	0	0
AGIS_Os06g012680	0	0	0	0	0	0	0	0
AGIS_Os06g012690	0	0	0	0	0	0	0	0
AGIS_Os06g012700	0	0	0	0	0	0	0	0
AGIS_Os06g012710	0	0	0	0	0	0	0	0
AGIS_Os06g012720	0	0	0	0	0	0	0	0
AGIS_Os06g012730	0	0	0	0	0	0	0	0
AGIS_Os06g012740	0	0	0	0	0	0	0	0
AGIS_Os06g012750	0	0	0	0	0	0	0	0
AGIS_Os06g012760	36	8	32	3	28	2	2	30
AGIS_Os06g012770	1962	1129	949	1079	2102	816	959	1403
AGIS_Os06g012780	0	0	0	0	30	0	0	0
AGIS_Os06g012790	0	0	0	0	0	0	0	0
AGIS_Os06g012800	62	0	60	0	30	0	12	32
AGIS_Os06g012810	0	0	0	0	0	0	0	0
AGIS_Os06g012820	0	0	0	0	0	0	0	0
AGIS_Os06g012830	0	0	0	0	0	0	0	0
AGIS_Os06g012840	149	102	82	90	272	89	193	194
AGIS_Os06g012850	0	0	0	0	0	0	0	0
AGIS_Os06g012860	262	197	164	285	226	103	119	171
AGIS_Os06g012870	0	0	0	0	0	0	0	0
AGIS_Os06g012880	0	0	0	0	0	0	0	0
AGIS_Os06g012890	0	0	0	0	0	0	0	0
AGIS_Os06g012900	0	24	0	30	9	0	6	0
AGIS_Os06g012910	0	0	0	0	0	0	0	0
AGIS_Os06g012920	0	0	0	0	0	0	0	0
AGIS_Os06g012930	1832	2560	2512	2647	2452	1802	1216	1841
AGIS_Os06g012940	0	0	0	0	0	0	0	0
AGIS_Os06g012950	212	237	129	284	398	283	198	268
AGIS_Os06g012960	412	580	388	659	703	544	439	567
AGIS_Os06g012970	52	177	18	386	84	210	482	216
AGIS_Os06g012980	2187	1948	2267	1059	2988	255	536	1796
AGIS_Os06g012990	0	0	0	0	0	0	0	0
AGIS_Os06g013000	126	854	144	1403	334	737	1146	827
AGIS_Os06g013010	0	48	0	105	82	81	95	90
AGIS_Os06g013020	4	170	93	253	100	204	78	210
AGIS_Os06g013030	247	897	469	795	684	559	465	784
AGIS_Os06g013040	0	0	0	0	0	0	0	0
AGIS_Os06g013050	768	828	958	1101	1029	799	680	897
AGIS_Os06g013060	0	0	0	0	0	0	0	0
AGIS_Os06g013070	390	960	512	1149	495	683	618	789
AGIS_Os06g013080	0	0	0	0	0	0	0	0
AGIS_Os06g013090	355	153	67	202	163	124	77	96
AGIS_Os06g013100	0	124	35	44	77	32	21	32
AGIS_Os06g013110	258	556	447	351	499	388	311	439
AGIS_Os06g013120	0	0	0	0	0	0	0	0
AGIS_Os06g013130	0	0	0	0	0	0	0	0
AGIS_Os06g013140	0	0	0	0	0	0	0	0
AGIS_Os06g013150	0	0	0	0	0	0	0	0
AGIS_Os06g013160	0	0	0	0	0	0	0	0
AGIS_Os06g013170	0	0	0	0	0	0	0	0
AGIS_Os06g013180	997	1230	1074	1347	1358	785	737	987
AGIS_Os06g013190	740	313	299	343	615	353	248	800
AGIS_Os06g013200	0	0	0	0	0	0	0	0
AGIS_Os06g013210	0	0	0	0	0	0	0	0
AGIS_Os06g013220	0	0	0	0	0	0	0	0
AGIS_Os06g013230	14	26	18	34	68	10	8	0
AGIS_Os06g013240	0	0	0	0	0	0	0	0
AGIS_Os06g013250	0	0	0	0	0	0	0	0
AGIS_Os06g013260	0	0	0	0	0	0	0	0
AGIS_Os06g013270	0	0	0	0	0	0	0	0
AGIS_Os06g013280	0	0	0	0	0	0	0	0
AGIS_Os06g013290	0	0	0	0	0	0	0	0
AGIS_Os06g013300	197	603	178	464	519	414	561	362
AGIS_Os06g013310	684	3556	387	7237	1297	5175	5194	4535
AGIS_Os06g013320	0	16	16	15	20	1	2	1
AGIS_Os06g013330	1590	1649	787	1497	2573	981	1392	1940
AGIS_Os06g013340	0	0	0	0	0	0	0	0
AGIS_Os06g013350	0	0	0	0	16	0	0	0
AGIS_Os06g013360	0	8	0	0	0	0	0	0
AGIS_Os06g013370	0	0	0	0	0	0	0	0
AGIS_Os06g013380	0	0	0	0	0	0	0	0
AGIS_Os06g013390	0	0	0	0	0	0	0	0
AGIS_Os06g013400	0	0	0	0	0	0	0	0
AGIS_Os06g013410	0	0	0	0	0	0	0	0
AGIS_Os06g013420	0	0	0	0	0	0	0	0
AGIS_Os06g013430	0	0	0	0	0	0	0	0
AGIS_Os06g013440	0	0	0	0	0	0	0	0
AGIS_Os06g013450	0	0	0	0	0	0	0	0
AGIS_Os06g013460	0	0	0	0	0	0	0	0
AGIS_Os06g013470	0	0	0	0	0	0	0	0
AGIS_Os06g013480	0	0	0	0	0	0	0	0
AGIS_Os06g013490	0	0	0	0	0	0	0	0
AGIS_Os06g013500	0	0	0	0	0	0	0	0
AGIS_Os06g013510	0	0	0	0	0	0	0	0
AGIS_Os06g013520	0	0	0	0	0	0	0	0
AGIS_Os06g013530	0	0	0	0	0	0	0	0
AGIS_Os06g013540	0	0	0	0	0	0	0	0
AGIS_Os06g013550	0	0	0	0	0	0	0	0
AGIS_Os06g013560	0	0	0	0	0	0	0	0
AGIS_Os06g013570	0	0	0	0	0	0	0	0
AGIS_Os06g013580	0	0	0	0	0	0	0	0
AGIS_Os06g013590	0	0	0	0	0	0	0	0
AGIS_Os06g013600	0	0	0	0	0	0	0	0
AGIS_Os06g013610	0	0	0	0	0	0	0	0
AGIS_Os06g013620	0	0	0	0	0	0	0	0
AGIS_Os06g013630	0	0	0	0	0	0	0	0
AGIS_Os06g013640	0	0	0	0	0	0	0	0
AGIS_Os06g013650	0	0	0	0	0	0	0	0
AGIS_Os06g013660	0	0	0	0	0	0	0	0
AGIS_Os06g013670	0	0	0	0	0	0	0	0
AGIS_Os06g013680	0	0	0	0	0	0	0	0
AGIS_Os06g013690	0	0	0	0	0	0	0	0
AGIS_Os06g013700	0	14	0	0	0	4	0	38
AGIS_Os06g013710	0	0	0	0	0	0	0	0
AGIS_Os06g013720	0	0	0	0	0	0	0	0
AGIS_Os06g013730	0	0	0	0	0	0	0	0
AGIS_Os06g013740	0	0	0	0	0	0	0	0
AGIS_Os06g013750	0	0	0	0	0	0	0	0
AGIS_Os06g013760	0	0	0	0	0	0	0	0
AGIS_Os06g013770	0	0	0	0	0	0	0	0
AGIS_Os06g013780	0	0	0	0	0	0	0	0
AGIS_Os06g013790	0	0	0	0	0	0	0	0
AGIS_Os06g013800	0	0	0	0	0	0	0	0
AGIS_Os06g013810	0	0	0	0	0	0	0	0
AGIS_Os06g013820	0	0	0	0	0	0	0	0
AGIS_Os06g013830	0	0	0	0	0	0	0	0
AGIS_Os06g013840	0	0	0	0	0	0	0	0
AGIS_Os06g013850	0	0	0	0	0	0	0	0
AGIS_Os06g013860	0	0	0	0	0	0	0	0
AGIS_Os06g013870	5243	5790	4389	4989	6785	3845	3062	4445
AGIS_Os06g013880	837	910	881	1317	1595	575	1026	890
AGIS_Os06g013890	406	349	227	348	567	239	217	473
AGIS_Os06g013900	36	47	48	29	50	12	42	20
AGIS_Os06g013910	0	4	0	4	0	0	14	22
AGIS_Os06g013920	10	56	24	106	0	35	65	23
AGIS_Os06g013930	1160	3816	2288	3917	2643	2957	3375	3331
AGIS_Os06g013940	0	0	0	0	0	4	0	0
AGIS_Os06g013950	0	0	0	0	0	0	0	0
AGIS_Os06g013960	0	0	0	0	0	0	0	0
AGIS_Os06g013970	0	0	0	0	0	0	0	0
AGIS_Os06g013980	0	0	0	0	0	0	0	0
AGIS_Os06g013990	0	0	0	1	0	1	0	6
AGIS_Os06g014000	0	0	0	0	0	0	0	0
AGIS_Os06g014010	0	0	0	0	0	0	0	0
AGIS_Os06g014020	0	0	0	0	0	0	0	0
AGIS_Os06g014030	0	0	0	0	0	0	0	0
AGIS_Os06g014040	0	0	0	0	0	0	0	0
AGIS_Os06g014050	0	0	0	0	0	0	0	0
AGIS_Os06g014060	80	162	60	57	96	69	71	123
AGIS_Os06g014070	5	21	3	24	11	26	4	15
AGIS_Os06g014080	922	818	632	1368	1070	900	848	912
AGIS_Os06g014090	0	0	0	0	0	0	0	0
AGIS_Os06g014100	0	0	0	0	66	34	58	60
AGIS_Os06g014110	652	831	858	772	909	674	298	395
AGIS_Os06g014120	0	0	0	0	0	0	0	0
AGIS_Os06g014130	1290	1224	1452	1407	1224	1255	614	832
AGIS_Os06g014140	0	0	0	0	0	0	0	0
AGIS_Os06g014150	0	0	0	0	0	0	0	0
AGIS_Os06g014160	0	0	0	0	0	0	0	0
AGIS_Os06g014170	562	243	213	438	446	186	130	258
AGIS_Os06g014180	0	0	0	0	0	0	0	0
AGIS_Os06g014190	0	0	0	0	0	0	0	0
AGIS_Os06g014200	278	1434	154	2486	431	1689	2321	1781
AGIS_Os06g014210	0	0	0	0	0	0	0	0
AGIS_Os06g014220	0	0	0	0	0	0	0	0
AGIS_Os06g014230	0	0	0	0	0	0	0	0
AGIS_Os06g014240	0	0	0	0	0	5	0	0
AGIS_Os06g014250	0	22	0	0	0	0	0	0
AGIS_Os06g014260	1236	2423	1335	3361	2292	2117	2392	2612
AGIS_Os06g014270	312	656	299	792	289	611	547	526
AGIS_Os06g014280	0	0	0	0	0	0	0	0
AGIS_Os06g014290	20	53	35	25	26	35	50	75
AGIS_Os06g014300	600	401	468	443	608	225	284	421
AGIS_Os06g014310	0	8	6	0	0	8	0	0
AGIS_Os06g014320	0	0	0	0	0	0	0	0
AGIS_Os06g014330	0	0	0	0	0	0	0	0
AGIS_Os06g014340	0	0	0	0	0	0	0	0
AGIS_Os06g014350	0	0	0	0	0	0	0	0
AGIS_Os06g014360	0	0	0	0	0	0	0	0
AGIS_Os06g014370	0	0	0	0	0	0	0	0
AGIS_Os06g014380	0	0	0	0	0	0	0	0
AGIS_Os06g014390	751	801	467	937	1119	865	487	814
AGIS_Os06g014400	0	0	0	0	0	0	0	0
AGIS_Os06g014410	0	0	0	0	0	0	0	0
AGIS_Os06g014420	0	0	0	0	0	0	0	0
AGIS_Os06g014430	0	0	0	0	0	0	0	0
AGIS_Os06g014440	0	0	0	0	0	0	0	0
AGIS_Os06g014450	0	0	0	0	0	0	0	0
AGIS_Os06g014460	0	0	0	0	0	0	0	0
AGIS_Os06g014470	12183	11396	9386	13388	16555	7178	10934	13199
AGIS_Os06g014480	34	36	0	70	30	38	12	74
AGIS_Os06g014490	214	245	282	199	354	111	142	358
AGIS_Os06g014500	0	0	0	0	0	0	0	0
AGIS_Os06g014510	0	0	0	0	0	0	0	0
AGIS_Os06g014520	145	151	152	283	270	241	102	240
AGIS_Os06g014530	0	0	0	0	0	0	20	0
AGIS_Os06g014540	114	1582	426	1920	310	1481	1930	1088
AGIS_Os06g014550	1027	498	534	786	1410	371	332	826
AGIS_Os06g014560	29	198	106	294	86	179	248	416
AGIS_Os06g014570	0	0	0	0	0	0	0	0
AGIS_Os06g014580	0	0	0	0	0	0	0	0
AGIS_Os06g014590	0	0	0	0	0	0	0	0
AGIS_Os06g014600	0	0	4	0	0	0	0	8
AGIS_Os06g014610	0	4	0	4	0	28	0	18
AGIS_Os06g014620	0	0	0	0	0	0	0	0
AGIS_Os06g014630	50	111	28	81	64	128	134	178
AGIS_Os06g014640	0	0	0	0	0	0	0	0
AGIS_Os06g014650	503	568	400	1076	679	322	147	471
AGIS_Os06g014660	356	170	181	201	282	179	89	280
AGIS_Os06g014670	0	0	0	0	0	0	0	0
AGIS_Os06g014680	0	0	2	10	6	5	2	7
AGIS_Os06g014690	79	154	106	139	136	144	58	89
AGIS_Os06g014700	0	0	0	0	0	0	0	0
AGIS_Os06g014710	0	0	0	0	0	0	0	0
AGIS_Os06g014720	0	0	0	0	0	0	0	0
AGIS_Os06g014730	598	538	289	566	511	498	176	278
AGIS_Os06g014740	531	296	350	282	356	349	102	318
AGIS_Os06g014750	780	1266	1004	1402	1280	918	609	1213
AGIS_Os06g014760	213	470	282	542	414	368	214	344
AGIS_Os06g014770	64	210	41	352	167	127	358	170
AGIS_Os06g014780	1017	1422	1419	1651	1644	1216	917	1025
AGIS_Os06g014790	680	950	631	823	892	429	680	769
AGIS_Os06g014800	0	0	0	0	0	0	0	0
AGIS_Os06g014810	0	0	0	0	0	0	0	0
AGIS_Os06g014820	490	428	318	893	593	329	544	949
AGIS_Os06g014830	0	0	0	0	0	0	0	0
AGIS_Os06g014840	4594	2721	2821	3173	5500	2762	1993	3145
AGIS_Os06g014850	0	0	0	0	0	0	0	0
AGIS_Os06g014860	64	16	10	56	50	24	93	77
AGIS_Os06g014870	0	0	0	0	0	0	0	0
AGIS_Os06g014880	181	796	314	1020	227	559	580	662
AGIS_Os06g014890	159	472	207	546	250	327	269	257
AGIS_Os06g014900	2230	2434	1482	2337	3515	1935	1473	3032
AGIS_Os06g014910	1110	1853	1181	1927	1430	1391	1289	1826
AGIS_Os06g014920	122	396	163	644	202	459	565	412
AGIS_Os06g014930	0	0	0	0	0	0	0	0
AGIS_Os06g014940	0	8	0	10	48	16	15	14
AGIS_Os06g014950	0	0	0	0	0	0	0	0
AGIS_Os06g014960	0	0	0	0	0	0	0	0
AGIS_Os06g014970	0	0	0	0	0	0	0	0
AGIS_Os06g014980	0	0	0	0	0	0	0	0
AGIS_Os06g014990	0	0	0	0	0	0	0	0
AGIS_Os06g015000	0	0	0	0	0	0	0	0
AGIS_Os06g015010	0	0	0	0	0	0	0	0
AGIS_Os06g015020	0	0	0	0	0	0	0	0
AGIS_Os06g015030	0	0	0	0	0	0	0	0
AGIS_Os06g015040	0	0	0	0	0	0	0	0
AGIS_Os06g015050	0	0	0	0	0	0	0	0
AGIS_Os06g015060	0	0	0	0	0	0	0	0
AGIS_Os06g015070	0	0	0	0	0	0	0	0
AGIS_Os06g015080	0	0	0	0	0	0	0	0
AGIS_Os06g015090	0	0	0	0	0	0	0	0
AGIS_Os06g015100	0	0	0	0	0	0	0	0
AGIS_Os06g015110	0	0	15	24	32	0	17	0
AGIS_Os06g015120	96	12	52	12	110	167	26	50
AGIS_Os06g015130	0	0	0	0	0	0	0	0
AGIS_Os06g015140	0	0	0	0	0	0	0	0
AGIS_Os06g015150	0	0	0	0	0	0	0	0
AGIS_Os06g015160	0	0	0	0	0	0	0	0
AGIS_Os06g015170	0	0	0	0	0	0	0	0
AGIS_Os06g015180	0	0	0	0	0	0	0	0
AGIS_Os06g015190	0	0	0	0	0	0	0	0
AGIS_Os06g015200	0	0	0	0	0	0	0	0
AGIS_Os06g015210	0	0	0	0	0	0	0	0
AGIS_Os06g015220	0	0	0	0	0	0	0	0
AGIS_Os06g015230	0	4	0	2	0	0	4	8
AGIS_Os06g015240	0	0	0	0	0	0	0	5
AGIS_Os06g015250	0	0	0	0	0	0	0	0
AGIS_Os06g015260	2	23	13	14	32	1	10	28
AGIS_Os06g015270	0	0	0	0	0	0	0	0
AGIS_Os06g015280	0	0	0	0	0	0	0	0
AGIS_Os06g015290	0	0	0	0	0	0	0	0
AGIS_Os06g015300	0	0	0	0	0	0	0	0
AGIS_Os06g015310	0	0	0	0	0	0	0	0
AGIS_Os06g015320	0	0	0	0	0	0	0	0
AGIS_Os06g015330	0	0	0	0	0	0	0	0
AGIS_Os06g015340	26	0	0	0	0	0	0	0
AGIS_Os06g015350	0	0	0	0	0	0	0	0
