,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
30982,AGIS_Os06g034200,-2.341943e+00,-1.1839383179, 3.058985e+00,1.164161e-01,0.623375028,Not_significant,8.567203e-02,7.619479e-01,8.134435e-01,4.848450e-01,0.000000e+00,9.457673e-01,9.118656e-02,6.586742e-02
30984,AGIS_Os06g034220, 8.535447e-01,-1.2734052982, 4.093044e-01,5.392820e-01,0.858260393,Not_significant,1.285081e-01,0.000000e+00,6.972373e-01,6.274464e-01,2.053941e-01,2.056016e-01,7.294925e-01,4.446051e-01
30993,AGIS_Os06g034310,-1.352925e+00, 0.7952376475, 2.239622e+00,1.735129e-01,0.666367951,Not_significant,4.133676e+00,1.888306e+00,1.417716e+00,1.340454e+00,2.846176e+00,2.056016e-02,9.346623e-01,1.004478e+00
30995,AGIS_Os06g034330, 8.957356e+00,-0.6399446073, 3.091744e+01,1.965989e-03,0.235639207,UP,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.200651e+00,4.112032e-01,8.662723e-01,1.317348e+00
30997,AGIS_Os06g034350, 4.008368e-02, 6.0312147885, 8.389911e-02,7.790639e-01,0.941630702,Not_significant,6.311887e+01,6.284414e+01,7.186192e+01,6.027764e+01,6.596086e+01,6.618315e+01,6.782001e+01,6.484648e+01
30998,AGIS_Os06g034360, 8.658245e-02, 4.5046202458, 5.551182e-02,8.201297e-01,0.952753537,Not_significant,4.172228e+01,1.755793e+01,2.289262e+01,1.089475e+01,1.775192e+01,2.185545e+01,2.295622e+01,2.570476e+01
30999,AGIS_Os06g034370,-3.162480e-01, 1.6529395383, 4.297944e-01,5.295356e-01,0.854153652,Not_significant,7.432049e+00,3.495022e+00,2.440330e+00,1.468795e+00,2.200651e+00,2.138257e+00,3.100343e+00,2.618230e+00
31001,AGIS_Os06g034390,-9.711002e-01, 0.2361947921, 2.098914e+00,1.834831e-01,0.672660762,Not_significant,1.627769e+00,8.282042e-01,2.858673e+00,8.983892e-01,6.161824e-01,5.551243e-01,5.471194e-01,1.235014e+00
31004,AGIS_Os06g034420,-9.843599e-02, 4.4023878596, 3.099396e-01,5.921562e-01,0.877291068,Not_significant,2.193204e+01,2.181490e+01,2.403144e+01,1.936528e+01,2.009928e+01,1.698269e+01,2.083613e+01,2.382754e+01
31006,AGIS_Os06g034440,-1.422446e-01, 3.8724653852, 1.805351e-01,6.821852e-01,0.910452071,Not_significant,2.178211e+01,1.482486e+01,1.427012e+01,9.297615e+00,1.776659e+01,1.544068e+01,5.858737e+00,1.763600e+01
31007,AGIS_Os06g034450, 2.074268e-01, 2.5361179488, 1.312492e-01,7.270897e-01,0.922763757,Not_significant,2.741505e+00,6.890659e+00,1.743093e+00,8.998152e+00,1.261707e+00,6.065247e+00,1.005332e+01,8.348696e+00
31008,AGIS_Os06g034460, 2.454375e-01,-1.4804899889, 3.332337e-02,8.594586e-01,0.965489235,Not_significant,0.000000e+00,5.797430e-01,8.831672e-01,1.140812e-01,1.467101e-01,3.084024e-01,4.331362e-01,1.482017e-01
31018,AGIS_Os06g034560, 1.336597e+00, 1.2479516805, 6.196677e+00,3.607412e-02,0.533402059,UP,1.713441e-01,2.468049e+00,4.183424e-01,3.807459e+00,6.748664e-01,4.399874e+00,2.895173e+00,3.853244e+00
31019,AGIS_Os06g034570, 6.260148e-01, 1.9128908846, 1.612398e+00,2.380141e-01,0.709313101,Not_significant,2.591579e+00,3.412201e+00,2.998120e+00,1.682697e+00,4.856104e+00,1.439211e+00,9.551792e+00,3.326305e+00
31020,AGIS_Os06g034580, 7.940946e-02,-0.4672447174, 1.183383e-02,9.159140e-01,0.978931392,Not_significant,3.426881e-01,6.956916e-01,1.208545e+00,4.705848e-01,5.281563e-01,7.196056e-01,1.185425e+00,3.787377e-01
31021,AGIS_Os06g034590, 2.054363e+00, 0.0463832798, 1.117447e+00,3.239755e-01,0.757098908,Not_significant,0.000000e+00,1.258870e+00,0.000000e+00,1.967900e+00,4.694723e-01,1.048568e+00,2.370851e+00,8.398096e-01
31022,AGIS_Os06g034600,-1.370405e-02,-2.0987796845, 1.071197e-05,9.974646e-01,0.999326366,Not_significant,0.000000e+00,1.656408e-01,6.507548e-01,1.426015e-01,1.760521e-01,4.112032e-02,2.279664e-01,1.976023e-01
31024,AGIS_Os06g034620,-1.203492e-01, 0.8886839496, 2.240887e-02,8.846190e-01,0.970662863,Not_significant,1.542097e+00,1.026973e+00,1.115580e+00,3.137232e+00,2.053941e-01,3.310186e+00,2.348054e+00,1.844288e+00
31026,AGIS_Os06g034640, 3.614305e-01, 1.2811276587, 7.102131e-01,4.225899e-01,0.810729361,Not_significant,1.627769e+00,1.739229e+00,2.370607e+00,2.224583e+00,3.755778e+00,1.048568e+00,3.579073e+00,2.799365e+00
31028,AGIS_Os06g034660, 2.987419e-01, 2.4592925270, 9.418284e-01,3.587705e-01,0.775966242,Not_significant,5.889952e+00,4.372918e+00,4.996867e+00,3.778939e+00,6.689980e+00,3.084024e+00,8.959080e+00,5.944535e+00
31029,AGIS_Os06g034670, 1.753815e-01,-1.2089186299, 2.299731e-02,8.830234e-01,0.970242397,Not_significant,0.000000e+00,1.126358e+00,2.788949e-01,2.709428e-01,1.467101e-02,3.495227e-01,9.118656e-01,2.305360e-01
31030,AGIS_Os06g034680, 1.486546e+00,-0.6508417894, 2.556062e+00,1.465365e-01,0.646744531,Not_significant,4.283602e-02,2.650254e-01,3.253774e-01,8.983892e-01,2.347362e-01,1.007448e+00,1.299409e+00,7.410085e-01
31034,AGIS_Os06g034720, 3.147844e-01,-1.4578156907, 3.802605e-02,8.499995e-01,0.962624195,Not_significant,6.853763e-01,2.318972e-01,0.000000e+00,3.707638e-01,5.868404e-01,3.084024e-01,3.647463e-01,6.586742e-02
31044,AGIS_Os06g034820, 9.830313e-01,-0.1641793581, 9.061003e-01,3.675885e-01,0.780938804,Not_significant,0.000000e+00,1.026973e+00,4.183424e-01,1.768258e+00,2.934202e-01,1.439211e+00,9.574589e-01,9.221439e-01
31045,AGIS_Os06g034830, 1.014422e-01, 4.6604161520, 4.278118e-01,5.304638e-01,0.854153652,Not_significant,2.304578e+01,2.459767e+01,2.444979e+01,2.519768e+01,2.671591e+01,2.327410e+01,2.507630e+01,2.965681e+01
31046,AGIS_Os06g034840, 3.094238e-01, 3.5999764828, 8.067428e-01,3.948957e-01,0.794031029,Not_significant,6.339731e+00,1.623280e+01,5.391968e+00,1.500167e+01,4.826762e+00,1.581076e+01,1.757621e+01,1.552824e+01
31047,AGIS_Os06g034850,-3.742080e-01, 4.1451440530, 2.196550e+00,1.746303e-01,0.667691366,Not_significant,1.539955e+01,2.302408e+01,2.589074e+01,1.550078e+01,1.247036e+01,1.687989e+01,1.169468e+01,2.040243e+01
31048,AGIS_Os06g034860,-3.674335e-01, 5.2498678712, 5.641133e+00,4.329265e-02,0.553000946,Not_significant,3.917354e+01,4.268565e+01,4.641276e+01,4.299434e+01,3.727904e+01,3.240281e+01,3.102623e+01,3.214330e+01
31049,AGIS_Os06g034870,-5.046758e-01, 3.1163563006, 5.425331e+00,4.658321e-02,0.555086008,Not_significant,8.481531e+00,1.018691e+01,1.059801e+01,1.130830e+01,7.394189e+00,6.435330e+00,6.952975e+00,7.722955e+00
31050,AGIS_Os06g034880,-4.078114e-01, 3.3784467352, 3.483651e+00,9.698315e-02,0.610062088,Not_significant,1.336484e+01,1.262183e+01,1.231786e+01,9.083713e+00,7.467544e+00,1.007448e+01,9.095860e+00,8.892102e+00
31055,AGIS_Os06g034930, 2.116443e-01, 1.0135444554, 1.170198e-01,7.406448e-01,0.928182800,Not_significant,6.425403e-01,1.407947e+00,2.603019e+00,3.051671e+00,1.995257e+00,3.248505e+00,1.823731e+00,1.086812e+00
31058,AGIS_Os06g034960, 2.209124e-01, 2.1615894967, 1.666456e-01,6.938863e-01,0.914024676,Not_significant,1.135154e+01,2.749638e+00,3.648875e+00,1.311933e+00,3.931831e+00,4.070911e+00,3.510683e+00,4.956523e+00
31059,AGIS_Os06g034970,-4.787885e-01, 1.1604211191, 1.368630e+00,2.739921e-01,0.731180337,Not_significant,3.169865e+00,3.130612e+00,2.138194e+00,1.811039e+00,2.450059e+00,1.192489e+00,1.869325e+00,1.827821e+00
31062,AGIS_Os06g035000, 3.149886e-01, 6.0329456776, 8.767140e-01,3.788783e-01,0.786449041,Not_significant,9.119788e+01,4.510400e+01,5.243224e+01,2.814953e+01,9.556696e+01,2.607028e+01,1.446675e+02,4.037673e+01
31063,AGIS_Os06g035010, 1.751894e-01, 5.2899380344, 2.891211e-01,6.063692e-01,0.882618258,Not_significant,5.587958e+01,2.549213e+01,3.409490e+01,2.070573e+01,4.062403e+01,1.815462e+01,9.314707e+01,2.463442e+01
31065,AGIS_Os06g035030,-1.962090e-01, 5.6233403774, 1.485794e+00,2.558106e-01,0.718442825,Not_significant,6.048446e+01,4.709169e+01,4.594794e+01,5.504416e+01,5.849332e+01,4.885094e+01,3.091224e+01,4.722694e+01
31074,AGIS_Os06g035120,-3.997672e-01, 2.3827758787, 9.710889e-01,3.517879e-01,0.771554899,Not_significant,6.618165e+00,2.617125e+00,6.228653e+00,7.244154e+00,9.756221e+00,3.351306e+00,2.849580e+00,2.749965e+00
31075,AGIS_Os06g035130, 2.408177e+00,-0.8254387118, 2.765110e+00,1.329057e-01,0.635695852,Not_significant,0.000000e+00,9.938451e-01,1.162062e-01,1.711217e-01,6.455244e-01,5.345641e-01,6.838992e-01,1.053879e+00
31077,AGIS_Os06g035150,-1.500054e-01, 4.4672005096, 6.224072e-01,4.517248e-01,0.821007296,Not_significant,1.681314e+01,2.229526e+01,3.288636e+01,2.211749e+01,1.964448e+01,2.280122e+01,2.110969e+01,1.900275e+01
31078,AGIS_Os06g035160, 2.540082e-01, 2.2875160417, 6.249081e-01,4.508486e-01,0.820452507,Not_significant,6.918017e+00,2.153331e+00,4.625007e+00,4.035621e+00,8.802606e+00,4.029791e+00,3.054750e+00,5.137659e+00
31084,AGIS_Os06g035220, 1.705422e-01, 0.3592756167, 1.741199e-02,8.984753e-01,0.974304598,Not_significant,4.754798e+00,6.625634e-01,1.394475e+00,0.000000e+00,7.922345e-01,9.868876e-01,8.662723e-01,5.763399e-01
31085,AGIS_Os06g035230, 2.329673e-01, 4.0243370171, 6.656437e-01,4.369726e-01,0.814298903,Not_significant,5.183158e+00,1.959531e+01,1.777955e+01,1.990716e+01,1.211825e+01,1.422763e+01,2.416444e+01,1.691146e+01
31086,AGIS_Os06g035240,-1.146137e+00, 1.3175906166, 8.177423e+00,2.001953e-02,0.480633611,DOWN,4.305020e+00,1.971126e+00,3.114327e+00,3.893020e+00,2.655453e+00,1.192489e+00,7.294925e-01,1.778420e+00
31088,AGIS_Os06g035260,-7.706369e-01, 5.3875703071, 1.087841e+01,1.009395e-02,0.419139533,Not_significant,1.000435e+02,3.562935e+01,4.243851e+01,3.563610e+01,4.540677e+01,2.773565e+01,1.572968e+01,3.199510e+01
31095,AGIS_Os06g035330,-5.173373e-01, 5.2725328967, 7.657709e+00,2.317207e-02,0.506327360,Not_significant,7.344235e+01,3.324412e+01,4.088135e+01,3.499440e+01,4.681519e+01,3.135424e+01,2.015223e+01,2.805952e+01
31096,AGIS_Os06g035340,-1.317151e-01, 1.8454252689, 1.999024e-01,6.660413e-01,0.905178787,Not_significant,2.013293e+00,4.240406e+00,4.043976e+00,4.449165e+00,1.643153e+00,4.132592e+00,4.285768e+00,3.655642e+00
31100,AGIS_Os06g035380, 3.342928e-02, 5.2048951031, 4.360195e-02,8.395433e-01,0.959416406,Not_significant,3.300515e+01,3.551340e+01,4.088135e+01,3.589279e+01,3.163070e+01,4.424546e+01,3.405818e+01,3.955339e+01
31106,AGIS_Os06g035440,-3.464561e-01, 4.0223815150, 2.581969e+00,1.447504e-01,0.644733890,Not_significant,2.060412e+01,1.527209e+01,1.824438e+01,1.785370e+01,1.681298e+01,1.819574e+01,1.039527e+01,1.233367e+01
31107,AGIS_Os06g035450,-7.167534e-02, 3.4609016741, 1.211863e-01,7.362676e-01,0.926482625,Not_significant,1.130871e+01,1.066727e+01,1.308482e+01,9.896541e+00,1.114997e+01,1.262394e+01,9.870945e+00,9.204972e+00
31109,AGIS_Os06g035470, 1.588192e-01, 2.2591208159, 3.028623e-01,5.963415e-01,0.878939707,Not_significant,1.970457e+00,4.803585e+00,4.136941e+00,7.415276e+00,2.376704e+00,6.373649e+00,5.471194e+00,5.450529e+00
31110,AGIS_Os06g035480, 4.660057e-01, 1.8491883855, 1.427209e+00,2.646812e-01,0.724342807,Not_significant,2.527325e+00,3.229997e+00,1.975506e+00,4.149702e+00,3.344990e+00,3.207385e+00,6.360263e+00,3.737976e+00
31111,AGIS_Os06g035490, 2.263877e-01, 1.6208471843, 4.424728e-01,5.236731e-01,0.851870010,Not_significant,3.833824e+00,1.706101e+00,2.858673e+00,2.951850e+00,4.034528e+00,3.063464e+00,3.351106e+00,2.519429e+00
31112,AGIS_Os06g035500,-2.175434e-01, 2.4788913525, 5.914219e-01,4.628267e-01,0.825356886,Not_significant,5.418756e+00,6.194968e+00,6.716719e+00,5.333294e+00,6.763335e+00,5.098919e+00,3.852632e+00,4.923590e+00
31114,AGIS_Os06g035520, 6.340378e-01, 1.4566417690, 2.412476e+00,1.569816e-01,0.655052411,Not_significant,1.156572e+00,2.633689e+00,1.301510e+00,3.935800e+00,2.259335e+00,3.371866e+00,3.715852e+00,3.276904e+00
31115,AGIS_Os06g035530, 1.632187e+00,-0.2081387288, 3.677563e+00,8.950138e-02,0.600932150,Not_significant,1.285081e-01,3.644099e-01,2.556537e-01,1.311933e+00,1.261707e+00,1.439211e+00,8.206791e-01,1.020945e+00
31135,AGIS_Os06g035730,-3.364860e-01, 4.4543499553, 2.636890e+00,1.410577e-01,0.642152770,Not_significant,3.330500e+01,1.623280e+01,2.809866e+01,2.154708e+01,1.986455e+01,1.961439e+01,1.821452e+01,1.822881e+01
31136,AGIS_Os06g035740,-4.619314e-02, 5.7164456351, 1.121362e-01,7.458889e-01,0.930306496,Not_significant,5.632936e+01,5.194497e+01,5.401265e+01,5.115114e+01,5.599924e+01,4.963222e+01,5.300219e+01,4.828082e+01
31138,AGIS_Os06g035760,-4.494040e-01, 2.5570767349, 1.303370e+00,2.849241e-01,0.735891475,Not_significant,1.610634e+01,5.615225e+00,3.904529e+00,3.065931e+00,6.704651e+00,2.364418e+00,3.921022e+00,5.121192e+00
31147,AGIS_Os06g035850,-3.227886e-02, 3.6842848543, 2.519484e-02,8.776118e-01,0.968824168,Not_significant,8.674293e+00,1.326783e+01,1.752390e+01,1.276283e+01,9.213394e+00,1.521452e+01,1.240137e+01,1.350282e+01
31148,AGIS_Os06g035860,-3.540764e-01,-0.6529824835, 1.735121e-01,6.873922e-01,0.911613966,Not_significant,5.568682e-01,6.625634e-01,8.831672e-01,5.133652e-01,2.640782e-01,8.018462e-01,3.875429e-01,7.410085e-01
31149,AGIS_Os06g035870,-1.266837e-01, 3.1619585545, 2.314200e-01,6.426863e-01,0.897277903,Not_significant,1.559231e+01,8.580196e+00,6.414583e+00,7.572137e+00,9.081355e+00,6.682052e+00,8.320774e+00,9.073237e+00
31151,AGIS_Os06g035890, 7.676988e-01, 1.0327294331, 1.614186e+00,2.377753e-01,0.709036353,Not_significant,1.499261e-01,2.053947e+00,9.296497e-01,4.406385e+00,7.042085e-01,3.022343e+00,2.712800e+00,2.074824e+00
31152,AGIS_Os06g035900,-4.097351e-02, 2.3581490894, 1.977239e-02,8.914699e-01,0.972834557,Not_significant,2.570161e+00,5.946506e+00,4.601766e+00,8.028462e+00,3.066241e+00,5.325081e+00,6.041110e+00,5.137659e+00
31153,AGIS_Os06g035910,-1.520159e-01, 5.3973911994, 7.728420e-01,4.036509e-01,0.801188621,Not_significant,4.551327e+01,4.844995e+01,4.776075e+01,3.500866e+01,5.280096e+01,3.657652e+01,3.442293e+01,3.635882e+01
31159,AGIS_Os06g035970, 4.348908e+00, 1.6213789210, 1.899974e+01,3.043659e-03,0.276854094,UP,1.799113e+00,9.938451e-02,3.951011e-01,0.000000e+00,7.893003e+00,2.261617e+00,6.861789e+00,5.005924e+00
31165,AGIS_Os06g036030, 4.439207e-01,-0.1208703718, 3.018016e-01,5.969744e-01,0.879182288,Not_significant,5.140322e-01,9.938451e-01,3.718599e-01,1.012470e+00,9.242736e-01,8.224063e-01,1.937714e+00,4.940057e-01
31166,AGIS_Os06g036040, 3.320826e-02, 3.7878831883, 1.405490e-02,9.084000e-01,0.976620877,Not_significant,1.184416e+01,1.225742e+01,1.770983e+01,1.226373e+01,1.563930e+01,1.848358e+01,8.822300e+00,1.318995e+01
31167,AGIS_Os06g036050, 3.174086e-01, 4.7514240014, 4.173475e+00,7.346793e-02,0.582878022,Not_significant,2.623706e+01,2.232839e+01,2.335745e+01,2.330108e+01,3.873147e+01,2.662541e+01,2.740156e+01,2.720324e+01
31168,AGIS_Os06g036060, 1.074967e-01, 5.3906807466, 4.231965e-01,5.326366e-01,0.854922244,Not_significant,4.416393e+01,3.852806e+01,4.099755e+01,3.666283e+01,4.995479e+01,3.207385e+01,4.301726e+01,4.992750e+01
31169,AGIS_Os06g036070, 1.388251e+00, 5.8165259740, 7.974352e+00,2.552669e-02,0.509849145,UP,3.542539e+01,3.726919e+00,5.166528e+01,5.840956e+01,1.217400e+02,3.285513e+01,9.025190e+01,5.648131e+01
31170,AGIS_Os06g036080,-1.925652e-01, 5.9988968011, 1.204563e+00,3.027067e-01,0.747669821,Not_significant,1.018212e+02,4.977507e+01,7.348881e+01,4.968235e+01,8.570804e+01,5.236672e+01,4.552489e+01,5.295741e+01
31171,AGIS_Os06g036090, 2.134717e-02, 4.6136743413, 8.853794e-03,9.272277e-01,0.981912956,Not_significant,3.611076e+01,2.216275e+01,2.073119e+01,1.702661e+01,3.576792e+01,1.981999e+01,1.431629e+01,2.962387e+01
31172,AGIS_Os06g036100,-3.710066e-02, 3.2551265610, 3.128798e-02,8.637670e-01,0.966415080,Not_significant,9.873702e+00,9.689990e+00,1.120228e+01,7.657698e+00,1.132602e+01,1.025952e+01,9.073063e+00,7.014880e+00
31173,AGIS_Os06g036110, 3.850310e-01, 5.0163156134, 3.169713e+00,1.108965e-01,0.616571328,Not_significant,2.229615e+01,3.196868e+01,2.303207e+01,3.563610e+01,3.862877e+01,3.141592e+01,4.276650e+01,3.286784e+01
31176,AGIS_Os06g036140, 1.762713e-01,-2.0796171160, 1.694761e-02,8.994684e-01,0.974606479,Not_significant,5.568682e-01,8.282042e-02,0.000000e+00,2.566826e-01,3.814463e-01,1.644813e-01,4.559328e-02,9.880113e-02
31178,AGIS_Os06g036160,-3.729838e-01, 2.8887439089, 1.482347e+00,2.563208e-01,0.718661587,Not_significant,1.126587e+01,5.283943e+00,9.389462e+00,7.686219e+00,5.046827e+00,7.607259e+00,6.838992e+00,5.862200e+00
31179,AGIS_Os06g036170,-5.022180e-01, 3.6272135292, 7.340656e+00,2.540311e-02,0.509849145,Not_significant,1.884785e+01,1.247276e+01,1.471171e+01,1.146516e+01,1.468568e+01,8.141823e+00,1.007612e+01,8.167560e+00
31180,AGIS_Os06g036180,-2.434171e-03, 5.9155239282, 2.694544e-04,9.872844e-01,0.997463895,Not_significant,8.753540e+01,4.868185e+01,5.494230e+01,5.139357e+01,7.884201e+01,4.667156e+01,5.181676e+01,6.270578e+01
31181,AGIS_Os06g036190, 4.815031e-01, 3.1636695592, 2.638479e+00,1.409527e-01,0.641817641,Not_significant,1.713441e+00,9.524349e+00,8.994361e+00,1.200704e+01,4.680052e+00,1.136977e+01,1.283451e+01,1.027532e+01
31182,AGIS_Os06g036200,-1.203539e-01, 5.0199990584, 2.952552e-01,6.009131e-01,0.880156641,Not_significant,6.191946e+01,2.640315e+01,2.593723e+01,2.293031e+01,4.300073e+01,2.695437e+01,1.732545e+01,3.481093e+01
31183,AGIS_Os06g036210, 9.662518e-01,-0.9244404685, 1.035332e+00,3.371621e-01,0.764177904,Not_significant,4.497782e-01,7.288197e-01,2.788949e-01,4.278044e-02,1.056313e+00,6.579251e-01,5.243227e-01,1.811354e-01
31185,AGIS_Os06g036230, 9.678634e-01,-1.8076250192, 2.057864e-01,6.630141e-01,0.904260719,Not_significant,0.000000e+00,2.981535e-01,0.000000e+00,4.420645e-01,0.000000e+00,3.906430e-01,7.066959e-01,1.646686e-01
31194,AGIS_Os06g036320,-3.976303e-02, 1.8239066916, 1.579499e-02,9.029264e-01,0.975411082,Not_significant,1.499261e+00,3.958816e+00,3.788323e+00,5.319034e+00,1.980586e+00,3.186825e+00,4.308565e+00,3.984979e+00
31195,AGIS_Os06g036330,-2.167814e-01, 7.6632650975, 2.207371e+00,1.736846e-01,0.666367951,Not_significant,3.782634e+02,1.388733e+02,1.642226e+02,2.055600e+02,2.752135e+02,1.337644e+02,1.542421e+02,1.712388e+02
31196,AGIS_Os06g036340, 3.747877e-01, 3.6053344260, 1.991568e+00,1.939266e-01,0.679593804,Not_significant,5.889952e+00,1.325127e+01,7.925264e+00,1.521558e+01,6.895375e+00,1.696213e+01,1.848808e+01,1.244894e+01
31202,AGIS_Os06g036400,-4.025818e-01, 2.0823136464, 2.107326e+00,1.826970e-01,0.672385290,Not_significant,6.575329e+00,3.660663e+00,4.322871e+00,4.691588e+00,4.357290e+00,3.289625e+00,3.168733e+00,3.523907e+00
31203,AGIS_Os06g036410,-5.615694e-01, 7.0605166645, 1.253215e+01,6.980944e-03,0.369618733,Not_significant,2.283160e+02,1.457474e+02,1.218538e+02,1.437850e+02,1.373793e+02,9.085534e+01,1.097658e+02,8.987610e+01
31204,AGIS_Os06g036420, 3.375790e-01, 5.3740068069, 3.142365e+00,1.122276e-01,0.618174737,Not_significant,1.507828e+01,4.982477e+01,3.820860e+01,4.832763e+01,2.708268e+01,5.133872e+01,5.548702e+01,4.612366e+01
31205,AGIS_Os06g036430, 1.254047e-01, 3.7840951272, 4.740817e-01,5.095787e-01,0.846332691,Not_significant,1.028064e+01,1.341691e+01,1.589701e+01,1.311933e+01,1.159010e+01,1.509116e+01,1.470383e+01,1.582465e+01
31208,AGIS_Os06g036460, 5.727616e-02, 4.1890158273, 1.233826e-01,7.339945e-01,0.925843862,Not_significant,1.578507e+01,1.906526e+01,1.819789e+01,1.823873e+01,1.568331e+01,1.889479e+01,2.033460e+01,1.943089e+01
31209,AGIS_Os06g036470,-4.496197e-01, 2.4948355208, 3.317239e+00,1.040577e-01,0.613438876,Not_significant,7.175033e+00,5.350199e+00,5.787069e+00,7.529357e+00,4.900117e+00,4.276513e+00,3.898226e+00,5.878667e+00
31210,AGIS_Os06g036480, 3.886604e-01, 1.8187007493, 1.372308e+00,2.733940e-01,0.731178849,Not_significant,1.949039e+00,3.163740e+00,3.346739e+00,3.579297e+00,3.344990e+00,3.700829e+00,5.858737e+00,2.996968e+00
31215,AGIS_Os06g036530, 5.598730e-02, 3.4994719243, 3.913013e-02,8.478685e-01,0.962164063,Not_significant,7.689065e+00,8.116402e+00,1.684990e+01,1.256319e+01,1.189819e+01,1.293234e+01,1.105637e+01,9.089704e+00
31216,AGIS_Os06g036540, 2.267200e+00,-1.5900612437, 9.825230e-01,3.491155e-01,0.770823547,Not_significant,4.283602e-02,0.000000e+00,0.000000e+00,5.704058e-01,0.000000e+00,2.467219e-01,7.066959e-01,7.904090e-01
31218,AGIS_Os06g036560, 1.585091e+00, 0.8312790968, 6.860973e+00,2.931604e-02,0.520918176,UP,2.141801e-01,1.325127e+00,3.718599e-01,2.338664e+00,9.976287e-01,2.426099e+00,3.396699e+00,2.865233e+00
31219,AGIS_Os06g036570, 2.010948e-01, 4.9723021812, 1.784043e+00,2.165184e-01,0.694409357,Not_significant,2.311003e+01,2.817551e+01,3.432732e+01,3.031707e+01,2.312151e+01,3.285513e+01,4.069200e+01,3.825250e+01
31220,AGIS_Os06g036580, 4.364775e-02,-0.0990818167, 4.945553e-03,9.455717e-01,0.987287299,Not_significant,7.710483e-01,3.644099e-01,1.533922e+00,1.026730e+00,9.096026e-01,5.756844e-01,1.208222e+00,8.068759e-01
31221,AGIS_Os06g036590, 1.127612e-01, 4.8080074869, 3.324735e-01,5.792423e-01,0.871966392,Not_significant,1.248670e+01,3.238279e+01,2.979527e+01,3.580723e+01,1.974718e+01,3.279345e+01,3.321471e+01,2.758198e+01
31222,AGIS_Os06g036600,-2.148757e-01, 2.9811063340, 7.389558e-01,4.137228e-01,0.806170737,Not_significant,1.387887e+01,6.923787e+00,8.436571e+00,5.147913e+00,9.198723e+00,8.306304e+00,5.813143e+00,5.187059e+00
31223,AGIS_Os06g036610, 1.613586e+00,-0.0712355912, 4.449464e+00,6.612108e-02,0.569810704,Not_significant,9.423924e-01,9.938451e-02,2.788949e-01,7.557877e-01,2.024599e+00,1.295290e+00,7.522891e-01,1.152680e+00
31224,AGIS_Os06g036620, 4.027237e-01, 6.2777815832, 5.186936e+00,5.059432e-02,0.559493765,Not_significant,4.589879e+01,8.783934e+01,5.034053e+01,8.397800e+01,5.253689e+01,1.054942e+02,9.823072e+01,9.610057e+01
31229,AGIS_Os06g036670,-4.480231e-02, 3.2370236753, 3.564898e-02,8.546997e-01,0.964263059,Not_significant,9.316834e+00,8.613324e+00,8.529536e+00,1.162202e+01,7.702280e+00,1.007448e+01,1.114756e+01,8.134626e+00
31230,AGIS_Os06g036680, 6.289640e-03, 3.4141288335, 5.906549e-04,9.811749e-01,0.997172858,Not_significant,4.026586e+00,1.326783e+01,1.187628e+01,1.498741e+01,7.056756e+00,1.305570e+01,1.078281e+01,9.929514e+00
31231,AGIS_Os06g036690, 2.108729e-01, 3.7651148773, 3.311314e-01,5.812109e-01,0.872610629,Not_significant,6.960853e+00,1.507332e+01,5.996241e+00,2.278771e+01,5.252221e+00,2.179377e+01,1.686951e+01,1.373336e+01
31232,AGIS_Os06g036700, 2.156699e-01, 3.9122131592, 7.131898e-01,4.216572e-01,0.810003531,Not_significant,9.209744e+00,1.780639e+01,8.645742e+00,2.073425e+01,9.066684e+00,1.751726e+01,1.926316e+01,1.789947e+01
31233,AGIS_Os06g036710, 5.500932e-01, 2.5520917957, 1.619999e+00,2.371288e-01,0.708546662,Not_significant,2.463071e+00,6.161840e+00,3.230533e+00,7.914381e+00,6.733993e+00,5.921326e+00,9.415013e+00,4.775388e+00
31234,AGIS_Os06g036720,-1.454504e-02,-0.1707594363, 3.787785e-04,9.849242e-01,0.997277442,Not_significant,7.496303e-01,3.975380e-01,9.296497e-01,1.226373e+00,4.694723e-01,1.562572e+00,5.471194e-01,9.386107e-01
31235,AGIS_Os06g036730,-1.792896e+00,-1.6176833555, 1.313892e+00,2.831198e-01,0.735808345,Not_significant,2.141801e-02,5.963071e-01,6.042723e-01,2.566826e-01,0.000000e+00,3.700829e-01,5.015261e-01,0.000000e+00
31237,AGIS_Os06g036750,-6.004518e-01,-0.4912986641, 5.878945e-01,4.641204e-01,0.825564403,Not_significant,6.853763e-01,2.815894e-01,1.580405e+00,8.413486e-01,3.814463e-01,2.878422e-01,5.243227e-01,8.398096e-01
31239,AGIS_Os06g036770, 5.523728e-01,-0.9857864459, 1.352588e-01,7.220851e-01,0.921728190,Not_significant,0.000000e+00,8.944606e-01,2.788949e-01,7.272674e-01,4.694723e-01,4.934438e-01,6.155093e-01,2.470028e-01
31242,AGIS_Os06g036800,-1.031532e+00, 3.9145453026, 1.720819e+01,2.857045e-03,0.264612146,DOWN,3.332642e+01,1.277091e+01,2.140518e+01,1.350436e+01,1.638752e+01,7.463338e+00,5.904330e+00,9.600177e+00
