,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
57116,AGIS_Os12g038540, 2.887787e-01, 0.1147973352, 1.025048e-01,7.566203e-01,0.934449618,Not_significant,2.634415e+00,6.294352e-01,6.972373e-01,4.135442e-01,3.374332e-01,1.171929e+00,1.276612e+00,1.251481e+00
57117,AGIS_Os12g038550,-4.449444e-01, 3.9059219807, 5.917554e+00,3.949387e-02,0.538754350,Not_significant,1.964031e+01,1.899901e+01,1.647804e+01,1.394642e+01,1.464167e+01,1.118473e+01,1.319925e+01,1.154327e+01
57119,AGIS_Os12g038570, 4.906252e-01, 1.8080085698, 2.390777e+00,1.586449e-01,0.658573457,Not_significant,1.949039e+00,3.610970e+00,2.626260e+00,3.379655e+00,3.462358e+00,3.495227e+00,3.601869e+00,5.582264e+00
57121,AGIS_Os12g038590, 1.061412e+00, 2.8182117333, 4.632064e+00,6.465660e-02,0.567741349,Not_significant,1.028064e+00,6.277788e+00,1.952264e+00,1.299099e+01,3.051570e+00,1.025952e+01,1.158069e+01,8.974436e+00
57122,AGIS_Os12g038600,-3.642514e-01, 1.4384264225, 9.919746e-01,3.469296e-01,0.769796449,Not_significant,3.512553e+00,2.749638e+00,2.719225e+00,2.966110e+00,1.819205e+00,2.611140e+00,3.100343e+00,1.926622e+00
57123,AGIS_Os12g038610,-1.693580e-02, 4.1256386602, 1.073613e-02,9.198925e-01,0.979506833,Not_significant,1.599925e+01,1.725978e+01,1.952264e+01,1.734034e+01,1.629949e+01,1.739389e+01,1.889842e+01,1.664799e+01
57124,AGIS_Os12g038620, 3.042706e-01, 3.4034807193, 7.350788e-01,4.155888e-01,0.807401924,Not_significant,2.891431e+00,1.293655e+01,7.367474e+00,1.736886e+01,5.912417e+00,1.424819e+01,1.481782e+01,8.809768e+00
57125,AGIS_Os12g038630, 1.660590e-01, 1.6877266193, 2.131292e-01,6.559817e-01,0.902073850,Not_significant,3.405463e+00,2.418356e+00,3.277015e+00,2.709428e+00,4.577355e+00,3.926990e+00,1.983308e+00,3.178103e+00
57126,AGIS_Os12g038640, 4.030757e-01, 4.7881816196, 4.963873e+00,5.475090e-02,0.559493765,Not_significant,1.758419e+01,2.159957e+01,2.519351e+01,3.034559e+01,2.432453e+01,2.794126e+01,4.417989e+01,2.959094e+01
57127,AGIS_Os12g038650, 3.735150e-01, 4.1467091832, 3.304508e+00,1.046260e-01,0.613830465,Not_significant,1.066617e+01,1.767388e+01,1.531598e+01,1.862375e+01,2.092086e+01,2.031344e+01,1.896681e+01,1.892042e+01
57128,AGIS_Os12g038660, 1.702082e-01, 0.7951847961, 6.324080e-02,8.074550e-01,0.948712633,Not_significant,7.710483e-01,2.020818e+00,8.134435e-01,2.866289e+00,1.114997e+00,2.076576e+00,3.168733e+00,7.574753e-01
57129,AGIS_Os12g038670,-6.551515e-01, 2.0006079442, 2.698498e+00,1.370613e-01,0.638272160,Not_significant,8.331605e+00,4.704200e+00,3.462945e+00,2.852029e+00,2.875518e+00,4.996119e+00,1.367798e+00,3.145169e+00
57130,AGIS_Os12g038680,-4.028641e-01, 1.0675873302, 3.170155e-01,5.881441e-01,0.875484744,Not_significant,4.069422e+00,2.451485e+00,2.417089e+00,5.704058e-01,1.423088e+00,2.857862e+00,5.699160e-01,2.140691e+00
57133,AGIS_Os12g038710,-3.497277e-02,-0.4190835585, 5.820036e-04,9.813133e-01,0.997219181,Not_significant,1.841949e+00,1.275435e+00,0.000000e+00,2.852029e-01,6.895375e-01,6.168048e-01,7.978824e-01,1.976023e-01
57134,AGIS_Os12g038720, 4.397152e-02, 0.6685368531, 7.691427e-03,9.321579e-01,0.983481941,Not_significant,2.355981e+00,1.341691e+00,7.437198e-01,1.868079e+00,1.819205e+00,1.542012e+00,1.595765e+00,1.152680e+00
57135,AGIS_Os12g038730, 1.015621e+00, 0.1431783612, 1.789033e+00,2.159342e-01,0.694409357,Not_significant,2.570161e-01,8.116402e-01,1.859299e+00,3.992841e-01,1.291049e+00,1.007448e+00,1.117035e+00,1.811354e+00
57136,AGIS_Os12g038740,-5.671716e-01,-0.1318570901, 3.825828e-01,5.525330e-01,0.862500536,Not_significant,8.567203e-01,8.778965e-01,7.902023e-01,1.440275e+00,9.976287e-01,9.868876e-01,9.574589e-01,9.880113e-02
57137,AGIS_Os12g038750, 2.039205e+00,-1.8819400798, 1.082745e+00,3.269460e-01,0.757903319,Not_significant,0.000000e+00,3.644099e-01,0.000000e+00,2.566826e-01,3.814463e-01,4.934438e-01,2.279664e-01,1.317348e-01
57138,AGIS_Os12g038760,-2.403541e-02, 3.2039934834, 9.217998e-03,9.257510e-01,0.981082623,Not_significant,1.398596e+01,8.961170e+00,5.438451e+00,9.482997e+00,1.007898e+01,7.710060e+00,8.594334e+00,9.172038e+00
57139,AGIS_Os12g038770, 1.985668e-01, 3.2664650075, 6.529469e-01,4.412195e-01,0.815994127,Not_significant,1.000221e+01,9.126811e+00,5.694104e+00,1.140812e+01,9.404117e+00,1.021840e+01,1.055484e+01,1.027532e+01
57140,AGIS_Os12g038780,-3.919602e-01, 5.4860286467, 7.074530e+00,2.748694e-02,0.515976122,Not_significant,6.039878e+01,4.152616e+01,5.791718e+01,4.382143e+01,4.817960e+01,3.452051e+01,3.745488e+01,3.444866e+01
57141,AGIS_Os12g038790,-6.915463e-02, 3.2451190469, 1.028336e-01,7.562448e-01,0.934398606,Not_significant,5.997042e+00,1.124701e+01,1.041208e+01,1.120847e+01,6.631296e+00,1.007448e+01,1.158069e+01,8.414563e+00
57142,AGIS_Os12g038800, 5.240991e-01, 0.6260615100, 7.525213e-01,4.096426e-01,0.803050292,Not_significant,4.497782e-01,1.358255e+00,9.993734e-01,2.566826e+00,1.261707e+00,2.343858e+00,2.028901e+00,1.037412e+00
57143,AGIS_Os12g038810, 3.729839e-01,-0.6483097052, 9.909156e-02,7.605576e-01,0.935072151,Not_significant,5.140322e-01,2.981535e-01,1.394475e-01,9.411696e-01,2.640782e-01,5.551243e-01,1.778138e+00,3.458040e-01
57144,AGIS_Os12g038820, 1.508691e+00,-1.2100997619, 8.925865e-01,3.710111e-01,0.782500188,Not_significant,0.000000e+00,3.644099e-01,0.000000e+00,9.411696e-01,1.467101e-02,5.345641e-01,5.927127e-01,6.916079e-01
57145,AGIS_Os12g038830, 2.090419e-01, 4.8688513681, 1.317009e+00,2.825884e-01,0.735691315,Not_significant,3.309082e+01,2.844053e+01,2.003395e+01,2.663795e+01,3.870212e+01,2.315074e+01,2.929368e+01,3.410286e+01
57146,AGIS_Os12g038840,-1.447933e-01, 3.3648826300, 4.213582e-01,5.335068e-01,0.855259055,Not_significant,1.593500e+01,6.194968e+00,1.231786e+01,8.812770e+00,1.565397e+01,6.805413e+00,7.682468e+00,8.727433e+00
57147,AGIS_Os12g038850, 2.947132e-01, 1.3372469933, 7.477348e-01,4.110748e-01,0.803658198,Not_significant,7.710483e-01,3.312817e+00,2.254401e+00,2.538306e+00,8.802606e-01,4.029791e+00,2.712800e+00,3.425106e+00
57149,AGIS_Os12g038870, 1.449004e-01, 4.9686448930, 4.834397e-01,5.055411e-01,0.844214286,Not_significant,1.863367e+01,3.130612e+01,4.243851e+01,2.884827e+01,3.006090e+01,3.690548e+01,2.972682e+01,3.229150e+01
57150,AGIS_Os12g038880,-7.698437e-01, 1.0130939997, 3.046742e+00,1.170481e-01,0.623375028,Not_significant,2.955685e+00,3.196868e+00,2.277642e+00,1.383234e+00,1.613811e+00,2.549460e+00,6.838992e-01,1.202080e+00
57151,AGIS_Os12g038890,-2.022341e-01, 8.1863623036, 1.224346e+00,2.990200e-01,0.744763087,Not_significant,6.361791e+02,2.017009e+02,2.206988e+02,2.376596e+02,3.731131e+02,1.903459e+02,1.979888e+02,2.724277e+02
57152,AGIS_Os12g038900, 6.872328e-01, 0.6225523770, 1.723725e+00,2.237556e-01,0.699962984,Not_significant,1.799113e+00,1.391383e+00,4.880661e-01,1.055251e+00,2.523414e+00,1.069128e+00,1.504578e+00,2.173625e+00
57153,AGIS_Os12g038910, 7.381932e-01, 0.7223701645, 1.227231e+00,2.984879e-01,0.744119789,Not_significant,2.398817e+00,9.938451e-01,2.556537e-01,1.468795e+00,2.494072e+00,7.196056e-01,2.256867e+00,2.305360e+00
57154,AGIS_Os12g038920, 4.427621e-02, 5.3938175017, 5.498902e-02,8.201829e-01,0.952753537,Not_significant,7.202876e+01,2.926874e+01,4.090459e+01,2.812101e+01,5.548576e+01,3.713165e+01,3.433174e+01,3.879591e+01
57156,AGIS_Os12g038940, 8.516579e-01,-0.2023157385, 1.061727e+00,3.314171e-01,0.760532982,Not_significant,2.998521e-01,1.076666e+00,1.394475e-01,1.340454e+00,1.114997e+00,1.048568e+00,7.294925e-01,8.727433e-01
57157,AGIS_Os12g038950, 8.437399e-01, 2.4739932167, 4.706999e+00,6.008873e-02,0.562198565,Not_significant,2.955685e+00,5.582097e+00,1.905782e+00,5.404595e+00,3.565055e+00,6.065247e+00,9.004673e+00,9.666044e+00
57159,AGIS_Os12g038970, 2.767204e-01, 1.7360646708, 6.924315e-01,4.282328e-01,0.811443895,Not_significant,3.748152e+00,2.981535e+00,2.161436e+00,3.065931e+00,3.785120e+00,2.857862e+00,4.217379e+00,3.540374e+00
57162,AGIS_Os12g039000, 6.362939e-03,-0.4222243403, 3.306135e-05,9.955633e-01,0.998751580,Not_significant,0.000000e+00,7.288197e-01,5.113073e-01,1.454535e+00,0.000000e+00,4.523235e-01,1.778138e+00,7.574753e-01
57163,AGIS_Os12g039010,-5.866179e-02, 5.5789172259, 1.258091e-01,7.315098e-01,0.924874407,Not_significant,5.125329e+01,4.377888e+01,4.655221e+01,5.263420e+01,3.770449e+01,4.515011e+01,5.626211e+01,4.877483e+01
57167,AGIS_Os12g039050, 1.675000e-01, 3.8256792740, 8.164265e-01,3.912637e-01,0.792871531,Not_significant,1.096602e+01,1.412916e+01,1.352640e+01,1.470221e+01,1.445094e+01,1.295290e+01,1.536494e+01,1.704320e+01
57168,AGIS_Os12g039060,-2.722216e-01, 2.2851779072, 9.437420e-01,3.583074e-01,0.775719449,Not_significant,6.082714e+00,5.134866e+00,3.997494e+00,6.017781e+00,4.958801e+00,4.523235e+00,4.376955e+00,3.606241e+00
57169,AGIS_Os12g039070,-1.065040e-01, 2.4679802318, 1.316629e-01,7.256257e-01,0.922584262,Not_significant,5.997042e+00,3.710355e+00,6.995614e+00,6.245944e+00,5.046827e+00,5.756844e+00,6.132296e+00,4.100247e+00
57170,AGIS_Os12g039080,-4.518741e-01, 5.2585293564, 7.017456e+00,2.796141e-02,0.517039439,Not_significant,5.065359e+01,5.131553e+01,3.588448e+01,3.773235e+01,3.211484e+01,4.114088e+01,2.110969e+01,3.599655e+01
57172,AGIS_Os12g039100, 1.561499e-01, 4.4320618806, 9.967371e-01,3.458359e-01,0.768799715,Not_significant,2.555168e+01,1.664691e+01,1.717528e+01,2.244547e+01,2.740545e+01,1.907983e+01,2.060816e+01,2.348174e+01
57173,AGIS_Os12g039110, 3.270705e-01, 3.5919013972, 1.869285e+00,2.068267e-01,0.687388824,Not_significant,5.118904e+00,1.495737e+01,9.319738e+00,1.484481e+01,1.029905e+01,1.681821e+01,1.180866e+01,1.299235e+01
57180,AGIS_Os12g039180,-1.454625e-01,-1.7640995079, 6.023415e-03,9.399446e-01,0.985609998,Not_significant,6.853763e-01,2.650254e-01,1.394475e-01,9.982102e-02,0.000000e+00,3.289625e-01,2.279664e-01,3.458040e-01
57181,AGIS_Os12g039190, 9.934187e-01, 2.0491143409, 3.539192e+00,9.599644e-02,0.608471583,Not_significant,1.799113e+00,3.991944e+00,8.366847e-01,5.190693e+00,3.022228e+00,5.222280e+00,7.477298e+00,5.269394e+00
57184,AGIS_Os12g039220, 1.249083e-01, 7.0399884919, 6.972779e-01,4.266825e-01,0.811443895,Not_significant,1.485981e+02,1.210006e+02,1.206220e+02,1.120705e+02,1.625988e+02,1.178303e+02,1.190441e+02,1.507211e+02
57186,AGIS_Os12g039240, 5.698047e-01, 5.1947959795, 1.416108e+01,5.001031e-03,0.328625166,Not_significant,3.116320e+01,2.951720e+01,2.663446e+01,3.003187e+01,4.125488e+01,4.687716e+01,3.608708e+01,5.114605e+01
57187,AGIS_Os12g039250, 1.160442e-01, 0.8037278895, 6.557209e-02,8.040221e-01,0.948404646,Not_significant,3.512553e+00,1.507332e+00,8.134435e-01,1.155072e+00,2.083283e+00,1.891535e+00,1.048645e+00,1.663152e+00
57189,AGIS_Os12g039270, 1.115418e+00, 2.3023663093, 9.856224e+00,1.290592e-02,0.449364325,UP,1.049482e+00,3.461894e+00,2.881914e+00,6.032042e+00,3.638410e+00,8.984789e+00,7.044162e+00,6.076270e+00
57193,AGIS_Os12g039310, 7.324523e-02, 0.2026451744, 1.542692e-02,9.040576e-01,0.975659891,Not_significant,1.627769e+00,7.785120e-01,6.739960e-01,1.297673e+00,8.509186e-01,1.521452e+00,7.294925e-01,1.432616e+00
57199,AGIS_Os12g039370, 7.780551e-02, 2.7225929471, 4.260932e-02,8.413512e-01,0.960270658,Not_significant,2.270309e+00,6.708454e+00,1.248055e+01,5.946481e+00,5.853733e+00,7.792300e+00,6.656619e+00,4.824789e+00
57202,AGIS_Os12g039400, 2.726956e-01, 3.5157366223, 1.273193e+00,2.901915e-01,0.739568041,Not_significant,3.234119e+00,1.363224e+01,9.877528e+00,1.607118e+01,5.076169e+00,1.406315e+01,1.634519e+01,1.291001e+01
57203,AGIS_Os12g039410, 8.964003e-03, 1.1707838582, 3.896244e-04,9.847099e-01,0.997277442,Not_significant,3.576807e+00,1.954562e+00,1.417716e+00,2.081981e+00,1.467101e+00,2.343858e+00,2.484834e+00,2.404161e+00
57205,AGIS_Os12g039430, 8.689930e-01, 3.7084315872, 6.240943e+00,3.702595e-02,0.534343461,Not_significant,1.456425e+00,1.460952e+01,7.576645e+00,1.862375e+01,5.618997e+00,2.426099e+01,1.716587e+01,1.496837e+01
57210,AGIS_Os12g039480,-2.814813e-01,-0.7421313686, 5.355240e-02,8.225004e-01,0.953710962,Not_significant,9.423924e-01,4.637944e-01,8.134435e-01,9.982102e-02,2.787492e-01,2.467219e-01,4.331362e-01,1.235014e+00
57212,AGIS_Os12g039500,-6.706420e-02,-1.8096937535, 2.609114e-03,9.604494e-01,0.990716690,Not_significant,1.713441e-01,9.938451e-02,1.859299e-01,2.281623e-01,0.000000e+00,6.168048e-02,5.471194e-01,7.080748e-01
57213,AGIS_Os12g039510, 2.353099e-01, 5.3091555345, 2.065554e+00,1.866457e-01,0.674700622,Not_significant,3.508270e+01,3.311161e+01,4.313575e+01,3.399619e+01,5.233149e+01,3.676156e+01,4.039565e+01,4.207282e+01
57214,AGIS_Os12g039520, 2.921123e-01, 7.2394557150, 3.803330e+00,8.504222e-02,0.598111071,Not_significant,1.381890e+02,1.250588e+02,1.502314e+02,1.272718e+02,2.016530e+02,1.315850e+02,1.675097e+02,1.670892e+02
57215,AGIS_Os12g039530,-4.944612e-01, 4.0305049254, 6.610847e+00,3.165693e-02,0.522934111,Not_significant,1.777695e+01,1.750824e+01,2.124250e+01,1.919416e+01,1.550726e+01,9.169831e+00,1.486341e+01,1.518244e+01
57216,AGIS_Os12g039540, 2.704248e-01, 1.7485839223, 8.050650e-01,3.944338e-01,0.794031029,Not_significant,2.998521e+00,3.395637e+00,3.230533e+00,2.367184e+00,4.019857e+00,4.399874e+00,3.601869e+00,2.585296e+00
57217,AGIS_Os12g039550,-3.855828e-01, 9.8776743582, 5.421169e+00,4.664972e-02,0.555186548,Not_significant,1.556982e+03,8.399647e+02,1.112372e+03,8.031457e+02,9.959562e+02,7.800113e+02,7.089299e+02,7.283949e+02
57218,AGIS_Os12g039560,-4.003971e-01, 9.2943225133, 5.973852e+00,3.877232e-02,0.538754350,Not_significant,9.981220e+02,5.629635e+02,7.862048e+02,5.444238e+02,6.156249e+02,5.158955e+02,5.137451e+02,4.857064e+02
57219,AGIS_Os12g039570, 1.572297e-01,-0.7057598112, 2.372704e-02,8.811980e-01,0.969367132,Not_significant,1.970457e+00,6.128711e-01,2.091712e-01,7.130073e-02,5.868404e-01,4.728837e-01,3.191530e-01,3.952045e-01
57220,AGIS_Os12g039580, 8.647020e-01, 1.0716804928, 3.765531e+00,8.635186e-02,0.598503793,Not_significant,1.499261e+00,2.269280e+00,9.064085e-01,1.197852e+00,3.242293e+00,2.035456e+00,1.641358e+00,3.705042e+00
57225,AGIS_Os12g039630, 6.605274e-01, 1.6444072901, 2.463343e+00,1.531720e-01,0.652376428,Not_significant,1.199408e+00,2.385228e+00,4.276389e+00,2.024941e+00,4.870775e+00,3.248505e+00,4.285768e+00,2.437095e+00
57226,AGIS_Os12g039640, 9.271533e-02, 2.9218563728, 1.056371e-01,7.530706e-01,0.933141039,Not_significant,5.183158e+00,9.872195e+00,8.483054e+00,5.989261e+00,7.159453e+00,6.620371e+00,7.226535e+00,9.797779e+00
57227,AGIS_Os12g039650, 6.862131e-02, 5.7248447225, 1.424629e-01,7.151514e-01,0.920781261,Not_significant,4.232198e+01,5.124928e+01,6.096178e+01,5.127948e+01,6.672375e+01,4.488283e+01,5.769830e+01,4.768801e+01
57237,AGIS_Os12g039750,-1.072438e-01,-1.4248134787, 3.746835e-03,9.526144e-01,0.988759242,Not_significant,1.327917e+00,1.987690e-01,6.972373e-02,0.000000e+00,2.934202e-01,1.644813e-01,2.279664e-02,6.257405e-01
57238,AGIS_Os12g039760, 4.309256e-02, 3.6408917830, 3.603933e-02,8.539168e-01,0.963844891,Not_significant,1.861225e+01,8.547068e+00,1.259675e+01,8.912591e+00,2.080349e+01,1.241834e+01,8.639927e+00,8.974436e+00
57239,AGIS_Os12g039770,-3.538384e-01, 0.3199028411, 1.557323e-01,7.028931e-01,0.916807095,Not_significant,4.476364e+00,2.318972e-01,6.507548e-01,8.556087e-01,9.536156e-01,1.603692e+00,3.647463e-01,5.928068e-01
57240,AGIS_Os12g039780, 3.907749e-01, 1.7729615801, 9.004887e-01,3.690038e-01,0.781486237,Not_significant,8.567203e-01,4.770456e+00,2.858673e+00,3.750418e+00,2.068612e+00,4.132592e+00,6.018313e+00,2.601763e+00
57241,AGIS_Os12g039790, 1.055519e+00, 4.5970583652, 7.170288e+00,3.059402e-02,0.522194202,UP,1.235819e+01,3.875996e+00,2.935369e+01,2.496952e+01,4.710861e+01,1.628365e+01,3.150496e+01,2.786192e+01
57242,AGIS_Os12g039800, 3.887529e-01, 3.2910701307, 6.042990e-01,4.612303e-01,0.825002001,Not_significant,8.417277e+00,1.374819e+00,1.261999e+01,1.237781e+01,2.417782e+01,4.194272e+00,6.725009e+00,8.101693e+00
57258,AGIS_Os12g039960,-8.350473e-01, 1.9949520756, 6.876602e+00,2.917709e-02,0.520918176,Not_significant,5.782862e+00,4.770456e+00,4.717972e+00,4.634547e+00,3.653081e+00,3.988671e+00,1.778138e+00,2.272426e+00
57259,AGIS_Os12g039970,-9.657105e-02, 3.1214587997, 1.958444e-01,6.692088e-01,0.905629695,Not_significant,1.216543e+01,8.745837e+00,6.902649e+00,7.814560e+00,1.150207e+01,7.504458e+00,5.562380e+00,9.122638e+00
57260,AGIS_Os12g039980, 2.884267e-03, 3.0543204790, 1.066473e-04,9.920001e-01,0.998375131,Not_significant,5.054650e+00,7.652607e+00,1.238758e+01,8.213844e+00,5.545642e+00,1.147257e+01,6.793399e+00,9.056770e+00
57261,AGIS_Os12g039990, 5.559049e-01, 4.7892615740, 6.810692e+00,2.976870e-02,0.520918176,Not_significant,1.088035e+01,2.744669e+01,1.894161e+01,3.318336e+01,1.637285e+01,3.725501e+01,4.390633e+01,3.293371e+01
57267,AGIS_Os12g040050, 7.240117e-01, 0.1958014096, 5.818193e-01,4.663632e-01,0.826247877,Not_significant,1.070900e+00,1.573588e+00,2.324124e-01,3.707638e-01,3.550384e+00,2.056016e-01,5.927127e-01,1.218547e+00
57272,AGIS_Os12g040100, 5.347934e-01, 3.7602371670, 5.137923e+00,5.147244e-02,0.559493765,Not_significant,1.677030e+01,9.242759e+00,1.189952e+01,5.233473e+00,2.083283e+01,9.067030e+00,2.662648e+01,8.463964e+00
57274,AGIS_Os12g040120,-4.281093e-01, 4.7890117277, 3.882462e+00,8.238187e-02,0.595757319,Not_significant,3.878801e+01,2.741356e+01,3.356035e+01,2.524046e+01,3.507838e+01,2.023120e+01,1.490900e+01,2.565536e+01
57275,AGIS_Os12g040130, 1.308214e-01, 2.4482895503, 2.537370e-01,6.273275e-01,0.890806016,Not_significant,2.527325e+00,6.310916e+00,5.159556e+00,6.901911e+00,3.080912e+00,5.592363e+00,6.861789e+00,6.932546e+00
57276,AGIS_Os12g040140,-1.882581e+00,-1.0980446908, 3.333476e+00,1.033388e-01,0.613438876,Not_significant,6.639583e-01,4.306662e-01,9.761322e-01,5.704058e-01,1.760521e-01,4.112032e-02,2.963563e-01,3.128702e-01
57278,AGIS_Os12g040160, 1.883394e-01, 5.2590317488, 8.219131e-01,3.897472e-01,0.791992105,Not_significant,2.364548e+01,3.993601e+01,4.490208e+01,3.612095e+01,4.147494e+01,4.630148e+01,3.339708e+01,4.027793e+01
57279,AGIS_Os12g040170, 6.593510e-02, 5.0471163225, 1.629474e-01,6.964830e-01,0.914660200,Not_significant,3.094902e+01,3.508273e+01,3.509428e+01,2.794989e+01,3.808594e+01,3.521955e+01,2.897453e+01,3.285138e+01
57282,AGIS_Os12g040200, 1.133696e-01, 3.4102363903, 1.715701e-01,6.890381e-01,0.912407413,Not_significant,1.145863e+01,1.288686e+01,8.111194e+00,7.914381e+00,1.634350e+01,7.175495e+00,1.101078e+01,9.847179e+00
57283,AGIS_Os12g040210, 5.968130e-01, 2.3502280159, 4.687751e+00,6.051477e-02,0.562198565,Not_significant,3.512553e+00,4.273534e+00,3.997494e+00,4.235263e+00,6.337876e+00,6.024126e+00,7.431705e+00,4.693054e+00
57284,AGIS_Os12g040220,-3.849318e-01,10.8213086119, 7.417983e+00,2.483503e-02,0.509849145,Not_significant,3.221740e+03,1.592339e+03,1.706674e+03,1.707310e+03,2.341640e+03,1.219567e+03,1.288443e+03,1.397328e+03
57286,AGIS_Os12g040240, 1.619424e-01, 1.7274732838, 2.024259e-01,6.640913e-01,0.904506261,Not_significant,4.112258e+00,3.047792e+00,2.370607e+00,2.623867e+00,4.694723e+00,1.870974e+00,4.217379e+00,3.260437e+00
57287,AGIS_Os12g040250,-1.974097e-02, 5.9978563692, 1.827520e-02,8.956308e-01,0.973523119,Not_significant,7.883969e+01,5.989573e+01,7.016531e+01,4.909768e+01,7.799109e+01,6.244120e+01,5.838220e+01,5.414302e+01
57288,AGIS_Os12g040260, 3.058076e-01, 5.4421372235, 2.246749e+00,1.703005e-01,0.664876926,Not_significant,6.388992e+01,3.289627e+01,3.270043e+01,2.786432e+01,6.113410e+01,2.972999e+01,4.853405e+01,5.076731e+01
57289,AGIS_Os12g040270,-1.042386e-01, 3.9177365276, 1.685926e-01,6.915833e-01,0.913134330,Not_significant,1.871934e+01,1.436106e+01,1.403771e+01,1.388938e+01,1.669561e+01,7.422217e+00,1.607163e+01,1.941442e+01
57290,AGIS_Os12g040280, 2.769963e-01, 0.9254548262, 3.954172e-01,5.460891e-01,0.860602863,Not_significant,7.710483e-01,2.070511e+00,1.487440e+00,2.666647e+00,1.423088e+00,1.809294e+00,2.507630e+00,2.157158e+00
57291,AGIS_Os12g040290, 1.444600e-01, 2.4265116137, 2.018800e-01,6.645119e-01,0.904586154,Not_significant,4.326438e+00,4.472303e+00,7.251268e+00,4.106922e+00,6.015114e+00,8.141823e+00,4.696108e+00,3.721509e+00
57295,AGIS_Os12g040330, 2.293750e-01, 0.7778726258, 2.062552e-01,6.611604e-01,0.903483608,Not_significant,4.497782e-01,1.772357e+00,1.278268e+00,2.909070e+00,6.748664e-01,1.768174e+00,2.940767e+00,1.630219e+00
57296,AGIS_Os12g040340, 8.450688e-01,-0.2329653618, 1.157555e+00,3.117372e-01,0.751486256,Not_significant,1.285081e-01,6.128711e-01,5.577898e-01,1.169332e+00,4.694723e-01,7.812860e-01,2.051698e+00,7.574753e-01
57297,AGIS_Os12g040350, 1.747568e+00, 2.6666663188, 1.509976e+01,4.429397e-03,0.316675968,UP,5.483010e+00,1.325127e+00,1.301510e+00,2.096241e+00,2.065678e+01,3.001783e+00,1.338163e+01,3.243970e+00
57298,AGIS_Os12g040360, 6.308332e-02, 3.4434604229, 8.102981e-02,7.827606e-01,0.942468271,Not_significant,1.732717e+01,1.106481e+01,8.250641e+00,6.688008e+00,1.514048e+01,9.252071e+00,9.187046e+00,9.830713e+00
57301,AGIS_Os12g040390,-1.241248e+00,-0.6272544314, 1.130823e+00,3.170495e-01,0.754358431,Not_significant,1.285081e+00,4.306662e-01,1.022615e+00,2.852029e-01,9.096026e-01,5.756844e-01,4.103395e-01,0.000000e+00
57302,AGIS_Os12g040400,-6.266625e-01, 0.2445397261, 1.111990e+00,3.208728e-01,0.756129001,Not_significant,2.013293e+00,1.093230e+00,2.021988e+00,6.274464e-01,1.203023e+00,6.784852e-01,6.838992e-01,8.892102e-01
57303,AGIS_Os12g040410,-3.435145e-01, 1.5850338786, 1.004255e+00,3.441202e-01,0.767848477,Not_significant,4.326438e+00,2.434920e+00,2.091712e+00,4.092662e+00,3.154267e+00,2.426099e+00,1.094239e+00,4.067313e+00
57305,AGIS_Os12g040430,-4.179998e-01, 2.1590335371, 2.068059e+00,1.864057e-01,0.674584080,Not_significant,5.076068e+00,4.256970e+00,5.926517e+00,4.919750e+00,3.902489e+00,4.399874e+00,4.285768e+00,2.684097e+00
57306,AGIS_Os12g040440, 8.746345e-01,-2.6178517935, 1.175518e-01,7.411795e-01,0.928268237,Not_significant,0.000000e+00,1.656408e-01,0.000000e+00,1.996420e-01,0.000000e+00,4.112032e-01,2.279664e-01,1.646686e-02
