GeneID	pho2mockLP_1	pho2mockLP_2	pho2mockLP_3	pho2mockLP_4	pho2mockHP_1	pho2mockHP_2	pho2mockHP_3	pho2mockHP_4
AGIS_Os01g004640	839	930	743	721	1012	742	980	1623
AGIS_Os01g004650	659	446	375	688	186	349	548	899
AGIS_Os01g004660	140	161	172	160	235	152	262	212
AGIS_Os01g004670	71	104	83	98	73	89	121	77
AGIS_Os01g004680	68	22	23	21	60	46	13	62
AGIS_Os01g004690	26	73	116	63	55	60	43	39
AGIS_Os01g004700	15	68	30	30	22	56	36	59
AGIS_Os01g004710	0	4	2	24	2	6	24	12
AGIS_Os01g004720	0	4	0	6	0	0	0	6
AGIS_Os01g004730	5518	3937	3316	3412	3487	3130	4731	4179
AGIS_Os01g004740	45	144	156	158	31	99	16	70
AGIS_Os01g004750	4	26	71	20	31	18	18	6
AGIS_Os01g004760	6869	5763	4638	4452	5204	4573	7285	5499
AGIS_Os01g004770	0	1	0	0	0	0	0	0
AGIS_Os01g004780	37	150	218	137	97	92	62	115
AGIS_Os01g004790	3785	3168	2313	1968	2824	2356	3441	2655
AGIS_Os01g004800	68	196	205	222	152	199	117	196
AGIS_Os01g004810	0	0	0	1	5	5	0	0
AGIS_Os01g004820	0	6	0	0	0	0	59	0
AGIS_Os01g004830	174	259	311	303	203	280	181	253
AGIS_Os01g004840	4	0	12	4	10	0	14	15
AGIS_Os01g004850	0	0	0	0	0	0	0	0
AGIS_Os01g004860	0	0	0	0	0	0	0	0
AGIS_Os01g004870	0	0	0	0	0	0	0	0
AGIS_Os01g004880	0	0	0	0	0	0	0	0
AGIS_Os01g004890	0	0	0	0	0	0	0	0
AGIS_Os01g004900	0	0	0	0	0	0	0	0
AGIS_Os01g004910	0	0	8	0	2	6	14	1
AGIS_Os01g004920	0	0	0	4	0	0	0	0
AGIS_Os01g004930	4	0	6	6	7	8	0	4
AGIS_Os01g004940	0	0	0	0	0	0	0	0
AGIS_Os01g004950	0	0	0	0	0	0	0	0
AGIS_Os01g004960	0	0	0	0	0	0	0	0
AGIS_Os01g004970	0	0	0	0	0	0	0	0
AGIS_Os01g004980	0	0	0	0	0	0	0	0
AGIS_Os01g004990	1444	1717	1137	1168	1378	575	1367	1221
AGIS_Os01g005000	44	10	21	28	21	48	56	26
AGIS_Os01g005010	0	0	0	0	0	0	0	0
AGIS_Os01g005020	270	92	114	151	59	110	194	330
AGIS_Os01g005030	0	0	0	0	0	0	0	0
AGIS_Os01g005040	177	361	516	440	428	284	89	304
AGIS_Os01g005050	1546	1476	1487	1336	1336	1116	2157	1636
AGIS_Os01g005060	2122	2071	1909	1701	1925	1724	2192	2091
AGIS_Os01g005070	0	0	0	0	0	0	0	0
AGIS_Os01g005080	1653	932	1326	926	2037	1372	5740	2191
AGIS_Os01g005090	0	0	0	0	0	0	0	0
AGIS_Os01g005100	0	0	0	0	0	0	0	0
AGIS_Os01g005110	8	2	0	0	0	1	0	8
AGIS_Os01g005120	0	0	0	0	0	0	0	0
AGIS_Os01g005130	0	0	0	0	0	0	0	0
AGIS_Os01g005140	0	0	0	0	0	0	0	2
AGIS_Os01g005150	0	0	0	0	0	0	0	0
AGIS_Os01g005160	0	0	0	0	0	0	0	0
AGIS_Os01g005170	0	0	0	0	0	0	0	0
AGIS_Os01g005180	0	0	3	0	0	0	0	0
AGIS_Os01g005190	0	0	3	0	0	0	0	0
AGIS_Os01g005200	0	0	2	0	0	0	0	10
AGIS_Os01g005210	0	1	0	5	5	3	8	1
AGIS_Os01g005220	31	50	49	70	106	74	52	98
AGIS_Os01g005230	44	43	38	68	29	83	7	53
AGIS_Os01g005240	3463	2794	1869	2200	2189	1351	2799	2282
AGIS_Os01g005250	462	641	749	485	672	598	566	661
AGIS_Os01g005260	1262	981	1039	1133	929	815	1115	1703
AGIS_Os01g005270	98	52	125	99	78	52	100	60
AGIS_Os01g005280	0	135	201	65	139	118	0	16
AGIS_Os01g005290	202	229	291	236	303	238	130	322
AGIS_Os01g005300	0	0	0	4	0	2	0	2
AGIS_Os01g005310	8	0	8	0	0	0	0	0
AGIS_Os01g005320	400	690	726	730	615	612	378	551
AGIS_Os01g005330	26	22	8	29	74	40	42	21
AGIS_Os01g005340	0	0	0	0	0	0	0	0
AGIS_Os01g005350	1359	821	307	1847	369	683	1054	1823
AGIS_Os01g005360	287	779	896	584	824	549	443	627
AGIS_Os01g005370	838	1299	1113	987	1172	1014	1081	1073
AGIS_Os01g005380	0	0	0	0	0	0	0	0
AGIS_Os01g005390	0	0	0	0	0	0	0	0
AGIS_Os01g005400	0	0	0	0	0	459	0	0
AGIS_Os01g005410	358	732	528	425	310	292	472	215
AGIS_Os01g005420	0	0	0	0	0	0	0	0
AGIS_Os01g005430	434	438	599	485	542	396	397	369
AGIS_Os01g005440	0	0	0	0	0	0	0	0
AGIS_Os01g005450	211	266	374	196	165	237	306	158
AGIS_Os01g005460	0	0	0	0	0	0	0	0
AGIS_Os01g005470	0	0	0	0	0	0	0	0
AGIS_Os01g005480	0	0	0	0	0	0	0	0
AGIS_Os01g005490	0	0	0	0	0	0	0	0
AGIS_Os01g005500	0	8	4	8	0	29	0	4
AGIS_Os01g005510	21	26	22	14	46	73	20	46
AGIS_Os01g005520	0	0	0	0	0	0	0	0
AGIS_Os01g005530	0	0	0	0	0	0	0	0
AGIS_Os01g005540	0	0	0	0	0	0	0	0
AGIS_Os01g005550	0	0	0	0	0	0	0	0
AGIS_Os01g005560	0	2	2	0	1	14	10	0
AGIS_Os01g005570	0	0	0	0	0	0	0	0
AGIS_Os01g005580	0	0	0	0	0	0	0	0
AGIS_Os01g005590	0	0	0	0	0	0	0	0
AGIS_Os01g005600	0	0	0	0	0	0	0	0
AGIS_Os01g005610	0	0	0	0	0	0	0	0
AGIS_Os01g005620	0	0	0	0	0	0	0	0
AGIS_Os01g005630	0	0	2	0	0	2	0	0
AGIS_Os01g005640	0	0	0	0	0	0	0	0
AGIS_Os01g005650	20	18	0	2	16	8	18	8
AGIS_Os01g005660	108	85	48	52	14	47	80	40
AGIS_Os01g005670	12	24	6	5	14	3	34	7
AGIS_Os01g005680	13	100	106	77	20	35	45	29
AGIS_Os01g005690	37	6	0	7	0	6	0	21
AGIS_Os01g005700	0	0	0	0	0	0	0	0
AGIS_Os01g005710	20	6	6	11	0	2	0	19
AGIS_Os01g005720	0	0	0	0	0	0	0	0
AGIS_Os01g005730	12	0	0	0	0	0	0	18
AGIS_Os01g005740	143	36	36	36	7	15	98	176
AGIS_Os01g005750	0	0	0	0	0	0	0	0
AGIS_Os01g005760	21	1	0	2	0	0	0	23
AGIS_Os01g005770	0	0	0	1	0	0	6	31
AGIS_Os01g005780	39	8	6	25	10	26	24	53
AGIS_Os01g005790	44	0	0	17	0	12	8	72
AGIS_Os01g005800	49	16	0	16	24	7	12	76
AGIS_Os01g005810	308	116	90	94	171	69	178	344
AGIS_Os01g005820	482	632	608	603	572	482	649	669
AGIS_Os01g005830	161	384	311	317	195	297	76	299
AGIS_Os01g005840	15	36	35	38	10	23	18	9
AGIS_Os01g005850	113	196	183	220	161	202	178	212
AGIS_Os01g005860	6	106	49	55	10	117	0	14
AGIS_Os01g005870	415	525	658	513	632	443	360	528
AGIS_Os01g005880	168	257	269	201	254	176	188	144
AGIS_Os01g005890	22	73	102	109	138	124	68	128
AGIS_Os01g005900	377	223	99	212	131	133	357	501
AGIS_Os01g005910	0	0	0	0	0	0	0	0
AGIS_Os01g005920	39	336	340	222	216	226	20	114
AGIS_Os01g005930	0	1	4	0	0	7	0	0
AGIS_Os01g005940	0	0	0	0	0	0	0	0
AGIS_Os01g005950	861	762	909	709	558	600	888	692
AGIS_Os01g005960	134	242	166	160	150	165	190	130
AGIS_Os01g005970	453	540	402	326	249	314	273	402
AGIS_Os01g005980	801	926	545	906	610	776	659	1412
AGIS_Os01g005990	187	344	229	265	294	350	252	409
AGIS_Os01g006000	6	3	0	4	3	0	0	8
AGIS_Os01g006010	20	62	38	26	64	29	24	26
AGIS_Os01g006020	290	184	169	154	462	129	187	245
AGIS_Os01g006030	2505	3268	3219	3539	3125	2891	2783	3368
AGIS_Os01g006040	19	41	10	32	31	21	26	19
AGIS_Os01g006050	10	135	134	110	140	129	12	97
AGIS_Os01g006060	64	25	72	23	99	29	68	112
AGIS_Os01g006070	135	149	162	114	136	98	42	140
AGIS_Os01g006080	155	350	267	201	230	258	119	286
AGIS_Os01g006090	0	0	0	0	0	0	0	0
AGIS_Os01g006100	1106	1230	1255	1432	1246	1230	1286	1796
AGIS_Os01g006110	491	400	378	368	318	379	366	502
AGIS_Os01g006120	371	410	340	358	495	311	612	505
AGIS_Os01g006130	1114	1152	1093	933	1172	988	1396	1229
AGIS_Os01g006140	848	865	947	768	696	700	975	1022
AGIS_Os01g006150	677	759	852	681	613	556	612	881
AGIS_Os01g006160	4249	2896	2842	2867	1489	2403	3156	3984
AGIS_Os01g006170	430	410	148	274	226	133	193	327
AGIS_Os01g006180	349	310	295	228	216	208	283	482
AGIS_Os01g006190	20	2	6	11	18	40	1	63
AGIS_Os01g006200	0	0	0	0	0	0	0	0
AGIS_Os01g006210	135	71	94	119	109	78	84	145
AGIS_Os01g006220	727	2336	2738	2298	1912	1955	594	2155
AGIS_Os01g006230	1340	1036	781	1167	1083	1148	1657	2146
AGIS_Os01g006240	0	0	0	0	0	0	0	0
AGIS_Os01g006250	1631	1412	1354	1441	1290	889	1497	1897
AGIS_Os01g006260	709	310	330	572	235	456	522	760
AGIS_Os01g006270	24	124	96	80	115	99	8	44
AGIS_Os01g006280	0	0	0	0	0	0	0	0
AGIS_Os01g006290	1364	1676	1132	1606	1472	1261	1166	2612
AGIS_Os01g006300	530	676	314	587	586	578	511	924
AGIS_Os01g006310	123	170	214	137	215	126	166	112
AGIS_Os01g006320	92	45	44	90	27	51	68	64
AGIS_Os01g006330	65	173	153	113	105	84	123	123
AGIS_Os01g006340	12	1	6	8	30	6	0	12
AGIS_Os01g006350	579	566	639	947	366	717	596	786
AGIS_Os01g006360	5	2	2	2	0	1	0	1
AGIS_Os01g006370	0	0	0	0	0	0	0	0
AGIS_Os01g006380	0	1	0	0	0	0	0	0
AGIS_Os01g006390	0	0	0	0	0	0	0	0
AGIS_Os01g006400	0	0	0	0	0	0	0	0
AGIS_Os01g006410	218	405	259	436	244	297	313	341
AGIS_Os01g006420	0	0	0	0	0	0	0	0
AGIS_Os01g006430	544	666	733	749	527	616	569	745
AGIS_Os01g006440	108	72	43	82	294	193	51	189
AGIS_Os01g006450	470	711	570	638	642	676	493	827
AGIS_Os01g006460	138	200	192	179	228	257	246	179
AGIS_Os01g006470	8740	7309	6572	7007	7706	6026	9590	8927
AGIS_Os01g006480	80	40	44	53	280	124	171	108
AGIS_Os01g006490	1045	783	755	902	614	624	1063	1019
AGIS_Os01g006500	0	13	38	15	14	2	10	8
AGIS_Os01g006510	50	33	45	36	18	38	28	23
AGIS_Os01g006520	579	748	681	448	460	587	950	637
AGIS_Os01g006530	0	0	0	0	0	0	0	0
AGIS_Os01g006540	0	0	0	0	0	0	0	0
AGIS_Os01g006550	0	0	0	0	0	0	0	0
AGIS_Os01g006560	42	62	37	29	85	75	72	79
AGIS_Os01g006570	0	0	0	0	0	0	0	0
AGIS_Os01g006580	530	1074	755	742	1229	989	734	981
AGIS_Os01g006590	73	95	38	99	89	57	51	122
AGIS_Os01g006600	57	82	41	38	118	79	114	105
AGIS_Os01g006610	2	2	12	17	1	6	0	12
AGIS_Os01g006620	591	824	611	972	768	782	805	794
AGIS_Os01g006630	64	265	287	243	139	153	82	148
AGIS_Os01g006640	0	0	0	0	0	0	0	0
AGIS_Os01g006650	78	75	106	84	145	38	55	93
AGIS_Os01g006660	356	435	411	417	253	425	545	219
AGIS_Os01g006670	1365	1329	1111	1345	976	1161	1550	1387
AGIS_Os01g006680	816	798	655	665	500	434	1166	704
AGIS_Os01g006690	10	2	7	0	0	2	0	0
AGIS_Os01g006700	0	6	0	0	0	0	0	0
AGIS_Os01g006710	19	19	43	14	0	29	0	4
AGIS_Os01g006720	84	67	107	89	42	49	58	64
AGIS_Os01g006730	0	0	0	0	0	0	0	5
AGIS_Os01g006740	0	0	0	0	0	0	0	0
AGIS_Os01g006750	0	0	0	0	0	0	0	0
AGIS_Os01g006760	0	0	0	0	0	0	0	0
AGIS_Os01g006770	475	877	1091	690	534	883	944	527
AGIS_Os01g006780	8	36	19	16	12	23	0	11
AGIS_Os01g006790	461	452	382	449	300	293	462	400
AGIS_Os01g006800	4	33	31	22	8	23	6	23
AGIS_Os01g006810	1164	574	565	789	248	578	832	817
AGIS_Os01g006820	617	393	393	622	127	435	645	634
AGIS_Os01g006830	340	602	390	409	540	439	410	737
AGIS_Os01g006840	215	184	218	170	175	168	224	194
AGIS_Os01g006850	1062	994	639	835	1388	798	1372	2002
AGIS_Os01g006860	0	0	0	0	0	0	0	0
AGIS_Os01g006870	0	22	28	23	6	12	37	35
AGIS_Os01g006880	624	1509	1177	1230	1101	1329	895	1636
AGIS_Os01g006890	214	798	756	753	96	570	929	417
AGIS_Os01g006900	0	0	0	0	0	0	0	0
AGIS_Os01g006910	0	0	0	0	0	0	0	0
AGIS_Os01g006920	14	42	61	39	34	48	18	57
AGIS_Os01g006930	768	1979	1744	1407	1044	1346	739	1091
AGIS_Os01g006940	224	243	284	237	281	185	166	204
AGIS_Os01g006950	214	381	324	213	280	283	206	339
AGIS_Os01g006960	104	30	81	76	11	27	28	43
AGIS_Os01g006970	199	186	145	150	137	156	159	140
AGIS_Os01g006980	690	519	383	487	583	343	487	603
AGIS_Os01g006990	0	0	0	0	0	0	0	0
AGIS_Os01g007000	157	279	269	199	321	258	174	210
AGIS_Os01g007010	0	0	0	0	0	0	0	0
AGIS_Os01g007020	0	0	0	0	0	0	0	0
AGIS_Os01g007030	71	173	186	156	196	117	28	132
AGIS_Os01g007040	1891	1448	1079	1329	3822	856	2019	1800
AGIS_Os01g007050	0	0	0	0	0	0	0	0
AGIS_Os01g007060	1248	1267	1314	1492	1060	1024	1241	1353
AGIS_Os01g007070	1876	2006	1616	1611	1658	1701	2085	2236
AGIS_Os01g007080	84	479	639	366	339	324	60	279
AGIS_Os01g007090	653	1231	1252	1070	1194	980	400	1392
AGIS_Os01g007100	327	155	39	121	34	64	97	47
AGIS_Os01g007110	881	651	453	724	605	676	1021	926
AGIS_Os01g007120	150	180	299	203	156	98	56	147
AGIS_Os01g007130	0	0	0	0	0	0	0	0
AGIS_Os01g007140	434	285	256	469	374	389	501	548
AGIS_Os01g007150	0	0	0	0	0	0	0	0
AGIS_Os01g007160	0	0	0	0	0	0	0	0
AGIS_Os01g007170	0	0	0	0	0	0	0	6
AGIS_Os01g007180	36	200	212	162	70	142	42	110
AGIS_Os01g007190	342	150	103	248	212	183	72	313
AGIS_Os01g007200	1	5	0	8	0	0	0	0
AGIS_Os01g007210	94	316	223	239	158	257	206	247
AGIS_Os01g007220	94	106	105	59	56	135	140	127
AGIS_Os01g007230	3759	4574	4209	4937	4022	3673	3824	6019
AGIS_Os01g007240	3	0	0	0	0	0	0	0
AGIS_Os01g007250	486	399	344	372	509	414	389	550
AGIS_Os01g007260	0	0	0	0	0	0	0	0
AGIS_Os01g007270	42	28	55	53	34	27	59	36
AGIS_Os01g007280	0	0	0	0	0	0	0	0
AGIS_Os01g007290	0	0	0	0	0	0	0	0
AGIS_Os01g007300	7	0	0	0	0	0	0	0
AGIS_Os01g007310	0	0	0	0	0	0	0	0
AGIS_Os01g007320	332	211	225	215	282	195	286	247
AGIS_Os01g007330	1460	1622	1032	1358	1123	1180	1909	1840
AGIS_Os01g007340	494	275	175	317	198	165	473	446
AGIS_Os01g007350	108	139	158	104	124	118	95	104
AGIS_Os01g007360	83	148	70	83	110	102	84	167
AGIS_Os01g007370	15414	25427	28809	20204	21349	17943	18013	22353
AGIS_Os01g007380	28	36	22	32	16	31	82	43
AGIS_Os01g007390	0	0	0	0	0	0	0	0
AGIS_Os01g007400	0	0	0	0	0	0	0	0
AGIS_Os01g007410	0	8	4	0	0	0	0	0
AGIS_Os01g007420	405	1827	2305	1527	1231	1298	416	999
AGIS_Os01g007430	408	434	535	427	405	344	387	389
AGIS_Os01g007440	361	490	408	489	366	564	513	594
AGIS_Os01g007450	549	373	348	419	638	380	437	455
AGIS_Os01g007460	30	42	12	28	24	13	12	53
AGIS_Os01g007470	0	0	9	11	4	10	6	10
AGIS_Os01g007480	1676	876	1247	1202	350	581	1174	1069
AGIS_Os01g007490	284	232	209	219	221	207	323	300
AGIS_Os01g007500	92	98	50	72	61	75	62	114
AGIS_Os01g007510	2013	2048	1968	1690	2250	1574	1703	1686
AGIS_Os01g007520	8	183	15	4	66	7	50	30
AGIS_Os01g007530	188	290	263	275	187	286	355	221
AGIS_Os01g007540	307	161	102	202	249	173	139	131
AGIS_Os01g007550	0	20	47	4	6	18	0	2
AGIS_Os01g007560	6	108	128	50	54	73	0	12
AGIS_Os01g007570	90	181	238	116	116	180	103	52
AGIS_Os01g007580	8	20	28	6	0	26	4	16
AGIS_Os01g007590	241	405	419	391	259	292	326	399
AGIS_Os01g007600	0	0	0	0	0	0	0	0
AGIS_Os01g007610	498	294	227	303	392	342	550	428
AGIS_Os01g007620	923	770	560	622	663	666	1235	872
AGIS_Os01g007630	1293	2433	2400	2049	2564	2160	1642	2097
AGIS_Os01g007640	0	0	0	0	0	0	0	0
AGIS_Os01g007650	6	7	0	3	10	16	0	12
AGIS_Os01g007660	1340	2482	2288	2059	2511	2215	1454	2314
AGIS_Os01g007670	10061	6396	5653	6869	6707	5241	9212	9444
AGIS_Os01g007680	703	1010	948	849	837	763	713	849
AGIS_Os01g007690	159	304	454	152	433	348	191	253
AGIS_Os01g007700	0	0	0	0	0	0	0	0
AGIS_Os01g007710	0	0	0	0	0	0	0	0
AGIS_Os01g007720	2256	2599	2554	1994	3674	1945	2713	2762
AGIS_Os01g007730	0	0	0	0	0	0	0	0
AGIS_Os01g007740	51	105	238	35	989	125	267	131
AGIS_Os01g007750	0	0	0	0	0	0	0	0
AGIS_Os01g007760	438	672	590	445	661	502	473	595
AGIS_Os01g007770	0	0	0	0	0	0	0	0
AGIS_Os01g007780	37	8	4	18	24	0	28	0
AGIS_Os01g007790	246	399	295	253	184	141	141	124
AGIS_Os01g007800	0	0	0	0	0	0	0	0
AGIS_Os01g007810	0	0	0	0	0	0	0	0
AGIS_Os01g007820	0	0	0	0	0	0	0	0
AGIS_Os01g007830	0	2	10	0	0	9	0	0
AGIS_Os01g007840	2174	3463	3230	3138	2564	3193	2135	3578
AGIS_Os01g007850	0	0	0	0	0	0	0	1
AGIS_Os01g007860	0	0	0	0	0	0	0	0
AGIS_Os01g007870	251	242	329	321	192	186	3038	441
AGIS_Os01g007880	38	18	24	5	45	30	57	16
AGIS_Os01g007890	0	0	0	0	0	0	0	0
AGIS_Os01g007900	1040	2344	2855	2154	2464	2103	1407	2220
AGIS_Os01g007910	288	625	605	526	427	479	301	366
AGIS_Os01g007920	229	140	200	163	237	214	154	252
AGIS_Os01g007930	24	22	15	25	22	9	8	9
AGIS_Os01g007940	185	393	310	238	318	398	269	239
AGIS_Os01g007950	75	20	25	24	40	31	44	35
AGIS_Os01g007960	544	570	450	621	651	514	453	630
AGIS_Os01g007970	22	122	77	85	83	89	18	49
AGIS_Os01g007980	36	169	126	138	137	119	34	80
AGIS_Os01g007990	4262	4279	3476	3535	3112	2820	3255	3984
AGIS_Os01g008000	0	0	0	0	0	4	0	0
AGIS_Os01g008010	9	4	7	16	0	2	13	10
AGIS_Os01g008020	0	0	0	0	0	0	0	0
AGIS_Os01g008030	0	0	0	0	3	0	0	0
AGIS_Os01g008040	11	93	161	51	57	50	12	38
AGIS_Os01g008050	6	26	72	14	12	19	0	4
AGIS_Os01g008060	0	0	0	0	0	0	0	0
AGIS_Os01g008070	0	48	65	17	4	16	0	0
AGIS_Os01g008080	547	477	514	384	693	294	536	364
AGIS_Os01g008090	869	587	625	408	734	458	845	521
AGIS_Os01g008100	0	0	0	0	0	0	0	0
AGIS_Os01g008110	333	252	303	198	353	247	345	407
AGIS_Os01g008120	76	129	80	98	172	129	133	98
AGIS_Os01g008130	161	175	122	87	171	136	174	200
AGIS_Os01g008140	0	0	0	0	0	0	0	0
AGIS_Os01g008150	0	0	0	0	0	0	0	0
AGIS_Os01g008160	10	28	36	7	0	14	12	3
AGIS_Os01g008170	5585	4741	2771	3399	4056	4637	6038	5039
AGIS_Os01g008180	0	0	0	0	0	0	0	0
AGIS_Os01g008190	0	0	0	0	0	0	0	0
AGIS_Os01g008200	49	14	66	24	546	32	26	18
AGIS_Os01g008210	380	511	612	541	325	378	247	346
AGIS_Os01g008220	3988	4545	3959	4412	3817	3792	5060	5849
AGIS_Os01g008230	3737	3309	3646	2934	3910	3071	4196	4087
AGIS_Os01g008240	342	318	246	266	255	332	332	530
AGIS_Os01g008250	1491	1460	1403	1293	1133	1055	1593	1064
AGIS_Os01g008260	0	0	0	0	0	0	0	0
AGIS_Os01g008270	0	2	6	0	0	1	0	0
AGIS_Os01g008280	3929	3059	3148	3091	3219	1913	3406	2931
AGIS_Os01g008290	418	372	323	245	958	419	729	541
AGIS_Os01g008300	0	0	0	0	0	0	0	0
AGIS_Os01g008310	92	42	26	41	45	48	166	99
AGIS_Os01g008320	0	10	18	0	26	17	38	14
AGIS_Os01g008330	349	504	556	414	417	527	377	526
AGIS_Os01g008340	0	0	0	0	0	0	0	0
AGIS_Os01g008350	0	0	0	0	0	0	0	0
AGIS_Os01g008360	266	194	156	245	263	80	68	360
AGIS_Os01g008370	0	0	0	0	0	0	0	0
AGIS_Os01g008380	4	0	0	0	0	0	0	1
AGIS_Os01g008390	54	121	69	63	70	73	77	67
AGIS_Os01g008400	117	185	164	101	157	78	167	109
AGIS_Os01g008410	54	173	271	184	142	184	97	107
AGIS_Os01g008420	176	609	544	449	446	369	86	340
AGIS_Os01g008430	1687	1937	1686	1434	1250	1284	1575	1819
AGIS_Os01g008440	378	245	269	269	160	292	323	280
AGIS_Os01g008450	1262	1026	1110	704	2004	886	1274	1058
AGIS_Os01g008460	1	0	1	4	0	6	0	0
AGIS_Os01g008470	2366	1212	1034	829	1972	991	1510	1110
AGIS_Os01g008480	982	1097	1182	1255	838	932	1370	1313
AGIS_Os01g008490	472	934	835	792	609	820	424	1107
AGIS_Os01g008500	9	0	20	2	24	6	29	17
AGIS_Os01g008510	2034	1220	781	1786	632	897	1263	2473
AGIS_Os01g008520	1657	1526	1128	1188	954	1185	1665	1296
AGIS_Os01g008530	0	0	8	0	12	8	0	20
AGIS_Os01g008540	0	0	0	0	0	0	0	0
AGIS_Os01g008550	0	0	0	0	0	0	0	0
AGIS_Os01g008560	0	0	0	0	0	0	0	0
AGIS_Os01g008570	0	0	0	0	0	0	0	0
AGIS_Os01g008580	0	0	0	0	0	0	0	0
AGIS_Os01g008590	115	124	171	53	891	203	282	389
AGIS_Os01g008600	6	8	0	8	2	7	12	10
AGIS_Os01g008610	386	358	296	432	318	304	403	510
AGIS_Os01g008620	567	554	419	538	382	390	603	710
AGIS_Os01g008630	1	4	0	0	0	3	0	0
AGIS_Os01g008640	102	174	109	165	176	116	143	168
AGIS_Os01g008650	541	723	664	597	563	617	561	752
AGIS_Os01g008660	0	0	1	0	8	4	0	0
AGIS_Os01g008670	91	43	16	63	27	28	97	39
AGIS_Os01g008680	145	156	101	112	162	146	113	190
AGIS_Os01g008690	11	19	27	10	7	31	56	28
AGIS_Os01g008700	88	153	191	87	77	142	44	90
AGIS_Os01g008710	20	4	24	20	6	5	0	27
AGIS_Os01g008720	0	0	0	0	0	0	0	0
AGIS_Os01g008730	0	30	4	51	13	4	0	17
AGIS_Os01g008740	8	84	101	57	90	58	0	59
AGIS_Os01g008750	1016	1801	2033	1437	1595	1509	1088	1460
AGIS_Os01g008760	0	0	0	0	0	0	0	0
AGIS_Os01g008770	0	0	0	0	0	0	0	0
AGIS_Os01g008780	700	584	601	464	1043	596	1181	1338
AGIS_Os01g008790	87	68	44	32	28	32	21	60
AGIS_Os01g008800	0	0	0	0	0	0	0	0
AGIS_Os01g008810	305	114	139	134	316	169	257	290
AGIS_Os01g008820	19	5	2	1	74	0	0	22
AGIS_Os01g008830	0	0	0	0	0	0	0	0
AGIS_Os01g008840	917	1096	1340	1041	660	961	1047	1011
AGIS_Os01g008850	0	0	0	0	0	0	0	0
AGIS_Os01g008860	0	0	0	0	0	0	0	0
AGIS_Os01g008870	139	470	379	435	325	433	254	337
AGIS_Os01g008880	1017	1097	1133	1150	850	924	1267	1075
AGIS_Os01g008890	23	54	71	29	43	30	32	11
AGIS_Os01g008900	0	0	0	0	0	0	0	0
AGIS_Os01g008910	457	762	748	671	635	612	686	664
AGIS_Os01g008920	209	145	188	208	159	242	168	319
AGIS_Os01g008930	269	275	261	256	241	348	368	357
AGIS_Os01g008940	10	0	0	0	2	7	0	14
AGIS_Os01g008950	0	0	0	0	0	0	0	0
AGIS_Os01g008960	0	0	0	0	0	0	0	0
AGIS_Os01g008970	3122	2038	1834	1293	177	485	828	506
AGIS_Os01g008980	0	0	0	0	0	0	0	0
AGIS_Os01g008990	0	0	0	0	0	0	0	0
AGIS_Os01g009000	632	900	1006	900	667	865	774	805
AGIS_Os01g009010	287	471	276	210	640	252	477	275
AGIS_Os01g009020	1207	927	987	844	1393	814	1017	1314
AGIS_Os01g009030	359	195	191	189	228	298	200	442
AGIS_Os01g009040	0	0	0	0	0	0	0	0
AGIS_Os01g009050	0	0	0	0	0	0	0	0
AGIS_Os01g009060	0	0	0	0	0	0	0	0
AGIS_Os01g009070	0	4	0	1	8	0	0	6
AGIS_Os01g009080	121	92	114	105	114	60	26	34
AGIS_Os01g009090	347	1135	1330	877	495	734	338	497
AGIS_Os01g009100	0	0	0	0	0	0	0	0
AGIS_Os01g009110	0	0	0	0	0	0	0	0
AGIS_Os01g009120	702	559	414	298	404	269	462	365
AGIS_Os01g009130	0	0	0	0	0	8	0	0
AGIS_Os01g009140	36	53	77	66	10	20	21	21
AGIS_Os01g009150	1636	995	925	907	982	782	1480	1216
AGIS_Os01g009160	39	43	69	48	20	64	34	55
AGIS_Os01g009170	20	26	16	26	70	18	10	0
AGIS_Os01g009180	0	0	0	0	0	0	0	0
AGIS_Os01g009190	0	0	0	0	0	0	0	0
AGIS_Os01g009200	5	0	0	4	0	0	0	0
AGIS_Os01g009210	1173	976	904	854	1100	813	1384	1144
AGIS_Os01g009220	144	229	279	190	202	223	158	189
AGIS_Os01g009230	0	0	0	0	0	0	0	2
AGIS_Os01g009240	0	0	0	0	0	0	0	0
AGIS_Os01g009250	0	0	0	0	0	0	0	0
AGIS_Os01g009260	78	68	62	38	12	23	75	18
AGIS_Os01g009270	0	0	0	0	0	0	0	0
AGIS_Os01g009280	0	0	0	0	0	0	0	0
AGIS_Os01g009290	0	0	0	0	0	0	0	0
AGIS_Os01g009300	0	0	0	0	0	0	0	0
AGIS_Os01g009310	96	273	271	200	274	277	201	203
AGIS_Os01g009320	40	60	57	59	60	39	64	54
AGIS_Os01g009330	0	0	0	0	0	0	0	0
AGIS_Os01g009340	3166	2669	1883	2090	1920	2507	2964	2523
AGIS_Os01g009350	306	281	176	273	335	235	233	263
AGIS_Os01g009360	1168	1278	1064	1327	974	1158	1341	1618
AGIS_Os01g009370	246	141	71	158	148	161	83	164
AGIS_Os01g009380	50	96	45	59	19	86	30	36
AGIS_Os01g009390	0	8	4	12	2	24	16	31
AGIS_Os01g009400	171	120	77	92	86	76	98	109
AGIS_Os01g009410	27	39	43	14	33	50	36	77
AGIS_Os01g009420	30	18	24	23	32	21	2	16
AGIS_Os01g009430	0	0	0	0	0	0	0	0
AGIS_Os01g009440	0	0	10	12	0	0	0	2
