GeneID	pho2mockLP_1	pho2mockLP_2	pho2mockLP_3	pho2mockLP_4	pho2mockHP_1	pho2mockHP_2	pho2mockHP_3	pho2mockHP_4
AGIS_Os07g028400	0	0	0	0	0	0	0	0
AGIS_Os07g028410	0	0	0	0	0	0	0	0
AGIS_Os07g028420	0	0	0	0	0	0	0	0
AGIS_Os07g028430	0	0	0	0	0	0	0	0
AGIS_Os07g028440	0	0	0	0	0	0	0	0
AGIS_Os07g028450	0	0	4	1	0	2	0	0
AGIS_Os07g028460	0	0	0	0	0	0	0	0
AGIS_Os07g028470	0	0	0	0	0	0	0	0
AGIS_Os07g028480	0	0	0	0	0	0	0	0
AGIS_Os07g028490	0	0	0	0	0	0	0	0
AGIS_Os07g028500	343	579	683	1079	364	634	641	693
AGIS_Os07g028510	154	403	384	305	215	321	266	227
AGIS_Os07g028520	0	0	0	0	0	0	0	0
AGIS_Os07g028530	0	0	0	0	0	0	0	0
AGIS_Os07g028540	1042	1370	1186	1179	1487	1090	1303	1335
AGIS_Os07g028550	217	500	412	307	371	420	155	567
AGIS_Os07g028560	347	704	626	662	366	476	387	522
AGIS_Os07g028570	12	15	41	11	0	9	0	7
AGIS_Os07g028580	799	829	767	726	898	799	886	979
AGIS_Os07g028590	716	1579	1469	1081	1443	1020	397	976
AGIS_Os07g028600	1164	1644	1937	1786	1613	1501	1122	1861
AGIS_Os07g028610	12	7	0	0	0	0	0	3
AGIS_Os07g028620	778	699	561	599	727	620	840	659
AGIS_Os07g028630	441	490	503	683	448	404	593	625
AGIS_Os07g028640	0	0	0	0	0	0	0	0
AGIS_Os07g028650	114	124	106	128	130	172	117	174
AGIS_Os07g028660	1393	1290	1138	1124	1278	858	1435	1767
AGIS_Os07g028670	0	0	0	0	0	0	0	0
AGIS_Os07g028680	352	447	417	418	336	365	385	394
AGIS_Os07g028690	0	0	0	0	0	0	0	0
AGIS_Os07g028700	38	36	34	52	30	35	32	61
AGIS_Os07g028710	181	112	109	96	132	90	82	107
AGIS_Os07g028720	1053	671	722	803	997	904	1015	1102
AGIS_Os07g028730	0	0	0	0	0	0	0	0
AGIS_Os07g028740	52	71	163	83	37	94	80	135
AGIS_Os07g028750	841	773	589	730	676	595	636	852
AGIS_Os07g028760	0	0	0	0	0	0	0	0
AGIS_Os07g028770	407	201	119	266	170	157	222	403
AGIS_Os07g028780	41	23	36	21	10	6	19	40
AGIS_Os07g028790	0	0	0	0	0	0	0	0
AGIS_Os07g028800	235	454	585	252	434	301	268	321
AGIS_Os07g028810	198	240	183	266	174	202	330	278
AGIS_Os07g028820	479	1436	1779	1146	872	1249	535	783
AGIS_Os07g028830	54	30	45	50	79	47	23	65
AGIS_Os07g028840	0	0	0	0	0	0	0	0
AGIS_Os07g028850	43	20	47	56	27	42	53	48
AGIS_Os07g028860	3757	3101	3173	4182	4997	3031	3774	6365
AGIS_Os07g028870	30	148	169	114	135	114	107	112
AGIS_Os07g028880	0	0	0	0	0	0	0	0
AGIS_Os07g028890	0	0	0	0	0	0	0	0
AGIS_Os07g028900	551	1338	1806	1293	1291	1257	642	1305
AGIS_Os07g028910	0	0	0	0	0	0	0	0
AGIS_Os07g028920	176	193	206	304	107	158	245	317
AGIS_Os07g028930	6964	5481	5036	4819	3883	4064	6980	5622
AGIS_Os07g028940	0	0	0	4	0	0	0	0
AGIS_Os07g028950	0	0	0	0	0	0	0	0
AGIS_Os07g028960	0	0	0	0	0	0	0	0
AGIS_Os07g028970	0	0	0	0	0	0	0	0
AGIS_Os07g028980	0	0	0	0	0	0	0	0
AGIS_Os07g028990	0	0	0	4	0	0	0	0
AGIS_Os07g029000	797	826	1055	976	185	611	1052	436
AGIS_Os07g029010	132	389	384	280	164	297	160	226
AGIS_Os07g029020	4	117	109	86	104	85	24	45
AGIS_Os07g029030	0	0	0	0	0	0	0	0
AGIS_Os07g029040	0	0	0	0	0	0	0	0
AGIS_Os07g029050	0	0	0	0	0	0	0	0
AGIS_Os07g029060	44	175	176	111	115	95	0	79
AGIS_Os07g029070	0	0	0	0	0	0	0	0
AGIS_Os07g029080	0	0	0	0	0	0	0	0
AGIS_Os07g029090	0	0	0	0	0	0	0	0
AGIS_Os07g029100	0	0	0	0	0	0	0	0
AGIS_Os07g029110	0	0	0	0	0	0	0	0
AGIS_Os07g029120	0	0	0	0	0	0	0	0
AGIS_Os07g029130	0	0	0	0	0	0	0	0
AGIS_Os07g029140	0	0	0	0	0	0	0	0
AGIS_Os07g029150	0	0	0	0	0	0	0	0
AGIS_Os07g029160	14	82	102	36	46	28	38	18
AGIS_Os07g029170	0	0	0	0	0	0	0	0
AGIS_Os07g029180	0	0	0	0	0	0	0	0
AGIS_Os07g029190	0	0	0	0	0	0	0	0
AGIS_Os07g029200	0	0	0	0	0	0	0	0
AGIS_Os07g029210	196	599	587	464	394	414	228	418
AGIS_Os07g029220	2927	3345	3298	3379	3049	2667	3412	4318
AGIS_Os07g029230	90	69	91	128	86	88	206	115
AGIS_Os07g029240	0	0	0	0	0	0	14	0
AGIS_Os07g029250	0	0	0	0	0	0	0	0
AGIS_Os07g029260	0	0	0	0	0	0	0	0
AGIS_Os07g029270	0	0	0	0	0	1	0	2
AGIS_Os07g029280	0	0	0	0	0	0	0	0
AGIS_Os07g029290	0	0	0	0	0	0	0	0
AGIS_Os07g029300	10	73	60	42	58	63	30	16
AGIS_Os07g029310	14	60	72	42	52	64	33	35
AGIS_Os07g029320	144	226	162	218	150	185	224	209
AGIS_Os07g029330	1184	656	650	961	332	598	931	853
AGIS_Os07g029340	0	0	0	0	0	0	0	0
AGIS_Os07g029350	1712	1917	1429	1718	1858	1511	2309	1754
AGIS_Os07g029360	0	0	0	0	0	0	0	0
AGIS_Os07g029370	1	0	0	0	0	0	0	0
AGIS_Os07g029380	999	792	612	798	881	454	832	784
AGIS_Os07g029390	1221	912	1008	764	1338	611	915	625
AGIS_Os07g029400	0	0	0	0	0	0	0	0
AGIS_Os07g029410	247	793	879	602	469	503	301	382
AGIS_Os07g029420	148	210	186	217	174	232	160	219
AGIS_Os07g029430	10	15	23	8	43	1	0	12
AGIS_Os07g029440	729	920	789	756	558	727	825	778
AGIS_Os07g029450	241	566	499	454	466	546	196	368
AGIS_Os07g029460	478	255	400	233	280	218	284	345
AGIS_Os07g029470	119	187	121	110	155	178	138	134
AGIS_Os07g029480	40	25	61	50	39	41	2	21
AGIS_Os07g029490	0	0	0	0	0	0	0	0
AGIS_Os07g029500	0	0	0	0	0	0	0	0
AGIS_Os07g029510	0	2	0	0	0	0	0	0
AGIS_Os07g029520	29	48	64	54	165	76	56	76
AGIS_Os07g029530	326	270	384	490	166	327	423	326
AGIS_Os07g029540	1	5	4	0	2	0	0	2
AGIS_Os07g029550	0	0	0	0	0	0	0	0
AGIS_Os07g029560	0	0	0	0	0	0	0	0
AGIS_Os07g029570	545	484	661	442	855	413	352	454
AGIS_Os07g029580	0	0	0	0	0	0	0	0
AGIS_Os07g029590	0	0	0	0	0	0	0	0
AGIS_Os07g029600	0	0	0	0	0	0	0	0
AGIS_Os07g029610	0	0	0	0	0	0	0	0
AGIS_Os07g029620	0	0	0	0	0	0	0	0
AGIS_Os07g029630	0	20	1	2	13	0	10	12
AGIS_Os07g029640	210	139	151	124	438	95	206	384
AGIS_Os07g029650	1038	601	538	435	1386	600	692	1056
AGIS_Os07g029660	0	0	0	0	0	0	0	0
AGIS_Os07g029670	423	450	432	428	410	222	440	359
AGIS_Os07g029680	0	0	0	0	0	0	0	0
AGIS_Os07g029690	888	648	667	554	1297	491	1098	874
AGIS_Os07g029700	3266	5216	5614	5813	464	5438	7062	2960
AGIS_Os07g029710	729	946	976	1044	777	863	623	1346
AGIS_Os07g029720	0	0	0	0	0	0	0	0
AGIS_Os07g029730	458	350	343	390	253	334	376	498
AGIS_Os07g029740	86	90	66	83	27	30	162	54
AGIS_Os07g029750	260	1123	1170	852	686	840	366	634
AGIS_Os07g029760	1348	1060	940	979	1009	995	1472	1149
AGIS_Os07g029770	10	154	124	104	83	76	0	26
AGIS_Os07g029780	0	2	8	0	11	0	0	0
AGIS_Os07g029790	66	283	250	169	250	203	26	220
AGIS_Os07g029800	68	145	185	156	149	198	108	149
AGIS_Os07g029810	143	468	533	336	477	366	96	442
AGIS_Os07g029820	97	241	319	245	379	195	62	230
AGIS_Os07g029830	0	7	1	0	4	1	0	3
AGIS_Os07g029840	0	0	0	0	0	0	0	0
AGIS_Os07g029850	0	0	0	0	0	0	0	0
AGIS_Os07g029860	589	2475	2625	922	2416	1572	1741	1286
AGIS_Os07g029870	481	818	855	959	786	802	573	845
AGIS_Os07g029880	0	0	0	0	0	0	0	0
AGIS_Os07g029890	0	0	0	0	0	0	0	0
AGIS_Os07g029900	0	0	0	0	0	0	0	0
AGIS_Os07g029910	1017	611	704	582	750	700	656	978
AGIS_Os07g029920	104	102	86	33	56	88	104	118
AGIS_Os07g029930	0	0	0	0	0	0	0	0
AGIS_Os07g029940	0	0	0	0	0	0	0	0
AGIS_Os07g029950	20	26	28	30	18	8	0	33
AGIS_Os07g029960	0	0	0	0	0	0	0	0
AGIS_Os07g029970	5	0	4	1	12	9	0	5
AGIS_Os07g029980	0	0	0	0	0	0	0	0
AGIS_Os07g029990	0	0	0	0	0	0	0	0
AGIS_Os07g030000	0	0	0	0	0	0	0	2
AGIS_Os07g030010	0	0	0	0	0	0	0	0
AGIS_Os07g030020	0	0	0	0	0	0	0	0
AGIS_Os07g030030	562	265	356	329	472	475	355	614
AGIS_Os07g030040	627	1175	1060	1089	937	943	754	1108
AGIS_Os07g030050	309	158	143	227	73	145	238	186
AGIS_Os07g030060	76	31	30	39	34	23	76	39
AGIS_Os07g030070	194	548	208	243	661	307	327	431
AGIS_Os07g030080	0	0	0	0	0	0	0	0
AGIS_Os07g030090	0	0	0	0	0	0	0	0
AGIS_Os07g030100	0	0	0	0	0	0	0	0
AGIS_Os07g030110	10116	9162	8575	5638	4448	5337	8330	6583
AGIS_Os07g030120	0	0	0	0	0	0	0	0
AGIS_Os07g030130	2	2	0	7	21	8	0	8
AGIS_Os07g030140	1137	1937	1448	2404	127	2544	2707	1306
AGIS_Os07g030150	0	0	0	0	0	0	0	0
AGIS_Os07g030160	0	0	0	0	0	0	0	0
AGIS_Os07g030170	40	6	0	2	0	0	0	18
AGIS_Os07g030180	0	0	0	0	0	0	0	0
AGIS_Os07g030190	0	0	0	0	26	0	14	0
AGIS_Os07g030200	0	0	0	0	0	0	0	0
AGIS_Os07g030210	0	0	0	0	0	0	0	0
AGIS_Os07g030220	0	0	0	0	0	0	0	0
AGIS_Os07g030230	0	0	0	0	0	0	0	0
AGIS_Os07g030240	0	0	0	0	0	0	0	0
AGIS_Os07g030250	46	119	99	76	16	109	128	80
AGIS_Os07g030260	38	398	88	34	3625	40	193	133
AGIS_Os07g030270	0	0	0	0	0	0	0	0
AGIS_Os07g030280	0	30	26	0	1184	0	34	9
AGIS_Os07g030290	0	0	0	2	0	0	0	0
AGIS_Os07g030300	0	0	0	0	0	0	0	0
AGIS_Os07g030310	0	0	0	0	0	0	0	0
AGIS_Os07g030320	0	0	0	1	0	0	0	0
AGIS_Os07g030330	0	0	0	0	0	0	0	0
AGIS_Os07g030340	0	0	4	0	0	0	0	0
AGIS_Os07g030350	0	0	0	0	0	0	0	0
AGIS_Os07g030360	0	0	0	0	0	0	0	0
AGIS_Os07g030370	0	0	0	0	0	0	0	0
AGIS_Os07g030380	0	0	0	0	0	0	0	0
AGIS_Os07g030390	948	663	650	653	647	410	651	819
AGIS_Os07g030400	0	0	0	0	0	0	0	0
AGIS_Os07g030410	0	8	22	10	1	6	0	0
AGIS_Os07g030420	0	0	0	0	0	0	0	0
AGIS_Os07g030430	0	0	0	0	0	0	0	0
AGIS_Os07g030440	0	0	0	0	0	0	14	0
AGIS_Os07g030450	0	0	0	0	0	0	0	0
AGIS_Os07g030460	0	0	0	0	0	0	0	0
AGIS_Os07g030470	0	0	0	0	0	0	0	0
AGIS_Os07g030480	0	0	0	0	0	0	0	0
AGIS_Os07g030490	0	10	0	0	8	1	0	0
AGIS_Os07g030500	0	0	0	0	0	0	0	0
AGIS_Os07g030510	198	479	631	553	271	500	158	384
AGIS_Os07g030520	8	33	34	14	0	69	47	20
AGIS_Os07g030530	0	0	0	0	0	0	0	0
AGIS_Os07g030540	0	0	0	0	0	0	0	0
AGIS_Os07g030550	0	0	0	0	0	0	0	0
AGIS_Os07g030560	0	0	0	0	0	0	0	0
AGIS_Os07g030570	65696	46707	44853	50782	27964	40477	78298	44083
AGIS_Os07g030580	1342	1109	752	1140	780	954	1439	1809
AGIS_Os07g030590	24360	17337	14632	15326	15332	15115	23740	17458
AGIS_Os07g030600	37	145	123	107	134	120	98	100
AGIS_Os07g030610	467	496	466	382	314	320	228	257
AGIS_Os07g030620	430	213	177	155	415	215	341	289
AGIS_Os07g030630	0	0	0	0	0	0	0	0
AGIS_Os07g030640	1056	933	1062	800	1239	793	1456	1421
AGIS_Os07g030650	546	553	505	394	561	401	625	447
AGIS_Os07g030660	0	0	0	0	0	0	0	0
AGIS_Os07g030670	706	330	284	307	204	392	380	685
AGIS_Os07g030680	0	2	0	0	0	0	0	0
AGIS_Os07g030690	12	0	0	0	0	1	16	6
AGIS_Os07g030700	0	0	0	0	0	0	0	0
AGIS_Os07g030710	203	57	143	70	8	236	154	147
AGIS_Os07g030720	168	111	106	105	99	129	122	211
AGIS_Os07g030730	804	958	913	811	957	920	638	903
AGIS_Os07g030740	131	449	447	360	300	516	230	336
AGIS_Os07g030750	430	1022	1164	944	775	789	533	740
AGIS_Os07g030760	0	0	0	0	0	0	0	0
AGIS_Os07g030770	0	0	0	0	0	0	0	0
AGIS_Os07g030780	0	0	0	0	0	0	0	0
AGIS_Os07g030790	0	0	0	0	0	0	0	0
AGIS_Os07g030800	0	0	0	0	0	0	0	0
AGIS_Os07g030810	35	2	10	14	0	12	0	5
AGIS_Os07g030820	0	0	0	0	0	0	0	0
AGIS_Os07g030830	0	0	0	0	0	0	0	0
AGIS_Os07g030840	711	277	304	282	958	443	656	911
AGIS_Os07g030850	0	0	0	0	0	0	0	0
AGIS_Os07g030860	200	120	111	95	127	85	201	325
AGIS_Os07g030870	0	0	0	0	0	0	0	0
AGIS_Os07g030880	0	0	0	0	0	0	0	0
AGIS_Os07g030890	220	164	72	93	34	127	132	73
AGIS_Os07g030900	0	0	1	6	0	4	0	4
AGIS_Os07g030910	64	42	21	25	32	28	44	88
AGIS_Os07g030920	0	0	0	3	0	0	10	0
AGIS_Os07g030930	643	381	344	250	316	263	303	473
AGIS_Os07g030940	6	10	14	28	4	22	34	26
AGIS_Os07g030950	0	75	91	58	76	49	12	27
AGIS_Os07g030960	0	71	26	14	11	16	20	4
AGIS_Os07g030970	0	0	0	0	0	0	0	0
AGIS_Os07g030980	601	648	672	475	1067	502	556	620
AGIS_Os07g030990	0	0	0	0	0	0	0	0
AGIS_Os07g031000	0	0	0	0	0	0	0	0
AGIS_Os07g031010	0	2	0	0	0	0	0	0
AGIS_Os07g031020	51	78	78	64	89	26	86	84
AGIS_Os07g031030	124	209	194	158	173	245	84	136
AGIS_Os07g031040	37	76	101	98	7	113	163	33
AGIS_Os07g031050	0	0	0	0	0	0	0	0
AGIS_Os07g031060	0	0	0	0	0	0	0	0
AGIS_Os07g031070	0	3	0	7	6	5	0	8
AGIS_Os07g031080	0	0	0	1	0	0	0	0
AGIS_Os07g031090	0	1	0	4	0	1	0	0
AGIS_Os07g031100	213	247	169	157	149	151	250	134
AGIS_Os07g031110	482	556	606	462	410	346	450	513
AGIS_Os07g031120	0	0	0	0	0	0	0	0
AGIS_Os07g031130	0	0	0	0	0	0	0	0
AGIS_Os07g031140	0	0	0	0	0	0	0	0
AGIS_Os07g031150	0	0	0	0	0	0	0	0
AGIS_Os07g031160	6	28	4	4	30	16	54	7
AGIS_Os07g031170	11	45	45	46	61	9	35	39
AGIS_Os07g031180	0	0	0	0	0	0	0	0
AGIS_Os07g031190	0	0	0	0	0	0	0	0
AGIS_Os07g031200	0	0	0	0	0	0	0	0
AGIS_Os07g031210	0	0	0	0	0	0	0	0
AGIS_Os07g031220	0	0	0	0	0	0	0	0
AGIS_Os07g031230	64	58	72	69	77	26	8	52
AGIS_Os07g031240	0	0	0	0	0	0	0	0
AGIS_Os07g031250	33	47	59	68	96	34	61	110
AGIS_Os07g031260	316	148	258	286	592	233	174	464
AGIS_Os07g031270	17	19	34	23	45	38	4	28
AGIS_Os07g031280	601	394	546	403	1308	459	706	770
AGIS_Os07g031290	107	150	219	175	345	91	166	231
AGIS_Os07g031300	13	12	3	14	36	2	0	0
AGIS_Os07g031310	51	143	114	66	153	61	82	54
AGIS_Os07g031320	4511	6371	6935	3577	3005	3958	5850	2806
AGIS_Os07g031330	0	0	0	0	0	0	0	0
AGIS_Os07g031340	2045	2144	2427	1425	3718	1680	2644	2732
AGIS_Os07g031350	17	96	153	29	311	76	116	62
AGIS_Os07g031360	736	850	930	650	1386	552	813	875
AGIS_Os07g031370	0	0	0	2	0	0	0	0
AGIS_Os07g031380	687	901	1098	802	750	751	677	1042
AGIS_Os07g031390	0	0	0	0	0	0	0	0
AGIS_Os07g031400	0	0	0	0	0	0	0	0
AGIS_Os07g031410	0	0	0	0	0	0	0	0
AGIS_Os07g031420	0	0	0	0	0	0	0	0
AGIS_Os07g031430	0	0	0	0	0	0	0	0
AGIS_Os07g031440	0	0	0	0	0	0	0	0
AGIS_Os07g031450	8223	10570	9482	11870	6922	7923	13354	10054
AGIS_Os07g031460	0	0	0	0	0	0	0	0
AGIS_Os07g031470	349	476	579	521	80	355	305	424
AGIS_Os07g031480	28135	30428	35537	33141	13479	23881	34478	23160
AGIS_Os07g031490	731	308	410	550	189	459	360	625
AGIS_Os07g031500	0	0	0	0	0	0	0	0
AGIS_Os07g031510	92	250	239	62	249	112	142	117
AGIS_Os07g031520	0	0	0	0	0	0	0	0
AGIS_Os07g031530	1124	2133	2598	945	6953	1590	3661	1359
AGIS_Os07g031540	132	125	41	118	150	120	221	181
AGIS_Os07g031550	576	600	481	656	585	499	429	848
AGIS_Os07g031560	184	183	155	99	104	137	85	105
AGIS_Os07g031570	32	98	52	38	6	28	12	6
AGIS_Os07g031580	24	17	1	31	4	3	0	12
AGIS_Os07g031590	0	6	0	5	0	0	0	0
AGIS_Os07g031600	0	4	16	1	5	2	0	0
AGIS_Os07g031610	28	8	0	10	0	5	0	4
AGIS_Os07g031620	267	52	61	191	129	79	214	239
AGIS_Os07g031630	0	0	0	0	0	0	0	0
AGIS_Os07g031640	379	380	329	348	275	320	290	316
AGIS_Os07g031650	455	495	420	348	721	353	285	593
AGIS_Os07g031660	0	144	96	49	105	10	32	22
AGIS_Os07g031670	0	10	6	4	4	1	0	0
AGIS_Os07g031680	20	121	113	96	56	82	14	53
AGIS_Os07g031690	0	12	0	3	0	0	0	1
AGIS_Os07g031700	154	100	191	85	274	107	138	149
AGIS_Os07g031710	76	37	66	40	193	32	8	131
AGIS_Os07g031720	0	0	0	0	0	0	0	0
AGIS_Os07g031730	0	22	0	4	29	2	0	7
AGIS_Os07g031740	281	296	473	228	736	356	354	483
AGIS_Os07g031750	0	0	0	0	0	0	0	0
AGIS_Os07g031760	650	732	748	516	749	474	620	924
AGIS_Os07g031770	0	0	0	0	0	0	0	0
AGIS_Os07g031780	0	0	0	0	0	0	0	0
AGIS_Os07g031790	984	537	388	440	532	406	516	934
AGIS_Os07g031800	1297	1490	1412	1147	1160	1203	975	1193
AGIS_Os07g031810	0	0	0	0	0	0	0	0
AGIS_Os07g031820	53	45	93	70	40	70	8	44
AGIS_Os07g031830	23	105	88	43	20	67	13	19
AGIS_Os07g031840	0	0	0	0	0	0	0	0
AGIS_Os07g031850	26	102	92	72	45	58	24	44
AGIS_Os07g031860	0	0	0	0	0	0	0	0
AGIS_Os07g031870	7884	4187	3894	5246	4233	3748	6139	5393
AGIS_Os07g031880	3	74	69	18	18	32	10	6
AGIS_Os07g031890	0	0	0	0	0	0	0	0
AGIS_Os07g031900	0	0	0	0	0	0	0	0
AGIS_Os07g031910	0	0	0	0	0	0	0	0
AGIS_Os07g031920	0	0	0	0	0	0	0	0
AGIS_Os07g031930	0	0	0	0	0	0	0	0
AGIS_Os07g031940	0	0	0	0	0	0	0	0
AGIS_Os07g031950	0	0	0	0	0	0	0	0
AGIS_Os07g031960	0	0	0	0	0	0	0	0
AGIS_Os07g031970	0	0	0	0	0	0	0	0
AGIS_Os07g031980	51	39	20	7	16	36	32	37
AGIS_Os07g031990	927	798	668	756	622	902	949	910
AGIS_Os07g032000	0	0	0	0	0	0	0	0
AGIS_Os07g032010	38	8	26	0	24	41	58	25
AGIS_Os07g032020	0	0	0	0	0	0	0	0
AGIS_Os07g032030	1202	1132	764	829	997	903	1188	1343
AGIS_Os07g032040	5877	4504	3825	3239	3857	3048	5034	4176
AGIS_Os07g032050	31	156	197	113	92	179	8	134
AGIS_Os07g032060	0	0	0	0	0	0	0	0
AGIS_Os07g032070	1238	1021	1060	1106	1115	860	1146	1296
AGIS_Os07g032080	78	149	137	113	54	186	156	95
AGIS_Os07g032090	1625	1750	931	1357	1171	1185	1462	1692
AGIS_Os07g032100	1164	1067	798	890	935	999	1464	1424
AGIS_Os07g032110	621	446	485	394	964	424	626	673
AGIS_Os07g032120	0	0	0	0	0	0	0	0
AGIS_Os07g032130	477	295	455	468	340	291	350	508
AGIS_Os07g032140	0	0	0	0	0	0	0	0
AGIS_Os07g032150	308	264	371	298	30	249	337	102
AGIS_Os07g032160	18	101	92	59	50	80	63	52
AGIS_Os07g032170	0	0	0	0	0	0	0	0
AGIS_Os07g032180	0	0	0	0	0	0	0	0
AGIS_Os07g032190	0	0	0	0	0	0	0	0
AGIS_Os07g032200	1	0	0	8	0	0	0	0
AGIS_Os07g032210	0	0	0	0	0	0	0	0
AGIS_Os07g032220	6	2	0	0	8	0	0	0
AGIS_Os07g032230	0	0	0	0	0	0	0	0
AGIS_Os07g032240	0	0	10	1	0	0	0	0
AGIS_Os07g032250	6	0	12	2	12	6	52	0
AGIS_Os07g032260	0	0	0	6	0	0	0	6
AGIS_Os07g032270	0	51	62	31	31	23	40	20
AGIS_Os07g032280	24	128	108	76	34	70	109	64
AGIS_Os07g032290	9480	4827	4858	6282	3653	4648	7233	6685
AGIS_Os07g032300	1023	771	742	831	861	586	956	726
AGIS_Os07g032310	182	92	40	54	44	114	92	185
AGIS_Os07g032320	162	278	179	132	173	241	154	172
AGIS_Os07g032330	0	0	0	4	0	0	28	7
AGIS_Os07g032340	427	402	388	503	368	405	389	674
AGIS_Os07g032350	2715	3141	2865	2868	2500	2446	2945	3411
AGIS_Os07g032360	325	245	260	174	155	228	244	191
AGIS_Os07g032370	479	362	231	327	399	317	501	402
AGIS_Os07g032380	0	0	0	0	0	0	0	0
AGIS_Os07g032390	0	0	0	0	0	0	0	0
AGIS_Os07g032400	0	0	0	0	0	0	0	0
AGIS_Os07g032410	499	594	464	567	865	377	603	444
AGIS_Os07g032420	0	9	20	2	72	7	14	4
AGIS_Os07g032430	374	325	299	342	648	187	278	384
AGIS_Os07g032440	0	0	0	0	0	0	0	0
AGIS_Os07g032450	1395	1373	1417	1516	1230	1214	954	1975
AGIS_Os07g032460	1658	1338	1180	1313	1296	894	1206	1364
AGIS_Os07g032470	66	30	25	31	142	41	108	90
AGIS_Os07g032480	129	86	68	162	98	137	177	195
AGIS_Os07g032490	0	0	0	0	0	0	0	0
AGIS_Os07g032500	0	0	0	0	0	0	0	0
AGIS_Os07g032510	0	0	0	0	0	0	0	0
AGIS_Os07g032520	0	0	0	0	0	0	0	0
AGIS_Os07g032530	159	35	58	45	102	37	86	81
AGIS_Os07g032540	40	49	11	37	66	16	0	26
AGIS_Os07g032550	0	0	0	0	0	0	0	0
AGIS_Os07g032560	0	0	0	0	0	0	0	0
AGIS_Os07g032570	0	0	0	0	0	0	0	0
AGIS_Os07g032580	36	1	6	12	0	18	0	29
AGIS_Os07g032590	814	943	545	968	1009	872	618	1360
AGIS_Os07g032600	0	7	6	0	0	0	0	0
AGIS_Os07g032610	1	38	48	36	20	10	0	0
AGIS_Os07g032620	329	451	458	330	326	273	312	385
AGIS_Os07g032630	0	0	0	0	0	0	0	0
AGIS_Os07g032640	988	918	673	726	918	844	1225	863
AGIS_Os07g032650	60	36	52	66	80	34	69	26
AGIS_Os07g032660	1398	940	1216	1109	696	929	923	1106
AGIS_Os07g032670	4	0	9	0	0	4	15	3
AGIS_Os07g032680	0	0	0	0	0	0	0	0
AGIS_Os07g032690	0	0	0	0	0	0	0	0
AGIS_Os07g032700	0	0	0	4	0	7	0	7
AGIS_Os07g032710	45	13	32	15	25	43	16	52
AGIS_Os07g032720	0	2	0	10	0	14	0	6
AGIS_Os07g032730	0	0	0	0	0	0	0	0
AGIS_Os07g032740	0	0	0	0	0	0	0	0
AGIS_Os07g032750	4	32	36	10	6	36	106	24
AGIS_Os07g032760	0	0	0	0	0	0	0	0
AGIS_Os07g032770	2	5	11	16	10	12	24	12
AGIS_Os07g032780	1850	4232	5379	4585	4055	3962	2207	5062
AGIS_Os07g032790	111	180	134	136	123	135	88	102
AGIS_Os07g032800	98	67	80	37	60	40	73	95
AGIS_Os07g032810	0	0	0	0	0	0	0	4
AGIS_Os07g032820	0	0	0	2	3	0	0	0
AGIS_Os07g032830	0	0	0	0	0	0	0	0
AGIS_Os07g032840	0	0	0	0	0	0	0	0
AGIS_Os07g032850	334	239	212	294	233	191	357	352
AGIS_Os07g032860	0	0	0	0	0	0	0	0
AGIS_Os07g032870	10	10	14	5	57	4	0	2
AGIS_Os07g032880	1064	817	715	659	742	554	1003	853
AGIS_Os07g032890	2	0	0	0	2	0	0	0
AGIS_Os07g032900	0	0	0	0	0	0	0	0
AGIS_Os07g032910	0	0	0	0	0	0	0	0
AGIS_Os07g032920	0	0	0	0	0	0	0	0
AGIS_Os07g032930	0	0	0	0	0	0	0	0
AGIS_Os07g032940	0	0	0	0	0	0	0	0
AGIS_Os07g032950	1606	1382	1544	1618	697	1571	2200	2106
AGIS_Os07g032960	122	144	136	126	98	181	146	173
AGIS_Os07g032970	36	110	132	61	82	86	39	59
AGIS_Os07g032980	772	908	871	732	815	766	1009	941
AGIS_Os07g032990	171	140	115	100	112	127	125	189
AGIS_Os07g033000	364	395	267	220	164	240	379	502
AGIS_Os07g033010	1246	1741	2031	1566	1060	1312	1361	1503
AGIS_Os07g033020	0	0	0	0	0	0	0	0
AGIS_Os07g033030	0	0	0	0	0	0	0	0
AGIS_Os07g033040	116	38	33	155	43	22	47	79
AGIS_Os07g033050	429	696	842	647	332	672	347	606
AGIS_Os07g033060	2	9	6	0	0	10	4	22
AGIS_Os07g033070	0	0	0	14	0	0	0	2
AGIS_Os07g033080	542	582	607	552	353	489	838	518
AGIS_Os07g033090	0	0	0	0	0	0	0	0
AGIS_Os07g033100	857	876	792	836	759	694	697	785
AGIS_Os07g033110	4	0	0	8	2	0	0	0
AGIS_Os07g033120	4	2	12	12	0	51	34	88
AGIS_Os07g033130	0	0	0	0	0	0	0	0
AGIS_Os07g033140	838	623	353	659	654	522	684	1002
AGIS_Os07g033150	1533	1629	1361	1305	2086	1271	1744	3140
AGIS_Os07g033160	0	14	2	0	16	0	40	10
AGIS_Os07g033170	0	0	0	0	0	0	0	0
AGIS_Os07g033180	196	136	99	189	100	64	188	149
AGIS_Os07g033190	0	0	0	0	0	0	0	0
AGIS_Os07g033200	0	0	0	0	0	0	0	0
AGIS_Os07g033210	0	0	0	0	0	0	0	0
AGIS_Os07g033220	119	117	29	119	75	60	37	123
AGIS_Os07g033230	73	52	38	80	42	29	35	56
AGIS_Os07g033240	26	64	12	22	4	32	22	17
