,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
6351,AGIS_Os01g063510, 1.329361e-01, 4.1090934137, 4.942238e-01,5.077779e-01,0.9999110,Not_significant,1.696640e+01,1.735236e+01,1.336583e+01,1.820712e+01,1.781988e+01,1.732042e+01,1.918176e+01,1.752285e+01
6352,AGIS_Os01g063520, 8.187074e-02, 2.2213154856, 8.520907e-02,7.799567e-01,0.9999110,Not_significant,4.710521e+00,4.013954e+00,4.473997e+00,4.481444e+00,3.481296e+00,4.427776e+00,6.993775e+00,4.404039e+00
6353,AGIS_Os01g063530, 1.638303e-01, 2.0319993359, 1.994502e-01,6.705704e-01,0.9999110,Not_significant,3.708736e+00,3.587693e+00,3.987286e+00,3.135001e+00,8.289836e+00,2.496050e+00,3.149244e+00,4.049477e+00
6358,AGIS_Os01g063580,-2.159180e-01, 3.9069716607, 1.255861e+00,3.042840e-01,0.9999110,Not_significant,1.244771e+01,1.635775e+01,2.003003e+01,1.541376e+01,1.009576e+01,1.460732e+01,1.400800e+01,1.672042e+01
6359,AGIS_Os01g063590,-1.472032e-02, 4.2301191780, 4.716139e-03,9.474395e-01,0.9999110,Not_significant,1.470706e+01,1.697938e+01,2.225767e+01,2.176414e+01,1.897306e+01,2.016374e+01,1.599161e+01,1.897842e+01
6360,AGIS_Os01g063600,-1.155752e-02, 4.0312823007, 1.471591e-03,9.706233e-01,0.9999110,Not_significant,2.376575e+01,1.245036e+01,1.338455e+01,1.645876e+01,1.146652e+01,1.458561e+01,1.909996e+01,1.927700e+01
6361,AGIS_Os01g063610,-5.895605e-02, 5.5578539323, 1.275746e-01,7.328988e-01,0.9999110,Not_significant,4.350305e+01,4.429558e+01,5.503578e+01,4.955714e+01,4.403840e+01,4.299718e+01,4.811799e+01,4.898560e+01
6362,AGIS_Os01g063620,-5.098530e-02, 2.5830085942, 3.293426e-02,8.618566e-01,0.9999110,Not_significant,4.113713e+00,6.784648e+00,6.851392e+00,6.470964e+00,6.070510e+00,7.618379e+00,5.357804e+00,4.348056e+00
6363,AGIS_Os01g063630, 2.262238e+00, 4.3516239414, 4.984900e+00,6.625550e-02,0.9999110,Not_significant,2.877468e+00,2.379955e+00,1.403974e+00,8.641350e-01,1.443215e+02,1.910021e+00,3.905880e+00,5.393082e+00
6364,AGIS_Os01g063640, 1.996215e+00, 1.6031149127, 2.902427e+00,1.384811e-01,0.9999110,Not_significant,3.836624e-01,3.374563e-01,1.123179e-01,1.205770e-01,2.214975e+01,2.170478e-01,4.703416e-01,2.425954e-01
6365,AGIS_Os01g063650, 2.408692e-01, 3.3753178027, 1.472984e+00,2.694222e-01,0.9999110,Not_significant,1.298058e+01,8.720581e+00,6.888832e+00,9.163850e+00,1.583990e+01,8.247818e+00,8.936490e+00,1.192450e+01
6368,AGIS_Os01g063680,-1.656953e-01, 1.9736656629, 3.530870e-01,5.735673e-01,0.9999110,Not_significant,2.706951e+00,3.410085e+00,5.335101e+00,5.124521e+00,3.568329e+00,2.561164e+00,3.967229e+00,4.422700e+00
6369,AGIS_Os01g063690,-7.035463e-02, 4.8723323581, 1.528313e-01,7.090304e-01,0.9999110,Not_significant,3.271787e+01,2.905676e+01,3.049431e+01,2.745136e+01,2.534819e+01,2.654495e+01,3.073580e+01,3.164937e+01
6370,AGIS_Os01g063700,-1.139401e-01, 5.9644571489, 2.326206e-01,6.463923e-01,0.9999110,Not_significant,8.253004e+01,5.427718e+01,5.140416e+01,7.182368e+01,4.828123e+01,5.094113e+01,6.556152e+01,7.440214e+01
6373,AGIS_Os01g063730, 7.051590e-01,-0.2342311551, 1.906258e+00,2.154657e-01,0.9999110,Not_significant,9.378413e-01,6.571517e-01,2.620751e-01,7.234618e-01,1.153179e+00,1.106944e+00,7.361868e-01,9.143980e-01
6375,AGIS_Os01g063750,-2.958568e-01, 6.0966856504, 9.762346e-01,3.606560e-01,0.9999110,Not_significant,1.082141e+02,6.877004e+01,6.731587e+01,5.697262e+01,4.636651e+01,5.432707e+01,9.091907e+01,5.428538e+01
6376,AGIS_Os01g063760, 2.874805e-01, 3.4925605817, 2.290727e+00,1.797318e-01,0.9999110,Not_significant,1.065729e+01,8.933712e+00,1.038941e+01,1.032943e+01,1.131421e+01,1.109114e+01,1.482598e+01,1.218575e+01
6379,AGIS_Os01g063790, 8.306068e-02, 4.7087726523, 8.315072e-02,7.826123e-01,0.9999110,Not_significant,4.028455e+01,1.923501e+01,1.731568e+01,2.650684e+01,2.149700e+01,2.181331e+01,2.539844e+01,3.683717e+01
6380,AGIS_Os01g063800, 8.992836e-02, 2.9757063773, 4.343908e-02,8.416804e-01,0.9999110,Not_significant,6.074654e+00,8.152234e+00,8.873115e+00,4.260386e+00,9.377742e+00,3.234013e+00,1.860917e+01,4.030815e+00
6383,AGIS_Os01g063830, 2.027323e-01,-0.7522461866, 5.717036e-02,8.188503e-01,0.9999110,Not_significant,9.378413e-01,1.420869e-01,8.236647e-01,3.215386e-01,3.263715e-01,7.379627e-01,7.566364e-01,3.918848e-01
6384,AGIS_Os01g063840, 4.975122e-02, 3.5224479062, 7.661780e-02,7.910037e-01,0.9999110,Not_significant,1.138198e+01,1.031906e+01,1.130667e+01,1.201750e+01,1.151004e+01,1.132990e+01,1.118595e+01,1.255898e+01
6386,AGIS_Os01g063860,-1.925521e-01, 1.9648678259, 1.744434e-01,6.904840e-01,0.9999110,Not_significant,5.008925e+00,5.221692e+00,3.219780e+00,2.391443e+00,2.632730e+00,2.452641e+00,7.443666e+00,2.537921e+00
6387,AGIS_Os01g063870, 1.518454e+00, 3.1804669827, 5.569764e+01,2.658291e-04,0.4604393,Not_significant,7.950337e+00,2.628607e+00,4.867109e+00,3.536925e+00,2.027855e+01,7.336217e+00,1.370125e+01,1.192450e+01
6392,AGIS_Os01g063920,-6.973817e-01, 1.0215247641, 9.797942e-01,3.598428e-01,0.9999110,Not_significant,1.150987e+00,2.646368e+00,3.706491e+00,2.150289e+00,2.610972e+00,1.758087e+00,4.907912e-01,1.399589e+00
6393,AGIS_Os01g063930,-7.568252e-01, 0.6448586023, 1.943352e-01,6.745147e-01,0.9999110,Not_significant,2.131458e-01,2.575324e+00,2.171480e+00,1.647885e+00,3.024376e+00,1.562744e+00,0.000000e+00,9.890427e-01
6394,AGIS_Os01g063940, 9.308167e-02, 4.8887617394, 1.544958e-01,7.076340e-01,0.9999110,Not_significant,2.131458e+01,2.657024e+01,3.504319e+01,3.213376e+01,3.455186e+01,2.936657e+01,2.456001e+01,3.314226e+01
6395,AGIS_Os01g063950, 1.534796e-01, 3.3187344671, 4.284302e-01,5.365097e-01,0.9999110,Not_significant,1.123278e+01,6.926735e+00,6.720355e+00,1.284145e+01,9.464774e+00,6.837007e+00,1.098145e+01,1.449974e+01
6396,AGIS_Os01g063960,-4.628107e-03, 2.8441499040, 3.354527e-04,9.859680e-01,0.9999110,Not_significant,7.481416e+00,6.855691e+00,6.645476e+00,7.093945e+00,8.420385e+00,6.945531e+00,4.335322e+00,9.349253e+00
6399,AGIS_Os01g063990,-1.669560e-02, 4.2701461584, 4.429949e-03,9.490599e-01,0.9999110,Not_significant,2.502331e+01,1.259245e+01,1.849502e+01,2.138232e+01,1.507836e+01,1.662586e+01,1.685050e+01,2.799177e+01
6400,AGIS_Os01g064000, 1.381101e-01,-1.3102570730, 3.089165e-02,8.661277e-01,0.9999110,Not_significant,4.262915e-01,2.486520e-01,2.246358e-01,4.622117e-01,4.786782e-01,6.077339e-01,2.453956e-01,2.239342e-01
6401,AGIS_Os01g064010,-7.145778e-02, 2.8422802451, 1.838916e-02,8.964932e-01,0.9999110,Not_significant,3.879253e+00,7.406278e+00,8.798236e+00,8.038465e+00,7.397754e+00,1.165547e+01,2.188111e+00,7.688407e+00
6402,AGIS_Os01g064020,-2.881385e-02, 4.9348874496, 3.274970e-02,8.622097e-01,0.9999110,Not_significant,3.374097e+01,3.015794e+01,3.004504e+01,2.940069e+01,3.411670e+01,2.869372e+01,2.909983e+01,2.913011e+01
6403,AGIS_Os01g064030,-6.046976e-01, 0.9164678767, 1.529257e+00,2.616723e-01,0.9999110,Not_significant,7.673247e-01,2.220107e+00,2.227639e+00,3.215386e+00,4.351620e-01,3.320832e+00,1.676870e+00,9.143980e-01
6404,AGIS_Os01g064040, 8.281024e-01, 0.7315027013, 2.930686e+00,1.368982e-01,0.9999110,Not_significant,1.918312e+00,4.084997e-01,9.921415e-01,1.688078e+00,1.544825e+00,1.345697e+00,2.740251e+00,2.332648e+00
6405,AGIS_Os01g064050,-2.841952e-01, 2.3686887638, 4.100189e-01,5.452274e-01,0.9999110,Not_significant,2.984041e+00,6.837930e+00,6.233644e+00,6.149426e+00,6.940834e+00,5.491310e+00,2.719801e+00,3.638931e+00
6406,AGIS_Os01g064060, 1.896495e-01, 4.8339351766, 5.405679e-01,4.894669e-01,0.9999110,Not_significant,2.333946e+01,2.459879e+01,3.309634e+01,2.477857e+01,3.424725e+01,2.765189e+01,2.161526e+01,3.851668e+01
6408,AGIS_Os01g064080,-1.117566e-01, 5.3467172293, 4.200430e-01,5.403461e-01,0.9999110,Not_significant,3.800389e+01,3.884300e+01,4.792231e+01,4.413117e+01,3.548746e+01,3.811360e+01,3.709563e+01,4.562659e+01
6409,AGIS_Os01g064090,-1.571067e-01, 1.4835881364, 1.744216e-01,6.905020e-01,0.9999110,Not_significant,2.728266e+00,2.948302e+00,3.182341e+00,2.491924e+00,2.415149e+00,3.060375e+00,1.451924e+00,3.769559e+00
6410,AGIS_Os01g064100,-6.387396e-01, 1.3866949930, 1.407519e+00,2.795757e-01,0.9999110,Not_significant,1.257560e+00,4.227084e+00,2.995144e+00,3.818271e+00,2.328117e+00,3.494470e+00,7.361868e-01,1.735490e+00
6411,AGIS_Os01g064110, 8.426851e-02, 4.4531197985, 2.175804e-01,6.569575e-01,0.9999110,Not_significant,1.886340e+01,2.161496e+01,2.259462e+01,2.172395e+01,2.295480e+01,2.498221e+01,1.903861e+01,2.313987e+01
6412,AGIS_Os01g064120, 1.667213e-01, 0.2729480541, 2.154767e-02,8.880244e-01,0.9999110,Not_significant,8.525830e-02,2.486520e+00,2.489714e+00,3.215386e-01,1.436035e+00,4.340957e-01,1.533722e+00,5.411743e-01
6413,AGIS_Os01g064130, 4.713491e-02, 0.6941680836, 1.403948e-03,9.713060e-01,0.9999110,Not_significant,2.557749e-01,2.859498e+00,4.605034e+00,8.038465e-02,2.698005e+00,3.255718e-01,1.390575e+00,3.918848e-01
6415,AGIS_Os01g064150,-1.906160e-01,-1.3088757178, 3.770824e-02,8.523257e-01,0.9999110,Not_significant,1.492020e-01,4.440215e-01,3.743930e-01,4.622117e-01,7.832916e-01,3.038670e-01,2.658452e-01,1.306283e-01
6416,AGIS_Os01g064160,-1.702340e-03, 3.5614150116, 2.881567e-05,9.958881e-01,0.9999110,Not_significant,7.843764e+00,1.360482e+01,1.379638e+01,1.153520e+01,1.481727e+01,1.404300e+01,7.157372e+00,1.132734e+01
6418,AGIS_Os01g064180, 1.539127e-01, 2.9868651822, 2.952792e-01,6.061142e-01,0.9999110,Not_significant,1.104095e+01,7.210908e+00,6.682916e+00,5.365675e+00,7.093141e+00,7.792017e+00,1.028617e+01,7.632424e+00
6419,AGIS_Os01g064190, 2.305127e-01, 2.7460046937, 7.138166e-01,4.299919e-01,0.9999110,Not_significant,6.245171e+00,6.855691e+00,6.476999e+00,4.863271e+00,7.528303e+00,5.578129e+00,6.748379e+00,9.050674e+00
6420,AGIS_Os01g064200,-5.874067e-01, 1.8185932609, 1.260860e+00,3.036955e-01,0.9999110,Not_significant,1.833053e+00,4.990801e+00,5.016867e+00,4.682406e+00,2.828553e+00,4.514595e+00,1.002032e+00,3.023112e+00
6421,AGIS_Os01g064210,-4.341798e-01, 5.8147089855, 8.013886e-01,4.045883e-01,0.9999110,Not_significant,3.156689e+01,7.745510e+01,8.736461e+01,6.026839e+01,7.097493e+01,5.871144e+01,2.419192e+01,3.943108e+01
6422,AGIS_Os01g064220,-4.259943e-01, 4.2869901458, 6.306541e+00,4.487784e-02,0.9999110,Not_significant,2.203927e+01,2.006977e+01,2.351188e+01,2.355270e+01,1.468672e+01,1.514994e+01,1.965210e+01,1.718695e+01
6424,AGIS_Os01g064240, 7.691943e-01, 2.7777918336, 8.599103e+00,2.552998e-02,0.9999110,Not_significant,7.566674e+00,4.688867e+00,3.425696e+00,4.762790e+00,1.072674e+01,7.379627e+00,9.325033e+00,6.680703e+00
6425,AGIS_Os01g064250,-1.853396e-01, 2.5795496124, 1.826834e-01,6.837420e-01,0.9999110,Not_significant,4.135028e+00,6.322865e+00,9.790378e+00,5.265194e+00,5.983478e+00,6.880416e+00,2.903848e+00,6.214174e+00
6426,AGIS_Os01g064260,-3.455269e-01,-1.2091988080, 2.973323e-02,8.686714e-01,0.9999110,Not_significant,0.000000e+00,8.702820e-01,3.931127e-01,3.215386e-01,8.050497e-01,3.689813e-01,0.000000e+00,3.732237e-01
6427,AGIS_Os01g064270,-1.838555e-01, 0.8971755781, 2.581576e-02,8.775360e-01,0.9999110,Not_significant,1.705166e-01,2.930542e+00,3.238500e+00,1.406731e+00,2.349875e+00,3.342537e+00,4.089927e-01,7.277861e-01
6428,AGIS_Os01g064280,-4.354091e-01, 2.3489324867, 8.078198e-01,4.028194e-01,0.9999110,Not_significant,2.877468e+00,6.003170e+00,8.854395e+00,5.466156e+00,5.265460e+00,6.598254e+00,2.699352e+00,2.668549e+00
6430,AGIS_Os01g064300,-9.469177e-02, 2.0232292131, 3.542058e-02,8.568172e-01,0.9999110,Not_significant,1.598593e+00,5.630192e+00,6.233644e+00,3.516828e+00,4.395136e+00,5.860292e+00,2.310809e+00,2.649888e+00
6432,AGIS_Os01g064320,-1.084230e-01, 4.0658403262, 3.905285e-01,5.544876e-01,0.9999110,Not_significant,1.628434e+01,1.719251e+01,1.956204e+01,1.613722e+01,1.307662e+01,1.612665e+01,1.862962e+01,1.664578e+01
6434,AGIS_Os01g064340,-8.901176e-02, 3.7365122349, 5.757262e-02,8.182281e-01,0.9999110,Not_significant,2.112274e+01,1.289438e+01,8.461283e+00,1.211799e+01,1.216278e+01,9.571810e+00,2.026559e+01,9.722476e+00
6435,AGIS_Os01g064350, 4.006236e-01, 1.1070103038, 1.356713e+00,2.872955e-01,0.9999110,Not_significant,1.598593e+00,2.078020e+00,1.647329e+00,1.728270e+00,1.718890e+00,3.928566e+00,2.576654e+00,1.642184e+00
6436,AGIS_Os01g064360, 4.455082e-01, 4.4847127532, 2.258906e+00,1.826991e-01,0.9999110,Not_significant,2.451176e+01,2.038947e+01,1.250473e+01,1.872962e+01,2.067020e+01,2.339776e+01,3.302616e+01,2.556582e+01
6437,AGIS_Os01g064370,-4.332847e-01, 7.8777412801, 7.235808e-01,4.270680e-01,0.9999110,Not_significant,5.821224e+02,1.521573e+02,1.113632e+02,3.058636e+02,1.197566e+02,1.214166e+02,1.841080e+02,3.044945e+02
6440,AGIS_Os01g064400, 2.990104e+00, 3.3213587086, 5.132429e+01,3.451941e-04,0.4604393,Not_significant,2.195401e+00,1.935934e+00,3.612893e+00,7.435580e-01,2.667543e+01,5.968816e+00,2.881353e+01,9.722476e+00
6443,AGIS_Os01g064430, 2.820738e-01, 2.0746489164, 9.114039e-01,3.757635e-01,0.9999110,Not_significant,3.197186e+00,4.173802e+00,3.874968e+00,3.637405e+00,5.744139e+00,3.624699e+00,5.603199e+00,3.526964e+00
6444,AGIS_Os01g064440,-6.533650e-02, 2.7245254401, 7.238157e-02,7.966999e-01,0.9999110,Not_significant,5.371273e+00,6.749126e+00,7.038589e+00,7.355195e+00,4.351620e+00,8.160999e+00,8.098055e+00,5.430404e+00
6445,AGIS_Os01g064450, 7.515492e-01, 3.1847006155, 1.050373e+01,1.706204e-02,0.9999110,Not_significant,7.673247e+00,6.305105e+00,6.776514e+00,5.707310e+00,1.131421e+01,9.962496e+00,1.666645e+01,8.024309e+00
6446,AGIS_Os01g064460, 1.481286e+00, 5.1666564204, 8.204764e+00,2.808710e-02,0.9999110,Not_significant,2.131458e+01,1.420869e+01,1.110075e+01,1.901097e+01,6.166246e+01,1.345697e+01,9.770835e+01,4.857506e+01
6448,AGIS_Os01g064480, 1.351637e-03,-1.3138572487, 2.810344e-04,9.871593e-01,0.9999110,Not_significant,1.705166e-01,5.683475e-01,3.743930e-02,4.823079e-01,7.397754e-01,2.821622e-01,0.000000e+00,6.158190e-01
6451,AGIS_Os01g064510,-3.295447e-01, 1.4036991658, 1.309139e+00,2.951254e-01,0.9999110,Not_significant,2.664322e+00,2.752933e+00,2.864107e+00,3.335963e+00,2.393391e+00,2.192183e+00,2.515305e+00,2.127375e+00
6452,AGIS_Os01g064520, 1.989654e-01, 5.3679745800, 3.740503e-01,5.628715e-01,0.9999110,Not_significant,5.801827e+01,3.552172e+01,2.607647e+01,3.595203e+01,3.342044e+01,3.694154e+01,5.550030e+01,4.863104e+01
6459,AGIS_Os01g064590,-2.245182e-01,-0.0338250097, 2.659720e-01,6.240583e-01,0.9999110,Not_significant,1.044414e+00,8.702820e-01,1.104459e+00,1.004808e+00,7.832916e-01,6.945531e-01,1.002032e+00,9.890427e-01
6461,AGIS_Os01g064610, 1.530998e-01, 4.0258734664, 7.886110e-01,4.079101e-01,0.9999110,Not_significant,1.308715e+01,1.527434e+01,1.793343e+01,1.539366e+01,1.649264e+01,1.577938e+01,1.856827e+01,1.746687e+01
6462,AGIS_Os01g064620, 1.516762e-01, 2.8789474653, 2.238613e-01,6.525565e-01,0.9999110,Not_significant,1.042283e+01,4.475736e+00,6.608037e+00,6.531253e+00,5.700622e+00,6.250978e+00,1.061336e+01,7.931003e+00
6463,AGIS_Os01g064630, 2.182170e-01,-1.1398735884, 4.832644e-02,8.331678e-01,0.9999110,Not_significant,1.492020e-01,4.973040e-01,4.867109e-01,3.215386e-01,7.832916e-01,1.085239e-01,5.316905e-01,4.292072e-01
6464,AGIS_Os01g064640, 9.082245e-01,-1.6000832025, 8.783480e-01,3.839869e-01,0.9999110,Not_significant,6.607518e-01,3.552172e-02,1.871965e-01,8.038465e-02,6.745011e-01,3.689813e-01,1.840467e-01,1.492895e-01
6465,AGIS_Os01g064650,-2.157465e-01, 2.1684879093, 6.559754e-01,4.481837e-01,0.9999110,Not_significant,4.071084e+00,5.186171e+00,4.736072e+00,5.104425e+00,4.547443e+00,4.406071e+00,4.458020e+00,3.135079e+00
6466,AGIS_Os01g064660,-1.970381e-01, 0.2559647241, 1.153731e-01,7.454889e-01,0.9999110,Not_significant,9.378413e-01,1.314303e+00,1.179338e+00,9.646158e-01,3.916458e-01,2.344117e+00,5.316905e-01,1.567539e+00
6467,AGIS_Os01g064670, 1.994085e-01, 3.2958910101, 4.516061e-01,5.261731e-01,0.9999110,Not_significant,1.172302e+01,8.969233e+00,6.402121e+00,9.344715e+00,9.116644e+00,9.202828e+00,1.408980e+01,9.405236e+00
6471,AGIS_Os01g064710,-8.028341e-02, 5.2045635738, 1.159149e-01,7.449179e-01,0.9999110,Not_significant,2.653665e+01,3.937582e+01,4.438429e+01,4.169954e+01,3.877294e+01,3.251377e+01,2.916118e+01,4.223026e+01
6472,AGIS_Os01g064720,-8.172625e-02, 4.8259662738, 4.059703e-02,8.468636e-01,0.9999110,Not_significant,1.268217e+01,3.362130e+01,4.533900e+01,2.907915e+01,2.882948e+01,3.134171e+01,1.799568e+01,2.769320e+01
6473,AGIS_Os01g064730, 5.082458e-01,-1.5125749657, 2.304927e-01,6.478762e-01,0.9999110,Not_significant,1.492020e-01,3.907389e-01,1.871965e-02,6.832695e-01,1.740648e-01,5.643244e-01,2.453956e-01,2.612566e-01
6474,AGIS_Os01g064740, 1.515334e-01, 2.9994100405, 3.798264e-01,5.598396e-01,0.9999110,Not_significant,5.456531e+00,9.200124e+00,6.533158e+00,8.862407e+00,6.897318e+00,1.198104e+01,8.343450e+00,6.382125e+00
6475,AGIS_Os01g064750,-6.268411e-02, 3.4304456769, 1.937176e-02,8.937839e-01,0.9999110,Not_significant,6.309114e+00,1.051443e+01,1.413334e+01,1.231895e+01,1.292431e+01,1.486778e+01,4.785214e+00,1.007704e+01
6476,AGIS_Os01g064760, 2.433769e-01, 3.1907784028, 1.530839e+00,2.611399e-01,0.9999110,Not_significant,9.548930e+00,8.951472e+00,7.731216e+00,7.073849e+00,1.135773e+01,9.354762e+00,1.042931e+01,8.285565e+00
6477,AGIS_Os01g064770,-1.994282e-02, 4.4371503003, 1.199979e-02,9.162590e-01,0.9999110,Not_significant,2.048331e+01,2.296479e+01,2.450402e+01,1.901097e+01,2.500006e+01,2.300707e+01,1.985659e+01,1.815733e+01
6478,AGIS_Os01g064780, 1.696553e-02, 0.1802440284, 1.074574e-03,9.748893e-01,0.9999110,Not_significant,2.643007e+00,4.973040e-01,7.113468e-01,6.832695e-01,1.523067e+00,3.472765e-01,1.513273e+00,8.397532e-01
6479,AGIS_Os01g064790,-3.432153e-01,-1.5093866600, 1.058061e-01,7.558183e-01,0.9999110,Not_significant,5.115498e-01,1.420869e-01,7.487861e-02,5.024041e-01,4.134039e-01,6.945531e-01,2.044963e-02,1.492895e-01
6480,AGIS_Os01g064800,-2.298270e-01, 4.4632006800, 1.757372e-01,6.894128e-01,0.9999110,Not_significant,8.568459e+00,2.911005e+01,3.283427e+01,2.548193e+01,2.626203e+01,2.704416e+01,9.386382e+00,1.744821e+01
6481,AGIS_Os01g064810,-5.346638e-02, 1.0927092917, 1.421012e-02,9.089379e-01,0.9999110,Not_significant,3.602163e+00,1.225499e+00,1.909404e+00,1.667981e+00,1.762406e+00,1.020125e+00,1.840467e+00,3.713575e+00
6483,AGIS_Os01g064830,-1.244271e+00, 0.3932693946, 5.919454e-01,4.703774e-01,0.9999110,Not_significant,2.984041e-01,2.433238e+00,2.695630e+00,1.105289e+00,1.349002e+00,1.996840e+00,0.000000e+00,2.985789e-01
6484,AGIS_Os01g064840,-1.370777e+00,-0.6493159489, 4.677343e-01,5.191328e-01,0.9999110,Not_significant,0.000000e+00,1.261021e+00,2.077881e+00,4.421156e-01,2.393391e-01,5.860292e-01,0.000000e+00,1.492895e-01
6485,AGIS_Os01g064850, 5.322543e-02, 3.1939293596, 1.600071e-02,9.034043e-01,0.9999110,Not_significant,4.561319e+00,8.631777e+00,1.233625e+01,1.038972e+01,9.704113e+00,1.408640e+01,5.603199e+00,7.576440e+00
6487,AGIS_Os01g064870, 8.352074e-03, 4.6181251842, 1.120452e-03,9.743649e-01,0.9999110,Not_significant,1.664668e+01,2.536251e+01,2.918394e+01,2.704943e+01,2.624027e+01,2.515584e+01,1.834332e+01,2.815972e+01
6488,AGIS_Os01g064880,-3.326914e-01, 2.6514468641, 7.498896e-01,4.192355e-01,0.9999110,Not_significant,4.390803e+00,7.246430e+00,8.891835e+00,7.174330e+00,6.810286e+00,7.032350e+00,3.169693e+00,5.225131e+00
6489,AGIS_Os01g064890,-4.140196e-02, 2.6779209493, 3.771989e-02,8.522642e-01,0.9999110,Not_significant,5.840194e+00,6.926735e+00,7.319384e+00,5.727406e+00,5.417767e+00,7.075760e+00,6.482534e+00,6.083546e+00
6490,AGIS_Os01g064900, 1.758649e+00, 1.9505942403, 1.462064e+01,8.439548e-03,0.9999110,Not_significant,4.476061e+00,1.172217e+00,7.113468e-01,1.667981e+00,5.657106e+00,3.711518e+00,4.294423e+00,8.920045e+00
6491,AGIS_Os01g064910, 2.412569e+00,-1.9484919229, 1.713892e+00,2.375930e-01,0.9999110,Not_significant,5.115498e-01,0.000000e+00,1.123179e-01,0.000000e+00,1.740648e-01,3.038670e-01,3.271941e-01,3.359013e-01
6492,AGIS_Os01g064920, 9.411384e-01, 3.0302265077, 9.610308e+00,2.064301e-02,0.9999110,Not_significant,8.397943e+00,3.374563e+00,4.661193e+00,6.370483e+00,8.289836e+00,8.638504e+00,1.092010e+01,1.438777e+01
6493,AGIS_Os01g064930, 8.765159e-01, 3.5959914688, 1.348814e+01,1.010530e-02,0.9999110,Not_significant,1.200011e+01,7.281952e+00,7.225786e+00,7.656638e+00,1.507836e+01,1.315310e+01,1.351721e+01,2.050864e+01
6495,AGIS_Os01g064950,-4.723225e-01, 0.1800440443, 4.454348e-02,8.397144e-01,0.9999110,Not_significant,0.000000e+00,1.189977e+00,3.238500e+00,1.225866e+00,6.745011e-01,1.975135e+00,0.000000e+00,4.292072e-01
6496,AGIS_Os01g064960,-6.347468e-01, 1.9259653247, 4.797802e-01,5.139927e-01,0.9999110,Not_significant,1.193616e+00,5.434823e+00,4.623754e+00,5.325483e+00,5.352493e+00,5.968816e+00,6.134890e-01,1.567539e+00
6498,AGIS_Os01g064980, 9.019299e-02, 2.7613749452, 2.791880e-02,8.726971e-01,0.9999110,Not_significant,9.293155e+00,6.003170e+00,3.631612e+00,6.370483e+00,3.285473e+00,6.837007e+00,1.253563e+01,5.971578e+00
6499,AGIS_Os01g064990, 3.308556e-01, 4.4932452534, 2.634176e+00,1.546388e-01,0.9999110,Not_significant,2.274265e+01,1.806279e+01,1.501316e+01,2.455751e+01,2.225854e+01,2.582869e+01,2.498945e+01,2.640557e+01
6500,AGIS_Os01g065000,-2.128824e-01, 2.1352011451, 2.937052e-01,6.070539e-01,0.9999110,Not_significant,2.472491e+00,4.564541e+00,5.597176e+00,6.089137e+00,3.720635e+00,5.816882e+00,2.249460e+00,4.310733e+00
6504,AGIS_Os01g065040,-1.134211e+00,-0.0308907770, 3.950138e+00,9.300248e-02,0.9999110,Not_significant,6.394373e-01,1.562956e+00,1.179338e+00,1.326347e+00,1.305486e-01,1.454221e+00,3.680934e-01,8.397532e-01
6508,AGIS_Os01g065080, 1.148821e-01, 4.5786988547, 1.860315e-01,6.810549e-01,0.9999110,Not_significant,2.709083e+01,2.347985e+01,1.817678e+01,2.202539e+01,1.942998e+01,2.344117e+01,3.511202e+01,2.209484e+01
6509,AGIS_Os01g065090, 3.579684e-01, 1.6352011513, 7.077538e-01,4.319012e-01,0.9999110,Not_significant,3.857938e+00,2.735172e+00,1.909404e+00,2.230674e+00,2.197568e+00,3.125489e+00,4.969261e+00,3.508302e+00
6510,AGIS_Os01g065100,-4.366738e-01, 2.4362726068, 2.883318e+00,1.392158e-01,0.9999110,Not_significant,3.452961e+00,6.820169e+00,7.843534e+00,6.692022e+00,3.241957e+00,5.621539e+00,5.848595e+00,3.452319e+00
6511,AGIS_Os01g065110,-4.281482e-01, 2.4127278151, 2.684167e+00,1.512607e-01,0.9999110,Not_significant,4.412117e+00,6.411670e+00,6.888832e+00,6.551349e+00,4.395136e+00,4.861872e+00,5.357804e+00,3.396335e+00
6514,AGIS_Os01g065140,-4.058361e-02, 5.2335285918, 2.171396e-02,8.875967e-01,0.9999110,Not_significant,2.851890e+01,4.173802e+01,3.798217e+01,4.296559e+01,4.756321e+01,4.186853e+01,3.535742e+01,2.467008e+01
6515,AGIS_Os01g065150,-2.660990e-01, 4.9592044632, 9.452437e-01,3.678618e-01,0.9999110,Not_significant,2.815655e+01,3.564604e+01,3.262835e+01,3.719800e+01,4.070941e+01,2.945339e+01,2.607328e+01,1.867984e+01
6516,AGIS_Os01g065160, 4.159453e-01, 4.0188566785, 6.011137e+00,4.869720e-02,0.9999110,Not_significant,1.696640e+01,1.282334e+01,1.336583e+01,1.229885e+01,2.156228e+01,1.619177e+01,1.959075e+01,1.657113e+01
