,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
40637,AGIS_Os08g038300,-9.293100e-02, 3.2498499848, 2.303328e-01,6.478718e-01,0.9999110,Not_significant,9.996536e+00,1.062099e+01,8.012011e+00,1.038972e+01,8.137530e+00,1.057023e+01,7.566364e+00,1.048758e+01
40638,AGIS_Os08g038310,-1.218655e-02, 1.3302338759, 1.055930e-03,9.751126e-01,0.9999110,Not_significant,3.005355e+00,2.060260e+00,1.385254e+00,3.376155e+00,1.631858e+00,3.624699e+00,1.431474e+00,3.284368e+00
40641,AGIS_Os08g038340, 1.260373e-01, 3.8235740364, 5.460167e-01,4.871858e-01,0.9999110,Not_significant,1.317241e+01,1.495464e+01,1.302888e+01,1.286154e+01,1.425156e+01,1.614836e+01,1.404890e+01,1.448108e+01
40643,AGIS_Os08g038360,-6.530318e-02, 3.2374263728, 2.223826e-02,8.862593e-01,0.9999110,Not_significant,4.753150e+00,9.555342e+00,1.220521e+01,1.205770e+01,1.146652e+01,1.002761e+01,4.703416e+00,1.035696e+01
40644,AGIS_Os08g038370,-2.995407e-01, 5.5823421992, 4.341111e-01,5.340249e-01,0.9999110,Not_significant,8.645192e+01,3.477576e+01,3.929255e+01,5.267204e+01,2.080074e+01,3.772291e+01,5.774976e+01,5.352027e+01
40645,AGIS_Os08g038380,-2.494727e-01, 6.1212889985, 4.017210e-01,5.491964e-01,0.9999110,Not_significant,1.206192e+02,5.257214e+01,4.855878e+01,8.303734e+01,4.020897e+01,4.377855e+01,8.249382e+01,8.531893e+01
40646,AGIS_Os08g038390, 2.847937e-01, 5.7098882001, 1.254435e+00,3.048235e-01,0.9999110,Not_significant,6.458316e+01,4.736821e+01,3.356434e+01,4.505560e+01,5.228472e+01,5.730063e+01,6.793368e+01,5.032921e+01
40648,AGIS_Os08g038410, 2.450046e-01, 3.8782932075, 1.622497e+00,2.487685e-01,0.9999110,Not_significant,1.191485e+01,1.250364e+01,1.168106e+01,1.774491e+01,1.438210e+01,1.873123e+01,1.310821e+01,1.726159e+01
40649,AGIS_Os08g038420, 1.951448e-01, 4.0346967699, 8.024877e-01,4.042353e-01,0.9999110,Not_significant,2.150641e+01,1.410212e+01,1.228009e+01,1.368549e+01,1.749351e+01,1.447709e+01,1.736174e+01,1.989282e+01
40653,AGIS_Os08g038460,-2.401384e-02, 1.4096778988, 6.712620e-03,9.373038e-01,0.9999110,Not_significant,2.216716e+00,2.504281e+00,3.182341e+00,2.512020e+00,1.892955e+00,2.951851e+00,3.640035e+00,2.034069e+00
40654,AGIS_Os08g038470,-1.442074e-01, 5.8701827747, 4.327933e-01,5.346184e-01,0.9999110,Not_significant,4.571976e+01,6.843259e+01,5.868611e+01,7.198445e+01,5.913852e+01,6.255319e+01,3.795452e+01,6.314944e+01
40655,AGIS_Os08g038480,-2.270606e-01, 3.5446163727, 4.313140e-01,5.353019e-01,0.9999110,Not_significant,7.566674e+00,1.374690e+01,1.325351e+01,1.529318e+01,1.359881e+01,1.308798e+01,6.257588e+00,1.022633e+01
40657,AGIS_Os08g038500,-6.706837e-01, 2.1287229771, 3.683935e-01,5.657548e-01,0.9999110,Not_significant,8.525830e-01,5.612431e+00,7.712496e+00,6.732214e+00,5.504800e+00,4.601414e+00,4.703416e-01,3.172401e+00
40658,AGIS_Os08g038510,-3.662346e-01,-0.8737176022, 2.933349e-01,6.071422e-01,0.9999110,Not_significant,1.108358e+00,1.953694e-01,5.241502e-01,6.028849e-01,4.786782e-01,3.255718e-01,4.089927e-01,4.105460e-01
40659,AGIS_Os08g038520,-1.041704e-01, 3.5551251122, 7.870993e-02,7.883183e-01,0.9999110,Not_significant,1.805345e+01,7.388517e+00,7.450421e+00,1.625780e+01,9.029612e+00,6.858712e+00,1.642106e+01,1.226040e+01
40660,AGIS_Os08g038530,-4.381822e-01, 2.1918725693, 1.417606e+00,2.780238e-01,0.9999110,Not_significant,4.007140e+00,4.511258e+00,7.038589e+00,5.164714e+00,4.525685e+00,5.317672e+00,2.699352e+00,2.967128e+00
40661,AGIS_Os08g038540, 3.909812e-03, 4.8974423020, 2.270120e-04,9.884591e-01,0.9999110,Not_significant,4.019929e+01,2.577101e+01,2.719965e+01,2.538145e+01,2.380336e+01,2.565505e+01,4.220804e+01,2.789847e+01
40662,AGIS_Os08g038550, 4.108949e-01, 1.2540572421, 1.943577e+00,2.115727e-01,0.9999110,Not_significant,1.854368e+00,2.450998e+00,2.433555e+00,1.386635e+00,2.371633e+00,3.038670e+00,3.006096e+00,2.220681e+00
40664,AGIS_Os08g038570,-5.855668e-01,-0.7303786251, 1.890194e-01,6.786815e-01,0.9999110,Not_significant,4.262915e-02,8.880429e-01,1.010861e+00,7.033657e-01,6.962592e-01,8.464866e-01,1.226978e-01,1.866118e-01
40666,AGIS_Os08g038590,-3.970655e-01, 1.9939646051, 1.251032e+00,3.054235e-01,0.9999110,Not_significant,6.159912e+00,4.084997e+00,3.706491e+00,3.617309e+00,3.263715e+00,2.279002e+00,5.787246e+00,2.649888e+00
40667,AGIS_Os08g038600,-5.485294e-01, 1.7455693140, 5.963724e-01,4.687958e-01,0.9999110,Not_significant,7.673247e-01,5.097366e+00,5.690774e+00,4.903464e+00,2.785037e+00,3.516175e+00,1.083831e+00,2.649888e+00
40669,AGIS_Os08g038620,-3.812749e-03,-0.3752950059, 4.191168e-05,9.950410e-01,0.9999110,Not_significant,4.476061e-01,4.973040e-01,7.862254e-01,9.445196e-01,5.221944e-01,1.367401e+00,1.635971e-01,1.119671e+00
40670,AGIS_Os08g038630, 5.614549e-01,-0.4575625623, 1.315251e-01,7.290808e-01,0.9999110,Not_significant,1.492020e-01,4.262606e-01,8.798236e-01,6.631733e-01,6.745011e-01,1.519335e+00,0.000000e+00,1.194316e+00
40672,AGIS_Os08g038650,-1.346372e-02, 0.7100949729, 7.284182e-04,9.793289e-01,0.9999110,Not_significant,7.886393e-01,2.006977e+00,1.759647e+00,1.728270e+00,1.653616e+00,2.713098e+00,7.361868e-01,1.380928e+00
40673,AGIS_Os08g038660,-5.219669e-02, 1.3819594066, 1.654880e-02,9.017742e-01,0.9999110,Not_significant,4.731836e+00,1.189977e+00,2.695630e+00,2.069905e+00,2.175810e+00,1.215468e+00,2.740251e+00,3.713575e+00
40675,AGIS_Os08g038680,-5.413536e-01,-2.3359325102, 8.297792e-02,7.828311e-01,0.9999110,Not_significant,0.000000e+00,4.795432e-01,2.059162e-01,8.038465e-02,2.175810e-01,1.953431e-01,0.000000e+00,7.464473e-02
40677,AGIS_Os08g038700, 1.768893e+00,-1.5247686882, 2.409218e+00,1.707633e-01,0.9999110,Not_significant,0.000000e+00,8.880429e-02,4.492716e-01,1.607693e-01,3.698877e-01,2.170478e-01,8.588846e-01,3.172401e-01
40679,AGIS_Os08g038720,-6.123491e-01,-1.7557035248, 1.725878e-01,6.947071e-01,0.9999110,Not_significant,0.000000e+00,2.841737e-01,5.428699e-01,1.406731e-01,0.000000e+00,6.511435e-01,4.294423e-01,0.000000e+00
40680,AGIS_Os08g038730, 4.750449e-01, 0.9068569221, 2.064512e+00,1.996282e-01,0.9999110,Not_significant,1.769110e+00,1.065651e+00,1.703488e+00,1.587597e+00,2.741521e+00,1.649564e+00,2.453956e+00,1.716829e+00
40681,AGIS_Os08g038740, 6.152676e-01, 0.3116421629, 1.302870e+00,2.964743e-01,0.9999110,Not_significant,1.236245e+00,6.216300e-01,4.679913e-01,1.567501e+00,2.023503e+00,8.030770e-01,1.799568e+00,1.101010e+00
40682,AGIS_Os08g038750, 3.429683e-01, 1.2873313442, 8.061376e-01,4.032500e-01,0.9999110,Not_significant,1.641222e+00,1.705042e+00,2.676910e+00,2.371347e+00,3.611845e+00,2.192183e+00,1.799568e+00,3.209723e+00
40683,AGIS_Os08g038760, 3.668605e-01, 1.4648531176, 1.117963e+00,3.301763e-01,0.9999110,Not_significant,1.982256e+00,1.598477e+00,2.489714e+00,3.577117e+00,4.047007e+00,2.430936e+00,2.862949e+00,2.780516e+00
40684,AGIS_Os08g038770, 1.045997e-01, 4.7936031794, 3.185555e-01,5.924529e-01,0.9999110,Not_significant,3.201449e+01,2.445670e+01,2.369908e+01,2.658722e+01,3.017849e+01,2.561164e+01,3.355785e+01,2.545385e+01
40685,AGIS_Os08g038780, 2.389756e-02, 0.0473499865, 7.601114e-04,9.788842e-01,0.9999110,Not_significant,1.364133e+00,5.683475e-01,5.241502e-01,1.266058e+00,3.046134e-01,1.172058e+00,2.065413e+00,6.904638e-01
40686,AGIS_Os08g038790,-2.396865e-01, 2.2026312200, 6.531149e-01,4.492065e-01,0.9999110,Not_significant,5.669677e+00,5.576909e+00,4.736072e+00,3.778078e+00,3.894700e+00,3.451061e+00,4.151276e+00,5.243792e+00
40688,AGIS_Os08g038810, 4.608250e-02,-0.6593017016, 3.708182e-03,9.533807e-01,0.9999110,Not_significant,1.023100e+00,5.328257e-01,3.931127e-01,3.617309e-01,3.916458e-01,3.689813e-01,5.521401e-01,1.119671e+00
40689,AGIS_Os08g038820, 1.479265e-01,-0.0683257346, 6.356262e-02,8.092048e-01,0.9999110,Not_significant,2.152772e+00,1.953694e-01,9.734219e-01,6.229810e-01,8.485659e-01,4.123909e-01,1.124730e+00,9.890427e-01
40690,AGIS_Os08g038830,-1.939080e-01,-1.1385273851, 3.437572e-02,8.589165e-01,0.9999110,Not_significant,4.049769e-01,2.131303e-01,5.615895e-02,1.125385e+00,4.786782e-01,2.170478e-02,2.862949e-01,7.277861e-01
40691,AGIS_Os08g038840, 5.144036e-01, 3.3494695234, 4.958057e+00,6.656941e-02,0.9999110,Not_significant,6.373058e+00,7.903582e+00,1.050172e+01,8.942792e+00,1.264146e+01,1.169888e+01,1.071561e+01,1.244701e+01
40692,AGIS_Os08g038850,-2.360744e-01, 6.0427801508, 1.746368e+00,2.333711e-01,0.9999110,Not_significant,7.257613e+01,7.631841e+01,7.274457e+01,6.296128e+01,7.167118e+01,5.508674e+01,6.096036e+01,5.477057e+01
40693,AGIS_Os08g038860, 8.460348e-01,-0.3520775292, 9.787167e-01,3.600887e-01,0.9999110,Not_significant,1.555964e+00,3.552172e-01,2.433555e-01,2.411539e-01,7.397754e-01,3.472765e-01,1.635971e+00,8.397532e-01
40694,AGIS_Os08g038870, 2.314570e-01, 5.7721888388, 1.071147e+00,3.399298e-01,0.9999110,Not_significant,6.319772e+01,5.310497e+01,3.878712e+01,4.712550e+01,5.200186e+01,6.046953e+01,6.611366e+01,5.609552e+01
40695,AGIS_Os08g038880, 3.695525e-01, 4.1556800079, 2.723481e+00,1.491208e-01,0.9999110,Not_significant,1.888471e+01,1.360482e+01,1.445157e+01,1.342424e+01,3.126639e+01,1.354379e+01,1.447834e+01,2.261735e+01
40696,AGIS_Os08g038890, 4.405514e-01, 4.6721735655, 4.526085e+00,7.658493e-02,0.9999110,Not_significant,1.992913e+01,2.056707e+01,1.980539e+01,2.600443e+01,3.457362e+01,3.151535e+01,2.660497e+01,2.465142e+01
40697,AGIS_Os08g038900, 2.563205e-01, 1.3005584735, 3.147848e-01,5.947369e-01,0.9999110,Not_significant,1.449391e+00,2.575324e+00,2.845387e+00,1.868943e+00,2.959102e+00,3.472765e+00,1.247428e+00,2.967128e+00
40698,AGIS_Os08g038910,-3.812193e-01, 2.0640340074, 9.709504e-01,3.618686e-01,0.9999110,Not_significant,2.877468e+00,4.440215e+00,6.046447e+00,5.365675e+00,3.894700e+00,5.122329e+00,2.453956e+00,2.929806e+00
40701,AGIS_Os08g038940,-1.633587e-01, 6.2553141759, 1.878744e-01,6.795883e-01,0.9999110,Not_significant,1.109424e+02,5.072501e+01,5.005635e+01,1.022694e+02,5.150143e+01,3.177580e+01,9.932387e+01,1.142064e+02
40702,AGIS_Os08g038950,-9.184029e-01, 1.7136578895, 5.253202e-01,4.954092e-01,0.9999110,Not_significant,8.738976e-01,3.676498e+00,3.425696e+00,7.877696e+00,3.372506e+00,3.624699e+00,4.089927e-02,3.023112e+00
40703,AGIS_Os08g038960,-3.979606e-01, 2.6070046646, 9.163266e-01,3.747965e-01,0.9999110,Not_significant,3.431647e+00,7.335234e+00,8.311525e+00,8.681542e+00,6.897318e+00,5.599834e+00,3.660484e+00,4.497345e+00
40704,AGIS_Os08g038970,-6.173392e-01, 3.3323531875, 4.961970e+00,6.672965e-02,0.9999110,Not_significant,9.186582e+00,1.095845e+01,1.473237e+01,1.251991e+01,4.460411e+00,1.276241e+01,9.161436e+00,6.475430e+00
40708,AGIS_Os08g039010,-1.816426e-01,-0.4640087943, 5.557269e-02,8.213448e-01,0.9999110,Not_significant,2.984041e-01,8.347603e-01,7.487861e-01,9.244235e-01,9.791145e-01,9.116009e-01,2.044963e-01,5.784967e-01
40712,AGIS_Os08g039050, 9.846099e-04, 4.9181663101, 1.556732e-05,9.969777e-01,0.9999110,Not_significant,4.026323e+01,2.598414e+01,2.650703e+01,2.704943e+01,2.830729e+01,2.493880e+01,4.431436e+01,2.420355e+01
40713,AGIS_Os08g039060, 7.682056e-02, 6.7092184023, 6.621468e-02,8.053837e-01,0.9999110,Not_significant,1.568113e+02,9.670787e+01,7.500964e+01,8.496657e+01,9.282006e+01,8.864234e+01,1.326363e+02,1.091679e+02
40714,AGIS_Os08g039070, 9.708505e-02, 3.3666787350, 1.900611e-01,6.777550e-01,0.9999110,Not_significant,1.438734e+01,6.234061e+00,1.089484e+01,8.701638e+00,1.092257e+01,7.075760e+00,1.204483e+01,1.194316e+01
40715,AGIS_Os08g039080, 1.386424e-01, 1.5918962491, 2.445580e-01,6.381029e-01,0.9999110,Not_significant,3.005355e+00,2.628607e+00,3.032584e+00,2.592405e+00,4.003491e+00,2.604574e+00,2.740251e+00,3.191062e+00
40716,AGIS_Os08g039090, 1.082096e-01, 3.9172356335, 1.447682e-01,7.164730e-01,0.9999110,Not_significant,1.850105e+01,1.344497e+01,1.067020e+01,1.450943e+01,1.214102e+01,1.137331e+01,1.519408e+01,2.470741e+01
40717,AGIS_Os08g039100, 1.522482e+00,-1.9685294870, 6.292520e-01,4.573420e-01,0.9999110,Not_significant,2.557749e-01,7.104343e-02,1.871965e-02,8.038465e-02,0.000000e+00,3.472765e-01,7.361868e-01,2.239342e-01
40718,AGIS_Os08g039110, 1.619277e-01, 5.0878818186, 5.367508e-01,4.909420e-01,0.9999110,Not_significant,4.013535e+01,3.040659e+01,2.905290e+01,2.841597e+01,3.133167e+01,3.173239e+01,4.668651e+01,3.400068e+01
40720,AGIS_Os08g039130, 7.367269e-01, 2.1112927579, 5.283594e+00,6.047529e-02,0.9999110,Not_significant,3.431647e+00,4.209323e+00,2.995144e+00,2.210578e+00,6.788528e+00,4.688233e+00,3.824081e+00,6.102207e+00
40722,AGIS_Os08g039150,-3.542642e-01, 3.0657609921, 1.250624e+00,3.054957e-01,0.9999110,Not_significant,6.820664e+00,1.269901e+01,9.434704e+00,7.134138e+00,2.654488e+00,1.002761e+01,9.693126e+00,8.192259e+00
40723,AGIS_Os08g039160,-6.713789e-02, 1.8662224431, 5.002458e-02,8.302663e-01,0.9999110,Not_significant,3.154557e+00,4.173802e+00,2.995144e+00,4.421156e+00,4.634476e+00,3.342537e+00,3.046995e+00,3.079095e+00
40731,AGIS_Os08g039240, 6.388723e-02, 0.1173340753, 1.628240e-02,9.025344e-01,0.9999110,Not_significant,9.165267e-01,6.926735e-01,7.487861e-01,1.848847e+00,7.615335e-01,9.550105e-01,1.411025e+00,1.026365e+00
40733,AGIS_Os08g039260, 3.448232e-01, 0.7542572037, 8.242619e-01,3.981184e-01,0.9999110,Not_significant,1.321504e+00,1.598477e+00,1.797087e+00,1.085193e+00,2.001745e+00,2.344117e+00,1.349676e+00,1.679506e+00
40735,AGIS_Os08g039280, 3.641949e-01,-1.6280045124, 1.833470e-01,6.831047e-01,0.9999110,Not_significant,4.262915e-02,3.907389e-01,2.433555e-01,3.617309e-01,1.523067e-01,6.077339e-01,2.453956e-01,2.239342e-01
40737,AGIS_Os08g039300,-4.224644e-01, 0.8406312836, 1.036689e+00,3.470266e-01,0.9999110,Not_significant,1.321504e+00,2.983824e+00,1.815806e+00,1.909135e+00,1.914713e+00,1.606154e+00,8.997839e-01,1.548878e+00
40743,AGIS_Os08g039360,-8.710923e-03, 2.1682816156, 1.631684e-04,9.902155e-01,0.9999110,Not_significant,1.364133e+00,4.351410e+00,6.065167e+00,6.290099e+00,6.114026e+00,5.795177e+00,1.758668e+00,3.900187e+00
40744,AGIS_Os08g039370, 1.379961e-01, 3.4366465811, 3.593372e-01,5.703413e-01,0.9999110,Not_significant,7.587989e+00,1.131367e+01,1.246729e+01,9.847119e+00,1.183641e+01,1.360890e+01,1.034751e+01,9.293269e+00
40749,AGIS_Os08g039420, 1.091398e-02, 6.4454985596, 2.643121e-03,9.606290e-01,0.9999110,Not_significant,1.122212e+02,8.011923e+01,8.070042e+01,7.526013e+01,8.257199e+01,7.492491e+01,1.023095e+02,8.880857e+01
40750,AGIS_Os08g039430, 2.765501e-02, 2.0465981860, 5.565251e-03,9.429169e-01,0.9999110,Not_significant,5.136813e+00,4.049476e+00,2.639471e+00,4.340771e+00,2.980860e+00,3.429356e+00,5.582750e+00,4.571990e+00
40751,AGIS_Os08g039440,-6.634059e-01, 4.3854578749, 9.820607e+00,1.970479e-02,0.9999110,Not_significant,2.677111e+01,2.374627e+01,2.950217e+01,2.206559e+01,1.882076e+01,1.821031e+01,1.255607e+01,1.520886e+01
40752,AGIS_Os08g039450,-2.128664e-01, 6.7323989330, 1.083717e+00,3.370555e-01,0.9999110,Not_significant,1.441718e+02,9.789785e+01,1.261892e+02,9.035234e+01,9.094886e+01,9.181124e+01,1.205301e+02,8.841668e+01
40753,AGIS_Os08g039460, 2.609255e-01, 5.7486846067, 2.115802e+00,1.948523e-01,0.9999110,Not_significant,6.441265e+01,4.092102e+01,4.803463e+01,4.268425e+01,6.505672e+01,4.779393e+01,6.897661e+01,5.195273e+01
40754,AGIS_Os08g039470, 2.672691e-01, 5.8137383103, 1.505657e+00,2.649722e-01,0.9999110,Not_significant,3.834492e+01,5.031651e+01,6.029600e+01,5.610848e+01,6.708023e+01,5.751768e+01,5.347579e+01,6.652712e+01
40755,AGIS_Os08g039480, 1.817828e+00,-1.4671893527, 1.481631e+00,2.684674e-01,0.9999110,Not_significant,2.131458e-02,3.019346e-01,0.000000e+00,2.411539e-01,6.527430e-02,3.472765e-01,1.186079e+00,4.105460e-01
40756,AGIS_Os08g039490,-3.117229e-02, 4.3617856028, 2.337360e-02,8.833915e-01,0.9999110,Not_significant,1.948152e+01,2.014081e+01,2.178967e+01,2.079953e+01,2.626203e+01,1.506312e+01,2.006109e+01,2.056462e+01
40757,AGIS_Os08g039500,-1.776049e-01, 3.6520135919, 8.326227e-01,3.958784e-01,0.9999110,Not_significant,1.449391e+01,1.220171e+01,1.265448e+01,1.378597e+01,1.031334e+01,1.109114e+01,1.355811e+01,1.214843e+01
40761,AGIS_Os08g039540,-1.174119e+00, 0.3712770774, 1.599647e+00,2.520863e-01,0.9999110,Not_significant,2.685636e+00,1.385347e+00,1.291656e+00,8.641350e-01,4.569201e-01,1.258877e+00,1.226978e-01,1.959424e+00
40765,AGIS_Os08g039580, 2.692900e-01, 2.8449648890, 3.480919e-01,5.763651e-01,0.9999110,Not_significant,2.877468e+00,6.678083e+00,9.284947e+00,7.515965e+00,1.109663e+01,6.576550e+00,6.093991e+00,7.035266e+00
40766,AGIS_Os08g039590, 9.912335e-02, 4.7616172961, 3.537522e-01,5.732162e-01,0.9999110,Not_significant,2.841233e+01,2.474088e+01,2.570208e+01,2.580347e+01,2.613148e+01,2.849838e+01,2.860904e+01,2.879421e+01
40767,AGIS_Os08g039600,-4.592022e-01, 3.4379103848, 4.224618e-01,5.393834e-01,0.9999110,Not_significant,6.586204e+00,1.374690e+01,1.707232e+01,1.055049e+01,1.459969e+01,1.093921e+01,1.922266e+00,1.095411e+01
40768,AGIS_Os08g039610, 2.119563e-01, 5.2552918810, 1.167318e+00,3.204940e-01,0.9999110,Not_significant,3.994351e+01,3.889628e+01,3.384513e+01,2.901886e+01,3.681471e+01,3.861281e+01,4.701371e+01,4.109192e+01
40769,AGIS_Os08g039620,-3.804556e-01, 4.8827204863, 1.989619e+00,2.072429e-01,0.9999110,Not_significant,3.877121e+01,3.186298e+01,3.307762e+01,2.678818e+01,1.736296e+01,2.654495e+01,4.141051e+01,1.987416e+01
40770,AGIS_Os08g039630,-3.255842e-01, 5.7506253688, 2.860519e+00,1.405256e-01,0.9999110,Not_significant,4.736099e+01,5.802472e+01,7.128443e+01,6.296128e+01,4.029600e+01,5.467435e+01,4.259659e+01,5.320303e+01
40771,AGIS_Os08g039640, 6.777221e-02, 6.4960118424, 7.431155e-02,7.941456e-01,0.9999110,Not_significant,1.118163e+02,8.040340e+01,8.592320e+01,6.941214e+01,7.937355e+01,9.699868e+01,1.360310e+02,6.180584e+01
40772,AGIS_Os08g039650, 2.148546e-01, 1.5895172959, 2.264170e-01,6.507426e-01,0.9999110,Not_significant,1.342818e+00,3.037107e+00,2.564592e+00,3.999136e+00,3.894700e+00,3.885156e+00,1.431474e+00,3.601608e+00
40773,AGIS_Os08g039660, 1.174319e-01, 2.7630952999, 2.675287e-01,6.230663e-01,0.9999110,Not_significant,7.097754e+00,6.784648e+00,6.327242e+00,5.606829e+00,8.246320e+00,5.556425e+00,7.484566e+00,6.885976e+00
40774,AGIS_Os08g039670, 2.301286e-01, 1.8317477622, 7.367449e-01,4.228947e-01,0.9999110,Not_significant,3.602163e+00,3.196954e+00,2.789228e+00,3.376155e+00,3.416022e+00,3.559585e+00,4.151276e+00,4.068138e+00
40775,AGIS_Os08g039680,-2.664629e+00,-0.7662758546, 1.634526e+00,2.475270e-01,0.9999110,Not_significant,9.804705e-01,3.907389e-01,6.926271e-01,5.225002e-01,0.000000e+00,1.584449e+00,0.000000e+00,2.239342e-01
40776,AGIS_Os08g039690,-4.270719e-02, 3.2866244544, 3.252104e-02,8.627004e-01,0.9999110,Not_significant,7.779820e+00,1.118934e+01,9.678060e+00,1.081174e+01,1.161883e+01,9.354762e+00,8.486598e+00,8.826739e+00
40781,AGIS_Os08g039740, 4.024255e-01,-1.2061354715, 3.621152e-01,5.688413e-01,0.9999110,Not_significant,1.705166e-01,4.440215e-01,2.995144e-01,4.421156e-01,2.175810e-01,5.209148e-01,4.703416e-01,5.784967e-01
40782,AGIS_Os08g039750,-5.903409e-01, 1.4155566518, 8.153486e-01,4.007650e-01,0.9999110,Not_significant,8.952122e-01,3.942910e+00,4.080884e+00,3.737886e+00,1.979987e+00,3.668108e+00,6.543883e-01,2.052730e+00
40783,AGIS_Os08g039760, 5.254042e-02,-0.4533965417, 3.248016e-03,9.563716e-01,0.9999110,Not_significant,2.557749e-01,6.571517e-01,5.241502e-01,8.038465e-01,2.088778e+00,4.123909e-01,2.862949e-01,5.038519e-01
40784,AGIS_Os08g039770, 1.206760e-01,-0.1838761689, 5.959388e-02,8.150804e-01,0.9999110,Not_significant,8.952122e-01,8.347603e-01,5.054306e-01,9.244235e-01,6.745011e-01,7.379627e-01,6.543883e-01,1.492895e+00
40785,AGIS_Os08g039780, 1.492131e-01, 3.6631124864, 3.798204e-01,5.599620e-01,0.9999110,Not_significant,1.261823e+01,1.143799e+01,9.509583e+00,1.422808e+01,9.834662e+00,1.402129e+01,1.582802e+01,1.354802e+01
40786,AGIS_Os08g039790,-1.885891e-01, 5.2195900569, 3.654719e-01,5.672562e-01,0.9999110,Not_significant,2.813524e+01,4.335425e+01,4.771639e+01,3.812242e+01,4.373378e+01,4.219410e+01,2.112447e+01,3.338486e+01
40787,AGIS_Os08g039800,-2.961756e-01, 4.2145862634, 1.320390e+00,2.935395e-01,0.9999110,Not_significant,1.453654e+01,2.330225e+01,2.167736e+01,2.178424e+01,1.947350e+01,2.120557e+01,1.224933e+01,1.397723e+01
40788,AGIS_Os08g039810,-5.177603e-01, 1.0096730331, 1.257443e+00,3.042946e-01,0.9999110,Not_significant,1.705166e+00,2.966063e+00,2.414835e+00,1.889039e+00,1.349002e+00,2.279002e+00,6.748379e-01,2.500598e+00
40792,AGIS_Os08g039850, 5.466776e-01,-0.7100716881, 3.649769e-01,5.675114e-01,0.9999110,Not_significant,3.197186e-01,7.637169e-01,6.177485e-01,1.607693e-01,5.657106e-01,1.736383e-01,1.308777e+00,6.531414e-01
40796,AGIS_Os08g039890, 2.501824e-01,-0.1478665470, 2.858093e-01,6.116876e-01,0.9999110,Not_significant,1.705166e-01,1.633999e+00,8.236647e-01,6.631733e-01,2.828553e-01,1.627859e+00,9.815824e-01,7.091249e-01
40799,AGIS_Os08g039920,-1.311163e-02, 4.4606692612, 3.596263e-03,9.540954e-01,0.9999110,Not_significant,2.171955e+01,1.795623e+01,2.059162e+01,2.684847e+01,1.390343e+01,2.116216e+01,2.257640e+01,3.107087e+01
40802,AGIS_Os08g039950,-1.436208e-01, 3.5435065834, 3.028308e-01,6.016515e-01,0.9999110,Not_significant,1.165907e+01,1.312527e+01,1.370278e+01,9.646158e+00,1.614451e+01,1.159035e+01,7.689062e+00,9.405236e+00
40803,AGIS_Os08g039960, 2.697021e-01, 3.9159765003, 9.787525e-01,3.600805e-01,0.9999110,Not_significant,1.813870e+01,1.596701e+01,1.007117e+01,1.099260e+01,1.349002e+01,1.673439e+01,2.008154e+01,1.496627e+01
40804,AGIS_Os08g039970,-2.410451e-01, 1.6662415872, 8.506265e-02,7.802070e-01,0.9999110,Not_significant,9.378413e-01,4.813193e+00,3.762650e+00,3.335963e+00,4.699750e+00,4.558005e+00,5.725897e-01,2.388631e+00
40805,AGIS_Os08g039980,-8.321228e-01, 0.1490635341, 3.348334e-01,5.835280e-01,0.9999110,Not_significant,5.968081e-01,1.012369e+00,2.021722e+00,1.446924e+00,1.283728e+00,1.497630e+00,0.000000e+00,6.904638e-01
40806,AGIS_Os08g039990,-2.470900e-01, 3.2861762277, 1.312631e+00,2.945399e-01,0.9999110,Not_significant,1.193616e+01,1.085188e+01,1.061404e+01,8.721734e+00,7.506545e+00,1.098262e+01,8.711544e+00,8.397532e+00
40807,AGIS_Os08g040000, 2.036123e-01, 3.8071325880, 7.479165e-01,4.198144e-01,0.9999110,Not_significant,1.212799e+01,1.216619e+01,1.342199e+01,1.340414e+01,2.012624e+01,1.350038e+01,1.034751e+01,1.657113e+01
40808,AGIS_Os08g040010, 1.117250e-02, 3.1319272377, 2.064409e-03,9.652047e-01,0.9999110,Not_significant,1.180827e+01,7.193148e+00,7.001150e+00,9.123658e+00,8.202804e+00,9.832267e+00,8.404799e+00,8.248243e+00
