,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mycLP_1,CPM.pho2mycLP_2,CPM.pho2mycLP_3,CPM.pho2mycLP_4,CPM.pho2mycHP_1,CPM.pho2mycHP_2,CPM.pho2mycHP_3,CPM.pho2mycHP_4
32304,AGIS_Os06g047420,-1.002964e+00, 8.992756e-01, 3.646291e+00,8.581742e-02,0.2777503674,Not_significant,1.219599e+00,6.275930e+00,1.119931e+00,1.835806e+00,1.026710e+00,7.318307e-01,6.778431e-01,1.671167e+00
32305,AGIS_Os06g047430,-3.152369e-01,-8.894892e-01, 8.626353e-02,7.749041e-01,0.8891610962,Not_significant,9.204523e-02,1.180955e+00,3.199803e-01,7.955157e-01,4.297855e-01,7.318307e-02,3.389215e-01,7.409894e-01
32311,AGIS_Os07g000020, 2.226302e-01, 4.884867e+00, 3.420117e+00,9.372371e-02,0.2921053142,Not_significant,3.373458e+01,2.205011e+01,2.591840e+01,2.745549e+01,3.896722e+01,2.896220e+01,3.009623e+01,2.889858e+01
32312,AGIS_Os07g000030,-4.222583e-01, 5.204357e+00, 7.974480e+00,1.780495e-02,0.1140552924,Not_significant,3.769252e+01,4.926268e+01,4.001753e+01,4.150960e+01,3.839417e+01,2.731558e+01,2.929977e+01,3.116885e+01
32315,AGIS_Os07g000060, 6.136852e-02, 4.408254e+00, 2.352304e-01,6.379764e-01,0.8079347070,Not_significant,2.103234e+01,1.843976e+01,1.997877e+01,2.362070e+01,2.253986e+01,2.184515e+01,1.947104e+01,2.263959e+01
32316,AGIS_Os07g000070,-9.343020e-01,-1.681534e+00, 6.942739e-01,4.239002e-01,0.6581212882,Not_significant,5.292601e-01,2.024494e-01,2.799827e-01,3.059676e-01,9.550789e-02,4.390984e-01,3.389215e-02,3.153146e-01
32318,AGIS_Os07g000090, 3.838101e-01, 2.806608e+00, 2.731850e+00,1.289402e-01,0.3490747830,Not_significant,4.510216e+00,5.651711e+00,6.839578e+00,6.894470e+00,9.932821e+00,5.013040e+00,8.201901e+00,8.623855e+00
32319,AGIS_Os07g000100, 8.603285e-01, 2.414059e+00, 1.192598e+01,6.063624e-03,0.0610267208,Not_significant,1.886927e+00,4.605723e+00,4.599716e+00,4.405933e+00,6.088628e+00,7.263420e+00,7.066514e+00,6.385121e+00
32320,AGIS_Os07g000110, 1.094672e+00, 3.085253e+00, 3.106254e+01,2.243471e-04,0.0085213684,UP,4.832375e+00,5.499874e+00,4.279736e+00,7.057652e+00,1.387252e+01,1.165440e+01,9.879563e+00,1.051574e+01
32321,AGIS_Os07g000120, 2.149406e-02, 1.614116e+00, 6.769118e-03,9.360293e-01,0.9722864206,Not_significant,3.842888e+00,2.614971e+00,2.399852e+00,3.222859e+00,3.390530e+00,3.311534e+00,2.711372e+00,2.711706e+00
32323,AGIS_Os07g000140,-7.153844e-01, 4.665390e+00, 4.304639e+00,8.203738e-02,0.2709221149,Not_significant,3.672605e+01,3.510809e+01,2.477847e+01,2.574207e+01,2.731526e+01,8.544124e+00,1.633602e+01,2.817336e+01
32324,AGIS_Os07g000150, 1.015457e-01, 3.801005e+00, 5.677401e-01,4.682873e-01,0.6921556089,Not_significant,1.359968e+01,1.288928e+01,1.213925e+01,1.509440e+01,1.420680e+01,1.443536e+01,1.384494e+01,1.499321e+01
32325,AGIS_Os07g000160,-3.042119e-01, 3.685837e+00, 3.066000e+00,1.100738e-01,0.3187529581,Not_significant,1.484229e+01,1.481255e+01,1.341917e+01,1.305462e+01,1.019547e+01,1.070302e+01,1.630213e+01,9.317547e+00
32328,AGIS_Os07g000190, 4.535060e-01, 4.013605e+00, 1.041261e+01,8.908724e-03,0.0768342246,Not_significant,1.468121e+01,1.445826e+01,1.203926e+01,1.315661e+01,1.912546e+01,1.943011e+01,2.045391e+01,1.556078e+01
32330,AGIS_Os07g000210,-4.663134e-01, 1.353408e+00, 1.914912e+00,1.961101e-01,0.4376493476,Not_significant,4.142035e+00,2.817420e+00,2.399852e+00,2.386547e+00,1.528126e+00,1.866168e+00,2.541911e+00,2.459454e+00
32331,AGIS_Os07g000220, 1.261552e+00,-9.670481e-01, 1.412113e+00,2.617841e-01,0.5121849915,Not_significant,0.000000e+00,3.205448e-01,5.199679e-01,4.283546e-01,4.297855e-01,1.207521e+00,5.422745e-01,3.153146e-01
32332,AGIS_Os07g000230, 7.178257e-01, 8.768169e-01, 2.536409e+00,1.419009e-01,0.3682519024,Not_significant,5.752827e-01,2.193201e+00,1.039936e+00,1.917397e+00,2.483205e+00,2.360154e+00,2.287720e+00,1.513510e+00
32333,AGIS_Os07g000240, 1.805609e-01, 3.129560e+00, 9.280698e-01,3.577693e-01,0.6020137010,Not_significant,7.110494e+00,9.262058e+00,8.419481e+00,7.791975e+00,1.138932e+01,8.544124e+00,8.083279e+00,9.112593e+00
32334,AGIS_Os07g000250,-4.845221e-01, 4.037678e+00, 1.198267e+01,5.980297e-03,0.0606859154,Not_significant,2.105535e+01,1.570670e+01,2.041874e+01,1.945954e+01,1.320397e+01,1.374012e+01,1.316710e+01,1.434682e+01
32341,AGIS_Os07g000320, 4.474004e-01, 3.704704e+00, 1.060108e+01,8.477625e-03,0.0744739499,Not_significant,1.058520e+01,9.970631e+00,1.155929e+01,1.181035e+01,1.528126e+01,1.258749e+01,1.572596e+01,1.647519e+01
32342,AGIS_Os07g000330, 7.779111e-02, 3.920245e+00, 3.354312e-01,5.751140e-01,0.7677443627,Not_significant,1.523349e+01,1.415458e+01,1.433912e+01,1.499241e+01,1.520963e+01,1.708825e+01,1.399746e+01,1.579726e+01
32344,AGIS_Os07g000350,-5.263657e-01, 3.801010e+00, 8.519831e+00,1.511466e-02,0.1049362208,Not_significant,2.328744e+01,1.256873e+01,1.425912e+01,1.621628e+01,1.098341e+01,1.110553e+01,1.269261e+01,1.012160e+01
32347,AGIS_Os07g000380,-4.452542e-02, 3.854284e+00, 9.598795e-02,7.629699e-01,0.8822749975,Not_significant,1.550962e+01,1.565608e+01,1.297920e+01,1.425809e+01,1.306070e+01,1.767371e+01,1.396357e+01,1.229727e+01
32350,AGIS_Os07g000410, 1.834524e-01, 2.119334e+00, 6.433726e-01,4.408793e-01,0.6712077418,Not_significant,4.395160e+00,3.914021e+00,3.579779e+00,4.161159e+00,5.563335e+00,4.866674e+00,4.507656e+00,3.484227e+00
32351,AGIS_Os07g000420, 1.381570e+00, 6.188956e+00, 8.303081e+01,3.344365e-06,0.0008847364,UP,6.040468e+01,3.574918e+01,3.363793e+01,3.139227e+01,1.343319e+02,1.354802e+02,7.959572e+01,7.277461e+01
32352,AGIS_Os07g000430, 9.414492e-01, 1.272152e+00, 5.240320e+00,4.473661e-02,0.1933487996,Not_significant,9.204523e-01,5.398650e-01,1.759891e+00,4.303944e+00,1.671388e+00,2.415041e+00,3.982328e+00,3.389632e+00
32354,AGIS_Os07g000450, 1.543726e-01, 4.632207e+00, 2.654179e-01,6.227063e-01,0.7975970040,Not_significant,1.410593e+01,1.928330e+01,2.043874e+01,3.877629e+01,1.277418e+01,2.641909e+01,4.417842e+01,2.207202e+01
32356,AGIS_Os07g000470,-3.182848e-02,-1.949916e+00, 1.271331e-03,9.722488e-01,0.9888936058,Not_significant,1.840905e-01,4.048987e-01,7.999507e-02,1.019892e-01,3.342776e-01,2.195492e-01,4.405980e-01,0.000000e+00
32358,AGIS_Os07g000490,-1.553680e-01, 9.596603e-01, 2.240958e-01,6.459602e-01,0.8129001085,Not_significant,2.094029e+00,2.294426e+00,1.799889e+00,1.815408e+00,1.408741e+00,1.792985e+00,1.779338e+00,2.254500e+00
32359,AGIS_Os07g000500,-5.845025e-02, 2.659301e+00, 9.144564e-02,7.684574e-01,0.8854907053,Not_significant,6.512200e+00,6.478380e+00,6.819579e+00,5.772589e+00,5.563335e+00,5.488730e+00,6.812323e+00,6.779264e+00
32363,AGIS_Os07g000540,-3.705619e-03, 8.868752e-01, 1.117609e-04,9.917702e-01,0.9965565014,Not_significant,1.817893e+00,1.585853e+00,1.599901e+00,2.162171e+00,1.384864e+00,1.756394e+00,2.643588e+00,1.529276e+00
32364,AGIS_Os07g000550,-6.449733e-01, 5.255859e+00, 2.743062e+01,3.628538e-04,0.0112843389,Not_significant,4.922119e+01,5.076418e+01,4.533720e+01,4.110165e+01,3.135047e+01,2.744365e+01,2.990983e+01,3.025444e+01
32365,AGIS_Os07g000560, 2.168101e-02, 7.413820e+00, 3.415649e-02,8.570174e-01,0.9329888196,Not_significant,1.870819e+02,1.580961e+02,1.613900e+02,1.707707e+02,1.818232e+02,1.653389e+02,1.703759e+02,1.690086e+02
32366,AGIS_Os07g000570, 5.214111e-03, 7.951806e+00, 1.836829e-03,9.666465e-01,0.9862328622,Not_significant,2.615926e+02,2.362247e+02,2.314657e+02,2.586650e+02,2.729854e+02,2.244525e+02,2.486159e+02,2.464184e+02
32370,AGIS_Os07g000610, 4.619232e+00,-8.609620e-01, 3.402366e+00,1.050168e-01,0.3115836435,Not_significant,0.000000e+00,0.000000e+00,0.000000e+00,9.790963e-01,2.196682e+00,5.488730e-01,4.236519e-01,6.306292e-02
32372,AGIS_Os07g000630, 8.409392e-01, 2.375002e+00, 5.713456e+00,3.995741e-02,0.1814276582,Not_significant,2.646300e+00,3.374156e+00,2.499846e+00,6.812878e+00,6.136382e+00,9.458912e+00,5.829450e+00,4.430170e+00
32375,AGIS_Os07g000660, 6.158376e-01, 4.982379e+00, 2.682259e+01,3.951153e-04,0.0118364068,Not_significant,2.726840e+01,2.294426e+01,2.429850e+01,2.523213e+01,4.135492e+01,3.823815e+01,3.855232e+01,3.470037e+01
32377,AGIS_Os07g000680, 2.983611e-01, 7.002394e+00, 4.234605e+00,6.623767e-02,0.2416004118,Not_significant,9.906368e+01,1.075344e+02,1.337318e+02,1.136364e+02,9.161595e+01,1.724559e+02,1.682745e+02,1.390537e+02
32380,AGIS_Os07g000710, 4.986006e-01, 6.874685e-01, 1.566677e+00,2.387851e-01,0.4873003707,Not_significant,1.633803e+00,7.085728e-01,1.199926e+00,1.835806e+00,1.766896e+00,1.975943e+00,1.813230e+00,1.655402e+00
32381,AGIS_Os07g000720,-8.603705e-03, 3.553398e+00, 3.483791e-03,9.540799e-01,0.9801499655,Not_significant,1.325451e+01,9.430766e+00,1.133930e+01,1.305462e+01,1.162809e+01,1.002608e+01,1.242147e+01,1.247069e+01
32382,AGIS_Os07g000730,-6.257712e-01, 1.529439e+00, 5.423625e+00,4.179060e-02,0.1863376077,Not_significant,2.462210e+00,3.914021e+00,4.379730e+00,3.141267e+00,1.910158e+00,1.994239e+00,2.643588e+00,2.333328e+00
32384,AGIS_Os07g000750, 3.865010e-02, 3.899503e+00, 5.399944e-02,8.208662e-01,0.9134923455,Not_significant,1.663718e+01,1.302424e+01,1.529906e+01,1.317700e+01,1.802711e+01,1.125190e+01,1.250620e+01,1.917113e+01
32385,AGIS_Os07g000760, 1.344830e-01, 5.477286e+00, 1.061688e+00,3.267735e-01,0.5740812774,Not_significant,4.790954e+01,3.876905e+01,4.521721e+01,3.808277e+01,4.567665e+01,4.584919e+01,4.295830e+01,5.161700e+01
32386,AGIS_Os07g000770,-2.735118e-01,-1.231749e-01, 3.212015e-01,5.832092e-01,0.7730192104,Not_significant,9.664749e-01,1.282179e+00,9.599408e-01,6.731287e-01,7.640631e-01,9.330842e-01,7.964656e-01,6.621607e-01
32390,AGIS_Os07g000810, 5.623934e-01, 1.092704e-01, 1.308685e+00,2.789116e-01,0.5292031307,Not_significant,5.982940e-01,9.447637e-01,8.199494e-01,9.179028e-01,1.504249e+00,9.696757e-01,1.779338e+00,7.882866e-01
32393,AGIS_Os07g000840,-9.031492e-01,-1.715045e+00, 9.351553e-01,3.560180e-01,0.6004683987,Not_significant,1.840905e-01,3.036740e-01,4.599716e-01,3.467633e-01,4.775395e-02,1.097746e-01,3.728137e-01,2.837832e-01
32394,AGIS_Os07g000850,-2.933669e-02, 2.673795e+00, 2.027213e-02,8.895682e-01,0.9494686250,Not_significant,6.305098e+00,6.394026e+00,6.419604e+00,6.262137e+00,6.685552e+00,4.958153e+00,5.439691e+00,8.277009e+00
32395,AGIS_Os07g000860,-1.408972e-01, 3.116819e+00, 5.314202e-01,4.825029e-01,0.7029135657,Not_significant,8.675263e+00,7.979879e+00,9.939387e+00,9.015845e+00,5.491704e+00,7.647631e+00,1.228591e+01,8.040523e+00
32396,AGIS_Os07g000870, 2.762251e-01, 5.952629e+00, 4.393048e+00,6.211373e-02,0.2328624456,Not_significant,5.354731e+01,4.634403e+01,6.711586e+01,5.768509e+01,6.666451e+01,7.171941e+01,7.191915e+01,6.016203e+01
32397,AGIS_Os07g000880,-2.264659e-01, 3.004791e+00, 1.329711e+00,2.753059e-01,0.5255411360,Not_significant,1.007895e+01,9.380154e+00,6.779582e+00,7.955157e+00,7.091461e+00,7.446377e+00,5.117715e+00,1.005854e+01
32398,AGIS_Os07g000890,-2.145295e-02, 1.335745e+00, 4.718947e-03,9.465681e-01,0.9763482265,Not_significant,1.932950e+00,1.822044e+00,1.919882e+00,3.977579e+00,2.387697e+00,9.879715e-01,2.270774e+00,4.572062e+00
32400,AGIS_Os07g000910,-9.912740e-02, 4.290786e+00, 4.715486e-01,5.076698e-01,0.7215612882,Not_significant,1.942154e+01,2.420957e+01,2.033875e+01,1.705259e+01,1.769284e+01,1.741757e+01,2.099619e+01,1.913960e+01
32401,AGIS_Os07g000920,-1.288572e-01, 2.691281e+00, 4.344958e-01,5.244727e-01,0.7334448635,Not_significant,6.742313e+00,7.035115e+00,7.279551e+00,5.772589e+00,6.781060e+00,6.055899e+00,5.321068e+00,6.385121e+00
32402,AGIS_Os07g000930, 3.044057e-01, 4.911673e+00, 5.095103e+00,4.723587e-02,0.1997592479,Not_significant,2.664709e+01,2.210072e+01,3.167805e+01,2.761867e+01,3.218616e+01,3.423138e+01,3.170611e+01,3.432200e+01
32403,AGIS_Os07g000940,-3.732003e-02, 7.807718e-01, 1.084574e-02,9.190864e-01,0.9630449481,Not_significant,1.725848e+00,2.361909e+00,1.359916e+00,1.407451e+00,1.337110e+00,1.628323e+00,1.881015e+00,1.718465e+00
32404,AGIS_Os07g000950,-8.061393e-01, 4.240025e+00, 1.946080e+01,1.303514e-03,0.0244528518,Not_significant,2.482920e+01,2.709447e+01,2.103870e+01,2.243762e+01,1.563942e+01,9.532095e+00,1.316710e+01,1.713735e+01
32405,AGIS_Os07g000960, 9.078336e-02, 3.171984e+00, 2.816178e-01,6.070653e-01,0.7883883727,Not_significant,7.018449e+00,1.012247e+01,1.111931e+01,6.833276e+00,8.667341e+00,1.039200e+01,9.388126e+00,8.245477e+00
32406,AGIS_Os07g000970, 1.041773e+00,-1.347147e+00, 9.278756e-01,3.578175e-01,0.6020137010,Not_significant,9.204523e-02,7.254436e-01,2.199864e-01,6.119352e-02,5.014164e-01,4.025069e-01,1.864068e-01,6.148635e-01
32407,AGIS_Os07g000980,-2.146730e-01,-1.274235e+00, 5.983752e-02,8.116303e-01,0.9089444692,Not_significant,1.840905e-01,7.423143e-01,1.999877e-01,4.691503e-01,5.730474e-01,4.025069e-01,1.016765e-01,3.310804e-01
32408,AGIS_Os07g000990, 1.754827e-01, 3.752498e+00, 1.306630e+00,2.792675e-01,0.5293381028,Not_significant,1.422099e+01,1.113472e+01,1.233924e+01,1.270785e+01,1.403966e+01,1.551481e+01,1.159112e+01,1.597069e+01
32409,AGIS_Os07g001000, 2.659671e-01, 3.813146e+00, 1.903406e+00,1.975967e-01,0.4397668492,Not_significant,1.601587e+01,1.126968e+01,1.571903e+01,8.546695e+00,1.783610e+01,1.419752e+01,1.257399e+01,1.600222e+01
32410,AGIS_Os07g001010,-1.293111e-01, 1.948972e+00, 2.815507e-01,6.071076e-01,0.7883883727,Not_significant,4.694307e+00,3.239190e+00,4.719709e+00,3.406439e+00,4.082962e+00,3.348125e+00,3.168916e+00,3.941433e+00
32413,AGIS_Os07g001040, 1.537155e+00,-5.079595e-01, 4.976100e+00,4.942083e-02,0.2045612196,Not_significant,5.982940e-01,1.349662e-01,4.399729e-01,2.855698e-01,6.685552e-01,9.879715e-01,1.237064e+00,9.459439e-01
32416,AGIS_Os07g001070, 1.677364e-01, 5.892092e+00, 1.667310e+00,2.252690e-01,0.4723892090,Not_significant,6.489189e+01,4.580417e+01,5.559657e+01,5.744032e+01,7.289640e+01,6.398030e+01,6.156510e+01,5.264178e+01
32417,AGIS_Os07g001080, 5.077063e-01, 4.904846e+00, 1.352721e+01,4.160774e-03,0.0492964382,Not_significant,2.011188e+01,2.071732e+01,2.887822e+01,2.998482e+01,3.600648e+01,3.220055e+01,3.484113e+01,3.660803e+01
32418,AGIS_Os07g001090, 5.716186e-01, 3.687457e-01, 1.717320e+00,2.189346e-01,0.4651080667,Not_significant,9.204523e-01,8.941514e-01,8.199494e-01,1.387053e+00,1.528126e+00,2.067422e+00,1.338740e+00,1.072070e+00
32419,AGIS_Os07g001100, 9.034384e-01,-2.840814e-01, 1.138802e+00,3.108802e-01,0.5597760708,Not_significant,1.288633e+00,3.036740e-01,3.999753e-02,8.771071e-01,8.118171e-01,3.293238e-01,1.067603e+00,1.545042e+00
32420,AGIS_Os07g001110, 5.918605e-01, 1.099549e+00, 3.244252e+00,1.014312e-01,0.3053048655,Not_significant,1.656814e+00,1.518370e+00,1.859885e+00,1.529838e+00,2.053420e+00,3.842111e+00,2.474127e+00,1.891888e+00
32425,AGIS_Os07g001160, 8.716465e-01,-2.752106e-01, 2.170333e+00,1.710370e-01,0.4070437803,Not_significant,4.832375e-01,5.398650e-01,8.199494e-01,3.263654e-01,4.297855e-01,1.390478e+00,1.101495e+00,1.166664e+00
32426,AGIS_Os07g001170, 3.233003e-01, 4.666025e+00, 2.396787e+00,1.560173e-01,0.3872341113,Not_significant,1.619996e+01,1.869282e+01,2.271860e+01,3.177983e+01,1.886281e+01,2.832185e+01,4.305998e+01,2.312833e+01
32427,AGIS_Os07g001180,-3.243589e-02, 4.003154e+00, 5.047821e-02,8.266946e-01,0.9167341565,Not_significant,1.668320e+01,1.552112e+01,1.555904e+01,1.676702e+01,1.456495e+01,1.809451e+01,1.714943e+01,1.363736e+01
32430,AGIS_Os07g001210, 3.186467e-01, 2.342453e+00, 2.450223e+00,1.481456e-01,0.3769625392,Not_significant,4.763341e+00,3.728442e+00,5.179681e+00,4.242751e+00,5.754351e+00,5.067928e+00,6.710646e+00,4.824314e+00
32431,AGIS_Os07g001220, 1.312975e+00,-1.034011e+00, 2.856627e+00,1.214484e-01,0.3378180955,Not_significant,2.301131e-01,3.036740e-01,3.199803e-01,1.631827e-01,9.312020e-01,4.025069e-01,5.761666e-01,6.779264e-01
32433,AGIS_Os07g001240,-1.694306e+00,-1.235378e+00, 3.691451e+00,8.321420e-02,0.2734049970,Not_significant,5.752827e-01,6.917020e-01,7.199556e-01,2.855698e-01,4.536625e-01,2.561407e-01,8.473038e-02,6.306292e-02
32435,AGIS_Os07g001260,-5.059884e-01, 4.129613e+00, 7.904761e+00,1.830307e-02,0.1157182248,Not_significant,1.965166e+01,2.675706e+01,1.635899e+01,1.915357e+01,1.556779e+01,1.211180e+01,1.147249e+01,1.865086e+01
32437,AGIS_Os07g001280, 3.147137e-01,-2.615680e-01, 2.845063e-01,6.052525e-01,0.7867705568,Not_significant,2.761357e-01,9.616345e-01,5.199679e-01,1.244268e+00,8.834480e-01,6.952392e-01,7.117352e-01,1.056304e+00
32438,AGIS_Os07g001290, 4.552319e-02, 5.825826e+00, 1.254503e-01,7.304492e-01,0.8633445684,Not_significant,6.054275e+01,5.002186e+01,5.691649e+01,5.540053e+01,6.002671e+01,6.504145e+01,4.990620e+01,5.562150e+01
32439,AGIS_Os07g001300, 9.807353e-02, 4.826834e+00, 5.762439e-01,4.650632e-01,0.6896692523,Not_significant,2.982266e+01,2.866346e+01,2.433850e+01,2.672117e+01,3.025212e+01,2.671182e+01,3.201114e+01,2.822066e+01
32440,AGIS_Os07g001310, 1.752983e-01, 2.643630e-01, 1.574414e-01,6.997432e-01,0.8455848117,Not_significant,1.518746e+00,8.604098e-01,1.019937e+00,9.994941e-01,1.002833e+00,1.573436e+00,1.135387e+00,1.198196e+00
32444,AGIS_Os07g001350,-2.936705e+00,-1.362917e+00, 3.590412e+00,8.750632e-02,0.2806627479,Not_significant,1.012498e+00,5.398650e-01,5.799642e-01,1.631827e-01,2.387697e-01,0.000000e+00,0.000000e+00,3.153146e-01
32448,AGIS_Os07g001390,-1.248535e-01, 5.323470e-01, 7.378996e-02,7.913452e-01,0.8978238589,Not_significant,1.794882e+00,1.957011e+00,9.799396e-01,1.142279e+00,9.312020e-01,1.006267e+00,1.728500e+00,1.702699e+00
32450,AGIS_Os07g001410, 1.788158e-01, 3.118336e+00, 6.075085e-01,4.535951e-01,0.6807672679,Not_significant,1.139060e+01,6.950762e+00,7.619530e+00,6.751685e+00,7.163092e+00,9.678461e+00,8.761122e+00,1.084682e+01
32451,AGIS_Os07g001420,-4.737991e-01,-1.643702e+00, 1.316158e-01,7.242083e-01,0.8602466275,Not_significant,3.221583e-01,5.229942e-01,2.999815e-01,1.019892e-01,3.581546e-01,0.000000e+00,4.914362e-01,1.576573e-01
32458,AGIS_Os07g001490,-1.127211e+00, 2.497077e-01, 3.001566e+00,1.137777e-01,0.3253045231,Not_significant,2.140052e+00,1.400275e+00,1.119931e+00,1.264666e+00,7.640631e-01,1.097746e-01,1.033711e+00,1.387384e+00
32459,AGIS_Os07g001500, 1.892081e-01,-8.634045e-01, 4.205156e-02,8.415782e-01,0.9245424339,Not_significant,4.142035e-01,7.929267e-01,8.399482e-01,4.079568e-02,5.252934e-01,1.646619e-01,9.828724e-01,3.153146e-01
32460,AGIS_Os07g001510,-5.270305e-01, 1.431492e+00, 2.341872e+00,1.565075e-01,0.3878449771,Not_significant,3.244594e+00,2.800550e+00,3.799766e+00,2.406945e+00,2.268312e+00,1.134338e+00,2.152152e+00,3.468461e+00
32461,AGIS_Os07g001520, 2.442139e-02, 1.504423e+00, 3.613594e-03,9.532599e-01,0.9795954367,Not_significant,2.623289e+00,2.328168e+00,4.139745e+00,1.713419e+00,4.178470e+00,1.244112e+00,2.287720e+00,3.894136e+00
32462,AGIS_Os07g001530,-6.863386e-01,-1.852488e+00, 2.508815e-01,6.271450e-01,0.8008755835,Not_significant,6.903392e-01,2.361909e-01,1.199926e-01,1.223870e-01,2.387697e-02,7.318307e-02,1.864068e-01,4.572062e-01
32463,AGIS_Os07g001540,-3.701449e-01,-8.821525e-01, 2.900623e-01,6.017990e-01,0.7845256666,Not_significant,5.292601e-01,4.892526e-01,5.599655e-01,6.935265e-01,3.342776e-01,4.939857e-01,5.253284e-01,4.099090e-01
32465,AGIS_Os07g001560, 1.023722e+00, 1.109039e+00, 3.869320e+00,7.951824e-02,0.2660266049,Not_significant,4.602262e-01,1.366533e+00,2.119869e+00,1.570634e+00,4.178470e+00,1.152633e+00,3.202808e+00,2.900895e+00
32467,AGIS_Os07g001580, 1.990141e-01,-9.941100e-02, 1.453821e-01,7.108531e-01,0.8517947672,Not_significant,9.204523e-01,6.410897e-01,4.799704e-01,1.325860e+00,6.208013e-01,7.318307e-01,1.084549e+00,1.340087e+00
32468,AGIS_Os07g001590, 6.849204e-01,-3.390503e-01, 1.324851e+00,2.761336e-01,0.5260492154,Not_significant,4.602262e-01,7.423143e-01,7.999507e-01,3.263654e-01,1.146095e+00,5.488730e-01,1.169279e+00,8.198180e-01
32471,AGIS_Os07g001620, 1.107633e+00,-1.226198e+00, 9.155975e-01,3.608837e-01,0.6046846597,Not_significant,3.681809e-01,3.542864e-01,2.799827e-01,0.000000e+00,1.432618e+00,2.012534e-01,2.372451e-01,3.153146e-01
32472,AGIS_Os07g001630, 1.020826e+00, 1.961524e-01, 4.351346e+00,6.316763e-02,0.2352100974,Not_significant,3.911922e-01,1.079730e+00,9.999383e-01,5.507417e-01,1.313234e+00,1.390478e+00,1.220118e+00,1.876122e+00
32473,AGIS_Os07g001640,-1.127771e+00, 4.082677e+00, 5.261735e+01,2.543923e-05,0.0023675544,DOWN,1.714342e+01,2.674019e+01,2.389853e+01,2.396746e+01,5.706597e+00,1.231305e+01,1.194698e+01,1.351123e+01
32475,AGIS_Os07g001660, 8.778130e-02, 1.805909e+00, 1.201520e-01,7.359531e-01,0.8668050549,Not_significant,3.980956e+00,3.121094e+00,2.759830e+00,3.447235e+00,3.462161e+00,4.189731e+00,2.389397e+00,4.319810e+00
32480,AGIS_Os07g001710,-1.850712e-02, 2.210645e+00, 6.819883e-03,9.357904e-01,0.9722441317,Not_significant,5.016465e+00,3.542864e+00,5.319672e+00,4.671105e+00,4.417240e+00,4.281210e+00,4.185681e+00,5.297286e+00
32481,AGIS_Os07g001720,-6.965834e-02, 3.316941e+00, 1.471157e-01,7.092238e-01,0.8507981218,Not_significant,1.178179e+01,8.857160e+00,9.919388e+00,9.974543e+00,8.500202e+00,1.052007e+01,7.947710e+00,1.191889e+01
32482,AGIS_Os07g001730,-8.326206e-01, 2.037480e+00, 4.482824e+00,6.290655e-02,0.2345802338,Not_significant,4.648284e+00,8.148587e+00,4.439726e+00,3.549224e+00,3.820316e+00,1.445366e+00,4.151789e+00,2.333328e+00
32483,AGIS_Os07g001740, 1.214920e+00,-2.271461e+00, 5.363624e-01,4.805246e-01,0.7013866024,Not_significant,0.000000e+00,2.699325e-01,0.000000e+00,3.059676e-01,2.865237e-01,2.927323e-01,1.355686e-01,6.306292e-02
32484,AGIS_Os07g001750,-9.490282e-01, 6.325668e+00, 5.260112e+01,2.547314e-05,0.0023675544,Not_significant,1.256878e+02,9.008997e+01,1.132930e+02,9.393205e+01,5.802104e+01,5.993693e+01,5.524421e+01,4.518459e+01
32485,AGIS_Os07g001760, 6.752387e-01, 3.825849e+00, 4.918112e+00,6.026929e-02,0.2286728810,Not_significant,6.005951e+00,1.165771e+01,1.011938e+01,1.697100e+01,1.583043e+01,2.072910e+01,2.028445e+01,1.152475e+01
32488,AGIS_Os07g001790,-1.073639e+00, 2.014820e+00, 1.151677e+01,6.708520e-03,0.0649226420,Not_significant,4.993454e+00,5.179330e+00,7.019567e+00,4.222353e+00,1.528126e+00,3.915294e+00,1.982691e+00,3.184678e+00
32491,AGIS_Os07g001820,-1.403864e+00, 4.541789e+00, 5.854649e+01,1.822519e-05,0.0019787229,DOWN,3.150248e+01,3.574918e+01,3.203802e+01,3.416638e+01,7.306354e+00,1.406945e+01,1.360770e+01,1.759456e+01
32493,AGIS_Os07g001840,-1.469200e+00, 3.698272e+00, 7.836967e+01,4.350157e-06,0.0009703618,DOWN,1.679825e+01,2.375406e+01,1.809888e+01,1.717498e+01,4.727641e+00,8.050138e+00,6.592024e+00,8.340072e+00
32494,AGIS_Os07g001850, 1.133066e-01, 1.190582e+00, 1.430936e-01,7.130212e-01,0.8535401520,Not_significant,2.531244e+00,2.007623e+00,2.019875e+00,2.060182e+00,1.981789e+00,2.158901e+00,2.508019e+00,2.680174e+00
32495,AGIS_Os07g001860,-1.271534e+00, 1.888924e+00, 2.304242e+01,6.949236e-04,0.0168992481,DOWN,2.899425e+00,8.620969e+00,5.639652e+00,3.855192e+00,1.265480e+00,2.469929e+00,2.236882e+00,2.301797e+00
32496,AGIS_Os07g001870,-5.134514e-02,-1.002189e+00, 4.204443e-03,9.495602e-01,0.9779374065,Not_significant,4.372149e-01,3.205448e-01,9.199433e-01,2.855698e-01,4.297855e-01,6.220561e-01,3.389215e-01,3.468461e-01
32497,AGIS_Os07g001880,-1.281334e+00, 5.102996e+00, 8.487096e+01,3.025626e-06,0.0008248866,DOWN,4.866892e+01,5.012309e+01,4.563719e+01,4.942396e+01,1.520963e+01,2.136946e+01,1.960661e+01,2.461031e+01
