,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mycLP_1,CPM.pho2mycLP_2,CPM.pho2mycLP_3,CPM.pho2mycLP_4,CPM.pho2mycHP_1,CPM.pho2mycHP_2,CPM.pho2mycHP_3,CPM.pho2mycHP_4
32498,AGIS_Os07g001890,-8.176831e-01, 1.776833e+00, 8.710272e+00,1.429292e-02,0.1013398825,Not_significant,2.830391e+00,5.280554e+00,4.659713e+00,4.569116e+00,2.244435e+00,1.939351e+00,2.372451e+00,3.200443e+00
32499,AGIS_Os07g001900,-3.597373e-01, 3.261045e+00, 2.696858e+00,1.313030e-01,0.3527897105,Not_significant,9.733783e+00,1.587540e+01,9.479415e+00,8.281523e+00,7.115338e+00,7.519561e+00,8.303578e+00,1.005854e+01
32500,AGIS_Os07g001910, 7.160583e-01, 6.525146e-01, 2.769169e+00,1.266394e-01,0.3453154483,Not_significant,1.150565e+00,1.619595e+00,1.119931e+00,7.547201e-01,2.292189e+00,1.152633e+00,1.897961e+00,2.270265e+00
32501,AGIS_Os07g001920,-2.538440e-01,-2.212648e-01, 2.024288e-01,6.622300e-01,0.8236168684,Not_significant,1.104543e+00,5.061234e-01,1.019937e+00,9.586985e-01,4.536625e-01,8.416053e-01,7.456274e-01,9.301781e-01
32502,AGIS_Os07g001930,-1.318347e+00,-1.810525e+00, 1.601938e+00,2.339273e-01,0.4821398876,Not_significant,9.204523e-02,3.036740e-01,6.799581e-01,2.447741e-01,0.000000e+00,2.195492e-01,3.219755e-01,9.459439e-02
32503,AGIS_Os07g001940,-2.852053e-01, 3.610064e+00, 2.473744e+00,1.464070e-01,0.3740123485,Not_significant,1.348463e+01,1.428955e+01,1.375915e+01,1.152478e+01,7.640631e+00,1.057495e+01,1.353992e+01,1.254952e+01
32506,AGIS_Os07g001970, 1.632917e+00,-6.717164e-01, 4.894127e+00,5.099833e-02,0.2078302682,Not_significant,2.531244e-01,6.748312e-01,2.199864e-01,1.223870e-01,1.026710e+00,7.135349e-01,1.169279e+00,5.202691e-01
32507,AGIS_Os07g001980, 5.162866e-01, 1.123850e+00, 2.647621e+00,1.343322e-01,0.3573404951,Not_significant,1.196588e+00,1.973881e+00,1.859885e+00,2.039784e+00,2.459328e+00,1.957647e+00,2.829995e+00,2.790534e+00
32508,AGIS_Os07g001990, 1.924528e-01, 1.760964e-01, 9.112213e-02,7.688561e-01,0.8856997723,Not_significant,2.347153e+00,8.266682e-01,1.179927e+00,2.447741e-01,7.401862e-01,1.427070e+00,9.489803e-01,1.040538e+00
32509,AGIS_Os07g002000, 7.869912e-01, 1.549611e+00, 6.024916e+00,3.367715e-02,0.1650376097,Not_significant,2.255108e+00,1.552112e+00,3.379792e+00,1.529838e+00,4.202347e+00,4.116548e+00,2.999456e+00,3.090083e+00
32510,AGIS_Os07g002010, 6.306173e-01, 6.444519e-01, 2.585336e+00,1.385055e-01,0.3633706502,Not_significant,8.053958e-01,1.855786e+00,9.799396e-01,1.223870e+00,1.528126e+00,1.500253e+00,1.931853e+00,2.333328e+00
32511,AGIS_Os07g002020, 3.535070e-03, 3.795306e+00, 6.226861e-04,9.805760e-01,0.9921609214,Not_significant,1.355366e+01,1.427268e+01,1.563904e+01,1.195313e+01,1.303683e+01,1.445366e+01,1.369243e+01,1.415763e+01
32514,AGIS_Os07g002050,-2.230368e-01, 1.977387e+00, 8.521815e-01,3.773723e-01,0.6184576034,Not_significant,4.119024e+00,4.892526e+00,3.439788e+00,4.324342e+00,4.321732e+00,2.982210e+00,3.151970e+00,3.972964e+00
32515,AGIS_Os07g002060,-2.905630e-01, 1.320690e+00, 8.275342e-01,3.840931e-01,0.6245195155,Not_significant,3.635787e+00,2.716196e+00,2.719832e+00,1.856203e+00,1.671388e+00,2.506520e+00,2.304666e+00,2.270265e+00
32516,AGIS_Os07g002070, 5.190671e-02, 7.226795e-02, 1.012211e-02,9.218220e-01,0.9643875427,Not_significant,7.823845e-01,8.097975e-01,1.219925e+00,9.586985e-01,3.820316e-01,1.701506e+00,1.084549e+00,1.135133e+00
32517,AGIS_Os07g002080,-1.014852e-01, 2.355612e+00, 2.183138e-01,6.502036e-01,0.8156048502,Not_significant,5.338623e+00,5.044363e+00,4.639714e+00,6.017363e+00,5.229057e+00,5.250885e+00,5.016039e+00,4.114856e+00
32518,AGIS_Os07g002090, 4.100636e-01, 2.774981e+00, 3.547033e+00,8.861331e-02,0.2824399656,Not_significant,6.788336e+00,8.351036e+00,4.639714e+00,4.059170e+00,9.264266e+00,7.098758e+00,7.252921e+00,6.999985e+00
32519,AGIS_Os07g002100, 3.327221e-01, 5.262535e-01, 6.777870e-01,4.292810e-01,0.6620261847,Not_significant,1.426701e+00,1.417146e+00,1.039936e+00,9.179028e-01,2.077297e+00,1.427070e+00,2.186044e+00,7.409894e-01
32520,AGIS_Os07g002110,-2.501338e-01, 3.883324e+00, 2.443520e+00,1.486461e-01,0.3774611266,Not_significant,1.562468e+01,1.422207e+01,1.871885e+01,1.511480e+01,1.107892e+01,1.220328e+01,1.321794e+01,1.756302e+01
32521,AGIS_Os07g002120, 1.039581e+00, 1.308377e+00, 6.007690e+00,3.425734e-02,0.1664170107,Not_significant,1.104543e+00,1.889527e+00,1.719894e+00,1.244268e+00,6.327398e+00,2.122309e+00,2.033529e+00,3.105849e+00
32522,AGIS_Os07g002130, 4.368230e-01, 3.497839e+00, 6.770560e+00,2.611795e-02,0.1413445493,Not_significant,1.311645e+01,8.334165e+00,7.599531e+00,8.913856e+00,1.692877e+01,1.529526e+01,8.134117e+00,1.177700e+01
32523,AGIS_Os07g002140,-8.216136e-02, 2.077961e+00, 9.913614e-02,7.592503e-01,0.8803779540,Not_significant,4.395160e+00,3.880279e+00,2.739831e+00,6.547706e+00,3.700931e+00,3.604266e+00,4.270411e+00,4.335576e+00
32524,AGIS_Os07g002150,-6.174898e-01, 3.654594e+00, 9.094064e+00,1.302566e-02,0.0963843774,Not_significant,1.689030e+01,1.079730e+01,1.587902e+01,1.725657e+01,7.664508e+00,1.178247e+01,8.693337e+00,1.149322e+01
32527,AGIS_Os07g002180, 2.975496e-01, 5.496206e+00, 5.531392e+00,4.017382e-02,0.1820562375,Not_significant,4.466495e+01,3.311734e+01,4.383730e+01,4.075488e+01,5.100121e+01,5.126474e+01,4.970284e+01,4.644584e+01
32528,AGIS_Os07g002190, 1.741152e-01, 3.498522e+00, 1.401384e+00,2.634918e-01,0.5138303746,Not_significant,9.572704e+00,1.074669e+01,1.223925e+01,9.852156e+00,1.229664e+01,1.194714e+01,1.238758e+01,1.106754e+01
32531,AGIS_Os07g002220,-3.553464e-01, 2.305123e+00, 1.939905e+00,1.934519e-01,0.4345522581,Not_significant,5.384646e+00,6.748312e+00,6.639591e+00,3.488031e+00,3.844193e+00,4.226322e+00,4.084004e+00,4.808548e+00
32561,AGIS_Os07g002520, 4.376368e+00, 4.800900e+00, 1.610700e+01,1.793273e-02,0.1144749913,Not_significant,1.656814e+00,1.079730e+00,1.619900e+00,1.305462e+00,1.376269e+02,1.363035e+01,4.965200e+00,6.093455e+01
32562,AGIS_Os07g002530, 4.139718e+00, 3.078865e+00, 6.108879e+00,7.267791e-02,0.2534095021,Not_significant,7.363619e-01,3.711572e-01,7.999507e-01,1.019892e-01,4.111615e+01,3.933590e+00,6.100588e-01,1.973870e+01
32563,AGIS_Os07g002540, 7.813016e-01, 3.240498e+00, 5.881944e+00,4.144562e-02,0.1853649268,Not_significant,1.256417e+01,4.588852e+00,4.879699e+00,3.386041e+00,2.834197e+01,7.647631e+00,3.457000e+00,1.054727e+01
32571,AGIS_Os07g002620,-3.056613e+00,-1.863942e+00, 5.488525e+00,4.080760e-02,0.1838589782,Not_significant,3.451696e-01,4.723818e-01,3.599778e-01,4.283546e-01,0.000000e+00,1.646619e-01,0.000000e+00,1.261258e-01
32573,AGIS_Os07g002640, 5.966745e-01, 8.380621e+00, 1.619919e+01,2.351259e-03,0.0347337994,Not_significant,2.163983e+02,3.435228e+02,2.615839e+02,2.451208e+02,4.394079e+02,4.298408e+02,3.976227e+02,3.324835e+02
32575,AGIS_Os07g002660, 1.963026e+00, 4.504727e+00, 2.312430e+01,3.363887e-03,0.0434190870,UP,1.111446e+01,9.312671e+00,7.939510e+00,4.324342e+00,7.554674e+01,3.701234e+01,1.096411e+01,2.517787e+01
32577,AGIS_Os07g002680, 6.253045e-01,-1.738516e-01, 1.302834e+00,2.799266e-01,0.5299405719,Not_significant,5.522714e-01,6.242189e-01,4.199741e-01,1.162677e+00,8.834480e-01,1.317295e+00,9.828724e-01,8.355837e-01
32580,AGIS_Os07g002710, 8.757761e-01, 1.644257e+00, 6.274165e+00,3.088505e-02,0.1565757063,Not_significant,2.301131e+00,1.737690e+00,1.559904e+00,2.835300e+00,6.828814e+00,2.963914e+00,4.219573e+00,2.301797e+00
32581,AGIS_Os07g002720, 1.804674e+00, 1.120596e+00, 2.765907e+01,3.515548e-04,0.0110579019,UP,9.664749e-01,4.723818e-01,1.299920e+00,1.183075e+00,3.963578e+00,2.524816e+00,2.779157e+00,3.894136e+00
32582,AGIS_Os07g002730, 6.195113e-01, 4.807354e-01, 2.225402e+00,1.661887e-01,0.4006383454,Not_significant,1.702837e+00,1.045988e+00,7.599531e-01,7.751179e-01,1.910158e+00,1.646619e+00,2.169098e+00,8.671152e-01
32584,AGIS_Os07g002750, 1.496314e+00,-1.536101e+00, 1.013507e+00,3.374781e-01,0.5834765732,Not_significant,6.903392e-02,1.518370e-01,5.199679e-01,0.000000e+00,9.789559e-01,7.318307e-02,3.050294e-01,3.941433e-01
32585,AGIS_Os07g002760, 1.718978e+00,-1.532635e-01, 8.250001e+00,1.637916e-02,0.1092163980,Not_significant,2.071018e-01,5.736065e-01,7.399544e-01,2.243762e-01,1.384864e+00,1.225816e+00,1.152333e+00,1.355853e+00
32586,AGIS_Os07g002770, 4.445176e-01, 5.872789e-01, 1.147350e+00,3.089291e-01,0.5581880718,Not_significant,1.564769e+00,8.266682e-01,1.839887e+00,8.567093e-01,1.528126e+00,2.158901e+00,1.559039e+00,1.387384e+00
32587,AGIS_Os07g002780, 1.959735e-01,-9.382645e-01, 6.493550e-02,8.039508e-01,0.9043508528,Not_significant,3.681809e-01,1.012247e-01,8.199494e-01,6.119352e-01,2.387697e-01,3.659154e-01,8.473038e-01,5.045034e-01
32588,AGIS_Os07g002790, 4.368746e-01, 2.531117e+00, 3.381199e+00,9.536429e-02,0.2948616916,Not_significant,3.773855e+00,4.757560e+00,5.699649e+00,5.140256e+00,8.142048e+00,4.720308e+00,6.134480e+00,7.567551e+00
32590,AGIS_Os07g002810, 6.813996e-01, 1.922771e+00, 7.962816e+00,1.786855e-02,0.1142367700,Not_significant,2.899425e+00,1.687078e+00,4.419727e+00,2.733310e+00,4.608256e+00,3.000506e+00,5.405798e+00,5.265754e+00
32591,AGIS_Os07g002820, 3.876612e-01,-1.595850e-01, 5.523572e-01,4.742182e-01,0.6968016818,Not_significant,8.974410e-01,4.723818e-01,1.219925e+00,4.895481e-01,9.073250e-01,7.318307e-01,1.067603e+00,1.072070e+00
32592,AGIS_Os07g002830, 4.513487e-01, 2.867080e+00, 6.578101e+00,2.785189e-02,0.1466213062,Not_significant,6.097997e+00,6.242189e+00,5.839640e+00,6.323330e+00,7.640631e+00,8.928335e+00,8.795014e+00,8.182414e+00
32594,AGIS_Os07g002850, 1.726352e+00,-8.298815e-01, 2.350157e+00,1.564235e-01,0.3877325570,Not_significant,0.000000e+00,2.193201e-01,3.999753e-01,3.059676e-01,1.552003e+00,4.390984e-01,9.828724e-01,3.310804e-01
32596,AGIS_Os07g002870,-1.217102e-01, 4.764131e-01, 6.768382e-02,7.999444e-01,0.9026550867,Not_significant,1.058520e+00,1.315921e+00,2.319857e+00,9.179028e-01,1.862404e+00,5.854646e-01,1.406524e+00,1.371619e+00
32597,AGIS_Os07g002880,-1.390320e-01, 3.119799e+00, 6.778786e-01,4.292508e-01,0.6620261847,Not_significant,8.422139e+00,8.435390e+00,1.015937e+01,9.199426e+00,8.571833e+00,6.897504e+00,7.998548e+00,9.554033e+00
32598,AGIS_Os07g002890, 2.750738e+00,-1.489643e+00, 3.860032e+00,7.741996e-02,0.2619317666,Not_significant,0.000000e+00,1.687078e-01,0.000000e+00,3.671611e-01,5.730474e-01,4.025069e-01,5.422745e-01,4.729719e-01
32603,AGIS_Os07g002940, 7.025041e-01,-1.402239e+00, 4.989732e-01,4.958568e-01,0.7129284697,Not_significant,2.761357e-01,6.748312e-02,1.599901e-01,6.527309e-01,6.446783e-01,4.756900e-01,1.694608e-01,3.153146e-01
32614,AGIS_Os07g003050, 4.861639e-01, 1.995836e+00, 2.687688e+00,1.317321e-01,0.3534413249,Not_significant,1.472724e+00,3.998375e+00,3.039813e+00,5.181051e+00,3.390530e+00,5.653392e+00,5.066877e+00,3.768010e+00
32615,AGIS_Os07g003060,-3.186201e-02, 3.709827e-01, 5.816121e-03,9.406928e-01,0.9741558397,Not_significant,1.541758e+00,1.164084e+00,1.759891e+00,7.139244e-01,1.169972e+00,1.536844e+00,1.203171e+00,9.617096e-01
32616,AGIS_Os07g003070, 1.500981e+00,-1.342203e+00, 3.097720e+00,1.084699e-01,0.3163646081,Not_significant,1.380678e-01,2.530617e-01,1.799889e-01,1.427849e-01,5.014164e-01,3.842111e-01,8.642499e-01,3.626118e-01
32617,AGIS_Os07g003080, 8.164558e-01, 3.964688e+00, 1.960191e+01,1.241885e-03,0.0238249622,Not_significant,1.063122e+01,9.970631e+00,1.035936e+01,1.329939e+01,2.987009e+01,1.749075e+01,1.528536e+01,1.772068e+01
32618,AGIS_Os07g003090, 4.328585e-01, 3.904434e+00, 9.476050e+00,1.148855e-02,0.0902062582,Not_significant,1.401389e+01,1.228193e+01,1.437911e+01,1.032131e+01,1.883893e+01,1.814940e+01,1.601404e+01,1.549771e+01
32619,AGIS_Os07g003100,-1.309313e-01, 2.446375e+00, 4.292355e-01,5.269426e-01,0.7351788219,Not_significant,5.315612e+00,6.360284e+00,5.559657e+00,5.344234e+00,4.178470e+00,5.763167e+00,5.609151e+00,5.155394e+00
32620,AGIS_Os07g003110,-3.620282e-01, 5.481714e+00, 9.251592e+00,1.223556e-02,0.0933150158,Not_significant,6.042770e+01,4.804798e+01,4.687711e+01,4.581355e+01,4.276366e+01,3.461559e+01,3.767113e+01,4.097513e+01
32621,AGIS_Os07g003120, 1.195263e-01, 3.602977e+00, 7.324151e-01,4.118615e-01,0.6479767864,Not_significant,1.111446e+01,1.211322e+01,1.195926e+01,1.121881e+01,1.234440e+01,1.368523e+01,1.304848e+01,1.141439e+01
32622,AGIS_Os07g003130, 5.337157e-02, 4.127689e+00, 1.700577e-01,6.886411e-01,0.8390281144,Not_significant,1.953660e+01,1.727568e+01,1.697895e+01,1.482923e+01,1.893444e+01,1.736268e+01,1.709859e+01,1.753149e+01
32623,AGIS_Os07g003140, 6.405614e-02, 6.744279e+00, 2.441878e-01,6.317236e-01,0.8035147094,Not_significant,1.208094e+02,9.230004e+01,1.065334e+02,1.000514e+02,1.072792e+02,1.203679e+02,1.106918e+02,9.933987e+01
32652,AGIS_Os07g003430,-7.382851e-02, 4.760567e+00, 3.221448e-01,5.826651e-01,0.7729802868,Not_significant,3.025987e+01,2.869720e+01,2.559842e+01,2.645600e+01,2.509470e+01,2.431508e+01,2.645283e+01,2.967111e+01
32654,AGIS_Os07g003450,-5.317896e-01, 3.208160e+00, 5.612706e+00,3.917999e-02,0.1794691287,Not_significant,9.940885e+00,1.469445e+01,1.037936e+01,8.648684e+00,8.380818e+00,5.946124e+00,6.727592e+00,8.907638e+00
32655,AGIS_Os07g003460, 6.091264e-01, 4.674641e+00, 1.839940e+01,1.536825e-03,0.0267630129,Not_significant,2.052609e+01,1.795051e+01,2.127869e+01,2.007147e+01,3.884784e+01,2.219277e+01,2.860498e+01,3.454272e+01
32665,AGIS_Os07g003560, 4.283126e-01, 6.948528e+00, 1.339179e+01,4.290737e-03,0.0504859031,Not_significant,1.067495e+02,1.076862e+02,1.013338e+02,1.048449e+02,1.580178e+02,1.411701e+02,1.351789e+02,1.328263e+02
32666,AGIS_Os07g003570,-6.985372e-01, 3.130991e+00, 9.051580e+00,1.305933e-02,0.0965461774,Not_significant,1.014799e+01,1.288928e+01,9.979385e+00,9.872554e+00,7.592877e+00,4.208027e+00,7.303759e+00,7.788271e+00
32668,AGIS_Os07g003590, 5.358047e-02,-9.378633e-01, 3.739221e-03,9.524285e-01,0.9790832799,Not_significant,3.221583e-01,1.366533e+00,5.799642e-01,4.079568e-02,5.014164e-01,2.561407e-01,5.083823e-01,2.680174e-01
32675,AGIS_Os07g003660,-1.250857e+00, 1.865292e+00, 2.356223e+01,6.405284e-04,0.0160495761,DOWN,2.807380e+00,5.601099e+00,4.739708e+00,7.322824e+00,1.384864e+00,2.049126e+00,2.609696e+00,2.317562e+00
32676,AGIS_Os07g003670,-4.460248e-01,-9.475908e-02, 8.353753e-01,3.819352e-01,0.6226111866,Not_significant,9.664749e-01,1.012247e+00,1.159928e+00,9.586985e-01,5.014164e-01,1.024563e+00,8.473038e-01,7.094579e-01
32678,AGIS_Os07g003690,-3.242513e+00,-8.785169e-01, 1.618227e+01,2.359304e-03,0.0347898114,DOWN,8.514184e-01,5.736065e-01,1.119931e+00,1.162677e+00,7.163092e-02,1.463661e-01,8.473038e-02,7.882866e-02
32679,AGIS_Os07g003700,-7.408443e-01, 1.340882e-01, 1.665968e+00,2.254424e-01,0.4725242448,Not_significant,1.288633e+00,9.447637e-01,1.039936e+00,1.958193e+00,6.208013e-01,9.879715e-01,1.287902e+00,3.626118e-01
32680,AGIS_Os07g003710, 2.687589e-01, 1.506784e+00, 9.851719e-01,3.440123e-01,0.5897872575,Not_significant,2.577267e+00,1.737690e+00,2.139868e+00,3.895987e+00,3.366653e+00,2.286971e+00,2.965563e+00,3.468461e+00
32684,AGIS_Os07g003750, 5.791214e-01, 3.836470e+00, 1.754543e+01,1.804861e-03,0.0296630530,Not_significant,1.116048e+01,9.936890e+00,1.157929e+01,1.297303e+01,1.929259e+01,1.483787e+01,1.565817e+01,1.854050e+01
32685,AGIS_Os07g003760, 7.291451e-01, 4.806108e+00, 1.026682e+01,1.181847e-02,0.0912647373,Not_significant,1.857013e+01,1.928330e+01,2.349855e+01,2.013267e+01,4.973573e+01,4.149480e+01,3.057072e+01,2.024320e+01
32686,AGIS_Os07g003770, 5.571909e-01, 4.203400e+00, 4.150859e+00,7.796200e-02,0.2626601107,Not_significant,1.307042e+01,1.120220e+01,1.645899e+01,1.799089e+01,2.397248e+01,2.499202e+01,2.736791e+01,1.202925e+01
32687,AGIS_Os07g003780, 4.308250e-01, 4.183684e+00, 3.966347e+00,7.716805e-02,0.2615654655,Not_significant,1.405991e+01,1.288928e+01,1.645899e+01,1.762373e+01,2.564387e+01,2.301608e+01,2.250439e+01,1.289637e+01
32688,AGIS_Os07g003790, 1.555463e-01, 2.149370e+00, 2.872518e-01,6.035405e-01,0.7853772289,Not_significant,2.163063e+00,4.453886e+00,4.979693e+00,5.303438e+00,4.393363e+00,4.903266e+00,5.744720e+00,3.231975e+00
32689,AGIS_Os07g003800,-1.070658e-01, 1.797881e+00, 1.189518e-01,7.372188e-01,0.8677926689,Not_significant,3.589764e+00,3.914021e+00,4.239739e+00,2.406945e+00,4.536625e+00,2.049126e+00,3.084186e+00,3.704947e+00
32693,AGIS_Os07g003840, 7.994822e-01, 4.069158e-01, 3.344858e+00,9.692880e-02,0.2975158785,Not_significant,1.150565e+00,6.073481e-01,9.399420e-01,1.040290e+00,1.910158e+00,2.177196e+00,1.169279e+00,1.324321e+00
32695,AGIS_Os07g003860,-1.239181e+00,-1.601176e+00, 7.127472e-01,4.180066e-01,0.6531522550,Not_significant,5.062488e-01,3.205448e-01,0.000000e+00,9.383006e-01,0.000000e+00,2.927323e-01,6.778431e-02,2.207202e-01
32697,AGIS_Os07g003880,-6.358151e-01, 9.585612e-01, 2.825759e+00,1.232491e-01,0.3402583808,Not_significant,2.094029e+00,1.720820e+00,2.459848e+00,2.957687e+00,1.408741e+00,2.195492e+00,1.321794e+00,1.103601e+00
32698,AGIS_Os07g003890,-1.578984e-01, 3.299112e+00, 5.415707e-01,4.784680e-01,0.7001114053,Not_significant,8.169014e+00,8.604098e+00,1.371915e+01,1.113722e+01,1.038648e+01,9.330842e+00,7.202083e+00,9.900879e+00
32712,AGIS_Os07g004030, 6.550033e-01, 2.134003e+00, 7.627260e+00,1.982226e-02,0.1206895544,Not_significant,2.209086e+00,2.986128e+00,3.979755e+00,4.467127e+00,4.035208e+00,5.433843e+00,6.829269e+00,4.840079e+00
32716,AGIS_Os07g004070,-5.424543e-01,-1.149269e+00, 4.075581e-01,5.373580e-01,0.7425044083,Not_significant,3.911922e-01,3.542864e-01,4.799704e-01,6.527309e-01,1.910158e-01,5.671688e-01,5.083823e-01,1.576573e-01
32728,AGIS_Os07g004190, 4.666510e-01, 1.624826e+00, 1.450714e+00,2.563351e-01,0.5066011297,Not_significant,1.748859e+00,2.783679e+00,1.639899e+00,3.753202e+00,1.886281e+00,3.677449e+00,6.168372e+00,2.664409e+00
32729,AGIS_Os07g004200,-4.524082e-01, 5.733628e+00, 1.577342e+01,2.564106e-03,0.0365574999,Not_significant,4.749534e+01,7.846600e+01,6.139621e+01,5.888856e+01,3.748685e+01,5.516174e+01,4.629668e+01,4.017108e+01
32730,AGIS_Os07g004210,-8.314929e-01, 1.925372e+00, 8.799838e+00,1.392517e-02,0.1000239962,Not_significant,3.543741e+00,6.005998e+00,5.519660e+00,4.201955e+00,2.602590e+00,1.866168e+00,3.321431e+00,3.011255e+00
32731,AGIS_Os07g004220, 9.741223e-02, 5.754204e+00, 5.428406e-01,4.779528e-01,0.6996837644,Not_significant,5.018766e+01,4.362784e+01,5.983631e+01,5.529854e+01,5.517968e+01,5.664370e+01,4.995703e+01,6.076113e+01
32733,AGIS_Os07g004240, 1.608063e+00, 1.582400e+00, 5.664900e+00,4.952072e-02,0.2046639760,Not_significant,2.301131e-01,1.248438e+00,1.699895e+00,3.651213e+00,5.682720e+00,3.183464e+00,4.016220e+00,3.941433e+00
32735,AGIS_Os07g004260,-1.057017e-01, 4.174644e+00, 4.670427e-01,5.096598e-01,0.7229176186,Not_significant,1.762666e+01,2.265746e+01,1.707895e+01,1.741975e+01,2.000890e+01,1.505742e+01,1.648853e+01,1.783104e+01
32738,AGIS_Os07g004290,-3.320947e-01, 5.779352e+00, 5.283623e+00,4.401168e-02,0.1916892098,Not_significant,5.129221e+01,7.100911e+01,4.969694e+01,7.394217e+01,4.207123e+01,4.703842e+01,5.432912e+01,4.969358e+01
32746,AGIS_Os07g004370,-1.009077e+00,-3.195587e-01, 3.031981e+00,1.118274e-01,0.3219951377,Not_significant,7.363619e-01,9.278929e-01,1.499908e+00,7.547201e-01,1.671388e-01,6.952392e-01,9.320342e-01,3.783775e-01
32747,AGIS_Os07g004380,-8.441280e-01,-2.515055e-01, 2.068540e+00,1.804950e-01,0.4181274636,Not_significant,1.748859e+00,1.332792e+00,6.199618e-01,5.099460e-01,5.014164e-01,8.050138e-01,2.711372e-01,6.463950e-01
32748,AGIS_Os07g004390, 4.072940e-01, 4.892913e+00, 1.129684e+01,7.089230e-03,0.0670397299,Not_significant,2.540448e+01,2.407460e+01,2.329856e+01,2.935249e+01,3.743909e+01,3.145042e+01,3.199419e+01,3.436929e+01
32749,AGIS_Os07g004400, 3.384463e-01, 5.696272e+00, 6.294742e+00,3.066739e-02,0.1559555786,Not_significant,4.190359e+01,4.048987e+01,5.301673e+01,4.744537e+01,4.892392e+01,6.837128e+01,5.883678e+01,5.549537e+01
32752,AGIS_Os07g004430,-1.669283e-02, 5.356390e+00, 1.735187e-02,8.977769e-01,0.9528121687,Not_significant,4.505614e+01,3.497313e+01,4.331733e+01,4.146881e+01,4.202347e+01,4.123866e+01,3.573928e+01,4.362378e+01
32753,AGIS_Os07g004440,-3.533422e-01, 7.236400e+00, 7.172339e+00,2.290233e-02,0.1308697173,Not_significant,1.715263e+02,1.895432e+02,1.466310e+02,1.692817e+02,1.346661e+02,1.181541e+02,1.313151e+02,1.449028e+02
32755,AGIS_Os07g004460,-1.990725e-01, 4.094316e+00, 9.126902e-01,3.633547e-01,0.6066708139,Not_significant,1.470423e+01,2.024494e+01,1.537905e+01,2.182569e+01,1.277418e+01,1.443536e+01,2.365672e+01,1.330628e+01
32756,AGIS_Os07g004470,-2.319239e-01, 2.992289e-01, 2.668423e-01,6.165322e-01,0.7942379451,Not_significant,8.744297e-01,1.940140e+00,1.039936e+00,1.305462e+00,7.879401e-01,8.233095e-01,1.186225e+00,1.545042e+00
32761,AGIS_Os07g004520, 5.858816e-01, 1.615751e+00, 4.262948e+00,6.547567e-02,0.2399374988,Not_significant,2.807380e+00,1.653336e+00,2.879822e+00,2.386547e+00,2.841360e+00,3.732337e+00,4.541549e+00,3.358101e+00
32763,AGIS_Os07g004540, 4.495591e-01, 2.849991e+00, 6.534954e+00,2.825965e-02,0.1480057597,Not_significant,6.650268e+00,6.377155e+00,5.139683e+00,6.119352e+00,8.524079e+00,9.038109e+00,7.625734e+00,7.898631e+00
32764,AGIS_Os07g004550, 5.619302e-01, 3.476043e+00, 1.433438e+01,3.477253e-03,0.0444613607,Not_significant,8.951399e+00,8.705323e+00,1.111931e+01,7.118846e+00,1.394415e+01,1.414263e+01,1.442111e+01,1.031079e+01
32771,AGIS_Os07g004620,-1.307178e-01, 5.747207e+00, 1.273932e+00,2.850177e-01,0.5353245289,Not_significant,6.139417e+01,5.196200e+01,5.779644e+01,5.342194e+01,5.319790e+01,5.331387e+01,4.882165e+01,4.950440e+01
32772,AGIS_Os07g004630,-3.107344e-01, 5.461967e-01, 4.670215e-01,5.096691e-01,0.7229176186,Not_significant,5.062488e-01,2.378780e+00,1.799889e+00,1.733816e+00,7.879401e-01,8.416053e-01,2.101313e+00,1.182430e+00
32773,AGIS_Os07g004640, 1.968192e+00,-2.572225e-01, 1.173257e+01,6.358668e-03,0.0627100671,Not_significant,3.681809e-01,4.555111e-01,1.999877e-01,1.427849e-01,2.530959e+00,1.756394e+00,4.914362e-01,5.045034e-01
32774,AGIS_Os07g004650,-1.000361e-01, 3.424331e-01, 2.907716e-03,9.589328e-01,0.9822549007,Not_significant,4.602262e-01,3.542864e+00,0.000000e+00,2.427343e+00,7.879401e-01,1.097746e-01,1.033711e+00,1.418916e+00
32775,AGIS_Os07g004660,-1.041652e+00,-1.465968e-01, 7.536579e-01,4.106599e-01,0.6467912483,Not_significant,6.213053e-01,2.429392e+00,2.799827e-01,1.529838e+00,8.834480e-01,1.829577e-02,6.100588e-01,5.360349e-01
