GeneID	pho2mycLP_1	pho2mycLP_2	pho2mycLP_3	pho2mycLP_4	pho2mycHP_1	pho2mycHP_2	pho2mycHP_3	pho2mycHP_4
AGIS_Os07g008560	0	0	0	0	0	0	0	0
AGIS_Os07g008570	0	0	0	0	0	0	0	0
AGIS_Os07g008580	9	0	4	0	6	11	3	12
AGIS_Os07g008590	0	0	0	0	0	0	0	0
AGIS_Os07g008600	0	0	0	0	0	0	0	0
AGIS_Os07g008610	0	1	4	0	1	0	0	0
AGIS_Os07g008620	2	4	8	0	0	0	0	8
AGIS_Os07g008630	0	0	0	0	0	0	0	0
AGIS_Os07g008640	0	0	0	0	0	0	0	0
AGIS_Os07g008650	0	0	0	0	0	0	0	0
AGIS_Os07g008660	1060	1346	1145	1160	696	1041	1260	1236
AGIS_Os07g008670	11	6	3	14	18	38	18	18
AGIS_Os07g008680	210	423	147	236	77	163	220	192
AGIS_Os07g008690	38	128	60	71	166	209	135	106
AGIS_Os07g008700	3273	3944	4393	4068	3549	4673	5971	5847
AGIS_Os07g008710	58	28	6	10	58	96	52	81
AGIS_Os07g008720	0	0	0	0	0	0	0	4
AGIS_Os07g008730	0	0	0	0	0	0	0	0
AGIS_Os07g008740	0	0	0	0	0	0	0	0
AGIS_Os07g008750	0	0	0	0	0	0	0	0
AGIS_Os07g008760	32	32	35	108	24	32	53	77
AGIS_Os07g008770	78	86	69	115	116	90	96	204
AGIS_Os07g008780	47	62	48	106	61	88	200	103
AGIS_Os07g008790	2307	2527	2823	2655	2650	3259	4037	3365
AGIS_Os07g008800	10	0	2	8	0	0	1	0
AGIS_Os07g008810	769	716	824	815	707	1113	917	1034
AGIS_Os07g008820	0	0	0	0	0	0	0	0
AGIS_Os07g008830	0	0	0	0	0	0	0	0
AGIS_Os07g008840	0	0	0	0	0	0	0	0
AGIS_Os07g008850	0	0	0	0	0	0	0	0
AGIS_Os07g008860	778	968	862	861	668	1009	1066	1093
AGIS_Os07g008870	0	0	0	0	0	0	0	0
AGIS_Os07g008880	0	0	0	0	0	0	0	0
AGIS_Os07g008890	0	0	0	0	0	0	0	0
AGIS_Os07g008900	0	0	0	0	0	0	0	0
AGIS_Os07g008910	381	1035	809	774	375	520	693	793
AGIS_Os07g008920	0	0	0	0	0	0	0	0
AGIS_Os07g008930	0	0	0	0	0	0	0	0
AGIS_Os07g008940	0	0	0	0	0	0	0	0
AGIS_Os07g008950	951	1161	927	846	803	951	1239	1279
AGIS_Os07g008960	57	151	72	30	51	54	81	45
AGIS_Os07g008970	1916	1105	1525	1454	384	362	551	762
AGIS_Os07g008980	323	597	381	331	444	778	498	682
AGIS_Os07g008990	0	0	0	0	0	0	0	0
AGIS_Os07g009000	467	514	759	768	594	1023	841	973
AGIS_Os07g009010	877	1249	911	894	683	1248	899	1112
AGIS_Os07g009020	0	0	0	0	0	0	0	0
AGIS_Os07g009030	236	512	158	174	151	189	264	252
AGIS_Os07g009040	8314	10051	11743	10537	5449	10935	12583	12066
AGIS_Os07g009050	0	2	0	4	0	0	0	0
AGIS_Os07g009060	831	861	935	736	795	1167	1028	1097
AGIS_Os07g009070	0	0	0	0	0	0	0	0
AGIS_Os07g009080	130	303	163	152	97	104	145	204
AGIS_Os07g009090	282	432	343	340	314	715	651	529
AGIS_Os07g009100	0	0	0	0	0	0	0	0
AGIS_Os07g009110	331	444	324	387	315	345	378	502
AGIS_Os07g009120	80	33	24	23	6	2	13	0
AGIS_Os07g009130	42	107	103	79	78	32	109	114
AGIS_Os07g009140	6	16	0	12	0	26	24	0
AGIS_Os07g009150	0	4	0	0	0	0	6	8
AGIS_Os07g009160	0	10	0	8	5	0	0	6
AGIS_Os07g009170	1720	2268	1668	1797	1133	2606	2739	2062
AGIS_Os07g009180	1447	1405	1078	1285	1215	1544	1427	1678
AGIS_Os07g009190	0	0	0	4	0	4	0	2
AGIS_Os07g009200	140	246	230	226	182	457	453	231
AGIS_Os07g009210	0	0	0	0	0	0	0	0
AGIS_Os07g009220	0	0	0	0	0	0	0	0
AGIS_Os07g009230	1003	1336	1021	1083	952	1743	1724	1454
AGIS_Os07g009240	0	0	0	0	0	0	0	0
AGIS_Os07g009250	0	0	0	0	0	0	0	6
AGIS_Os07g009260	533	739	544	596	395	580	772	829
AGIS_Os07g009270	0	0	0	0	0	0	0	0
AGIS_Os07g009280	0	0	0	0	0	0	0	0
AGIS_Os07g009290	2699	3082	3368	2807	3057	4564	4390	4226
AGIS_Os07g009300	10	64	10	33	20	6	16	7
AGIS_Os07g009310	0	0	0	0	0	0	0	0
AGIS_Os07g009320	0	0	0	0	0	0	0	0
AGIS_Os07g009330	0	0	0	0	0	0	0	0
AGIS_Os07g009340	9038	10631	10634	11339	11536	15530	18026	15952
AGIS_Os07g009350	240	199	243	260	255	422	342	289
AGIS_Os07g009360	0	0	0	0	0	0	0	0
AGIS_Os07g009370	0	0	0	0	0	0	0	0
AGIS_Os07g009380	36	64	43	39	37	18	31	32
AGIS_Os07g009390	148	388	141	170	150	166	134	168
AGIS_Os07g009400	130	147	183	169	178	296	484	236
AGIS_Os07g009410	2389	2293	2312	1948	1856	2926	3032	3178
AGIS_Os07g009420	981	893	655	965	772	812	850	759
AGIS_Os07g009430	128	277	136	165	116	158	162	242
AGIS_Os07g009440	80	210	63	80	44	40	46	66
AGIS_Os07g009450	0	10	0	0	0	0	0	0
AGIS_Os07g009460	22	1	20	31	29	57	17	38
AGIS_Os07g009470	445	588	636	490	587	718	572	666
AGIS_Os07g009480	0	0	0	0	0	0	0	0
AGIS_Os07g009490	367	579	322	344	139	181	240	312
AGIS_Os07g009500	362	818	422	429	262	309	396	411
AGIS_Os07g009510	0	0	0	0	0	0	0	0
AGIS_Os07g009520	0	31	21	14	2	17	0	43
AGIS_Os07g009530	0	0	0	0	0	0	0	0
AGIS_Os07g009540	49	100	70	13	13	0	24	34
AGIS_Os07g009550	74	120	74	81	55	41	77	69
AGIS_Os07g009560	0	0	0	0	0	0	0	0
AGIS_Os07g009570	2578	3484	2827	2596	1991	2717	3047	3321
AGIS_Os07g009580	264	424	301	297	153	369	451	463
AGIS_Os07g009590	0	0	0	0	0	0	0	0
AGIS_Os07g009600	0	0	0	0	0	0	0	0
AGIS_Os07g009610	0	0	0	0	0	0	0	0
AGIS_Os07g009620	4	14	8	16	17	16	11	59
AGIS_Os07g009630	588	1069	798	836	447	881	639	778
AGIS_Os07g009640	1230	1499	1509	1302	1539	1752	1722	2120
AGIS_Os07g009650	0	0	0	0	0	0	0	0
AGIS_Os07g009660	0	0	0	0	0	0	0	0
AGIS_Os07g009670	0	0	0	0	0	0	0	0
AGIS_Os07g009680	0	2	12	16	0	0	1	6
AGIS_Os07g009690	24	36	13	62	37	18	12	30
AGIS_Os07g009700	0	0	0	0	0	0	0	0
AGIS_Os07g009710	0	2	0	0	0	0	0	0
AGIS_Os07g009720	0	2	0	0	0	0	0	2
AGIS_Os07g009730	0	0	0	0	0	0	0	0
AGIS_Os07g009740	0	0	0	0	0	0	0	0
AGIS_Os07g009750	0	0	0	0	0	0	0	0
AGIS_Os07g009760	0	0	0	0	0	0	0	0
AGIS_Os07g009770	0	0	0	0	0	0	0	0
AGIS_Os07g009780	0	0	0	0	0	0	0	0
AGIS_Os07g009790	0	0	0	0	0	0	0	0
AGIS_Os07g009800	0	0	0	0	0	0	0	0
AGIS_Os07g009810	0	0	0	0	0	0	0	0
AGIS_Os07g009820	0	0	0	0	0	0	0	0
AGIS_Os07g009830	0	0	0	0	0	0	0	0
AGIS_Os07g009840	88	206	194	142	75	93	110	133
AGIS_Os07g009850	538	812	493	511	585	891	580	861
AGIS_Os07g009860	69	364	148	172	198	227	196	389
AGIS_Os07g009870	0	1	0	0	0	2	0	0
AGIS_Os07g009880	0	0	0	0	0	0	0	0
AGIS_Os07g009890	0	0	0	0	0	0	0	0
AGIS_Os07g009900	0	0	0	0	0	0	0	0
AGIS_Os07g009910	0	0	0	0	0	0	0	0
AGIS_Os07g009920	0	0	0	0	24	0	10	0
AGIS_Os07g009930	0	0	0	0	0	0	0	0
AGIS_Os07g009940	61	37	14	30	83	43	28	132
AGIS_Os07g009950	0	0	0	0	0	0	0	0
AGIS_Os07g009960	0	0	0	0	0	0	0	0
AGIS_Os07g009970	6	0	0	0	0	0	0	14
AGIS_Os07g009980	0	0	0	0	0	0	0	0
AGIS_Os07g009990	0	0	0	0	0	0	0	0
AGIS_Os07g010000	154	118	183	100	158	444	310	197
AGIS_Os07g010010	0	0	0	0	0	0	0	0
AGIS_Os07g010020	0	0	0	0	0	0	0	0
AGIS_Os07g010030	0	0	0	0	0	0	0	0
AGIS_Os07g010040	391	730	386	578	342	393	405	755
AGIS_Os07g010050	0	0	0	0	0	0	0	0
AGIS_Os07g010060	0	0	0	0	0	0	0	0
AGIS_Os07g010070	0	0	0	0	0	0	0	0
AGIS_Os07g010080	0	0	0	0	0	0	0	0
AGIS_Os07g010090	0	4	0	0	0	0	0	0
AGIS_Os07g010100	0	0	0	0	0	0	0	0
AGIS_Os07g010110	0	0	6	0	0	0	0	0
AGIS_Os07g010120	0	0	0	0	0	0	0	0
AGIS_Os07g010130	0	0	0	0	0	0	0	0
AGIS_Os07g010140	0	0	0	0	0	0	0	0
AGIS_Os07g010150	0	0	0	0	0	0	0	0
AGIS_Os07g010160	0	0	0	0	3	0	0	0
AGIS_Os07g010170	0	0	0	8	0	0	0	0
AGIS_Os07g010180	0	0	0	4	2	0	0	0
AGIS_Os07g010190	0	0	0	0	0	0	0	0
AGIS_Os07g010200	0	0	0	0	0	0	0	0
AGIS_Os07g010210	0	0	0	0	0	0	0	0
AGIS_Os07g010220	0	0	0	0	0	0	0	0
AGIS_Os07g010230	0	0	0	0	0	0	1	0
AGIS_Os07g010240	0	0	0	0	0	0	0	0
AGIS_Os07g010250	1316	1393	1400	1500	2217	932	751	2415
AGIS_Os07g010260	0	5	0	0	0	0	0	0
AGIS_Os07g010270	0	0	0	0	0	0	0	0
AGIS_Os07g010280	0	2	0	0	1091	25	19	668
AGIS_Os07g010290	0	0	0	0	0	0	0	0
AGIS_Os07g010300	0	0	0	0	0	0	0	0
AGIS_Os07g010310	0	0	0	0	0	0	0	0
AGIS_Os07g010320	0	0	0	0	0	0	0	0
AGIS_Os07g010330	0	0	0	0	0	0	0	0
AGIS_Os07g010340	0	0	0	0	0	0	0	0
AGIS_Os07g010350	0	0	0	0	0	0	0	0
AGIS_Os07g010360	0	7	0	0	1603	50	36	675
AGIS_Os07g010370	0	0	0	0	0	0	0	0
AGIS_Os07g010380	0	0	0	0	0	0	0	0
AGIS_Os07g010390	0	0	0	0	0	0	0	0
AGIS_Os07g010400	0	0	0	0	0	0	0	0
AGIS_Os07g010410	0	0	0	0	0	0	0	0
AGIS_Os07g010420	8	0	0	0	0	15	0	0
AGIS_Os07g010430	0	0	0	0	0	16	0	0
AGIS_Os07g010440	0	0	0	0	0	0	0	0
AGIS_Os07g010450	0	0	0	0	0	0	0	0
AGIS_Os07g010460	0	0	0	0	0	0	0	0
AGIS_Os07g010470	0	0	0	0	0	0	0	0
AGIS_Os07g010480	0	0	0	0	0	0	0	0
AGIS_Os07g010490	0	0	0	0	0	0	0	0
AGIS_Os07g010500	0	0	0	0	0	0	0	0
AGIS_Os07g010510	0	0	0	0	0	0	0	0
AGIS_Os07g010520	0	0	0	0	0	0	0	0
AGIS_Os07g010530	0	0	0	0	0	0	0	0
AGIS_Os07g010540	0	0	0	0	0	0	0	0
AGIS_Os07g010550	0	0	0	0	0	0	0	0
AGIS_Os07g010560	1881	2271	2226	2199	1837	2515	2969	2983
AGIS_Os07g010570	0	0	0	0	0	0	0	0
AGIS_Os07g010580	0	0	0	0	0	0	0	0
AGIS_Os07g010590	483	562	414	457	393	419	488	437
AGIS_Os07g010600	928	1217	855	937	1008	1318	1442	1231
AGIS_Os07g010610	22	38	18	20	12	12	20	55
AGIS_Os07g010620	1496	2172	1812	1717	1498	2736	2510	2133
AGIS_Os07g010630	0	0	0	0	0	0	0	0
AGIS_Os07g010640	0	0	0	0	0	0	0	0
AGIS_Os07g010650	2445	2628	2781	2325	2538	3907	3832	3975
AGIS_Os07g010660	0	0	0	0	0	12	0	0
AGIS_Os07g010670	144	252	237	190	134	180	145	204
AGIS_Os07g010680	316	692	159	248	139	58	138	189
AGIS_Os07g010690	43	166	99	137	9	43	76	84
AGIS_Os07g010700	785	1106	1341	921	871	1522	1554	1664
AGIS_Os07g010710	0	0	0	0	0	0	0	0
AGIS_Os07g010720	0	0	0	0	0	0	0	0
AGIS_Os07g010730	0	0	0	0	0	0	0	0
AGIS_Os07g010740	0	0	0	0	0	0	0	0
AGIS_Os07g010750	0	0	0	0	0	0	0	0
AGIS_Os07g010760	0	0	0	0	0	0	0	0
AGIS_Os07g010770	0	0	0	0	0	0	0	0
AGIS_Os07g010780	0	0	0	0	0	0	0	0
AGIS_Os07g010790	395	418	483	374	398	374	442	533
AGIS_Os07g010800	312	323	279	227	222	276	312	294
AGIS_Os07g010810	417	1527	427	619	997	1751	1658	1241
AGIS_Os07g010820	0	0	0	0	0	0	0	0
AGIS_Os07g010830	0	0	0	0	0	0	0	0
AGIS_Os07g010840	0	0	0	0	0	0	0	0
AGIS_Os07g010850	0	0	0	0	0	0	0	0
AGIS_Os07g010860	44	104	88	89	24	53	29	32
AGIS_Os07g010870	0	0	0	0	0	0	0	0
AGIS_Os07g010880	0	0	0	0	0	0	0	0
AGIS_Os07g010890	0	0	0	0	0	0	0	0
AGIS_Os07g010900	0	0	0	0	0	0	0	0
AGIS_Os07g010910	0	0	0	0	0	0	0	0
AGIS_Os07g010920	0	0	0	0	0	0	0	0
AGIS_Os07g010930	0	0	0	0	0	0	0	0
AGIS_Os07g010940	42	243	31	55	34	17	42	52
AGIS_Os07g010950	39	99	95	67	58	100	130	229
AGIS_Os07g010960	342	525	365	350	312	418	461	477
AGIS_Os07g010970	0	0	0	0	0	0	0	0
AGIS_Os07g010980	1160	1139	955	921	1052	1503	1238	1153
AGIS_Os07g010990	328	406	333	244	230	212	247	395
AGIS_Os07g011000	711	895	814	721	487	726	814	1198
AGIS_Os07g011010	4	0	0	0	0	0	3	14
AGIS_Os07g011020	0	1	0	0	0	0	0	0
AGIS_Os07g011030	20	10	32	12	19	24	63	40
AGIS_Os07g011040	200	465	211	248	152	173	267	401
AGIS_Os07g011050	0	0	0	0	0	0	0	0
AGIS_Os07g011060	5	85	53	13	49	89	63	50
AGIS_Os07g011070	131	164	120	141	92	145	127	172
AGIS_Os07g011080	8	4	1	16	28	29	18	11
AGIS_Os07g011090	0	0	0	0	0	0	0	0
AGIS_Os07g011100	49	42	53	19	45	90	139	107
AGIS_Os07g011110	85	144	120	60	105	50	74	106
AGIS_Os07g011120	2931	3214	3587	3038	2699	4892	4511	4155
AGIS_Os07g011130	0	0	0	0	0	0	0	0
AGIS_Os07g011140	14	8	6	4	0	2	0	6
AGIS_Os07g011150	0	0	0	0	0	0	0	0
AGIS_Os07g011160	1	10	0	7	0	8	4	24
AGIS_Os07g011170	109	106	121	167	88	201	154	109
AGIS_Os07g011180	11	32	1	76	45	27	22	24
AGIS_Os07g011190	57	38	29	47	68	73	81	133
AGIS_Os07g011200	654	527	412	530	667	850	721	858
AGIS_Os07g011210	0	0	0	0	0	0	0	0
AGIS_Os07g011220	0	0	0	0	0	0	0	0
AGIS_Os07g011230	0	0	0	0	0	0	0	0
AGIS_Os07g011240	0	0	0	0	0	0	0	0
AGIS_Os07g011250	148	99	158	138	146	157	178	114
AGIS_Os07g011260	72	182	127	84	43	64	86	103
AGIS_Os07g011270	214	390	331	303	229	300	280	411
AGIS_Os07g011280	130	301	132	164	138	168	186	280
AGIS_Os07g011290	219	371	375	281	152	170	257	312
AGIS_Os07g011300	0	0	0	0	0	0	0	0
AGIS_Os07g011310	819	1066	822	875	670	739	818	1310
AGIS_Os07g011320	0	0	0	0	0	0	0	0
AGIS_Os07g011330	0	0	0	0	0	0	0	0
AGIS_Os07g011340	0	0	0	0	0	0	0	0
AGIS_Os07g011350	0	0	0	0	0	0	0	0
AGIS_Os07g011360	36	168	67	243	195	192	370	326
AGIS_Os07g011370	1478	1659	1486	1591	1655	1953	1683	1906
AGIS_Os07g011380	794	972	780	623	656	757	955	1188
AGIS_Os07g011390	8	8	0	0	10	0	14	0
AGIS_Os07g011400	0	0	0	0	0	0	0	0
AGIS_Os07g011410	0	0	0	0	0	0	0	0
AGIS_Os07g011420	0	0	0	0	0	0	0	0
AGIS_Os07g011430	0	0	0	0	0	0	0	0
AGIS_Os07g011440	0	0	0	0	0	0	0	0
AGIS_Os07g011450	0	0	0	0	0	0	0	0
AGIS_Os07g011460	0	0	0	0	0	0	0	0
AGIS_Os07g011470	0	0	0	0	0	0	0	0
AGIS_Os07g011480	0	0	0	0	0	0	0	0
AGIS_Os07g011490	0	0	0	0	0	0	0	0
AGIS_Os07g011500	0	0	0	0	0	0	0	0
AGIS_Os07g011510	0	0	0	0	0	0	0	0
AGIS_Os07g011520	0	0	0	0	0	0	0	0
AGIS_Os07g011530	0	0	0	0	0	0	0	0
AGIS_Os07g011540	0	0	0	0	0	0	0	0
AGIS_Os07g011550	0	0	0	0	0	0	0	0
AGIS_Os07g011560	0	6	0	0	0	0	0	0
AGIS_Os07g011570	0	0	0	0	0	0	0	0
AGIS_Os07g011580	24	6	22	13	16	9	16	4
AGIS_Os07g011590	330	402	370	419	321	507	475	553
AGIS_Os07g011600	8	2	0	0	0	0	2	0
AGIS_Os07g011610	0	0	0	0	0	0	0	0
AGIS_Os07g011620	0	0	0	0	0	0	0	0
AGIS_Os07g011630	11	58	34	49	8	92	90	45
AGIS_Os07g011640	0	0	0	0	0	0	0	0
AGIS_Os07g011650	1265	1311	1313	1292	1465	1946	2059	2186
AGIS_Os07g011660	240	694	231	335	177	115	234	279
AGIS_Os07g011670	0	0	0	0	0	0	0	0
AGIS_Os07g011680	0	0	1	0	8	0	0	14
AGIS_Os07g011690	1150	1670	1353	1325	1074	1649	1593	1814
AGIS_Os07g011700	413	499	384	267	249	545	446	524
AGIS_Os07g011710	0	0	0	0	0	0	0	0
AGIS_Os07g011720	0	0	0	0	0	0	0	0
AGIS_Os07g011730	0	0	0	0	0	0	0	0
AGIS_Os07g011740	0	0	0	0	0	0	0	0
AGIS_Os07g011750	0	0	0	0	0	0	0	0
AGIS_Os07g011760	70	107	63	110	25	32	50	63
AGIS_Os07g011770	6	8	12	4	1	43	6	16
AGIS_Os07g011780	0	0	0	0	0	0	0	0
AGIS_Os07g011790	0	0	0	0	0	8	0	2
AGIS_Os07g011800	0	0	0	0	0	0	0	0
AGIS_Os07g011810	0	0	0	0	0	0	0	0
AGIS_Os07g011820	2	0	0	0	0	0	4	0
AGIS_Os07g011830	0	0	0	0	0	0	0	0
AGIS_Os07g011840	0	0	0	0	0	0	0	0
AGIS_Os07g011850	225	564	144	268	106	120	160	295
AGIS_Os07g011860	0	0	0	0	0	0	0	0
AGIS_Os07g011870	0	0	0	0	0	0	0	0
AGIS_Os07g011880	0	0	0	0	0	0	0	0
AGIS_Os07g011890	0	0	0	0	0	0	0	0
AGIS_Os07g011900	171	116	167	68	57	93	128	108
AGIS_Os07g011910	1499	1925	1770	1423	1483	2130	1846	2297
AGIS_Os07g011920	65	113	85	114	80	104	53	156
AGIS_Os07g011930	185	252	197	208	128	150	245	128
AGIS_Os07g011940	0	0	0	0	0	0	0	0
AGIS_Os07g011950	0	4	0	0	0	0	0	0
AGIS_Os07g011960	0	0	0	0	0	0	0	0
AGIS_Os07g011970	0	0	0	0	4	28	0	0
AGIS_Os07g011980	569	599	569	578	583	628	545	759
AGIS_Os07g011990	61	64	122	110	109	115	137	78
AGIS_Os07g012000	0	0	0	0	0	0	0	0
AGIS_Os07g012010	35	29	26	14	6	12	42	18
AGIS_Os07g012020	24	18	2	4	63	58	44	62
AGIS_Os07g012030	0	0	0	0	0	0	0	0
AGIS_Os07g012040	0	0	0	0	0	0	0	0
AGIS_Os07g012050	0	0	0	0	0	0	0	0
AGIS_Os07g012060	0	0	0	0	0	0	0	0
AGIS_Os07g012070	0	0	0	0	0	0	0	0
AGIS_Os07g012080	0	0	0	0	0	0	0	0
AGIS_Os07g012090	0	0	0	0	0	0	0	0
AGIS_Os07g012100	0	0	0	0	0	0	0	0
AGIS_Os07g012110	348	623	581	751	207	505	458	395
AGIS_Os07g012120	6	19	2	5	6	12	11	22
AGIS_Os07g012130	22	23	22	12	17	28	32	87
AGIS_Os07g012140	38	92	30	84	57	130	142	188
AGIS_Os07g012150	231	362	237	205	214	193	325	256
AGIS_Os07g012160	0	0	0	0	0	0	0	0
AGIS_Os07g012170	66	41	18	25	16	44	14	12
AGIS_Os07g012180	0	0	0	0	0	0	0	0
AGIS_Os07g012190	0	0	0	0	0	0	0	0
AGIS_Os07g012200	0	0	0	0	0	0	0	0
AGIS_Os07g012210	6	10	4	5	7	13	28	34
AGIS_Os07g012220	0	0	0	0	0	0	0	0
AGIS_Os07g012230	256	189	224	234	204	361	292	312
AGIS_Os07g012240	32	13	60	32	13	49	24	38
AGIS_Os07g012250	0	0	0	0	0	0	0	0
AGIS_Os07g012260	0	0	0	0	0	0	0	0
AGIS_Os07g012270	0	0	0	0	2	0	0	0
AGIS_Os07g012280	0	0	0	0	0	0	0	0
AGIS_Os07g012290	20	40	22	16	11	7	14	41
AGIS_Os07g012300	0	0	0	0	0	0	0	0
AGIS_Os07g012310	8	20	0	21	2	15	14	37
AGIS_Os07g012320	43	67	12	47	32	68	72	18
AGIS_Os07g012330	0	2	0	0	0	0	0	0
AGIS_Os07g012340	0	0	0	0	0	0	0	0
AGIS_Os07g012350	0	0	0	0	0	0	0	0
AGIS_Os07g012360	0	0	0	0	0	0	0	0
AGIS_Os07g012370	205	17	146	37	598	266	74	209
AGIS_Os07g012380	0	12	0	0	0	0	0	4
AGIS_Os07g012390	0	0	0	4	0	0	0	0
AGIS_Os07g012400	0	0	0	0	3	0	1	4
AGIS_Os07g012410	0	0	0	0	12	8	1	0
AGIS_Os07g012420	150	56	74	53	311	140	137	323
AGIS_Os07g012430	290	604	459	277	385	401	431	512
AGIS_Os07g012440	94	44	90	84	19	63	51	87
AGIS_Os07g012450	0	0	0	0	0	0	0	0
AGIS_Os07g012460	0	0	0	0	0	0	0	0
AGIS_Os07g012470	0	0	0	0	0	0	0	0
AGIS_Os07g012480	0	0	0	0	0	0	0	0
AGIS_Os07g012490	1066	2088	1588	1521	1777	2502	2064	2025
AGIS_Os07g012500	148	552	316	244	504	612	481	653
AGIS_Os07g012510	0	0	0	0	0	0	0	0
AGIS_Os07g012520	0	0	0	0	0	0	0	0
AGIS_Os07g012530	0	0	0	0	0	0	0	0
AGIS_Os07g012540	0	0	0	0	0	0	0	0
AGIS_Os07g012550	0	0	0	0	0	0	0	0
AGIS_Os07g012560	0	0	0	0	0	0	0	0
AGIS_Os07g012570	0	0	0	0	0	0	0	0
AGIS_Os07g012580	0	0	0	0	0	0	0	0
AGIS_Os07g012590	0	0	0	0	0	0	0	0
AGIS_Os07g012600	0	0	0	0	0	0	0	0
AGIS_Os07g012610	17699	17869	20487	15989	11386	18286	16303	16679
AGIS_Os07g012620	1098	1066	1089	1120	1049	1308	1653	1698
AGIS_Os07g012630	0	0	0	0	0	0	0	0
AGIS_Os07g012640	0	0	0	0	0	0	0	0
AGIS_Os07g012650	448	615	622	310	452	451	570	548
AGIS_Os07g012660	0	0	0	0	0	0	0	0
AGIS_Os07g012670	10	14	0	10	1	24	1	8
AGIS_Os07g012680	0	0	0	0	0	0	0	0
AGIS_Os07g012690	38	123	115	77	69	144	124	124
AGIS_Os07g012700	0	0	0	0	0	0	0	0
AGIS_Os07g012710	0	6	0	0	0	0	0	0
AGIS_Os07g012720	0	0	0	0	0	0	0	0
AGIS_Os07g012730	0	0	4	0	0	0	0	0
AGIS_Os07g012740	0	0	0	0	0	0	0	0
AGIS_Os07g012750	0	0	0	0	0	0	0	0
AGIS_Os07g012760	0	0	0	0	0	0	0	0
AGIS_Os07g012770	0	0	0	0	0	0	0	0
AGIS_Os07g012780	0	0	0	0	0	0	0	0
AGIS_Os07g012790	0	0	0	0	0	0	0	0
AGIS_Os07g012800	0	0	0	0	0	0	0	0
AGIS_Os07g012810	25	4	26	2	13	14	39	45
AGIS_Os07g012820	0	0	0	0	0	0	0	0
AGIS_Os07g012830	52	15	50	33	19	57	80	99
AGIS_Os07g012840	0	0	0	0	0	0	0	0
AGIS_Os07g012850	211	970	397	389	200	234	316	322
AGIS_Os07g012860	281	474	504	476	346	280	350	569
AGIS_Os07g012870	196	369	235	237	240	292	395	454
AGIS_Os07g012880	0	0	0	0	0	0	0	0
AGIS_Os07g012890	0	0	0	0	0	0	0	0
AGIS_Os07g012900	693	867	637	804	588	887	846	1065
AGIS_Os07g012910	1170	1761	1357	1400	1510	1380	1849	2075
AGIS_Os07g012920	3155	2003	2623	2831	847	990	1534	1877
AGIS_Os07g012930	32	18	2	24	43	55	30	59
AGIS_Os07g012940	0	0	0	0	0	0	0	0
AGIS_Os07g012950	0	0	0	0	0	0	0	0
AGIS_Os07g012960	0	0	0	0	0	0	0	0
AGIS_Os07g012970	463	472	376	531	476	579	482	596
AGIS_Os07g012980	5	32	25	7	5	53	16	19
AGIS_Os07g012990	0	0	0	0	4	0	0	0
AGIS_Os07g013000	0	0	0	0	0	0	0	0
AGIS_Os07g013010	89	230	96	203	100	215	233	193
AGIS_Os07g013020	0	0	0	0	0	0	0	0
AGIS_Os07g013030	0	0	0	0	0	0	0	0
AGIS_Os07g013040	767	1127	999	1028	948	1485	1872	1652
AGIS_Os07g013050	0	0	0	0	0	0	0	0
AGIS_Os07g013060	0	0	0	0	0	0	0	0
AGIS_Os07g013070	0	0	0	0	0	0	0	0
AGIS_Os07g013080	0	0	0	0	0	0	0	0
AGIS_Os07g013090	0	0	0	0	0	0	0	0
AGIS_Os07g013100	0	0	0	0	0	0	0	0
AGIS_Os07g013110	0	0	0	0	0	0	0	0
AGIS_Os07g013120	4	10	0	0	16	0	10	5
AGIS_Os07g013130	445	833	799	572	518	601	465	752
AGIS_Os07g013140	0	0	0	0	0	0	0	0
AGIS_Os07g013150	4767	7062	6263	7330	6443	9160	11497	8660
AGIS_Os07g013160	0	2	0	0	0	0	0	0
AGIS_Os07g013170	0	0	0	0	0	0	0	0
AGIS_Os07g013180	1	9	0	0	4	0	0	0
AGIS_Os07g013190	0	36	35	99	17	38	14	41
AGIS_Os07g013200	0	1	0	0	0	0	0	0
AGIS_Os07g013210	21	60	46	227	58	32	104	98
AGIS_Os07g013220	0	16	12	22	0	20	22	1
AGIS_Os07g013230	0	0	0	0	0	0	0	0
AGIS_Os07g013240	0	0	0	0	0	0	0	0
AGIS_Os07g013250	0	0	0	0	0	0	0	0
AGIS_Os07g013260	0	0	0	0	0	0	0	0
AGIS_Os07g013270	0	0	0	0	0	0	0	0
AGIS_Os07g013280	0	0	0	0	0	0	0	0
AGIS_Os07g013290	0	0	0	0	0	0	0	0
AGIS_Os07g013300	0	0	0	0	0	0	0	0
AGIS_Os07g013310	0	0	0	0	0	0	0	0
AGIS_Os07g013320	12	0	0	4	2	0	3	6
AGIS_Os07g013330	0	0	0	0	0	0	0	0
AGIS_Os07g013340	0	0	0	0	0	0	0	0
AGIS_Os07g013350	0	0	0	0	0	0	0	0
AGIS_Os07g013360	0	0	0	0	0	0	0	0
AGIS_Os07g013370	0	0	0	0	0	0	0	0
AGIS_Os07g013380	0	0	0	0	0	0	0	0
AGIS_Os07g013390	0	0	0	0	0	0	0	0
AGIS_Os07g013400	0	0	0	0	0	0	0	0
AGIS_Os07g013410	0	0	0	0	0	0	0	0
AGIS_Os07g013420	0	0	0	0	0	0	0	0
