GeneID	pho2mycLP_1	pho2mycLP_2	pho2mycLP_3	pho2mycLP_4	pho2mycHP_1	pho2mycHP_2	pho2mycHP_3	pho2mycHP_4
AGIS_Os01g004540	606	658	587	519	419	693	675	622
AGIS_Os01g004550	20	17	33	42	33	45	40	44
AGIS_Os01g004560	9	24	6	0	0	12	20	12
AGIS_Os01g004570	0	0	0	0	0	0	0	0
AGIS_Os01g004580	11	131	1	24	9	0	1	16
AGIS_Os01g004590	0	0	0	0	0	0	0	0
AGIS_Os01g004600	0	0	0	0	0	0	0	0
AGIS_Os01g004610	0	0	0	0	0	0	0	0
AGIS_Os01g004620	3198	3066	3262	3031	2529	3234	3591	3803
AGIS_Os01g004630	452	541	543	429	496	567	592	852
AGIS_Os01g004640	900	1203	903	1114	870	1061	1279	1332
AGIS_Os01g004650	229	233	181	478	367	641	632	550
AGIS_Os01g004660	244	330	233	297	234	269	231	270
AGIS_Os01g004670	284	408	348	430	147	271	250	172
AGIS_Os01g004680	33	22	16	14	30	46	38	28
AGIS_Os01g004690	48	69	70	36	41	87	120	123
AGIS_Os01g004700	24	53	28	16	76	71	79	72
AGIS_Os01g004710	12	9	0	0	14	12	2	9
AGIS_Os01g004720	0	0	0	0	0	0	6	12
AGIS_Os01g004730	3030	3303	2914	2730	2964	4608	4679	3879
AGIS_Os01g004740	117	158	118	66	73	123	80	117
AGIS_Os01g004750	30	94	45	44	18	37	38	51
AGIS_Os01g004760	4317	5045	4863	4613	3974	6609	6327	6221
AGIS_Os01g004770	0	0	0	0	0	0	0	15
AGIS_Os01g004780	131	257	192	161	71	125	89	166
AGIS_Os01g004790	2035	2164	2184	1662	2000	2902	2991	2714
AGIS_Os01g004800	247	326	222	178	107	112	200	200
AGIS_Os01g004810	0	20	0	0	0	0	0	8
AGIS_Os01g004820	22	7	17	33	0	2	0	8
AGIS_Os01g004830	220	321	229	196	102	186	307	267
AGIS_Os01g004840	17	11	0	0	8	23	6	12
AGIS_Os01g004850	0	0	0	0	0	0	0	0
AGIS_Os01g004860	0	0	0	0	0	0	0	0
AGIS_Os01g004870	0	0	0	0	0	0	0	0
AGIS_Os01g004880	0	0	0	0	0	0	0	0
AGIS_Os01g004890	0	0	0	0	0	0	0	0
AGIS_Os01g004900	0	0	0	0	0	0	0	0
AGIS_Os01g004910	0	0	0	6	8	7	0	1
AGIS_Os01g004920	0	1	0	0	0	6	0	0
AGIS_Os01g004930	0	0	0	8	18	0	0	0
AGIS_Os01g004940	0	0	0	0	0	0	0	0
AGIS_Os01g004950	0	0	0	0	0	0	0	0
AGIS_Os01g004960	0	0	0	0	0	0	0	0
AGIS_Os01g004970	0	0	0	0	0	0	0	0
AGIS_Os01g004980	0	0	0	0	0	0	0	0
AGIS_Os01g004990	1329	1664	1585	2052	1277	2151	1795	2287
AGIS_Os01g005000	38	20	28	52	39	15	29	45
AGIS_Os01g005010	0	0	0	0	0	0	0	0
AGIS_Os01g005020	58	165	65	157	67	189	140	53
AGIS_Os01g005030	0	0	0	0	0	0	0	0
AGIS_Os01g005040	425	744	411	367	233	296	345	492
AGIS_Os01g005050	1038	1362	1143	967	1622	1564	1707	1984
AGIS_Os01g005060	1592	2168	1867	1477	1649	2328	2099	2468
AGIS_Os01g005070	0	0	0	0	0	0	0	0
AGIS_Os01g005080	704	876	704	649	5032	3116	1723	4242
AGIS_Os01g005090	0	0	0	0	0	0	0	0
AGIS_Os01g005100	0	0	0	0	0	0	0	0
AGIS_Os01g005110	45	48	26	22	10	0	0	0
AGIS_Os01g005120	8	0	0	0	0	3	0	0
AGIS_Os01g005130	0	0	0	0	0	0	0	0
AGIS_Os01g005140	0	0	0	0	0	0	0	0
AGIS_Os01g005150	0	0	0	0	0	0	0	0
AGIS_Os01g005160	0	0	0	0	0	0	0	0
AGIS_Os01g005170	0	0	0	0	0	0	0	0
AGIS_Os01g005180	0	0	0	0	0	0	0	0
AGIS_Os01g005190	0	0	6	0	0	4	0	8
AGIS_Os01g005200	1	0	0	0	8	0	12	2
AGIS_Os01g005210	6	3	0	0	0	10	2	8
AGIS_Os01g005220	20	33	68	73	55	72	68	117
AGIS_Os01g005230	45	77	53	42	39	112	90	51
AGIS_Os01g005240	3823	3899	3746	4064	2349	3752	3036	3493
AGIS_Os01g005250	623	864	563	617	610	751	755	886
AGIS_Os01g005260	569	923	759	913	785	1064	1345	1171
AGIS_Os01g005270	47	49	44	18	78	72	31	104
AGIS_Os01g005280	70	280	51	121	93	17	34	170
AGIS_Os01g005290	188	235	230	187	198	258	262	235
AGIS_Os01g005300	0	0	0	0	0	0	0	2
AGIS_Os01g005310	0	0	0	0	0	6	2	6
AGIS_Os01g005320	495	997	568	593	400	545	572	653
AGIS_Os01g005330	29	52	38	52	18	24	22	49
AGIS_Os01g005340	0	0	0	0	0	0	0	0
AGIS_Os01g005350	118	236	441	1336	712	551	854	558
AGIS_Os01g005360	781	1645	839	1065	826	824	822	1149
AGIS_Os01g005370	1512	2424	1952	1719	1062	1404	1679	1682
AGIS_Os01g005380	0	0	0	0	0	0	0	0
AGIS_Os01g005390	0	0	0	0	0	0	0	0
AGIS_Os01g005400	0	0	2	0	2	6	0	0
AGIS_Os01g005410	285	711	648	545	419	422	530	641
AGIS_Os01g005420	0	0	0	0	0	0	0	0
AGIS_Os01g005430	655	866	695	660	569	647	575	790
AGIS_Os01g005440	2	0	0	0	0	0	0	0
AGIS_Os01g005450	93	355	232	166	249	225	200	347
AGIS_Os01g005460	0	0	0	0	0	0	0	0
AGIS_Os01g005470	0	0	0	0	0	0	0	0
AGIS_Os01g005480	0	0	0	0	0	0	0	0
AGIS_Os01g005490	0	0	0	0	0	0	0	0
AGIS_Os01g005500	2	0	2	0	14	0	0	1
AGIS_Os01g005510	8	57	20	42	31	16	10	26
AGIS_Os01g005520	0	1	6	0	2	0	0	4
AGIS_Os01g005530	0	0	0	0	0	0	0	0
AGIS_Os01g005540	0	0	0	0	0	0	0	0
AGIS_Os01g005550	0	0	0	0	0	0	0	0
AGIS_Os01g005560	0	12	14	2	4	8	10	0
AGIS_Os01g005570	0	0	0	2	0	0	0	0
AGIS_Os01g005580	0	0	0	0	0	0	0	0
AGIS_Os01g005590	0	0	0	0	0	0	0	0
AGIS_Os01g005600	4	0	14	6	0	0	0	4
AGIS_Os01g005610	0	0	0	0	0	0	0	0
AGIS_Os01g005620	0	0	0	0	0	0	0	0
AGIS_Os01g005630	0	6	0	0	0	0	0	0
AGIS_Os01g005640	0	0	0	0	0	0	0	0
AGIS_Os01g005650	8	8	9	6	18	20	1	4
AGIS_Os01g005660	102	100	43	52	25	43	93	51
AGIS_Os01g005670	14	6	17	19	4	21	11	5
AGIS_Os01g005680	46	68	64	62	28	136	42	94
AGIS_Os01g005690	0	8	0	2	0	2	8	8
AGIS_Os01g005700	0	0	0	0	0	0	0	0
AGIS_Os01g005710	0	14	1	0	0	0	12	0
AGIS_Os01g005720	0	0	0	0	0	0	0	0
AGIS_Os01g005730	0	0	0	0	0	0	4	9
AGIS_Os01g005740	2	41	20	61	3	45	63	80
AGIS_Os01g005750	0	0	0	0	0	0	0	0
AGIS_Os01g005760	0	4	0	0	0	6	0	4
AGIS_Os01g005770	0	0	0	6	0	6	33	14
AGIS_Os01g005780	10	12	5	5	2	16	46	22
AGIS_Os01g005790	0	16	0	3	9	0	9	0
AGIS_Os01g005800	0	0	19	31	2	10	53	20
AGIS_Os01g005810	0	19	26	44	49	37	94	102
AGIS_Os01g005820	563	723	622	538	532	636	831	793
AGIS_Os01g005830	186	297	266	196	204	270	356	274
AGIS_Os01g005840	11	71	50	55	30	20	48	8
AGIS_Os01g005850	112	355	194	231	92	238	286	177
AGIS_Os01g005860	21	151	55	49	16	48	34	33
AGIS_Os01g005870	461	706	494	403	676	531	619	822
AGIS_Os01g005880	154	212	197	173	311	255	260	337
AGIS_Os01g005890	50	96	99	86	36	71	83	83
AGIS_Os01g005900	68	111	149	153	57	133	200	160
AGIS_Os01g005910	0	0	0	0	0	0	0	0
AGIS_Os01g005920	179	589	281	293	146	228	246	336
AGIS_Os01g005930	0	1	0	0	0	0	0	0
AGIS_Os01g005940	0	0	0	0	0	0	0	0
AGIS_Os01g005950	443	734	623	422	590	739	737	933
AGIS_Os01g005960	221	286	139	202	139	167	203	233
AGIS_Os01g005970	197	145	167	117	112	280	187	160
AGIS_Os01g005980	244	516	528	688	369	682	708	741
AGIS_Os01g005990	258	380	459	331	239	528	561	483
AGIS_Os01g006000	8	0	4	0	0	0	2	6
AGIS_Os01g006010	20	58	59	60	24	22	24	25
AGIS_Os01g006020	94	71	109	127	220	108	235	242
AGIS_Os01g006030	1656	2299	1921	2057	2147	2478	2916	2732
AGIS_Os01g006040	17	40	6	0	4	64	8	16
AGIS_Os01g006050	64	141	34	83	43	46	65	84
AGIS_Os01g006060	32	36	72	67	22	95	74	36
AGIS_Os01g006070	110	167	184	130	70	104	148	213
AGIS_Os01g006080	126	283	246	236	192	235	470	363
AGIS_Os01g006090	0	0	0	0	0	0	0	0
AGIS_Os01g006100	1704	2361	1936	2495	2123	2523	1991	2484
AGIS_Os01g006110	527	684	701	625	501	667	600	936
AGIS_Os01g006120	514	571	468	463	419	628	510	667
AGIS_Os01g006130	1010	1153	992	1054	1072	899	1384	1203
AGIS_Os01g006140	860	997	888	753	861	1011	987	1145
AGIS_Os01g006150	875	1034	1010	1085	696	993	924	1285
AGIS_Os01g006160	1164	1866	1777	1728	1434	2306	2359	2183
AGIS_Os01g006170	151	137	96	100	149	140	329	227
AGIS_Os01g006180	174	136	107	122	136	202	240	244
AGIS_Os01g006190	28	13	9	4	0	31	29	75
AGIS_Os01g006200	0	0	0	0	0	0	0	0
AGIS_Os01g006210	31	66	75	58	129	60	128	145
AGIS_Os01g006220	2227	3614	2459	2780	1566	2062	2273	2637
AGIS_Os01g006230	648	700	689	744	797	1243	1141	1079
AGIS_Os01g006240	0	0	0	0	0	0	0	0
AGIS_Os01g006250	1200	1467	1354	1205	1225	1462	1931	1755
AGIS_Os01g006260	197	224	189	425	484	622	692	679
AGIS_Os01g006270	57	165	104	52	83	52	66	106
AGIS_Os01g006280	0	0	0	0	0	0	0	0
AGIS_Os01g006290	642	1026	644	969	728	1230	1894	952
AGIS_Os01g006300	243	347	251	478	288	444	548	438
AGIS_Os01g006310	203	234	205	165	181	214	173	244
AGIS_Os01g006320	36	27	45	20	20	101	102	57
AGIS_Os01g006330	154	129	91	131	97	140	143	105
AGIS_Os01g006340	0	16	0	0	18	3	0	7
AGIS_Os01g006350	332	746	588	587	511	684	911	756
AGIS_Os01g006360	27	38	2	26	12	12	5	10
AGIS_Os01g006370	8	0	0	1	0	4	4	13
AGIS_Os01g006380	0	0	0	0	0	0	0	0
AGIS_Os01g006390	0	0	0	0	0	0	0	0
AGIS_Os01g006400	0	0	0	0	0	0	0	0
AGIS_Os01g006410	184	271	228	212	219	250	360	345
AGIS_Os01g006420	0	0	0	0	0	0	0	0
AGIS_Os01g006430	653	863	750	640	505	734	746	755
AGIS_Os01g006440	161	297	136	189	228	204	156	306
AGIS_Os01g006450	903	953	834	897	548	924	719	962
AGIS_Os01g006460	249	249	220	117	137	185	174	344
AGIS_Os01g006470	7298	8741	8188	7561	6762	8944	9769	9795
AGIS_Os01g006480	6	44	21	44	68	103	83	80
AGIS_Os01g006490	446	689	587	714	623	826	949	869
AGIS_Os01g006500	6	28	18	10	17	6	4	8
AGIS_Os01g006510	36	77	37	28	38	33	20	68
AGIS_Os01g006520	443	545	654	613	535	758	537	754
AGIS_Os01g006530	0	0	0	0	0	0	0	0
AGIS_Os01g006540	0	0	0	0	0	0	0	0
AGIS_Os01g006550	0	0	0	0	0	0	0	0
AGIS_Os01g006560	85	118	148	142	26	37	116	70
AGIS_Os01g006570	0	0	0	0	0	0	0	0
AGIS_Os01g006580	1525	1870	1671	1881	1082	1157	1246	1847
AGIS_Os01g006590	39	50	19	49	50	81	113	55
AGIS_Os01g006600	78	80	147	127	57	104	101	47
AGIS_Os01g006610	4	15	7	8	1	15	19	4
AGIS_Os01g006620	346	488	667	402	421	973	910	683
AGIS_Os01g006630	59	201	141	108	161	91	110	305
AGIS_Os01g006640	0	0	0	0	0	0	0	0
AGIS_Os01g006650	50	40	90	62	106	63	68	59
AGIS_Os01g006660	283	414	569	382	357	326	345	341
AGIS_Os01g006670	1367	1830	2150	1519	1101	1537	1651	1667
AGIS_Os01g006680	612	1837	1270	1285	914	1523	1519	1436
AGIS_Os01g006690	8	4	10	10	2	0	0	0
AGIS_Os01g006700	0	4	0	4	0	0	0	0
AGIS_Os01g006710	22	18	18	22	26	45	21	35
AGIS_Os01g006720	152	143	81	76	43	73	33	94
AGIS_Os01g006730	12	0	1	0	4	6	3	1
AGIS_Os01g006740	0	0	0	0	0	0	0	0
AGIS_Os01g006750	0	0	0	0	0	0	0	0
AGIS_Os01g006760	0	0	0	0	0	0	0	0
AGIS_Os01g006770	975	1706	1612	1521	642	1174	1059	1191
AGIS_Os01g006780	14	29	49	23	30	16	11	27
AGIS_Os01g006790	164	284	409	293	246	388	426	418
AGIS_Os01g006800	39	73	73	66	23	53	29	56
AGIS_Os01g006810	162	328	351	570	395	491	712	450
AGIS_Os01g006820	91	376	299	358	330	509	517	347
AGIS_Os01g006830	268	496	316	267	290	544	647	413
AGIS_Os01g006840	59	166	117	85	179	202	211	198
AGIS_Os01g006850	554	447	453	304	566	1080	866	868
AGIS_Os01g006860	0	0	0	0	0	0	0	0
AGIS_Os01g006870	2	0	7	34	1	0	15	2
AGIS_Os01g006880	1620	1921	1783	1459	1072	1552	1764	1911
AGIS_Os01g006890	2908	2184	3166	2730	1875	2857	3070	3639
AGIS_Os01g006900	0	0	0	0	0	0	0	0
AGIS_Os01g006910	0	0	0	0	1	0	0	0
AGIS_Os01g006920	8	21	8	32	21	34	30	27
AGIS_Os01g006930	1268	1899	1379	1482	1188	1348	1463	1931
AGIS_Os01g006940	172	256	303	379	210	234	264	313
AGIS_Os01g006950	168	258	238	184	209	277	308	325
AGIS_Os01g006960	58	50	44	67	61	55	105	38
AGIS_Os01g006970	76	69	103	87	132	182	185	194
AGIS_Os01g006980	337	541	421	444	416	290	430	381
AGIS_Os01g006990	0	0	0	0	0	0	0	0
AGIS_Os01g007000	223	206	160	232	255	110	237	273
AGIS_Os01g007010	0	0	0	0	0	0	0	0
AGIS_Os01g007020	0	0	0	0	0	0	0	0
AGIS_Os01g007030	106	173	51	70	62	116	139	110
AGIS_Os01g007040	952	1348	900	1393	3463	2165	1980	2586
AGIS_Os01g007050	0	0	0	0	0	0	0	0
AGIS_Os01g007060	1311	1442	1236	1304	1015	1447	1445	1378
AGIS_Os01g007070	1392	1863	1666	1599	1632	2327	2340	2233
AGIS_Os01g007080	411	670	354	434	266	239	323	419
AGIS_Os01g007090	1190	1210	1366	1289	1072	1188	1201	1436
AGIS_Os01g007100	30	70	32	57	47	95	177	108
AGIS_Os01g007110	349	579	653	774	370	805	860	658
AGIS_Os01g007120	100	142	131	100	103	42	112	112
AGIS_Os01g007130	0	0	4	0	0	0	4	0
AGIS_Os01g007140	67	427	219	205	417	529	569	338
AGIS_Os01g007150	0	0	0	0	0	0	0	0
AGIS_Os01g007160	0	0	0	0	0	0	0	0
AGIS_Os01g007170	0	0	0	0	0	0	0	0
AGIS_Os01g007180	274	382	241	280	82	159	205	264
AGIS_Os01g007190	106	92	162	157	95	143	248	114
AGIS_Os01g007200	0	1	6	6	0	0	0	0
AGIS_Os01g007210	149	297	197	156	86	228	246	160
AGIS_Os01g007220	94	133	72	97	54	108	111	146
AGIS_Os01g007230	3904	3822	4410	4122	2730	4209	4989	4615
AGIS_Os01g007240	0	0	0	0	0	0	0	0
AGIS_Os01g007250	344	384	390	431	425	836	576	671
AGIS_Os01g007260	0	0	0	0	0	0	0	0
AGIS_Os01g007270	38	74	49	74	46	35	58	72
AGIS_Os01g007280	0	4	0	0	0	0	0	0
AGIS_Os01g007290	0	0	0	0	0	0	0	0
AGIS_Os01g007300	65	61	26	39	0	0	12	5
AGIS_Os01g007310	0	0	0	0	0	0	0	0
AGIS_Os01g007320	381	355	337	319	276	395	339	255
AGIS_Os01g007330	1064	1215	997	1079	1112	1444	1334	1479
AGIS_Os01g007340	100	119	147	186	153	306	319	280
AGIS_Os01g007350	157	125	161	95	136	97	149	159
AGIS_Os01g007360	125	137	114	151	146	153	114	125
AGIS_Os01g007370	20658	27327	20182	21627	17697	19394	22784	26445
AGIS_Os01g007380	6	47	22	10	20	20	52	53
AGIS_Os01g007390	0	0	0	0	0	0	0	0
AGIS_Os01g007400	0	0	0	0	0	0	0	0
AGIS_Os01g007410	0	0	0	0	0	4	0	4
AGIS_Os01g007420	1289	2183	1572	1530	1040	848	1241	1767
AGIS_Os01g007430	315	615	416	469	522	585	672	634
AGIS_Os01g007440	362	512	463	484	371	546	671	592
AGIS_Os01g007450	287	272	204	216	582	491	466	1788
AGIS_Os01g007460	25	33	61	22	44	77	61	66
AGIS_Os01g007470	10	34	5	3	4	0	0	0
AGIS_Os01g007480	351	389	310	246	788	782	858	801
AGIS_Os01g007490	182	371	204	208	194	325	205	335
AGIS_Os01g007500	70	100	128	50	93	123	128	88
AGIS_Os01g007510	2480	2471	2541	2272	1730	1896	2189	2639
AGIS_Os01g007520	6	99	76	64	28	152	132	82
AGIS_Os01g007530	245	288	259	191	204	267	346	398
AGIS_Os01g007540	92	119	79	62	86	76	88	41
AGIS_Os01g007550	3	109	0	10	5	0	8	3
AGIS_Os01g007560	50	271	57	75	33	19	27	50
AGIS_Os01g007570	124	298	90	91	95	110	175	112
AGIS_Os01g007580	8	42	2	3	10	32	4	16
AGIS_Os01g007590	405	457	490	366	284	562	572	540
AGIS_Os01g007600	0	0	0	0	0	0	0	10
AGIS_Os01g007610	265	234	393	412	201	352	354	307
AGIS_Os01g007620	706	735	725	663	476	858	746	728
AGIS_Os01g007630	2282	2652	2464	2418	1720	2445	2812	2935
AGIS_Os01g007640	0	0	0	0	0	0	0	0
AGIS_Os01g007650	23	12	2	6	8	1	0	22
AGIS_Os01g007660	2297	2843	2417	2256	2046	2098	2472	3088
AGIS_Os01g007670	3095	4458	3518	4982	6374	6790	7071	6853
AGIS_Os01g007680	1325	1334	1286	1200	818	768	974	1143
AGIS_Os01g007690	515	992	444	243	571	206	143	150
AGIS_Os01g007700	0	0	0	0	0	0	0	0
AGIS_Os01g007710	0	0	0	0	0	0	0	0
AGIS_Os01g007720	1784	1517	1165	1392	2014	2260	2016	2493
AGIS_Os01g007730	0	0	0	0	0	0	0	0
AGIS_Os01g007740	68	218	66	81	1205	277	244	758
AGIS_Os01g007750	0	0	0	0	0	0	0	0
AGIS_Os01g007760	264	554	376	432	364	295	442	505
AGIS_Os01g007770	0	0	0	0	0	0	0	0
AGIS_Os01g007780	2	2	0	8	1	0	0	4
AGIS_Os01g007790	182	212	180	136	111	193	331	175
AGIS_Os01g007800	0	0	0	0	0	0	0	0
AGIS_Os01g007810	0	0	0	0	0	0	0	0
AGIS_Os01g007820	0	0	0	0	0	0	0	0
AGIS_Os01g007830	2	24	38	35	16	66	90	8
AGIS_Os01g007840	3348	4245	3838	3519	2049	2908	3770	4209
AGIS_Os01g007850	0	0	0	0	0	0	0	0
AGIS_Os01g007860	0	0	0	0	0	0	0	0
AGIS_Os01g007870	324	3464	364	590	1847	3919	4899	2413
AGIS_Os01g007880	18	38	10	16	20	8	29	39
AGIS_Os01g007890	0	0	0	0	0	0	0	0
AGIS_Os01g007900	2488	3812	2821	2938	2713	2433	2857	4007
AGIS_Os01g007910	365	699	497	488	505	236	476	686
AGIS_Os01g007920	140	92	112	83	160	148	143	151
AGIS_Os01g007930	22	11	20	12	14	22	35	24
AGIS_Os01g007940	259	216	214	162	248	266	169	280
AGIS_Os01g007950	11	12	34	20	24	39	30	73
AGIS_Os01g007960	694	789	681	496	637	727	707	1043
AGIS_Os01g007970	50	129	81	71	77	107	84	119
AGIS_Os01g007980	76	132	66	87	44	57	95	165
AGIS_Os01g007990	8122	8507	6857	7108	4135	5026	5499	6780
AGIS_Os01g008000	0	0	0	0	0	0	0	0
AGIS_Os01g008010	10	6	0	14	0	6	20	6
AGIS_Os01g008020	0	0	0	0	0	0	0	0
AGIS_Os01g008030	0	0	0	0	0	0	0	0
AGIS_Os01g008040	50	283	68	59	26	28	6	49
AGIS_Os01g008050	16	27	14	7	0	8	2	18
AGIS_Os01g008060	0	0	0	0	0	0	0	0
AGIS_Os01g008070	20	94	20	8	19	0	9	54
AGIS_Os01g008080	601	388	448	498	456	494	509	556
AGIS_Os01g008090	866	1211	1248	1009	581	702	765	728
AGIS_Os01g008100	0	0	0	0	0	0	0	0
AGIS_Os01g008110	55	266	141	143	185	160	185	280
AGIS_Os01g008120	166	191	168	197	126	187	175	231
AGIS_Os01g008130	106	192	156	39	71	176	184	58
AGIS_Os01g008140	0	0	0	0	0	0	0	0
AGIS_Os01g008150	0	0	0	0	0	0	0	0
AGIS_Os01g008160	15	54	8	8	2	0	20	40
AGIS_Os01g008170	2808	3552	4277	3115	2711	5908	5723	4750
AGIS_Os01g008180	0	0	0	0	0	0	0	0
AGIS_Os01g008190	0	0	0	0	0	0	0	0
AGIS_Os01g008200	0	20	0	4	13	34	24	21
AGIS_Os01g008210	209	372	190	257	296	284	332	416
AGIS_Os01g008220	3664	4255	4100	3989	3075	4950	5380	5023
AGIS_Os01g008230	5138	3973	4138	4057	5491	5496	4900	6320
AGIS_Os01g008240	193	308	240	227	200	390	454	285
AGIS_Os01g008250	836	1274	943	943	1076	1041	1328	1741
AGIS_Os01g008260	0	0	0	0	0	0	0	0
AGIS_Os01g008270	0	0	4	0	0	4	0	0
AGIS_Os01g008280	2454	3684	2533	2813	1899	2396	2870	2342
AGIS_Os01g008290	337	235	251	226	408	452	379	482
AGIS_Os01g008300	0	0	0	0	0	0	0	0
AGIS_Os01g008310	12	23	45	31	99	124	43	57
AGIS_Os01g008320	6	10	14	6	16	27	24	59
AGIS_Os01g008330	184	251	244	230	455	429	395	595
AGIS_Os01g008340	0	0	0	0	0	0	0	0
AGIS_Os01g008350	0	0	0	0	0	0	0	0
AGIS_Os01g008360	68	125	63	77	42	85	146	147
AGIS_Os01g008370	0	0	0	0	0	0	0	0
AGIS_Os01g008380	0	0	0	0	0	0	0	0
AGIS_Os01g008390	104	81	74	29	60	82	108	54
AGIS_Os01g008400	139	173	148	108	114	99	228	131
AGIS_Os01g008410	156	204	239	200	119	173	208	290
AGIS_Os01g008420	478	539	354	477	268	305	333	488
AGIS_Os01g008430	1107	1589	1089	1168	1259	1893	1511	1952
AGIS_Os01g008440	109	268	184	181	152	292	415	260
AGIS_Os01g008450	1138	1353	1155	1191	1209	1388	1647	1922
AGIS_Os01g008460	0	0	0	12	0	0	0	0
AGIS_Os01g008470	998	703	854	799	1516	1240	1174	1555
AGIS_Os01g008480	1137	1813	1080	1512	1332	1713	1573	2291
AGIS_Os01g008490	394	622	501	516	353	501	580	499
AGIS_Os01g008500	0	14	0	4	1	34	52	30
AGIS_Os01g008510	305	484	623	1153	917	819	1138	884
AGIS_Os01g008520	1096	998	1085	1029	830	1442	1609	1240
AGIS_Os01g008530	0	0	0	0	19	9	18	23
AGIS_Os01g008540	0	0	0	0	2	0	0	0
AGIS_Os01g008550	0	0	0	0	0	0	0	0
AGIS_Os01g008560	0	0	0	0	0	0	0	0
AGIS_Os01g008570	0	0	0	0	0	0	0	0
AGIS_Os01g008580	3	0	4	8	0	0	0	0
AGIS_Os01g008590	46	220	114	144	681	201	259	524
AGIS_Os01g008600	6	2	0	0	0	0	0	0
AGIS_Os01g008610	317	362	331	379	286	447	516	405
AGIS_Os01g008620	295	404	306	375	379	408	697	462
AGIS_Os01g008630	0	6	0	0	0	0	0	0
AGIS_Os01g008640	45	74	70	52	105	64	187	90
AGIS_Os01g008650	679	816	643	689	469	738	700	761
AGIS_Os01g008660	0	6	0	0	0	0	1	0
AGIS_Os01g008670	14	33	18	49	15	97	61	26
AGIS_Os01g008680	74	119	50	96	83	118	166	115
AGIS_Os01g008690	13	38	49	24	19	40	29	2
AGIS_Os01g008700	110	230	143	119	55	114	117	145
AGIS_Os01g008710	30	10	9	17	10	0	28	17
AGIS_Os01g008720	0	0	0	0	0	0	0	0
AGIS_Os01g008730	32	29	20	14	45	10	48	25
AGIS_Os01g008740	38	96	27	32	25	44	53	54
AGIS_Os01g008750	1406	2633	1993	1548	1258	1732	1902	2198
AGIS_Os01g008760	0	0	0	0	0	0	0	0
AGIS_Os01g008770	0	0	0	0	0	0	0	0
AGIS_Os01g008780	452	431	381	302	856	701	636	526
AGIS_Os01g008790	39	40	56	47	36	32	54	67
AGIS_Os01g008800	0	0	0	0	0	0	0	0
AGIS_Os01g008810	184	335	352	273	485	395	154	236
AGIS_Os01g008820	10	0	13	14	17	6	12	61
AGIS_Os01g008830	0	0	0	0	0	0	0	0
AGIS_Os01g008840	832	1401	1183	1158	1187	1202	1416	1353
AGIS_Os01g008850	0	0	0	0	0	0	0	0
AGIS_Os01g008860	0	0	0	0	0	0	0	0
AGIS_Os01g008870	280	443	264	186	264	356	580	417
AGIS_Os01g008880	862	1106	878	1036	785	1005	1130	1165
AGIS_Os01g008890	27	77	47	47	12	17	34	38
AGIS_Os01g008900	0	0	0	0	0	0	0	3
AGIS_Os01g008910	419	580	350	374	513	451	665	726
AGIS_Os01g008920	142	251	150	127	63	209	197	229
AGIS_Os01g008930	261	332	398	369	263	406	351	536
AGIS_Os01g008940	0	12	14	10	7	0	3	2
AGIS_Os01g008950	0	0	0	0	0	0	0	0
AGIS_Os01g008960	0	0	0	0	0	0	0	0
AGIS_Os01g008970	370	254	338	391	247	544	426	514
AGIS_Os01g008980	0	0	0	0	0	0	0	0
AGIS_Os01g008990	0	0	0	0	0	0	0	0
AGIS_Os01g009000	924	1079	957	928	702	910	1022	1033
AGIS_Os01g009010	5005	6240	5252	6314	1865	2080	2675	4647
AGIS_Os01g009020	701	399	530	453	1043	849	701	896
AGIS_Os01g009030	74	167	104	88	150	166	189	144
AGIS_Os01g009040	0	0	0	0	0	0	0	0
AGIS_Os01g009050	0	0	0	0	0	0	0	0
AGIS_Os01g009060	0	0	0	0	0	0	0	0
AGIS_Os01g009070	0	8	0	14	2	0	0	0
AGIS_Os01g009080	25	37	49	19	44	47	63	79
AGIS_Os01g009090	496	1306	579	654	472	448	737	534
AGIS_Os01g009100	0	0	0	0	0	0	0	0
AGIS_Os01g009110	0	0	0	0	0	0	0	0
AGIS_Os01g009120	242	172	232	296	170	261	356	326
AGIS_Os01g009130	0	0	0	0	0	0	4	0
AGIS_Os01g009140	17	76	34	49	13	62	43	47
AGIS_Os01g009150	710	1046	849	890	1013	1340	1404	1355
AGIS_Os01g009160	32	78	99	42	27	58	79	90
AGIS_Os01g009170	4	63	43	14	132	112	77	31
AGIS_Os01g009180	0	0	0	0	0	0	0	0
AGIS_Os01g009190	0	0	0	0	0	0	0	0
AGIS_Os01g009200	0	0	0	0	0	0	0	0
AGIS_Os01g009210	1259	1571	1343	1554	1048	1419	1334	1658
AGIS_Os01g009220	208	287	253	265	241	169	257	166
AGIS_Os01g009230	0	0	0	0	0	0	0	0
AGIS_Os01g009240	0	0	0	0	0	0	0	0
AGIS_Os01g009250	0	0	0	0	0	0	0	0
AGIS_Os01g009260	113	93	162	94	23	72	47	54
AGIS_Os01g009270	0	0	0	0	0	0	0	0
AGIS_Os01g009280	0	0	0	0	0	0	0	0
AGIS_Os01g009290	0	0	0	0	0	0	0	0
AGIS_Os01g009300	0	0	0	0	0	0	0	0
AGIS_Os01g009310	235	374	257	223	185	305	194	264
AGIS_Os01g009320	47	62	130	77	78	77	101	104
AGIS_Os01g009330	0	0	2	0	0	0	0	0
