GeneID	HPmycWT_1	HPmycWT_2	HPmycWT_3	HPmycWT_4	HPmycpho2_1	HPmycpho2_2	HPmycpho2_3	HPmycpho2_4
AGIS_Os09g014700	0	0	0	0	0	0	0	0
AGIS_Os09g014710	0	13	2	28	8	7	14	12
AGIS_Os09g014720	0	0	0	0	0	0	0	0
AGIS_Os09g014730	18	0	2	0	1	0	8	0
AGIS_Os09g014740	0	0	0	0	0	0	0	0
AGIS_Os09g014750	0	0	0	0	0	0	0	0
AGIS_Os09g014760	0	0	0	0	0	0	0	0
AGIS_Os09g014770	316	228	195	282	79	50	197	155
AGIS_Os09g014780	0	0	0	0	0	0	0	0
AGIS_Os09g014790	534	165	185	281	195	259	193	224
AGIS_Os09g014800	0	4	12	4	0	6	0	0
AGIS_Os09g014810	0	0	0	0	0	0	0	0
AGIS_Os09g014820	96	34	9	42	86	131	112	248
AGIS_Os09g014830	0	0	0	0	0	0	0	0
AGIS_Os09g014840	0	0	0	0	0	0	0	0
AGIS_Os09g014850	0	0	0	0	0	0	0	0
AGIS_Os09g014860	0	0	0	0	0	0	0	0
AGIS_Os09g014870	0	0	0	0	0	0	0	0
AGIS_Os09g014880	0	0	0	0	0	0	0	0
AGIS_Os09g014890	0	0	0	0	0	0	0	0
AGIS_Os09g014900	0	0	0	0	0	0	0	0
AGIS_Os09g014910	0	0	0	0	0	0	0	0
AGIS_Os09g014920	0	0	0	0	0	0	0	0
AGIS_Os09g014930	0	0	0	0	0	0	0	0
AGIS_Os09g014940	0	0	0	0	0	0	0	0
AGIS_Os09g014950	0	0	0	0	0	0	0	1
AGIS_Os09g014960	0	0	0	0	0	0	0	0
AGIS_Os09g014970	0	0	0	0	0	0	0	0
AGIS_Os09g014980	0	0	0	0	0	0	0	0
AGIS_Os09g014990	0	0	0	0	0	0	0	0
AGIS_Os09g015000	0	0	0	0	0	0	0	0
AGIS_Os09g015010	0	0	0	0	0	0	0	0
AGIS_Os09g015020	0	0	0	0	0	0	0	0
AGIS_Os09g015030	1304	836	677	888	523	670	777	775
AGIS_Os09g015040	0	0	0	0	0	0	0	0
AGIS_Os09g015050	0	0	0	0	0	0	0	0
AGIS_Os09g015060	0	0	0	0	0	0	0	0
AGIS_Os09g015070	423	523	506	580	379	469	429	484
AGIS_Os09g015080	0	0	0	0	0	0	0	0
AGIS_Os09g015090	0	0	0	0	0	0	0	0
AGIS_Os09g015100	0	0	0	0	0	0	0	0
AGIS_Os09g015110	0	0	0	0	0	0	0	0
AGIS_Os09g015120	0	0	0	0	0	0	0	0
AGIS_Os09g015130	0	0	0	0	0	0	0	0
AGIS_Os09g015140	0	0	0	0	0	0	0	0
AGIS_Os09g015150	12	1	6	11	11	0	0	2
AGIS_Os09g015160	0	0	1	14	8	10	0	17
AGIS_Os09g015170	324	293	562	440	345	414	533	659
AGIS_Os09g015180	0	0	0	0	0	0	0	0
AGIS_Os09g015190	0	0	0	0	0	0	0	0
AGIS_Os09g015200	63	41	35	55	36	46	33	14
AGIS_Os09g015210	0	0	0	6	5	0	8	0
AGIS_Os09g015220	66	108	114	152	63	21	78	125
AGIS_Os09g015230	0	0	0	0	0	0	0	0
AGIS_Os09g015240	0	0	0	0	0	0	0	0
AGIS_Os09g015250	0	0	0	0	0	0	0	0
AGIS_Os09g015260	0	0	0	0	0	0	0	0
AGIS_Os09g015270	0	0	0	0	0	0	0	0
AGIS_Os09g015280	0	0	0	0	0	0	0	0
AGIS_Os09g015290	0	0	0	0	0	0	0	0
AGIS_Os09g015300	0	0	0	0	0	0	0	0
AGIS_Os09g015310	0	0	0	0	0	0	0	0
AGIS_Os09g015320	0	0	0	0	0	0	0	0
AGIS_Os09g015330	16	14	9	0	11	20	22	26
AGIS_Os09g015340	0	0	0	0	0	0	0	0
AGIS_Os09g015350	1128	1193	2516	1458	1226	1405	2180	2636
AGIS_Os09g015360	685	1649	3123	1616	1285	1638	2041	3746
AGIS_Os09g015370	0	0	0	0	0	0	0	0
AGIS_Os09g015380	180	165	181	166	154	194	208	251
AGIS_Os09g015390	0	0	0	0	0	0	0	0
AGIS_Os09g015400	0	0	0	0	0	0	0	0
AGIS_Os09g015410	6192	3489	1920	3750	3306	3578	5216	3191
AGIS_Os09g015420	8880	6197	4825	8311	4837	5507	7117	6346
AGIS_Os09g015430	0	0	0	0	0	0	0	0
AGIS_Os09g015440	3058	2477	2198	3357	1505	1854	2188	2156
AGIS_Os09g015450	53	12	20	16	1	38	19	35
AGIS_Os09g015460	0	0	0	0	0	0	0	0
AGIS_Os09g015470	0	0	0	0	0	0	0	0
AGIS_Os09g015480	0	0	0	0	0	0	0	0
AGIS_Os09g015490	0	0	0	0	0	0	0	0
AGIS_Os09g015500	57	49	79	90	57	83	227	145
AGIS_Os09g015510	58	131	80	76	41	152	224	96
AGIS_Os09g015520	17641	7122	5019	11134	5177	6171	5198	5691
AGIS_Os09g015530	0	0	0	0	0	0	0	0
AGIS_Os09g015540	205	197	142	231	139	170	168	176
AGIS_Os09g015550	88	46	15	39	8	8	24	44
AGIS_Os09g015560	670	736	906	1103	718	1031	1021	1467
AGIS_Os09g015570	8772	5974	6047	8129	4534	6188	6733	6955
AGIS_Os09g015580	0	0	0	0	0	0	0	0
AGIS_Os09g015590	0	0	0	0	0	0	0	0
AGIS_Os09g015600	0	0	4	0	0	0	0	0
AGIS_Os09g015610	0	0	0	0	0	0	0	0
AGIS_Os09g015620	0	0	0	0	0	0	0	0
AGIS_Os09g015630	260	241	200	317	219	402	306	415
AGIS_Os09g015640	0	0	0	0	3	14	8	9
AGIS_Os09g015650	0	0	0	0	0	0	22	24
AGIS_Os09g015660	0	0	0	0	0	0	0	0
AGIS_Os09g015670	0	0	0	0	0	0	0	0
AGIS_Os09g015680	397	134	146	214	149	253	182	196
AGIS_Os09g015690	0	1	0	10	0	0	0	0
AGIS_Os09g015700	0	0	0	0	0	0	0	0
AGIS_Os09g015710	671	954	982	1440	994	1333	1184	1263
AGIS_Os09g015720	0	0	0	0	0	0	0	0
AGIS_Os09g015730	52	72	90	56	35	91	85	123
AGIS_Os09g015740	0	0	6	0	8	0	0	0
AGIS_Os09g015750	0	0	0	0	0	0	0	0
AGIS_Os09g015760	0	0	0	0	0	0	0	0
AGIS_Os09g015770	0	12	0	0	0	0	0	0
AGIS_Os09g015780	0	0	0	0	0	0	0	0
AGIS_Os09g015790	53	50	27	74	40	86	24	38
AGIS_Os09g015800	0	0	0	0	0	0	0	0
AGIS_Os09g015810	0	0	0	0	0	0	0	0
AGIS_Os09g015820	0	0	0	0	0	0	0	0
AGIS_Os09g015830	303	290	153	268	202	223	193	153
AGIS_Os09g015840	0	0	0	0	0	0	0	0
AGIS_Os09g015850	194	86	94	90	70	50	109	52
AGIS_Os09g015860	0	0	0	0	0	0	0	0
AGIS_Os09g015870	261	232	134	331	324	260	156	356
AGIS_Os09g015880	0	0	0	6	0	20	0	0
AGIS_Os09g015890	249	172	259	225	75	183	298	197
AGIS_Os09g015900	2597	1969	1763	2145	1570	3268	3284	2885
AGIS_Os09g015910	0	0	0	0	0	0	0	0
AGIS_Os09g015920	0	0	0	0	0	0	0	0
AGIS_Os09g015930	0	0	0	0	0	0	0	0
AGIS_Os09g015940	0	0	0	0	0	0	0	0
AGIS_Os09g015950	0	0	0	0	0	0	0	0
AGIS_Os09g015960	0	0	0	0	0	0	0	0
AGIS_Os09g015970	1315	2277	4584	2924	2654	2786	3323	4895
AGIS_Os09g015980	0	0	0	0	0	0	0	0
AGIS_Os09g015990	3339	3592	1785	3436	1433	2360	2071	2135
AGIS_Os09g016000	0	0	0	0	0	0	0	0
AGIS_Os09g016010	0	0	0	0	0	0	0	0
AGIS_Os09g016020	0	0	0	0	0	0	0	0
AGIS_Os09g016030	0	0	0	0	0	0	0	0
AGIS_Os09g016040	0	0	0	0	0	0	0	0
AGIS_Os09g016050	0	0	0	0	0	0	0	0
AGIS_Os09g016060	0	0	0	0	0	0	0	0
AGIS_Os09g016070	0	0	0	0	0	0	0	0
AGIS_Os09g016080	0	0	0	0	0	0	0	0
AGIS_Os09g016090	0	0	0	0	0	0	0	0
AGIS_Os09g016100	0	0	0	0	0	0	0	0
AGIS_Os09g016110	0	0	0	0	0	0	0	0
AGIS_Os09g016120	0	0	0	0	0	0	0	0
AGIS_Os09g016130	0	0	0	0	0	0	0	0
AGIS_Os09g016140	2827	1197	1160	1482	938	1186	1422	1108
AGIS_Os09g016150	0	4	0	0	6	1	4	0
AGIS_Os09g016160	0	0	0	0	0	0	0	0
AGIS_Os09g016170	34	50	58	44	26	25	52	34
AGIS_Os09g016180	111	54	298	114	509	270	402	753
AGIS_Os09g016190	0	0	0	0	0	0	0	0
AGIS_Os09g016200	28	8	8	0	4	0	1	8
AGIS_Os09g016210	1577	394	531	990	610	775	853	968
AGIS_Os09g016220	0	0	0	0	0	0	0	0
AGIS_Os09g016230	0	0	0	0	0	0	0	0
AGIS_Os09g016240	20	26	10	29	8	2	0	20
AGIS_Os09g016250	0	0	0	0	0	0	0	0
AGIS_Os09g016260	0	0	0	0	0	0	0	0
AGIS_Os09g016270	0	0	0	0	0	0	0	0
AGIS_Os09g016280	0	0	0	0	0	12	0	0
AGIS_Os09g016290	0	0	0	0	0	0	0	0
AGIS_Os09g016300	2	0	2	8	14	8	0	14
AGIS_Os09g016310	0	0	0	0	0	0	0	0
AGIS_Os09g016320	0	0	0	0	0	0	0	0
AGIS_Os09g016330	0	0	0	0	0	0	0	0
AGIS_Os09g016340	0	0	0	0	0	0	0	0
AGIS_Os09g016350	0	0	0	0	0	0	0	6
AGIS_Os09g016360	0	0	0	0	0	0	0	0
AGIS_Os09g016370	0	0	0	0	0	0	0	0
AGIS_Os09g016380	16	29	60	54	50	20	20	63
AGIS_Os09g016390	0	0	0	0	0	0	0	0
AGIS_Os09g016400	1381	1387	1513	1345	1598	1192	1138	1819
AGIS_Os09g016410	0	0	0	0	0	0	0	0
AGIS_Os09g016420	0	0	0	0	0	0	0	0
AGIS_Os09g016430	1461	854	835	919	546	975	1063	1015
AGIS_Os09g016440	13717	6714	6387	7573	4469	7082	7102	6814
AGIS_Os09g016450	0	0	0	0	0	0	0	0
AGIS_Os09g016460	0	0	0	0	0	0	0	0
AGIS_Os09g016470	0	0	0	0	0	0	0	0
AGIS_Os09g016480	0	0	0	0	0	0	0	0
AGIS_Os09g016490	0	0	0	0	0	0	0	0
AGIS_Os09g016500	28	61	15	15	4	13	2	13
AGIS_Os09g016510	0	0	0	0	0	0	0	0
AGIS_Os09g016520	0	0	0	0	0	0	0	0
AGIS_Os09g016530	0	0	0	0	0	0	0	0
AGIS_Os09g016540	0	0	0	0	0	2	0	0
AGIS_Os09g016550	0	0	0	0	0	0	0	0
AGIS_Os09g016560	0	0	0	0	0	0	0	0
AGIS_Os09g016570	14	0	0	0	0	0	12	4
AGIS_Os09g016580	0	0	0	0	0	0	0	0
AGIS_Os09g016590	0	0	2	0	0	4	0	0
AGIS_Os09g016600	0	0	0	1	0	0	0	0
AGIS_Os09g016610	0	0	0	0	0	0	0	0
AGIS_Os09g016620	0	0	0	0	0	0	0	0
AGIS_Os09g016630	0	0	0	0	0	0	0	0
AGIS_Os09g016640	41	14	21	47	109	110	100	48
AGIS_Os09g016650	0	0	0	0	0	0	0	0
AGIS_Os09g016660	0	0	0	0	0	0	0	0
AGIS_Os09g016670	0	0	1	3	1	0	9	0
AGIS_Os09g016680	296	359	356	411	913	1116	1014	1520
AGIS_Os09g016690	1658	1473	1502	1900	996	1377	1779	1711
AGIS_Os09g016700	0	8	0	1	0	0	0	0
AGIS_Os09g016710	0	2	0	0	0	0	0	0
AGIS_Os09g016720	0	12	14	8	9	10	26	8
AGIS_Os09g016730	0	0	0	0	0	0	0	0
AGIS_Os09g016740	0	0	0	0	0	0	0	0
AGIS_Os09g016750	0	0	0	0	0	0	0	0
AGIS_Os09g016760	0	0	0	0	0	0	0	0
AGIS_Os09g016770	0	0	0	0	0	0	0	3
AGIS_Os09g016780	0	0	0	0	0	0	0	0
AGIS_Os09g016790	0	0	0	0	0	0	0	0
AGIS_Os09g016800	0	0	0	0	0	0	0	0
AGIS_Os09g016810	0	0	0	0	0	0	0	0
AGIS_Os09g016820	0	0	0	0	0	0	0	0
AGIS_Os09g016830	0	0	0	0	0	0	0	0
AGIS_Os09g016840	0	0	0	0	0	0	0	0
AGIS_Os09g016850	0	0	0	0	0	0	0	0
AGIS_Os09g016860	0	0	0	0	0	0	0	0
AGIS_Os09g016870	0	0	0	0	0	0	0	0
AGIS_Os09g016880	0	0	0	0	0	0	0	0
AGIS_Os09g016890	0	4	0	0	0	0	0	0
AGIS_Os09g016900	0	0	0	0	0	0	0	0
AGIS_Os09g016910	10	31	20	38	22	18	6	28
AGIS_Os09g016920	74	94	142	98	76	36	91	143
AGIS_Os09g016930	0	0	0	0	0	0	0	0
AGIS_Os09g016940	0	0	0	0	0	0	0	0
AGIS_Os09g016950	0	0	0	0	0	0	0	0
AGIS_Os09g016960	0	0	0	0	0	0	0	0
AGIS_Os09g016970	0	0	0	0	0	0	0	0
AGIS_Os09g016980	0	0	0	0	0	0	0	0
AGIS_Os09g016990	0	0	0	0	0	0	0	0
AGIS_Os09g017000	0	0	0	0	0	0	0	0
AGIS_Os09g017010	0	0	0	0	0	0	0	0
AGIS_Os09g017020	0	0	0	0	0	0	0	0
AGIS_Os09g017030	0	0	0	0	0	0	0	0
AGIS_Os09g017040	0	0	0	0	0	0	0	0
AGIS_Os09g017050	0	0	0	0	0	8	0	0
AGIS_Os09g017060	0	0	0	0	0	0	0	0
AGIS_Os09g017070	0	0	0	0	0	0	0	0
AGIS_Os09g017080	0	0	0	0	0	0	0	0
AGIS_Os09g017090	0	0	0	0	0	0	0	0
AGIS_Os09g017100	0	0	0	0	0	0	0	0
AGIS_Os09g017110	0	0	0	0	0	0	0	0
AGIS_Os09g017120	0	0	0	0	0	0	0	0
AGIS_Os09g017130	0	0	0	0	0	0	0	0
AGIS_Os09g017140	0	0	0	0	0	0	0	0
AGIS_Os09g017150	0	0	0	0	0	0	0	0
AGIS_Os09g017160	0	0	0	0	0	0	0	0
AGIS_Os09g017170	0	0	0	0	0	0	0	0
AGIS_Os09g017180	0	0	0	0	0	0	0	0
AGIS_Os09g017190	0	0	0	0	0	0	0	0
AGIS_Os09g017200	0	0	0	0	0	0	0	0
AGIS_Os09g017210	0	0	0	0	0	0	0	0
AGIS_Os09g017220	20	0	10	0	7314	8491	8601	6987
AGIS_Os09g017230	0	12	1	0	0	6	0	0
AGIS_Os09g017240	1	1	35	14	6	8	7	10
AGIS_Os09g017250	6	8	11	0	4	0	4	18
AGIS_Os09g017260	14	32	245	62	98	31	36	86
AGIS_Os09g017270	46	21	70	74	13	16	8	18
AGIS_Os09g017280	23	21	13	22	19	2	10	15
AGIS_Os09g017290	0	0	0	0	0	8	0	0
AGIS_Os09g017300	0	0	0	0	0	0	0	0
AGIS_Os09g017310	178	60	54	59	39	21	44	30
AGIS_Os09g017320	18	6	0	11	23	6	4	1
AGIS_Os09g017330	0	0	0	0	0	0	0	0
AGIS_Os09g017340	876	903	1318	1410	1263	1498	1607	2354
AGIS_Os09g017350	247	146	89	195	95	137	146	124
AGIS_Os09g017360	0	0	0	0	0	0	0	0
AGIS_Os09g017370	0	0	0	0	0	0	0	0
AGIS_Os09g017380	0	0	0	0	35	11	24	16
AGIS_Os09g017390	0	0	0	0	2	16	0	4
AGIS_Os09g017400	0	0	0	0	0	0	0	0
AGIS_Os09g017410	0	0	0	0	0	0	0	0
AGIS_Os09g017420	0	11	8	0	7	4	24	12
AGIS_Os09g017430	0	0	0	0	0	0	0	0
AGIS_Os09g017440	242	271	312	443	299	530	635	564
AGIS_Os09g017450	1937	1798	1213	1929	1303	2082	2110	2171
AGIS_Os09g017460	14	13	48	6	41	33	26	130
AGIS_Os09g017470	0	0	0	0	0	0	0	0
AGIS_Os09g017480	0	0	0	0	0	0	0	0
AGIS_Os09g017490	14	0	0	0	0	0	4	0
AGIS_Os09g017500	0	0	0	0	0	0	0	0
AGIS_Os09g017510	0	0	0	0	0	0	0	0
AGIS_Os09g017520	28	16	4	32	16	40	24	14
AGIS_Os09g017530	99	131	25	58	105	119	51	79
AGIS_Os09g017540	60	34	18	48	54	37	14	63
AGIS_Os09g017550	0	0	0	0	0	0	0	0
AGIS_Os09g017560	0	0	0	0	0	0	0	0
AGIS_Os09g017570	0	0	0	0	0	0	0	0
AGIS_Os09g017580	0	0	0	0	0	0	0	0
AGIS_Os09g017590	0	0	0	0	0	0	0	0
AGIS_Os09g017600	0	0	0	0	0	0	0	0
AGIS_Os09g017610	33	4	9	2	14	2	20	26
AGIS_Os09g017620	0	0	0	0	0	0	0	0
AGIS_Os09g017630	0	0	0	0	0	0	0	0
AGIS_Os09g017640	0	0	0	0	0	0	0	0
AGIS_Os09g017650	0	0	8	9	6	0	6	0
AGIS_Os09g017660	0	0	0	0	0	0	0	0
AGIS_Os09g017670	0	0	0	0	0	0	0	0
AGIS_Os09g017680	0	0	0	0	0	0	0	0
AGIS_Os09g017690	0	0	0	0	0	0	0	0
AGIS_Os09g017700	0	0	0	0	0	0	0	0
AGIS_Os09g017710	0	0	0	0	0	0	0	0
AGIS_Os09g017720	0	0	0	0	0	0	0	0
AGIS_Os09g017730	0	0	0	0	0	0	0	0
AGIS_Os09g017740	0	0	0	0	0	0	0	0
AGIS_Os09g017750	304	156	171	259	212	276	263	267
AGIS_Os09g017760	0	0	0	0	0	0	10	0
AGIS_Os09g017770	0	0	0	0	0	0	0	0
AGIS_Os09g017780	0	0	8	0	0	0	0	0
AGIS_Os09g017790	0	10	20	2	0	0	0	10
AGIS_Os09g017800	0	0	0	0	0	0	0	0
AGIS_Os09g017810	0	0	0	0	0	0	0	0
AGIS_Os09g017820	0	0	0	0	0	0	0	0
AGIS_Os09g017830	0	0	0	0	0	0	0	0
AGIS_Os09g017840	0	0	0	0	0	0	0	0
AGIS_Os09g017850	0	0	0	0	0	0	0	0
AGIS_Os09g017860	0	0	0	0	0	0	0	0
AGIS_Os09g017870	0	0	0	0	0	0	0	0
AGIS_Os09g017880	10872	7882	5323	11009	3679	4748	4263	4996
AGIS_Os09g017890	0	0	0	0	0	0	0	0
AGIS_Os09g017900	263	127	51	130	35	62	66	122
AGIS_Os09g017910	0	0	0	0	0	0	0	0
AGIS_Os09g017920	0	0	0	0	0	0	0	0
AGIS_Os09g017930	537	400	289	420	192	394	386	349
AGIS_Os09g017940	0	0	0	0	0	0	0	0
AGIS_Os09g017950	137	227	251	301	253	523	295	491
AGIS_Os09g017960	216	254	315	132	395	612	471	483
AGIS_Os09g017970	0	0	0	0	0	0	0	0
AGIS_Os09g017980	0	0	0	0	0	0	0	0
AGIS_Os09g017990	623	841	1613	1214	1093	979	1020	1549
AGIS_Os09g018000	0	0	0	0	0	0	0	0
AGIS_Os09g018010	0	0	0	0	0	0	0	0
AGIS_Os09g018020	0	0	0	0	0	0	0	0
AGIS_Os09g018030	0	0	0	0	0	0	0	0
AGIS_Os09g018040	0	0	0	0	0	0	0	0
AGIS_Os09g018050	0	0	0	0	0	0	0	0
AGIS_Os09g018060	0	0	0	0	0	0	0	0
AGIS_Os09g018070	0	0	0	0	0	0	0	0
AGIS_Os09g018080	0	0	0	0	0	0	0	0
AGIS_Os09g018090	0	0	0	0	0	0	0	0
AGIS_Os09g018100	0	0	0	0	0	0	0	0
AGIS_Os09g018110	0	0	0	0	0	0	0	0
AGIS_Os09g018120	0	0	0	10	8	8	0	0
AGIS_Os09g018130	340	163	73	327	106	234	189	199
AGIS_Os09g018140	293	106	96	162	59	125	140	119
AGIS_Os09g018150	0	0	0	0	0	0	0	0
AGIS_Os09g018160	0	0	0	0	0	0	0	0
AGIS_Os09g018170	0	0	0	0	0	0	0	0
AGIS_Os09g018180	0	0	0	0	0	0	0	0
AGIS_Os09g018190	0	0	0	0	0	0	0	0
AGIS_Os09g018200	0	0	0	0	0	0	0	0
AGIS_Os09g018210	0	0	0	0	0	0	0	0
AGIS_Os09g018220	6458	3959	2030	4718	2069	3235	2807	2806
AGIS_Os09g018230	0	0	0	0	0	0	0	0
AGIS_Os09g018240	0	0	0	4	0	0	0	2
AGIS_Os09g018250	54	68	10	31	17	30	32	22
AGIS_Os09g018260	0	0	0	0	0	0	0	0
AGIS_Os09g018270	0	0	0	0	0	0	0	0
AGIS_Os09g018280	0	0	0	0	0	0	0	0
AGIS_Os09g018290	0	0	0	0	0	0	20	0
AGIS_Os09g018300	0	0	0	0	0	0	0	0
AGIS_Os09g018310	0	0	0	0	0	0	0	0
AGIS_Os09g018320	0	0	0	0	0	0	0	0
AGIS_Os09g018330	0	0	0	0	2	0	0	0
AGIS_Os09g018340	0	0	0	0	0	0	0	0
AGIS_Os09g018350	0	0	0	0	0	0	0	0
AGIS_Os09g018360	0	0	0	0	0	0	0	0
AGIS_Os09g018370	0	0	2	0	0	0	0	0
AGIS_Os09g018380	0	0	0	0	0	0	0	0
AGIS_Os09g018390	0	0	0	0	0	0	0	0
AGIS_Os09g018400	0	0	0	0	0	0	0	0
AGIS_Os09g018410	0	0	0	0	0	0	0	0
AGIS_Os09g018420	0	0	0	0	0	0	0	0
AGIS_Os09g018430	0	0	0	0	0	0	0	0
AGIS_Os09g018440	0	0	0	0	0	0	0	0
AGIS_Os09g018450	0	0	0	0	0	0	0	0
AGIS_Os09g018460	0	0	0	0	0	0	0	0
AGIS_Os09g018470	0	0	0	0	0	0	0	0
AGIS_Os09g018480	0	0	0	0	0	0	0	0
AGIS_Os09g018490	0	0	1	0	0	0	0	0
AGIS_Os09g018500	0	0	0	0	0	0	5	6
AGIS_Os09g018510	0	0	0	0	2	4	3	9
AGIS_Os09g018520	0	0	0	0	0	0	0	0
AGIS_Os09g018530	295	244	434	406	193	423	519	444
AGIS_Os09g018540	0	0	0	0	0	0	0	0
AGIS_Os09g018550	14	12	18	4	4	10	0	4
AGIS_Os09g018560	0	0	0	0	0	0	0	0
AGIS_Os09g018570	0	0	0	4	0	0	0	0
AGIS_Os09g018580	0	16	19	11	14	20	16	29
AGIS_Os09g018590	0	0	0	0	21	5	46	104
AGIS_Os09g018600	0	0	0	0	0	0	0	0
AGIS_Os09g018610	0	0	0	0	0	0	0	0
AGIS_Os09g018620	0	0	0	2	2	0	0	0
AGIS_Os09g018630	0	0	0	0	0	0	0	0
AGIS_Os09g018640	976	1311	1157	1384	873	1101	1163	1512
AGIS_Os09g018650	936	1079	1099	1496	1042	1007	995	1144
AGIS_Os09g018660	0	1	16	0	0	0	0	0
AGIS_Os09g018670	0	0	0	8	0	20	11	11
AGIS_Os09g018680	0	1	3	0	9	0	0	5
AGIS_Os09g018690	720	306	433	481	190	366	329	275
AGIS_Os09g018700	52	149	168	136	109	132	116	211
AGIS_Os09g018710	155	34	22	40	25	66	86	63
AGIS_Os09g018720	0	0	0	0	0	0	0	0
AGIS_Os09g018730	0	0	0	0	0	0	0	0
AGIS_Os09g018740	0	0	0	0	0	0	0	0
AGIS_Os09g018750	169	269	270	275	186	268	407	245
AGIS_Os09g018760	0	0	0	0	0	0	0	0
AGIS_Os09g018770	2738	2552	1613	2979	1181	1075	855	1162
AGIS_Os09g018780	71	98	104	62	49	127	121	165
AGIS_Os09g018790	0	8	6	17	17	5	17	6
AGIS_Os09g018800	0	0	0	0	0	0	0	0
AGIS_Os09g018810	0	0	0	0	0	0	0	0
AGIS_Os09g018820	0	0	0	0	0	0	0	0
AGIS_Os09g018830	0	0	0	0	0	0	0	0
AGIS_Os09g018840	0	0	0	0	0	0	0	0
AGIS_Os09g018850	1383	796	653	1063	489	670	612	768
AGIS_Os09g018860	0	0	0	0	0	0	0	0
AGIS_Os09g018870	1070	1017	1172	1169	1288	1440	1844	2116
AGIS_Os09g018880	1615	1000	1020	1506	880	1099	1055	1591
AGIS_Os09g018890	763	360	211	499	437	565	703	942
AGIS_Os09g018900	735	1321	1553	1862	1011	950	1183	1564
AGIS_Os09g018910	0	0	0	0	0	0	0	0
AGIS_Os09g018920	0	0	0	0	0	0	0	0
AGIS_Os09g018930	0	0	0	0	0	0	0	0
AGIS_Os09g018940	0	0	0	0	0	0	0	0
AGIS_Os09g018950	0	0	0	0	0	0	0	0
AGIS_Os09g018960	0	0	0	0	6	0	0	0
AGIS_Os09g018970	0	0	0	0	0	0	0	0
AGIS_Os09g018980	0	0	0	0	0	0	0	0
AGIS_Os09g018990	0	0	0	0	0	0	0	0
AGIS_Os09g019000	0	0	0	0	0	0	0	0
AGIS_Os09g019010	0	0	0	0	0	0	0	0
AGIS_Os09g019020	0	0	0	0	0	0	0	0
AGIS_Os09g019030	0	0	0	0	0	0	0	0
AGIS_Os09g019040	0	0	0	0	0	0	0	0
AGIS_Os09g019050	0	0	0	0	0	0	0	0
AGIS_Os09g019060	0	0	0	0	0	0	0	2
AGIS_Os09g019070	0	0	0	0	0	0	0	0
AGIS_Os09g019080	0	0	0	0	0	0	0	0
AGIS_Os09g019090	0	0	0	0	0	0	0	0
AGIS_Os09g019100	0	0	0	0	0	0	0	0
AGIS_Os09g019110	0	0	0	0	0	0	0	0
AGIS_Os09g019120	18	30	66	36	35	49	114	56
AGIS_Os09g019130	0	0	0	0	0	0	0	0
AGIS_Os09g019140	0	0	0	0	0	0	0	0
AGIS_Os09g019150	84	102	30	88	23	58	24	42
AGIS_Os09g019160	0	0	0	0	0	0	0	0
AGIS_Os09g019170	0	0	0	0	0	0	0	0
AGIS_Os09g019180	969	899	622	892	451	628	776	636
AGIS_Os09g019190	355	203	160	311	143	171	123	139
AGIS_Os09g019200	0	0	0	0	0	0	0	0
AGIS_Os09g019210	224	384	460	489	344	409	466	499
AGIS_Os09g019220	0	0	0	0	0	0	0	0
AGIS_Os09g019230	0	0	0	0	0	0	0	0
AGIS_Os09g019240	0	0	0	0	0	0	0	0
AGIS_Os09g019250	0	0	0	0	0	0	0	0
AGIS_Os09g019260	0	0	0	0	0	0	0	0
AGIS_Os09g019270	0	0	0	0	0	0	0	0
AGIS_Os09g019280	0	0	0	0	0	0	0	0
AGIS_Os09g019290	0	0	0	0	0	0	0	0
AGIS_Os09g019300	0	0	0	0	0	0	0	0
AGIS_Os09g019310	0	0	0	0	0	0	0	0
AGIS_Os09g019320	0	0	0	0	0	0	0	0
AGIS_Os09g019330	0	0	0	0	0	0	0	0
AGIS_Os09g019340	0	0	0	0	0	0	0	0
AGIS_Os09g019350	0	0	0	0	0	0	0	0
AGIS_Os09g019360	68	44	44	69	37	79	52	81
AGIS_Os09g019370	663	690	737	935	635	677	748	959
AGIS_Os09g019380	1218	608	552	798	272	282	217	220
AGIS_Os09g019390	0	0	0	0	0	0	0	0
AGIS_Os09g019400	482	429	374	417	80	86	120	106
AGIS_Os09g019410	0	0	0	0	0	0	0	0
AGIS_Os09g019420	0	0	0	0	0	0	0	0
AGIS_Os09g019430	52	54	70	136	71	132	157	157
AGIS_Os09g019440	68	76	30	50	29	72	18	70
AGIS_Os09g019450	0	0	0	0	0	0	0	0
AGIS_Os09g019460	0	0	0	0	0	0	0	0
AGIS_Os09g019470	0	0	0	0	0	0	0	0
AGIS_Os09g019480	0	0	0	0	0	0	0	0
AGIS_Os09g019490	0	0	0	0	0	0	0	0
AGIS_Os09g019500	0	0	0	0	0	0	0	0
AGIS_Os09g019510	0	0	0	0	0	0	0	0
AGIS_Os09g019520	0	0	0	0	0	0	0	0
AGIS_Os09g019530	0	0	0	0	0	0	0	0
AGIS_Os09g019540	16	0	0	0	0	0	0	0
AGIS_Os09g019550	0	0	4	0	0	0	0	0
AGIS_Os09g019560	0	0	0	4	0	0	0	0
AGIS_Os09g019570	0	0	0	0	0	0	0	0
AGIS_Os09g019580	0	0	0	0	0	0	0	0
