,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
9644,AGIS_Os02g030560,-1.486725e+00, 4.9096500082,2.945845e+01,7.148862e-04,0.0147097232,DOWN,6.721350e+01,3.765381e+01,2.956966e+01,4.332371e+01,1.653724e+01,1.259674e+01,2.011204e+01,1.271988e+01
9645,AGIS_Os02g030570, 2.621672e-03, 3.7218572961,2.870385e-05,9.958617e-01,0.9985267445,Not_significant,2.835728e+00,1.860384e+01,1.578678e+01,1.885247e+01,1.349091e+01,1.322240e+01,7.896990e+00,1.425504e+01
9646,AGIS_Os02g030580,-6.254140e-01, 4.7719781520,1.077896e+01,1.167869e-02,0.0914102116,Not_significant,3.423129e+01,3.310323e+01,3.318645e+01,3.127292e+01,2.551304e+01,2.173146e+01,1.742784e+01,2.145566e+01
9649,AGIS_Os02g030610,-2.983256e-01, 5.2880063077,2.315319e+00,1.679830e-01,0.4350386785,Not_significant,2.997770e+01,4.220438e+01,4.589407e+01,5.555933e+01,3.225850e+01,3.341056e+01,3.890143e+01,3.370037e+01
9650,AGIS_Os02g030620,-1.060686e+00, 2.2020946882,5.570438e+00,4.717790e-02,0.2167056208,Not_significant,6.988044e+00,6.112051e+00,5.083049e+00,5.360016e+00,1.740762e+00,2.085553e+00,2.800903e+00,5.921324e+00
9651,AGIS_Os02g030630,-2.977473e-01, 4.6956101135,2.088138e+00,1.877330e-01,0.4603385467,Not_significant,3.203697e+01,3.029258e+01,2.399786e+01,2.620863e+01,3.383606e+01,2.010473e+01,1.668871e+01,2.350254e+01
9654,AGIS_Os02g030660,-8.800245e-02, 5.8224393024,3.064965e-01,5.954828e-01,0.7878985847,Not_significant,5.880760e+01,5.857754e+01,5.718431e+01,5.810996e+01,5.684676e+01,5.943825e+01,4.987163e+01,5.321881e+01
9655,AGIS_Os02g030670, 2.568387e-01, 5.9095053324,2.108602e+00,1.858202e-01,0.4578228284,Not_significant,4.088174e+01,4.903025e+01,7.389972e+01,5.755548e+01,6.043708e+01,6.390134e+01,7.169533e+01,6.283182e+01
9656,AGIS_Os02g030680, 1.315541e+00, 0.4998679413,2.843321e+00,1.316024e-01,0.3855912254,Not_significant,2.700693e-01,3.569081e-01,2.346023e+00,7.393125e-01,2.121554e+00,1.167910e+00,2.528593e+00,1.206196e+00
9657,AGIS_Os02g030690,-1.245230e-01, 2.7246130507,1.659162e-01,6.948125e-01,0.8489782556,Not_significant,9.756254e+00,4.773646e+00,4.594295e+00,7.984575e+00,6.364661e+00,3.962550e+00,4.823777e+00,9.905424e+00
9658,AGIS_Os02g030700,-4.942080e-01, 4.1845981281,4.742021e+00,6.225332e-02,0.2550824913,Not_significant,2.987642e+01,2.239598e+01,1.534690e+01,1.796529e+01,1.528607e+01,1.605876e+01,1.209834e+01,1.575364e+01
9659,AGIS_Os02g030710,-7.282002e-01, 2.7489472899,5.157579e+00,5.391989e-02,0.2348303694,Not_significant,1.373978e+01,4.862873e+00,6.744816e+00,8.502094e+00,5.276685e+00,4.337950e+00,3.929044e+00,5.665464e+00
9660,AGIS_Os02g030720, 4.515513e-01, 3.1026256286,3.129301e+00,1.161732e-01,0.3611072154,Not_significant,8.203356e+00,6.201278e+00,6.940318e+00,7.430091e+00,1.011818e+01,8.634189e+00,1.073679e+01,9.795770e+00
9661,AGIS_Os02g030730,-3.489707e+00, 3.3260136929,1.112710e+02,7.640155e-06,0.0012239628,DOWN,1.937747e+01,1.525782e+01,1.754630e+01,2.040502e+01,2.502345e+00,1.084487e+00,9.725357e-01,2.375840e+00
9666,AGIS_Os02g030780, 3.045828e-01, 0.6282752992,1.074843e-01,7.517745e-01,0.8790055171,Not_significant,1.147795e+00,1.516859e+00,2.394898e+00,2.217937e-01,4.895893e-01,1.418176e+00,2.022874e+00,2.485494e+00
9668,AGIS_Os02g030800, 2.458386e-01, 2.0977369685,3.381478e-01,5.775439e-01,0.7772097264,Not_significant,1.789209e+00,4.193670e+00,4.007789e+00,5.877534e+00,4.188709e+00,6.006392e+00,3.812340e+00,3.728241e+00
9669,AGIS_Os02g030810, 7.311446e-02, 2.6053474119,6.208688e-02,8.097198e-01,0.9090601586,Not_significant,6.414146e+00,6.379732e+00,4.692046e+00,5.877534e+00,6.473459e+00,7.507990e+00,5.601806e+00,5.080642e+00
9670,AGIS_Os02g030820, 4.229492e-01, 3.9892468826,1.022646e+00,3.426512e-01,0.6098271484,Not_significant,5.300111e+00,1.258101e+01,2.678376e+01,1.312280e+01,1.882199e+01,1.188765e+01,1.602739e+01,2.193083e+01
9673,AGIS_Os02g030850, 1.712651e-01, 4.8163089209,4.971024e-01,5.015704e-01,0.7272553330,Not_significant,1.411112e+01,2.957876e+01,3.328420e+01,3.142078e+01,2.725381e+01,3.007367e+01,2.797013e+01,3.106867e+01
9674,AGIS_Os02g030860, 1.223853e+00,-0.9529172734,9.250686e-01,3.694195e-01,0.6313346680,Not_significant,0.000000e+00,1.784541e-01,3.421283e-01,5.175187e-01,0.000000e+00,1.001065e+00,7.391272e-01,6.579248e-01
9677,AGIS_Os02g030890,-9.627155e-01, 3.4655021829,6.892878e+00,3.144070e-02,0.1694151773,Not_significant,1.974882e+01,1.534705e+01,1.016610e+01,1.219866e+01,7.452638e+00,4.212817e+00,1.100910e+01,7.529584e+00
9678,AGIS_Os02g030900,-6.691040e-01, 4.9910866522,9.812431e+00,1.467757e-02,0.1057873886,Not_significant,3.858615e+01,4.947639e+01,2.375348e+01,4.458054e+01,2.056275e+01,3.449504e+01,2.100677e+01,2.127290e+01
9679,AGIS_Os02g030910,-2.459495e-01, 4.0703058026,1.241047e+00,2.987045e-01,0.5741173053,Not_significant,1.377354e+01,1.784541e+01,1.749742e+01,2.395372e+01,1.349091e+01,1.689298e+01,1.462694e+01,1.564399e+01
9680,AGIS_Os02g030920,-5.594533e-01, 2.9199593978,2.297242e+00,1.695792e-01,0.4373955833,Not_significant,1.009384e+01,5.888984e+00,8.895337e+00,1.049824e+01,4.515102e+00,9.051299e+00,5.096087e+00,5.811669e+00
9681,AGIS_Os02g030930,-9.923334e-01, 3.4234083294,9.765555e+00,1.484090e-02,0.1065909009,Not_significant,1.647423e+01,9.591905e+00,1.427164e+01,1.596915e+01,9.139001e+00,8.383922e+00,4.162453e+00,7.164071e+00
9683,AGIS_Os02g030950, 2.595788e-01, 4.0507853591,1.520423e+00,2.537328e-01,0.5315165867,Not_significant,1.630544e+01,1.855922e+01,9.579593e+00,1.530377e+01,2.235791e+01,2.039671e+01,1.058119e+01,1.886051e+01
9684,AGIS_Os02g030960,-4.116136e-01, 4.3812131736,2.731463e+00,1.385157e-01,0.3954774598,Not_significant,1.640671e+01,3.180944e+01,2.194509e+01,2.417552e+01,1.294692e+01,1.781062e+01,2.629737e+01,1.465710e+01
9685,AGIS_Os02g030970, 7.706511e-01, 4.4499094898,1.360163e+01,6.527946e-03,0.0630830247,Not_significant,1.188305e+01,1.521321e+01,2.394898e+01,1.452749e+01,2.366348e+01,2.661165e+01,3.123785e+01,2.712112e+01
9686,AGIS_Os02g030980, 1.045508e+00, 3.8872755809,2.219558e+01,1.667378e-03,0.0257968266,UP,1.650799e+01,6.825868e+00,5.376302e+00,1.038734e+01,2.981055e+01,1.672613e+01,1.077570e+01,2.134601e+01
9687,AGIS_Os02g030990, 3.174138e-01, 4.1174718968,2.050955e+00,1.912780e-01,0.4646583148,Not_significant,1.552899e+01,1.873768e+01,1.524915e+01,1.197686e+01,1.534047e+01,2.423412e+01,1.808916e+01,1.904327e+01
9688,AGIS_Os02g031000, 3.922720e-02, 4.4872977621,3.193035e-02,8.627791e-01,0.9358786159,Not_significant,2.670310e+01,2.065606e+01,2.028332e+01,2.062682e+01,1.903959e+01,2.360846e+01,2.520813e+01,2.262530e+01
9689,AGIS_Os02g031010, 2.810996e-02, 5.2907930963,1.851613e-02,8.952575e-01,0.9509382313,Not_significant,2.896494e+01,5.179629e+01,3.738974e+01,3.814852e+01,4.210468e+01,3.833246e+01,3.796779e+01,3.783068e+01
9690,AGIS_Os02g031020,-1.708996e-01, 6.0561565791,6.730846e-01,4.366704e-01,0.6798621113,Not_significant,4.537165e+01,8.003664e+01,8.191530e+01,7.718422e+01,6.228664e+01,5.347357e+01,6.438187e+01,6.703523e+01
9691,AGIS_Os02g031030,-1.331835e-01, 3.9117178411,2.984405e-01,6.002684e-01,0.7908647218,Not_significant,1.201808e+01,1.347328e+01,1.945244e+01,1.796529e+01,1.626525e+01,1.117856e+01,1.435463e+01,1.505917e+01
9692,AGIS_Os02g031040, 9.050197e-01, 3.5696904831,5.880338e+00,4.271687e-02,0.2035672904,Not_significant,3.375867e+00,9.145770e+00,1.226774e+01,9.906787e+00,1.566686e+01,1.539138e+01,1.279857e+01,1.582675e+01
9693,AGIS_Os02g031050,-3.307974e-01, 2.5656500773,9.203720e-01,3.664522e-01,0.6294558547,Not_significant,7.291872e+00,6.335119e+00,5.425178e+00,6.653812e+00,3.971113e+00,5.589281e+00,7.274567e+00,4.130306e+00
9695,AGIS_Os02g031070, 4.032224e-01, 5.9601818458,1.523802e+00,2.534362e-01,0.5312706512,Not_significant,1.941123e+01,6.924017e+01,7.321546e+01,6.505950e+01,6.533298e+01,6.690453e+01,6.422626e+01,7.405310e+01
9696,AGIS_Os02g031080, 3.754509e-01, 7.0313501187,5.556211e+00,4.722763e-02,0.2167726087,Not_significant,9.543575e+01,1.048864e+02,1.278582e+02,1.280859e+02,1.288164e+02,1.566250e+02,1.625691e+02,1.415635e+02
9697,AGIS_Os02g031090,-2.509633e-01, 4.7719474563,1.600852e+00,2.425859e-01,0.5204330301,Not_significant,3.149684e+01,2.703579e+01,2.502424e+01,3.482162e+01,2.029076e+01,2.406728e+01,2.571384e+01,2.942386e+01
9698,AGIS_Os02g031100, 2.411658e-01, 3.4692371430,5.742399e-01,4.711615e-01,0.7057696682,Not_significant,6.211594e+00,1.119799e+01,1.383176e+01,9.574097e+00,1.425249e+01,8.967877e+00,1.240956e+01,1.155024e+01
9699,AGIS_Os02g031110,-2.166099e-01, 4.7861064268,1.357705e+00,2.786283e-01,0.5552860397,Not_significant,2.727700e+01,3.167559e+01,3.084043e+01,2.850050e+01,2.616583e+01,2.294108e+01,2.606396e+01,2.660940e+01
9700,AGIS_Os02g031120,-1.742480e-01, 4.9342065132,8.424376e-01,3.864413e-01,0.6442254887,Not_significant,2.859359e+01,3.542313e+01,3.123143e+01,3.363872e+01,2.643782e+01,2.498492e+01,2.742551e+01,3.618587e+01
9701,AGIS_Os02g031130,-1.128711e+00, 4.8367844380,2.104464e+01,1.977719e-03,0.0289740547,DOWN,5.097559e+01,3.805533e+01,3.098705e+01,3.618935e+01,1.534047e+01,1.443203e+01,1.750564e+01,2.441632e+01
9702,AGIS_Os02g031140,-2.921991e-01, 6.0862164357,1.898727e+00,2.069866e-01,0.4822912323,Not_significant,6.073184e+01,8.257961e+01,7.756538e+01,7.662974e+01,7.844309e+01,5.434951e+01,6.278691e+01,4.981953e+01
9703,AGIS_Os02g031150, 3.134590e-01, 4.4744659451,1.321894e+00,2.847534e-01,0.5612936763,Not_significant,3.105797e+01,2.016531e+01,1.280537e+01,1.663453e+01,2.333709e+01,2.865550e+01,2.641407e+01,1.809293e+01
9704,AGIS_Os02g031160, 2.038863e-01, 1.1490957823,1.112561e-01,7.476316e-01,0.8769633372,Not_significant,5.401387e-01,1.784541e+00,2.737027e+00,3.548700e+00,1.849560e+00,1.960420e+00,3.034311e+00,1.644812e+00
9705,AGIS_Os02g031170,-4.793195e-01, 5.0711935720,7.634890e+00,2.537667e-02,0.1498128547,Not_significant,5.796363e+01,3.667231e+01,3.000954e+01,3.264065e+01,3.682800e+01,2.694534e+01,2.229052e+01,2.492804e+01
9706,AGIS_Os02g031180, 3.010769e-01, 1.2728644434,3.000833e-01,5.993312e-01,0.7906057475,Not_significant,1.485381e+00,3.524468e+00,1.564015e+00,1.219866e+00,2.067155e+00,4.171106e+00,4.045749e+00,6.213735e-01
9713,AGIS_Os02g031250,-1.676268e+00, 0.4576260177,2.012639e+00,1.952287e-01,0.4700024198,Not_significant,1.080277e+00,2.587584e+00,1.710642e+00,1.552556e+00,2.393548e+00,4.171106e-02,6.224229e-01,4.386166e-01
9714,AGIS_Os02g031260, 4.263368e-01, 2.9664404709,1.097930e+00,3.265363e-01,0.5971813312,Not_significant,9.047322e+00,3.836762e+00,6.304936e+00,7.134366e+00,5.875072e+00,1.217963e+01,6.846652e+00,1.059990e+01
9715,AGIS_Os02g031270, 1.336828e-01, 3.0523402296,2.290925e-01,6.454414e-01,0.8193523118,Not_significant,6.954285e+00,9.591905e+00,7.380197e+00,7.467056e+00,9.574191e+00,7.424568e+00,9.219639e+00,8.114406e+00
9724,AGIS_Os02g031360,-5.820766e-01, 0.5186153511,6.585006e-01,4.413572e-01,0.6834566151,Not_significant,2.329348e+00,1.516859e+00,2.052770e+00,7.023469e-01,1.468768e+00,9.593543e-01,6.224229e-01,1.169644e+00
9725,AGIS_Os02g031370, 9.983169e-01,-0.2878673002,6.769939e-01,4.353954e-01,0.6788217685,Not_significant,0.000000e+00,5.799757e-01,6.842567e-01,1.108969e+00,4.351905e-01,1.668442e+00,4.668172e-01,9.503359e-01
9726,AGIS_Os02g031380, 2.099011e-01, 6.9134524294,7.665607e-01,4.077994e-01,0.6586891930,Not_significant,5.897639e+01,1.228210e+02,1.481904e+02,1.286034e+02,1.211462e+02,1.194188e+02,1.172878e+02,1.473021e+02
9727,AGIS_Os02g031390,-1.662029e-01, 5.6432884199,7.285205e-01,4.191562e-01,0.6669938855,Not_significant,7.349262e+01,4.363202e+01,4.604070e+01,4.964483e+01,4.841494e+01,5.272277e+01,4.076870e+01,4.444648e+01
9728,AGIS_Os02g031400, 1.347267e+00, 5.7722232673,4.218102e+01,2.247561e-04,0.0070998188,UP,2.143675e+01,3.502161e+01,3.861163e+01,2.997912e+01,7.637594e+01,7.624781e+01,7.255117e+01,8.637091e+01
9729,AGIS_Os02g031410, 1.072202e+00, 7.1233440222,2.270971e+01,1.580734e-03,0.0249349743,UP,1.294982e+02,7.843056e+01,7.619687e+01,8.091775e+01,1.583549e+02,2.011307e+02,1.997977e+02,1.903961e+02
9731,AGIS_Os02g031430,-1.277674e+00,-0.1803762509,1.737049e+00,2.252266e-01,0.5025837194,Not_significant,1.282829e+00,6.245892e-01,1.564015e+00,7.393125e-01,3.263929e-01,1.668442e-01,3.890143e-01,1.279298e+00
9733,AGIS_Os02g031450,-1.973834e-01, 4.6994265232,1.074446e+00,3.312766e-01,0.6016139038,Not_significant,2.815473e+01,2.449282e+01,2.766352e+01,3.045967e+01,2.350029e+01,2.581914e+01,2.392438e+01,2.317358e+01
9736,AGIS_Os02g031480, 2.129432e-01, 3.7071615792,8.526370e-01,3.837237e-01,0.6419943035,Not_significant,9.722496e+00,1.516859e+01,1.216999e+01,1.108969e+01,1.229413e+01,1.685127e+01,1.159263e+01,1.494951e+01
9737,AGIS_Os02g031490,-5.550091e-01, 6.1728502280,9.537793e+00,1.558977e-02,0.1094845236,Not_significant,1.160285e+02,7.151546e+01,7.179807e+01,8.638867e+01,5.902271e+01,5.355700e+01,5.916907e+01,5.899393e+01
9738,AGIS_Os02g031500, 9.491278e-02, 6.9506072762,1.361663e-01,7.220756e-01,0.8641342182,Not_significant,1.817567e+02,1.341082e+02,8.025353e+01,9.219227e+01,9.965863e+01,1.607961e+02,1.253015e+02,1.147713e+02
9739,AGIS_Os02g031510,-1.433248e-01, 5.2459263333,4.607646e-01,5.171715e-01,0.7378768238,Not_significant,5.401387e+01,4.166902e+01,3.382183e+01,3.116202e+01,3.438005e+01,3.370253e+01,3.668405e+01,3.746516e+01
9740,AGIS_Os02g031520,-3.527595e-01, 5.6396847479,3.484373e+00,1.002524e-01,0.3334210827,Not_significant,5.391259e+01,4.858412e+01,5.747756e+01,6.239797e+01,3.644721e+01,5.142973e+01,3.711196e+01,5.080642e+01
9741,AGIS_Os02g031530,-4.216633e-01, 4.3790311435,2.424328e+00,1.595942e-01,0.4241917616,Not_significant,2.670310e+01,2.217292e+01,2.033220e+01,2.443428e+01,1.762522e+01,2.206515e+01,2.174590e+01,1.070955e+01
9742,AGIS_Os02g031540, 8.110692e-02,-0.1507978291,3.690205e-03,9.531098e-01,0.9787571377,Not_significant,1.417864e+00,1.873768e+00,5.865057e-01,0.000000e+00,4.895893e-01,4.171106e-01,1.089240e+00,6.579248e-01
9743,AGIS_Os02g031550, 1.451938e+00, 4.9196749327,5.312401e+01,1.008023e-04,0.0042877463,UP,1.863478e+01,1.070724e+01,1.823055e+01,1.774350e+01,4.384544e+01,3.703942e+01,4.166343e+01,5.362087e+01
9746,AGIS_Os02g031580,-5.311578e-01, 4.8945449980,5.356874e+00,5.060479e-02,0.2258857757,Not_significant,4.641817e+01,2.926647e+01,2.619725e+01,3.959018e+01,2.420747e+01,2.665336e+01,2.423559e+01,2.068808e+01
9747,AGIS_Os02g031590, 5.281854e-03, 3.0078481475,4.039227e-04,9.844744e-01,0.9931497724,Not_significant,6.076560e+00,1.070724e+01,7.917827e+00,7.097400e+00,5.494280e+00,9.802098e+00,8.441610e+00,8.150958e+00
9749,AGIS_Os02g031610,-2.307593e-01, 4.3208744670,1.176215e+00,3.107894e-01,0.5843759905,Not_significant,2.471134e+01,2.315441e+01,1.930581e+01,1.900033e+01,1.702683e+01,1.776891e+01,1.890609e+01,1.933568e+01
9750,AGIS_Os02g031620, 1.541829e+00, 0.1856319171,1.362579e+00,2.780113e-01,0.5545165823,Not_significant,0.000000e+00,1.695314e+00,5.376302e-01,5.914500e-01,1.414369e+00,1.084487e+00,7.002257e-01,2.448942e+00
9751,AGIS_Os02g031630, 8.514552e-01,-1.0229666757,1.756968e-01,6.882285e-01,0.8454555928,Not_significant,6.076560e-01,0.000000e+00,0.000000e+00,5.175187e-01,7.615834e-01,1.251332e+00,0.000000e+00,1.462055e-01
9752,AGIS_Os02g031640,-1.022606e-01, 3.5468576813,1.557474e-01,7.037665e-01,0.8539974639,Not_significant,1.387481e+01,1.298253e+01,9.823971e+00,1.138541e+01,1.109736e+01,9.676965e+00,1.342099e+01,1.056335e+01
9753,AGIS_Os02g031650,-5.274872e-01, 1.1246350830,6.584944e-01,4.414848e-01,0.6834643062,Not_significant,4.523661e+00,2.141449e+00,6.842567e-01,2.513662e+00,3.535923e+00,1.585020e+00,1.283747e+00,5.117193e-01
9754,AGIS_Os02g031660,-6.606266e-02, 3.9973782540,2.847075e-02,8.703605e-01,0.9394461875,Not_significant,1.174802e+01,1.681929e+01,1.739967e+01,1.530377e+01,3.138812e+01,1.255503e+01,8.986230e+00,1.301229e+01
9759,AGIS_Os02g031710, 4.788636e-01, 3.7824832060,1.630948e+00,2.387827e-01,0.5167555089,Not_significant,4.793731e+00,1.213488e+01,1.906144e+01,1.219866e+01,1.566686e+01,1.338925e+01,1.318758e+01,1.904327e+01
9760,AGIS_Os02g031720,-4.681654e-01, 5.4645578181,4.774952e+00,6.171887e-02,0.2539118178,Not_significant,6.029298e+01,3.930451e+01,4.584520e+01,5.977342e+01,3.111612e+01,3.482873e+01,4.524236e+01,3.614932e+01
9761,AGIS_Os02g031730,-2.115110e-01, 5.4975591945,1.154213e+00,3.152220e-01,0.5883078122,Not_significant,6.012418e+01,4.755801e+01,3.773187e+01,4.920125e+01,3.916715e+01,4.267041e+01,4.477555e+01,3.951204e+01
9762,AGIS_Os02g031740, 4.055695e-01, 4.5561552790,2.572321e+00,1.489381e-01,0.4099579154,Not_significant,1.249071e+01,2.221753e+01,2.277597e+01,2.443428e+01,2.861378e+01,2.786299e+01,2.458570e+01,2.459908e+01
9763,AGIS_Os02g031750, 4.219922e-01, 4.2616789306,3.129756e+00,1.162755e-01,0.3612886950,Not_significant,1.262574e+01,1.994224e+01,1.725304e+01,1.578432e+01,2.556744e+01,2.027157e+01,2.085117e+01,2.054188e+01
9764,AGIS_Os02g031760,-4.362143e-01, 3.1254736221,2.767239e+00,1.360992e-01,0.3927137194,Not_significant,1.249071e+01,7.807365e+00,9.090838e+00,1.035037e+01,9.628590e+00,7.216013e+00,5.990820e+00,6.579248e+00
9765,AGIS_Os02g031770,-6.370936e-01, 4.0771746422,7.669105e+00,2.513964e-02,0.1488766214,Not_significant,2.653431e+01,2.333287e+01,1.490702e+01,1.774350e+01,1.311011e+01,1.397320e+01,1.272077e+01,1.202540e+01
9766,AGIS_Os02g031780,-5.232331e-01,-0.6588709617,1.137950e-01,7.448873e-01,0.8759409275,Not_significant,1.350347e-01,7.138162e-01,5.376302e-01,1.256831e+00,3.263929e-01,5.839548e-01,8.558314e-01,0.000000e+00
9767,AGIS_Os02g031790, 5.657275e-01, 3.1735347432,9.887418e-01,3.503063e-01,0.6162144128,Not_significant,1.721692e+00,1.231333e+01,9.090838e+00,7.725816e+00,1.223973e+01,1.147054e+01,5.446200e+00,1.158679e+01
9770,AGIS_Os02g031820, 8.396906e-01, 4.4803064789,9.423250e+00,1.610633e-02,0.1116091182,Not_significant,2.967387e+01,8.833476e+00,1.422276e+01,1.482322e+01,3.117052e+01,2.602770e+01,2.785342e+01,2.529356e+01
9771,AGIS_Os02g031830,-2.926525e-03, 6.5520893232,2.841618e-04,9.869779e-01,0.9944019212,Not_significant,9.952055e+01,9.292995e+01,1.028829e+02,7.980878e+01,8.159822e+01,1.104926e+02,8.974560e+01,9.305981e+01
9773,AGIS_Os02g031850, 1.846712e+00,-0.8175516650,1.215428e+00,3.035661e-01,0.5785907210,Not_significant,5.401387e-01,0.000000e+00,1.955019e-01,2.217937e-01,5.439881e-02,5.839548e-01,1.322649e+00,8.772331e-01
9775,AGIS_Os02g031870,-8.643687e-01,-0.1256740305,3.789369e-01,5.559494e-01,0.7633050612,Not_significant,1.924244e+00,9.368838e-01,9.775095e-01,3.696562e-01,0.000000e+00,5.839548e-01,7.780286e-01,1.023439e+00
9777,AGIS_Os02g031890, 3.274622e+00, 3.0424318314,4.634982e+00,6.485132e-02,0.2611930358,Not_significant,6.414146e-01,2.676811e-01,9.775095e+00,7.393125e-01,3.253049e+01,2.419241e+00,1.439353e+00,1.769087e+01
9778,AGIS_Os02g031900, 1.314668e+00, 4.7550640980,2.547141e+00,1.506823e-01,0.4120465776,Not_significant,1.897237e+01,6.245892e+00,3.690098e+01,3.289941e+00,9.590511e+01,1.247161e+01,9.725357e+00,3.209211e+01
9782,AGIS_Os02g031940, 3.099506e-01, 4.5279194987,2.807772e-01,6.111454e-01,0.7977971893,Not_significant,1.758826e+01,5.799757e+00,6.280499e+01,9.500166e+00,4.498782e+01,8.383922e+00,1.365440e+01,2.134601e+01
9786,AGIS_Os02g031980, 6.114032e-01, 5.0563151440,2.039096e+00,1.926296e-01,0.4665841190,Not_significant,4.442640e+01,8.833476e+00,5.679330e+01,9.832856e+00,6.016509e+01,1.710153e+01,3.022641e+01,3.823274e+01
9789,AGIS_Os02g032010, 9.520575e-01, 6.2070026553,1.632173e+00,2.386222e-01,0.5165890759,Not_significant,2.093037e+01,1.485630e+01,1.466753e+02,3.112506e+01,2.137873e+02,1.902024e+01,4.901580e+01,9.514324e+01
9794,AGIS_Os02g032060, 1.766453e+00, 5.5302476973,3.718375e+01,3.399766e-04,0.0090480730,UP,2.508269e+01,1.307176e+01,3.592347e+01,1.149631e+01,1.107016e+02,3.416135e+01,7.025598e+01,6.846074e+01
9796,AGIS_Os02g032080, 2.266687e+00, 6.9504549625,7.935190e+00,2.351490e-02,0.1432434547,Not_significant,4.000402e+01,1.235794e+01,1.593341e+02,1.367728e+01,4.577116e+02,5.589281e+01,7.679142e+01,1.732535e+02
9801,AGIS_Os02g032130, 2.180451e+00, 2.9147652554,4.461192e+00,6.903279e-02,0.2704204384,Not_significant,6.886768e+00,1.784541e-01,5.865057e+00,8.132437e-01,2.975615e+01,3.753995e+00,1.556057e+00,1.107507e+01
9804,AGIS_Os02g032160, 3.967300e-01, 2.2511171727,1.193064e+00,3.075801e-01,0.5818255347,Not_significant,4.152316e+00,3.836762e+00,2.346023e+00,6.247191e+00,5.711876e+00,6.131525e+00,4.240256e+00,4.751679e+00
9807,AGIS_Os02g032190, 3.780860e-01, 4.4101769827,2.077487e+00,1.889417e-01,0.4616600638,Not_significant,2.585914e+01,1.414248e+01,1.300088e+01,2.221634e+01,2.453387e+01,2.390043e+01,2.536373e+01,2.039567e+01
9808,AGIS_Os02g032200, 9.655876e-01, 6.3901893855,2.646485e+01,9.962264e-04,0.0184104140,Not_significant,5.418266e+01,5.540998e+01,7.194470e+01,4.598524e+01,1.388258e+02,1.014413e+02,1.043336e+02,9.828666e+01
9809,AGIS_Os02g032210,-1.252221e+00, 8.3262820754,5.064184e+01,1.193718e-04,0.0048121284,DOWN,6.377350e+02,5.019913e+02,2.395876e+02,4.491323e+02,2.366348e+02,1.811094e+02,1.335097e+02,1.873258e+02
9810,AGIS_Os02g032220,-1.271972e-01, 5.0413104527,5.111670e-01,4.956554e-01,0.7236545627,Not_significant,4.223209e+01,3.279093e+01,2.512199e+01,3.748314e+01,3.791597e+01,2.673679e+01,2.711430e+01,3.337141e+01
9812,AGIS_Os02g032240,-4.894595e-01, 4.5172937266,6.351807e+00,3.676098e-02,0.1859225293,Not_significant,3.085542e+01,2.293135e+01,2.551300e+01,2.731760e+01,1.893079e+01,1.589191e+01,1.991753e+01,2.116325e+01
9813,AGIS_Os02g032250, 6.967757e-01, 5.2815108404,5.534050e+00,4.774024e-02,0.2179092481,Not_significant,1.468502e+01,4.251668e+01,3.372408e+01,3.182740e+01,4.993811e+01,4.329608e+01,4.107991e+01,5.347467e+01
9814,AGIS_Os02g032260, 1.966942e-01, 5.6604031582,6.858028e-01,4.325454e-01,0.6764314409,Not_significant,3.568291e+01,5.201936e+01,5.571804e+01,4.458054e+01,6.168826e+01,4.233672e+01,4.668172e+01,6.528077e+01
9815,AGIS_Os02g032270,-1.304203e+00, 6.9104735798,2.905890e+01,7.460443e-04,0.0150989813,DOWN,2.626087e+02,1.337067e+02,1.020031e+02,1.966941e+02,7.958547e+01,6.135696e+01,6.951685e+01,5.617947e+01
9817,AGIS_Os02g032290, 9.406608e-01, 3.6855572983,9.833534e+00,1.460478e-02,0.1055094008,Not_significant,1.387481e+01,9.636519e+00,5.131925e+00,7.467056e+00,1.708123e+01,1.910366e+01,1.766125e+01,1.231782e+01
9822,AGIS_Os02g032340,-5.666005e-01, 3.8998235205,5.196531e+00,5.325306e-02,0.2332338286,Not_significant,2.001889e+01,1.731004e+01,1.363626e+01,1.977661e+01,1.523167e+01,1.176252e+01,1.202054e+01,8.991640e+00
9823,AGIS_Os02g032350,-7.182899e-01, 4.5168392688,1.102040e+01,1.107119e-02,0.0884067966,Not_significant,2.957259e+01,3.850146e+01,2.179846e+01,2.369497e+01,1.430689e+01,2.285766e+01,1.836147e+01,1.337781e+01
9826,AGIS_Os02g032380,-1.429734e-01, 4.9815716335,3.902690e-01,5.502405e-01,0.7591326718,Not_significant,2.964011e+01,3.484315e+01,2.595288e+01,4.239957e+01,3.541363e+01,2.577743e+01,3.127675e+01,2.679216e+01
9827,AGIS_Os02g032390,-1.113797e-01, 3.5725188102,1.738586e-01,6.880555e-01,0.8454000277,Not_significant,1.127539e+01,1.213488e+01,1.036160e+01,1.408390e+01,1.147815e+01,1.247161e+01,6.068623e+00,1.663088e+01
9829,AGIS_Os02g032410, 8.012718e-01,-0.3671268952,3.887699e-01,5.509889e-01,0.7596227080,Not_significant,0.000000e+00,7.138162e-01,4.398793e-01,1.330762e+00,7.615834e-01,5.839548e-01,5.446200e-01,1.169644e+00
