,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
31598,AGIS_Os06g040360, 3.781325e+00, 3.6863193591,1.779967e+01,3.191649e-03,0.0396851945,UP,2.228072e+00,0.000000e+00,3.861163e+00,2.661525e+00,2.665542e+01,2.477637e+01,1.676652e+01,2.543976e+01
31600,AGIS_Os06g040380, 9.042173e-01, 2.4075280245,5.079296e+00,5.555297e-02,0.2388418768,Not_significant,5.030041e+00,2.364516e+00,2.834778e+00,3.622631e+00,6.255864e+00,2.627797e+00,9.803160e+00,9.210948e+00
31605,AGIS_Os06g040430,-4.023875e-03, 5.5138079894,1.689135e-04,9.899613e-01,0.9957112042,Not_significant,7.869145e+01,2.877572e+01,3.655886e+01,4.402606e+01,3.971113e+01,4.825969e+01,5.453980e+01,3.424864e+01
31616,AGIS_Os06g040540,-1.487172e+00, 1.6009709812,5.497927e+00,4.830701e-02,0.2197692980,Not_significant,8.439666e+00,4.729032e+00,2.199396e+00,2.365800e+00,6.527858e-01,2.210686e+00,9.336343e-01,1.973775e+00
31617,AGIS_Os06g040550, 6.090364e-01, 6.5977440583,9.132575e+00,1.729028e-02,0.1166124711,Not_significant,5.678208e+01,8.717481e+01,7.634349e+01,8.823695e+01,1.307747e+02,1.134958e+02,1.169377e+02,1.044638e+02
31619,AGIS_Os06g040570, 8.007635e-01,-0.5292507558,7.780652e-01,4.043261e-01,0.6559132952,Not_significant,2.025520e-01,6.692027e-01,3.910038e-01,5.914500e-01,6.527858e-01,1.001065e+00,6.224229e-01,7.675790e-01
31630,AGIS_Os06g040680,-2.760014e-01, 1.4381973156,2.081439e-01,6.608350e-01,0.8287014772,Not_significant,1.789209e+00,2.587584e+00,3.421283e+00,2.587594e+00,2.719941e+00,5.839548e-01,5.524003e+00,1.827569e+00
31633,AGIS_Os06g040710,-7.529613e-01, 2.1939512225,4.857656e+00,5.977698e-02,0.2497050299,Not_significant,7.258113e+00,5.085941e+00,3.421283e+00,6.875606e+00,4.297506e+00,3.795706e+00,2.256283e+00,2.924110e+00
31636,AGIS_Os06g040740, 4.006845e-01,-0.3194629143,1.967419e-01,6.695149e-01,0.8335378304,Not_significant,2.025520e-01,8.476568e-01,4.398793e-01,8.871750e-01,2.175953e-01,5.839548e-01,1.322649e+00,1.206196e+00
31639,AGIS_Os06g040770,-1.215766e-02, 4.5338072471,2.970082e-03,9.579237e-01,0.9802130562,Not_significant,2.190937e+01,2.114681e+01,2.365573e+01,2.506269e+01,1.664604e+01,2.853036e+01,2.695869e+01,2.072463e+01
31641,AGIS_Os06g040790,-2.608112e-01, 3.5195261942,7.402197e-01,4.156087e-01,0.6638276666,Not_significant,1.782458e+01,1.784541e+01,5.669555e+00,1.031341e+01,1.098856e+01,1.051119e+01,8.402709e+00,9.503359e+00
31642,AGIS_Os06g040800,-4.907939e-02, 2.5920617933,2.494227e-02,8.785582e-01,0.9430275939,Not_significant,5.603938e+00,4.505965e+00,7.331321e+00,6.912572e+00,5.331084e+00,6.340080e+00,6.107524e+00,5.446156e+00
31643,AGIS_Os06g040810, 4.426210e-01, 6.0849589945,1.233606e+00,3.002274e-01,0.5755755181,Not_significant,2.072782e+01,6.669720e+01,8.484783e+01,6.860820e+01,9.307637e+01,5.993879e+01,7.118962e+01,7.737927e+01
31645,AGIS_Os06g040830,-5.692428e-02, 5.4755472697,7.966400e-02,7.852008e-01,0.8967959236,Not_significant,5.472280e+01,3.930451e+01,4.232616e+01,4.495020e+01,3.693679e+01,5.072064e+01,4.255816e+01,4.375200e+01
31647,AGIS_Os06g040850,-1.341732e+00, 1.0985837147,7.051554e+00,2.989385e-02,0.1642634313,Not_significant,4.287351e+00,1.427632e+00,2.443774e+00,3.807459e+00,1.468768e+00,7.925101e-01,1.089240e+00,1.096541e+00
31651,AGIS_Os06g040890,-1.032559e-03, 4.8532269414,2.205861e-05,9.963722e-01,0.9987201052,Not_significant,2.005265e+01,2.828497e+01,3.137806e+01,3.522824e+01,2.214032e+01,3.119987e+01,3.944605e+01,2.284461e+01
31652,AGIS_Os06g040900,-3.498632e-01,-0.8588369609,2.996835e-02,8.670319e-01,0.9380655759,Not_significant,6.751733e-01,2.676811e-01,0.000000e+00,9.611062e-01,5.439881e-02,5.839548e-01,1.011437e+00,1.096541e-01
31654,AGIS_Os06g040920, 3.519817e-01, 2.8286650855,1.444698e+00,2.649045e-01,0.5425411471,Not_significant,7.629458e+00,7.539684e+00,4.545419e+00,5.249119e+00,7.235042e+00,8.801033e+00,7.819187e+00,7.346827e+00
31655,AGIS_Os06g040930, 2.446019e-01, 5.6149088893,1.733808e+00,2.256555e-01,0.5027451245,Not_significant,3.497398e+01,5.161784e+01,4.252166e+01,5.101256e+01,5.287565e+01,5.580939e+01,5.504552e+01,4.755335e+01
31656,AGIS_Os06g040940, 5.511867e-01, 5.6298154093,5.209875e+00,5.315117e-02,0.2329530089,Not_significant,2.285462e+01,3.756458e+01,6.153422e+01,4.376730e+01,5.592198e+01,5.117947e+01,5.769082e+01,6.498835e+01
31659,AGIS_Os06g040970, 1.009453e+00, 0.9013814953,1.702643e+00,2.296363e-01,0.5061065418,Not_significant,5.401387e-01,2.409130e+00,1.906144e+00,5.175187e-01,3.100732e+00,1.418176e+00,2.178480e+00,2.302737e+00
31660,AGIS_Os06g040980,-1.084833e-01, 4.4619226345,2.345638e-01,6.415994e-01,0.8170245256,Not_significant,2.646679e+01,2.516202e+01,1.534690e+01,2.473000e+01,1.855000e+01,2.565230e+01,1.960632e+01,2.010326e+01
31661,AGIS_Os06g040990, 5.363875e-02, 4.4152253717,5.156995e-02,8.262744e-01,0.9171261855,Not_significant,3.207073e+01,1.851461e+01,1.632441e+01,1.811316e+01,2.110674e+01,2.285766e+01,2.003424e+01,2.098049e+01
31662,AGIS_Os06g041000, 5.230510e-01, 3.9410991805,1.045361e+00,3.376642e-01,0.6063847057,Not_significant,2.396865e+00,1.253640e+01,2.526862e+01,1.678239e+01,1.566686e+01,1.334754e+01,1.723333e+01,1.904327e+01
31663,AGIS_Os06g041010,-8.270588e-02, 3.6511409502,1.074117e-01,7.518096e-01,0.8790055171,Not_significant,1.593409e+01,1.146567e+01,1.256100e+01,1.142238e+01,1.120616e+01,1.484914e+01,1.073679e+01,1.165989e+01
31664,AGIS_Os06g041020,-5.493124e-02, 0.6439758831,5.896164e-03,9.407457e-01,0.9732518359,Not_significant,1.485381e+00,1.962995e+00,1.710642e+00,8.132437e-01,1.740762e+00,7.925101e-01,1.167043e+00,2.193083e+00
31665,AGIS_Os06g041030,-3.226359e-03, 5.6372105345,3.139379e-04,9.863123e-01,0.9942921367,Not_significant,3.696574e+01,5.938059e+01,4.618732e+01,5.807300e+01,4.797975e+01,4.901049e+01,4.687622e+01,5.303605e+01
31666,AGIS_Os06g041040,-8.311552e-02, 7.8711312909,1.810234e-01,6.821520e-01,0.8415527368,Not_significant,1.784145e+02,2.664765e+02,2.899293e+02,2.345099e+02,2.502889e+02,2.226536e+02,2.129464e+02,2.171517e+02
31667,AGIS_Os06g041050, 1.551248e+00,-0.7328533921,4.304842e-01,5.308896e-01,0.7469151407,Not_significant,0.000000e+00,4.461351e-02,1.124136e+00,5.175187e-01,1.033577e+00,8.759322e-01,0.000000e+00,6.579248e-01
31668,AGIS_Os06g041060, 3.879238e-01, 4.2762898268,1.864559e+00,2.107033e-01,0.4865008712,Not_significant,2.339476e+01,1.887152e+01,8.650959e+00,1.789136e+01,2.371788e+01,1.993788e+01,2.225162e+01,1.962809e+01
31679,AGIS_Os06g041170, 3.613372e+00, 5.0609654788,1.538992e+02,2.336935e-06,0.0007528102,UP,6.211594e+00,3.569081e+00,5.962808e+00,4.435875e+00,4.792536e+01,6.511096e+01,5.469541e+01,7.847581e+01
31680,AGIS_Os06g041180, 2.011431e-01, 1.9850578270,2.345024e-01,6.416614e-01,0.8170544249,Not_significant,2.565659e+00,2.319903e+00,7.038068e+00,3.179044e+00,5.004691e+00,3.503729e+00,4.473664e+00,2.997213e+00
31683,AGIS_Os06g041210, 2.763038e-01, 5.4451318315,2.748894e+00,1.372255e-01,0.3939497422,Not_significant,4.098302e+01,4.059830e+01,3.514147e+01,4.066219e+01,4.678298e+01,5.151315e+01,4.730414e+01,4.488509e+01
31685,AGIS_Os06g041230,-1.984652e-02, 6.5754644082,1.453234e-02,9.071215e-01,0.9570170268,Not_significant,1.199108e+02,7.744906e+01,8.489670e+01,1.037625e+02,1.021066e+02,9.410014e+01,8.367697e+01,9.638599e+01
31686,AGIS_Os06g041240,-4.124469e-01, 3.2386152510,1.917366e+00,2.049231e-01,0.4805301254,Not_significant,1.033015e+01,1.101954e+01,9.677344e+00,1.105272e+01,7.779030e+00,7.716545e+00,1.178713e+01,5.482707e+00
31688,AGIS_Os06g041260, 3.445605e-01, 1.6883962117,3.732000e-01,5.588856e-01,0.7653355125,Not_significant,2.160555e+00,2.141449e+00,5.865057e+00,1.441659e+00,2.719941e+00,2.544374e+00,2.762001e+00,5.519258e+00
31689,AGIS_Os06g041270,-1.697988e+00, 2.6965048943,5.181577e+00,5.366014e-02,0.2342267167,Not_significant,1.603537e+01,6.870481e+00,4.789797e+00,8.945681e+00,1.305572e+00,2.794641e+00,8.908427e+00,1.425504e+00
31690,AGIS_Os06g041280,-1.505612e-01, 5.4290968644,6.080048e-01,4.587930e-01,0.6965894528,Not_significant,4.820737e+01,4.845028e+01,4.178853e+01,4.084702e+01,5.331084e+01,3.712284e+01,2.968179e+01,4.462924e+01
31691,AGIS_Os06g041290, 3.386373e-01, 4.8290948735,1.249414e+00,2.973679e-01,0.5732167420,Not_significant,1.272702e+01,3.056026e+01,3.294207e+01,2.661525e+01,3.356407e+01,3.090789e+01,2.485801e+01,3.461416e+01
31692,AGIS_Os06g041300,-1.622641e-01, 1.9806697244,5.465311e-02,8.212592e-01,0.9143178971,Not_significant,5.975284e+00,3.792149e+00,4.105540e+00,1.996144e+00,7.071846e-01,4.713349e+00,5.718510e+00,3.837895e+00
31693,AGIS_Os06g041310,-5.537419e-01, 6.9130118824,1.174808e+01,9.466768e-03,0.0802593225,Not_significant,1.518127e+02,1.379896e+02,1.212112e+02,1.604308e+02,1.187526e+02,7.883390e+01,8.838405e+01,1.059990e+02
31694,AGIS_Os06g041320, 3.118227e-01, 5.5617340134,2.935730e+00,1.263058e-01,0.3772963242,Not_significant,4.364995e+01,3.890298e+01,4.828897e+01,3.748314e+01,4.379105e+01,5.480833e+01,5.391738e+01,5.636223e+01
31695,AGIS_Os06g041330, 5.414541e-01, 1.5410773999,7.997382e-01,3.982980e-01,0.6517915471,Not_significant,9.452426e-01,4.104443e+00,2.834778e+00,1.811316e+00,4.623899e+00,2.460952e+00,2.489691e+00,3.435830e+00
31697,AGIS_Os06g041350,-1.534452e-01, 6.5612324565,7.902245e-01,4.008471e-01,0.6534576987,Not_significant,7.997428e+01,1.177797e+02,9.887509e+01,1.022100e+02,9.111801e+01,8.642531e+01,8.165410e+01,9.678805e+01
31698,AGIS_Os06g041360,-5.021208e-01, 6.4886798812,6.632221e+00,3.393795e-02,0.1777671172,Not_significant,1.552223e+02,1.042172e+02,7.277558e+01,9.444717e+01,7.800790e+01,7.870876e+01,7.048939e+01,6.385526e+01
31699,AGIS_Os06g041370, 2.919567e-01,-0.0911222942,7.939485e-02,7.855533e-01,0.8969612779,Not_significant,8.102080e-01,3.569081e-01,6.842567e-01,9.611062e-01,1.631964e-01,1.543309e+00,1.283747e+00,9.868873e-01
31702,AGIS_Os06g041400,-1.794227e+00, 5.6583162235,7.136550e+01,3.727906e-05,0.0024591223,DOWN,7.950166e+01,7.927821e+01,6.036121e+01,9.252496e+01,3.149691e+01,1.593362e+01,1.960632e+01,2.463563e+01
31704,AGIS_Os06g041420,-2.607799e-01, 7.4894718289,2.703445e+00,1.400701e-01,0.3976895841,Not_significant,1.875969e+02,1.955410e+02,1.788354e+02,2.206848e+02,1.880023e+02,1.529962e+02,1.463472e+02,1.669667e+02
31705,AGIS_Os06g041430, 1.550437e-01, 3.9846291689,4.267280e-01,5.325419e-01,0.7477753846,Not_significant,1.647423e+01,1.597164e+01,1.314750e+01,1.364032e+01,1.289252e+01,2.127264e+01,1.758345e+01,1.498607e+01
31708,AGIS_Os06g041460,-1.557904e+00,-0.1490181738,1.916348e+00,2.051051e-01,0.4805915660,Not_significant,2.025520e+00,1.338405e-01,1.124136e+00,1.700419e+00,8.159822e-01,2.502663e-01,3.890143e-01,7.310276e-02
31711,AGIS_Os06g041490, 7.832187e-01, 5.0941135814,1.692192e+01,3.631416e-03,0.0431404839,Not_significant,3.723581e+01,1.775618e+01,2.399786e+01,2.254903e+01,5.619398e+01,4.020946e+01,3.648954e+01,3.819619e+01
31713,AGIS_Os06g041510, 1.504170e+00, 2.8234973878,1.695242e+01,3.654979e-03,0.0433102753,UP,1.417864e+00,4.595192e+00,5.083049e+00,4.214081e+00,8.268620e+00,1.301385e+01,1.213725e+01,7.273725e+00
31715,AGIS_Os06g041530,-6.393644e-01, 2.4507738858,2.700664e+00,1.404550e-01,0.3980660013,Not_significant,1.117412e+01,7.048935e+00,3.714536e+00,4.620703e+00,3.916715e+00,6.089814e+00,4.162453e+00,2.302737e+00
31717,AGIS_Os06g041550,-4.008058e+00,-1.3340362444,5.382902e+00,5.017038e-02,0.2245969005,Not_significant,5.401387e-01,5.353622e-01,4.398793e-01,6.653812e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.924110e-01
31718,AGIS_Os06g041560,-7.477451e-01, 4.5507819734,1.097449e+01,1.123342e-02,0.0891410984,Not_significant,3.240832e+01,2.855265e+01,2.365573e+01,3.252975e+01,1.523167e+01,1.785233e+01,2.042325e+01,1.615571e+01
31719,AGIS_Os06g041570, 7.144533e-02, 0.3062963106,9.308590e-03,9.255928e-01,0.9662054277,Not_significant,7.764493e-01,1.650700e+00,1.173011e+00,8.871750e-01,1.740762e+00,1.418176e+00,7.002257e-01,9.503359e-01
31720,AGIS_Os06g041580, 1.795561e-01, 4.2339646946,4.976805e-01,5.013293e-01,0.7272473151,Not_significant,2.194313e+01,1.503475e+01,2.013670e+01,1.334459e+01,1.729882e+01,2.606941e+01,1.890609e+01,1.714260e+01
31721,AGIS_Os06g041590,-2.728579e-01, 4.1957819827,1.120597e+00,3.219076e-01,0.5932138108,Not_significant,1.407736e+01,2.841881e+01,1.911031e+01,1.874157e+01,1.925718e+01,1.847800e+01,1.594959e+01,1.195230e+01
31722,AGIS_Os06g041600, 3.959632e-01, 2.7494303588,1.828766e+00,2.144997e-01,0.4903839768,Not_significant,7.595700e+00,5.755143e+00,6.060559e+00,3.807459e+00,9.139001e+00,6.548636e+00,7.274567e+00,6.981314e+00
31723,AGIS_Os06g041610,-2.207643e-01, 3.5930618893,6.407769e-01,4.474177e-01,0.6879981876,Not_significant,1.022888e+01,1.400864e+01,1.300088e+01,1.404694e+01,1.223973e+01,8.509055e+00,1.443243e+01,9.430256e+00
31725,AGIS_Os06g041630,-3.922187e-01, 6.8992020209,4.869977e+00,5.957232e-02,0.2492299084,Not_significant,1.883396e+02,1.140321e+02,1.490213e+02,9.607366e+01,1.206566e+02,1.055707e+02,9.351904e+01,8.702884e+01
31731,AGIS_Os06g041690,-1.978429e+00, 0.3313983274,4.271163e+00,7.401338e-02,0.2816831796,Not_significant,3.308349e+00,8.476568e-01,1.026385e+00,2.180972e+00,1.631964e-01,8.342211e-01,1.945071e-01,7.310276e-01
31732,AGIS_Os06g041700,-2.869404e-01, 1.9546476440,3.569441e-01,5.673806e-01,0.7709913687,Not_significant,6.954285e+00,2.007608e+00,4.056664e+00,3.770494e+00,4.134310e+00,4.755060e+00,2.684199e+00,1.973775e+00
31734,AGIS_Os06g041720, 5.139900e-01, 3.4681911934,1.020431e+00,3.431434e-01,0.6099621731,Not_significant,2.768211e+00,7.138162e+00,1.930581e+01,1.053520e+01,1.539486e+01,8.467344e+00,1.104801e+01,1.330470e+01
31736,AGIS_Os06g041740,-6.221561e-01, 5.7996824489,9.235158e+00,1.686020e-02,0.1149055405,Not_significant,8.787381e+01,5.019020e+01,7.033181e+01,6.313729e+01,4.009193e+01,4.609072e+01,4.734304e+01,3.987756e+01
31737,AGIS_Os06g041750,-3.199512e-01, 6.5104162413,3.156132e+00,1.149650e-01,0.3590708860,Not_significant,7.464041e+01,1.119353e+02,1.210646e+02,9.947450e+01,7.991186e+01,7.324461e+01,8.507743e+01,8.333715e+01
31738,AGIS_Os06g041760,-1.969538e-01, 4.7496047950,9.666748e-01,3.552772e-01,0.6205780279,Not_significant,3.500774e+01,2.908801e+01,2.267822e+01,2.835263e+01,2.366348e+01,2.410899e+01,2.446900e+01,2.715768e+01
31739,AGIS_Os06g041770,-7.266605e-01, 4.7271449162,1.139062e+01,1.024879e-02,0.0842944854,Not_significant,3.483894e+01,3.372782e+01,3.064492e+01,3.179044e+01,1.468768e+01,2.114751e+01,2.396328e+01,2.039567e+01
31740,AGIS_Os06g041780,-6.251981e-02, 3.3924100482,2.803251e-02,8.713516e-01,0.9398557592,Not_significant,3.882247e+00,1.525782e+01,1.422276e+01,1.142238e+01,9.193400e+00,9.676965e+00,9.025132e+00,1.070955e+01
31741,AGIS_Os06g041790,-5.508524e-01, 0.7956253512,6.303235e-01,4.509923e-01,0.6906965473,Not_significant,9.452426e-01,4.015216e+00,1.515140e+00,1.774350e+00,1.631964e+00,1.001065e+00,1.478254e+00,9.137845e-01
31743,AGIS_Os06g041810,-8.966182e-01, 3.0455923857,6.686990e+00,3.339277e-02,0.1761079521,Not_significant,1.222064e+01,8.030432e+00,1.158349e+01,9.537131e+00,9.519793e+00,3.837417e+00,3.189917e+00,7.493033e+00
31744,AGIS_Os06g041820, 5.066839e-01, 0.7511525858,3.277713e-01,5.833211e-01,0.7805763053,Not_significant,3.375867e-01,9.368838e-01,2.492649e+00,1.848281e+00,2.175953e+00,1.334754e+00,6.224229e-01,3.106867e+00
31745,AGIS_Os06g041830, 1.369606e-01, 4.5937947443,2.372100e-01,6.398075e-01,0.8157245677,Not_significant,1.232191e+01,2.779422e+01,3.064492e+01,2.306655e+01,2.350029e+01,2.581914e+01,1.980083e+01,2.960662e+01
31748,AGIS_Os06g041860,-4.985868e-01, 4.5600521527,4.690348e+00,6.358826e-02,0.2583214106,Not_significant,2.859359e+01,1.918381e+01,2.414448e+01,3.907267e+01,2.453387e+01,1.514111e+01,1.960632e+01,1.776397e+01
31749,AGIS_Os06g041870,-5.645001e-01, 3.6797270474,3.831050e+00,8.747656e-02,0.3103442910,Not_significant,2.896494e+01,8.565795e+00,1.045935e+01,1.471232e+01,1.305572e+01,1.001065e+01,6.457637e+00,9.576462e+00
31751,AGIS_Os06g041890, 3.328387e+00, 0.2769528609,8.629275e+00,1.961465e-02,0.1266277544,Not_significant,8.102080e-01,4.461351e-02,4.887548e-01,0.000000e+00,2.175953e+00,1.042776e+00,3.073213e+00,1.425504e+00
31752,AGIS_Os06g041900, 3.216082e-01, 2.8536876924,1.022648e+00,3.425300e-01,0.6097685096,Not_significant,5.468904e+00,5.175168e+00,1.045935e+01,4.546772e+00,5.167887e+00,6.506925e+00,1.023108e+01,9.613013e+00
31753,AGIS_Os06g041910,-4.464192e-01, 7.7603512620,5.473618e+00,4.869331e-02,0.2207889407,Not_significant,3.268176e+02,2.187401e+02,2.302524e+02,2.273756e+02,1.691259e+02,1.873244e+02,2.157473e+02,1.584868e+02
31754,AGIS_Os06g041920,-4.826635e-01, 8.3885040697,6.932726e+00,3.107987e-02,0.1682254463,Not_significant,5.446623e+02,3.221542e+02,3.322066e+02,3.742030e+02,2.988671e+02,2.518931e+02,3.144792e+02,2.417508e+02
31755,AGIS_Os06g041930, 4.033542e+00,-1.0822440339,3.938988e+00,8.389782e-02,0.3030516988,Not_significant,0.000000e+00,6.245892e-01,0.000000e+00,0.000000e+00,4.351905e-01,4.171106e-01,5.446200e-01,1.096541e+00
31757,AGIS_Os06g041950,-1.675332e-01, 4.2613440984,5.900318e-01,4.652215e-01,0.7013859135,Not_significant,2.937004e+01,1.878229e+01,2.013670e+01,1.315976e+01,1.996436e+01,1.647587e+01,2.240722e+01,1.246402e+01
31760,AGIS_Os06g041980,-7.008456e-01, 3.8237419777,7.583701e+00,2.576727e-02,0.1512501202,Not_significant,2.282086e+01,1.722082e+01,1.251212e+01,1.766957e+01,9.628590e+00,1.017750e+01,1.073679e+01,1.180610e+01
31761,AGIS_Os06g041990,-5.118267e-01, 3.3564651087,3.409801e+00,1.033362e-01,0.3389266602,Not_significant,1.259198e+01,1.039495e+01,1.114361e+01,1.330762e+01,6.092667e+00,1.076145e+01,7.741384e+00,9.210948e+00
31764,AGIS_Os06g042020,-2.913076e+00, 1.1522793641,2.012656e+01,2.250964e-03,0.0310590263,DOWN,5.907766e+00,2.632197e+00,2.541525e+00,3.955322e+00,4.351905e-01,7.507990e-01,5.835214e-01,2.193083e-01
31767,AGIS_Os06g042050, 4.092055e-01, 2.8823900022,1.063634e+00,3.337319e-01,0.6034078729,Not_significant,3.173315e+00,6.468960e+00,9.481842e+00,6.542916e+00,1.039017e+01,6.089814e+00,7.585779e+00,8.662677e+00
31768,AGIS_Os06g042060, 6.931970e-01, 5.6636224187,1.501571e+01,5.028846e-03,0.0531790179,Not_significant,3.821481e+01,4.278436e+01,4.139753e+01,3.238189e+01,5.575878e+01,7.003286e+01,5.726290e+01,6.703523e+01
31769,AGIS_Os06g042070, 2.057251e+00, 3.4721609335,1.520634e+01,4.912231e-03,0.0523400047,Not_significant,7.832010e+00,3.167559e+00,3.616785e+00,2.994216e+00,7.507036e+00,2.106408e+01,2.275734e+01,1.911637e+01
31770,AGIS_Os06g042080,-1.115606e+00, 4.0361234291,2.528858e+01,1.126274e-03,0.0199470901,DOWN,3.072039e+01,2.440359e+01,1.608003e+01,1.855674e+01,1.185894e+01,1.201278e+01,9.064033e+00,7.858547e+00
31771,AGIS_Os06g042090,-5.917789e-02,-0.8270051678,2.723564e-03,9.597024e-01,0.9813505751,Not_significant,2.025520e-01,4.461351e-01,1.124136e+00,2.957250e-01,8.703810e-01,2.502663e-01,4.668172e-01,2.924110e-01
31776,AGIS_Os06g042140, 4.057768e-01, 3.7419059309,1.255057e+00,2.963567e-01,0.5723142750,Not_significant,5.840249e+00,1.588241e+01,1.832830e+01,8.280300e+00,1.544926e+01,1.484914e+01,1.260406e+01,1.520537e+01
31777,AGIS_Os06g042150, 3.961660e-01, 4.0392921864,1.710577e+00,2.286543e-01,0.5052928994,Not_significant,1.674430e+01,1.298253e+01,1.021497e+01,1.633881e+01,1.370850e+01,2.248226e+01,2.283514e+01,1.553434e+01
31779,AGIS_Os06g042170, 1.985592e-01, 5.2545147352,1.097494e+00,3.264634e-01,0.5971808787,Not_significant,2.953883e+01,3.671692e+01,3.328420e+01,4.280619e+01,4.455263e+01,4.237843e+01,3.617833e+01,3.929273e+01
31780,AGIS_Os06g042180, 7.857763e-01, 5.3095913313,2.028643e+01,2.170845e-03,0.0304888082,Not_significant,4.162443e+01,2.409130e+01,2.390011e+01,2.779815e+01,6.108987e+01,4.054315e+01,4.765425e+01,4.992919e+01
31781,AGIS_Os06g042190,-2.633692e-01, 5.6472096750,1.021770e+00,3.428457e-01,0.6098629931,Not_significant,3.440008e+01,6.000518e+01,6.084997e+01,6.258280e+01,4.933972e+01,3.291002e+01,3.715086e+01,6.305113e+01
31782,AGIS_Os06g042200, 1.604348e-01, 4.9062475962,7.981670e-01,3.986006e-01,0.6520272944,Not_significant,2.994394e+01,2.645581e+01,2.888541e+01,2.765029e+01,3.214970e+01,3.403622e+01,2.890376e+01,3.121488e+01
31783,AGIS_Os06g042210, 1.482572e+00, 5.7365243901,4.110839e+01,2.447313e-04,0.0073992230,UP,4.209706e+01,2.310980e+01,2.673489e+01,2.269689e+01,6.897770e+01,7.512161e+01,9.293551e+01,7.419930e+01
31784,AGIS_Os06g042220, 4.159807e-01, 1.8864950133,9.232990e-01,3.657873e-01,0.6290587250,Not_significant,5.131317e+00,2.587584e+00,1.417389e+00,3.918356e+00,4.079911e+00,4.212817e+00,3.695636e+00,3.837895e+00
31786,AGIS_Os06g042240, 1.575957e-01, 4.3901732491,1.115981e-01,7.472600e-01,0.8769633372,Not_significant,4.793731e+00,2.645581e+01,3.460384e+01,2.058985e+01,1.833240e+01,2.027157e+01,1.563837e+01,2.646320e+01
31787,AGIS_Os06g042250, 8.746749e-02, 3.7952591250,1.585090e-01,7.013016e-01,0.8526301222,Not_significant,9.925048e+00,1.365174e+01,1.471152e+01,1.519287e+01,1.115176e+01,1.259674e+01,1.598849e+01,1.717915e+01
31788,AGIS_Os06g042260, 4.445089e-01, 4.7021365298,2.636157e+00,1.446357e-01,0.4042337444,Not_significant,9.317392e+00,2.699118e+01,2.976516e+01,2.558021e+01,2.409867e+01,2.494321e+01,3.302731e+01,3.388313e+01
31789,AGIS_Os06g042270,-3.188062e-01, 2.2114215615,7.873620e-01,4.016617e-01,0.6538697819,Not_significant,4.422385e+00,3.435241e+00,7.331321e+00,5.286084e+00,4.569500e+00,3.336884e+00,3.501129e+00,4.532371e+00
31790,AGIS_Os06g042280, 2.069951e-01, 4.7145576764,7.314688e-01,4.182575e-01,0.6661899485,Not_significant,1.509012e+01,2.944492e+01,2.741914e+01,2.654132e+01,2.942976e+01,2.928116e+01,2.878706e+01,2.342943e+01
31791,AGIS_Os06g042290, 4.958336e-01, 5.8019566427,5.172584e+00,5.382321e-02,0.2346064444,Not_significant,2.379986e+01,4.693342e+01,7.150482e+01,4.960787e+01,5.200527e+01,6.214947e+01,7.006147e+01,6.963038e+01
31798,AGIS_Os06g042360,-1.494405e+00, 0.0289288526,2.781720e+00,1.352187e-01,0.3917768722,Not_significant,9.114840e-01,2.587584e+00,2.932529e-01,1.552556e+00,1.033577e+00,6.673769e-01,3.890143e-02,4.386166e-01
31799,AGIS_Os06g042370, 1.468845e-01, 5.2739896958,5.666190e-01,4.739288e-01,0.7079556624,Not_significant,3.409625e+01,4.265052e+01,4.022452e+01,3.009002e+01,3.845996e+01,3.883299e+01,3.866802e+01,4.587198e+01
31803,AGIS_Os06g042410,-7.802694e-01,-0.0483387812,4.367850e-01,5.279779e-01,0.7447355575,Not_significant,1.012760e+00,1.338405e+00,4.398793e-01,9.611062e-01,1.414369e+00,4.171106e-02,1.945071e-01,1.681363e+00
31804,AGIS_Os06g042420,-2.143699e-01, 5.1796394716,6.200688e-01,4.546066e-01,0.6929979869,Not_significant,2.943756e+01,4.430122e+01,3.641223e+01,3.851818e+01,1.980117e+01,3.007367e+01,6.348713e+01,2.723078e+01
31808,AGIS_Os06g042460, 7.848237e-01, 1.5511414221,1.554495e+00,2.491114e-01,0.5266485552,Not_significant,6.076560e-01,1.873768e+00,4.692046e+00,2.070075e+00,2.774340e+00,2.586085e+00,2.256283e+00,5.957875e+00
31809,AGIS_Os06g042470,-1.467896e+00,-0.0880541533,1.913824e+00,2.053732e-01,0.4807550527,Not_significant,1.687933e+00,4.907487e-01,1.026385e+00,1.552556e+00,1.631964e-01,8.342211e-01,1.556057e-01,8.772331e-01
31811,AGIS_Os06g042490, 6.030034e-01, 1.3760642727,4.294408e-01,5.313748e-01,0.7471104831,Not_significant,0.000000e+00,4.238284e+00,3.665661e+00,2.328834e+00,8.703810e-01,3.211751e+00,2.450790e+00,3.362727e+00
31812,AGIS_Os06g042500, 1.295004e+00, 0.0280124897,9.911552e-01,3.497528e-01,0.6156357455,Not_significant,0.000000e+00,1.338405e-01,1.026385e+00,1.922212e+00,8.159822e-01,2.919774e-01,2.450790e+00,8.406817e-01
