,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
48461,AGIS_Os10g029930, 2.315701e-01, 4.0055440865,5.163143e-01,4.949167e-01,6.887834e-01,Not_significant,5.506786e+00,2.006484e+01,1.619604e+01,2.015512e+01,1.512190e+01,1.702945e+01,1.691718e+01,1.677915e+01
48462,AGIS_Os10g029940, 1.627418e-01, 3.3946282952,3.153639e-01,5.913349e-01,7.591750e-01,Not_significant,1.208693e+01,1.071905e+01,6.526762e+00,1.005560e+01,1.192204e+01,1.146726e+01,1.321369e+01,7.462550e+00
48463,AGIS_Os10g029950,-2.451525e+00, 4.1497627313,8.324170e+00,2.259772e-02,1.123300e-01,Not_significant,6.995484e+01,1.209231e+01,6.969938e+00,2.713696e+01,1.754760e+00,9.905272e-01,3.703491e+00,1.877225e+01
48466,AGIS_Os10g029980, 1.579301e+00, 1.4233952547,2.487602e+00,1.572763e-01,3.589526e-01,Not_significant,0.000000e+00,2.288765e+00,2.860495e+00,1.009951e+00,3.715962e+00,6.019358e+00,3.337714e+00,1.483240e+00
48467,AGIS_Os10g029990,-4.559467e-01, 7.5620921248,9.787872e+00,1.579239e-02,9.024589e-02,Not_significant,2.097712e+02,2.350943e+02,2.317404e+02,1.958428e+02,1.556575e+02,1.923909e+02,1.416928e+02,1.489265e+02
48468,AGIS_Os10g030000,-2.028908e+00, 3.1253228400,3.338800e+01,5.969801e-04,1.115014e-02,DOWN,2.529388e+01,8.353991e+00,7.010226e+00,1.624704e+01,3.251467e+00,3.123970e+00,2.697605e+00,3.151885e+00
48472,AGIS_Os10g030040,-9.667518e-01, 1.0780716724,2.417765e+00,1.624436e-01,3.650999e-01,Not_significant,3.873417e+00,2.059888e+00,1.289237e+00,2.634656e+00,1.857981e+00,2.895387e+00,1.828885e-01,1.390537e+00
48474,AGIS_Os10g030060,-9.399107e-01, 6.7556091553,1.653695e+01,4.428775e-03,4.043860e-02,Not_significant,2.128513e+02,1.080678e+02,9.745826e+01,1.557082e+02,6.208753e+01,6.023167e+01,6.958906e+01,9.775477e+01
48475,AGIS_Os10g030070,-7.702352e+00,-0.4156395439,2.227395e+01,7.713357e-03,5.729921e-02,Not_significant,3.593411e+00,4.577530e-01,8.460618e-01,4.391093e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
48476,AGIS_Os10g030080,-2.284638e+00, 1.4231424908,1.347856e+01,7.474560e-03,5.631370e-02,Not_significant,8.773523e+00,2.250619e+00,3.061938e+00,2.722478e+00,1.651539e+00,1.714374e+00,3.200548e-01,2.781075e-01
48477,AGIS_Os10g030090, 7.431436e-04, 3.1752524785,5.453136e-06,9.981997e-01,9.992575e-01,Not_significant,8.353514e+00,1.014686e+01,8.863504e+00,7.816146e+00,1.300587e+01,5.981260e+00,9.601644e+00,7.833360e+00
48478,AGIS_Os10g030100,-7.643257e-01, 6.9520569160,3.145341e+01,7.012808e-04,1.239737e-02,Not_significant,1.754705e+02,1.455273e+02,1.362159e+02,1.657638e+02,1.057501e+02,8.049938e+01,8.604902e+01,9.455654e+01
48479,AGIS_Os10g030110,-6.732436e-01, 6.2700862477,1.768199e+01,3.686179e-03,3.575681e-02,Not_significant,9.828212e+01,9.490745e+01,1.032195e+02,8.202562e+01,6.972590e+01,6.190795e+01,4.905983e+01,5.756824e+01
48480,AGIS_Os10g030120, 5.518216e-01, 3.0690593978,4.243361e+00,7.680867e-02,2.385556e-01,Not_significant,4.946774e+00,7.095171e+00,7.211669e+00,7.508769e+00,9.289905e+00,7.657537e+00,1.376236e+01,8.992141e+00
48485,AGIS_Os10g030170, 4.206893e-01, 5.9310593510,7.772173e+00,2.590133e-02,1.226219e-01,Not_significant,4.260759e+01,5.359524e+01,5.600123e+01,5.660119e+01,6.724859e+01,6.922261e+01,7.859631e+01,6.354755e+01
48487,AGIS_Os10g030190, 1.250217e+00, 5.4445237655,3.316648e+01,6.092029e-04,1.130962e-02,UP,1.619368e+01,2.838068e+01,2.876610e+01,3.144023e+01,6.451323e+01,5.535523e+01,6.295935e+01,6.011756e+01
48489,AGIS_Os10g030210, 4.841305e-01, 5.6160471742,2.156013e+00,1.840107e-01,3.918429e-01,Not_significant,1.582034e+01,4.520310e+01,6.236684e+01,4.926806e+01,5.672003e+01,5.386944e+01,5.418071e+01,5.423095e+01
48490,AGIS_Os10g030220, 4.616174e+00, 1.2397649772,5.848801e+01,1.002402e-04,3.450897e-03,UP,2.333384e-01,3.051686e-01,1.611546e-01,4.391093e-02,4.954616e+00,4.114498e+00,4.160712e+00,4.310666e+00
48491,AGIS_Os10g030230,-6.081121e-01, 8.0331641388,1.792828e+01,3.526662e-03,3.470286e-02,Not_significant,4.098355e+02,2.764065e+02,2.962828e+02,2.877044e+02,2.298219e+02,1.884288e+02,2.055209e+02,2.009326e+02
48492,AGIS_Os10g030240, 2.827406e-01, 2.3121030094,7.878250e-01,4.030837e-01,6.144570e-01,Not_significant,5.133444e+00,4.768260e+00,3.545402e+00,4.171538e+00,4.232068e+00,5.219316e+00,5.943875e+00,6.025662e+00
48493,AGIS_Os10g030250,-4.095035e-01, 5.1807971871,3.461362e+00,1.036797e-01,2.838340e-01,Not_significant,5.231446e+01,3.623878e+01,3.211006e+01,4.500870e+01,2.663106e+01,2.800144e+01,3.836085e+01,3.082358e+01
48494,AGIS_Os10g030260, 3.178014e-03, 5.3369499642,2.803855e-04,9.870918e-01,9.937740e-01,Not_significant,2.137380e+01,4.508867e+01,4.339088e+01,5.462520e+01,3.003736e+01,4.750721e+01,4.124135e+01,3.935221e+01
48496,AGIS_Os10g030280,-5.614283e-01, 7.1997760314,1.241681e+01,9.103312e-03,6.341079e-02,Not_significant,1.835906e+02,1.512874e+02,1.335972e+02,2.371190e+02,1.105499e+02,1.032434e+02,1.174601e+02,1.385439e+02
48497,AGIS_Os10g030290,-2.548832e-01, 5.4018397175,1.509785e+00,2.575552e-01,4.759696e-01,Not_significant,7.270824e+01,3.372113e+01,4.246424e+01,3.833424e+01,3.757250e+01,3.367792e+01,4.380179e+01,3.527330e+01
48501,AGIS_Os10g030330, 7.893970e-02, 3.2252457578,5.265612e-02,8.248435e-01,9.068972e-01,Not_significant,1.577367e+01,7.057025e+00,6.687917e+00,7.377036e+00,8.051251e+00,6.476524e+00,1.152197e+01,1.121700e+01
48509,AGIS_Os10g030410, 1.957155e+00,-0.2035861507,2.243030e+00,1.764278e-01,3.826581e-01,Not_significant,0.000000e+00,9.155059e-01,1.611546e-01,5.269312e-01,1.599928e+00,8.381384e-01,1.600274e+00,6.489174e-01
48512,AGIS_Os10g030440, 1.351666e+00, 1.3580549226,8.543628e+00,2.128083e-02,1.083945e-01,Not_significant,2.286716e+00,9.155059e-01,6.849072e-01,1.975992e+00,2.941803e+00,3.847817e+00,2.148939e+00,5.052286e+00
48513,AGIS_Os10g030450, 7.545447e-01, 3.8550887818,1.240931e+01,9.070743e-03,6.329371e-02,Not_significant,1.600701e+01,1.113866e+01,7.372824e+00,8.343077e+00,2.652784e+01,1.504839e+01,1.184203e+01,1.886496e+01
48514,AGIS_Os10g030460,-2.789371e-01, 4.0235384933,1.493864e+00,2.598165e-01,4.782190e-01,Not_significant,2.711392e+01,1.632652e+01,1.470536e+01,1.365630e+01,1.641217e+01,1.108629e+01,1.618563e+01,1.395172e+01
48515,AGIS_Os10g030470,-1.743717e-01, 2.6268990245,1.915274e-02,8.936950e-01,9.466799e-01,Not_significant,1.866707e+00,3.585731e+01,2.417319e-01,2.502923e+00,2.838582e+00,8.381384e-01,1.691718e+00,2.688372e+00
48518,AGIS_Os10g030500,-5.737588e-02, 4.8004221967,7.951211e-02,7.858391e-01,8.835024e-01,Not_significant,3.752081e+01,2.311652e+01,2.389117e+01,2.867384e+01,2.461825e+01,2.297261e+01,2.359261e+01,3.786897e+01
48519,AGIS_Os10g030510, 2.178828e-01, 3.6700690789,9.743043e-01,3.552226e-01,5.738382e-01,Not_significant,7.840169e+00,1.338927e+01,1.321468e+01,1.163640e+01,8.722189e+00,2.072488e+01,1.216208e+01,1.339551e+01
48521,AGIS_Os10g030530,-1.083095e+00, 3.0257231378,9.410507e+00,1.735695e-02,9.573411e-02,Not_significant,1.684703e+01,9.078767e+00,6.003010e+00,1.273417e+01,3.819183e+00,4.876442e+00,5.166599e+00,5.932959e+00
48523,AGIS_Os10g030550,-1.009381e-01, 2.0818776260,5.524761e-02,8.206722e-01,9.045698e-01,Not_significant,3.126734e+00,2.670226e+00,4.028866e+00,6.850105e+00,1.290265e+00,5.181219e+00,4.343601e+00,5.654852e+00
48524,AGIS_Os10g030560,-5.061686e-01, 2.1514944900,1.985035e+00,2.001833e-01,4.123020e-01,Not_significant,8.586852e+00,3.929046e+00,2.699340e+00,5.840154e+00,3.251467e+00,3.733526e+00,2.423272e+00,4.403368e+00
48526,AGIS_Os10g030580, 4.270806e-01, 6.2925802326,7.130485e+00,3.089764e-02,1.368085e-01,Not_significant,5.712123e+01,6.469575e+01,7.034399e+01,7.552680e+01,9.800850e+01,9.097611e+01,8.600330e+01,8.375670e+01
48527,AGIS_Os10g030590,-8.023705e-01, 2.2552710901,5.745337e+00,4.631487e-02,1.752243e-01,Not_significant,1.124691e+01,4.501237e+00,4.874927e+00,3.512874e+00,5.264280e+00,1.752471e+00,3.474881e+00,2.920128e+00
48528,AGIS_Os10g030600,-3.591533e-02, 3.1794989318,1.034301e-02,9.217499e-01,9.612654e-01,Not_significant,1.003355e+01,8.811744e+00,6.929649e+00,8.386988e+00,5.728775e+00,7.238468e+00,6.126763e+00,1.854050e+01
48529,AGIS_Os10g030610, 2.582362e-01, 4.1358072872,1.098965e+00,3.281755e-01,5.487316e-01,Not_significant,1.596034e+01,1.087163e+01,1.236862e+01,2.296542e+01,1.321231e+01,1.954386e+01,1.161342e+01,3.341925e+01
48530,AGIS_Os10g030620,-1.048987e-01,-0.4027048000,9.687433e-03,9.242610e-01,9.622700e-01,Not_significant,1.493366e+00,3.433147e-01,4.028866e-01,4.830202e-01,2.064423e-01,1.523888e+00,4.572211e-01,4.171612e-01
48532,AGIS_Os10g030640, 2.057522e-01, 5.0350827255,1.136630e+00,3.205740e-01,5.418870e-01,Not_significant,2.650724e+01,2.925804e+01,2.928985e+01,3.627043e+01,4.211424e+01,3.051586e+01,3.694347e+01,3.073087e+01
48533,AGIS_Os10g030650,-8.319779e-02, 6.5479777606,2.963672e-01,6.024212e-01,7.668740e-01,Not_significant,1.092957e+02,9.067323e+01,9.093150e+01,9.304726e+01,9.109268e+01,8.244234e+01,1.090472e+02,8.134643e+01
48534,AGIS_Os10g030660, 2.298310e-01, 5.2384447008,2.012168e+00,1.973356e-01,4.087446e-01,Not_significant,3.075400e+01,3.936675e+01,4.097356e+01,2.836646e+01,3.932726e+01,4.434514e+01,3.890952e+01,3.925950e+01
48535,AGIS_Os10g030670,-2.170400e+00,-1.0521722000,2.600027e+00,1.494161e-01,3.481614e-01,Not_significant,7.933505e-01,8.392137e-01,8.057731e-02,5.269312e-01,0.000000e+00,7.238468e-01,0.000000e+00,1.390537e-01
48539,AGIS_Os10g030710, 5.188380e-01, 5.4856927157,4.613531e+00,6.748314e-02,2.203201e-01,Not_significant,2.193381e+01,4.432574e+01,4.061097e+01,4.180321e+01,5.687486e+01,6.388900e+01,4.201862e+01,4.630489e+01
48540,AGIS_Os10g030720, 1.070682e-01, 3.5068786227,2.166383e-01,6.551956e-01,8.017613e-01,Not_significant,8.213511e+00,1.148197e+01,1.228804e+01,1.163640e+01,1.181882e+01,1.245778e+01,1.010459e+01,1.223673e+01
48541,AGIS_Os10g030730,-7.098855e-01, 6.6470216669,1.547818e+01,5.263343e-03,4.475224e-02,Not_significant,1.927375e+02,9.414452e+01,1.073693e+02,1.104799e+02,8.030607e+01,6.990836e+01,7.187516e+01,7.425469e+01
48542,AGIS_Os10g030740,-6.117201e-01, 0.4482289380,5.046871e-01,4.996545e-01,6.925429e-01,Not_significant,9.333535e-01,1.144382e+00,2.095010e+00,1.492972e+00,9.806011e-01,1.523888e+00,1.920329e+00,9.270249e-02
48543,AGIS_Os10g030750,-4.336783e-01, 5.3974457415,7.255353e+00,2.977329e-02,1.332784e-01,Not_significant,5.604788e+01,4.741558e+01,4.447868e+01,4.496479e+01,4.015303e+01,2.929675e+01,4.119562e+01,3.295573e+01
48544,AGIS_Os10g030760,-5.994649e-01, 3.6801559352,3.112540e+00,1.195731e-01,3.072369e-01,Not_significant,2.492054e+01,1.338927e+01,1.341612e+01,1.014342e+01,8.980242e+00,8.228995e+00,8.047092e+00,1.473970e+01
48547,AGIS_Os10g030790,-1.648653e-01, 2.6659715638,4.070188e-01,5.429948e-01,7.240492e-01,Not_significant,4.713435e+00,1.098607e+01,4.713773e+00,6.279263e+00,4.541731e+00,8.686162e+00,4.160712e+00,5.932959e+00
48550,AGIS_Os10g030820, 4.662184e-01, 3.4051657864,2.482723e+00,1.576300e-01,3.592774e-01,Not_significant,1.554034e+01,6.522980e+00,6.929649e+00,7.684413e+00,1.109628e+01,1.062912e+01,1.211636e+01,1.358091e+01
48551,AGIS_Os10g030830, 1.091372e+00, 0.7859437536,3.505249e+00,1.016856e-01,2.807390e-01,Not_significant,1.493366e+00,4.958990e-01,1.933856e+00,6.586640e-01,2.219255e+00,2.095346e+00,2.148939e+00,2.085806e+00
48554,AGIS_Os10g030860, 3.058835e-01, 5.5837693908,4.166974e+00,7.894126e-02,2.424233e-01,Not_significant,5.082110e+01,3.539956e+01,4.282684e+01,4.285707e+01,5.450078e+01,4.994543e+01,5.674114e+01,4.992029e+01
48555,AGIS_Os10g030870,-6.565749e-02, 3.2027490734,7.346084e-02,7.938757e-01,8.883267e-01,Not_significant,8.726855e+00,9.841688e+00,8.903793e+00,9.660405e+00,9.909232e+00,9.638592e+00,9.555922e+00,6.720930e+00
48557,AGIS_Os10g030890, 2.057998e+00, 5.8448163131,5.071624e+01,1.608310e-04,4.742102e-03,UP,1.367363e+01,2.826624e+01,2.522070e+01,2.248240e+01,1.199430e+02,7.348950e+01,9.336456e+01,8.273697e+01
48558,AGIS_Os10g030900,-6.557919e-01, 1.2427749015,2.338477e+00,1.683614e-01,3.725534e-01,Not_significant,3.920085e+00,2.136180e+00,2.215876e+00,2.854210e+00,1.754760e+00,1.181013e+00,1.554552e+00,2.642021e+00
48559,AGIS_Os10g030910, 3.740859e-01, 2.5749833905,1.384979e+00,2.763698e-01,4.955769e-01,Not_significant,6.253468e+00,4.768260e+00,5.398680e+00,3.864162e+00,7.638366e+00,4.800247e+00,5.532376e+00,8.760385e+00
48560,AGIS_Os10g030920, 3.575901e-01, 4.2484958747,3.717148e+00,9.353697e-02,2.677655e-01,Not_significant,1.726704e+01,1.506770e+01,2.078895e+01,1.352457e+01,2.183128e+01,1.794378e+01,2.345544e+01,2.150698e+01
48562,AGIS_Os10g030940,-1.231961e+00, 4.6620198667,4.537564e+01,2.244469e-04,5.947080e-03,DOWN,4.386761e+01,3.711614e+01,2.945101e+01,2.933250e+01,2.487630e+01,1.485791e+01,1.106475e+01,1.126335e+01
48563,AGIS_Os10g030950,-1.015503e+00, 6.6898338458,5.036011e+01,1.601294e-04,4.727090e-03,DOWN,1.765438e+02,1.201220e+02,1.264661e+02,1.306789e+02,7.493857e+01,6.442237e+01,6.236496e+01,6.966592e+01
48564,AGIS_Os10g030960,-5.294517e-01, 6.2656468107,1.038027e+01,1.389427e-02,8.360051e-02,Not_significant,1.237160e+02,7.549109e+01,8.476733e+01,8.206953e+01,6.332619e+01,6.072694e+01,6.442246e+01,6.030297e+01
48565,AGIS_Os10g030970,-1.906175e-01, 4.7003607194,1.484999e+00,2.609462e-01,4.793284e-01,Not_significant,3.094067e+01,2.395574e+01,3.021649e+01,2.538052e+01,2.802455e+01,2.213447e+01,2.533005e+01,2.132157e+01
48566,AGIS_Os10g030980,-4.765976e-01, 3.9566325821,1.240535e+00,3.009233e-01,5.214828e-01,Not_significant,2.426719e+01,1.045203e+01,1.087794e+01,2.665393e+01,6.760986e+00,1.954386e+01,9.555922e+00,1.538861e+01
48567,AGIS_Os10g030990, 3.036809e-01, 6.8808789620,4.681428e+00,6.569849e-02,2.167384e-01,Not_significant,1.284761e+02,9.517447e+01,1.045894e+02,9.440850e+01,1.457999e+02,1.155488e+02,1.239984e+02,1.341868e+02
48572,AGIS_Os10g031040, 3.081025e-02, 5.3729838463,2.977919e-02,8.677074e-01,9.314988e-01,Not_significant,4.867438e+01,3.311080e+01,4.600965e+01,3.675345e+01,3.984337e+01,4.537377e+01,4.032690e+01,4.074274e+01
48573,AGIS_Os10g031050, 4.440377e-01, 2.6679990709,1.087228e+00,3.305999e-01,5.510597e-01,Not_significant,3.406740e+00,6.484833e+00,7.010226e+00,4.127627e+00,9.909232e+00,9.105231e+00,3.703491e+00,6.396472e+00
48574,AGIS_Os10g031060,-7.484908e-01, 4.5905882565,1.130845e+01,1.142579e-02,7.358965e-02,Not_significant,4.279426e+01,2.979209e+01,2.030548e+01,2.898121e+01,1.754760e+01,1.645799e+01,1.851746e+01,1.765982e+01
48575,AGIS_Os10g031070,-8.110823e-01, 4.1207893179,9.572230e+00,1.671593e-02,9.362762e-02,Not_significant,3.192069e+01,2.174327e+01,1.466507e+01,2.019903e+01,1.419291e+01,8.000412e+00,1.239069e+01,1.538861e+01
48576,AGIS_Os10g031080,-5.614007e-01, 2.3538320516,3.078164e+00,1.210762e-01,3.091541e-01,Not_significant,9.566873e+00,5.493035e+00,4.109443e+00,4.918024e+00,4.799784e+00,3.581137e+00,2.468994e+00,5.284042e+00
48577,AGIS_Os10g031090, 4.020382e-01, 5.1192282694,5.628231e+00,4.806610e-02,1.790589e-01,Not_significant,2.473387e+01,3.044057e+01,3.162660e+01,3.288929e+01,4.268195e+01,3.988777e+01,3.538892e+01,3.972302e+01
48578,AGIS_Os10g031100, 4.993054e-01, 3.6857083934,5.111288e+00,5.677966e-02,1.988342e-01,Not_significant,1.124691e+01,8.926183e+00,1.031390e+01,1.176813e+01,1.481224e+01,1.371499e+01,1.870034e+01,1.279294e+01
48579,AGIS_Os10g031110,-3.648587e+00, 2.6404039832,4.404278e+01,2.523842e-04,6.410349e-03,DOWN,8.773523e+00,1.174899e+01,1.369814e+01,1.084600e+01,1.548318e+00,2.285832e-01,8.687202e-01,1.390537e+00
48584,AGIS_Os10g031160, 1.002772e-01, 7.2688642447,3.523118e-01,5.708406e-01,7.449347e-01,Not_significant,2.071111e+02,1.412931e+02,1.291654e+02,1.235214e+02,1.658764e+02,1.563890e+02,1.396811e+02,1.700627e+02
48587,AGIS_Os10g031190,-1.322021e+00,-0.1982931235,1.645806e+00,2.390153e-01,4.572005e-01,Not_significant,1.586701e+00,1.296967e+00,6.446185e-01,6.147530e-01,7.741588e-01,5.333608e-01,8.229981e-01,0.000000e+00
48588,AGIS_Os10g031200,-9.021606e-02, 5.0365487068,2.690603e-01,6.193758e-01,7.777840e-01,Not_significant,3.523409e+01,3.021169e+01,3.166688e+01,3.719256e+01,3.834666e+01,2.522035e+01,3.602903e+01,2.799615e+01
48589,AGIS_Os10g031210, 4.651985e-02, 4.5830824971,8.570938e-02,7.778605e-01,8.783922e-01,Not_significant,3.425407e+01,2.223916e+01,2.219905e+01,1.558838e+01,3.380493e+01,2.327739e+01,2.350117e+01,1.622294e+01
48590,AGIS_Os10g031220, 4.689605e-01, 6.4274155725,5.076731e+00,5.763908e-02,2.008047e-01,Not_significant,4.293426e+01,7.594884e+01,9.818346e+01,7.802972e+01,9.811172e+01,9.421438e+01,1.037435e+02,9.668869e+01
48591,AGIS_Os10g031230, 2.320913e-01, 4.2428481909,8.796698e-01,3.784757e-01,5.935220e-01,Not_significant,1.068690e+01,1.914933e+01,2.489839e+01,1.611531e+01,1.914753e+01,2.247735e+01,1.783162e+01,2.044090e+01
48593,AGIS_Os10g031250,-8.102899e-01, 3.8639348937,3.799983e+00,9.082407e-02,2.628550e-01,Not_significant,2.352051e+01,1.495326e+01,1.220746e+01,2.213111e+01,4.335289e+00,1.493410e+01,1.097331e+01,1.270024e+01
48594,AGIS_Os10g031260,-9.998229e-01, 7.4873127600,5.217970e+01,1.427351e-04,4.376798e-03,Not_significant,2.821061e+02,1.805072e+02,2.462846e+02,2.485798e+02,1.284587e+02,9.250000e+01,1.232211e+02,1.331208e+02
48596,AGIS_Os10g031280, 4.525331e+00, 6.4219915343,1.608857e+02,3.271162e-06,3.602826e-04,UP,3.406740e+00,1.155826e+01,8.581484e+00,6.850105e+00,1.820821e+02,1.411501e+02,1.743384e+02,1.574088e+02
48599,AGIS_Os10g031310,-8.431254e-01, 2.4200384824,3.647273e+00,9.634422e-02,2.729062e-01,Not_significant,1.138691e+01,4.958990e+00,3.142515e+00,8.562631e+00,2.477308e+00,4.000206e+00,3.474881e+00,4.125261e+00
48600,AGIS_Os10g031320,-2.833669e-02, 1.4167119423,2.910634e-03,9.584313e-01,9.794700e-01,Not_significant,5.413450e+00,2.250619e+00,1.611546e+00,1.800348e+00,1.857981e+00,2.552512e+00,3.017660e+00,2.178508e+00
48601,AGIS_Os10g031330,-7.041055e-01, 1.4368946023,2.434447e+00,1.610827e-01,3.634684e-01,Not_significant,5.133444e+00,2.517641e+00,4.472041e+00,1.097773e+00,1.754760e+00,1.219110e+00,3.566325e+00,1.205132e+00
48602,AGIS_Os10g031340,-2.439354e-01, 1.0889577952,2.186159e-01,6.537904e-01,8.013439e-01,Not_significant,1.960042e+00,1.754720e+00,3.384247e+00,1.800348e+00,1.651539e+00,2.285832e+00,1.188775e+00,2.271211e+00
48620,AGIS_Os10g031520,-1.153344e+00, 4.1105442050,1.475375e+01,5.952955e-03,4.861600e-02,DOWN,3.136068e+01,2.841883e+01,1.482623e+01,2.041858e+01,1.357358e+01,6.324135e+00,1.001314e+01,1.256119e+01
48621,AGIS_Os10g031530, 9.585634e-01, 4.5190917845,2.794435e+01,1.000119e-03,1.560308e-02,Not_significant,1.395363e+01,1.529658e+01,1.712268e+01,1.501754e+01,2.095390e+01,3.299218e+01,3.644052e+01,3.096263e+01
48622,AGIS_Os10g031540, 7.528238e-01, 8.5025428595,1.668582e+01,4.325387e-03,3.996833e-02,Not_significant,3.611145e+02,2.797633e+02,2.497494e+02,2.037906e+02,4.257357e+02,4.587284e+02,4.859803e+02,4.358871e+02
48629,AGIS_Os10g031610,-4.691669e-01, 0.6543418224,4.870860e-01,5.069467e-01,6.981123e-01,Not_significant,1.213360e+00,1.182528e+00,2.538185e+00,1.712526e+00,6.193270e-01,1.904860e+00,6.401096e-01,2.039455e+00
48631,AGIS_Os10g031630,-9.337493e-01, 2.3537302632,3.495262e+00,1.022883e-01,2.816975e-01,Not_significant,7.746834e+00,8.926183e+00,6.647628e+00,2.810300e+00,6.399712e+00,1.676277e+00,2.514716e+00,3.476343e+00
48632,AGIS_Os10g031640,-1.422945e+00, 6.1709094058,2.165190e+01,2.126200e-03,2.516704e-02,DOWN,2.175180e+02,1.098989e+02,5.124717e+01,5.809416e+01,4.361094e+01,2.937294e+01,2.949076e+01,3.647843e+01
48638,AGIS_Os10g031700,-1.105983e+00, 4.0257413787,5.859399e+00,4.486951e-02,1.719251e-01,Not_significant,4.050754e+01,1.304596e+01,1.047505e+01,2.639047e+01,5.161058e+00,6.933690e+00,9.373033e+00,1.775253e+01
48639,AGIS_Os10g031710, 3.416416e-01, 3.9029277856,2.411973e+00,1.627504e-01,3.654854e-01,Not_significant,1.810706e+01,1.556360e+01,1.095851e+01,8.870008e+00,1.728955e+01,1.790568e+01,1.504258e+01,1.524956e+01
48640,AGIS_Os10g031720,-1.287694e+00, 6.8757947008,3.443659e+01,5.431901e-04,1.048020e-02,DOWN,2.936330e+02,1.533472e+02,1.281582e+02,9.866786e+01,9.516992e+01,4.282125e+01,7.370405e+01,5.335028e+01
48641,AGIS_Os10g031730,-3.276080e+00,-0.9888712301,6.084948e+00,4.188519e-02,1.645987e-01,Not_significant,5.600121e-01,5.340451e-01,6.849072e-01,1.185595e+00,0.000000e+00,1.523888e-01,1.828885e-01,0.000000e+00
48642,AGIS_Os10g031740,-1.551034e-01, 6.0706112654,1.110350e+00,3.256645e-01,5.466543e-01,Not_significant,8.568185e+01,7.484261e+01,5.882144e+01,6.437342e+01,7.292575e+01,5.950783e+01,6.341657e+01,5.742919e+01
48643,AGIS_Os10g031750,-1.294497e+00, 5.4030230507,4.305217e+01,2.712098e-04,6.710530e-03,DOWN,9.319535e+01,5.622732e+01,4.729888e+01,4.052979e+01,4.505604e+01,1.489601e+01,2.190089e+01,1.872590e+01
48644,AGIS_Os10g031760,-4.398415e-01, 0.5375624109,5.403173e-01,4.852654e-01,6.803633e-01,Not_significant,2.193381e+00,7.629216e-01,1.369814e+00,1.668615e+00,2.580529e+00,5.333608e-01,1.280219e+00,6.025662e-01
48646,AGIS_Os10g031780,-8.062714e-01, 5.6163205771,5.807951e+00,4.558855e-02,1.734772e-01,Not_significant,1.097624e+02,4.764445e+01,3.126400e+01,6.937927e+01,2.575368e+01,3.230643e+01,3.333142e+01,4.231868e+01
48648,AGIS_Os10g031800, 1.436524e+01, 5.8660824927,1.264247e+03,1.815596e-06,2.410424e-04,UP,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.682505e+02,8.827121e+01,1.078127e+02,1.017410e+02
48649,AGIS_Os10g031810,-5.481385e-01, 2.0533722573,1.539096e+00,2.533905e-01,4.719798e-01,Not_significant,6.066798e+00,5.111575e+00,2.900783e+00,4.961935e+00,2.941803e+00,4.495470e+00,4.343601e+00,1.668645e+00
48651,AGIS_Os10g031830,-5.957255e-01, 1.3441743317,3.109045e-01,5.939151e-01,7.608603e-01,Not_significant,5.973462e+00,3.280563e+00,1.047505e+00,1.580794e+00,2.064423e-01,1.600082e+00,3.840658e+00,2.085806e+00
48652,AGIS_Os10g031840,-9.303484e-01, 4.9443910744,6.507751e+00,3.695027e-02,1.529125e-01,Not_significant,8.507517e+01,2.574860e+01,2.884668e+01,2.906904e+01,1.563801e+01,1.687706e+01,2.066640e+01,2.373184e+01
48653,AGIS_Os10g031850,-7.903547e-01, 5.9863837758,1.396127e+01,6.845719e-03,5.327557e-02,Not_significant,1.169492e+02,7.751283e+01,5.366449e+01,7.605373e+01,4.061753e+01,4.880251e+01,3.694347e+01,5.594595e+01
48657,AGIS_Os10g031890,-6.351302e-01, 5.5137747108,5.791190e+00,4.582603e-02,1.741772e-01,Not_significant,8.171510e+01,5.958418e+01,3.879798e+01,4.369138e+01,2.632140e+01,4.861203e+01,3.584614e+01,3.022101e+01
