,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
26156,AGIS_Os05g031930,-6.685015e-01, 5.4424557092,1.087956e+01,1.250481e-02,7.799574e-02,Not_significant,9.039529e+01,4.173181e+01,4.008721e+01,4.579910e+01,3.581774e+01,3.043966e+01,3.090815e+01,3.202871e+01
26157,AGIS_Os05g031940, 1.994054e-01, 4.8459816974,6.612986e-01,4.419832e-01,6.459329e-01,Not_significant,3.962086e+01,2.090405e+01,2.227963e+01,2.546834e+01,2.657945e+01,3.173497e+01,3.639480e+01,2.642021e+01
26158,AGIS_Os05g031950, 1.739618e-01, 0.8566933426,9.935453e-02,7.614404e-01,8.701623e-01,Not_significant,2.893396e+00,1.144382e+00,1.087794e+00,1.361239e+00,1.703149e+00,1.219110e+00,1.188775e+00,3.244587e+00
26161,AGIS_Os05g031980, 3.163516e-03, 4.9967385042,2.415773e-04,9.880182e-01,9.943051e-01,Not_significant,1.764038e+01,3.826052e+01,3.069996e+01,4.215449e+01,2.534080e+01,4.392607e+01,2.569583e+01,3.096263e+01
26164,AGIS_Os05g032010,-1.459037e+00,-0.7276940356,9.239139e-01,3.674012e-01,5.842116e-01,Not_significant,3.733414e-01,6.866294e-01,1.289237e+00,3.951984e-01,4.644953e-01,7.619440e-02,0.000000e+00,8.343224e-01
26165,AGIS_Os05g032020, 7.039800e-02, 3.2382142251,2.795130e-02,8.717910e-01,9.337165e-01,Not_significant,3.220070e+00,1.174899e+01,1.341612e+01,7.991789e+00,6.915818e+00,1.923909e+01,5.440932e+00,6.720930e+00
26172,AGIS_Os05g032090,-4.663377e-01,-0.5910735098,1.447233e-01,7.145303e-01,8.416257e-01,Not_significant,9.800212e-01,9.917981e-01,9.669278e-01,0.000000e+00,3.096635e-01,7.619440e-01,2.743327e-01,2.781075e-01
26174,AGIS_Os05g032110, 5.239884e-02, 1.9971098195,1.640516e-02,9.015640e-01,9.512959e-01,Not_significant,3.406740e+00,4.653822e+00,2.054721e+00,4.830202e+00,1.651539e+00,6.438427e+00,3.566325e+00,4.588773e+00
26178,AGIS_Os05g032150, 3.039040e-01, 5.5831923641,1.723124e+00,2.293133e-01,4.464657e-01,Not_significant,2.632057e+01,4.566086e+01,5.293929e+01,4.825811e+01,5.795869e+01,4.552615e+01,6.158769e+01,4.458990e+01
26179,AGIS_Os05g032160, 1.847011e-01, 5.0298117569,1.324418e+00,2.861363e-01,5.065807e-01,Not_significant,2.156047e+01,3.715428e+01,3.525257e+01,2.770780e+01,2.549563e+01,4.834535e+01,3.296564e+01,3.212141e+01
26180,AGIS_Os05g032170,-6.250377e-01, 6.1595000309,1.156930e+01,1.082757e-02,7.116295e-02,Not_significant,1.398164e+02,6.286474e+01,7.828086e+01,7.188219e+01,6.090049e+01,4.644049e+01,5.509515e+01,5.589960e+01
26181,AGIS_Os05g032180,-1.839559e-01, 3.9740688245,6.330528e-01,4.514719e-01,6.537705e-01,Not_significant,1.222693e+01,1.853899e+01,1.821047e+01,1.752046e+01,1.563801e+01,1.230540e+01,1.796879e+01,1.260754e+01
26182,AGIS_Os05g032190, 3.638283e-01, 4.3474620285,3.955085e+00,8.541226e-02,2.541568e-01,Not_significant,1.544700e+01,1.693686e+01,1.792845e+01,2.068205e+01,2.368926e+01,1.996293e+01,2.505572e+01,2.248035e+01
26183,AGIS_Os05g032200, 5.160344e-01, 4.7560482235,5.139552e+00,5.645181e-02,1.980952e-01,Not_significant,1.628702e+01,2.407018e+01,2.977332e+01,1.774002e+01,2.441181e+01,5.002162e+01,2.629022e+01,2.683737e+01
26185,AGIS_Os05g032220,-1.585439e+00, 3.7712542844,5.839088e+01,9.886512e-05,3.434549e-03,DOWN,3.458075e+01,1.651725e+01,1.861336e+01,1.242679e+01,9.702790e+00,6.209844e+00,5.898153e+00,4.588773e+00
26186,AGIS_Os05g032230,-4.842574e-01, 4.8645313300,1.005231e+01,1.487223e-02,8.730328e-02,Not_significant,2.921396e+01,2.960136e+01,3.835480e+01,3.842206e+01,2.239899e+01,2.053439e+01,2.619877e+01,2.762534e+01
26188,AGIS_Os05g032250, 2.317855e+00,-0.0516576652,4.863775e+00,6.191431e-02,2.093732e-01,Not_significant,0.000000e+00,4.958990e-01,4.431752e-01,3.512874e-01,1.651539e+00,1.142916e+00,2.103217e+00,8.806736e-01
26190,AGIS_Os05g032270,-2.642716e-02, 2.7531132591,5.389536e-03,9.434615e-01,9.713591e-01,Not_significant,9.566873e+00,6.904440e+00,6.365608e+00,4.259360e+00,4.748174e+00,8.152801e+00,5.578098e+00,7.647955e+00
26191,AGIS_Os05g032280,-2.154524e-01, 0.0695278831,5.460656e-02,8.216942e-01,9.052494e-01,Not_significant,1.400030e+00,6.484833e-01,4.028866e-01,1.668615e+00,1.135433e+00,6.095552e-01,1.600274e+00,2.781075e-01
26198,AGIS_Os05g032350, 1.119034e-01, 7.4495392030,3.855899e-01,5.536389e-01,7.311498e-01,Not_significant,2.178914e+02,1.623879e+02,1.389959e+02,1.557082e+02,1.771275e+02,1.629417e+02,2.106418e+02,1.720095e+02
26199,AGIS_Os05g032360, 6.921870e-01, 1.5687215814,1.961531e+00,2.026619e-01,4.161507e-01,Not_significant,2.706725e+00,2.670226e+00,7.251958e-01,3.293320e+00,3.406299e+00,4.038303e+00,3.337714e+00,2.873777e+00
26200,AGIS_Os05g032370, 4.502831e-02, 1.6897224994,2.402300e-03,9.622317e-01,9.810856e-01,Not_significant,2.800060e-01,4.539383e+00,4.552618e+00,3.073765e+00,5.161058e+00,3.352554e+00,3.154826e+00,9.733761e-01
26204,AGIS_Os05g032410, 4.386543e-01, 5.2183984486,7.506773e+00,2.779870e-02,1.278106e-01,Not_significant,3.948085e+01,3.185198e+01,2.393146e+01,3.170369e+01,4.897844e+01,4.224979e+01,4.055552e+01,3.842518e+01
26205,AGIS_Os05g032420, 5.419428e-01, 5.4647417385,6.421795e+00,3.788995e-02,1.551801e-01,Not_significant,2.207381e+01,4.356282e+01,4.238367e+01,3.802687e+01,5.341695e+01,4.865012e+01,5.596387e+01,4.852975e+01
26206,AGIS_Os05g032430, 6.629296e-01, 4.0918633921,2.463399e+00,1.590415e-01,3.606516e-01,Not_significant,2.846728e+00,1.838641e+01,2.058750e+01,1.602749e+01,1.450257e+01,2.811573e+01,1.577413e+01,1.942117e+01
26208,AGIS_Os05g032450, 3.981614e-01, 5.0217172426,3.392781e+00,1.065722e-01,2.882456e-01,Not_significant,1.936709e+01,3.444591e+01,2.848408e+01,3.047419e+01,4.201101e+01,3.497323e+01,3.319425e+01,3.624667e+01
26209,AGIS_Os05g032460,-1.107924e+00, 1.0728631113,6.094334e+00,4.158510e-02,1.641549e-01,Not_significant,2.520054e+00,2.288765e+00,1.450392e+00,4.961935e+00,1.032212e+00,1.104819e+00,9.144423e-01,1.854050e+00
26210,AGIS_Os05g032470,-3.483333e-01, 4.3740442305,1.815884e+00,2.183914e-01,4.343229e-01,Not_significant,4.176757e+01,1.560175e+01,1.845220e+01,1.975992e+01,1.811531e+01,1.546746e+01,2.034634e+01,1.571307e+01
26211,AGIS_Os05g032480,-3.066412e-01, 4.4566121093,2.886875e+00,1.313883e-01,3.236438e-01,Not_significant,2.268049e+01,2.326911e+01,2.147385e+01,2.937641e+01,2.286349e+01,1.836285e+01,1.705435e+01,1.988468e+01
26214,AGIS_Os05g032510, 3.109851e-01, 5.6179539136,1.296517e+00,2.910697e-01,5.123236e-01,Not_significant,2.062711e+01,5.332822e+01,5.801567e+01,4.904851e+01,5.470722e+01,5.242175e+01,5.637537e+01,4.764908e+01
26216,AGIS_Os05g032530,-1.001193e+00, 5.1197065893,1.853870e+01,3.263661e-03,3.286543e-02,DOWN,7.798168e+01,3.757389e+01,3.783105e+01,3.539221e+01,2.193450e+01,2.301071e+01,2.203806e+01,2.169238e+01
26217,AGIS_Os05g032540,-7.388507e-01, 0.9849879153,2.133366e+00,1.858278e-01,3.942671e-01,Not_significant,3.593411e+00,2.174327e+00,1.490680e+00,2.151636e+00,2.167645e+00,8.381384e-01,1.737440e+00,1.019727e+00
26229,AGIS_Os05g032660,-7.430234e-01, 1.7990705260,9.694240e-01,3.565321e-01,5.751960e-01,Not_significant,1.045356e+01,3.013540e+00,1.369814e+00,3.073765e+00,1.341875e+00,1.828666e+00,4.480767e+00,1.622294e+00
26230,AGIS_Os05g032670, 1.104331e+00,-1.0537720508,5.118215e-01,4.967376e-01,6.902384e-01,Not_significant,0.000000e+00,4.577530e-01,2.014433e-01,2.195547e-01,7.225482e-01,1.066722e+00,0.000000e+00,4.635124e-01
26232,AGIS_Os05g032690, 1.425307e+00,-0.7767302183,2.387321e+00,1.645351e-01,3.676778e-01,Not_significant,5.600121e-01,2.670226e-01,1.611546e-01,8.782186e-02,1.032212e+00,4.190692e-01,1.280219e+00,2.317562e-01
26234,AGIS_Os05g032710,-3.300399e-02, 7.8271086615,4.176450e-02,8.436765e-01,9.177350e-01,Not_significant,3.306405e+02,1.890901e+02,1.995900e+02,2.103773e+02,2.420536e+02,2.026771e+02,2.207921e+02,2.208173e+02
26235,AGIS_Os05g032720, 1.771294e+00, 6.0868148008,1.103202e+02,1.188839e-05,7.870369e-04,UP,2.580722e+01,3.292007e+01,2.937043e+01,3.539221e+01,1.144723e+02,9.730025e+01,1.063039e+02,1.015556e+02
26238,AGIS_Os05g032750,-4.059623e-01, 5.8027168187,7.545963e+00,2.750752e-02,1.269948e-01,Not_significant,7.672166e+01,6.301732e+01,5.753220e+01,5.677683e+01,5.692647e+01,4.061162e+01,4.965422e+01,4.463625e+01
26245,AGIS_Os05g032820,-5.049587e-01, 4.4770265929,8.843161e+00,1.974208e-02,1.036301e-01,Not_significant,2.702058e+01,2.544343e+01,2.203790e+01,2.981552e+01,1.909592e+01,1.725803e+01,1.787735e+01,1.891131e+01
26247,AGIS_Os05g032840,-6.069961e-01, 5.3181881851,1.629140e+01,4.552105e-03,4.096894e-02,Not_significant,5.730790e+01,4.566086e+01,4.355204e+01,4.571128e+01,3.478553e+01,2.994440e+01,2.665599e+01,3.485613e+01
26248,AGIS_Os05g032850, 3.962064e-02, 6.4913239471,6.870500e-02,8.004827e-01,8.919633e-01,Not_significant,1.170892e+02,7.411783e+01,8.416300e+01,8.180606e+01,9.568602e+01,8.469008e+01,9.437044e+01,8.714034e+01
26252,AGIS_Os05g032890, 1.185443e+00, 3.3444858304,1.564628e+01,5.118149e-03,4.412315e-02,UP,3.360073e+00,9.002475e+00,7.050515e+00,5.796243e+00,1.434774e+01,1.779139e+01,1.074470e+01,1.246848e+01
26253,AGIS_Os05g032900, 8.118231e-02, 3.4060703955,1.420080e-01,7.170205e-01,8.432371e-01,Not_significant,1.073357e+01,1.056646e+01,1.015274e+01,9.309117e+00,1.094144e+01,1.047673e+01,1.275647e+01,9.177546e+00
26254,AGIS_Os05g032910, 2.606328e-01, 0.5113798845,2.236679e-01,6.500895e-01,7.991360e-01,Not_significant,1.120024e+00,1.296967e+00,1.208660e+00,1.229506e+00,1.806370e+00,1.257208e+00,1.371663e+00,1.436889e+00
26255,AGIS_Os05g032920,-5.285598e-01, 3.5817774133,3.156037e+00,1.174217e-01,3.045079e-01,Not_significant,2.104712e+01,1.270264e+01,9.709566e+00,1.348066e+01,7.999640e+00,9.410008e+00,1.138481e+01,9.362951e+00
26256,AGIS_Os05g032930, 6.063878e-01, 5.2355298386,1.633968e+01,4.516767e-03,4.077405e-02,Not_significant,2.753393e+01,2.895287e+01,3.130429e+01,3.126458e+01,4.335289e+01,4.461182e+01,5.212321e+01,4.157707e+01
26257,AGIS_Os05g032940,-7.778271e-01,-0.2211236975,8.038186e-01,3.986711e-01,6.107481e-01,Not_significant,1.260027e+00,3.814608e-01,1.450392e+00,8.343077e-01,4.128847e-01,5.333608e-01,2.743327e-01,1.019727e+00
26258,AGIS_Os05g032950,-4.766177e-01, 5.3925384579,5.334429e+00,5.296560e-02,1.904340e-01,Not_significant,5.768125e+01,3.703984e+01,4.903129e+01,5.159534e+01,3.246306e+01,4.240218e+01,2.967365e+01,3.545870e+01
26260,AGIS_Os05g032970,-2.716683e-01, 4.6031823843,7.801340e-01,4.054318e-01,6.165830e-01,Not_significant,3.229403e+01,2.403203e+01,2.397175e+01,2.375581e+01,1.192204e+01,2.861100e+01,2.025490e+01,2.887682e+01
26261,AGIS_Os05g032980,-1.668232e+00, 5.8864611070,3.007492e+01,8.185675e-04,1.366746e-02,DOWN,1.631035e+02,4.928473e+01,6.929649e+01,8.545067e+01,2.245060e+01,2.342978e+01,2.409555e+01,3.545870e+01
26262,AGIS_Os05g032990, 4.059324e-01, 1.1823334041,4.356498e-01,5.296320e-01,7.143255e-01,Not_significant,2.613390e+00,3.471293e+00,9.266391e-01,9.221295e-01,1.135433e+00,3.200165e+00,2.880493e+00,2.271211e+00
26264,AGIS_Os05g033010,-1.039055e+00, 2.1318269854,6.087216e+00,4.185651e-02,1.645557e-01,Not_significant,9.053529e+00,4.234215e+00,3.988577e+00,6.191441e+00,1.961202e+00,3.047776e+00,3.291992e+00,2.595670e+00
26268,AGIS_Os05g033050,-2.537545e-01, 4.2040015977,1.041978e+00,3.402075e-01,5.598550e-01,Not_significant,2.445386e+01,2.323096e+01,2.211847e+01,1.137293e+01,1.527673e+01,1.721993e+01,1.636852e+01,1.668645e+01
26275,AGIS_Os05g033120,-6.412675e-01, 3.1723706009,4.637569e+00,6.692048e-02,2.192974e-01,Not_significant,1.334696e+01,8.125115e+00,9.024659e+00,1.308546e+01,5.677164e+00,6.171746e+00,9.555922e+00,6.442823e+00
26276,AGIS_Os05g033130,-4.486150e-01, 1.4848464352,1.333088e+00,2.846878e-01,5.049625e-01,Not_significant,5.226780e+00,2.784664e+00,2.256165e+00,2.459012e+00,2.993414e+00,1.638180e+00,2.286106e+00,2.085806e+00
26277,AGIS_Os05g033140,-8.388783e-01, 6.5502976630,2.483104e+01,1.434670e-03,1.961675e-02,Not_significant,1.757505e+02,1.106236e+02,1.111967e+02,8.742666e+01,7.870614e+01,5.878398e+01,6.053608e+01,6.605052e+01
26278,AGIS_Os05g033150, 3.858538e-01, 6.1001662342,3.083751e+00,1.210260e-01,3.090902e-01,Not_significant,3.131401e+01,6.675564e+01,7.860317e+01,6.779848e+01,7.034523e+01,8.259473e+01,7.749898e+01,7.318861e+01
26279,AGIS_Os05g033160, 1.067911e-01, 4.7722555448,3.958773e-01,5.484237e-01,7.277997e-01,Not_significant,3.215403e+01,2.410832e+01,2.252136e+01,2.617091e+01,3.365010e+01,2.708711e+01,2.912499e+01,2.312927e+01
26280,AGIS_Os05g033170,-6.244477e-01, 1.5574436781,2.253298e+00,1.753542e-01,3.817136e-01,Not_significant,3.360073e+00,3.776462e+00,3.464824e+00,2.985943e+00,1.961202e+00,1.752471e+00,1.828885e+00,3.708099e+00
26281,AGIS_Os05g033180, 1.102219e-01, 5.0009031885,4.501890e-01,5.229235e-01,7.102540e-01,Not_significant,2.688058e+01,3.536142e+01,3.263381e+01,2.814691e+01,3.602419e+01,3.264930e+01,3.456592e+01,2.920128e+01
26282,AGIS_Os05g033190, 1.321228e+00, 2.9919809753,1.258372e+01,8.849767e-03,6.229840e-02,Not_significant,1.726704e+00,5.607474e+00,5.640412e+00,6.103619e+00,1.083822e+01,1.074341e+01,1.225353e+01,1.005822e+01
26283,AGIS_Os05g033200, 3.151116e-02, 2.5875685947,8.822417e-03,9.277089e-01,9.640745e-01,Not_significant,7.326825e+00,4.691968e+00,5.801567e+00,5.137579e+00,4.541731e+00,3.771623e+00,8.915812e+00,7.230794e+00
26284,AGIS_Os05g033210, 2.660158e-01, 3.4912563321,1.580849e+00,2.474101e-01,4.658570e-01,Not_significant,6.813481e+00,1.102422e+01,1.410103e+01,8.870008e+00,8.360915e+00,1.398167e+01,1.435674e+01,1.172686e+01
26285,AGIS_Os05g033220,-2.496678e-01, 1.8756251394,4.351389e-01,5.297705e-01,7.143787e-01,Not_significant,2.893396e+00,3.395001e+00,5.479257e+00,3.600696e+00,3.457909e+00,3.619234e+00,4.526489e+00,1.668645e+00
26287,AGIS_Os05g033240,-7.080369e-01, 4.0032223054,6.496753e+00,3.706880e-02,1.530207e-01,Not_significant,2.842061e+01,1.785237e+01,1.430247e+01,1.918908e+01,1.021890e+01,1.093390e+01,1.513402e+01,1.154146e+01
26288,AGIS_Os05g033250,-2.924665e-01, 4.2917877232,2.072137e-01,6.622787e-01,8.066065e-01,Not_significant,3.406740e+00,2.887658e+01,3.823393e+01,2.296542e+01,1.548318e+01,2.221067e+01,8.138536e+00,1.659375e+01
26289,AGIS_Os05g033260,-1.315308e+00, 4.2838792269,4.381704e+01,2.507547e-04,6.382163e-03,DOWN,3.089400e+01,2.960136e+01,3.106255e+01,1.954036e+01,1.042534e+01,1.070531e+01,1.234497e+01,1.052173e+01
26290,AGIS_Os05g033270,-1.693023e+00, 1.8124859919,1.608416e+01,4.743977e-03,4.189193e-02,DOWN,3.966752e+00,4.196069e+00,4.472041e+00,7.860057e+00,6.193270e-01,2.362026e+00,1.280219e+00,2.595670e+00
26292,AGIS_Os05g033290,-7.697646e-01, 0.7638701649,8.479896e-01,3.867348e-01,6.008964e-01,Not_significant,4.573432e+00,9.917981e-01,1.208660e-01,3.381142e+00,1.961202e+00,3.809720e-01,6.858317e-01,8.806736e-01
26295,AGIS_Os05g033320, 1.232706e+00, 0.7526649760,3.528841e+00,1.008878e-01,2.792634e-01,Not_significant,2.146713e+00,4.958990e-01,7.251958e-01,6.586640e-01,2.064423e+00,1.904860e+00,1.097331e+00,3.754451e+00
26296,AGIS_Os05g033330, 6.896056e-02, 3.8821955368,8.422869e-02,7.797665e-01,8.794528e-01,Not_significant,1.166692e+01,1.483882e+01,1.438305e+01,1.545665e+01,1.403808e+01,2.262974e+01,1.156769e+01,1.265389e+01
26298,AGIS_Os05g033350,-1.015045e+00, 5.0820115895,2.210064e+01,2.006867e-03,2.422145e-02,DOWN,5.889461e+01,3.593361e+01,3.662239e+01,5.036584e+01,1.857981e+01,2.491557e+01,2.071212e+01,2.424170e+01
26299,AGIS_Os05g033360, 6.935157e-01, 3.5888381964,6.983306e+00,3.226175e-02,1.406427e-01,Not_significant,9.473538e+00,9.765396e+00,9.346968e+00,7.245304e+00,1.481224e+01,9.752883e+00,2.144367e+01,1.376632e+01
26300,AGIS_Os05g033370,-1.780779e-01, 4.8297156916,1.265871e+00,2.962081e-01,5.170695e-01,Not_significant,3.654079e+01,2.918175e+01,2.505954e+01,3.003508e+01,2.900515e+01,2.533464e+01,2.528433e+01,2.637386e+01
26302,AGIS_Os05g033390,-9.920771e-01, 3.1955316627,6.537127e+00,3.663605e-02,1.520515e-01,Not_significant,1.750038e+01,5.645620e+00,5.841855e+00,2.182373e+01,4.438510e+00,5.562191e+00,4.526489e+00,7.277145e+00
26303,AGIS_Os05g033400, 1.601726e-01, 6.4638480800,1.208311e+00,3.066288e-01,5.275160e-01,Not_significant,8.325513e+01,8.155632e+01,8.162482e+01,8.567023e+01,1.004858e+02,7.680396e+01,1.027833e+02,9.330505e+01
26305,AGIS_Os05g033420,-4.786574e-01, 0.0415966065,2.720765e-01,6.174928e-01,7.766185e-01,Not_significant,1.960042e+00,9.917981e-01,1.732412e+00,1.317328e-01,4.128847e-01,9.905272e-01,7.315538e-01,5.562149e-01
26309,AGIS_Os05g033460, 6.712772e-01, 2.4374845282,4.226197e+00,7.735919e-02,2.394245e-01,Not_significant,1.726704e+00,5.950788e+00,4.754061e+00,4.303271e+00,4.180457e+00,9.638592e+00,4.617934e+00,7.416199e+00
26310,AGIS_Os05g033470,-7.181853e-01, 3.9474628418,1.016695e+01,1.456649e-02,8.604318e-02,Not_significant,2.543388e+01,1.918748e+01,1.402045e+01,1.791566e+01,1.068339e+01,1.196252e+01,8.961534e+00,1.455429e+01
26311,AGIS_Os05g033480,-2.866433e-01, 2.7145851931,1.213649e+00,3.056398e-01,5.266095e-01,Not_significant,6.720145e+00,1.098607e+01,5.438969e+00,5.444955e+00,5.109448e+00,8.343287e+00,4.206434e+00,5.515798e+00
26312,AGIS_Os05g033490,-3.381453e+00,-0.3708170691,4.726400e+00,6.489366e-02,2.154438e-01,Not_significant,8.866858e-01,5.340451e-01,2.135299e+00,9.221295e-01,9.289905e-01,7.619440e-02,0.000000e+00,0.000000e+00
26313,AGIS_Os05g033500,-2.738921e-01, 3.4157198099,5.886200e-01,4.671965e-01,6.666752e-01,Not_significant,2.100045e+01,8.010677e+00,6.728206e+00,1.273417e+01,7.741588e+00,9.295717e+00,9.738810e+00,9.455654e+00
26315,AGIS_Os05g033520,-7.601454e-02, 7.8918657473,1.219703e-01,7.368310e-01,8.555028e-01,Not_significant,3.822083e+02,2.440586e+02,1.659490e+02,2.045371e+02,2.372539e+02,2.068678e+02,2.452077e+02,2.133548e+02
26316,AGIS_Os05g033530,-3.634081e-01, 3.1616730456,2.530072e+00,1.540081e-01,3.542766e-01,Not_significant,1.731371e+01,5.226013e+00,7.977154e+00,9.836048e+00,1.238654e+01,4.724053e+00,5.669542e+00,7.833360e+00
26318,AGIS_Os05g033550, 1.666164e-01, 6.9743156385,9.357726e-01,3.645196e-01,5.817497e-01,Not_significant,1.646436e+02,1.009345e+02,1.024138e+02,1.098212e+02,1.378003e+02,1.214920e+02,1.503343e+02,1.178249e+02
26319,AGIS_Os05g033560,-1.945667e-02,-0.1172706546,3.778909e-04,9.850147e-01,9.927348e-01,Not_significant,6.533474e-01,8.392137e-01,1.611546e-01,1.141684e+00,0.000000e+00,8.000412e-01,2.011773e+00,1.066079e+00
26320,AGIS_Os05g033570, 9.306688e-01,-0.0948671356,6.300713e-01,4.525203e-01,6.543627e-01,Not_significant,7.466828e-01,8.773598e-01,2.820206e-01,2.195547e-01,1.032212e-01,1.066722e+00,2.331828e+00,1.158781e+00
26321,AGIS_Os05g033580, 1.787330e-01, 0.6801291392,8.313377e-02,7.811434e-01,8.801570e-01,Not_significant,2.333384e+00,5.340451e-01,1.651835e+00,1.449061e+00,1.703149e+00,1.714374e+00,1.097331e+00,1.668645e+00
26322,AGIS_Os05g033590, 1.196220e-01, 2.9869798743,1.579170e-01,7.025213e-01,8.337403e-01,Not_significant,7.186822e+00,7.057025e+00,5.761278e+00,1.023125e+01,7.173871e+00,8.724259e+00,9.875977e+00,6.720930e+00
26324,AGIS_Os05g033610, 1.729181e-03, 5.3500554270,8.085838e-05,9.930678e-01,9.967609e-01,Not_significant,4.405429e+01,4.272361e+01,3.162660e+01,4.426222e+01,4.164974e+01,3.192545e+01,4.590500e+01,4.347747e+01
26326,AGIS_Os05g033630,-3.659929e-01, 6.2913648498,3.238657e+00,1.134752e-01,2.986246e-01,Not_significant,1.246027e+02,7.098985e+01,6.841014e+01,9.256424e+01,6.611316e+01,6.392710e+01,7.663026e+01,6.266688e+01
26327,AGIS_Os05g033640,-3.023869e-01, 7.3972424313,2.321084e+00,1.699857e-01,3.746679e-01,Not_significant,3.025932e+02,1.602135e+02,1.438305e+02,1.532931e+02,1.584961e+02,1.273970e+02,1.458078e+02,1.562964e+02
26329,AGIS_Os05g033660,-1.007601e+00, 3.5557477696,4.266546e+00,7.634123e-02,2.377954e-01,Not_significant,2.426719e+01,1.052832e+01,5.559835e+00,2.415101e+01,4.438510e+00,5.485997e+00,9.098701e+00,9.872815e+00
26332,AGIS_Os05g033690,-1.031285e+00, 2.2968966400,7.085188e+00,3.135894e-02,1.380794e-01,Not_significant,1.068690e+01,5.836350e+00,2.739629e+00,7.025749e+00,2.477308e+00,2.704901e+00,1.920329e+00,5.237690e+00
26334,AGIS_Os05g033710, 6.912434e-01, 6.1278097317,5.262308e+00,5.422222e-02,1.935405e-01,Not_significant,2.212048e+01,5.943159e+01,7.513834e+01,6.832541e+01,8.071895e+01,9.558587e+01,7.804765e+01,7.935333e+01
26335,AGIS_Os05g033720,-1.125807e+00, 4.7688076248,2.424698e+01,1.541014e-03,2.045454e-02,DOWN,5.282781e+01,3.051686e+01,2.844379e+01,3.859771e+01,1.527673e+01,1.588653e+01,1.906612e+01,1.677915e+01
26336,AGIS_Os05g033730, 4.772479e-01, 4.3511164588,1.073655e+00,3.334379e-01,5.538731e-01,Not_significant,3.966752e+00,2.120922e+01,2.876610e+01,2.006730e+01,1.827015e+01,3.360173e+01,1.591130e+01,2.071901e+01
26337,AGIS_Os05g033740,-6.347569e-01, 3.2424963898,5.017399e+00,5.879047e-02,2.034882e-01,Not_significant,1.591368e+01,1.350371e+01,8.178597e+00,8.474810e+00,5.986828e+00,9.410008e+00,7.589871e+00,5.932959e+00
26338,AGIS_Os05g033750,-1.168841e+00, 0.1584523040,3.020851e+00,1.240488e-01,3.130493e-01,Not_significant,1.213360e+00,1.182528e+00,2.215876e+00,9.660405e-01,1.135433e+00,4.952636e-01,7.315538e-01,2.781075e-01
26340,AGIS_Os05g033770,-2.137336e+00, 0.7712008583,2.641221e+00,1.466692e-01,3.443344e-01,Not_significant,1.493366e+00,1.945450e+00,2.256165e+00,2.415101e+00,0.000000e+00,3.809720e-02,1.645996e+00,3.151885e+00
26343,AGIS_Os05g033800, 5.389194e-01, 3.0287609233,1.650561e+00,2.384019e-01,4.569881e-01,Not_significant,3.266737e+00,7.247755e+00,1.035418e+01,6.235352e+00,1.161238e+01,1.024815e+01,6.218207e+00,9.409302e+00
26344,AGIS_Os05g033810, 4.608464e-01, 6.5793771675,2.952319e+00,1.279676e-01,3.185378e-01,Not_significant,3.915418e+01,9.139801e+01,1.088197e+02,9.339855e+01,1.127175e+02,9.863365e+01,1.076756e+02,1.125408e+02
26345,AGIS_Os05g033820, 1.710641e-01, 2.8757005615,3.950894e-01,5.488117e-01,7.277997e-01,Not_significant,7.373493e+00,7.552924e+00,7.211669e+00,4.830202e+00,6.812597e+00,1.173394e+01,6.355374e+00,6.118364e+00
26346,AGIS_Os05g033830, 7.833897e-01, 5.6478723403,9.225263e+00,1.813057e-02,9.834473e-02,Not_significant,2.025377e+01,4.138850e+01,5.495373e+01,3.565568e+01,6.095210e+01,7.169893e+01,5.372348e+01,6.178621e+01
26348,AGIS_Os05g033850, 9.406189e-01, 1.4114919709,3.660728e+00,9.582733e-02,2.720094e-01,Not_significant,6.533474e-01,1.983596e+00,1.128082e+00,4.259360e+00,2.632140e+00,2.895387e+00,3.017660e+00,4.032558e+00
26349,AGIS_Os05g033860, 6.231599e-01, 3.9078173379,9.130464e+00,1.841848e-02,9.918360e-02,Not_significant,1.283361e+01,1.155826e+01,1.124054e+01,1.102164e+01,1.811531e+01,2.297261e+01,1.440247e+01,1.724266e+01
26351,AGIS_Os05g033880, 1.351509e-01, 1.3442912677,7.625590e-02,7.901281e-01,8.862622e-01,Not_significant,1.493366e+00,3.051686e+00,2.095010e+00,2.634656e+00,3.612741e+00,1.638180e+00,2.057495e+00,3.059182e+00
26352,AGIS_Os05g033890, 7.180167e-01, 1.9584957929,3.806598e+00,9.040042e-02,2.623224e-01,Not_significant,3.266737e+00,3.051686e+00,2.336742e+00,2.678567e+00,3.819183e+00,4.419275e+00,6.858317e+00,3.986207e+00
26357,AGIS_Os05g033940,-1.451924e-01, 1.7916491609,1.015926e-01,7.589129e-01,8.691670e-01,Not_significant,2.240048e+00,4.615676e+00,4.633195e+00,2.678567e+00,4.954616e+00,2.628707e+00,2.606160e+00,2.642021e+00
26358,AGIS_Os05g033950,-3.042428e-01, 4.4429183298,2.201451e+00,1.799163e-01,3.868783e-01,Not_significant,1.376696e+01,2.479495e+01,2.570416e+01,3.258191e+01,1.383164e+01,2.419172e+01,1.979768e+01,1.858685e+01
