,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmockLP_1,CPM.WTmockLP_2,CPM.WTmockLP_3,CPM.WTmockLP_4,CPM.WTmockHP_1,CPM.WTmockHP_2,CPM.WTmockHP_3,CPM.WTmockHP_4
1300,AGIS_Os01g013000,-4.405853e-01, 0.3860977708, 4.174365e-01,5.359117e-01,0.7917091122,Not_significant,1.664735e+00,2.217374e+00,1.234416e+00,6.644136e-01,8.733172e-01,7.516464e-01,7.930664e-01,1.961871e+00
1302,AGIS_Os01g013020,-5.239359e-02, 3.3758464093, 4.270810e-02,8.412702e-01,0.9371985878,Not_significant,7.714054e+00,1.388963e+01,9.741472e+00,1.108007e+01,8.462860e+00,9.894121e+00,1.209426e+01,9.885790e+00
1304,AGIS_Os01g013040,-5.782622e-01, 2.7949262862, 2.059719e+00,1.883299e-01,0.5284668603,Not_significant,1.073871e+01,7.379420e+00,6.960319e+00,7.406257e+00,2.599158e+00,7.685201e+00,5.309139e+00,7.159554e+00
1305,AGIS_Os01g013050, 8.586999e-02, 3.7513034574, 1.465960e-01,7.114573e-01,0.8798440065,Not_significant,1.214553e+01,1.278981e+01,1.417347e+01,1.270202e+01,1.235120e+01,1.503293e+01,1.707296e+01,1.118521e+01
1306,AGIS_Os01g013060, 3.165438e-01, 3.4201774640, 1.880781e+00,2.062767e-01,0.5484447436,Not_significant,8.487804e+00,9.437143e+00,1.102050e+01,9.106374e+00,1.201851e+01,1.162751e+01,1.301951e+01,1.063742e+01
1307,AGIS_Os01g013070,-1.098995e-01, 3.0594600193, 9.948872e-02,7.603373e-01,0.9022223555,Not_significant,1.094974e+01,4.754050e+00,9.414278e+00,9.633997e+00,8.192547e+00,9.633346e+00,5.309139e+00,8.522672e+00
1309,AGIS_Os01g013090,-2.229038e-01, 6.5210146667, 1.077539e+00,3.286251e-01,0.6518754849,Not_significant,9.123217e+01,9.380379e+01,1.030216e+02,1.062280e+02,9.762439e+01,7.541008e+01,9.468332e+01,7.242361e+01
1310,AGIS_Os01g013100, 4.114953e-02, 2.7693847839, 1.342527e-02,9.105503e-01,0.9658111560,Not_significant,5.275569e+00,5.924823e+00,6.781849e+00,7.914338e+00,1.199772e+01,5.537640e+00,5.066813e+00,5.770958e+00
1311,AGIS_Os01g013110,-3.811401e-01, 0.4613071979, 6.204566e-01,4.528461e-01,0.7414373711,Not_significant,1.055114e+00,2.270591e+00,1.695462e+00,1.074787e+00,7.901442e-01,1.672030e+00,1.233659e+00,9.299777e-01
1315,AGIS_Os01g013150,-2.179598e-01, 1.0698355380, 2.858714e-01,6.069412e-01,0.8294528643,Not_significant,2.368144e+00,2.589893e+00,1.516993e+00,2.227740e+00,2.370432e+00,1.917465e+00,9.693034e-01,2.547884e+00
1317,AGIS_Os01g013170, 3.875059e-02, 4.9380262302, 2.733171e-02,8.726702e-01,0.9498746535,Not_significant,3.008247e+01,2.822274e+01,3.379027e+01,2.755362e+01,2.104279e+01,3.785843e+01,3.192092e+01,3.447287e+01
1319,AGIS_Os01g013190, 3.857378e-01, 6.9995103742, 3.308172e+00,1.051984e-01,0.4205917110,Not_significant,1.114669e+02,9.080590e+01,1.287064e+02,1.127354e+02,1.447835e+02,1.401744e+02,1.724038e+02,1.222984e+02
1320,AGIS_Os01g013200, 9.102563e-01, 1.0175841073, 4.278189e+00,7.125039e-02,0.3584123943,Not_significant,1.477159e+00,9.401665e-01,1.740080e+00,1.367910e+00,3.410096e+00,2.377657e+00,1.828459e+00,2.764454e+00
1321,AGIS_Os01g013210, 1.099915e+00, 1.3489954754, 5.655297e+00,4.396425e-02,0.2953988941,Not_significant,7.971971e-01,2.802761e+00,2.022657e+00,1.152953e+00,3.721995e+00,3.911629e+00,2.533407e+00,3.133897e+00
1322,AGIS_Os01g013220, 4.974932e-01, 3.8443794303, 2.331444e+00,1.644591e-01,0.5012630492,Not_significant,1.022288e+01,1.076757e+01,1.067844e+01,1.416764e+01,2.802932e+01,1.328420e+01,1.705093e+01,1.044632e+01
1323,AGIS_Os01g013230,-2.867132e-01, 2.8024642640, 3.495188e-01,5.703499e-01,0.8103061240,Not_significant,4.173561e+00,1.069661e+01,7.956775e+00,6.351012e+00,1.276707e+01,4.970070e+00,3.811125e+00,4.802762e+00
1324,AGIS_Os01g013240, 4.415331e-01, 2.7810171551, 2.481456e+00,1.525892e-01,0.4864419743,Not_significant,5.439698e+00,3.991273e+00,5.592051e+00,8.539669e+00,7.547956e+00,6.181908e+00,9.186353e+00,8.229666e+00
1325,AGIS_Os01g013250, 1.708612e-01, 5.9885774525, 2.737934e-01,6.146667e-01,0.8336822984,Not_significant,4.698773e+01,6.834833e+01,5.834472e+01,5.366117e+01,1.209960e+02,5.605135e+01,6.613293e+01,3.717363e+01
1326,AGIS_Os01g013260,-3.425932e-01, 5.4972003442, 9.866691e-01,3.490150e-01,0.6689509712,Not_significant,5.842986e+01,4.541182e+01,4.678881e+01,4.369496e+01,2.102199e+01,4.986944e+01,2.980608e+01,6.601568e+01
1327,AGIS_Os01g013270, 7.311477e-01, 4.4480531789, 1.223534e+01,7.684250e-03,0.1224034459,Not_significant,1.524053e+01,1.640857e+01,1.845674e+01,1.471481e+01,2.281021e+01,2.604685e+01,3.753848e+01,2.312205e+01
1328,AGIS_Os01g013280,-2.204466e-03,-0.4719659795, 9.394848e-06,9.976276e-01,0.9991147160,Not_significant,4.689395e-01,1.241729e-01,1.308778e+00,7.425799e-01,1.455529e-01,7.056272e-01,1.586133e+00,4.076615e-01
1333,AGIS_Os01g013330, 1.520250e-01, 0.3765183704, 7.871805e-02,7.859289e-01,0.9132854829,Not_significant,1.969546e+00,1.188512e+00,4.759192e-01,1.172495e+00,2.536779e+00,1.027761e+00,9.252442e-01,8.408018e-01
1334,AGIS_Os01g013340,-1.092123e-01, 5.4521202160, 2.816127e-01,6.095881e-01,0.8306574615,Not_significant,4.361137e+01,5.328793e+01,3.895102e+01,4.603995e+01,4.379062e+01,4.321200e+01,4.432360e+01,3.672775e+01
1335,AGIS_Os01g013350, 2.663736e-02, 4.6968865209, 1.243666e-02,9.138712e-01,0.9672627502,Not_significant,2.178224e+01,2.722935e+01,2.831719e+01,2.468101e+01,3.482872e+01,2.328570e+01,2.304299e+01,2.403929e+01
1336,AGIS_Os01g013360,-1.515184e+00,-1.3567624820, 3.852579e-01,5.516923e-01,0.8014646389,Not_significant,0.000000e+00,4.257358e-01,1.784697e-01,1.758742e-01,1.829808e+00,2.607753e-01,0.000000e+00,0.000000e+00
1342,AGIS_Os01g013420, 8.175014e-01,-2.1010933346, 1.462385e-01,7.118962e-01,0.8799061034,Not_significant,2.110228e-01,1.773899e-01,0.000000e+00,1.954158e-01,3.950721e-01,3.681533e-01,2.643555e-01,0.000000e+00
1343,AGIS_Os01g013430, 2.479221e-01,-0.2813113678, 7.614642e-02,7.894194e-01,0.9150962029,Not_significant,3.048106e-01,7.627766e-01,1.234416e+00,4.885394e-01,1.538702e+00,2.761150e-01,8.371257e-01,8.535412e-01
1346,AGIS_Os01g013460, 1.456438e+00,-0.1545801617, 3.907559e+00,8.226930e-02,0.3844777578,Not_significant,2.579167e-01,5.499087e-01,4.461743e-01,4.885394e-01,2.204086e+00,1.273197e+00,7.930664e-01,8.917594e-01
1347,AGIS_Os01g013470, 3.800707e-01, 4.0878428753, 2.136040e+00,1.811434e-01,0.5206532693,Not_significant,1.383371e+01,1.488301e+01,1.594329e+01,1.258477e+01,2.786298e+01,1.398983e+01,2.394620e+01,1.272668e+01
1348,AGIS_Os01g013480, 3.432504e-01, 8.3413270055, 6.848272e-01,4.313964e-01,0.7269070099,Not_significant,1.910225e+02,4.283789e+02,1.832735e+02,3.147757e+02,6.775278e+02,2.622326e+02,2.662060e+02,2.709675e+02
1350,AGIS_Os01g013500,-1.293613e-01, 3.7762393952, 2.399807e-01,6.370258e-01,0.8442669504,Not_significant,1.167659e+01,1.697621e+01,1.458990e+01,1.365956e+01,1.661382e+01,1.043101e+01,1.385663e+01,1.152918e+01
1351,AGIS_Os01g013510,-1.335152e+00, 2.5989666245, 8.493038e+00,1.899327e-02,0.1953731660,Not_significant,1.024633e+01,6.740817e+00,8.432694e+00,7.914338e+00,1.663461e+00,5.353563e+00,2.136873e+00,5.694521e+00
1352,AGIS_Os01g013520, 3.354022e-01, 3.5565503998, 1.948704e+00,1.990384e-01,0.5399570282,Not_significant,1.029322e+01,9.561316e+00,1.140719e+01,9.692622e+00,1.480481e+01,1.181159e+01,1.705093e+01,9.236080e+00
1353,AGIS_Os01g013530, 5.416831e-02, 5.5450263098, 3.858344e-02,8.490664e-01,0.9404766096,Not_significant,3.411535e+01,5.233002e+01,4.646162e+01,4.848265e+01,5.996778e+01,3.571087e+01,5.903939e+01,3.713541e+01
1355,AGIS_Os01g013550, 4.377532e-01, 4.3797464072, 2.545801e+00,1.484057e-01,0.4804553692,Not_significant,1.819485e+01,1.724230e+01,1.435194e+01,1.858404e+01,3.902896e+01,2.096940e+01,2.297690e+01,1.493060e+01
1356,AGIS_Os01g013560, 2.487048e-01, 3.7024348767, 9.353515e-01,3.609004e-01,0.6766754609,Not_significant,1.313030e+01,1.002253e+01,1.160053e+01,1.217440e+01,1.509591e+01,1.411254e+01,1.826256e+01,9.478129e+00
1359,AGIS_Os01g013590, 4.760672e-01, 1.6028345370, 1.246139e+00,2.959206e-01,0.6262690444,Not_significant,2.672955e+00,2.164157e+00,1.933422e+00,3.087569e+00,4.761658e+00,3.282701e+00,4.251717e+00,1.885434e+00
1360,AGIS_Os01g013600,-2.683293e+00,-2.2219437999, 1.692512e+00,2.287017e-01,0.5688832404,Not_significant,2.813637e-01,4.612138e-01,3.866844e-01,3.908315e-02,0.000000e+00,0.000000e+00,2.202962e-01,5.095768e-02
1365,AGIS_Os01g013650,-2.903837e-01, 1.0127093401, 2.808090e-01,6.102426e-01,0.8308609294,Not_significant,1.383371e+00,1.862594e+00,2.379596e+00,2.247281e+00,3.326923e-01,2.669112e+00,3.128206e+00,1.847216e+00
1366,AGIS_Os01g013660,-3.825381e-01, 4.4172213723, 3.158379e+00,1.121866e-01,0.4314998311,Not_significant,2.654197e+01,2.410729e+01,2.272514e+01,2.307860e+01,1.563654e+01,1.997232e+01,2.026725e+01,1.831929e+01
1367,AGIS_Os01g013670,-6.363737e-02, 5.1667661143, 1.075996e-01,7.510393e-01,0.8985821188,Not_significant,3.803099e+01,3.726962e+01,3.553035e+01,3.566338e+01,3.811406e+01,3.799649e+01,3.247166e+01,3.201416e+01
1368,AGIS_Os01g013680, 7.490721e-01, 2.2604760351, 3.099693e+00,1.154956e-01,0.4364063525,Not_significant,4.431478e+00,1.862594e+00,5.621796e+00,2.794445e+00,3.909134e+00,6.258607e+00,5.815820e+00,7.337906e+00
1369,AGIS_Os01g013690,-2.253731e-01, 2.8717844760, 3.215849e-01,5.858706e-01,0.8190852200,Not_significant,1.045735e+01,5.215263e+00,8.224479e+00,7.289008e+00,3.389303e+00,7.547143e+00,7.181657e+00,8.968552e+00
1370,AGIS_Os01g013700,-2.162037e+00,-1.6030302859, 2.222681e+00,1.730935e-01,0.5118171720,Not_significant,1.875758e-01,4.612138e-01,1.189798e-01,8.793709e-01,0.000000e+00,5.215506e-01,2.202962e-02,1.528730e-01
1371,AGIS_Os01g013710, 1.289713e+00, 0.0132981123, 3.246066e+00,1.080252e-01,0.4248208581,Not_significant,3.282576e-01,3.193018e-01,5.354091e-01,1.133411e+00,2.037740e+00,5.982492e-01,1.762370e+00,1.095590e+00
1372,AGIS_Os01g013720,-1.400099e-01,-0.9626795884, 8.144330e-03,9.302615e-01,0.9739520955,Not_significant,7.737501e-01,4.257358e-01,1.487248e-01,5.862473e-01,0.000000e+00,5.522300e-01,5.727702e-01,7.643652e-01
1373,AGIS_Os01g013730,-2.021664e+00, 1.7463473918, 4.618165e+00,6.311643e-02,0.3420121297,Not_significant,5.627273e+00,5.303958e+00,2.751408e+00,3.478401e+00,2.911057e-01,2.638432e+00,1.762370e-01,6.267795e+00
1377,AGIS_Os01g013770,-6.554575e-01, 1.7349735353, 1.809690e+00,2.146289e-01,0.5550582403,Not_significant,4.079773e+00,2.873717e+00,3.732992e+00,4.650895e+00,9.564903e-01,4.356481e+00,2.092814e+00,3.592517e+00
1379,AGIS_Os01g013790, 1.741728e-01, 5.4661380703, 6.578575e-01,4.400190e-01,0.7326821589,Not_significant,3.903921e+01,4.228976e+01,4.223783e+01,4.109593e+01,5.327235e+01,4.460791e+01,5.586712e+01,3.495697e+01
1380,AGIS_Os01g013800, 5.319654e-01, 5.5210206174, 7.238399e+00,2.666040e-02,0.2341562628,Not_significant,3.629591e+01,3.927413e+01,3.887665e+01,3.497942e+01,5.293966e+01,5.477815e+01,6.492130e+01,4.500837e+01
1381,AGIS_Os01g013810, 9.367517e-01,-1.8835816281, 4.304517e-01,5.319611e-01,0.7889876621,Not_significant,0.000000e+00,1.064339e-01,2.528321e-01,1.954158e-01,0.000000e+00,1.073781e-01,5.287110e-01,6.624499e-01
1382,AGIS_Os01g013820, 3.903864e-02, 5.5738151663, 2.853744e-02,8.699211e-01,0.9493461087,Not_significant,4.736288e+01,4.493286e+01,4.437947e+01,4.897119e+01,3.177211e+01,5.549912e+01,5.555871e+01,5.228258e+01
1383,AGIS_Os01g013830,-5.337361e-01, 5.3483384334, 4.933866e+00,5.629659e-02,0.3270032472,Not_significant,5.102061e+01,4.927892e+01,4.711600e+01,4.293284e+01,2.264387e+01,4.620324e+01,3.143627e+01,3.499519e+01
1385,AGIS_Os01g013850,-6.732573e-01, 1.0894420300, 1.327790e+00,2.817444e-01,0.6138972011,Not_significant,2.532273e+00,2.643110e+00,1.695462e+00,2.853070e+00,4.366586e-01,1.748728e+00,2.775732e+00,2.063786e+00
1394,AGIS_Os01g013940, 6.736393e-01, 2.3659364084, 2.344387e+00,1.634258e-01,0.4998197925,Not_significant,2.415038e+00,4.239619e+00,4.848427e+00,3.556567e+00,1.147788e+01,4.019007e+00,5.463346e+00,4.942895e+00
1395,AGIS_Os01g013950, 3.425822e-01, 3.6505180367, 1.940410e+00,1.999035e-01,0.5408283090,Not_significant,1.083250e+01,8.745323e+00,1.259699e+01,1.192036e+01,1.189375e+01,1.452672e+01,1.216035e+01,1.749122e+01
1396,AGIS_Os01g013960,-6.014152e-01, 0.8402709461, 1.531474e+00,2.498511e-01,0.5853051491,Not_significant,3.071553e+00,2.181896e+00,2.097019e+00,1.231119e+00,1.330769e+00,1.043101e+00,1.453955e+00,1.643385e+00
1398,AGIS_Os01g013980, 4.056632e-02, 3.8974619048, 2.824226e-02,8.705752e-01,0.9495092732,Not_significant,1.172349e+01,1.481206e+01,1.923011e+01,1.197899e+01,1.607320e+01,1.504827e+01,2.147888e+01,8.599109e+00
1399,AGIS_Os01g013990, 2.781093e-01, 7.6109107381, 1.591391e+00,2.415232e-01,0.5789143725,Not_significant,1.515847e+02,1.822859e+02,2.211389e+02,1.521312e+02,2.192234e+02,1.797048e+02,2.651485e+02,1.923780e+02
1400,AGIS_Os01g014000,-1.857561e-01,-0.2329921638, 6.725775e-02,8.017072e-01,0.9209369319,Not_significant,8.909850e-01,7.982546e-01,5.502816e-01,9.379956e-01,6.030048e-01,1.073781e+00,2.202962e-01,1.426815e+00
1401,AGIS_Os01g014010,-1.986040e-01, 2.6892761769, 4.214583e-01,5.338096e-01,0.7901884512,Not_significant,6.565152e+00,7.964807e+00,7.183406e+00,5.588891e+00,7.589543e+00,4.709295e+00,5.154932e+00,6.560802e+00
1402,AGIS_Os01g014020,-5.642970e-01, 1.8192996044, 1.971515e+00,1.969912e-01,0.5383017867,Not_significant,4.501819e+00,4.683094e+00,3.658629e+00,3.497942e+00,1.455529e+00,3.267361e+00,2.841821e+00,4.038396e+00
1405,AGIS_Os01g014050,-3.659033e-01, 1.1859062791, 6.632731e-01,4.382240e-01,0.7316089134,Not_significant,2.461932e+00,1.312685e+00,2.706791e+00,3.341609e+00,3.326923e+00,1.196498e+00,1.013363e+00,2.560624e+00
1406,AGIS_Os01g014060,-2.322380e-01,-1.8640857288, 3.481517e-02,8.564767e-01,0.9443475618,Not_significant,1.641288e-01,1.419119e-01,4.759192e-01,2.931236e-01,2.495192e-01,2.147561e-01,1.321777e-01,2.293096e-01
1407,AGIS_Os01g014070, 1.492712e+00,-1.0018751110, 1.341845e+00,2.793511e-01,0.6118444134,Not_significant,4.689395e-02,1.419119e-01,5.800266e-01,2.540405e-01,1.309976e+00,6.749478e-01,3.965332e-01,3.057461e-01
1411,AGIS_Os01g014110,-7.161143e-03, 4.8035865190, 7.987680e-04,9.781299e-01,0.9920269103,Not_significant,2.068023e+01,3.826300e+01,2.834694e+01,2.548222e+01,2.958882e+01,2.337774e+01,3.275805e+01,2.463804e+01
1412,AGIS_Os01g014120, 2.266140e-01, 3.0084435034, 6.721288e-01,4.352852e-01,0.7297640611,Not_significant,6.330683e+00,7.787417e+00,8.090627e+00,7.054509e+00,1.081250e+01,8.590245e+00,9.318531e+00,6.114922e+00
1414,AGIS_Os01g014140, 2.536586e-01, 5.0838040613, 1.665099e+00,2.318004e-01,0.5717092064,Not_significant,3.336504e+01,2.992568e+01,3.057781e+01,2.956640e+01,3.863389e+01,3.601767e+01,4.090901e+01,3.203964e+01
1415,AGIS_Os01g014150, 2.830812e-02, 2.6077517275, 1.058989e-02,9.204868e-01,0.9698856777,Not_significant,6.893410e+00,6.811773e+00,4.580723e+00,5.745223e+00,5.738942e+00,7.685201e+00,5.154932e+00,5.872873e+00
1416,AGIS_Os01g014160, 1.353452e-01, 2.5066524689, 1.239986e-01,7.336334e-01,0.8904147027,Not_significant,5.181781e+00,4.292836e+00,3.896589e+00,8.305170e+00,8.400480e+00,4.908711e+00,6.344531e+00,3.872784e+00
1417,AGIS_Os01g014170, 3.586520e-01, 4.3233277743, 1.408058e+00,2.686805e-01,0.6042341056,Not_significant,1.582671e+01,1.452823e+01,2.226410e+01,1.360094e+01,9.585696e+00,2.228862e+01,4.104119e+01,2.073978e+01
1418,AGIS_Os01g014180,-7.451273e-01, 2.6032699001, 4.001941e+00,7.965296e-02,0.3789637799,Not_significant,6.799622e+00,7.326203e+00,6.900829e+00,7.953421e+00,1.788221e+00,4.893371e+00,4.758399e+00,7.898441e+00
1421,AGIS_Os01g014210, 1.764169e+00,-1.1105617785, 1.592105e+00,2.417631e-01,0.5789722041,Not_significant,2.579167e-01,7.095596e-02,2.974495e-02,6.448720e-01,1.455529e+00,2.454356e-01,5.727702e-01,1.910913e-01
1422,AGIS_Os01g014220,-1.340350e-01, 2.2744606689, 1.008003e-01,7.588205e-01,0.9019353429,Not_significant,6.236895e+00,4.239619e+00,5.294602e+00,3.947398e+00,2.079327e+00,5.614338e+00,5.375228e+00,5.630824e+00
1423,AGIS_Os01g014230, 5.878087e-01, 5.4656284681, 6.996395e+00,2.863584e-02,0.2428877749,Not_significant,3.519391e+01,2.861299e+01,4.057212e+01,3.505759e+01,7.477259e+01,4.394830e+01,5.306936e+01,4.201461e+01
1424,AGIS_Os01g014240,-5.415471e-01, 1.4206674428, 1.832876e+00,2.115992e-01,0.5529857202,Not_significant,3.141894e+00,2.696327e+00,4.521233e+00,2.208198e+00,1.351562e+00,2.270279e+00,2.555436e+00,2.382272e+00
1425,AGIS_Os01g014250,-1.007025e-01, 4.0211704303, 1.541810e-01,7.045748e-01,0.8768576937,Not_significant,1.627220e+01,1.550388e+01,1.619613e+01,1.768513e+01,1.122836e+01,2.035581e+01,1.134526e+01,2.100730e+01
1426,AGIS_Os01g014260, 7.643243e-01, 1.1954503366, 2.375499e+00,1.609775e-01,0.4968710130,Not_significant,2.016440e+00,2.341547e+00,7.882412e-01,1.641492e+00,4.096274e+00,1.764068e+00,3.106177e+00,2.305835e+00
1427,AGIS_Os01g014270,-7.025426e-01, 0.9199635716, 5.003852e-01,4.989758e-01,0.7700169676,Not_significant,2.766743e+00,2.075462e+00,1.576482e+00,1.231119e+00,1.039663e-01,1.948145e+00,8.371257e-01,4.280445e+00
1428,AGIS_Os01g014280,-1.968797e+00, 0.9188017728, 2.716863e+00,1.370549e-01,0.4677553740,Not_significant,3.329470e+00,1.614248e+00,2.141637e+00,2.833529e+00,3.742788e-01,1.487953e+00,0.000000e+00,3.044722e+00
1429,AGIS_Os01g014290,-1.055762e+00,-0.2419864872, 2.396037e+00,1.589815e-01,0.4940725408,Not_significant,1.946099e+00,8.692106e-01,8.626036e-01,8.207462e-01,5.406250e-01,4.601917e-01,4.626221e-01,5.477951e-01
1430,AGIS_Os01g014300,-3.704316e-01, 5.0915600435, 2.462892e+00,1.541035e-01,0.4880010624,Not_significant,3.887508e+01,4.065777e+01,2.973008e+01,4.367542e+01,3.952800e+01,2.228862e+01,2.927737e+01,2.847260e+01
1431,AGIS_Os01g014310,-2.770671e-01, 4.0706167867, 1.709512e+00,2.262026e-01,0.5653483603,Not_significant,1.845277e+01,2.103844e+01,1.594329e+01,1.797825e+01,1.788221e+01,1.552380e+01,1.286530e+01,1.445924e+01
1433,AGIS_Os01g014330,-2.212099e+00, 3.0747491147, 5.885855e+01,4.907474e-05,0.0058993840,DOWN,1.467780e+01,1.098044e+01,1.390577e+01,1.524243e+01,2.495192e+00,1.886786e+00,4.383895e+00,3.567038e+00
1434,AGIS_Os01g014340,-7.472230e-01, 3.9695189290, 4.885953e+00,5.730467e-02,0.3292718056,Not_significant,1.964856e+01,1.472336e+01,1.842700e+01,2.301998e+01,5.634975e+00,1.607603e+01,9.054175e+00,1.844668e+01
1435,AGIS_Os01g014350, 2.729300e-01, 5.5572977802, 1.504757e+00,2.536945e-01,0.5889536704,Not_significant,3.784341e+01,4.734537e+01,4.283273e+01,4.125227e+01,5.747259e+01,4.436248e+01,6.390794e+01,4.141586e+01
1436,AGIS_Os01g014360, 2.859035e-01, 0.0954220009, 2.257592e-01,6.469742e-01,0.8501188313,Not_significant,2.672955e+00,4.966918e-01,5.354091e-01,5.080810e-01,1.767428e+00,8.283450e-01,8.811849e-01,6.242316e-01
1437,AGIS_Os01g014370, 3.938431e-01, 2.2283863099, 1.335122e+00,2.801651e-01,0.6124527881,Not_significant,4.150114e+00,3.405886e+00,3.747864e+00,4.084189e+00,9.564903e+00,4.003668e+00,4.405925e+00,3.860044e+00
1438,AGIS_Os01g014380, 4.907020e-01, 2.4876736808, 2.234531e+00,1.720954e-01,0.5107169177,Not_significant,4.806629e+00,4.079968e+00,4.417125e+00,4.904936e+00,6.653846e+00,8.436847e+00,7.269776e+00,4.025657e+00
1439,AGIS_Os01g014390,-1.202775e-01, 1.1477959526, 8.423260e-02,7.787815e-01,0.9103721654,Not_significant,1.430265e+00,2.270591e+00,2.439086e+00,3.009403e+00,2.204086e+00,1.978824e+00,1.564103e+00,2.535145e+00
1440,AGIS_Os01g014400, 4.115739e-01, 5.8951592638, 3.508928e+00,9.669200e-02,0.4099296676,Not_significant,4.628432e+01,5.224133e+01,5.324347e+01,5.061268e+01,7.870252e+01,6.671245e+01,7.877793e+01,4.926334e+01
1441,AGIS_Os01g014410, 4.025091e-01,-1.2960883764, 1.279758e-01,7.294929e-01,0.8879487279,Not_significant,2.813637e-01,2.483459e-01,1.784697e-01,4.689978e-01,6.030048e-01,8.283450e-01,1.762370e-01,1.910913e-01
1442,AGIS_Os01g014420, 2.644238e-01, 2.6733515056, 9.519082e-01,3.568880e-01,0.6742272155,Not_significant,5.439698e+00,5.392653e+00,5.904373e+00,6.272846e+00,5.822115e+00,7.807919e+00,7.137598e+00,6.968463e+00
1445,AGIS_Os01g014450,-3.296029e-01, 2.3333251016, 5.135667e-01,4.935396e-01,0.7667430679,Not_significant,6.846516e+00,3.547798e+00,5.487944e+00,5.647515e+00,1.954567e+00,5.491621e+00,3.502710e+00,7.541737e+00
1449,AGIS_Os01g014490,-3.357276e-01, 3.1666326763, 1.092767e+00,3.257493e-01,0.6494653819,Not_significant,1.151246e+01,8.869496e+00,1.044048e+01,8.598293e+00,4.678485e+00,9.909461e+00,7.908635e+00,9.631002e+00
1450,AGIS_Os01g014500, 2.253484e-01, 1.4592974718, 3.594942e-01,5.648383e-01,0.8080182556,Not_significant,2.907425e+00,2.199635e+00,2.587811e+00,2.227740e+00,2.224880e+00,2.914547e+00,4.075480e+00,2.586102e+00
1451,AGIS_Os01g014510,-5.976610e-01, 3.5868027324, 6.356826e+00,3.482008e-02,0.2678332849,Not_significant,1.681148e+01,1.341068e+01,1.411398e+01,1.330781e+01,9.169831e+00,7.807919e+00,1.055219e+01,1.067563e+01
1452,AGIS_Os01g014520,-5.652491e-02, 3.5831604978, 4.362661e-02,8.396177e-01,0.9364975013,Not_significant,1.062148e+01,1.030635e+01,1.539301e+01,1.178357e+01,6.903365e+00,1.343760e+01,1.211629e+01,1.501978e+01
1454,AGIS_Os01g014540,-1.297574e+00,-0.0268560162, 5.715399e-01,4.708459e-01,0.7534279171,Not_significant,1.453712e+00,2.838239e-01,1.502120e+00,1.113870e+00,0.000000e+00,1.349896e+00,1.762370e-01,1.656125e+00
1455,AGIS_Os01g014550,-3.257083e+00,-1.3809219416, 4.188272e+00,7.412065e-02,0.3647583313,Not_significant,7.034092e-02,8.869496e-01,6.246440e-01,7.816630e-01,0.000000e+00,0.000000e+00,2.643555e-01,1.528730e-01
1456,AGIS_Os01g014560,-1.320111e+00, 0.6254085124, 5.108362e+00,5.277410e-02,0.3193768474,Not_significant,1.992993e+00,1.348163e+00,2.394469e+00,2.657654e+00,3.534855e-01,1.411254e+00,7.490072e-01,1.146548e+00
1457,AGIS_Os01g014570, 7.895019e-01, 3.7586326386, 5.432261e+00,4.741286e-02,0.3046695171,Not_significant,8.651933e+00,9.011408e+00,9.369660e+00,9.125916e+00,3.568125e+01,1.248653e+01,1.273312e+01,1.095590e+01
1458,AGIS_Os01g014580,-2.463750e-01, 2.0733474795, 3.758538e-01,5.564803e-01,0.8042873414,Not_significant,5.252122e+00,4.505704e+00,3.331435e+00,4.670437e+00,1.850601e+00,4.310462e+00,4.163599e+00,5.299599e+00
1459,AGIS_Os01g014590,-6.086781e-02, 5.6086210509, 6.724634e-02,8.017503e-01,0.9209369319,Not_significant,4.438512e+01,5.240098e+01,4.518258e+01,5.629928e+01,5.955192e+01,4.387161e+01,5.053596e+01,3.784882e+01
1461,AGIS_Os01g014610, 1.327901e+00, 5.6074684716, 2.253195e+01,1.363190e-03,0.0431457654,UP,1.880447e+01,2.311391e+01,4.930226e+01,2.301998e+01,8.753966e+01,4.730770e+01,8.234673e+01,5.832107e+01
1462,AGIS_Os01g014620, 1.448971e+00,-0.9570672238, 1.045682e+00,3.357772e-01,0.6587208873,Not_significant,1.875758e-01,0.000000e+00,9.072211e-01,3.517484e-01,8.941105e-01,4.295122e-01,7.930664e-01,2.802673e-01
1467,AGIS_Os01g014670, 1.159778e-01, 3.2793317431, 1.426050e-01,7.153106e-01,0.8809643396,Not_significant,8.417463e+00,9.383926e+00,9.369660e+00,8.617835e+00,1.765348e+01,7.669861e+00,7.776457e+00,8.509933e+00
1468,AGIS_Os01g014680,-6.820697e-01, 2.2843944106, 1.693875e+00,2.285308e-01,0.5686080824,Not_significant,5.345910e+00,6.208647e+00,6.766977e+00,3.791066e+00,1.372356e+00,5.414922e+00,2.357170e+00,7.401603e+00
1469,AGIS_Os01g014690,-5.603529e-01, 2.6096842917, 3.024977e+00,1.189950e-01,0.4415654977,Not_significant,7.292009e+00,4.399270e+00,8.432694e+00,9.067291e+00,3.721995e+00,5.261525e+00,5.573495e+00,4.802762e+00
1470,AGIS_Os01g014700,-1.929517e-01, 4.0582616602, 5.023845e-01,4.981443e-01,0.7692227155,Not_significant,2.021129e+01,2.091427e+01,1.689513e+01,1.281927e+01,1.033425e+01,1.731855e+01,1.813038e+01,1.637016e+01
