GeneID	WTmockLP_1	WTmockLP_2	WTmockLP_3	WTmockLP_4	WTmockHP_1	WTmockHP_2	WTmockHP_3	WTmockHP_4
AGIS_Os10g005560	233	273	472	301	137	440	326	420
AGIS_Os10g005570	0	0	0	0	0	0	0	0
AGIS_Os10g005580	0	0	0	0	0	0	0	0
AGIS_Os10g005590	127	37	297	138	107	187	242	257
AGIS_Os10g005600	304	287	763	419	285	445	446	408
AGIS_Os10g005610	2591	1845	2533	2224	3709	4271	3013	4782
AGIS_Os10g005620	0	0	0	0	0	0	0	0
AGIS_Os10g005630	1325	1507	1543	1350	449	1930	879	2623
AGIS_Os10g005640	0	0	0	0	0	0	0	0
AGIS_Os10g005650	87	96	349	87	308	374	402	389
AGIS_Os10g005660	0	0	0	0	0	0	0	10
AGIS_Os10g005670	0	0	0	0	0	0	0	0
AGIS_Os10g005680	0	0	0	0	0	0	0	0
AGIS_Os10g005690	112	159	310	92	189	295	256	351
AGIS_Os10g005700	0	0	0	0	0	0	0	0
AGIS_Os10g005710	5	21	15	19	109	39	72	34
AGIS_Os10g005720	0	0	0	0	0	0	0	0
AGIS_Os10g005730	128	123	155	139	0	74	26	194
AGIS_Os10g005740	0	0	0	0	0	0	0	0
AGIS_Os10g005750	33	5	7	31	70	59	11	50
AGIS_Os10g005760	100	105	188	95	121	191	132	122
AGIS_Os10g005770	513	951	1028	885	966	771	400	801
AGIS_Os10g005780	119	177	135	111	38	94	79	137
AGIS_Os10g005790	0	0	0	0	0	0	0	0
AGIS_Os10g005800	0	0	0	1	0	0	0	0
AGIS_Os10g005810	471	606	886	553	109	779	80	1416
AGIS_Os10g005820	0	12	32	21	16	26	10	12
AGIS_Os10g005830	0	0	0	0	0	0	0	0
AGIS_Os10g005840	0	0	0	0	0	0	0	0
AGIS_Os10g005850	174	216	106	88	1	154	0	295
AGIS_Os10g005860	0	0	0	0	0	0	0	0
AGIS_Os10g005870	119	102	69	116	58	23	22	23
AGIS_Os10g005880	0	0	0	0	0	0	0	0
AGIS_Os10g005890	0	0	0	0	0	0	0	0
AGIS_Os10g005900	272	469	494	412	595	581	432	452
AGIS_Os10g005910	0	0	0	0	0	0	0	0
AGIS_Os10g005920	0	0	0	0	0	0	0	0
AGIS_Os10g005930	0	0	0	0	0	0	0	0
AGIS_Os10g005940	853	1686	1299	885	246	1042	257	731
AGIS_Os10g005950	0	0	0	0	0	0	0	0
AGIS_Os10g005960	0	0	0	0	0	0	0	0
AGIS_Os10g005970	2118	2965	3389	2013	1064	3279	1733	3780
AGIS_Os10g005980	0	0	0	0	0	0	0	0
AGIS_Os10g005990	2	18	28	11	0	4	0	3
AGIS_Os10g006000	0	36	4	0	0	0	0	4
AGIS_Os10g006010	0	0	0	0	0	0	0	0
AGIS_Os10g006020	0	0	0	0	0	0	0	0
AGIS_Os10g006030	0	0	0	0	0	0	0	0
AGIS_Os10g006040	0	0	0	0	0	0	0	0
AGIS_Os10g006050	0	0	0	0	0	0	0	0
AGIS_Os10g006060	0	0	0	0	0	0	0	0
AGIS_Os10g006070	0	0	0	0	0	0	0	0
AGIS_Os10g006080	0	0	0	0	0	0	0	0
AGIS_Os10g006090	0	0	0	0	0	0	0	0
AGIS_Os10g006100	0	0	0	0	0	0	0	0
AGIS_Os10g006110	0	0	0	0	0	0	0	0
AGIS_Os10g006120	0	0	0	0	0	0	0	0
AGIS_Os10g006130	0	0	0	0	0	0	0	0
AGIS_Os10g006140	0	0	0	0	0	0	0	0
AGIS_Os10g006150	0	0	0	0	0	0	0	0
AGIS_Os10g006160	63	22	114	74	30	36	53	52
AGIS_Os10g006170	0	0	30	0	0	13	0	36
AGIS_Os10g006180	0	0	0	0	0	0	0	0
AGIS_Os10g006190	161	196	265	197	8	153	8	225
AGIS_Os10g006200	6	16	8	6	14	2	42	13
AGIS_Os10g006210	7	0	14	52	6	36	18	26
AGIS_Os10g006220	27	50	77	18	0	12	34	8
AGIS_Os10g006230	31	52	94	19	100	54	45	79
AGIS_Os10g006240	0	0	0	0	0	0	0	0
AGIS_Os10g006250	37	79	102	3	48	92	16	106
AGIS_Os10g006260	0	0	0	0	0	0	0	0
AGIS_Os10g006270	0	0	0	0	0	0	0	0
AGIS_Os10g006280	0	0	0	0	0	0	0	0
AGIS_Os10g006290	0	0	0	0	0	0	0	0
AGIS_Os10g006300	0	0	0	0	0	0	0	0
AGIS_Os10g006310	0	0	0	0	0	0	0	0
AGIS_Os10g006320	2	16	4	0	20	60	3	35
AGIS_Os10g006330	0	34	9	39	50	141	24	196
AGIS_Os10g006340	0	0	0	0	0	0	0	0
AGIS_Os10g006350	0	0	0	0	0	0	0	0
AGIS_Os10g006360	0	0	0	0	0	0	0	0
AGIS_Os10g006370	276	179	256	191	53	313	141	376
AGIS_Os10g006380	4	0	22	0	6	2	0	4
AGIS_Os10g006390	0	0	0	0	0	0	0	0
AGIS_Os10g006400	0	0	0	0	0	0	0	0
AGIS_Os10g006410	0	0	0	0	10	0	0	0
AGIS_Os10g006420	112	171	194	139	302	247	239	226
AGIS_Os10g006430	0	0	0	0	0	0	0	0
AGIS_Os10g006440	0	0	0	0	0	0	0	0
AGIS_Os10g006450	0	0	0	0	0	0	0	0
AGIS_Os10g006460	141	349	371	376	0	0	0	0
AGIS_Os10g006470	0	0	0	0	0	0	0	0
AGIS_Os10g006480	0	0	0	0	0	0	0	0
AGIS_Os10g006490	0	0	0	0	0	0	0	0
AGIS_Os10g006500	0	0	0	0	0	0	0	0
AGIS_Os10g006510	0	0	0	0	0	0	0	0
AGIS_Os10g006520	0	0	0	0	0	0	0	0
AGIS_Os10g006530	0	0	0	0	0	0	0	0
AGIS_Os10g006540	0	0	0	0	0	0	0	0
AGIS_Os10g006550	0	0	0	0	0	0	0	0
AGIS_Os10g006560	0	0	0	0	0	0	0	0
AGIS_Os10g006570	0	0	0	0	0	0	0	0
AGIS_Os10g006580	0	0	0	0	0	0	0	0
AGIS_Os10g006590	0	0	0	0	0	0	0	0
AGIS_Os10g006600	0	0	0	0	0	0	0	0
AGIS_Os10g006610	0	0	0	0	0	0	0	0
AGIS_Os10g006620	0	0	0	0	0	0	0	0
AGIS_Os10g006630	0	0	0	0	0	0	0	0
AGIS_Os10g006640	0	0	0	0	0	0	0	0
AGIS_Os10g006650	0	0	0	0	0	0	0	0
AGIS_Os10g006660	0	0	0	0	0	0	0	0
AGIS_Os10g006670	0	0	0	0	0	0	0	0
AGIS_Os10g006680	0	0	0	0	0	0	0	0
AGIS_Os10g006690	0	0	0	0	0	0	0	0
AGIS_Os10g006700	0	0	0	0	0	0	0	0
AGIS_Os10g006710	76	76	92	50	245	234	173	208
AGIS_Os10g006720	0	0	0	0	0	0	0	0
AGIS_Os10g006730	0	0	0	0	0	0	0	0
AGIS_Os10g006740	883	1208	782	1688	531	868	811	1212
AGIS_Os10g006750	0	0	0	0	0	0	0	0
AGIS_Os10g006760	0	0	0	0	0	0	0	0
AGIS_Os10g006770	0	0	0	0	0	0	0	0
AGIS_Os10g006780	0	0	0	0	0	0	0	0
AGIS_Os10g006790	0	0	0	0	0	0	0	0
AGIS_Os10g006800	0	0	0	0	0	0	0	0
AGIS_Os10g006810	0	0	0	0	0	0	0	0
AGIS_Os10g006820	0	0	0	0	0	0	0	0
AGIS_Os10g006830	0	0	0	0	0	0	0	0
AGIS_Os10g006840	0	0	0	0	0	0	0	0
AGIS_Os10g006850	0	0	0	0	0	0	0	0
AGIS_Os10g006860	0	0	0	0	0	0	0	0
AGIS_Os10g006870	0	0	0	0	0	0	0	0
AGIS_Os10g006880	0	0	0	0	0	0	0	0
AGIS_Os10g006890	0	0	0	0	0	0	0	0
AGIS_Os10g006900	0	0	0	0	0	0	0	0
AGIS_Os10g006910	0	0	0	0	0	0	0	0
AGIS_Os10g006920	0	0	0	0	0	0	0	0
AGIS_Os10g006930	404	409	725	516	686	397	331	518
AGIS_Os10g006940	12702	12799	18516	14310	14956	15781	14918	15430
AGIS_Os10g006950	0	0	0	0	0	0	0	0
AGIS_Os10g006960	321	412	538	441	167	473	208	826
AGIS_Os10g006970	88	63	57	126	24	146	30	261
AGIS_Os10g006980	0	0	0	0	0	0	0	0
AGIS_Os10g006990	99	123	69	70	41	62	62	120
AGIS_Os10g007000	2	16	0	0	0	0	0	0
AGIS_Os10g007010	16	22	21	0	0	0	2	24
AGIS_Os10g007020	0	0	6	2	0	0	0	0
AGIS_Os10g007030	0	2	0	0	0	0	0	0
AGIS_Os10g007040	0	0	0	0	0	0	0	0
AGIS_Os10g007050	0	0	0	0	0	0	0	0
AGIS_Os10g007060	0	12	0	0	0	2	6	11
AGIS_Os10g007070	0	6	0	0	0	0	0	6
AGIS_Os10g007080	0	0	0	0	0	0	0	0
AGIS_Os10g007090	0	0	0	0	0	0	0	0
AGIS_Os10g007100	0	0	0	0	0	0	0	0
AGIS_Os10g007110	0	0	0	0	0	0	0	0
AGIS_Os10g007120	0	0	0	0	0	0	0	0
AGIS_Os10g007130	0	0	0	0	0	0	0	0
AGIS_Os10g007140	0	0	0	0	0	0	0	0
AGIS_Os10g007150	0	2	2	0	0	0	0	0
AGIS_Os10g007160	6	32	19	12	0	28	36	46
AGIS_Os10g007170	0	0	0	0	0	0	0	0
AGIS_Os10g007180	945	1861	2756	1071	2243	2622	3246	3376
AGIS_Os10g007190	1	4	5	12	12	0	0	54
AGIS_Os10g007200	0	0	0	0	0	0	0	0
AGIS_Os10g007210	0	0	2	0	2	0	0	4
AGIS_Os10g007220	0	0	0	0	0	0	0	0
AGIS_Os10g007230	0	0	0	0	0	0	0	0
AGIS_Os10g007240	509	595	739	522	596	933	761	1004
AGIS_Os10g007250	22	55	132	42	317	63	167	231
AGIS_Os10g007260	60	71	64	45	39	99	47	154
AGIS_Os10g007270	0	0	0	0	0	0	0	0
AGIS_Os10g007280	0	0	0	0	0	0	0	0
AGIS_Os10g007290	3128	5653	7169	4240	9003	6125	5844	7086
AGIS_Os10g007300	171	174	254	128	43	369	146	372
AGIS_Os10g007310	0	0	0	0	0	0	0	0
AGIS_Os10g007320	0	0	0	0	0	0	0	0
AGIS_Os10g007330	4	0	0	0	0	0	0	0
AGIS_Os10g007340	0	0	0	0	0	0	0	0
AGIS_Os10g007350	0	0	0	0	0	0	0	0
AGIS_Os10g007360	40	31	118	21	36	65	63	87
AGIS_Os10g007370	0	0	0	0	0	0	0	0
AGIS_Os10g007380	0	0	0	0	0	0	0	0
AGIS_Os10g007390	0	0	0	0	0	0	0	0
AGIS_Os10g007400	0	0	0	0	0	0	0	0
AGIS_Os10g007410	0	0	0	0	0	0	0	0
AGIS_Os10g007420	0	0	0	0	0	0	0	0
AGIS_Os10g007430	0	0	0	0	0	0	0	0
AGIS_Os10g007440	0	0	0	0	0	0	0	0
AGIS_Os10g007450	48	105	81	146	86	114	44	111
AGIS_Os10g007460	0	0	0	0	0	0	0	0
AGIS_Os10g007470	0	0	0	0	0	0	0	0
AGIS_Os10g007480	0	0	0	0	0	0	0	0
AGIS_Os10g007490	2950	3333	6234	4523	658	1638	1309	2355
AGIS_Os10g007500	4	0	4	0	0	0	0	0
AGIS_Os10g007510	16	10	8	12	0	0	0	12
AGIS_Os10g007520	0	18	18	6	10	0	0	0
AGIS_Os10g007530	286	450	325	379	234	520	167	682
AGIS_Os10g007540	0	0	0	0	0	0	0	0
AGIS_Os10g007550	0	0	0	0	0	0	0	0
AGIS_Os10g007560	28	14	15	8	53	13	28	26
AGIS_Os10g007570	0	0	0	0	0	0	0	0
AGIS_Os10g007580	0	0	0	0	0	0	0	0
AGIS_Os10g007590	0	0	0	0	0	0	0	0
AGIS_Os10g007600	0	0	0	0	0	0	0	0
AGIS_Os10g007610	72	77	117	24	22	94	28	184
AGIS_Os10g007620	0	0	0	0	0	0	0	0
AGIS_Os10g007630	0	0	0	0	0	0	0	0
AGIS_Os10g007640	0	0	0	0	0	0	0	0
AGIS_Os10g007650	0	0	0	0	0	0	0	0
AGIS_Os10g007660	0	0	0	0	0	0	0	0
AGIS_Os10g007670	0	0	0	0	0	0	0	0
AGIS_Os10g007680	0	0	0	0	0	0	0	0
AGIS_Os10g007690	0	0	0	0	0	0	0	0
AGIS_Os10g007700	0	0	0	0	0	0	0	0
AGIS_Os10g007710	0	0	0	0	0	0	0	0
AGIS_Os10g007720	0	0	0	0	0	0	0	0
AGIS_Os10g007730	0	0	0	0	0	0	0	0
AGIS_Os10g007740	0	0	0	0	0	0	0	0
AGIS_Os10g007750	0	0	0	0	0	0	0	0
AGIS_Os10g007760	0	0	0	0	0	0	0	0
AGIS_Os10g007770	0	0	0	0	0	0	0	0
AGIS_Os10g007780	0	0	0	0	0	0	0	0
AGIS_Os10g007790	0	0	0	0	0	0	0	0
AGIS_Os10g007800	0	0	0	0	0	0	0	0
AGIS_Os10g007810	0	0	0	0	0	0	0	0
AGIS_Os10g007820	0	0	0	0	0	0	0	0
AGIS_Os10g007830	0	0	0	0	0	0	0	0
AGIS_Os10g007840	0	0	0	0	0	0	0	0
AGIS_Os10g007850	0	0	0	0	0	0	0	0
AGIS_Os10g007860	0	0	0	0	0	0	0	0
AGIS_Os10g007870	0	0	0	0	0	0	0	0
AGIS_Os10g007880	0	0	0	0	0	0	0	0
AGIS_Os10g007890	0	0	0	0	0	0	0	0
AGIS_Os10g007900	16	16	33	24	12	33	19	36
AGIS_Os10g007910	0	0	0	0	0	0	0	0
AGIS_Os10g007920	0	0	0	0	0	0	0	0
AGIS_Os10g007930	0	0	0	0	0	0	0	0
AGIS_Os10g007940	0	0	0	0	0	0	0	0
AGIS_Os10g007950	0	0	0	0	0	0	0	0
AGIS_Os10g007960	0	0	0	0	0	0	0	0
AGIS_Os10g007970	120	182	231	223	218	298	169	293
AGIS_Os10g007980	0	0	6	0	0	4	0	0
AGIS_Os10g007990	0	0	18	1	0	0	0	0
AGIS_Os10g008000	0	0	0	0	0	0	0	0
AGIS_Os10g008010	0	0	0	0	0	0	0	0
AGIS_Os10g008020	0	0	0	0	0	0	0	0
AGIS_Os10g008030	26	109	58	98	126	121	81	134
AGIS_Os10g008040	0	0	0	0	0	0	0	0
AGIS_Os10g008050	27	33	29	39	21	78	18	12
AGIS_Os10g008060	0	0	0	0	0	0	0	0
AGIS_Os10g008070	0	0	0	0	0	0	0	0
AGIS_Os10g008080	0	0	0	0	0	0	0	0
AGIS_Os10g008090	0	0	0	0	0	0	0	0
AGIS_Os10g008100	0	0	0	0	0	0	0	0
AGIS_Os10g008110	88	81	68	117	30	10	56	163
AGIS_Os10g008120	0	0	0	0	0	0	0	3
AGIS_Os10g008130	122	151	220	67	199	217	310	245
AGIS_Os10g008140	0	0	0	0	0	0	0	0
AGIS_Os10g008150	0	0	0	0	0	0	0	0
AGIS_Os10g008160	0	0	0	0	0	0	0	0
AGIS_Os10g008170	0	74	0	17	0	0	0	0
AGIS_Os10g008180	294	487	427	347	298	261	339	327
AGIS_Os10g008190	0	0	0	0	0	0	0	0
AGIS_Os10g008200	0	0	0	0	0	0	0	0
AGIS_Os10g008210	0	0	0	0	0	0	0	0
AGIS_Os10g008220	0	0	0	0	0	0	0	0
AGIS_Os10g008230	0	0	0	0	0	0	0	0
AGIS_Os10g008240	0	0	4	0	0	0	0	0
AGIS_Os10g008250	0	0	0	0	0	0	0	0
AGIS_Os10g008260	0	0	0	0	0	0	0	0
AGIS_Os10g008270	0	0	0	0	0	0	0	0
AGIS_Os10g008280	6	12	0	8	0	10	0	34
AGIS_Os10g008290	0	0	0	0	0	0	0	0
AGIS_Os10g008300	0	0	0	0	0	0	0	0
AGIS_Os10g008310	0	0	0	0	0	0	0	0
AGIS_Os10g008320	3532	5223	6396	5188	7409	5695	4571	5831
AGIS_Os10g008330	0	0	0	0	0	0	0	0
AGIS_Os10g008340	0	0	0	0	0	0	0	0
AGIS_Os10g008350	0	0	0	0	0	0	0	0
AGIS_Os10g008360	66	161	71	140	0	26	38	48
AGIS_Os10g008370	0	0	0	0	0	0	0	0
AGIS_Os10g008380	0	0	0	0	0	0	0	0
AGIS_Os10g008390	0	0	0	0	0	0	0	0
AGIS_Os10g008400	2	60	55	26	12	28	26	65
AGIS_Os10g008410	10	0	1	6	0	10	0	8
AGIS_Os10g008420	0	0	0	0	0	0	0	10
AGIS_Os10g008430	115	118	122	115	6	137	92	193
AGIS_Os10g008440	0	0	0	0	0	0	0	0
AGIS_Os10g008450	0	0	0	0	0	0	0	0
AGIS_Os10g008460	1806	1858	2632	1921	1076	3425	2125	4537
AGIS_Os10g008470	0	0	0	0	0	0	0	0
AGIS_Os10g008480	0	0	0	0	0	0	0	0
AGIS_Os10g008490	13	11	4	2	0	2	0	5
AGIS_Os10g008500	2	0	4	0	0	8	0	16
AGIS_Os10g008510	10	4	4	0	0	14	0	22
AGIS_Os10g008520	2	0	11	0	69	34	32	16
AGIS_Os10g008530	0	0	0	0	0	0	0	0
AGIS_Os10g008540	0	0	0	0	0	0	0	0
AGIS_Os10g008550	0	0	0	0	0	0	0	0
AGIS_Os10g008560	261	216	311	208	16	263	16	360
AGIS_Os10g008570	0	0	0	0	0	0	0	0
AGIS_Os10g008580	0	0	0	0	0	0	0	0
AGIS_Os10g008590	0	0	0	0	0	0	0	0
AGIS_Os10g008600	257	418	388	450	523	445	444	332
AGIS_Os10g008610	0	0	0	0	0	0	0	0
AGIS_Os10g008620	0	0	0	0	0	0	0	0
AGIS_Os10g008630	781	884	1066	838	612	1197	1002	1452
AGIS_Os10g008640	0	0	0	2	0	0	0	0
AGIS_Os10g008650	0	0	0	0	0	0	0	0
AGIS_Os10g008660	616	781	1470	967	1683	1470	990	1410
AGIS_Os10g008670	0	0	0	0	0	0	0	0
AGIS_Os10g008680	4100	3958	6361	4464	2460	6126	3737	7373
AGIS_Os10g008690	0	0	0	0	0	0	0	0
AGIS_Os10g008700	0	0	0	0	0	0	0	0
AGIS_Os10g008710	0	0	0	0	0	0	0	0
AGIS_Os10g008720	927	1346	1204	846	1483	988	842	1498
AGIS_Os10g008730	0	0	16	0	0	0	0	16
AGIS_Os10g008740	11	0	66	6	57	24	41	22
AGIS_Os10g008750	0	0	0	0	0	0	0	0
AGIS_Os10g008760	208	280	315	238	252	332	166	483
AGIS_Os10g008770	0	0	0	0	0	0	0	0
AGIS_Os10g008780	0	0	0	0	0	0	0	0
AGIS_Os10g008790	0	0	0	0	0	0	0	0
AGIS_Os10g008800	0	0	12	0	10	4	6	18
AGIS_Os10g008810	0	0	0	0	0	0	0	0
AGIS_Os10g008820	0	0	0	0	0	0	0	0
AGIS_Os10g008830	0	0	0	0	0	0	0	0
AGIS_Os10g008840	0	0	0	0	0	0	0	0
AGIS_Os10g008850	0	0	0	0	0	0	0	0
AGIS_Os10g008860	0	0	0	0	0	0	0	0
AGIS_Os10g008870	0	0	0	0	43	22	8	18
AGIS_Os10g008880	0	0	0	48	0	8	0	0
AGIS_Os10g008890	0	0	0	0	0	0	0	0
AGIS_Os10g008900	0	0	0	0	0	0	0	0
AGIS_Os10g008910	0	0	0	0	0	0	0	0
AGIS_Os10g008920	0	0	0	0	0	0	0	0
AGIS_Os10g008930	0	0	0	0	0	0	0	0
AGIS_Os10g008940	0	0	0	0	0	0	0	0
AGIS_Os10g008950	0	0	0	0	0	0	0	0
AGIS_Os10g008960	11	0	6	8	5	0	0	12
AGIS_Os10g008970	0	0	0	0	0	0	0	0
AGIS_Os10g008980	964	1358	1439	1008	2342	1522	1040	1443
AGIS_Os10g008990	0	0	0	0	0	0	0	0
AGIS_Os10g009000	0	0	0	0	0	0	0	0
AGIS_Os10g009010	0	0	0	0	0	0	0	0
AGIS_Os10g009020	0	0	0	0	0	0	0	0
AGIS_Os10g009030	0	0	0	0	0	0	0	0
AGIS_Os10g009040	0	0	0	0	0	0	0	0
AGIS_Os10g009050	0	0	0	0	0	0	0	0
AGIS_Os10g009060	0	0	0	0	0	0	0	0
AGIS_Os10g009070	0	0	0	0	0	0	0	0
AGIS_Os10g009080	0	0	0	0	0	0	0	0
AGIS_Os10g009090	153	104	140	73	184	130	171	232
AGIS_Os10g009100	1814	2159	2207	1999	557	3014	971	2841
AGIS_Os10g009110	0	0	0	0	0	0	0	0
AGIS_Os10g009120	45	69	120	131	94	65	124	125
AGIS_Os10g009130	566	519	760	665	333	807	232	1381
AGIS_Os10g009140	133	152	106	81	6	294	46	380
AGIS_Os10g009150	0	0	0	0	0	0	0	0
AGIS_Os10g009160	0	0	0	0	0	0	0	0
AGIS_Os10g009170	0	0	0	0	0	0	0	0
AGIS_Os10g009180	0	0	0	0	0	0	0	0
AGIS_Os10g009190	0	0	0	0	0	0	0	0
AGIS_Os10g009200	0	0	0	0	0	0	0	0
AGIS_Os10g009210	0	0	0	0	0	0	0	0
AGIS_Os10g009220	0	0	0	0	0	0	0	0
AGIS_Os10g009230	185	259	287	242	86	177	106	390
AGIS_Os10g009240	0	0	0	0	0	0	0	0
AGIS_Os10g009250	0	0	0	0	0	0	0	0
AGIS_Os10g009260	2897	2150	2901	3767	381	899	684	1270
AGIS_Os10g009270	0	0	0	0	0	0	0	0
AGIS_Os10g009280	0	0	0	0	0	0	0	0
AGIS_Os10g009290	0	0	0	0	0	0	0	0
AGIS_Os10g009300	0	0	0	0	0	0	0	0
AGIS_Os10g009310	0	0	0	0	0	0	0	0
AGIS_Os10g009320	155	207	349	157	128	447	204	517
AGIS_Os10g009330	0	0	0	0	0	0	0	0
AGIS_Os10g009340	0	0	0	0	0	0	0	0
AGIS_Os10g009350	0	0	0	0	0	0	0	0
AGIS_Os10g009360	0	0	0	0	0	0	1	0
AGIS_Os10g009370	0	0	0	0	0	0	0	0
AGIS_Os10g009380	1524	2263	2140	1884	1245	2964	2047	3009
AGIS_Os10g009390	0	28	42	23	10	20	8	38
AGIS_Os10g009400	0	0	0	0	0	0	0	0
AGIS_Os10g009410	0	0	0	0	0	0	0	0
AGIS_Os10g009420	178	102	133	162	252	120	106	75
AGIS_Os10g009430	0	0	0	0	0	0	0	0
AGIS_Os10g009440	52	21	6	0	0	0	0	0
AGIS_Os10g009450	165	137	201	257	199	312	254	391
AGIS_Os10g009460	577	578	604	423	434	638	444	692
AGIS_Os10g009470	46	28	56	2	0	0	2	0
AGIS_Os10g009480	0	0	0	0	0	0	0	0
AGIS_Os10g009490	0	0	0	0	0	0	0	0
AGIS_Os10g009500	0	0	0	0	0	0	0	0
AGIS_Os10g009510	0	0	0	0	0	0	0	0
AGIS_Os10g009520	0	0	0	0	0	0	0	0
AGIS_Os10g009530	0	0	0	0	0	0	0	0
AGIS_Os10g009540	231188	477028	356377	422820	44268	20615	20698	25509
AGIS_Os10g009550	0	0	0	0	0	0	0	0
AGIS_Os10g009560	0	0	0	0	0	0	0	0
AGIS_Os10g009570	0	0	0	0	0	0	0	0
AGIS_Os10g009580	0	0	0	0	0	0	0	0
AGIS_Os10g009590	0	0	0	0	0	0	0	0
AGIS_Os10g009600	0	0	0	0	0	0	0	0
AGIS_Os10g009610	0	0	0	0	0	0	0	0
AGIS_Os10g009620	0	0	0	0	0	0	0	0
AGIS_Os10g009630	0	0	0	0	0	0	0	0
AGIS_Os10g009640	0	0	0	0	0	0	0	0
AGIS_Os10g009650	0	0	0	0	0	0	0	0
AGIS_Os10g009660	14	11	5	3	16	4	0	0
AGIS_Os10g009670	0	0	0	0	0	0	0	0
AGIS_Os10g009680	0	0	0	0	0	0	0	0
AGIS_Os10g009690	0	0	0	0	0	0	0	0
AGIS_Os10g009700	0	0	0	0	0	0	0	0
AGIS_Os10g009710	0	0	0	0	0	0	0	0
AGIS_Os10g009720	0	0	0	0	0	0	0	0
AGIS_Os10g009730	0	0	0	0	0	0	0	0
AGIS_Os10g009740	0	0	0	0	0	0	0	0
AGIS_Os10g009750	0	0	0	0	0	0	0	0
AGIS_Os10g009760	0	0	0	0	0	0	0	0
AGIS_Os10g009770	0	0	0	0	0	0	0	0
AGIS_Os10g009780	324	635	728	194	1017	559	748	695
AGIS_Os10g009790	0	0	0	0	0	0	0	0
AGIS_Os10g009800	0	2	0	0	0	0	0	0
AGIS_Os10g009810	0	0	0	0	0	0	0	0
AGIS_Os10g009820	0	0	0	0	0	0	0	0
AGIS_Os10g009830	1123	1435	1507	1323	192	1686	780	1922
AGIS_Os10g009840	29	30	108	56	0	48	38	98
AGIS_Os10g009850	0	0	0	0	0	0	0	0
AGIS_Os10g009860	0	0	0	0	0	0	0	0
AGIS_Os10g009870	105	136	106	60	114	223	102	218
AGIS_Os10g009880	72	58	106	88	66	92	18	330
AGIS_Os10g009890	10	10	16	15	0	0	13	14
AGIS_Os10g009900	0	0	0	0	0	0	0	0
AGIS_Os10g009910	0	0	0	0	0	0	0	0
AGIS_Os10g009920	0	0	0	0	0	0	0	0
AGIS_Os10g009930	0	0	0	0	0	0	0	0
AGIS_Os10g009940	0	0	0	0	0	0	0	0
AGIS_Os10g009950	0	0	0	0	0	0	0	0
AGIS_Os10g009960	0	0	0	0	0	0	0	0
AGIS_Os10g009970	0	3	0	0	0	0	0	0
AGIS_Os10g009980	0	0	0	0	0	0	0	0
AGIS_Os10g009990	14	0	0	0	0	0	0	0
AGIS_Os10g010000	0	0	0	0	0	0	0	0
AGIS_Os10g010010	0	0	0	0	0	0	0	0
AGIS_Os10g010020	8	10	0	0	0	0	14	0
AGIS_Os10g010030	0	0	0	0	0	0	0	0
AGIS_Os10g010040	20	10	38	25	71	50	33	86
AGIS_Os10g010050	0	0	0	0	0	0	0	0
AGIS_Os10g010060	0	0	0	0	0	0	0	0
AGIS_Os10g010070	334	382	299	324	356	366	260	556
AGIS_Os10g010080	0	0	12	0	0	0	0	0
AGIS_Os10g010090	0	0	0	0	0	0	0	0
AGIS_Os10g010100	0	0	0	0	0	0	0	0
AGIS_Os10g010110	0	0	0	0	0	2	0	0
AGIS_Os10g010120	0	0	0	0	0	0	0	0
AGIS_Os10g010130	0	0	0	0	0	0	0	0
AGIS_Os10g010140	0	0	0	0	0	0	0	0
AGIS_Os10g010150	0	0	0	0	0	0	0	0
AGIS_Os10g010160	0	0	0	0	0	0	0	0
AGIS_Os10g010170	0	0	0	0	0	0	0	0
AGIS_Os10g010180	0	0	0	0	0	0	0	0
AGIS_Os10g010190	0	0	0	0	0	0	0	0
AGIS_Os10g010200	112	224	254	149	32	73	34	180
AGIS_Os10g010210	24	108	168	71	160	52	84	169
AGIS_Os10g010220	0	0	0	0	0	0	0	0
AGIS_Os10g010230	0	0	0	0	0	0	0	0
AGIS_Os10g010240	148	180	172	213	28	131	26	318
AGIS_Os10g010250	0	0	0	0	0	0	0	0
AGIS_Os10g010260	0	0	0	1	0	0	0	0
AGIS_Os10g010270	0	0	0	0	0	0	0	0
AGIS_Os10g010280	0	0	0	0	0	0	0	0
AGIS_Os10g010290	25	14	4	27	0	27	6	37
AGIS_Os10g010300	13	0	16	12	0	1	0	31
AGIS_Os10g010310	47	22	8	18	6	29	0	84
AGIS_Os10g010320	24	56	46	25	0	47	0	53
AGIS_Os10g010330	214	230	234	138	141	377	148	458
AGIS_Os10g010340	0	0	0	0	0	0	0	0
AGIS_Os10g010350	0	0	0	0	0	0	0	0
AGIS_Os10g010360	0	0	0	0	0	0	0	0
AGIS_Os10g010370	0	0	0	0	0	0	0	0
AGIS_Os10g010380	0	0	0	0	0	0	0	0
AGIS_Os10g010390	0	0	0	0	0	0	0	0
AGIS_Os10g010400	0	0	0	0	0	0	0	0
AGIS_Os10g010410	0	0	0	0	0	0	0	0
AGIS_Os10g010420	0	0	0	0	0	0	0	0
AGIS_Os10g010430	71	4	74	37	8	87	18	108
AGIS_Os10g010440	0	0	0	0	0	0	0	0
AGIS_Os10g010450	0	0	0	0	0	0	0	0
AGIS_Os10g010460	0	0	0	0	0	0	0	0
AGIS_Os10g010470	0	0	0	0	0	0	0	0
