,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmockWT_1,CPM.LPmockWT_2,CPM.LPmockWT_3,CPM.LPmockWT_4,CPM.LPmockpho2_1,CPM.LPmockpho2_2,CPM.LPmockpho2_3,CPM.LPmockpho2_4
31515,AGIS_Os06g039530, 2.162747e-01, 4.9680265032, 7.656536e-01,4.088574e-01,0.760199673,Not_significant,3.044170e+01,2.508285e+01,2.995866e+01,2.746892e+01,1.953536e+01,3.215561e+01,4.839424e+01,3.704892e+01
31516,AGIS_Os06g039540, 6.378539e-02, 5.0746418829, 1.323598e-01,7.260125e-01,0.911684919,Not_significant,2.884691e+01,3.239424e+01,3.555451e+01,3.472968e+01,3.693959e+01,2.872545e+01,3.499877e+01,3.710645e+01
31517,AGIS_Os06g039550,-7.947100e-01, 6.0678264411, 2.056618e+01,2.237596e-03,0.228999532,Not_significant,8.257721e+01,8.718515e+01,8.180961e+01,8.825078e+01,5.505420e+01,4.890086e+01,4.310001e+01,4.947526e+01
31518,AGIS_Os06g039560, 2.837543e-01, 9.1798836286, 1.348171e+00,2.811250e-01,0.684314580,Not_significant,4.727844e+02,4.170158e+02,5.719678e+02,6.186606e+02,8.667014e+02,5.031854e+02,5.672466e+02,6.220651e+02
31519,AGIS_Os06g039570, 9.020855e-01, 3.7947099964, 2.922898e+00,1.284389e-01,0.565076181,Not_significant,1.484560e+01,5.621405e+00,8.289604e+00,9.110393e+00,5.933735e+00,1.965159e+01,2.849646e+01,1.877375e+01
31520,AGIS_Os06g039580, 2.185405e-01, 3.5809475519, 1.292686e+00,2.904813e-01,0.689373518,Not_significant,1.017850e+01,1.133176e+01,9.956454e+00,1.251449e+01,1.015421e+01,1.258851e+01,1.469238e+01,1.401799e+01
31521,AGIS_Os06g039590, 8.684671e-01, 2.8164889045, 6.535947e+00,3.580413e-02,0.450196608,Not_significant,5.558307e+00,2.988595e+00,5.253555e+00,5.903062e+00,4.972637e+00,1.056083e+01,1.076612e+01,1.004846e+01
31522,AGIS_Os06g039600,-1.561409e-01, 3.5446916908, 6.549189e-01,4.432082e-01,0.778254154,Not_significant,1.519740e+01,9.606199e+00,1.196560e+01,1.192419e+01,1.602526e+01,9.699064e+00,8.936235e+00,9.722464e+00
31523,AGIS_Os06g039610,-2.221065e-01, 4.2579320834, 1.445759e+00,2.656989e-01,0.670374238,Not_significant,1.679219e+01,2.545643e+01,1.973432e+01,1.979494e+01,1.182568e+01,1.970228e+01,2.126575e+01,1.817928e+01
31528,AGIS_Os06g039660, 9.606618e-01, 4.5003718336, 4.733321e+00,6.370837e-02,0.492277116,Not_significant,2.352313e+01,9.357149e+00,1.976408e+01,1.013359e+01,1.404039e+01,3.474090e+01,3.411048e+01,3.509292e+01
31529,AGIS_Os06g039670, 1.089258e+00,-1.3522723187, 1.595913e+00,2.442394e-01,0.654299435,Not_significant,9.381109e-02,2.134711e-01,5.357733e-01,1.377381e-01,2.507212e-01,7.603796e-01,3.908492e-01,4.218821e-01
31530,AGIS_Os06g039680,-3.833619e-01, 3.2525346803, 2.829444e+00,1.335117e-01,0.570558748,Not_significant,1.045994e+01,1.305731e+01,8.096130e+00,1.143226e+01,1.055118e+01,7.350336e+00,7.568262e+00,7.440466e+00
31531,AGIS_Os06g039690, 1.030832e+00, 3.6170549949, 1.865638e+00,2.117360e-01,0.631071241,Not_significant,1.029577e+01,4.998781e+00,5.640502e+00,7.634627e+00,2.110237e+00,1.806324e+01,3.071720e+01,1.839022e+01
31532,AGIS_Os06g039700,-3.242321e-01, 1.3125529182, 9.773358e-01,3.535935e-01,0.728852666,Not_significant,3.189577e+00,2.188079e+00,2.470510e+00,3.069592e+00,2.172917e+00,2.450112e+00,2.238500e+00,1.802587e+00
31533,AGIS_Os06g039710, 8.499425e-02, 2.5585311580, 6.839897e-02,8.007585e-01,0.938000575,Not_significant,4.573291e+00,6.475290e+00,5.461911e+00,5.470171e+00,9.443832e+00,6.657546e+00,3.268921e+00,5.484467e+00
31536,AGIS_Os06g039740, 3.285817e-01, 5.2240970181, 2.444603e+00,1.592818e-01,0.590957755,Not_significant,3.609382e+01,2.449581e+01,3.818873e+01,3.386390e+01,3.159087e+01,4.291920e+01,4.468117e+01,4.688644e+01
31537,AGIS_Os06g039750,-3.224153e-01, 6.7160790927, 2.569871e+00,1.499870e-01,0.586008475,Not_significant,1.146137e+02,1.197751e+02,1.294488e+02,1.026543e+02,1.074549e+02,8.511182e+01,8.094132e+01,1.007723e+02
31538,AGIS_Os06g039760,-5.252930e-01, 5.4671532662, 8.001458e+00,2.363303e-02,0.403675431,Not_significant,5.785799e+01,6.318744e+01,4.501984e+01,4.222657e+01,4.772060e+01,3.401431e+01,3.544292e+01,2.813186e+01
31539,AGIS_Os06g039770, 3.786124e-01, 2.6610896998, 2.560436e+00,1.506381e-01,0.586489276,Not_significant,5.018893e+00,6.439711e+00,4.182008e+00,6.355630e+00,7.521636e+00,6.235113e+00,6.502310e+00,8.054112e+00
31543,AGIS_Os06g039810,-4.144067e-01, 1.7822243547, 2.091943e+00,1.884364e-01,0.613575495,Not_significant,3.635180e+00,3.557851e+00,3.274170e+00,5.056957e+00,3.113122e+00,2.027679e+00,3.073496e+00,3.490115e+00
31546,AGIS_Os06g039840, 7.172061e-01, 4.5629272836, 9.509529e+00,1.637765e-02,0.365446016,Not_significant,1.196091e+01,1.472950e+01,1.961526e+01,2.585541e+01,3.240572e+01,2.379143e+01,2.258043e+01,3.785433e+01
31547,AGIS_Os06g039850,-1.221845e-01,-0.1167169726, 4.736574e-02,8.335005e-01,0.949134023,Not_significant,5.628665e-01,9.784091e-01,1.518024e+00,5.312756e-01,2.507212e-01,1.233505e+00,9.948889e-01,9.779994e-01
31548,AGIS_Os06g039860,-9.398833e-01, 0.1931446285, 4.550676e+00,6.763506e-02,0.492959386,Not_significant,1.430619e+00,1.156302e+00,1.339433e+00,1.908657e+00,5.641227e-01,7.772769e-01,8.527620e-01,8.245877e-01
31549,AGIS_Os06g039870, 2.417903e-01, 0.0005261343, 2.468615e-01,6.334895e-01,0.873805592,Not_significant,6.566776e-01,6.404133e-01,1.086429e+00,1.180612e+00,1.086459e+00,9.124555e-01,1.350206e+00,7.862348e-01
31551,AGIS_Os06g039890,-9.577924e-01,-1.1938625810, 1.134852e+00,3.197471e-01,0.708585224,Not_significant,2.345277e-01,3.024174e-01,7.441296e-01,7.673981e-01,2.298278e-01,1.858706e-01,6.395715e-01,7.670583e-02
31552,AGIS_Os06g039900,-1.870023e-01, 3.3875674210, 9.123109e-01,3.691920e-01,0.737274248,Not_significant,1.102280e+01,1.238132e+01,9.733215e+00,1.131420e+01,1.046761e+01,8.786609e+00,9.984421e+00,9.741641e+00
31554,AGIS_Os06g039920,-3.340547e-01, 2.5668782076, 8.269519e-01,3.915938e-01,0.749653406,Not_significant,1.135114e+01,5.479091e+00,3.125344e+00,7.162382e+00,5.620334e+00,3.700514e+00,6.235822e+00,4.468115e+00
31556,AGIS_Os06g039940, 4.002528e-01, 3.1983540084, 1.594414e+00,2.447418e-01,0.654416520,Not_significant,1.017850e+01,6.742128e+00,8.646786e+00,5.804678e+00,6.038202e+00,1.277438e+01,1.241835e+01,1.052788e+01
31557,AGIS_Os06g039950, 4.191085e-01, 1.6626411250, 4.032084e-01,5.444186e-01,0.829970090,Not_significant,2.908144e+00,3.931426e+00,1.160842e+00,1.869303e+00,6.894833e-01,6.640649e+00,5.169869e+00,2.646351e+00
31558,AGIS_Os06g039960, 9.060725e-03, 3.0867020461, 1.672890e-03,9.684397e-01,0.992078456,Not_significant,9.850164e+00,6.510868e+00,7.218057e+00,1.007456e+01,7.396276e+00,8.178305e+00,6.733266e+00,1.171682e+01
31559,AGIS_Os06g039970, 6.396526e-01, 1.4143564511, 3.709785e+00,9.259152e-02,0.528314827,Not_significant,1.266450e+00,2.668389e+00,3.155110e+00,1.416735e+00,3.029548e+00,3.193594e+00,3.801897e+00,2.473763e+00
31560,AGIS_Os06g039980, 2.899920e-02, 4.9555968950, 2.669889e-02,8.745104e-01,0.963575259,Not_significant,3.182541e+01,3.241203e+01,3.074744e+01,2.752795e+01,3.196695e+01,2.620775e+01,3.517643e+01,3.208221e+01
31561,AGIS_Os06g039990,-1.733821e-01,-1.8096115694, 3.077511e-02,8.653740e-01,0.960624537,Not_significant,1.407166e-01,4.980992e-01,1.488259e-01,3.148300e-01,2.089343e-01,1.182813e-01,2.487222e-01,3.068233e-01
31562,AGIS_Os06g040000,-3.075454e-01, 4.1904027294, 2.608176e+00,1.473817e-01,0.583337064,Not_significant,1.859805e+01,2.047544e+01,2.055286e+01,2.064104e+01,1.993234e+01,1.693112e+01,1.350206e+01,1.513023e+01
31564,AGIS_Os06g040020,-1.438442e-01,-0.8272864570, 3.016134e-02,8.667181e-01,0.961248260,Not_significant,2.814333e-01,6.048347e-01,3.571822e-01,1.062551e+00,4.596556e-01,5.745090e-01,6.573373e-01,2.109410e-01
31567,AGIS_Os06g040050,-3.615823e-02, 5.1990312823, 4.234965e-02,8.424157e-01,0.952039988,Not_significant,3.442867e+01,3.846037e+01,3.792085e+01,3.740574e+01,3.917519e+01,3.697135e+01,3.960013e+01,2.960845e+01
31568,AGIS_Os06g040060, 1.123359e-01, 2.1728254559, 1.378382e-01,7.207039e-01,0.909572964,Not_significant,3.400652e+00,5.745930e+00,3.184875e+00,4.938895e+00,5.912842e+00,5.102992e+00,3.944024e+00,3.547645e+00
31569,AGIS_Os06g040070,-1.169625e+00,-0.5082965184, 8.806315e-01,3.774175e-01,0.741289527,Not_significant,8.912054e-01,1.351984e+00,2.083563e-01,8.067518e-01,3.760818e-01,5.069197e-02,1.350206e+00,3.068233e-01
31570,AGIS_Os06g040080,-3.801316e-01, 3.6486070859, 2.999558e+00,1.240346e-01,0.560456765,Not_significant,1.388404e+01,1.682864e+01,1.288832e+01,1.225869e+01,1.583722e+01,1.062842e+01,1.021538e+01,7.497995e+00
31571,AGIS_Os06g040090,-6.514999e-01, 5.0006567005, 6.693734e+00,3.418943e-02,0.445601663,Not_significant,3.407688e+01,3.406643e+01,3.527174e+01,5.053021e+01,4.011539e+01,1.889121e+01,1.931151e+01,2.356787e+01
31572,AGIS_Os06g040100,-4.900592e-01,-1.8408392482, 2.681907e-01,6.194324e-01,0.867531875,Not_significant,3.517916e-01,6.759918e-01,4.464778e-02,1.574150e-01,3.342949e-01,2.027679e-01,5.329762e-02,1.342352e-01
31573,AGIS_Os06g040110,-4.701930e-01, 2.2382371469, 2.860758e+00,1.316341e-01,0.568037045,Not_significant,5.370685e+00,4.518471e+00,5.521442e+00,6.237569e+00,4.721916e+00,4.443996e+00,2.842540e+00,3.796939e+00
31574,AGIS_Os06g040120,-4.868468e-02, 4.1897607584, 7.618171e-02,7.899724e-01,0.933988846,Not_significant,2.131857e+01,1.802052e+01,1.747216e+01,1.737468e+01,1.667296e+01,1.843498e+01,1.870747e+01,1.769987e+01
31575,AGIS_Os06g040130,-3.173062e-01, 5.3820792624, 1.290429e+00,2.911493e-01,0.690103280,Not_significant,3.724300e+01,5.415050e+01,4.567468e+01,4.346622e+01,6.134312e+01,3.224010e+01,3.363080e+01,2.558140e+01
31576,AGIS_Os06g040140, 7.639880e-02, 3.2348812185, 2.763725e-02,8.723821e-01,0.962692924,Not_significant,1.144495e+01,8.947996e+00,7.188292e+00,7.182059e+00,3.510097e+00,8.854198e+00,1.630907e+01,1.158258e+01
31578,AGIS_Os06g040160, 1.230705e-01, 2.0815609717, 8.506663e-02,7.784915e-01,0.930025712,Not_significant,2.509447e+00,3.095331e+00,5.908389e+00,4.525681e+00,6.853046e+00,4.089153e+00,3.162326e+00,3.413410e+00
31580,AGIS_Os06g040180, 2.714920e-01, 5.3390747103, 2.218162e+00,1.770892e-01,0.605256351,Not_significant,3.775896e+01,3.001048e+01,4.338276e+01,3.589062e+01,4.995620e+01,4.354441e+01,4.118130e+01,4.180468e+01
31582,AGIS_Os06g040200, 2.203319e+00, 0.8004489752, 5.981974e+00,4.231313e-02,0.459519391,Not_significant,2.814333e-01,4.980992e-01,2.544923e+00,1.770919e-01,4.826383e+00,1.824911e+00,1.403504e+00,2.071057e+00
31585,AGIS_Os06g040230, 8.872146e-02, 3.3327329708, 5.106890e-02,8.272825e-01,0.947114136,Not_significant,5.042346e+00,1.184765e+01,1.086429e+01,1.076325e+01,1.644313e+01,8.617636e+00,7.728155e+00,8.993759e+00
31586,AGIS_Os06g040240, 9.920291e-01,-1.4935751986, 3.970272e-01,5.474413e-01,0.832152967,Not_significant,0.000000e+00,2.846281e-01,6.548341e-01,9.838437e-02,5.432293e-01,1.520759e-01,2.131905e-01,5.752937e-01
31591,AGIS_Os06g040290, 1.044677e-02, 3.9225521105, 2.881671e-03,9.585876e-01,0.989553256,Not_significant,1.325082e+01,1.691758e+01,1.625179e+01,1.387220e+01,1.757138e+01,1.461619e+01,1.357313e+01,1.495764e+01
31592,AGIS_Os06g040300,-3.939421e-01, 3.8667789256, 3.988331e+00,8.316206e-02,0.519334676,Not_significant,1.730815e+01,1.926577e+01,1.537372e+01,1.406897e+01,1.531489e+01,1.127052e+01,1.062399e+01,1.319340e+01
31593,AGIS_Os06g040310, 3.002672e-01, 3.7712510872, 1.088317e+00,3.294745e-01,0.716033547,Not_significant,1.146841e+01,1.300395e+01,1.147448e+01,1.094034e+01,6.894833e+00,1.743804e+01,2.170990e+01,1.599317e+01
31596,AGIS_Os06g040340, 9.509097e-01, 3.3315221003, 4.483532e+00,6.958068e-02,0.496960936,Not_significant,9.123128e+00,6.101715e+00,6.384632e+00,4.840511e+00,4.805490e+00,1.573141e+01,1.703747e+01,1.620411e+01
31597,AGIS_Os06g040350,-1.020302e-01, 3.5748158677, 2.154135e-01,6.557257e-01,0.883732994,Not_significant,1.282867e+01,1.592139e+01,1.113218e+01,9.425223e+00,1.498059e+01,9.986319e+00,1.021538e+01,1.054705e+01
31600,AGIS_Os06g040380,-3.361510e-01, 2.6448094832, 1.820158e+00,2.165042e-01,0.635270749,Not_significant,6.214985e+00,9.054732e+00,5.089847e+00,7.516566e+00,6.706792e+00,5.863372e+00,4.654659e+00,4.640703e+00
31601,AGIS_Os06g040390, 1.092104e+00,-2.0890381842, 4.697843e-01,5.138200e-01,0.815512006,Not_significant,4.925082e-01,1.778926e-02,0.000000e+00,2.361225e-01,2.507212e-01,1.182813e-01,3.730834e-01,1.342352e-01
31605,AGIS_Os06g040430,-2.241823e-01, 4.0929895916, 8.418114e-01,3.875856e-01,0.747641417,Not_significant,1.402476e+01,1.585023e+01,2.332102e+01,2.034589e+01,2.005770e+01,1.380511e+01,1.312898e+01,1.568634e+01
31616,AGIS_Os06g040540,-8.539734e-01, 0.1339556274, 8.492113e-01,3.856140e-01,0.746888894,Not_significant,4.925082e-01,1.316405e+00,1.220373e+00,1.770919e+00,2.047557e+00,1.013839e-01,6.573373e-01,8.821171e-01
31617,AGIS_Os06g040550, 4.366170e-01, 5.6725335499, 6.485125e+00,3.610244e-02,0.450930050,Not_significant,3.947102e+01,4.434862e+01,4.476684e+01,4.419426e+01,5.242163e+01,5.412213e+01,5.916036e+01,6.924619e+01
31619,AGIS_Os06g040570,-1.595978e+00,-1.5984782920, 1.014042e+00,3.454836e-01,0.724449243,Not_significant,4.690554e-01,2.312603e-01,7.738948e-01,1.574150e-01,6.268030e-02,4.562278e-01,0.000000e+00,1.725881e-01
31630,AGIS_Os06g040680, 2.223667e-01, 0.9542006117, 3.044455e-01,5.971201e-01,0.856668794,Not_significant,1.383714e+00,1.209669e+00,1.726381e+00,2.380902e+00,7.730571e-01,1.909398e+00,2.380627e+00,3.432586e+00
31633,AGIS_Os06g040710, 6.711681e-02, 0.5107188302, 1.870815e-02,8.948114e-01,0.970537049,Not_significant,8.208470e-01,1.298616e+00,1.443611e+00,1.790596e+00,2.256491e+00,1.081429e+00,1.279143e+00,1.131411e+00
31636,AGIS_Os06g040740,-1.919121e-01,-0.8717679693, 2.502585e-02,8.785013e-01,0.964892963,Not_significant,7.035832e-01,8.894629e-02,1.101312e+00,2.361225e-01,6.268030e-02,9.293529e-01,6.573373e-01,2.684704e-01
31639,AGIS_Os06g040770,-4.088046e-01, 3.1529297342, 2.314621e+00,1.693646e-01,0.598157957,Not_significant,8.466451e+00,8.574422e+00,1.089406e+01,1.133388e+01,3.468310e+00,8.279689e+00,9.113893e+00,1.071964e+01
31641,AGIS_Os06g040790,-2.556511e-01, 2.3684897813, 7.174281e-01,4.233146e-01,0.768697659,Not_significant,5.417590e+00,6.066137e+00,4.315952e+00,5.883385e+00,8.273800e+00,3.852590e+00,3.482111e+00,3.739409e+00
31642,AGIS_Os06g040800, 4.535688e-01, 1.6927357799, 1.208294e+00,3.058815e-01,0.699783821,Not_significant,2.978502e+00,1.636612e+00,3.512292e+00,2.518640e+00,1.922196e+00,5.069197e+00,4.174980e+00,3.739409e+00
31643,AGIS_Os06g040810, 6.266837e-01, 5.0718766087, 5.657024e+00,4.685057e-02,0.465926762,Not_significant,3.184886e+01,1.971050e+01,3.183386e+01,2.205778e+01,2.586607e+01,4.100981e+01,5.011753e+01,4.633032e+01
31645,AGIS_Os06g040830,-2.216232e-01, 4.0725854794, 1.380955e+00,2.758014e-01,0.679764584,Not_significant,1.923127e+01,1.787820e+01,1.781446e+01,1.682373e+01,2.012038e+01,1.436273e+01,1.193867e+01,1.614658e+01
31647,AGIS_Os06g040850, 5.399324e-01, 0.3657556562, 1.291254e+00,2.907287e-01,0.689414624,Not_significant,6.097721e-01,1.102934e+00,1.949620e+00,6.296600e-01,1.713262e+00,1.182813e+00,1.652226e+00,1.150587e+00
31651,AGIS_Os06g040890, 1.037610e+00, 3.4276502432, 1.200848e+01,9.479421e-03,0.315819826,Not_significant,9.404562e+00,5.941612e+00,9.956454e+00,3.935375e+00,1.318376e+01,1.466688e+01,1.344877e+01,1.524528e+01
31654,AGIS_Os06g040920, 3.342125e-01, 1.5466228177, 7.007349e-01,4.285415e-01,0.771497379,Not_significant,3.330294e+00,1.423141e+00,1.994267e+00,3.561514e+00,3.175802e+00,4.410202e+00,2.007544e+00,3.183292e+00
31655,AGIS_Os06g040930,-5.245790e-03, 4.3715901620, 1.024943e-03,9.752936e-01,0.994142077,Not_significant,2.080261e+01,2.093796e+01,2.143093e+01,1.957849e+01,1.907571e+01,2.193273e+01,2.185203e+01,1.969422e+01
31656,AGIS_Os06g040940, 8.787789e-01, 4.5032073465, 7.343066e+00,2.845012e-02,0.426224668,Not_significant,2.016938e+01,1.327079e+01,1.406405e+01,1.503313e+01,1.539846e+01,3.463952e+01,3.830322e+01,3.024127e+01
31658,AGIS_Os06g040960,-2.988883e-01,-0.0714895925, 1.944056e-01,6.717741e-01,0.889251707,Not_significant,1.289902e+00,1.778926e+00,1.116194e+00,1.377381e-01,1.378967e+00,4.055358e-01,8.705278e-01,3.451762e-01
31659,AGIS_Os06g040970, 1.610093e+00, 0.1667190703, 5.585815e+00,4.792775e-02,0.465926762,Not_significant,9.615637e-01,3.024174e-01,2.678867e-01,7.477212e-01,8.775242e-01,2.365625e+00,1.741056e+00,1.419058e+00
31660,AGIS_Os06g040980,-8.973740e-01, 3.5259972144, 1.127113e+01,1.104602e-02,0.330356518,Not_significant,1.092899e+01,1.944366e+01,1.326039e+01,1.605633e+01,9.924381e+00,9.056966e+00,7.852516e+00,5.331055e+00
31661,AGIS_Os06g040990,-6.547532e-01, 3.3045002205, 7.947737e+00,2.402856e-02,0.405240130,Not_significant,1.242997e+01,1.295058e+01,1.177213e+01,1.035004e+01,1.180479e+01,6.370291e+00,6.093695e+00,6.980231e+00
31662,AGIS_Os06g041000, 2.777032e-01, 3.1278078445, 3.222120e-01,5.869553e-01,0.851632640,Not_significant,1.062411e+01,6.332976e+00,6.042332e+00,7.300120e+00,3.113122e+00,1.164226e+01,1.410610e+01,1.047035e+01
31663,AGIS_Os06g041010,-3.269065e-01, 2.6176350800, 1.726549e+00,2.275152e-01,0.643223210,Not_significant,7.223454e+00,7.756116e+00,6.131628e+00,6.021124e+00,5.829268e+00,4.241228e+00,5.738377e+00,5.867996e+00
31664,AGIS_Os06g041020,-1.208446e-01,-0.0552564629, 6.535994e-02,8.050694e-01,0.939716951,Not_significant,8.912054e-01,9.606199e-01,7.143644e-01,1.259320e+00,5.641227e-01,8.786609e-01,8.527620e-01,1.284823e+00
31665,AGIS_Os06g041030, 5.037501e-01, 4.1571275133, 5.659383e+00,4.671899e-02,0.465926762,Not_significant,1.475179e+01,1.398236e+01,1.887113e+01,1.155033e+01,1.690279e+01,2.164547e+01,2.101703e+01,2.370210e+01
31666,AGIS_Os06g041040, 1.818037e-01, 6.5927269733, 9.961943e-01,3.492602e-01,0.726340199,Not_significant,1.047166e+02,7.547982e+01,9.652849e+01,8.547634e+01,1.024196e+02,8.705502e+01,1.068440e+02,1.133329e+02
31667,AGIS_Os06g041050,-2.104327e+00,-1.7337031943, 5.583353e+00,4.769588e-02,0.465926762,Not_significant,3.283388e-01,4.625207e-01,4.464778e-01,4.722450e-01,1.253606e-01,8.448662e-02,7.106350e-02,1.150587e-01
31668,AGIS_Os06g041060, 5.050649e-01, 3.2954931426, 6.712652e+00,3.376624e-02,0.444882531,Not_significant,8.419545e+00,7.756116e+00,7.485944e+00,8.579117e+00,1.393592e+01,1.098326e+01,1.083718e+01,1.025941e+01
31679,AGIS_Os06g041170, 6.402866e-01,-1.6352476465, 5.111554e-01,4.962306e-01,0.806366733,Not_significant,1.407166e-01,2.490496e-01,1.488259e-01,3.148300e-01,6.476965e-01,3.041518e-01,1.776587e-01,3.068233e-01
31680,AGIS_Os06g041180,-4.487983e-02, 1.0286096903, 4.160230e-03,9.502672e-01,0.987585346,Not_significant,1.805863e+00,1.263037e+00,2.455628e+00,1.672534e+00,2.507212e-01,3.717411e+00,2.380627e+00,2.454587e+00
31683,AGIS_Os06g041210,-8.146004e-02, 4.0257901467, 1.386852e-01,7.199496e-01,0.909476471,Not_significant,1.526775e+01,1.908787e+01,1.843953e+01,1.397058e+01,1.796835e+01,1.448101e+01,1.282696e+01,1.796834e+01
31685,AGIS_Os06g041230,-1.883407e-01, 5.0052023631, 1.013554e+00,3.453430e-01,0.724449243,Not_significant,3.189577e+01,3.308802e+01,3.540569e+01,3.559547e+01,3.771265e+01,2.656259e+01,3.053954e+01,2.583069e+01
31686,AGIS_Os06g041240,-4.636946e-02, 2.0936624603, 2.559313e-02,8.771110e-01,0.964515897,Not_significant,3.306841e+00,5.550248e+00,4.271304e+00,4.132144e+00,4.283154e+00,3.548438e+00,3.748599e+00,5.005056e+00
31688,AGIS_Os06g041260, 9.806364e-02, 0.6259503849, 3.259353e-02,8.615395e-01,0.959631470,Not_significant,5.159610e-01,2.188079e+00,9.822511e-01,2.125102e+00,6.894833e-01,1.892500e+00,2.771476e+00,8.629406e-01
31689,AGIS_Os06g041270,-1.350244e+00, 1.9500548650, 1.906808e+01,2.771247e-03,0.244378531,Not_significant,4.010424e+00,4.518471e+00,6.414397e+00,7.103352e+00,1.922196e+00,2.467009e+00,1.581163e+00,2.588822e+00
31690,AGIS_Os06g041280,-2.701912e-01, 4.4984411851, 2.232160e+00,1.758887e-01,0.604161433,Not_significant,2.685342e+01,2.518959e+01,2.110352e+01,2.559961e+01,2.051735e+01,1.919536e+01,2.291798e+01,1.915728e+01
31691,AGIS_Os06g041290, 2.877334e-01, 3.5609635360, 1.811950e+00,2.174769e-01,0.636074708,Not_significant,1.205473e+01,1.211448e+01,9.003968e+00,9.287485e+00,1.038404e+01,1.407547e+01,1.366196e+01,1.353858e+01
31692,AGIS_Os06g041300,-1.175557e+00, 0.9071915408, 1.115223e+01,1.119405e-02,0.331111673,Not_significant,2.228013e+00,2.223657e+00,2.723514e+00,2.931854e+00,8.775242e-01,8.110716e-01,1.527865e+00,1.380705e+00
31693,AGIS_Os06g041310,-1.168940e-01, 5.9676384016, 3.669103e-01,5.625232e-01,0.840551887,Not_significant,7.781630e+01,5.840213e+01,5.256532e+01,7.225348e+01,5.848072e+01,4.971193e+01,6.472108e+01,6.640807e+01
31694,AGIS_Os06g041320, 1.523030e-01, 4.0974416738, 7.304932e-01,4.191167e-01,0.766609365,Not_significant,1.632313e+01,1.544108e+01,1.690662e+01,1.591859e+01,1.757138e+01,2.020920e+01,1.559844e+01,1.867787e+01
31695,AGIS_Os06g041330, 5.401213e-01, 0.3546350722, 1.225910e+00,3.023653e-01,0.697562749,Not_significant,1.876222e+00,1.209669e+00,7.738948e-01,4.525681e-01,1.546114e+00,1.165915e+00,1.794353e+00,1.131411e+00
31697,AGIS_Os06g041350, 3.436117e-02, 5.2495596990, 4.127607e-02,8.443947e-01,0.952915433,Not_significant,3.759479e+01,4.118213e+01,3.348583e+01,3.809443e+01,3.752461e+01,3.898213e+01,4.057726e+01,3.660786e+01
31698,AGIS_Os06g041360,-1.878569e-01, 5.2872696524, 8.356540e-01,3.891251e-01,0.748246886,Not_significant,4.423193e+01,3.653913e+01,4.409712e+01,3.844861e+01,5.697639e+01,3.095590e+01,2.943805e+01,3.143021e+01
31699,AGIS_Os06g041370, 2.140333e+00,-2.1426927274, 1.401212e+00,2.728719e-01,0.677663916,Not_significant,1.876222e-01,0.000000e+00,1.934737e-01,0.000000e+00,4.178687e-02,4.393304e-01,4.441469e-01,1.917646e-01
31702,AGIS_Os06g041400,-7.805598e-01, 3.0468350437, 1.227610e+01,8.864100e-03,0.315819826,Not_significant,9.850164e+00,1.280827e+01,1.077500e+01,8.264287e+00,4.993531e+00,6.167523e+00,6.431246e+00,6.519996e+00
31704,AGIS_Os06g041420,-5.993671e-02, 5.9628871400, 1.264700e-01,7.318886e-01,0.913918710,Not_significant,6.979545e+01,5.374135e+01,6.962077e+01,6.152959e+01,6.861404e+01,5.265206e+01,6.178971e+01,6.096196e+01
31705,AGIS_Os06g041430,-1.321694e-01, 2.9271860395, 2.973606e-01,6.013376e-01,0.858623820,Not_significant,9.193487e+00,6.688761e+00,8.304486e+00,7.437858e+00,6.226243e+00,7.992435e+00,6.218056e+00,8.495171e+00
31708,AGIS_Os06g041460, 7.059291e-01,-2.1642844884, 3.607416e-01,5.657506e-01,0.841602584,Not_significant,1.876222e-01,1.423141e-01,2.083563e-01,1.967687e-02,4.805490e-01,2.872545e-01,5.329762e-02,1.150587e-01
