,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
39730,AGIS_Os08g029230,-2.789725e-01, 0.1133891479,9.304698e-02,7.683922e-01,0.914982019,Not_significant,1.220785e+00,1.474992e+00,5.032857e-01,1.204846e+00,8.936271e-01,7.998424e-01,5.303359e-01,1.331051e+00
39732,AGIS_Os08g029250,-1.146010e-01, 5.8541463898,2.895996e-01,6.056247e-01,0.841376261,Not_significant,7.493740e+01,5.731397e+01,6.426958e+01,4.529646e+01,5.465235e+01,5.104877e+01,6.209349e+01,5.251602e+01
39733,AGIS_Os08g029260, 2.306892e+00, 3.2569702971,1.213654e+01,8.894276e-03,0.214250277,Not_significant,7.512522e-01,3.371410e+00,4.730885e+00,4.475141e+00,2.332837e+01,1.392667e+01,8.617958e+00,1.665831e+01
39741,AGIS_Os08g029340,-8.587013e-01, 2.7611632801,2.095666e+00,1.874785e-01,0.585269331,Not_significant,1.525981e+01,7.164246e+00,7.951913e+00,4.417768e+00,2.351650e+00,3.199370e+00,6.275641e+00,6.977935e+00
39743,AGIS_Os08g029360, 3.347652e-02, 8.5727383374,2.337974e-02,8.823905e-01,0.960937681,Not_significant,4.583108e+02,3.486600e+02,3.105273e+02,3.945296e+02,3.847300e+02,3.543772e+02,4.056186e+02,3.886669e+02
39744,AGIS_Os08g029370, 6.566288e-01, 3.8001805244,1.827231e+00,2.151120e-01,0.606154132,Not_significant,3.991027e+00,1.460944e+01,4.630228e+00,1.962177e+01,2.102375e+01,2.404232e+01,3.668157e+00,1.915907e+01
39745,AGIS_Os08g029380, 9.785322e-01, 4.8448712945,4.131762e+00,7.820687e-02,0.471851879,Not_significant,9.578465e+00,1.836716e+01,7.649942e+00,4.214091e+01,5.305323e+01,5.533028e+01,8.573763e+00,3.452666e+01
39746,AGIS_Os08g029390,-3.708130e+00, 0.9887935458,8.717994e+00,1.931743e-02,0.297769726,Not_significant,6.150877e+00,3.406529e+00,2.919057e+00,1.376967e+00,2.821980e-01,3.293469e-01,0.000000e+00,7.663628e-01
39747,AGIS_Os08g029400,-9.293337e-01, 6.4051007161,1.953797e+01,2.421912e-03,0.117030054,Not_significant,8.066570e+01,1.312392e+02,1.333707e+02,9.871129e+01,4.162421e+01,5.424814e+01,7.460058e+01,6.284175e+01
39748,AGIS_Os08g029410,-2.102409e-01, 3.4548380542,5.313481e-01,4.875408e-01,0.781279193,Not_significant,1.037667e+01,9.341616e+00,1.358871e+01,1.348280e+01,9.594733e+00,8.327771e+00,1.197675e+01,1.036606e+01
39751,AGIS_Os08g029440,-1.257253e+00, 5.9851694561,3.270548e+01,5.046349e-04,0.051628384,Not_significant,1.564483e+02,6.412703e+01,6.759126e+01,7.340953e+01,4.919652e+01,2.634775e+01,3.067109e+01,3.831814e+01
39752,AGIS_Os08g029450,-7.279316e-01, 7.0023133328,6.268032e+00,3.805991e-02,0.375564864,Not_significant,3.101263e+02,1.174375e+02,1.331191e+02,1.005186e+02,9.829898e+01,6.704562e+01,1.119893e+02,8.647799e+01
39778,AGIS_Os08g029710, 3.758639e-01, 2.7852710998,2.508658e-01,6.305747e-01,0.853755479,Not_significant,3.005009e+00,4.600570e+00,1.006571e+00,1.193371e+01,1.236968e+01,1.453831e+01,2.651679e-01,6.735925e+00
39784,AGIS_Os08g029770, 4.944085e-01, 3.5301308105,2.178482e+00,1.796110e-01,0.579947879,Not_significant,8.592447e+00,7.445197e+00,1.409200e+01,8.376546e+00,1.500353e+01,1.049205e+01,1.149061e+01,1.629529e+01
39786,AGIS_Os08g029790,-4.553054e-01, 6.1856624781,2.322524e+00,1.677804e-01,0.570472931,Not_significant,1.447569e+02,6.240621e+01,7.096328e+01,6.721318e+01,5.121894e+01,6.737496e+01,6.288900e+01,5.485544e+01
39788,AGIS_Os08g029810,-8.236879e-01,-0.0410552471,4.941725e-01,5.056610e-01,0.790016508,Not_significant,1.690317e+00,0.000000e+00,1.509857e+00,1.290906e+00,4.703301e-01,0.000000e+00,1.281645e+00,8.873674e-01
39791,AGIS_Os08g029840,-1.422148e-01, 2.1707402337,9.301931e-02,7.684255e-01,0.914982019,Not_significant,6.150877e+00,3.687480e+00,3.724314e+00,4.675949e+00,4.232970e+00,6.728086e+00,3.270405e+00,2.904112e+00
39793,AGIS_Os08g029860,-5.253727e-01, 0.0193496206,6.703529e-02,8.025424e-01,0.929367289,Not_significant,3.005009e+00,7.023771e-01,1.711171e+00,0.000000e+00,4.703301e-02,6.586938e-01,8.838931e-01,5.243535e-01
39794,AGIS_Os08g029870, 5.649972e-01, 2.9702124538,7.406394e-01,4.156469e-01,0.738578682,Not_significant,1.596411e+00,8.849952e+00,8.203556e+00,7.056953e+00,1.284001e+01,8.139573e+00,4.331076e+00,1.101142e+01
39795,AGIS_Os08g029880,-4.809310e-01, 5.0992423666,2.783979e+00,1.355467e-01,0.541940407,Not_significant,6.690840e+01,2.612843e+01,3.779675e+01,3.264558e+01,2.525672e+01,2.371298e+01,2.947784e+01,3.166288e+01
39796,AGIS_Os08g029890,-9.635599e-02, 4.4860249063,1.553924e-01,7.040886e-01,0.886989741,Not_significant,3.033181e+01,2.191417e+01,2.108767e+01,1.930622e+01,2.318727e+01,1.990196e+01,2.474901e+01,1.815070e+01
39797,AGIS_Os08g029900, 1.909659e+00,-0.7829011757,1.051102e+00,3.366176e-01,0.689439472,Not_significant,0.000000e+00,5.619017e-01,0.000000e+00,1.032725e+00,3.762640e-01,9.409911e-01,5.303359e-01,4.840186e-01
39798,AGIS_Os08g029910, 5.183830e-01, 2.9958475719,1.724873e+00,2.269325e-01,0.613353683,Not_significant,3.005009e+00,1.018447e+01,5.234171e+00,8.319173e+00,8.936271e+00,1.105665e+01,5.303359e+00,1.109209e+01
39799,AGIS_Os08g029920,-2.047736e-01, 3.1959646405,3.595148e-01,5.659360e-01,0.822479719,Not_significant,7.653381e+00,1.120291e+01,1.182721e+01,8.347860e+00,8.042644e+00,8.986465e+00,6.629199e+00,9.962716e+00
39801,AGIS_Os08g029940,-3.650900e-01, 6.0143021306,2.468465e+00,1.562722e-01,0.561185398,Not_significant,8.930510e+01,6.883296e+01,7.438562e+01,5.723017e+01,4.679784e+01,6.638692e+01,6.991595e+01,4.360201e+01
39803,AGIS_Os08g029960,-2.050026e+00, 0.9296157560,2.731553e+00,1.387663e-01,0.542713061,Not_significant,5.869158e+00,3.371410e+00,9.562427e-01,8.892909e-01,6.114291e-01,1.599685e+00,0.000000e+00,1.290716e+00
39816,AGIS_Os08g030090, 6.307090e-01, 5.5575879437,7.877321e+00,2.376430e-02,0.323207828,Not_significant,3.084829e+01,4.389857e+01,2.919057e+01,4.463667e+01,4.632751e+01,5.735341e+01,6.364031e+01,6.021998e+01
39818,AGIS_Os08g030110, 7.055281e-03, 7.6550770186,1.206995e-03,9.731662e-01,0.992712072,Not_significant,2.099280e+02,2.008799e+02,2.057935e+02,1.867511e+02,1.836169e+02,1.931855e+02,2.168190e+02,2.148639e+02
39819,AGIS_Os08g030120,-7.115240e-02, 5.7359097362,1.139203e-01,7.447088e-01,0.905131667,Not_significant,3.784433e+01,7.108056e+01,5.219072e+01,5.875057e+01,4.068355e+01,5.344829e+01,5.758564e+01,5.408908e+01
39820,AGIS_Os08g030130, 7.388007e-01, 2.6395379424,1.671753e+00,2.337516e-01,0.618217277,Not_significant,1.220785e+00,7.901742e+00,1.308543e+00,1.098705e+01,6.490555e+00,1.275043e+01,2.253927e+00,6.211572e+00
39822,AGIS_Os08g030150, 3.817441e-01, 4.5149190971,1.591100e+00,2.443212e-01,0.625061863,Not_significant,2.281928e+01,1.861299e+01,2.048373e+01,1.626542e+01,1.570902e+01,2.851203e+01,3.186435e+01,2.799241e+01
39825,AGIS_Os08g030180,-3.475413e-02, 1.2619844810,2.841838e-03,9.588380e-01,0.987160320,Not_significant,6.010017e+00,1.439873e+00,5.032857e-01,2.008076e+00,3.010112e+00,1.364437e+00,5.303359e-01,3.670474e+00
39827,AGIS_Os08g030200,-1.753436e+00, 4.8472985779,1.359075e+01,6.678795e-03,0.187962235,Not_significant,4.615506e+01,4.270453e+01,2.843564e+01,3.935829e+01,5.074861e+01,9.504010e+00,5.524332e+00,7.179609e+00
39828,AGIS_Os08g030210,-6.947261e-02, 4.5494249885,5.677214e-02,8.179325e-01,0.934603052,Not_significant,3.075439e+01,1.647074e+01,3.205930e+01,1.818743e+01,2.488046e+01,2.324248e+01,1.904790e+01,2.206318e+01
39829,AGIS_Os08g030220,-7.165612e-01, 6.0434601964,4.488326e+00,6.859026e-02,0.454738267,Not_significant,1.565891e+02,5.187055e+01,8.329378e+01,4.779221e+01,4.026025e+01,5.236615e+01,6.240286e+01,3.246958e+01
39840,AGIS_Os08g030330, 8.037046e-02, 4.8764176793,1.237779e-01,7.343729e-01,0.900279048,Not_significant,2.511999e+01,3.104507e+01,2.868728e+01,2.900236e+01,3.362860e+01,2.818268e+01,2.735649e+01,3.129987e+01
39841,AGIS_Os08g030340, 8.127550e-01, 2.9488594441,1.873736e+00,2.099395e-01,0.603142568,Not_significant,1.408598e+00,7.726148e+00,3.523000e+00,1.078624e+01,1.114682e+01,1.420897e+01,3.447183e+00,8.833339e+00
39842,AGIS_Os08g030350,-3.678023e+00, 0.3632896182,9.231751e+00,1.694164e-02,0.284294366,Not_significant,6.197830e+00,5.970205e-01,1.409200e+00,8.606041e-01,3.762640e-01,9.409911e-02,0.000000e+00,1.613395e-01
39843,AGIS_Os08g030360,-5.870598e-01, 5.9312958539,7.731590e+00,2.472215e-02,0.327542078,Not_significant,9.803841e+01,5.984253e+01,7.745566e+01,5.880795e+01,5.432312e+01,3.740440e+01,5.157516e+01,5.009592e+01
39844,AGIS_Os08g030370,-1.510161e+00, 1.4687551922,3.725278e+00,9.142643e-02,0.489407734,Not_significant,6.761270e+00,4.003550e+00,2.315114e+00,2.266257e+00,7.525281e-01,1.129189e+00,3.491378e+00,7.663628e-01
39845,AGIS_Os08g030380,-1.231812e-01, 5.2047785717,2.483494e-01,6.321701e-01,0.854555326,Not_significant,2.873540e+01,3.929800e+01,4.298060e+01,4.245647e+01,3.654465e+01,4.192115e+01,3.562089e+01,2.682270e+01
39847,AGIS_Os08g030400,-3.951745e-01, 2.3236605523,9.260888e-01,3.650221e-01,0.707869351,Not_significant,8.545493e+00,4.846402e+00,5.083185e+00,4.073526e+00,5.267697e+00,4.610856e+00,2.828458e+00,4.154493e+00
39848,AGIS_Os08g030410, 7.881074e-01,-0.0197488156,3.875586e-01,5.516735e-01,0.815333332,Not_significant,8.451587e-01,1.053566e+00,1.308543e+00,2.868680e-02,1.081759e+00,7.998424e-01,1.237450e+00,9.277023e-01
39850,AGIS_Os08g030430,-1.432666e-02, 7.1048653876,4.661036e-03,9.473026e-01,0.982633592,Not_significant,1.740088e+02,1.187368e+02,1.300993e+02,1.309839e+02,1.373364e+02,1.098607e+02,1.533113e+02,1.462139e+02
39852,AGIS_Os08g030450, 1.127619e-01, 6.4610744732,3.154669e-01,5.902570e-01,0.834425199,Not_significant,9.963482e+01,8.028170e+01,8.641415e+01,7.194650e+01,1.085992e+02,7.918440e+01,8.427921e+01,9.381894e+01
39853,AGIS_Os08g030460, 8.729329e-01, 4.7405480262,3.188241e+00,1.137631e-01,0.518075655,Not_significant,6.855176e+00,2.279214e+01,1.107228e+01,3.356356e+01,4.839696e+01,3.707505e+01,9.457657e+00,4.396502e+01
39854,AGIS_Os08g030470,-8.956297e-02, 3.0282595202,4.844713e-02,8.315495e-01,0.941045447,Not_significant,8.968073e+00,8.779714e+00,5.284499e+00,1.009775e+01,5.267697e+00,8.939415e+00,1.042994e+01,6.816595e+00
39863,AGIS_Os08g030560, 1.858192e-01,-0.1588537803,9.716900e-03,9.240134e-01,0.975958305,Not_significant,3.756261e-01,2.809508e-01,1.509857e+00,5.163624e-01,1.975386e+00,2.352478e-01,0.000000e+00,1.653730e+00
39864,AGIS_Os08g030570, 8.024321e-01, 6.1703462882,3.587228e+00,9.657474e-02,0.498075198,Not_significant,1.765443e+01,8.133527e+01,3.492802e+01,9.569917e+01,1.017794e+02,9.381681e+01,5.413845e+01,9.611803e+01
39865,AGIS_Os08g030580, 1.006876e-01, 4.0545758414,1.264818e-01,7.316201e-01,0.899258332,Not_significant,1.098706e+01,2.152786e+01,1.399134e+01,1.810137e+01,1.763738e+01,1.863162e+01,1.383293e+01,1.754567e+01
39866,AGIS_Os08g030590,-7.456556e-03, 6.3553884699,1.457066e-03,9.705185e-01,0.991906237,Not_significant,7.019512e+01,7.852576e+01,9.602690e+01,8.353597e+01,7.736929e+01,7.829046e+01,9.563724e+01,7.478087e+01
39867,AGIS_Os08g030600, 4.313572e-01, 1.8746243397,4.902771e-01,5.045643e-01,0.789463770,Not_significant,7.512522e-01,3.020222e+00,3.372014e+00,6.511904e+00,3.433409e+00,4.328559e+00,3.137821e+00,4.073823e+00
39869,AGIS_Os08g030620,-4.632153e-01, 9.3246186972,2.465635e+00,1.567746e-01,0.561450524,Not_significant,1.049546e+03,5.810766e+02,8.998244e+02,4.741355e+02,4.162421e+02,4.246693e+02,7.308470e+02,5.525879e+02
39870,AGIS_Os08g030630,-4.343948e-01, 3.9652310365,2.380192e+00,1.627762e-01,0.565652150,Not_significant,1.530676e+01,1.618979e+01,2.576823e+01,1.488845e+01,1.453320e+01,1.218583e+01,1.370034e+01,1.173745e+01
39871,AGIS_Os08g030640, 3.285334e-01, 4.8093719728,1.483984e+00,2.593625e-01,0.635144605,Not_significant,2.671641e+01,1.798085e+01,2.858663e+01,2.610499e+01,3.433409e+01,3.603996e+01,2.523515e+01,2.867810e+01
39872,AGIS_Os08g030650, 3.325346e-02, 3.3394860319,9.579005e-03,9.245244e-01,0.976117518,Not_significant,1.032972e+01,8.182693e+00,8.153228e+00,1.322462e+01,9.500667e+00,1.265633e+01,9.590241e+00,8.672000e+00
39874,AGIS_Os08g030670, 2.625953e-01, 5.7270684174,1.376855e+00,2.755321e-01,0.647104865,Not_significant,3.986332e+01,5.021996e+01,5.239204e+01,4.957080e+01,6.725720e+01,4.846104e+01,6.112121e+01,5.421008e+01
39876,AGIS_Os08g030690,-3.741457e-01, 6.4069846678,2.354645e+00,1.651827e-01,0.568080727,Not_significant,1.174771e+02,8.569001e+01,1.093640e+02,7.220468e+01,6.965588e+01,6.812776e+01,6.801558e+01,8.768803e+01
39878,AGIS_Os08g030710,-3.741678e-01, 6.8599256550,1.683454e+00,2.322718e-01,0.617379434,Not_significant,1.874844e+02,1.034250e+02,1.584343e+02,8.224506e+01,7.661677e+01,8.426575e+01,1.333795e+02,1.027733e+02
39880,AGIS_Os08g030730, 3.629916e-01, 2.0950182245,1.859205e-01,6.782418e-01,0.875099129,Not_significant,7.512522e-01,3.617242e+00,1.560186e+00,9.581392e+00,5.408796e+00,8.421870e+00,8.396985e-01,3.267125e+00
39881,AGIS_Os08g030740,-2.524572e-01, 1.0574272292,9.761267e-02,7.630126e-01,0.912682006,Not_significant,9.390652e-01,2.493439e+00,1.006571e+00,4.503828e+00,2.116485e+00,3.058221e+00,7.071145e-01,1.089042e+00
39886,AGIS_Os08g030790, 2.374062e-01, 2.6504157227,2.887334e-01,6.062947e-01,0.841654132,Not_significant,1.314691e+00,7.480316e+00,7.800928e+00,7.630690e+00,3.480442e+00,5.834145e+00,1.003219e+01,5.969563e+00
39892,AGIS_Os08g030850, 1.044537e-01, 3.5042583180,9.891702e-02,7.614636e-01,0.911910550,Not_significant,1.140964e+01,7.199365e+00,1.575284e+01,9.782200e+00,1.345144e+01,9.880407e+00,9.722825e+00,1.294750e+01
39896,AGIS_Os08g030890, 3.337620e-02, 5.4996428097,2.322216e-02,8.827841e-01,0.960983848,Not_significant,3.319596e+01,5.281876e+01,5.375091e+01,3.961647e+01,4.585718e+01,5.293075e+01,4.755345e+01,3.557537e+01
39897,AGIS_Os08g030900, 1.529391e+00, 5.6887668948,4.074792e+01,2.508606e-04,0.033927839,UP,2.629383e+01,2.454808e+01,2.586888e+01,2.759670e+01,5.738027e+01,9.475780e+01,9.059905e+01,6.497950e+01
39898,AGIS_Os08g030910,-4.705213e-01, 3.0536169294,1.901623e+00,2.064896e-01,0.599678896,Not_significant,1.065839e+01,7.620792e+00,1.142458e+01,7.917558e+00,5.314730e+00,5.834145e+00,1.140222e+01,5.606549e+00
39899,AGIS_Os08g030920, 1.922003e+00, 0.5291126321,2.827364e+00,1.329178e-01,0.540370602,Not_significant,7.512522e-01,2.107131e-01,1.509857e+00,2.294944e-01,9.876931e-01,2.917072e+00,1.679397e+00,2.662102e+00
39900,AGIS_Os08g030930,-3.876340e-01, 5.4426210458,1.879191e+00,2.093442e-01,0.602402586,Not_significant,5.850376e+01,4.210751e+01,4.680557e+01,4.770615e+01,2.318727e+01,4.083901e+01,4.269204e+01,4.541708e+01
39901,AGIS_Os08g030940,-7.885041e-01, 5.4201948516,7.759012e+00,2.481739e-02,0.327542078,Not_significant,8.320118e+01,4.965806e+01,5.017758e+01,3.666173e+01,2.657365e+01,2.780629e+01,3.681415e+01,3.101752e+01
39902,AGIS_Os08g030950,-1.282800e+00, 0.5908503958,2.108303e+00,1.858608e-01,0.584730827,Not_significant,3.192822e+00,1.264279e+00,2.516428e+00,1.176159e+00,4.703301e-01,5.175451e-01,1.193256e+00,1.089042e+00
39903,AGIS_Os08g030960, 2.114622e+00, 0.7095627618,3.485478e+00,1.006146e-01,0.500581678,Not_significant,6.573456e-01,4.214263e-01,5.032857e-02,2.208884e+00,1.787254e+00,2.446577e+00,2.651679e+00,2.178084e+00
39904,AGIS_Os08g030970, 1.451632e+00, 8.5820371080,1.533764e+01,4.862131e-03,0.162557917,Not_significant,2.902181e+02,1.483772e+02,2.270825e+02,1.511221e+02,2.972016e+02,5.499152e+02,8.290918e+02,5.721503e+02
39905,AGIS_Os08g030980, 6.307408e-01, 7.3653163794,8.050188e+00,2.268845e-02,0.317804655,Not_significant,1.484193e+02,1.042328e+02,1.713688e+02,9.360504e+01,1.618876e+02,1.831169e+02,2.910218e+02,1.648083e+02
39907,AGIS_Os08g031000, 7.316659e-01, 4.7388048553,2.868236e+00,1.305773e-01,0.537553949,Not_significant,8.545493e+00,1.885883e+01,2.405705e+01,3.026458e+01,3.913146e+01,3.439322e+01,1.674977e+01,4.093991e+01
39908,AGIS_Os08g031010,-6.197847e-01, 6.4596381734,7.207351e+00,2.870505e-02,0.345990432,Not_significant,1.465411e+02,9.759530e+01,8.938353e+01,9.492463e+01,6.749236e+01,7.043318e+01,7.959458e+01,5.747721e+01
39914,AGIS_Os08g031070,-4.977930e-01, 3.8749591304,3.277022e+00,1.091637e-01,0.511169282,Not_significant,1.713794e+01,1.633027e+01,1.615547e+01,1.853167e+01,1.415693e+01,1.293863e+01,1.100447e+01,1.044673e+01
39916,AGIS_Os08g031090, 2.579199e-02, 5.0322783278,1.217149e-02,9.149632e-01,0.971889952,Not_significant,3.249166e+01,3.747182e+01,2.752973e+01,3.172760e+01,3.057145e+01,3.321699e+01,3.964261e+01,2.847643e+01
39918,AGIS_Os08g031110, 4.121843e-03, 5.3071588797,4.111299e-04,9.843367e-01,0.996354309,Not_significant,4.108410e+01,3.480279e+01,4.081647e+01,4.116556e+01,4.218861e+01,3.683980e+01,3.752126e+01,4.166593e+01
39923,AGIS_Os08g031160,-3.596050e-01,-0.1448164708,1.288197e-01,7.292669e-01,0.898144260,Not_significant,1.032972e+00,1.720824e+00,3.019714e-01,4.016152e-01,5.173631e-01,2.023131e+00,1.767786e-01,4.033488e-01
39924,AGIS_Os08g031170, 1.877546e+00, 0.2804125864,4.092803e+00,7.893683e-02,0.472260844,Not_significant,5.634391e-01,2.458320e-01,9.059142e-01,1.721208e-01,9.876931e-01,1.364437e+00,4.154298e+00,7.260279e-01
39925,AGIS_Os08g031180,-5.656222e-02, 6.3941953253,7.903303e-02,7.859921e-01,0.922222055,Not_significant,5.587438e+01,9.155486e+01,1.307033e+02,6.947944e+01,5.846203e+01,8.586544e+01,1.047855e+02,7.550690e+01
39932,AGIS_Os08g031250, 1.674084e-02, 0.4223941136,3.666088e-04,9.852089e-01,0.996737119,Not_significant,1.126878e+00,1.474992e+00,1.207886e+00,1.061412e+00,2.069452e+00,1.082140e+00,7.955038e-01,1.250381e+00
39933,AGIS_Os08g031260,-1.492612e-01, 2.5874214151,1.663247e-01,6.944634e-01,0.882533574,Not_significant,7.700335e+00,4.776164e+00,7.045999e+00,5.163624e+00,8.183743e+00,3.528717e+00,5.480137e+00,5.566214e+00
39934,AGIS_Os08g031270, 8.036683e-02,-0.6788678927,2.477843e-03,9.617448e-01,0.988531365,Not_significant,9.390652e-01,4.916640e-01,0.000000e+00,3.442416e-01,4.232970e-01,1.929032e+00,0.000000e+00,2.420093e-01
39936,AGIS_Os08g031290, 2.447128e+00, 1.5672252296,6.929398e+00,3.128615e-02,0.358111790,Not_significant,1.878130e-01,6.672583e-01,5.032857e-01,2.208884e+00,3.997805e+00,1.124484e+01,9.722825e-01,3.307460e+00
39937,AGIS_Os08g031300, 9.422571e-01, 4.3384478452,6.091085e+00,4.018438e-02,0.381051158,Not_significant,5.963064e+00,2.198440e+01,7.750599e+00,2.455590e+01,2.709101e+01,3.208780e+01,1.586588e+01,2.585466e+01
39938,AGIS_Os08g031310,-3.261975e-01, 4.1300366929,1.165707e+00,3.129514e-01,0.675441300,Not_significant,9.484559e+00,2.735759e+01,2.003077e+01,2.283469e+01,1.288704e+01,1.594980e+01,1.493779e+01,1.589194e+01
39943,AGIS_Os08g031360,-1.042843e+00, 3.5556828092,7.073228e+00,3.002219e-02,0.350437441,Not_significant,2.629383e+01,1.155410e+01,1.353838e+01,1.239270e+01,5.455829e+00,6.116442e+00,9.678630e+00,8.389656e+00
39944,AGIS_Os08g031370, 3.560346e-02, 2.1413727481,6.856052e-03,9.361140e-01,0.979867079,Not_significant,7.418615e+00,3.055340e+00,3.573328e+00,3.585850e+00,5.032532e+00,4.234460e+00,3.889130e+00,3.872149e+00
39945,AGIS_Os08g031380,-3.211686e-02, 5.0468774017,2.152369e-02,8.871162e-01,0.962632748,Not_significant,3.343072e+01,3.968431e+01,3.160634e+01,2.888761e+01,2.826684e+01,3.481667e+01,3.354374e+01,3.355862e+01
39946,AGIS_Os08g031390, 4.171146e-02, 4.5631839306,7.161364e-03,9.347351e-01,0.979398488,Not_significant,4.850272e+01,2.026358e+01,1.746401e+01,1.210583e+01,1.453320e+01,2.121935e+01,2.161119e+01,3.279226e+01
39947,AGIS_Os08g031400, 1.558362e-01, 2.0092357934,1.087493e-01,7.503332e-01,0.907214304,Not_significant,2.394616e+00,3.125578e+00,3.623657e+00,5.622613e+00,2.774947e+00,6.163492e+00,2.695874e+00,5.122530e+00
39948,AGIS_Os08g031410,-8.941469e-01, 6.2787126117,9.579980e+00,1.563591e-02,0.275385372,Not_significant,1.966403e+02,7.852576e+01,7.398299e+01,6.534854e+01,6.029631e+01,3.683980e+01,6.673393e+01,4.210962e+01
39950,AGIS_Os08g031430, 3.266582e-01, 4.9044407249,1.713866e+00,2.281006e-01,0.614137898,Not_significant,1.906302e+01,2.570700e+01,3.019714e+01,3.198579e+01,3.546289e+01,3.265239e+01,3.018495e+01,3.367963e+01
39952,AGIS_Os08g031450, 4.413979e-01, 6.9025673963,2.134661e+00,1.838764e-01,0.582293427,Not_significant,1.435361e+02,9.032570e+01,9.718446e+01,7.538892e+01,9.246689e+01,1.400195e+02,1.895509e+02,1.280229e+02
39953,AGIS_Os08g031460, 6.771302e-01, 2.5652230651,3.364756e+00,1.052556e-01,0.505787172,Not_significant,3.192822e+00,4.776164e+00,4.781214e+00,4.991504e+00,4.797367e+00,1.020975e+01,6.850172e+00,7.098939e+00
39955,AGIS_Os08g031480,-8.438194e-01, 3.3349330566,2.723813e+00,1.392503e-01,0.543746193,Not_significant,3.235080e+01,6.602345e+00,8.153228e+00,8.233112e+00,5.032532e+00,3.905113e+00,7.955038e+00,7.865302e+00
39958,AGIS_Os08g031510,-7.170616e-01, 4.9781243537,7.987841e+00,2.316184e-02,0.318578053,Not_significant,4.545076e+01,3.336291e+01,4.484275e+01,3.230134e+01,1.754331e+01,2.488921e+01,3.124562e+01,2.186151e+01
39959,AGIS_Os08g031520,-1.197474e+00, 8.1217700120,1.001401e+01,1.411918e-02,0.262729581,Not_significant,6.991341e+02,3.130846e+02,3.027263e+02,2.618818e+02,1.256252e+02,1.212938e+02,1.756738e+02,2.282954e+02
39960,AGIS_Os08g031530, 9.578153e-01, 2.0400975841,4.108493e+00,7.846981e-02,0.471851879,Not_significant,1.220785e+00,3.898193e+00,3.824971e+00,2.352318e+00,3.527475e+00,4.140361e+00,8.087622e+00,5.203200e+00
39961,AGIS_Os08g031540, 6.304239e-01, 2.3352005784,1.257915e+00,2.960592e-01,0.663123344,Not_significant,1.220785e+00,6.216037e+00,1.509857e+00,7.745437e+00,6.584621e+00,8.610069e+00,1.679397e+00,6.090567e+00
39965,AGIS_Os08g031580,-1.891731e-01, 4.5126684665,6.522777e-01,4.434466e-01,0.754103421,Not_significant,2.159850e+01,2.391594e+01,3.241160e+01,1.939228e+01,2.027123e+01,1.877277e+01,2.669357e+01,1.891706e+01
39966,AGIS_Os08g031590,-6.932397e-01, 0.0636140769,4.863919e-01,5.059774e-01,0.790016508,Not_significant,3.756261e+00,3.863074e-01,2.013143e-01,9.753513e-01,1.363957e+00,4.704955e-01,1.767786e-01,4.033488e-01
39968,AGIS_Os08g031610, 2.655392e-01, 2.2464583000,4.345719e-01,5.289040e-01,0.801583663,Not_significant,4.742279e+00,4.389857e+00,4.227600e+00,3.585850e+00,4.703301e+00,4.657906e+00,5.966279e+00,5.041860e+00
39978,AGIS_Os08g031710,-8.418460e-02, 3.4258372247,7.316951e-02,7.938603e-01,0.925705087,Not_significant,1.131574e+01,1.243207e+01,1.202853e+01,8.003618e+00,7.431215e+00,1.195059e+01,1.272806e+01,9.438363e+00
