,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
17201,AGIS_Os03g052030,-1.540515e-01, 5.1846408003,5.515859e-01,4.796348e-01,0.775909003,Not_significant,3.155259e+01,3.961407e+01,4.680557e+01,3.422336e+01,2.652661e+01,3.938048e+01,4.339915e+01,2.879911e+01
17203,AGIS_Os03g052050,-8.610046e-01, 8.8001416142,1.506995e+01,4.983761e-03,0.164103156,Not_significant,7.657138e+02,5.036395e+02,6.287044e+02,4.134916e+02,3.363801e+02,2.619719e+02,3.821512e+02,2.734302e+02
17205,AGIS_Os03g052070,-1.866842e-01, 7.3921065011,6.598201e-01,4.410032e-01,0.752829665,Not_significant,1.562135e+02,1.958579e+02,1.947212e+02,1.652073e+02,2.009720e+02,1.341853e+02,1.571562e+02,1.388327e+02
17206,AGIS_Os03g052080, 1.641956e+00, 0.7324439676,5.623526e-01,4.757708e-01,0.773526102,Not_significant,0.000000e+00,9.833279e-01,2.013143e-01,2.926054e+00,3.950772e+00,5.645947e-01,3.358794e+00,6.050232e-01
17207,AGIS_Os03g052090, 7.892703e-01, 2.0758876083,1.047431e+00,3.374113e-01,0.690305982,Not_significant,7.982054e-01,4.846402e+00,7.045999e-01,8.175739e+00,5.314730e+00,9.080564e+00,1.502618e+00,2.581432e+00
17218,AGIS_Os03g052200,-5.919898e-01, 3.5782689485,2.598338e+00,1.474201e-01,0.552289347,Not_significant,2.173936e+01,1.155410e+01,1.363904e+01,1.015513e+01,7.149017e+00,1.030385e+01,1.396551e+01,6.413246e+00
17229,AGIS_Os03g052310,-1.442604e-01, 0.2060508439,1.748490e-02,8.981799e-01,0.966693020,Not_significant,1.220785e+00,9.833279e-01,2.113800e+00,3.442416e-01,3.762640e-01,1.317388e+00,9.722825e-01,1.290716e+00
17235,AGIS_Os03g052370, 4.367105e-01, 5.2219600377,3.873343e+00,8.586449e-02,0.481290453,Not_significant,5.103819e+01,2.352963e+01,2.461067e+01,2.277732e+01,8.583523e+01,2.550086e+01,3.619542e+01,2.847643e+01
17236,AGIS_Os03g052380, 1.910793e-01, 9.4514578761,6.889846e-01,4.314031e-01,0.747109146,Not_significant,5.375209e+02,6.883647e+02,8.308240e+02,5.467131e+02,5.100729e+02,7.204698e+02,9.287507e+02,8.375942e+02
17237,AGIS_Os03g052390,-5.883280e-01, 3.3480480338,9.293907e-01,3.645407e-01,0.707869351,Not_significant,1.267738e+01,8.779714e+00,1.152524e+01,1.115917e+01,1.787254e+00,1.420897e+01,1.454004e+01,6.130902e+00
17238,AGIS_Os03g052400,-2.334615e-01, 4.5852673368,6.322471e-01,4.505273e-01,0.758185251,Not_significant,3.145868e+01,2.258142e+01,2.878794e+01,1.942097e+01,1.533276e+01,1.825523e+01,3.394150e+01,2.161950e+01
17239,AGIS_Os03g052410, 6.786790e-01, 7.1662038631,5.071011e+00,5.592972e-02,0.425519332,Not_significant,1.520816e+02,9.657685e+01,1.126857e+02,7.547498e+01,1.199342e+02,1.667907e+02,2.828458e+02,1.420191e+02
17240,AGIS_Os03g052420,-3.584811e-01, 6.8980949223,2.021198e+00,1.946303e-01,0.591299592,Not_significant,8.470368e+01,1.563140e+02,1.603468e+02,1.375532e+02,1.076585e+02,9.367566e+01,1.305952e+02,8.264617e+01
17241,AGIS_Os03g052430,-8.233888e-02, 1.2955526382,1.738842e-02,8.984593e-01,0.966693020,Not_significant,1.408598e+00,3.266054e+00,2.113800e+00,3.069488e+00,2.727914e+00,2.775924e+00,1.856176e+00,1.734400e+00
17242,AGIS_Os03g052440,-7.705097e-02, 6.6929834543,1.446314e-01,7.139590e-01,0.891261403,Not_significant,1.013251e+02,1.220731e+02,1.027206e+02,9.856785e+01,9.213766e+01,9.866292e+01,9.793536e+01,1.136234e+02
17243,AGIS_Os03g052450, 6.316137e-01, 2.5210748510,1.622014e+00,2.401919e-01,0.622903713,Not_significant,4.413606e+00,3.687480e+00,7.045999e-01,8.778162e+00,1.279298e+01,8.327771e+00,9.280878e-01,5.606549e+00
17244,AGIS_Os03g052460, 2.070082e-01, 2.5803031076,2.167538e-01,6.544625e-01,0.863622722,Not_significant,2.441570e+00,5.092234e+00,6.995671e+00,8.060992e+00,4.938466e+00,8.845316e+00,4.949802e+00,5.848558e+00
17245,AGIS_Os03g052470,-3.261884e-01, 4.6343455549,8.422800e-01,3.868027e-01,0.721450817,Not_significant,3.178736e+01,1.833204e+01,3.538098e+01,2.317894e+01,1.053539e+01,2.277198e+01,3.226210e+01,2.379758e+01
17246,AGIS_Os03g052480, 2.394257e-01, 1.0013878674,1.335685e-01,7.245610e-01,0.896654152,Not_significant,2.065943e+00,1.158922e+00,2.415771e+00,1.549087e+00,2.210551e+00,1.929032e+00,2.121344e+00,1.936074e+00
17248,AGIS_Os03g052500, 2.957536e-01, 2.5576013185,5.380508e-01,4.848966e-01,0.779887110,Not_significant,1.047058e+01,2.809508e+00,3.372014e+00,5.249685e+00,8.795172e+00,4.093311e+00,6.673393e+00,5.001525e+00
17250,AGIS_Os03g052520, 1.121493e+00, 5.3784884806,7.250479e+00,2.855287e-02,0.345445502,Not_significant,1.366340e+01,4.298548e+01,5.938771e+00,6.689762e+01,5.037235e+01,6.389330e+01,2.713552e+01,6.118802e+01
17251,AGIS_Os03g052530,-8.496116e-02, 2.6970108635,3.132211e-02,8.641254e-01,0.953711400,Not_significant,1.206699e+01,4.354738e+00,4.227600e+00,6.712712e+00,5.032532e+00,7.339731e+00,6.938561e+00,4.557842e+00
17252,AGIS_Os03g052540, 3.154609e-01, 3.3650096377,3.334981e-01,5.802226e-01,0.829001967,Not_significant,1.281824e+01,5.127353e+00,1.001538e+01,5.220998e+00,2.393980e+01,5.975293e+00,3.270405e+00,1.544826e+01
17254,AGIS_Os03g052560, 2.174445e-01, 2.6602859279,2.685059e-01,6.188911e-01,0.847406995,Not_significant,6.573456e+00,5.583898e+00,5.737456e+00,4.762009e+00,3.762640e+00,6.775136e+00,8.176012e+00,8.550995e+00
17255,AGIS_Os03g052570,-1.374504e+00, 0.5528684302,2.188432e+00,1.786196e-01,0.579418776,Not_significant,5.070952e+00,1.123803e+00,1.509857e+00,8.032305e-01,7.995611e-01,6.586938e-01,3.535573e-01,8.066977e-01
17256,AGIS_Os03g052580,-3.355269e-01, 5.9710088712,1.565573e+00,2.478072e-01,0.627002899,Not_significant,8.470368e+01,4.007061e+01,8.747105e+01,6.924994e+01,3.931959e+01,4.460298e+01,6.350772e+01,7.223977e+01
17257,AGIS_Os03g052590,-2.815109e-01, 6.0563894860,1.484944e+00,2.590301e-01,0.635144605,Not_significant,6.648582e+01,7.020259e+01,8.097866e+01,6.976630e+01,4.016619e+01,5.326010e+01,6.867850e+01,8.220249e+01
17258,AGIS_Os03g052600,-2.517045e-01, 4.7343586225,7.839256e-01,4.029507e-01,0.731316763,Not_significant,4.676545e+01,2.595283e+01,2.385574e+01,2.117086e+01,2.257584e+01,2.310133e+01,2.863814e+01,2.024811e+01
17259,AGIS_Os03g052610,-2.203383e-02, 5.1628129176,1.009568e-02,9.225231e-01,0.975298577,Not_significant,3.070743e+01,3.701527e+01,4.705721e+01,3.029326e+01,3.583915e+01,3.251124e+01,3.871452e+01,3.380063e+01
17260,AGIS_Os03g052620, 8.513352e-02, 4.6220257170,1.409050e-01,7.174761e-01,0.893467300,Not_significant,2.535476e+01,2.036894e+01,3.049911e+01,1.947834e+01,2.633848e+01,2.361888e+01,2.961042e+01,2.109514e+01
17261,AGIS_Os03g052630,-4.255731e-01, 4.6152330638,3.356792e+00,1.056026e-01,0.505969488,Not_significant,3.479237e+01,2.546117e+01,2.556691e+01,2.642055e+01,2.271694e+01,2.244264e+01,1.820820e+01,1.980443e+01
17262,AGIS_Os03g052640,-4.804776e-01, 6.8085831132,3.747371e+00,9.063612e-02,0.487840345,Not_significant,1.769199e+02,9.984291e+01,1.542067e+02,9.572786e+01,7.624050e+01,9.000580e+01,1.212259e+02,8.196048e+01
17264,AGIS_Os03g052660,-8.567917e-02, 1.6916463772,1.551017e-02,9.041022e-01,0.968789574,Not_significant,3.662354e+00,2.247607e+00,4.932199e+00,1.549087e+00,1.834287e+00,1.740834e+00,2.872653e+00,6.372911e+00
17265,AGIS_Os03g052670, 6.074325e-01, 3.3848943492,3.568792e+00,9.685055e-02,0.498438551,Not_significant,1.267738e+01,5.057115e+00,7.599613e+00,8.433920e+00,1.425100e+01,1.096255e+01,1.290484e+01,1.105176e+01
17268,AGIS_Os03g052700,-7.708342e-02, 6.2783251778,1.316932e-01,7.264077e-01,0.897231227,Not_significant,9.404738e+01,7.655910e+01,7.876421e+01,6.942206e+01,7.177237e+01,6.779841e+01,7.650095e+01,8.542928e+01
17270,AGIS_Os03g052720,-7.704633e-01, 3.3858038415,6.825420e+00,3.192799e-02,0.359605496,Not_significant,1.488418e+01,1.116780e+01,1.620580e+01,1.009775e+01,8.701106e+00,7.386780e+00,8.971515e+00,5.566214e+00
17271,AGIS_Os03g052730,-8.498002e-01, 2.9360842217,4.554549e+00,6.672269e-02,0.451153724,Not_significant,1.638669e+01,7.761267e+00,9.260456e+00,6.282410e+00,5.361763e+00,6.492839e+00,3.844935e+00,5.203200e+00
17272,AGIS_Os03g052740,-3.045785e-01, 8.5585668975,6.574102e-01,4.420004e-01,0.753283200,Not_significant,7.520504e+02,2.747348e+02,3.994578e+02,2.884458e+02,2.186564e+02,2.771219e+02,4.729712e+02,3.322384e+02
17273,AGIS_Os03g052750, 1.119701e+00, 4.5605591550,3.638748e+00,9.461011e-02,0.495477292,Not_significant,3.145868e+00,2.995638e+01,5.737456e+00,3.585850e+01,3.043035e+01,4.135656e+01,1.564491e+01,2.593533e+01
17275,AGIS_Os03g052770, 2.100063e-01, 5.7395237923,8.401430e-01,3.871121e-01,0.721614522,Not_significant,3.249166e+01,5.798123e+01,5.193908e+01,5.806209e+01,5.484048e+01,5.617717e+01,5.939762e+01,5.586381e+01
17276,AGIS_Os03g052780, 3.897728e-01, 3.5884911009,1.002306e+00,3.474045e-01,0.696521732,Not_significant,1.840568e+01,1.095708e+01,5.838114e+00,7.659376e+00,1.589716e+01,8.280722e+00,1.427487e+01,1.427855e+01
17277,AGIS_Os03g052790, 1.763157e-01, 4.2109145013,2.818131e-01,6.105956e-01,0.843430630,Not_significant,1.140964e+01,1.861299e+01,1.353838e+01,2.561731e+01,2.196441e+01,2.733579e+01,1.140222e+01,1.758601e+01
17278,AGIS_Os03g052800, 3.323238e-01, 1.0055560544,1.741546e-01,6.878166e-01,0.878745628,Not_significant,2.723289e+00,2.142250e+00,1.207886e+00,5.737361e-01,1.034726e+00,3.105271e+00,3.889130e+00,7.663628e-01
17279,AGIS_Os03g052810, 9.950964e-01, 1.7928999291,1.872682e+00,2.100549e-01,0.603142568,Not_significant,2.347663e-01,3.757718e+00,6.140085e+00,9.753513e-01,2.210551e+00,2.305428e+00,9.059905e+00,2.420093e+00
17280,AGIS_Os03g052820,-1.856196e+00, 2.2828201064,4.253889e+00,7.472670e-02,0.465104408,Not_significant,7.042989e+00,2.528558e+00,6.089756e+00,1.256482e+01,4.703301e-01,5.692996e+00,2.165538e+00,1.653730e+00
17281,AGIS_Os03g052830,-2.776113e-01, 4.8588221054,1.085826e+00,3.291688e-01,0.684210051,Not_significant,4.300919e+01,2.946472e+01,2.898925e+01,2.576075e+01,2.389277e+01,2.041951e+01,3.151079e+01,2.843609e+01
17282,AGIS_Os03g052840,-7.404424e-03, 4.7790140388,9.950772e-04,9.756345e-01,0.993470550,Not_significant,1.854654e+01,3.139626e+01,3.039845e+01,3.043670e+01,2.426903e+01,2.978237e+01,2.647260e+01,2.766973e+01
17283,AGIS_Os03g052850, 2.211240e-01, 7.5736824558,8.090138e-01,3.958515e-01,0.726777775,Not_significant,1.380895e+02,1.557872e+02,2.664898e+02,1.500894e+02,1.547856e+02,1.877748e+02,2.096153e+02,2.607650e+02
17284,AGIS_Os03g052860,-1.928013e-01, 3.3138276737,3.216484e-01,5.867101e-01,0.832230587,Not_significant,1.540067e+01,9.306497e+00,6.744028e+00,1.104442e+01,1.067649e+01,6.257591e+00,9.855408e+00,9.599702e+00
17286,AGIS_Os03g052880,-4.105656e-01, 6.6563146196,2.803992e+00,1.343415e-01,0.541062057,Not_significant,1.834933e+02,9.141438e+01,1.098169e+02,8.324910e+01,8.710513e+01,6.666922e+01,1.023106e+02,8.224283e+01
17289,AGIS_Os03g052910, 4.036674e-02, 0.9497923393,3.704924e-03,9.530089e-01,0.984568451,Not_significant,2.159850e+00,1.545230e+00,2.214457e+00,1.434340e+00,2.210551e+00,1.881982e+00,1.679397e+00,1.694065e+00
17290,AGIS_Os03g052920, 6.897344e-01, 4.6879863931,3.299125e+00,1.086076e-01,0.510369426,Not_significant,9.484559e+00,2.036894e+01,2.320147e+01,2.745327e+01,4.030729e+01,3.025286e+01,2.346736e+01,3.101752e+01
17291,AGIS_Os03g052930,-5.832259e-01, 5.5830243819,7.607485e+00,2.557689e-02,0.330235202,Not_significant,7.362271e+01,4.948247e+01,6.467221e+01,4.348919e+01,4.007212e+01,3.392273e+01,4.176395e+01,3.581738e+01
17292,AGIS_Os03g052940, 1.654081e-01, 2.9476481428,1.278161e-01,7.303822e-01,0.898649204,Not_significant,8.263774e+00,5.583898e+00,1.077031e+01,3.901405e+00,4.280003e+00,5.692996e+00,1.171158e+01,1.089042e+01
17293,AGIS_Os03g052950, 3.874925e+00, 0.9555297174,5.007180e+00,5.716067e-02,0.429078767,Not_significant,4.695326e-02,2.107131e-01,0.000000e+00,3.327669e+00,3.621541e+00,6.069393e+00,4.419466e-01,1.129377e+00
17294,AGIS_Os03g052960,-3.545260e-01, 4.7296886384,2.207248e+00,1.769750e-01,0.578293810,Not_significant,1.953256e+01,3.613730e+01,3.840070e+01,2.550257e+01,2.036529e+01,2.446577e+01,2.961042e+01,1.758601e+01
17295,AGIS_Os03g052970,-3.292798e-01, 2.2863196926,5.682154e-01,4.733081e-01,0.772255495,Not_significant,3.850167e+00,6.040443e+00,4.630228e+00,6.483217e+00,4.703301e+00,6.257591e+00,2.342317e+00,4.033488e+00
17296,AGIS_Os03g052980,-9.082484e-01, 1.7672853396,2.379281e+00,1.630090e-01,0.565775546,Not_significant,4.460560e+00,3.511886e+00,5.334828e+00,3.212922e+00,1.410990e+00,1.223288e+00,2.740069e+00,4.678846e+00
17297,AGIS_Os03g052990,-1.244553e-01, 5.4782951883,3.423034e-01,5.751829e-01,0.826582207,Not_significant,5.169554e+01,4.151049e+01,5.269401e+01,3.921486e+01,3.790860e+01,3.655750e+01,5.595044e+01,4.045589e+01
17298,AGIS_Os03g053000,-3.483453e-01, 2.2471570020,7.440354e-01,4.143367e-01,0.737665918,Not_significant,5.258765e+00,5.583898e+00,6.341399e+00,3.844032e+00,3.668574e+00,4.610856e+00,4.154298e+00,3.872149e+00
17299,AGIS_Os03g053010, 1.651743e-01, 4.7361157384,5.491838e-01,4.805611e-01,0.776360338,Not_significant,2.812500e+01,2.349451e+01,2.169161e+01,2.696559e+01,3.231167e+01,2.587726e+01,2.673777e+01,2.734705e+01
17300,AGIS_Os03g053020,-7.756914e-01, 4.6313750897,8.444168e+00,2.052503e-02,0.304872196,Not_significant,4.230489e+01,2.135226e+01,3.180765e+01,2.911710e+01,2.412793e+01,1.571455e+01,1.206514e+01,2.113548e+01
17301,AGIS_Os03g053030, 1.016505e-01, 4.3958422154,1.613930e-01,6.987579e-01,0.884416256,Not_significant,2.286624e+01,2.233559e+01,1.459528e+01,2.140035e+01,2.657365e+01,2.074885e+01,2.010857e+01,1.911873e+01
17303,AGIS_Os03g053050, 2.846947e+00, 4.6644181419,4.820217e+01,1.484001e-04,0.024439584,UP,5.352672e+00,7.199365e+00,3.724314e+00,6.569278e+00,8.433018e+01,2.785334e+01,3.796321e+01,2.928312e+01
17304,AGIS_Os03g053060,-3.170949e-01, 3.1087782803,4.554226e-01,5.196677e-01,0.796746981,Not_significant,1.385121e+01,9.236259e+00,7.448628e+00,6.856146e+00,4.985499e+00,4.752005e+00,1.118125e+01,1.004339e+01
17305,AGIS_Os03g053070,-3.031382e-01, 5.7746271256,2.029071e+00,1.934200e-01,0.591011161,Not_significant,6.662668e+01,5.576874e+01,6.804422e+01,5.160756e+01,4.529278e+01,4.686136e+01,4.945382e+01,5.364539e+01
17306,AGIS_Os03g053080, 9.108718e-01, 3.8358764542,4.578743e+00,6.639857e-02,0.450766612,Not_significant,9.108933e+00,9.903517e+00,1.524956e+01,5.938168e+00,2.187035e+01,1.877277e+01,1.091608e+01,2.186151e+01
17307,AGIS_Os03g053090, 2.338690e+00, 1.0380126263,2.013594e+00,1.953815e-01,0.592285418,Not_significant,0.000000e+00,1.755943e+00,0.000000e+00,3.327669e+00,4.703301e+00,3.528717e+00,3.535573e-01,2.057079e+00
17308,AGIS_Os03g053100,-3.490096e-01, 2.9140399754,6.895804e-01,4.314669e-01,0.747112620,Not_significant,1.347559e+01,6.602345e+00,6.844685e+00,6.253723e+00,5.690994e+00,4.846104e+00,1.122544e+01,4.719181e+00
17309,AGIS_Os03g053110,-5.149361e-01, 5.2625983161,6.306777e+00,3.727867e-02,0.374413773,Not_significant,4.023894e+01,5.043068e+01,4.569834e+01,4.366131e+01,2.699694e+01,3.524012e+01,3.504636e+01,2.912179e+01
17310,AGIS_Os03g053120,-4.827832e-01, 4.6159336684,3.847404e+00,8.673480e-02,0.483198374,Not_significant,3.206908e+01,3.125578e+01,2.400673e+01,2.659267e+01,2.243474e+01,1.806703e+01,2.320219e+01,1.786835e+01
17311,AGIS_Os03g053130, 3.191252e+00, 0.2256294449,1.891625e+00,2.136252e-01,0.605892072,Not_significant,0.000000e+00,2.107131e-01,0.000000e+00,1.549087e+00,3.104178e+00,3.199370e+00,0.000000e+00,6.453581e-01
17312,AGIS_Os03g053140,-2.161156e-01, 4.6053652315,8.647064e-01,3.805561e-01,0.717344295,Not_significant,2.521390e+01,2.858675e+01,2.763038e+01,2.266257e+01,1.900133e+01,2.267789e+01,2.704713e+01,2.125648e+01
17313,AGIS_Os03g053150,-3.467185e-01, 4.1105618506,1.506886e+00,2.556917e-01,0.632494890,Not_significant,1.502504e+01,2.068501e+01,1.967847e+01,2.148642e+01,1.547386e+01,1.416192e+01,1.882692e+01,1.218113e+01
17314,AGIS_Os03g053160,-9.597991e-01,-0.3567446641,5.617571e-01,4.757475e-01,0.773526102,Not_significant,1.314691e+00,9.130902e-01,1.056900e+00,2.868680e-01,8.936271e-01,4.704955e-02,7.071145e-01,4.033488e-01
17317,AGIS_Os03g053190, 4.356334e-01, 5.3465493885,2.739574e+00,1.382672e-01,0.542277449,Not_significant,2.666945e+01,3.511886e+01,4.016220e+01,3.517002e+01,4.792663e+01,4.526167e+01,3.279244e+01,6.175271e+01
17318,AGIS_Os03g053200, 3.569837e-02, 3.3244437039,6.311699e-03,9.387192e-01,0.980419398,Not_significant,3.380635e+00,1.057078e+01,1.892354e+01,9.065030e+00,1.001803e+01,9.786307e+00,1.073930e+01,7.018270e+00
17319,AGIS_Os03g053210, 1.654674e+00, 0.8545492858,1.041526e+00,3.386940e-01,0.691042413,Not_significant,9.390652e-02,2.563676e+00,0.000000e+00,4.073526e+00,1.410990e+00,2.634775e+00,1.591008e+00,1.331051e+00
17320,AGIS_Os03g053220, 6.573160e-02, 4.0207570989,6.201536e-02,8.098290e-01,0.931366524,Not_significant,1.784224e+01,1.078149e+01,1.811828e+01,1.658097e+01,1.871914e+01,1.246813e+01,1.533555e+01,1.936074e+01
17321,AGIS_Os03g053230, 2.489028e-01, 5.9569383161,9.487170e-01,3.598735e-01,0.705008050,Not_significant,3.427588e+01,7.445197e+01,4.967429e+01,7.217600e+01,7.022028e+01,7.033908e+01,4.945382e+01,7.566824e+01
17322,AGIS_Os03g053240,-8.159906e-02, 4.9885397420,1.269791e-01,7.311175e-01,0.899078822,Not_significant,4.178840e+01,3.223911e+01,2.627151e+01,3.055144e+01,3.193541e+01,3.321699e+01,3.142240e+01,2.589499e+01
17324,AGIS_Os03g053260, 2.053801e+00, 1.1379425900,5.004428e+00,5.721453e-02,0.429078767,Not_significant,2.817196e-01,1.474992e+00,3.019714e-01,9.179777e-01,7.196050e+00,1.929032e+00,7.955038e-01,4.073823e+00
17325,AGIS_Os03g053270,-2.744562e+00,-0.6901130689,1.545671e+00,2.505740e-01,0.629921581,Not_significant,1.690317e+00,6.321394e-01,5.032857e-01,2.868680e-01,0.000000e+00,1.881982e-01,0.000000e+00,1.008372e+00
17326,AGIS_Os03g053280, 4.296537e-01, 0.5440123386,2.272559e-01,6.467538e-01,0.860986926,Not_significant,1.126878e+00,2.142250e+00,8.052571e-01,6.597965e-01,6.584621e-01,1.787883e+00,1.679397e+00,2.137749e+00
17327,AGIS_Os03g053290,-8.265558e-02, 3.2539177409,3.498065e-02,8.565074e-01,0.950843769,Not_significant,4.554466e+00,1.085173e+01,1.197820e+01,1.210583e+01,1.166419e+01,8.892366e+00,6.275641e+00,9.317358e+00
17328,AGIS_Os03g053300, 7.013966e-01, 3.2219119373,4.433840e+00,6.954420e-02,0.456258932,Not_significant,4.319700e+00,1.011423e+01,8.002242e+00,6.425844e+00,1.044133e+01,1.195059e+01,1.281645e+01,9.922381e+00
17329,AGIS_Os03g053310, 5.693143e-01, 8.8129461284,4.993331e+00,5.736230e-02,0.429078767,Not_significant,4.120618e+02,3.418118e+02,3.813395e+02,2.967650e+02,4.053775e+02,4.500290e+02,7.363714e+02,5.735217e+02
17330,AGIS_Os03g053320, 2.806837e-01, 3.4059050439,5.142451e-01,4.946447e-01,0.784876014,Not_significant,4.225793e+00,1.253743e+01,8.706842e+00,1.397047e+01,1.133495e+01,1.439716e+01,8.971515e+00,9.962716e+00
17331,AGIS_Os03g053330,-6.902610e-01, 7.1812478634,6.412101e+00,3.643547e-02,0.372868619,Not_significant,2.425605e+02,1.667794e+02,1.358871e+02,1.592118e+02,1.606647e+02,6.953924e+01,1.461517e+02,7.962106e+01
17332,AGIS_Os03g053340,-9.329357e-01,-0.9483911989,4.070643e-01,5.445581e-01,0.810575900,Not_significant,9.390652e-01,4.916640e-01,0.000000e+00,8.606041e-01,2.821980e-01,3.763964e-01,0.000000e+00,4.840186e-01
17336,AGIS_Os03g053380,-3.136498e-01, 4.9691503772,1.972818e+00,1.990444e-01,0.594858178,Not_significant,3.559057e+01,3.297661e+01,3.437441e+01,3.502659e+01,2.318727e+01,2.644185e+01,2.863814e+01,3.367963e+01
17337,AGIS_Os03g053390,-2.480111e-02, 6.0900249903,1.405057e-02,9.086668e-01,0.970567555,Not_significant,6.085143e+01,6.574250e+01,7.871388e+01,6.919257e+01,7.276006e+01,5.989408e+01,6.253544e+01,7.461953e+01
17338,AGIS_Os03g053400,-2.714967e-01, 4.2781661308,9.052631e-01,3.702478e-01,0.711460690,Not_significant,2.399312e+01,1.422314e+01,2.596954e+01,2.071187e+01,1.650858e+01,1.891392e+01,2.094827e+01,1.331051e+01
17340,AGIS_Os03g053420,-3.463870e-01, 4.9065004718,1.038848e+00,3.392781e-01,0.691413954,Not_significant,6.226002e+01,2.823556e+01,2.627151e+01,2.094137e+01,2.638552e+01,1.594980e+01,3.098045e+01,2.827475e+01
17342,AGIS_Os03g053440,-4.050551e-01, 3.8702152755,8.028270e-01,3.976034e-01,0.728259478,Not_significant,1.943865e+01,1.678681e+01,1.248148e+01,1.457290e+01,5.502862e+00,1.246813e+01,2.329058e+01,1.177779e+01
17343,AGIS_Os03g053450,-7.531279e-01, 3.0522699274,4.036281e+00,8.074647e-02,0.473991876,Not_significant,1.075230e+01,5.724373e+00,1.600448e+01,7.602003e+00,3.997805e+00,2.681825e+00,1.166739e+01,7.300614e+00
17344,AGIS_Os03g053460,-6.099467e-02, 4.4532216462,4.280270e-02,8.414994e-01,0.944935255,Not_significant,2.727984e+01,1.847252e+01,2.249687e+01,2.059712e+01,1.533276e+01,2.427757e+01,2.024115e+01,2.589499e+01
17348,AGIS_Os03g053500, 1.282071e-02, 4.4606828684,2.616255e-03,9.605038e-01,0.987885012,Not_significant,2.324186e+01,2.117667e+01,2.143997e+01,2.105611e+01,1.820177e+01,2.747694e+01,2.205313e+01,2.085313e+01
17349,AGIS_Os03g053510,-1.161240e-01, 4.9352686510,2.115181e-01,6.582867e-01,0.864749232,Not_significant,3.634182e+01,3.006174e+01,3.075075e+01,2.900236e+01,2.210551e+01,2.855908e+01,3.800740e+01,2.928312e+01
17350,AGIS_Os03g053520, 1.453224e-01, 4.2977706841,1.425646e-01,7.160179e-01,0.892680849,Not_significant,3.192822e+01,1.376659e+01,1.348806e+01,1.526138e+01,1.730815e+01,1.430306e+01,3.451603e+01,1.613395e+01
17361,AGIS_Os03g053630, 1.746755e-01, 5.3673937638,2.228712e-01,6.500508e-01,0.862447506,Not_significant,7.089942e+01,3.023733e+01,3.553197e+01,2.452722e+01,3.075959e+01,3.731030e+01,5.077966e+01,4.957157e+01
17363,AGIS_Os03g053650, 3.583907e-01, 3.7265967898,1.568304e-01,7.029213e-01,0.886487919,Not_significant,5.822204e+00,7.515435e+00,3.724314e+00,6.196349e+00,6.880929e+01,3.199370e+00,7.910844e+00,2.137749e+00
17364,AGIS_Os03g053660, 2.240413e+00, 4.2758990498,3.310369e+01,5.063937e-04,0.051628384,Not_significant,1.389817e+01,3.617242e+00,2.617085e+00,2.495752e+00,9.383085e+01,6.822185e+00,1.511457e+01,1.601295e+01
17367,AGIS_Os03g053690, 5.789640e-01, 4.4090004960,1.949735e+00,2.018502e-01,0.596913824,Not_significant,7.089942e+00,1.959632e+01,1.484693e+01,2.814175e+01,3.024222e+01,2.893548e+01,1.294903e+01,2.746806e+01
17368,AGIS_Os03g053700, 5.566232e-01,-0.9157719019,7.267400e-02,7.946204e-01,0.926129439,Not_significant,4.695326e-02,6.672583e-01,5.032857e-01,2.294944e-01,7.995611e-01,0.000000e+00,4.419466e-01,8.873674e-01
17369,AGIS_Os03g053710, 4.899365e-01, 4.5350582177,3.139704e+00,1.158269e-01,0.520329005,Not_significant,1.324082e+01,2.057965e+01,1.877255e+01,2.409691e+01,2.436310e+01,3.858064e+01,2.222991e+01,2.295055e+01
17370,AGIS_Os03g053720,-3.985072e-01, 6.1986512620,1.910262e+00,2.059970e-01,0.599678896,Not_significant,9.677067e+01,6.809546e+01,9.124569e+01,7.183175e+01,3.734421e+01,6.822185e+01,9.643274e+01,5.699319e+01
17371,AGIS_Os03g053730,-2.096671e-01, 3.8580886175,4.368226e-01,5.279412e-01,0.800910377,Not_significant,1.399207e+01,1.450409e+01,1.902420e+01,1.405653e+01,1.307518e+01,1.397372e+01,9.546046e+00,1.718266e+01
17372,AGIS_Os03g053740, 2.845954e-01, 2.6431407595,4.580967e-01,5.183199e-01,0.795832600,Not_significant,8.498540e+00,4.424976e+00,6.039428e+00,3.528477e+00,6.396489e+00,4.234460e+00,7.955038e+00,8.268651e+00
17373,AGIS_Os03g053750, 5.423374e-02, 5.7505253148,6.080036e-02,8.116587e-01,0.932043396,Not_significant,4.840881e+01,4.842890e+01,6.577944e+01,4.632919e+01,3.800267e+01,6.563413e+01,6.991595e+01,4.755483e+01
17375,AGIS_Os03g053770, 5.673366e-01, 4.2943884079,1.931569e+00,2.037442e-01,0.597417960,Not_significant,5.728298e+00,2.237071e+01,1.142458e+01,2.768276e+01,2.464529e+01,2.493626e+01,1.334679e+01,2.613700e+01
