GeneID	HPmockWT_1	HPmockWT_2	HPmockWT_3	HPmockWT_4	HPmockpho2_1	HPmockpho2_2	HPmockpho2_3	HPmockpho2_4
AGIS_Os01g004620	3223	2658	2189	3384	1747	2150	3568	2268
AGIS_Os01g004630	374	535	400	815	361	617	573	431
AGIS_Os01g004640	2517	2908	1539	3123	1012	742	980	1623
AGIS_Os01g004650	1817	1273	1069	1639	186	349	548	899
AGIS_Os01g004660	67	242	124	189	235	152	262	212
AGIS_Os01g004670	11	60	52	70	73	89	121	77
AGIS_Os01g004680	26	33	45	116	60	46	13	62
AGIS_Os01g004690	10	112	108	121	55	60	43	39
AGIS_Os01g004700	8	223	76	170	22	56	36	59
AGIS_Os01g004710	28	32	4	1	2	6	24	12
AGIS_Os01g004720	22	0	0	1	0	0	0	6
AGIS_Os01g004730	6883	5599	5629	6300	3487	3130	4731	4179
AGIS_Os01g004740	8	69	20	127	31	99	16	70
AGIS_Os01g004750	0	9	29	56	31	18	18	6
AGIS_Os01g004760	7403	7089	6874	7766	5204	4573	7285	5499
AGIS_Os01g004770	0	0	0	0	0	0	0	0
AGIS_Os01g004780	26	108	62	258	97	92	62	115
AGIS_Os01g004790	4704	4245	3422	3678	2824	2356	3441	2655
AGIS_Os01g004800	98	149	127	274	152	199	117	196
AGIS_Os01g004810	0	0	0	0	5	5	0	0
AGIS_Os01g004820	0	0	0	0	0	0	59	0
AGIS_Os01g004830	192	235	179	353	203	280	181	253
AGIS_Os01g004840	14	48	36	8	10	0	14	15
AGIS_Os01g004850	0	0	0	0	0	0	0	0
AGIS_Os01g004860	0	0	0	0	0	0	0	0
AGIS_Os01g004870	0	0	0	0	0	0	0	0
AGIS_Os01g004880	0	0	0	0	0	0	0	0
AGIS_Os01g004890	0	0	0	0	0	0	0	0
AGIS_Os01g004900	0	0	0	0	0	0	0	0
AGIS_Os01g004910	0	30	8	0	2	6	14	1
AGIS_Os01g004920	0	0	0	2	0	0	0	0
AGIS_Os01g004930	6	0	0	0	7	8	0	4
AGIS_Os01g004940	0	0	0	0	0	0	0	0
AGIS_Os01g004950	0	0	0	0	0	0	0	0
AGIS_Os01g004960	0	0	0	0	0	0	0	0
AGIS_Os01g004970	0	0	0	0	0	0	0	0
AGIS_Os01g004980	0	0	0	0	0	0	0	0
AGIS_Os01g004990	1466	1162	827	1021	1378	575	1367	1221
AGIS_Os01g005000	69	53	10	64	21	48	56	26
AGIS_Os01g005010	0	0	0	0	0	0	0	0
AGIS_Os01g005020	200	87	83	87	59	110	194	330
AGIS_Os01g005030	0	0	0	0	0	0	0	0
AGIS_Os01g005040	77	352	99	573	428	284	89	304
AGIS_Os01g005050	2652	2305	1835	2532	1336	1116	2157	1636
AGIS_Os01g005060	2825	2240	1931	3307	1925	1724	2192	2091
AGIS_Os01g005070	0	0	0	0	0	0	0	0
AGIS_Os01g005080	5179	4721	2833	2807	2037	1372	5740	2191
AGIS_Os01g005090	0	0	0	0	0	0	0	0
AGIS_Os01g005100	0	0	0	0	0	0	0	0
AGIS_Os01g005110	0	2	0	0	0	1	0	8
AGIS_Os01g005120	0	0	0	0	0	0	0	0
AGIS_Os01g005130	0	0	0	0	0	0	0	0
AGIS_Os01g005140	0	2	0	0	0	0	0	2
AGIS_Os01g005150	0	0	0	0	0	0	0	0
AGIS_Os01g005160	0	0	0	0	0	0	0	0
AGIS_Os01g005170	0	0	0	0	0	0	0	0
AGIS_Os01g005180	0	0	0	0	0	0	0	0
AGIS_Os01g005190	4	0	0	0	0	0	0	0
AGIS_Os01g005200	0	16	0	1	0	0	0	10
AGIS_Os01g005210	18	8	0	7	5	3	8	1
AGIS_Os01g005220	1	138	5	150	106	74	52	98
AGIS_Os01g005230	0	70	13	110	29	83	7	53
AGIS_Os01g005240	4854	3561	2660	3463	2189	1351	2799	2282
AGIS_Os01g005250	529	931	497	1062	672	598	566	661
AGIS_Os01g005260	988	1116	808	1074	929	815	1115	1703
AGIS_Os01g005270	24	140	110	149	78	52	100	60
AGIS_Os01g005280	0	20	10	91	139	118	0	16
AGIS_Os01g005290	126	341	156	433	303	238	130	322
AGIS_Os01g005300	0	10	0	6	0	2	0	2
AGIS_Os01g005310	0	0	0	0	0	0	0	0
AGIS_Os01g005320	444	925	352	855	615	612	378	551
AGIS_Os01g005330	0	72	14	12	74	40	42	21
AGIS_Os01g005340	0	0	0	0	0	0	0	0
AGIS_Os01g005350	671	1310	1324	1986	369	683	1054	1823
AGIS_Os01g005360	270	651	322	619	824	549	443	627
AGIS_Os01g005370	542	1135	761	1327	1172	1014	1081	1073
AGIS_Os01g005380	0	0	0	0	0	0	0	0
AGIS_Os01g005390	0	0	0	0	0	0	0	0
AGIS_Os01g005400	0	4	0	3	0	459	0	0
AGIS_Os01g005410	203	333	184	283	310	292	472	215
AGIS_Os01g005420	0	0	0	0	0	0	0	0
AGIS_Os01g005430	605	498	258	474	542	396	397	369
AGIS_Os01g005440	0	0	0	0	0	0	0	0
AGIS_Os01g005450	127	218	128	302	165	237	306	158
AGIS_Os01g005460	0	0	0	0	0	0	0	0
AGIS_Os01g005470	0	0	0	0	0	0	0	0
AGIS_Os01g005480	0	0	0	0	0	0	0	0
AGIS_Os01g005490	0	0	0	0	0	0	0	0
AGIS_Os01g005500	0	10	20	6	0	29	0	4
AGIS_Os01g005510	4	22	8	45	46	73	20	46
AGIS_Os01g005520	4	12	0	0	0	0	0	0
AGIS_Os01g005530	0	0	0	0	0	0	0	0
AGIS_Os01g005540	0	0	0	0	0	0	0	0
AGIS_Os01g005550	0	0	0	0	0	0	0	0
AGIS_Os01g005560	0	20	0	14	1	14	10	0
AGIS_Os01g005570	0	0	0	0	0	0	0	0
AGIS_Os01g005580	0	0	0	0	0	0	0	0
AGIS_Os01g005590	0	0	0	0	0	0	0	0
AGIS_Os01g005600	0	0	0	8	0	0	0	0
AGIS_Os01g005610	0	0	0	0	0	0	0	0
AGIS_Os01g005620	0	0	0	0	0	0	0	0
AGIS_Os01g005630	0	0	0	0	0	2	0	0
AGIS_Os01g005640	0	0	0	0	0	0	0	0
AGIS_Os01g005650	6	19	0	37	16	8	18	8
AGIS_Os01g005660	92	42	22	59	14	47	80	40
AGIS_Os01g005670	8	18	0	7	14	3	34	7
AGIS_Os01g005680	0	62	8	66	20	35	45	29
AGIS_Os01g005690	29	0	18	30	0	6	0	21
AGIS_Os01g005700	0	0	0	0	0	0	0	0
AGIS_Os01g005710	0	4	0	29	0	2	0	19
AGIS_Os01g005720	0	0	0	0	0	0	0	0
AGIS_Os01g005730	14	0	0	0	0	0	0	18
AGIS_Os01g005740	72	17	12	130	7	15	98	176
AGIS_Os01g005750	0	0	0	0	0	0	0	0
AGIS_Os01g005760	0	8	0	10	0	0	0	23
AGIS_Os01g005770	0	0	0	19	0	0	6	31
AGIS_Os01g005780	102	40	8	39	10	26	24	53
AGIS_Os01g005790	14	8	0	12	0	12	8	72
AGIS_Os01g005800	25	14	23	72	24	7	12	76
AGIS_Os01g005810	131	145	135	98	171	69	178	344
AGIS_Os01g005820	488	819	658	825	572	482	649	669
AGIS_Os01g005830	58	332	159	352	195	297	76	299
AGIS_Os01g005840	4	36	18	82	10	23	18	9
AGIS_Os01g005850	57	296	146	341	161	202	178	212
AGIS_Os01g005860	16	33	0	82	10	117	0	14
AGIS_Os01g005870	229	578	231	659	632	443	360	528
AGIS_Os01g005880	108	124	123	254	254	176	188	144
AGIS_Os01g005890	49	124	74	178	138	124	68	128
AGIS_Os01g005900	594	302	176	382	131	133	357	501
AGIS_Os01g005910	0	0	0	0	0	0	0	0
AGIS_Os01g005920	64	143	69	334	216	226	20	114
AGIS_Os01g005930	0	0	0	0	0	7	0	0
AGIS_Os01g005940	0	0	0	0	0	0	0	0
AGIS_Os01g005950	694	1395	860	1397	558	600	888	692
AGIS_Os01g005960	148	106	157	130	150	165	190	130
AGIS_Os01g005970	770	437	415	639	249	314	273	402
AGIS_Os01g005980	102	1184	597	1329	610	776	659	1412
AGIS_Os01g005990	96	325	390	382	294	350	252	409
AGIS_Os01g006000	56	34	0	20	3	0	0	8
AGIS_Os01g006010	13	66	42	38	64	29	24	26
AGIS_Os01g006020	263	352	372	326	462	129	187	245
AGIS_Os01g006030	1831	3400	2657	4454	3125	2891	2783	3368
AGIS_Os01g006040	22	17	40	14	31	21	26	19
AGIS_Os01g006050	1	24	5	132	140	129	12	97
AGIS_Os01g006060	128	70	65	84	99	29	68	112
AGIS_Os01g006070	52	120	142	167	136	98	42	140
AGIS_Os01g006080	100	296	72	358	230	258	119	286
AGIS_Os01g006090	0	0	0	0	0	0	0	0
AGIS_Os01g006100	760	1374	1092	2023	1246	1230	1286	1796
AGIS_Os01g006110	284	674	462	394	318	379	366	502
AGIS_Os01g006120	518	769	643	790	495	311	612	505
AGIS_Os01g006130	2015	1557	858	2109	1172	988	1396	1229
AGIS_Os01g006140	707	804	711	1231	696	700	975	1022
AGIS_Os01g006150	376	933	406	1153	613	556	612	881
AGIS_Os01g006160	3869	3249	2824	3527	1489	2403	3156	3984
AGIS_Os01g006170	116	89	93	273	226	133	193	327
AGIS_Os01g006180	590	595	384	458	216	208	283	482
AGIS_Os01g006190	25	45	0	25	18	40	1	63
AGIS_Os01g006200	0	0	0	0	0	0	0	0
AGIS_Os01g006210	222	124	68	112	109	78	84	145
AGIS_Os01g006220	401	1847	353	2900	1912	1955	594	2155
AGIS_Os01g006230	1332	1745	1175	1476	1083	1148	1657	2146
AGIS_Os01g006240	0	0	0	0	0	0	0	0
AGIS_Os01g006250	2328	2059	1553	2249	1290	889	1497	1897
AGIS_Os01g006260	1010	905	547	861	235	456	522	760
AGIS_Os01g006270	44	51	58	106	115	99	8	44
AGIS_Os01g006280	0	0	0	0	0	0	0	0
AGIS_Os01g006290	1265	1632	1293	2135	1472	1261	1166	2612
AGIS_Os01g006300	390	652	455	862	586	578	511	924
AGIS_Os01g006310	162	213	94	301	215	126	166	112
AGIS_Os01g006320	68	80	49	146	27	51	68	64
AGIS_Os01g006330	162	175	78	144	105	84	123	123
AGIS_Os01g006340	0	39	36	4	30	6	0	12
AGIS_Os01g006350	253	793	616	1219	366	717	596	786
AGIS_Os01g006360	0	0	0	0	0	1	0	1
AGIS_Os01g006370	0	0	0	0	0	0	0	0
AGIS_Os01g006380	0	0	0	0	0	0	0	0
AGIS_Os01g006390	0	0	0	0	0	0	0	0
AGIS_Os01g006400	0	0	0	0	0	0	0	0
AGIS_Os01g006410	391	371	276	524	244	297	313	341
AGIS_Os01g006420	0	0	0	0	0	0	0	0
AGIS_Os01g006430	624	805	583	943	527	616	569	745
AGIS_Os01g006440	247	306	284	280	294	193	51	189
AGIS_Os01g006450	374	843	574	906	642	676	493	827
AGIS_Os01g006460	76	313	204	394	228	257	246	179
AGIS_Os01g006470	11945	9928	9003	10445	7706	6026	9590	8927
AGIS_Os01g006480	458	193	149	372	280	124	171	108
AGIS_Os01g006490	1482	653	587	966	614	624	1063	1019
AGIS_Os01g006500	16	2	27	26	14	2	10	8
AGIS_Os01g006510	46	25	53	129	18	38	28	23
AGIS_Os01g006520	794	791	753	863	460	587	950	637
AGIS_Os01g006530	0	0	0	0	0	0	0	0
AGIS_Os01g006540	0	0	0	0	0	0	0	0
AGIS_Os01g006550	0	0	0	0	0	0	0	0
AGIS_Os01g006560	72	98	30	99	85	75	72	79
AGIS_Os01g006570	0	0	0	0	0	0	0	0
AGIS_Os01g006580	597	939	437	840	1229	989	734	981
AGIS_Os01g006590	20	131	97	171	89	57	51	122
AGIS_Os01g006600	152	172	144	273	118	79	114	105
AGIS_Os01g006610	18	8	0	42	1	6	0	12
AGIS_Os01g006620	591	1056	1140	1130	768	782	805	794
AGIS_Os01g006630	28	136	68	226	139	153	82	148
AGIS_Os01g006640	0	0	0	0	0	0	0	0
AGIS_Os01g006650	109	147	88	151	145	38	55	93
AGIS_Os01g006660	282	586	313	461	253	425	545	219
AGIS_Os01g006670	2098	1774	1937	2179	976	1161	1550	1387
AGIS_Os01g006680	801	653	712	864	500	434	1166	704
AGIS_Os01g006690	0	0	0	0	0	2	0	0
AGIS_Os01g006700	0	0	0	0	0	0	0	0
AGIS_Os01g006710	18	12	0	0	0	29	0	4
AGIS_Os01g006720	60	109	68	117	42	49	58	64
AGIS_Os01g006730	21	8	6	6	0	0	0	5
AGIS_Os01g006740	0	0	0	0	0	0	0	0
AGIS_Os01g006750	0	0	0	0	0	0	0	0
AGIS_Os01g006760	0	0	0	0	0	0	0	0
AGIS_Os01g006770	535	674	422	760	534	883	944	527
AGIS_Os01g006780	0	28	5	18	12	23	0	11
AGIS_Os01g006790	206	324	229	443	300	293	462	400
AGIS_Os01g006800	12	18	0	3	8	23	6	23
AGIS_Os01g006810	1798	632	468	903	248	578	832	817
AGIS_Os01g006820	960	661	490	643	127	435	645	634
AGIS_Os01g006830	134	487	458	585	540	439	410	737
AGIS_Os01g006840	156	283	276	171	175	168	224	194
AGIS_Os01g006850	1315	1408	923	1469	1388	798	1372	2002
AGIS_Os01g006860	0	0	0	0	0	0	0	0
AGIS_Os01g006870	1	32	0	14	6	12	37	35
AGIS_Os01g006880	489	1554	878	1997	1101	1329	895	1636
AGIS_Os01g006890	211	201	531	653	96	570	929	417
AGIS_Os01g006900	0	0	0	0	0	0	0	0
AGIS_Os01g006910	0	0	0	0	0	0	0	0
AGIS_Os01g006920	14	9	14	32	34	48	18	57
AGIS_Os01g006930	376	1184	430	1902	1044	1346	739	1091
AGIS_Os01g006940	66	301	218	416	281	185	166	204
AGIS_Os01g006950	247	240	230	691	280	283	206	339
AGIS_Os01g006960	33	117	41	36	11	27	28	43
AGIS_Os01g006970	209	282	251	351	137	156	159	140
AGIS_Os01g006980	490	554	482	637	583	343	487	603
AGIS_Os01g006990	0	0	0	0	0	0	0	0
AGIS_Os01g007000	39	233	222	470	321	258	174	210
AGIS_Os01g007010	0	0	0	0	0	0	0	0
AGIS_Os01g007020	0	0	0	0	0	0	0	0
AGIS_Os01g007030	26	118	50	164	196	117	28	132
AGIS_Os01g007040	2891	1393	1432	1512	3822	856	2019	1800
AGIS_Os01g007050	0	0	0	0	0	0	0	0
AGIS_Os01g007060	1092	1507	1332	1782	1060	1024	1241	1353
AGIS_Os01g007070	1889	2280	2175	2526	1658	1701	2085	2236
AGIS_Os01g007080	35	144	8	355	339	324	60	279
AGIS_Os01g007090	301	1706	417	1716	1194	980	400	1392
AGIS_Os01g007100	343	208	220	135	34	64	97	47
AGIS_Os01g007110	528	1104	1171	1110	605	676	1021	926
AGIS_Os01g007120	6	44	76	78	156	98	56	147
AGIS_Os01g007130	22	0	24	0	0	0	0	0
AGIS_Os01g007140	503	714	375	672	374	389	501	548
AGIS_Os01g007150	0	0	0	0	0	0	0	0
AGIS_Os01g007160	0	0	0	0	0	0	0	0
AGIS_Os01g007170	0	0	0	0	0	0	0	6
AGIS_Os01g007180	65	108	0	225	70	142	42	110
AGIS_Os01g007190	344	301	328	304	212	183	72	313
AGIS_Os01g007200	0	0	0	0	0	0	0	0
AGIS_Os01g007210	106	240	158	263	158	257	206	247
AGIS_Os01g007220	34	146	60	135	56	135	140	127
AGIS_Os01g007230	2924	5384	5074	5997	4022	3673	3824	6019
AGIS_Os01g007240	0	0	0	0	0	0	0	0
AGIS_Os01g007250	822	646	575	673	509	414	389	550
AGIS_Os01g007260	0	0	0	0	0	0	0	0
AGIS_Os01g007270	61	65	94	61	34	27	59	36
AGIS_Os01g007280	0	0	0	0	0	0	0	0
AGIS_Os01g007290	0	0	0	0	0	0	0	0
AGIS_Os01g007300	0	0	0	4	0	0	0	0
AGIS_Os01g007310	0	0	0	0	0	0	0	0
AGIS_Os01g007320	487	477	461	429	282	195	286	247
AGIS_Os01g007330	2302	2074	1699	2204	1123	1180	1909	1840
AGIS_Os01g007340	1007	459	382	501	198	165	473	446
AGIS_Os01g007350	38	120	54	248	124	118	95	104
AGIS_Os01g007360	24	216	147	181	110	102	84	167
AGIS_Os01g007370	13615	25935	14807	32645	21349	17943	18013	22353
AGIS_Os01g007380	9	103	52	92	16	31	82	43
AGIS_Os01g007390	0	0	0	0	0	0	0	0
AGIS_Os01g007400	0	0	0	0	0	0	0	0
AGIS_Os01g007410	0	0	0	0	0	0	0	0
AGIS_Os01g007420	195	874	128	1584	1231	1298	416	999
AGIS_Os01g007430	482	564	336	534	405	344	387	389
AGIS_Os01g007440	302	692	652	769	366	564	513	594
AGIS_Os01g007450	1433	953	705	933	638	380	437	455
AGIS_Os01g007460	1	42	68	40	24	13	12	53
AGIS_Os01g007470	17	22	27	11	4	10	6	10
AGIS_Os01g007480	2212	1257	848	1350	350	581	1174	1069
AGIS_Os01g007490	311	292	233	392	221	207	323	300
AGIS_Os01g007500	36	100	48	91	61	75	62	114
AGIS_Os01g007510	2094	2855	1776	2829	2250	1574	1703	1686
AGIS_Os01g007520	88	0	15	35	66	7	50	30
AGIS_Os01g007530	256	288	220	461	187	286	355	221
AGIS_Os01g007540	411	325	368	303	249	173	139	131
AGIS_Os01g007550	13	0	0	10	6	18	0	2
AGIS_Os01g007560	2	13	0	44	54	73	0	12
AGIS_Os01g007570	149	180	24	240	116	180	103	52
AGIS_Os01g007580	0	8	0	10	0	26	4	16
AGIS_Os01g007590	238	446	388	597	259	292	326	399
AGIS_Os01g007600	0	0	0	0	0	0	0	0
AGIS_Os01g007610	472	701	531	550	392	342	550	428
AGIS_Os01g007620	1144	1393	1227	1273	663	666	1235	872
AGIS_Os01g007630	562	3045	1347	3571	2564	2160	1642	2097
AGIS_Os01g007640	0	0	0	0	0	0	0	0
AGIS_Os01g007650	4	12	8	45	10	16	0	12
AGIS_Os01g007660	1616	3731	1634	4832	2511	2215	1454	2314
AGIS_Os01g007670	9744	7016	6915	9921	6707	5241	9212	9444
AGIS_Os01g007680	607	1112	701	1228	837	763	713	849
AGIS_Os01g007690	490	262	153	425	433	348	191	253
AGIS_Os01g007700	0	0	0	0	0	0	0	0
AGIS_Os01g007710	0	0	0	0	0	0	0	0
AGIS_Os01g007720	5022	4322	2794	5153	3674	1945	2713	2762
AGIS_Os01g007730	0	0	0	0	0	0	0	0
AGIS_Os01g007740	235	148	76	146	989	125	267	131
AGIS_Os01g007750	0	0	0	0	0	0	0	0
AGIS_Os01g007760	599	737	490	905	661	502	473	595
AGIS_Os01g007770	0	0	0	0	0	0	0	0
AGIS_Os01g007780	0	6	0	0	24	0	28	0
AGIS_Os01g007790	144	83	57	73	184	141	141	124
AGIS_Os01g007800	0	0	0	0	0	0	0	0
AGIS_Os01g007810	0	0	0	0	0	0	0	0
AGIS_Os01g007820	0	0	0	0	0	0	0	0
AGIS_Os01g007830	0	0	0	0	0	9	0	0
AGIS_Os01g007840	1289	2956	2145	4118	2564	3193	2135	3578
AGIS_Os01g007850	0	0	0	0	0	0	0	1
AGIS_Os01g007860	0	0	0	0	0	0	0	0
AGIS_Os01g007870	935	722	1658	384	192	186	3038	441
AGIS_Os01g007880	100	28	33	42	45	30	57	16
AGIS_Os01g007890	0	0	0	0	0	0	0	0
AGIS_Os01g007900	1164	2162	1250	3180	2464	2103	1407	2220
AGIS_Os01g007910	88	370	105	690	427	479	301	366
AGIS_Os01g007920	147	304	201	232	237	214	154	252
AGIS_Os01g007930	18	10	37	36	22	9	8	9
AGIS_Os01g007940	192	450	256	460	318	398	269	239
AGIS_Os01g007950	88	20	19	19	40	31	44	35
AGIS_Os01g007960	761	1026	707	1118	651	514	453	630
AGIS_Os01g007970	37	62	17	107	83	89	18	49
AGIS_Os01g007980	8	44	38	190	137	119	34	80
AGIS_Os01g007990	6860	4754	4769	6366	3112	2820	3255	3984
AGIS_Os01g008000	0	0	0	0	0	4	0	0
AGIS_Os01g008010	38	6	0	19	0	2	13	10
AGIS_Os01g008020	0	0	0	0	0	0	0	0
AGIS_Os01g008030	0	0	0	0	3	0	0	0
AGIS_Os01g008040	20	21	0	30	57	50	12	38
AGIS_Os01g008050	0	0	0	1	12	19	0	4
AGIS_Os01g008060	0	0	0	0	0	0	0	0
AGIS_Os01g008070	37	0	0	10	4	16	0	0
AGIS_Os01g008080	824	561	403	531	693	294	536	364
AGIS_Os01g008090	1834	984	739	1232	734	458	845	521
AGIS_Os01g008100	0	0	0	0	0	0	0	0
AGIS_Os01g008110	489	562	350	408	353	247	345	407
AGIS_Os01g008120	64	152	150	283	172	129	133	98
AGIS_Os01g008130	191	158	248	363	171	136	174	200
AGIS_Os01g008140	0	0	0	0	0	0	0	0
AGIS_Os01g008150	0	0	0	0	0	0	0	0
AGIS_Os01g008160	0	1	6	55	0	14	12	3
AGIS_Os01g008170	4554	5869	8057	6546	4056	4637	6038	5039
AGIS_Os01g008180	0	0	0	0	0	0	0	0
AGIS_Os01g008190	0	0	0	0	0	0	0	0
AGIS_Os01g008200	6	22	22	47	546	32	26	18
AGIS_Os01g008210	194	296	135	541	325	378	247	346
AGIS_Os01g008220	3658	5827	4764	6492	3817	3792	5060	5849
AGIS_Os01g008230	4080	4561	2516	5221	3910	3071	4196	4087
AGIS_Os01g008240	124	387	529	354	255	332	332	530
AGIS_Os01g008250	2514	1943	1459	2363	1133	1055	1593	1064
AGIS_Os01g008260	0	0	0	0	0	0	0	0
AGIS_Os01g008270	0	0	0	0	0	1	0	0
AGIS_Os01g008280	7807	6415	4382	6539	3219	1913	3406	2931
AGIS_Os01g008290	4554	2781	1716	2979	958	419	729	541
AGIS_Os01g008300	0	0	5	0	0	0	0	0
AGIS_Os01g008310	567	262	216	274	45	48	166	99
AGIS_Os01g008320	6	101	38	46	26	17	38	14
AGIS_Os01g008330	172	371	251	409	417	527	377	526
AGIS_Os01g008340	0	0	0	0	0	0	0	0
AGIS_Os01g008350	0	0	0	0	0	0	0	0
AGIS_Os01g008360	62	99	50	136	263	80	68	360
AGIS_Os01g008370	0	0	0	0	0	0	0	0
AGIS_Os01g008380	0	0	0	0	0	0	0	1
AGIS_Os01g008390	108	95	67	150	70	73	77	67
AGIS_Os01g008400	180	123	196	143	157	78	167	109
AGIS_Os01g008410	56	104	66	187	142	184	97	107
AGIS_Os01g008420	21	520	71	837	446	369	86	340
AGIS_Os01g008430	2005	1529	1349	1735	1250	1284	1575	1819
AGIS_Os01g008440	235	266	310	333	160	292	323	280
AGIS_Os01g008450	2607	1801	1386	1857	2004	886	1274	1058
AGIS_Os01g008460	0	0	0	0	0	6	0	0
AGIS_Os01g008470	5664	3044	2409	3199	1972	991	1510	1110
AGIS_Os01g008480	1141	1677	834	1682	838	932	1370	1313
AGIS_Os01g008490	314	551	353	805	609	820	424	1107
AGIS_Os01g008500	39	0	14	8	24	6	29	17
AGIS_Os01g008510	1649	1396	1658	1834	632	897	1263	2473
AGIS_Os01g008520	1441	1630	1386	1929	954	1185	1665	1296
AGIS_Os01g008530	40	0	0	0	12	8	0	20
AGIS_Os01g008540	22	4	0	12	0	0	0	0
AGIS_Os01g008550	0	0	0	0	0	0	0	0
AGIS_Os01g008560	0	0	0	0	0	0	0	0
AGIS_Os01g008570	0	0	0	0	0	0	0	0
AGIS_Os01g008580	0	0	0	0	0	0	0	0
AGIS_Os01g008590	1187	1069	546	1048	891	203	282	389
AGIS_Os01g008600	0	8	0	0	2	7	12	10
AGIS_Os01g008610	591	445	495	697	318	304	403	510
AGIS_Os01g008620	739	685	643	886	382	390	603	710
AGIS_Os01g008630	0	0	0	0	0	3	0	0
AGIS_Os01g008640	96	197	69	163	176	116	143	168
AGIS_Os01g008650	368	851	491	859	563	617	561	752
AGIS_Os01g008660	0	0	14	0	8	4	0	0
AGIS_Os01g008670	54	165	57	90	27	28	97	39
AGIS_Os01g008680	277	213	262	269	162	146	113	190
AGIS_Os01g008690	40	9	14	30	7	31	56	28
AGIS_Os01g008700	53	101	96	145	77	142	44	90
AGIS_Os01g008710	212	48	31	38	6	5	0	27
AGIS_Os01g008720	0	0	0	0	0	0	0	0
AGIS_Os01g008730	0	0	0	0	13	4	0	17
AGIS_Os01g008740	0	72	52	108	90	58	0	59
AGIS_Os01g008750	660	2038	1066	2872	1595	1509	1088	1460
AGIS_Os01g008760	0	0	0	0	0	0	0	0
AGIS_Os01g008770	0	0	0	0	0	0	0	0
AGIS_Os01g008780	3724	1898	1522	2031	1043	596	1181	1338
AGIS_Os01g008790	64	90	24	91	28	32	21	60
AGIS_Os01g008800	0	0	0	0	0	0	0	0
AGIS_Os01g008810	749	258	118	258	316	169	257	290
AGIS_Os01g008820	100	40	28	18	74	0	0	22
AGIS_Os01g008830	0	0	0	0	0	0	0	0
AGIS_Os01g008840	336	438	377	742	660	961	1047	1011
AGIS_Os01g008850	0	0	0	0	0	0	0	0
AGIS_Os01g008860	0	0	0	0	0	0	0	0
AGIS_Os01g008870	298	459	387	599	325	433	254	337
AGIS_Os01g008880	706	1318	1044	1343	850	924	1267	1075
AGIS_Os01g008890	0	26	14	84	43	30	32	11
AGIS_Os01g008900	8	0	22	14	0	0	0	0
AGIS_Os01g008910	428	612	438	856	635	612	686	664
AGIS_Os01g008920	64	296	255	290	159	242	168	319
AGIS_Os01g008930	379	377	430	314	241	348	368	357
AGIS_Os01g008940	0	14	12	2	2	7	0	14
AGIS_Os01g008950	0	0	0	0	0	0	0	0
AGIS_Os01g008960	0	0	0	0	0	0	0	0
AGIS_Os01g008970	2766	1713	2711	2035	177	485	828	506
AGIS_Os01g008980	0	0	0	0	0	0	0	0
AGIS_Os01g008990	0	0	0	0	0	0	0	0
AGIS_Os01g009000	657	1016	718	1244	667	865	774	805
AGIS_Os01g009010	431	209	163	110	640	252	477	275
AGIS_Os01g009020	1703	1676	1084	1777	1393	814	1017	1314
AGIS_Os01g009030	342	157	202	345	228	298	200	442
AGIS_Os01g009040	0	0	0	0	0	0	0	0
AGIS_Os01g009050	0	0	0	0	0	0	0	0
AGIS_Os01g009060	0	0	0	0	0	0	0	0
AGIS_Os01g009070	0	12	2	16	8	0	0	6
AGIS_Os01g009080	12	32	16	43	114	60	26	34
AGIS_Os01g009090	196	462	116	957	495	734	338	497
AGIS_Os01g009100	0	0	0	0	0	0	0	0
AGIS_Os01g009110	0	0	0	0	0	0	0	0
AGIS_Os01g009120	975	641	503	939	404	269	462	365
AGIS_Os01g009130	0	0	0	0	0	8	0	0
AGIS_Os01g009140	36	57	16	90	10	20	21	21
AGIS_Os01g009150	1728	1438	1275	1762	982	782	1480	1216
AGIS_Os01g009160	49	62	27	46	20	64	34	55
AGIS_Os01g009170	6	20	9	36	70	18	10	0
AGIS_Os01g009180	0	0	0	0	0	0	0	0
AGIS_Os01g009190	0	0	0	0	0	0	0	0
AGIS_Os01g009200	0	0	0	0	0	0	0	0
AGIS_Os01g009210	3165	1536	1321	1702	1100	813	1384	1144
AGIS_Os01g009220	90	175	105	343	202	223	158	189
AGIS_Os01g009230	0	0	0	0	0	0	0	2
AGIS_Os01g009240	0	0	0	0	0	0	0	0
AGIS_Os01g009250	0	0	0	0	0	0	0	0
AGIS_Os01g009260	0	0	0	0	12	23	75	18
AGIS_Os01g009270	0	0	0	0	0	0	0	0
AGIS_Os01g009280	0	0	0	0	0	0	0	0
AGIS_Os01g009290	0	0	0	0	0	0	0	0
AGIS_Os01g009300	0	0	0	0	0	0	0	0
AGIS_Os01g009310	106	266	97	306	274	277	201	203
AGIS_Os01g009320	0	70	56	133	60	39	64	54
AGIS_Os01g009330	0	0	0	0	0	0	0	0
AGIS_Os01g009340	2996	3706	3575	3525	1920	2507	2964	2523
AGIS_Os01g009350	599	212	232	388	335	235	233	263
AGIS_Os01g009360	1210	1546	1289	1668	974	1158	1341	1618
AGIS_Os01g009370	102	142	144	144	148	161	83	164
AGIS_Os01g009380	74	80	80	73	19	86	30	36
AGIS_Os01g009390	7	5	20	7	2	24	16	31
AGIS_Os01g009400	209	289	198	250	86	76	98	109
