GeneID	HPmockWT_1	HPmockWT_2	HPmockWT_3	HPmockWT_4	HPmockpho2_1	HPmockpho2_2	HPmockpho2_3	HPmockpho2_4
AGIS_Os07g004610	0	0	0	0	0	0	0	0
AGIS_Os07g004620	2554	3106	2652	3329	2073	1980	2434	2237
AGIS_Os07g004630	37	49	90	128	46	44	11	84
AGIS_Os07g004640	18	42	12	46	91	24	47	54
AGIS_Os07g004650	0	0	0	14	115	24	42	6
AGIS_Os07g004660	0	0	0	0	55	35	8	0
AGIS_Os07g004670	86	196	116	142	103	64	16	87
AGIS_Os07g004680	5465	3904	3357	4397	1762	2955	4014	4602
AGIS_Os07g004690	0	0	0	0	0	0	0	0
AGIS_Os07g004700	0	8	0	0	0	2	0	0
AGIS_Os07g004710	0	0	0	0	0	0	0	0
AGIS_Os07g004720	0	0	0	0	0	0	0	0
AGIS_Os07g004730	0	0	0	0	0	0	0	0
AGIS_Os07g004740	74	143	18	277	25	106	64	88
AGIS_Os07g004750	1949	1160	1131	1529	640	559	1114	972
AGIS_Os07g004760	34	14	20	81	15	48	1	37
AGIS_Os07g004770	0	0	0	0	0	0	0	0
AGIS_Os07g004780	0	0	0	0	0	0	0	0
AGIS_Os07g004790	0	0	0	0	0	0	0	0
AGIS_Os07g004800	0	0	0	0	0	0	0	0
AGIS_Os07g004810	0	0	0	0	0	0	0	0
AGIS_Os07g004820	0	0	0	0	0	0	0	0
AGIS_Os07g004830	0	0	0	0	0	0	0	0
AGIS_Os07g004840	0	0	0	0	0	0	0	0
AGIS_Os07g004850	148	179	57	159	37	85	185	91
AGIS_Os07g004860	14	26	15	86	12	26	8	17
AGIS_Os07g004870	1655	990	1100	1284	943	1254	1552	1074
AGIS_Os07g004880	938	583	515	621	482	518	664	476
AGIS_Os07g004890	0	0	0	0	0	0	0	0
AGIS_Os07g004900	0	0	0	0	0	0	0	0
AGIS_Os07g004910	0	0	0	0	0	0	0	0
AGIS_Os07g004920	437	674	319	584	411	257	305	634
AGIS_Os07g004930	0	0	0	0	0	0	0	0
AGIS_Os07g004940	0	0	0	0	0	0	0	0
AGIS_Os07g004950	0	0	0	0	0	0	0	0
AGIS_Os07g004960	0	0	0	0	0	0	0	0
AGIS_Os07g004970	0	0	0	0	0	0	0	0
AGIS_Os07g004980	0	0	0	0	0	0	0	0
AGIS_Os07g004990	0	12	0	0	0	0	0	4
AGIS_Os07g005000	0	0	0	0	0	0	0	0
AGIS_Os07g005010	0	0	0	0	0	0	0	0
AGIS_Os07g005020	0	0	0	0	0	0	0	0
AGIS_Os07g005030	0	0	0	0	0	0	0	0
AGIS_Os07g005040	0	0	0	0	0	0	0	0
AGIS_Os07g005050	0	0	0	0	0	0	0	0
AGIS_Os07g005060	0	0	0	0	0	0	0	0
AGIS_Os07g005070	0	0	0	0	0	0	0	0
AGIS_Os07g005080	0	0	0	0	0	0	0	0
AGIS_Os07g005090	0	0	0	0	0	0	0	0
AGIS_Os07g005100	0	0	0	0	0	0	0	0
AGIS_Os07g005110	0	0	0	0	0	0	0	0
AGIS_Os07g005120	0	0	0	0	0	0	0	0
AGIS_Os07g005130	0	0	0	0	0	0	0	0
AGIS_Os07g005140	0	0	0	0	0	0	0	0
AGIS_Os07g005150	0	0	0	0	0	0	0	0
AGIS_Os07g005160	0	0	0	0	0	0	0	0
AGIS_Os07g005170	0	0	0	0	0	0	0	0
AGIS_Os07g005180	0	0	0	0	0	0	0	0
AGIS_Os07g005190	0	0	0	0	0	0	0	0
AGIS_Os07g005200	0	0	0	0	0	0	0	0
AGIS_Os07g005210	31	40	19	62	1	10	0	9
AGIS_Os07g005220	0	0	0	0	0	0	0	0
AGIS_Os07g005230	22	14	28	41	25	53	26	25
AGIS_Os07g005240	88	55	17	29	2	14	67	21
AGIS_Os07g005250	0	0	0	0	3	2	0	0
AGIS_Os07g005260	15	155	106	164	110	206	68	118
AGIS_Os07g005270	54	68	14	64	4	14	44	24
AGIS_Os07g005280	36	124	142	149	107	175	113	107
AGIS_Os07g005290	392	400	326	518	192	183	186	362
AGIS_Os07g005300	2055	1188	919	1349	940	630	910	1279
AGIS_Os07g005310	1700	4628	1991	5272	2975	3003	2057	3246
AGIS_Os07g005320	0	0	0	0	0	0	0	0
AGIS_Os07g005330	378	792	443	903	545	613	856	579
AGIS_Os07g005340	30	8	0	16	4	6	0	12
AGIS_Os07g005350	3232	2527	2371	2647	1700	1803	3221	3172
AGIS_Os07g005360	342	260	197	162	145	218	316	223
AGIS_Os07g005370	0	58	39	65	12	27	36	68
AGIS_Os07g005380	0	0	0	0	0	0	0	0
AGIS_Os07g005390	2535	2583	2334	2795	2793	1892	2880	2200
AGIS_Os07g005400	1308	715	596	1107	493	364	748	858
AGIS_Os07g005410	141	344	140	375	273	403	200	544
AGIS_Os07g005420	0	0	0	0	0	4	0	0
AGIS_Os07g005430	0	0	0	0	0	0	0	0
AGIS_Os07g005440	134	271	195	372	933	1772	1238	966
AGIS_Os07g005450	236	278	136	337	126	274	240	162
AGIS_Os07g005460	11	102	18	330	211	214	66	115
AGIS_Os07g005470	3142	4203	3653	5587	2900	3336	4484	6555
AGIS_Os07g005480	0	0	0	8	4	2	0	0
AGIS_Os07g005490	207	1217	855	1888	978	1103	590	1126
AGIS_Os07g005500	0	0	0	0	0	0	0	0
AGIS_Os07g005510	0	2	0	12	15	14	0	0
AGIS_Os07g005520	445	1041	542	1725	1178	1011	646	860
AGIS_Os07g005530	0	0	0	0	0	0	48	0
AGIS_Os07g005540	0	0	0	0	0	0	0	0
AGIS_Os07g005550	0	0	0	0	0	0	0	0
AGIS_Os07g005560	0	0	0	0	0	0	0	0
AGIS_Os07g005570	48	31	52	13	0	20	32	0
AGIS_Os07g005580	0	0	0	10	0	0	0	8
AGIS_Os07g005590	0	14	3	8	0	0	0	2
AGIS_Os07g005600	57	629	143	1046	526	664	137	480
AGIS_Os07g005610	230	405	283	290	124	195	411	182
AGIS_Os07g005620	152	40	86	40	203	10	32	74
AGIS_Os07g005630	413	121	96	111	55	16	142	80
AGIS_Os07g005640	224	96	68	228	270	91	169	107
AGIS_Os07g005650	2244	1183	1381	1615	1268	1079	2036	1483
AGIS_Os07g005660	0	0	0	0	0	0	0	0
AGIS_Os07g005670	2496	1399	1360	1597	845	771	1411	914
AGIS_Os07g005680	32	140	100	203	143	218	113	124
AGIS_Os07g005690	0	55	12	137	45	59	30	29
AGIS_Os07g005700	0	0	0	0	0	0	0	0
AGIS_Os07g005710	0	0	0	0	0	0	0	0
AGIS_Os07g005720	0	0	0	0	0	0	0	0
AGIS_Os07g005730	109	184	48	350	210	244	100	173
AGIS_Os07g005740	414	1195	233	1965	1263	1458	317	1284
AGIS_Os07g005750	102	71	59	164	53	75	11	48
AGIS_Os07g005760	85	315	196	419	319	233	218	321
AGIS_Os07g005770	116	617	368	702	611	475	338	353
AGIS_Os07g005780	323	677	364	918	520	611	561	716
AGIS_Os07g005790	359	1297	736	1641	692	1120	907	1344
AGIS_Os07g005800	419	596	421	828	428	442	396	530
AGIS_Os07g005810	593	778	598	613	541	403	338	494
AGIS_Os07g005820	3	73	58	167	159	216	0	165
AGIS_Os07g005830	336	778	491	1368	1023	829	382	1032
AGIS_Os07g005840	70	238	76	399	337	419	17	325
AGIS_Os07g005850	280	526	391	740	545	549	598	473
AGIS_Os07g005860	349	286	252	491	241	302	440	390
AGIS_Os07g005870	685	1762	1407	2275	3813	6670	8405	7861
AGIS_Os07g005880	0	0	0	0	0	23	54	29
AGIS_Os07g005890	0	0	0	0	4	0	0	0
AGIS_Os07g005900	0	0	0	0	0	0	0	0
AGIS_Os07g005910	142	77	89	58	26	61	74	79
AGIS_Os07g005920	0	0	0	0	0	0	0	0
AGIS_Os07g005930	60	28	0	0	0	0	0	0
AGIS_Os07g005940	337	547	346	779	402	472	381	410
AGIS_Os07g005950	0	20	36	23	0	5	32	18
AGIS_Os07g005960	1547	1411	1153	1476	773	891	1048	1155
AGIS_Os07g005970	1262	1357	1616	2318	945	1525	1311	2365
AGIS_Os07g005980	3556	4554	3996	4857	2250	2499	3538	3410
AGIS_Os07g005990	287	1236	582	1287	736	870	677	757
AGIS_Os07g006000	644	1034	653	1034	748	755	942	945
AGIS_Os07g006010	949	920	815	1066	660	538	782	834
AGIS_Os07g006020	119	117	107	158	39	69	54	79
AGIS_Os07g006030	0	11	0	12	0	0	0	0
AGIS_Os07g006040	76	78	64	127	27	48	22	18
AGIS_Os07g006050	16	67	24	155	34	89	0	31
AGIS_Os07g006060	2354	846	946	1137	475	688	1159	1068
AGIS_Os07g006070	696	564	647	771	414	485	663	997
AGIS_Os07g006080	1799	2052	1503	2198	1151	1136	1702	1707
AGIS_Os07g006090	0	0	0	0	0	0	0	0
AGIS_Os07g006100	0	0	0	0	0	0	0	0
AGIS_Os07g006110	0	0	0	0	0	0	0	0
AGIS_Os07g006120	0	0	0	0	0	0	0	0
AGIS_Os07g006130	0	0	0	0	0	0	0	0
AGIS_Os07g006140	574	635	391	934	1189	702	918	1093
AGIS_Os07g006150	0	0	0	0	0	2	0	0
AGIS_Os07g006160	0	0	0	0	0	0	0	0
AGIS_Os07g006170	48	92	78	66	68	105	115	95
AGIS_Os07g006180	1148	506	619	707	466	262	454	528
AGIS_Os07g006190	0	0	0	0	0	0	0	0
AGIS_Os07g006200	156	395	263	533	204	318	264	293
AGIS_Os07g006210	0	0	0	10	4	22	0	10
AGIS_Os07g006220	1308	3145	2109	3914	2155	2623	2460	2539
AGIS_Os07g006230	0	0	0	0	0	0	0	0
AGIS_Os07g006240	0	0	0	0	0	0	0	0
AGIS_Os07g006250	12	46	80	114	28	82	66	70
AGIS_Os07g006260	407	304	218	285	44	58	160	100
AGIS_Os07g006270	118	86	12	55	5	23	42	40
AGIS_Os07g006280	818	605	536	741	387	388	650	567
AGIS_Os07g006290	761	1448	955	2124	1498	1343	1119	1726
AGIS_Os07g006300	0	0	0	0	0	0	0	0
AGIS_Os07g006310	170	591	273	778	428	508	213	442
AGIS_Os07g006320	0	0	0	0	0	0	0	0
AGIS_Os07g006330	0	0	0	0	0	0	0	0
AGIS_Os07g006340	523	748	565	739	334	420	672	461
AGIS_Os07g006350	313	76	117	226	86	94	160	57
AGIS_Os07g006360	0	0	0	0	0	0	0	0
AGIS_Os07g006370	0	0	0	0	0	0	0	0
AGIS_Os07g006380	558	518	378	515	629	316	615	512
AGIS_Os07g006390	150	333	241	551	318	450	332	421
AGIS_Os07g006400	3606	2426	1464	2328	1304	1067	1630	1756
AGIS_Os07g006410	8372	6306	5104	7567	4992	3331	4313	4390
AGIS_Os07g006420	171	529	43	1291	763	777	52	651
AGIS_Os07g006430	1299	1656	1730	1939	1195	1247	1633	1260
AGIS_Os07g006440	82	29	34	16	38	23	23	34
AGIS_Os07g006450	18	2	4	4	4	0	3	2
AGIS_Os07g006460	0	0	0	0	0	0	0	0
AGIS_Os07g006470	17	6	0	22	22	9	0	6
AGIS_Os07g006480	31	25	0	12	41	4	28	13
AGIS_Os07g006490	26	23	0	16	11	8	18	10
AGIS_Os07g006500	0	0	0	8	0	0	0	0
AGIS_Os07g006510	6	23	1	26	0	11	0	7
AGIS_Os07g006520	11746	5363	5544	5781	2607	3983	7336	10819
AGIS_Os07g006530	268	32	22	91	74	23	77	90
AGIS_Os07g006540	28	306	176	420	204	370	209	235
AGIS_Os07g006550	0	0	0	0	0	0	0	0
AGIS_Os07g006560	0	0	0	0	0	0	0	0
AGIS_Os07g006570	0	0	0	0	0	0	0	0
AGIS_Os07g006580	4309	2208	1814	2707	1215	1823	4423	5590
AGIS_Os07g006590	0	10	16	23	14	5	4	2
AGIS_Os07g006600	736	757	472	735	547	403	747	555
AGIS_Os07g006610	104	195	260	322	151	181	163	142
AGIS_Os07g006620	118	190	70	191	254	215	246	241
AGIS_Os07g006630	0	22	18	0	8	8	29	7
AGIS_Os07g006640	1652	1237	1111	1263	438	680	1302	1515
AGIS_Os07g006650	13105	6605	5427	7083	3423	4636	9283	9949
AGIS_Os07g006660	0	0	0	0	0	0	0	2
AGIS_Os07g006670	166	755	420	1345	711	1166	665	870
AGIS_Os07g006680	0	0	0	0	0	0	0	0
AGIS_Os07g006690	632	1598	840	1977	1660	1363	878	1395
AGIS_Os07g006700	5465	5499	3512	5102	5419	3183	5672	7920
AGIS_Os07g006710	6	25	28	32	62	28	30	78
AGIS_Os07g006720	0	0	0	0	0	0	0	0
AGIS_Os07g006730	2420	1963	1373	2051	1017	1457	2234	1685
AGIS_Os07g006740	432	188	111	309	247	231	278	149
AGIS_Os07g006750	75	185	18	329	276	311	44	217
AGIS_Os07g006760	0	0	8	1	4	9	0	4
AGIS_Os07g006770	2116	1832	1432	1955	1699	1550	2296	2211
AGIS_Os07g006780	46	10	34	14	16	28	5	32
AGIS_Os07g006790	58	14	18	0	0	8	18	0
AGIS_Os07g006800	3532	3811	3221	3937	2404	2367	3312	4075
AGIS_Os07g006810	112	169	74	155	190	228	542	261
AGIS_Os07g006820	0	0	0	0	0	0	0	0
AGIS_Os07g006830	0	0	0	0	0	0	16	0
AGIS_Os07g006840	21	460	316	603	330	616	199	295
AGIS_Os07g006850	12	159	83	233	132	193	126	140
AGIS_Os07g006860	172	563	416	1011	586	670	373	677
AGIS_Os07g006870	0	22	0	18	3	11	1	9
AGIS_Os07g006880	340	461	250	416	227	216	190	254
AGIS_Os07g006890	112	261	16	331	220	172	90	162
AGIS_Os07g006900	0	0	0	0	0	0	0	0
AGIS_Os07g006910	0	0	0	0	6	0	0	2
AGIS_Os07g006920	0	0	0	0	0	0	0	0
AGIS_Os07g006930	0	0	0	0	0	0	0	0
AGIS_Os07g006940	0	4	12	9	11	4	16	0
AGIS_Os07g006950	1139	1527	945	1157	676	460	764	737
AGIS_Os07g006960	41	184	67	212	127	174	79	83
AGIS_Os07g006970	0	58	14	54	23	12	10	17
AGIS_Os07g006980	10988	9573	9508	11656	7595	8067	9846	10382
AGIS_Os07g006990	2058	2110	1844	2249	1580	2082	2594	2308
AGIS_Os07g007000	0	0	0	0	0	0	0	0
AGIS_Os07g007010	182	248	186	330	207	93	61	120
AGIS_Os07g007020	0	0	0	0	0	0	0	0
AGIS_Os07g007030	0	0	0	0	0	0	0	0
AGIS_Os07g007040	7199	5177	3171	6373	1831	2286	2100	2936
AGIS_Os07g007050	672	1017	553	1140	884	741	762	727
AGIS_Os07g007060	975	1194	788	1128	698	888	899	952
AGIS_Os07g007070	0	14	30	12	40	39	22	27
AGIS_Os07g007080	761	1424	1030	1342	3224	2035	3001	1822
AGIS_Os07g007090	486	866	471	799	531	469	684	604
AGIS_Os07g007100	0	0	0	0	0	0	0	4
AGIS_Os07g007110	337	538	325	550	304	467	572	625
AGIS_Os07g007120	0	0	0	0	0	0	0	0
AGIS_Os07g007130	0	0	0	0	0	0	0	0
AGIS_Os07g007140	0	0	0	0	0	0	0	0
AGIS_Os07g007150	122	360	73	604	418	398	117	336
AGIS_Os07g007160	0	0	0	0	0	0	0	0
AGIS_Os07g007170	0	0	0	0	0	0	0	0
AGIS_Os07g007180	0	0	0	0	0	1	0	0
AGIS_Os07g007190	0	0	0	0	0	0	0	0
AGIS_Os07g007200	0	0	0	0	0	0	0	0
AGIS_Os07g007210	0	0	0	0	0	0	0	0
AGIS_Os07g007220	0	0	0	0	0	0	0	0
AGIS_Os07g007230	0	0	0	0	0	0	0	0
AGIS_Os07g007240	0	0	0	0	0	0	0	0
AGIS_Os07g007250	0	0	0	0	0	0	0	0
AGIS_Os07g007260	0	0	0	0	0	0	0	0
AGIS_Os07g007270	0	0	0	0	0	0	0	0
AGIS_Os07g007280	0	0	0	0	0	0	0	0
AGIS_Os07g007290	0	0	0	0	6	0	0	0
AGIS_Os07g007300	3966	4679	4431	4941	2656	3310	4217	3561
AGIS_Os07g007310	38	50	48	159	162	98	24	47
AGIS_Os07g007320	0	0	0	0	0	0	0	0
AGIS_Os07g007330	0	0	0	0	0	0	0	0
AGIS_Os07g007340	0	0	0	0	0	0	0	0
AGIS_Os07g007350	12953	9667	8720	11960	6340	5382	9006	7527
AGIS_Os07g007360	32	204	171	353	275	274	24	233
AGIS_Os07g007370	1525	1416	810	1960	1391	637	1204	1153
AGIS_Os07g007380	2646	2896	1889	2736	2712	2495	3320	3093
AGIS_Os07g007390	597	712	396	667	487	441	663	457
AGIS_Os07g007400	0	0	0	0	0	0	0	0
AGIS_Os07g007410	638	1725	1171	1784	1162	1073	1305	1211
AGIS_Os07g007420	0	4	0	0	6	2	0	0
AGIS_Os07g007430	1	155	35	290	127	197	97	122
AGIS_Os07g007440	385	810	330	936	604	506	466	509
AGIS_Os07g007450	8746	8240	7308	7245	17403	10637	18492	12419
AGIS_Os07g007460	0	0	0	0	0	0	0	0
AGIS_Os07g007470	0	0	0	0	0	0	0	0
AGIS_Os07g007480	0	0	0	0	0	0	0	0
AGIS_Os07g007490	817	779	635	765	456	406	576	461
AGIS_Os07g007500	22	150	68	260	100	110	70	122
AGIS_Os07g007510	0	0	0	0	0	0	0	0
AGIS_Os07g007520	0	0	0	0	0	0	0	0
AGIS_Os07g007530	0	0	0	0	0	0	0	0
AGIS_Os07g007540	0	0	0	28	46	24	14	20
AGIS_Os07g007550	0	0	0	0	0	1	0	8
AGIS_Os07g007560	1930	2195	1314	2204	1473	1532	1686	1641
AGIS_Os07g007570	2283	2437	1692	2746	1567	1370	2078	1740
AGIS_Os07g007580	260	348	566	792	837	2560	2562	2441
AGIS_Os07g007590	0	0	0	0	0	0	0	0
AGIS_Os07g007600	2238	1934	2056	2176	3919	3326	5145	4230
AGIS_Os07g007610	2082	2207	1412	2173	1180	1785	2495	2653
AGIS_Os07g007620	0	0	0	0	0	0	0	5
AGIS_Os07g007630	0	0	0	0	0	0	0	0
AGIS_Os07g007640	26	73	51	98	70	79	122	46
AGIS_Os07g007650	138	6	48	13	24	54	49	50
AGIS_Os07g007660	4797	5742	4686	5973	4724	4422	6475	5980
AGIS_Os07g007670	0	0	0	0	0	0	0	0
AGIS_Os07g007680	0	0	0	0	0	0	0	0
AGIS_Os07g007690	0	0	0	0	0	0	0	0
AGIS_Os07g007700	0	0	0	0	0	0	0	0
AGIS_Os07g007710	0	0	0	0	0	0	0	0
AGIS_Os07g007720	0	0	0	0	0	0	0	0
AGIS_Os07g007730	0	0	0	0	0	0	0	0
AGIS_Os07g007740	324	150	107	282	54	110	90	120
AGIS_Os07g007750	2327	1352	894	1398	467	495	801	626
AGIS_Os07g007760	0	0	0	0	0	0	0	0
AGIS_Os07g007770	0	0	0	0	0	0	0	0
AGIS_Os07g007780	0	0	0	0	0	0	0	0
AGIS_Os07g007790	6523	6366	5387	9453	4162	12712	17201	7107
AGIS_Os07g007800	0	0	0	0	0	0	0	0
AGIS_Os07g007810	0	0	0	0	0	0	0	0
AGIS_Os07g007820	0	0	0	0	0	0	0	0
AGIS_Os07g007830	0	0	0	0	0	0	0	0
AGIS_Os07g007840	0	0	0	0	0	0	0	0
AGIS_Os07g007850	0	0	0	0	0	0	0	0
AGIS_Os07g007860	0	0	0	0	0	0	0	0
AGIS_Os07g007870	0	0	0	0	0	0	0	0
AGIS_Os07g007880	0	0	0	0	0	0	0	0
AGIS_Os07g007890	1569	1378	960	1314	1563	852	1256	1031
AGIS_Os07g007900	106	637	138	727	558	562	110	530
AGIS_Os07g007910	242	381	466	763	392	450	694	498
AGIS_Os07g007920	5386	6442	4958	8250	3958	4791	5173	7363
AGIS_Os07g007930	0	0	0	0	0	0	0	0
AGIS_Os07g007940	0	0	0	0	0	0	0	0
AGIS_Os07g007950	42	0	32	14	3	13	18	4
AGIS_Os07g007960	150	47	35	33	64	25	35	84
AGIS_Os07g007970	222	717	480	1029	645	643	283	476
AGIS_Os07g007980	0	0	0	0	0	0	0	0
AGIS_Os07g007990	781	611	389	568	1787	487	757	635
AGIS_Os07g008000	0	0	0	0	0	0	0	0
AGIS_Os07g008010	287	515	300	668	207	266	499	352
AGIS_Os07g008020	2	34	6	13	38	80	12	23
AGIS_Os07g008030	32	35	40	75	32	15	14	20
AGIS_Os07g008040	0	0	0	0	0	0	0	0
AGIS_Os07g008050	0	0	0	0	0	0	0	0
AGIS_Os07g008060	6	14	20	26	20	4	22	24
AGIS_Os07g008070	516	720	503	950	681	605	546	768
AGIS_Os07g008080	7029	4842	3312	5245	6698	2428	3356	5260
AGIS_Os07g008090	9	11	0	10	10	27	8	23
AGIS_Os07g008100	0	0	0	0	0	0	0	0
AGIS_Os07g008110	0	0	0	0	0	0	0	0
AGIS_Os07g008120	0	0	0	0	0	0	0	0
AGIS_Os07g008130	303	1194	484	1651	1027	1001	423	904
AGIS_Os07g008140	24	81	79	61	44	48	83	67
AGIS_Os07g008150	8583	7190	6164	6876	3221	3535	5379	5139
AGIS_Os07g008160	512	352	156	492	237	344	215	195
AGIS_Os07g008170	18	14	58	56	19	20	20	44
AGIS_Os07g008180	0	6	30	29	28	22	0	31
AGIS_Os07g008190	74	111	18	125	119	82	49	32
AGIS_Os07g008200	0	0	0	0	0	0	0	0
AGIS_Os07g008210	0	0	0	0	0	0	0	0
AGIS_Os07g008220	0	0	0	0	0	0	0	0
AGIS_Os07g008230	202	201	285	263	353	175	160	482
AGIS_Os07g008240	430	370	158	433	226	104	147	185
AGIS_Os07g008250	1089	1498	969	1636	975	971	1304	1226
AGIS_Os07g008260	94	186	96	223	198	192	153	142
AGIS_Os07g008270	0	0	0	0	0	0	0	0
AGIS_Os07g008280	12	10	5	8	18	28	36	12
AGIS_Os07g008290	287	962	489	1581	1049	1054	600	1157
AGIS_Os07g008300	0	0	0	0	0	0	0	0
AGIS_Os07g008310	0	6	0	0	0	0	0	0
AGIS_Os07g008320	0	3	0	10	6	8	0	33
AGIS_Os07g008330	30	147	25	80	130	131	142	160
AGIS_Os07g008340	0	0	0	0	0	0	0	0
AGIS_Os07g008350	0	0	0	0	0	0	0	0
AGIS_Os07g008360	52	68	128	150	28	73	68	96
AGIS_Os07g008370	177	244	189	251	81	264	232	139
AGIS_Os07g008380	0	2	0	0	0	13	22	6
AGIS_Os07g008390	0	0	0	0	0	0	0	0
AGIS_Os07g008400	0	0	0	0	0	0	0	0
AGIS_Os07g008410	0	0	0	0	0	0	0	6
AGIS_Os07g008420	1660	1667	983	2466	1289	1262	1030	1273
AGIS_Os07g008430	0	0	0	0	0	0	0	0
AGIS_Os07g008440	112	199	172	301	246	187	360	317
AGIS_Os07g008450	0	0	0	0	0	0	0	1
AGIS_Os07g008460	0	0	0	0	0	0	0	0
AGIS_Os07g008470	0	20	16	66	12	82	0	32
AGIS_Os07g008480	0	0	0	0	0	0	0	0
AGIS_Os07g008490	32	9	26	0	9	14	4	37
AGIS_Os07g008500	253	152	103	159	130	92	159	141
AGIS_Os07g008510	0	0	0	0	0	0	0	0
AGIS_Os07g008520	852	815	643	752	179	354	377	509
AGIS_Os07g008530	0	0	0	0	0	0	0	0
AGIS_Os07g008540	0	0	0	0	0	0	0	0
AGIS_Os07g008550	0	0	0	0	0	0	0	0
AGIS_Os07g008560	0	0	0	0	0	0	0	0
AGIS_Os07g008570	0	0	0	0	0	0	0	0
AGIS_Os07g008580	10	0	11	4	7	6	9	0
AGIS_Os07g008590	0	0	0	0	0	0	0	0
AGIS_Os07g008600	0	0	0	4	0	1	0	0
AGIS_Os07g008610	0	0	0	30	0	12	0	0
AGIS_Os07g008620	0	2	0	13	3	2	1	1
AGIS_Os07g008630	0	0	0	0	0	0	0	0
AGIS_Os07g008640	0	0	0	0	0	0	0	0
AGIS_Os07g008650	0	0	0	0	0	0	0	0
AGIS_Os07g008660	405	808	764	1286	693	774	928	1234
AGIS_Os07g008670	34	18	12	17	24	19	13	18
AGIS_Os07g008680	148	252	113	346	297	278	53	148
AGIS_Os07g008690	378	208	186	214	100	53	57	190
AGIS_Os07g008700	1512	5187	3342	6789	4538	4469	3884	6496
AGIS_Os07g008710	510	131	110	170	224	94	90	178
AGIS_Os07g008720	0	4	0	0	0	0	0	3
AGIS_Os07g008730	0	0	0	0	0	0	0	0
AGIS_Os07g008740	0	0	0	0	0	0	0	0
AGIS_Os07g008750	0	0	0	0	0	0	0	0
AGIS_Os07g008760	58	12	86	96	0	16	91	84
AGIS_Os07g008770	84	80	190	182	14	87	126	209
AGIS_Os07g008780	98	104	199	252	114	128	68	141
AGIS_Os07g008790	3502	3875	2988	4295	2495	2209	3276	3480
AGIS_Os07g008800	0	0	0	0	0	2	0	0
AGIS_Os07g008810	800	1317	1041	1256	820	844	1551	884
AGIS_Os07g008820	0	0	0	0	0	0	0	0
AGIS_Os07g008830	0	0	0	0	0	0	0	0
AGIS_Os07g008840	0	0	0	0	0	0	0	0
AGIS_Os07g008850	0	0	0	0	0	0	0	0
AGIS_Os07g008860	320	942	652	1241	625	931	689	930
AGIS_Os07g008870	0	0	0	0	0	0	0	0
AGIS_Os07g008880	0	0	0	0	0	0	0	0
AGIS_Os07g008890	0	0	0	0	0	0	0	0
AGIS_Os07g008900	0	0	0	0	0	0	0	0
AGIS_Os07g008910	46	358	70	793	464	640	118	473
AGIS_Os07g008920	0	0	0	0	0	0	0	0
AGIS_Os07g008930	0	0	0	0	0	0	0	0
AGIS_Os07g008940	0	0	0	0	0	0	0	0
AGIS_Os07g008950	244	873	502	1376	1003	796	556	998
AGIS_Os07g008960	40	75	16	38	38	66	33	52
AGIS_Os07g008970	2	5	16	26	21	31	73	16
AGIS_Os07g008980	222	588	362	1012	618	608	625	617
AGIS_Os07g008990	0	0	0	0	0	0	0	0
AGIS_Os07g009000	992	1103	1169	1388	188	712	949	896
AGIS_Os07g009010	215	632	591	965	637	679	769	897
AGIS_Os07g009020	0	0	0	0	0	0	0	0
AGIS_Os07g009030	131	294	199	399	196	274	163	177
AGIS_Os07g009040	1326	1587	2121	3922	1191	7962	7547	3657
AGIS_Os07g009050	0	0	0	0	0	4	0	0
AGIS_Os07g009060	1479	1341	1133	1572	670	1002	1474	1044
AGIS_Os07g009070	0	0	0	0	0	0	0	0
AGIS_Os07g009080	10	145	38	252	144	159	50	114
AGIS_Os07g009090	1038	999	797	1122	604	656	846	1230
AGIS_Os07g009100	0	0	0	0	0	0	0	0
AGIS_Os07g009110	86	324	220	381	269	291	278	326
AGIS_Os07g009120	0	16	0	0	6	15	0	9
AGIS_Os07g009130	52	138	84	168	92	142	64	108
AGIS_Os07g009140	0	0	0	0	0	0	0	0
AGIS_Os07g009150	0	0	0	0	0	0	16	0
AGIS_Os07g009160	1	22	40	36	43	0	0	4
AGIS_Os07g009170	1118	3517	3193	3636	2086	2360	2690	2605
AGIS_Os07g009180	1624	1964	1298	2360	1368	876	1420	1505
AGIS_Os07g009190	0	6	28	16	6	10	0	13
AGIS_Os07g009200	1133	566	584	678	291	293	385	552
AGIS_Os07g009210	0	0	0	0	0	0	0	0
AGIS_Os07g009220	0	0	0	0	0	0	0	0
AGIS_Os07g009230	1826	1663	1744	2058	1163	1637	1736	1848
AGIS_Os07g009240	0	0	0	0	0	0	0	0
AGIS_Os07g009250	0	14	8	25	0	8	0	10
AGIS_Os07g009260	295	910	513	922	655	629	491	676
AGIS_Os07g009270	0	0	0	0	6	0	0	0
AGIS_Os07g009280	0	0	0	0	0	0	0	0
AGIS_Os07g009290	6268	5074	4871	5287	3023	3756	5580	3737
AGIS_Os07g009300	0	27	0	70	39	43	0	6
AGIS_Os07g009310	0	0	0	0	0	0	0	0
AGIS_Os07g009320	0	0	0	0	0	0	0	0
AGIS_Os07g009330	0	0	0	0	0	0	0	0
AGIS_Os07g009340	14236	20261	17496	24553	11284	16345	19943	30263
AGIS_Os07g009350	438	628	433	668	247	367	375	374
AGIS_Os07g009360	0	0	0	0	0	0	0	0
AGIS_Os07g009370	0	0	0	0	0	0	0	0
AGIS_Os07g009380	133	66	82	63	21	25	63	38
