effector,replicate,n_timepoints,days_post_inoculation,area_end_mm2,AUC,AGR_mean,AGR_max,RGR_mean,RGR_peak,RGR_final,dpi_to_10mm2,outliers
BM00061,6,12,28,88.01579311,811.727774,3.032389781,6.488335693,0.147393033,0.253015543,0.07684049,10.01941127,FALSE
BM00061,7,13,28,138.4958677,1179.09639,4.802812564,10.7126727,0.160467916,0.255337359,0.08801038,8.935694535,FALSE
BM00061,8,12,28,71.3689523,654.2151488,2.340461676,6.506634032,0.154695393,0.309718914,0.106508772,9.702460957,FALSE
BM00061,9,12,28,81.71379574,766.1260794,2.647888091,5.949619689,0.142075231,0.416324827,0.082150786,10.03191675,FALSE
BM00061,10,13,28,82.94282295,702.4991301,2.64729889,7.734334908,0.095383164,0.194004952,0.10938424,11.25495816,FALSE
BM00061,11,12,28,124.3451485,1137.478236,4.210120849,9.228478977,0.125587429,0.196098043,0.083954824,7.812022715,FALSE
BM00061,12,13,28,69.32192332,706.361224,2.27052948,5.767238942,0.10934362,0.221486228,0.084165024,9.806136115,FALSE
BM00062,1,2,2,1.556145203,2.488894887,0.311697759,0.311697759,0.255915072,0.255915072,0.255915072,,TRUE
BM00062,2,2,2,2.301595518,4.610799616,-0.00380429,-0.00380429,-0.001650167,-0.001650167,-0.001650167,,TRUE
BM00062,3,13,28,114.4663895,987.7523725,3.954822834,9.247324966,0.153036333,0.315738325,0.092515265,9.761801385,FALSE
BM00062,4,13,28,147.0415858,1160.881478,5.032093427,13.27372843,0.138338486,0.324008933,0.104124395,9.415819936,FALSE
BM00062,6,13,28,111.3338497,954.0223685,3.851379021,9.077622684,0.141433932,0.286324301,0.093505034,9.236099039,FALSE
BM00062,7,13,28,134.2447103,1182.96207,4.684542337,10.46614599,0.159395029,0.294276989,0.078950388,9.101431843,FALSE
BM00062,9,11,28,129.4247769,1101.03333,4.645838946,10.47305087,0.12362809,0.258777804,0.092691657,11.24147988,FALSE
BM00062,10,13,28,31.36380307,365.5973434,1.091518749,2.316009832,0.123257292,0.228319532,0.037504834,14.02557685,FALSE
BM00062,11,13,28,137.2586713,1328.999767,4.740326549,9.094329223,0.168741074,0.326051576,0.073869325,7.580790256,FALSE
BM00062,12,13,28,110.8187904,952.73764,3.801018345,7.974662066,0.156474024,0.298438473,0.081066036,11.07355926,FALSE
BM00063,1,13,28,0.921257272,29.59915009,-0.00276795,0.429512702,-0.002477696,0.488530188,-0.097048485,,TRUE
BM00063,3,13,28,127.9330912,1234.654102,4.411792786,8.637202762,0.133518854,0.254602308,0.065784702,7.891246244,FALSE
BM00063,4,12,28,6.312372365,303.4169931,0.211508123,1.626812744,0.060371873,0.238048416,-0.382431972,,TRUE
BM00063,5,13,28,95.68050471,760.3086694,3.22441706,8.911429252,0.13508337,0.207014731,0.109229276,10.23658971,FALSE
BM00063,6,3,4,2.656663515,7.686806806,0.238495451,0.496466363,0.111216633,0.234004237,0.234004237,,TRUE
BM00063,7,13,28,154.971045,1531.393209,5.382530761,10.1306698,0.168311667,0.401136335,0.072765985,6.120592346,FALSE
BM00063,8,13,28,102.1542059,831.5430957,3.499377887,8.061602891,0.137764173,0.244544449,0.090055696,9.821839899,FALSE
BM00063,9,12,28,85.64220991,782.4246592,2.548398083,6.370248037,0.129560175,0.197324003,0.093014533,9.915192731,FALSE
BM00063,10,12,28,156.0593935,1479.433061,5.394370285,10.78898007,0.13122939,0.18529265,0.068400659,6.625967162,FALSE
BM00063,11,13,28,108.9029297,975.1109988,3.740843783,8.167524156,0.143788182,0.20088802,0.074649434,8.39273324,FALSE
BM00063,12,12,28,108.7644346,1105.741331,3.877957631,8.005084407,0.13670913,0.276777382,0.074009418,8.248060134,FALSE
BM00064,1,13,28,111.1151599,1066.766067,3.863864112,6.989732844,0.173153185,0.350148091,0.06971233,8.764601026,FALSE
BM00064,2,1,0,1.270292272,0,,,,,,,TRUE
BM00064,3,12,28,1.486756306,50.75305857,0.039182417,0.394124506,0.043185241,0.431531713,-0.054674422,,TRUE
BM00064,4,13,28,104.2930043,960.4921231,3.567579417,7.145999807,0.154622854,0.329751602,0.076704045,9.37384014,FALSE
BM00064,5,12,28,96.58669236,982.6542257,3.591893976,7.741976296,0.13279523,0.271056455,0.091683912,6.365380773,FALSE
BM00064,6,9,26,183.941001,1757.520412,7.746491092,13.1122276,0.137727092,0.237133848,0.074078568,3.444878765,FALSE
BM00064,7,11,28,134.043785,1291.252358,4.749696448,10.61937697,0.108713899,0.191516108,0.090458401,5.619928422,FALSE
BM00064,8,9,21,33.16599713,375.8760753,1.219158479,3.488736672,0.112271059,0.246949292,-0.015929991,8.251760087,FALSE
BM00064,9,13,28,1.321926263,53.69723175,0.056446013,1.665657753,0.022928849,0.586954403,-0.011613308,,TRUE
BM00064,11,13,28,132.7592807,1112.52861,4.616536329,10.77477314,0.16229658,0.422554618,0.086306793,9.619110524,FALSE
BM00064,12,13,28,122.5046488,1116.614922,4.222754036,9.47887481,0.169601741,0.381442067,0.088043598,8.71538873,FALSE
BM00065,1,10,28,111.3914971,1063.551888,3.282144868,7.377839783,0.122989352,0.199612001,0.069823342,7.689605644,FALSE
BM00065,2,13,28,138.9964245,1284.33996,4.892687221,11.05803485,0.132854357,0.229512148,0.067188457,8.604742393,FALSE
BM00065,3,13,28,2.026514436,51.8345753,0.065181808,0.511255785,0.042479528,0.305397429,-0.089051993,,TRUE
BM00065,8,13,28,2.078014874,73.79303855,0.057066821,2.353423957,0.011405383,0.537448961,0.030928125,,TRUE
BM00065,9,13,28,117.9024559,1014.026984,4.105601723,9.606520924,0.129880395,0.280234972,0.090584509,10.51771127,FALSE
BM00065,10,12,28,200.210315,1896.737817,6.653573517,15.90803726,0.159147818,0.238487361,0.072298546,6.021508235,FALSE
BM00065,11,13,28,190.3470465,1517.966744,6.60096814,16.78302272,0.14762157,0.271095393,0.087748424,8.637167351,FALSE
BM00065,12,12,28,108.2390386,924.3108869,3.500437492,8.50404462,0.117188289,0.269420116,0.077531806,9.229644999,FALSE
BM00067,2,13,28,142.0036533,1307.197851,4.901589703,10.72377589,0.14053921,0.334798958,0.077288193,7.738122846,FALSE
BM00067,3,13,28,2.166467446,71.34863955,0.07000678,1.664588915,0.029760827,0.399676678,-0.010080093,,TRUE
BM00067,5,1,0,0.953438342,0,,,,,,,TRUE
BM00067,6,12,26,177.5398608,1616.44854,6.85964867,13.96658465,0.141386783,0.251306209,0.062396851,4.798367979,FALSE
BM00067,7,12,28,151.8028413,1236.731679,5.045683111,13.39092073,0.135189564,0.224286124,0.0743907,9.322385457,FALSE
BM00067,12,13,28,2.179478052,81.86761996,-0.032856944,0.751043783,-0.013393257,0.20723501,-0.133773516,,TRUE
BM00068,5,12,28,0,0,0,0,0,0,0,,TRUE
BM00068,8,10,25,0,0,0,0,0,0,0,,TRUE
BM00068,12,2,2,0,0,0,0,0,0,0,,TRUE
BM00071,1,12,28,100.1360578,851.5229576,3.018276501,8.370582566,0.138489124,0.181463883,0.108243379,9.270506572,FALSE
BM00071,3,11,28,125.553677,1385.595183,4.267478028,10.50358388,0.11639668,0.20790134,0.044562139,5.197490709,FALSE
BM00071,5,13,28,120.9238015,1149.492102,4.229870844,8.706115659,0.163462351,0.286715204,0.062756863,7.677535444,FALSE
BM00071,6,13,28,85.97934745,686.2221856,2.981472362,7.720756384,0.142721825,0.351752239,0.095733028,11.72336067,FALSE
BM00071,7,13,28,135.4988654,1316.101107,4.680455084,9.473161469,0.173796032,0.370608827,0.078464276,7.403876116,FALSE
BM00071,8,13,28,97.67302759,854.4716955,3.419341265,7.706642097,0.177114213,0.291712356,0.076075117,11.18891193,FALSE
BM00071,9,13,28,126.5999003,1261.872922,4.308884518,7.892699312,0.14393543,0.291339055,0.069020741,7.893657141,FALSE
BM00071,10,12,28,133.4475458,1235.393601,4.679674847,10.06490171,0.156480028,0.295533569,0.079785947,7.253011991,FALSE
BM00071,11,13,28,111.4950991,895.0903535,3.864752007,9.164390897,0.164420211,0.341760075,0.094380301,10.8925556,FALSE
BM00071,12,13,28,128.0589419,1182.568367,4.454211724,9.94883565,0.155693264,0.23941311,0.068519722,8.25322042,FALSE
BM00073,2,12,28,1.125498438,38.15368981,0.021516733,0.687793687,0.01258087,0.574391204,-0.127087039,,TRUE
BM00073,3,9,18,13.84876189,143.4050453,0.622637901,1.261494476,0.103359828,0.312898281,0.022593837,11.36885687,FALSE
BM00073,4,12,28,137.3000184,1303.781369,4.488418515,9.334221195,0.139182942,0.231177731,0.076032084,7.5991914,FALSE
BM00073,5,12,28,51.64004322,495.6910235,1.622693277,3.309215155,0.125221678,0.384962099,0.071166337,12.86198525,FALSE
BM00073,6,13,28,96.47031105,871.1114368,3.439180067,7.527828879,0.176613496,0.660860217,0.05879598,10.58147538,FALSE
BM00073,7,11,23,3.733808501,95.55686725,0.194264488,3.795008062,0.0448894,0.575853425,-0.083003244,,TRUE
BM00073,8,13,28,28.00865161,379.9481355,0.843140994,2.311970588,0.060868082,0.196233514,0.062596253,10.19914667,FALSE
BM00073,9,4,7,5.820845723,26.20618406,0.730404709,0.928047463,0.285703111,0.540757617,0.096142836,,TRUE
BM00073,10,12,28,72.57361005,683.7054929,2.431537893,5.300963472,0.113301178,0.346978472,0.08207511,9.662718267,FALSE
BM00073,11,13,28,97.73405325,796.6535024,3.417693598,8.121784967,0.15174152,0.25127617,0.094313641,11.06696229,FALSE
BM00073,12,12,28,31.98407636,374.4883818,0.819514751,2.743855507,0.073822666,0.243671519,0.032120544,14.14022356,FALSE
BM00075,1,13,28,119.3954234,1052.593788,4.033573655,10.84170024,0.13968423,0.273565959,0.106008136,9.877508512,FALSE
BM00075,3,12,28,3.855176766,105.0318443,0.104012697,2.25987028,0.022902748,0.402288101,0.049471897,,TRUE
BM00075,4,13,28,83.26568517,775.0577972,2.935148223,6.216033631,0.149595758,0.242735808,0.079281822,9.447026731,FALSE
BM00075,5,13,28,103.777174,944.7137311,3.476363683,8.709575199,0.122400624,0.227524139,0.096684825,9.007802782,FALSE
BM00075,7,13,28,127.1410776,1085.099847,4.422066133,9.506011225,0.158088205,0.241067759,0.084664124,9.764357749,FALSE
BM00075,8,13,28,140.7223766,1326.352195,4.935434563,9.643099615,0.15452441,0.280016595,0.071338918,7.444960726,FALSE
BM00075,9,13,28,111.9723997,995.0872002,3.869555535,9.507568194,0.141806922,0.263392016,0.098002804,9.11086721,FALSE
BM00075,10,13,28,127.0495913,1196.894947,4.508800545,9.279078181,0.175381905,0.569886892,0.065868776,7.552657085,FALSE
BM00075,11,13,28,110.7600417,979.8397257,3.929741213,8.440052144,0.150768154,0.28930782,0.079546476,9.770435935,FALSE
BM00076,1,13,28,48.81266576,472.8574961,1.754947023,4.391000915,0.145330881,0.492863303,0.071433815,12.20035025,FALSE
BM00076,2,12,28,125.4569681,1096.431032,4.444014363,10.76170415,0.152583683,0.224537005,0.099172373,8.519728139,FALSE
BM00076,3,12,26,166.0122263,1451.782146,6.208483482,11.89741425,0.137546135,0.224128762,0.080071517,4.937468951,FALSE
BM00076,4,13,28,157.5812119,1255.58931,5.623860234,16.40270148,0.164279142,0.353099467,0.067870306,9.235870669,FALSE
BM00076,5,13,28,171.2780519,1477.588468,5.963159651,13.48898089,0.155166798,0.298904183,0.089844634,5.594716637,FALSE
BM00076,6,12,28,117.8190145,1114.47322,4.149560923,9.508240203,0.14813456,0.239374761,0.0606502,8.066379516,FALSE
BM00076,7,13,28,84.79367943,674.1654372,2.978662522,7.073916125,0.134581278,0.232992701,0.092826662,12.24772601,FALSE
BM00076,8,12,26,125.3279554,1191.121508,4.573406485,10.75026964,0.114602589,0.151530625,0.099168421,2.530096677,FALSE
BM00076,9,13,28,94.46884142,764.8413918,3.296657983,9.16014908,0.171424518,0.404859972,0.114583559,10.29245539,FALSE
BM00076,10,11,25,33.48643281,403.2137011,1.408242136,4.608448873,0.15819529,0.293801885,0.032789369,10.17625535,FALSE
BM00076,12,12,26,134.4538878,1299.450161,4.940334627,8.862616264,0.121402769,0.173962758,0.069603208,3.787496666,FALSE
BM00077,1,12,28,103.5231451,836.3693684,3.675484637,8.719749087,0.149756816,0.242646772,0.09274387,10.76802101,FALSE
BM00077,3,13,28,143.7737517,1237.740489,5.043950367,12.02562455,0.136466153,0.222145435,0.074167656,9.009215106,FALSE
BM00077,4,13,28,197.2001068,1742.640965,7.055989738,14.59824119,0.178882907,0.330879304,0.067292329,8.116198251,FALSE
BM00077,5,12,26,172.4223335,1906.839111,6.419496709,14.40857317,0.127025906,0.207056887,0.053334801,2.056600702,FALSE
BM00077,10,11,25,159.1012147,1416.440474,6.175900852,15.23426241,0.161859045,0.330169107,0.076151884,5.408700817,FALSE
BM00078,1,12,28,2.752184187,91.46723876,-0.049733244,1.154314681,-0.011319356,0.234809721,0.034822818,,TRUE
BM00078,2,13,28,123.153005,742.4706595,3.145284144,37.50835626,0.119761248,0.816647166,0.816647166,11.21549961,FALSE
BM00078,3,12,26,145.1602374,1358.607757,5.362758663,12.37481577,0.128326536,0.284719589,0.088369294,2.174651052,FALSE
BM00078,4,12,28,123.9452909,1050.309396,4.113057641,11.14585995,0.16104207,0.291957718,0.082224541,8.921070683,FALSE
BM00079,1,12,26,176.9253381,1750.66692,6.695044284,11.71340622,0.165881331,0.370746768,0.065361461,4.133833796,FALSE
BM00079,2,13,28,130.2782448,1107.399749,4.647012889,10.38789518,0.179452101,0.37963022,0.079510514,9.469089098,FALSE
BM00079,4,11,25,1.321625198,45.58766504,0.019791152,0.501717226,0.029340222,0.470283926,-0.370891203,,TRUE
BM00079,7,12,28,109.066998,955.001634,3.680591426,9.029668908,0.181199589,0.566973037,0.090804721,7.878798308,FALSE
BM00079,8,1,0,4.541603714,0,,,,,,,TRUE
BM00079,10,1,0,2.123533298,0,,,,,,,TRUE
BM00079,11,13,28,191.2446703,1815.196476,6.753219561,14.78854607,0.166591813,0.303688142,0.058266905,7.022266425,FALSE
BM00079,12,13,28,169.8108313,1488.022113,5.920413026,15.05383515,0.150779699,0.243154825,0.075572188,6.671191883,FALSE
BM00080,1,12,26,190.1117319,1972.047717,7.333529006,13.43209054,0.148006544,0.307814027,0.054081119,2.577052703,FALSE
BM00080,2,12,28,108.7942108,806.084669,3.608437353,11.32534376,0.143426053,0.285169177,0.124799075,10.99937238,FALSE
BM00080,4,13,28,105.6301087,1040.808584,3.696473614,8.567299678,0.130452455,0.259285312,0.055039476,8.266274675,FALSE
