effector,R_area_end_mm2,R_AUC,R_AGR_mean,R_AGR_max,R_RGR_mean,R_RGR_peak,R_RGR_final,R_tt10,S_area_end_mm2,S_AUC,S_AGR_mean,S_AGR_max,S_RGR_mean,S_RGR_peak,S_RGR_final,S_tt10
BM00056,0.722276510159152,0.40926801719156575,0.5804990483641288,0.41115322608985433,1.0526736256018152,2.4338753469429615,0.4057010330130538,0.5836747378294732,1.0855371202873003,0.7665899716505631,1.2228791341375465,0.6853509639178762,0.04515133207250926,-1.0682503088389992,-0.32019751870959884,-0.3322562370365204
BM00057,-0.07584577087695232,-0.1643732192392624,-0.06658542738509261,-0.09329721912049725,0.8589527265737144,-0.03639021917596038,1.0412423434419975,0.5295955013328633,1.1065622263896124,1.0078091686516155,1.1082884344051311,0.72050349475649,-0.04830574764532424,-0.43137185748930745,0.18795424611549377,-0.3305863538533115
BM00058,-0.6336633072605162,-1.1734635521290901,-0.7791527847381152,-0.718691237827205,0.1652735908623037,-0.1789464369705075,1.33390049696762,1.9539907588493046,-0.35567501846197686,-0.93417020949256,-0.17188439894261628,-0.002784604839720214,-0.06894604580367183,-0.7037174868257189,2.5577911456163607,0.32161892688681765
BM00059,-0.2351078297015028,-0.4760977515397117,-0.24143874444762212,0.10892806568269113,0.11064250719740654,0.5691539086293471,-0.08114206736107409,0.9671917874586438,0.530834030814782,-0.2550708806896907,0.49401482189443907,-0.06134193617934523,0.4470219024103069,0.16765826697425257,-0.5731384160487771,-0.11348430307220976
BM00060,-0.2510615926691773,-0.5433561618160148,0.07352046135572106,-0.17032993361150175,0.41195744561045217,-1.0114925524922511,0.3597867071577902,0.885596235382268,0.1970237661088201,0.5453654593477563,0.08748541516809458,0.21336043327356893,0.2138694542731768,-0.29948786694242063,-0.4315525101476046,-0.15082695855379324
BM00061,-0.8644901403937605,-0.8794849417932665,-0.7415764607843185,-0.8384035564039246,0.2435797567251705,-0.5287837101962242,0.48761345528626443,0.4699363610636765,-0.4924528686473899,-0.513832263915374,-0.5810973234219632,-0.2818026050642753,0.33035482400609595,0.26297652386201364,0.44828775358229384,0.1187666246508309
BM00062,0.5358917509190145,0.3059940090547971,0.6331876366625266,0.356413720301028,0.3552394478396614,0.6424864329961507,0.7114796908149765,0.32673265703888577,0.05176557884530632,0.25581021111927527,0.18334231471740273,0.0014392569927726526,1.4203221955778111,0.002661229824085897,0.4684809616182522,-0.29811052771165203
BM00063,0.06357973792226762,0.2890950342283091,0.13191450284412579,0.009549319334568863,-0.28898346258707774,-1.3727578294235472,-0.3509895594356452,-0.5090717804114154,0.201019356223973,0.0506150247811969,0.07375256974932153,0.06676428875305707,0.18561943337123005,-0.3330612079290582,-0.06633101347851673,-0.2743387326592388
BM00064,0.35089624138164466,0.4987882895563018,0.370750867387706,0.10346311078181189,0.2950060836958343,0.7580218906517754,0.2608501439990939,-0.4015480014464157,1.1154203308063257,0.5482599913003185,0.9633233018421831,0.7485621434523297,-0.4367234289616984,-0.6929219387268767,-0.09622862123695411,-0.683163529084461
BM00065,0.770171263874382,0.8579191984755516,0.836189836864998,0.8806622530639427,-0.5462931568392211,-0.5682907478495848,-0.30104732756795854,-0.31102298090013375,0.8265979751681759,0.5894680748229673,0.5570843699348481,0.3407867599867622,0.40588413473954676,-0.1714567384392783,-0.23862739663630433,-0.07402952881041489
