,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
33882,AGIS_Os07g015730, 8.242396e-01, 2.950851e-01, 1.596616e+00,2.381414e-01,4.955419e-01,Not_significant,2.365811e+00,2.906768e-01,5.198435e-01,5.336887e-01,2.351200e+00,1.456260e+00,3.897754e-01,1.523758e+00
33895,AGIS_Os07g015860, 1.976669e-01, 8.117859e-02, 7.341562e-02,7.925408e-01,9.072944e-01,Not_significant,1.867746e+00,3.197445e-01,1.178312e+00,6.792402e-01,4.792255e-01,8.697107e-01,1.645718e+00,1.088399e+00
33923,AGIS_Os07g016140, 1.514789e+00, 4.072285e+00, 4.132731e+01,1.213127e-04,3.270721e-03,UP,8.985933e+00,5.639130e+00,7.624371e+00,1.292982e+01,3.336608e+01,2.279451e+01,1.721508e+01,2.563597e+01
33931,AGIS_Os07g016220, 3.568110e-01, 3.948811e+00, 2.630073e+00,1.393180e-01,3.692499e-01,Not_significant,1.297046e+01,1.395249e+01,1.356791e+01,1.263872e+01,2.497963e+01,1.482553e+01,1.329567e+01,1.696227e+01
33937,AGIS_Os07g016280, 4.266855e+00,-9.093328e-01, 5.596714e+00,4.221158e-02,1.807002e-01,Not_significant,0.000000e+00,3.488122e-01,0.000000e+00,4.851716e-02,1.647338e+00,4.045166e-01,9.960928e-01,4.353594e-01
33938,AGIS_Os07g016290, 9.111796e-01, 3.309047e+00, 5.097080e+00,5.037733e-02,2.016924e-01,Not_significant,5.042914e+00,5.493791e+00,4.539966e+00,1.074655e+01,5.496118e+00,1.237821e+01,2.468578e+01,1.059933e+01
33941,AGIS_Os07g016320, 2.165253e-01, 1.988992e+00, 2.792230e-01,6.099958e-01,8.005358e-01,Not_significant,4.876892e+00,4.011340e+00,1.715483e+00,4.220993e+00,2.680668e+00,4.955328e+00,4.915501e+00,4.085681e+00
33942,AGIS_Os07g016330,-2.622640e-02, 1.682126e-03, 1.401252e-03,9.709570e-01,9.885195e-01,Not_significant,1.162153e+00,6.394889e-01,9.010620e-01,8.005331e-01,6.289835e-01,1.881002e+00,1.385868e+00,3.014027e-01
33943,AGIS_Os07g016340, 1.382402e+00,-1.182282e+00, 7.953438e-01,3.985277e-01,6.456032e-01,Not_significant,0.000000e+00,1.744061e-01,1.732812e-02,1.091636e+00,0.000000e+00,2.629358e-01,7.145883e-01,9.711864e-01
33949,AGIS_Os07g016400, 8.458537e-01, 7.529888e-01, 1.393704e+00,2.680494e-01,5.266209e-01,Not_significant,5.188183e-01,2.964903e+00,1.299609e+00,4.609130e-01,9.884027e-01,9.708398e-01,2.988278e+00,2.997282e+00
33950,AGIS_Os07g016410, 5.642564e-01,-5.495116e-01, 4.282389e-01,5.292258e-01,7.492187e-01,Not_significant,7.678511e-01,2.616091e-01,3.812185e-01,4.851716e-01,5.391287e-01,3.438391e-01,1.797298e+00,5.693162e-01
33951,AGIS_Os07g016420, 1.848773e-01, 2.693726e+00, 3.867558e-01,5.494423e-01,7.633050e-01,Not_significant,5.395710e+00,6.278619e+00,4.470654e+00,7.665711e+00,1.055794e+01,5.703684e+00,5.716706e+00,5.642928e+00
33975,AGIS_Os07g016660,-3.621575e-01, 1.620312e+00, 1.162392e+00,3.090261e-01,5.651292e-01,Not_significant,4.565601e+00,3.953204e+00,2.391280e+00,2.911030e+00,2.845402e+00,2.265293e+00,2.468578e+00,2.896815e+00
33980,AGIS_Os07g016710, 6.602197e-01,-2.688715e-01, 2.438739e-01,6.332534e-01,8.156175e-01,Not_significant,9.961311e-01,1.424316e+00,3.465623e-02,3.881373e-01,8.985479e-02,1.274227e+00,8.228592e-01,1.339567e+00
33983,AGIS_Os07g016740,-6.661540e-01, 2.435659e-01, 1.321621e+00,2.799427e-01,5.384630e-01,Not_significant,1.162153e+00,2.151008e+00,1.230296e+00,9.703432e-01,1.168112e+00,1.274227e+00,3.248129e-01,9.042081e-01
33994,AGIS_Os07g016850, 6.342574e-01,-3.929388e-01, 5.459060e-01,4.788263e-01,7.111828e-01,Not_significant,1.037637e-01,1.191775e+00,4.158748e-01,9.460846e-01,7.188383e-01,7.079041e-01,7.145883e-01,1.004676e+00
33996,AGIS_Os07g016870, 4.544659e-01, 4.423881e+00, 1.579591e+00,2.404676e-01,4.981699e-01,Not_significant,1.896800e+01,1.348740e+01,7.017887e+00,2.923159e+01,5.708774e+01,2.030673e+01,1.035070e+01,1.490269e+01
34012,AGIS_Os07g017030, 8.229844e-01, 2.582486e+00, 1.010290e+01,1.121634e-02,7.639321e-02,Not_significant,4.524095e+00,3.284648e+00,3.378982e+00,5.725025e+00,1.046808e+01,6.148652e+00,4.677305e+00,9.343483e+00
34013,AGIS_Os07g017040, 2.356938e-02, 1.443506e+00, 4.778370e-03,9.464015e-01,9.797303e-01,Not_significant,3.175168e+00,2.703294e+00,2.911123e+00,1.916428e+00,2.755547e+00,2.629358e+00,2.511886e+00,2.829836e+00
34014,AGIS_Os07g017050,-1.171695e+00, 4.472816e-01, 3.465409e+00,9.558645e-02,2.962312e-01,Not_significant,1.992262e+00,2.412617e+00,1.836780e+00,9.703432e-01,4.193224e-01,6.067749e-01,9.527844e-01,1.440035e+00
34015,AGIS_Os07g017060, 7.228041e-01,-1.918095e+00, 1.710647e-01,6.900364e-01,8.495074e-01,Not_significant,0.000000e+00,3.488122e-01,5.198435e-01,0.000000e+00,0.000000e+00,2.022583e-01,5.413548e-01,2.009351e-01
34016,AGIS_Os07g017070,-1.211971e-01,-1.590378e+00, 1.049576e-02,9.206475e-01,9.687703e-01,Not_significant,4.150546e-01,2.325414e-01,3.292342e-01,1.455515e-01,3.743950e-01,1.011292e-01,1.732335e-01,5.358270e-01
34017,AGIS_Os07g017080, 1.132002e+00, 4.330813e+00, 2.676900e+01,5.847428e-04,1.002334e-02,UP,1.062540e+01,1.153987e+01,2.186808e+01,7.714228e+00,2.701634e+01,1.870889e+01,3.852280e+01,2.463130e+01
34018,AGIS_Os07g017090, 3.219848e+00, 1.622221e+00, 4.394838e+01,9.613063e-05,2.721979e-03,UP,8.923675e-01,1.162707e-01,8.490777e-01,6.792402e-01,3.534288e+00,3.357488e+00,7.189191e+00,7.618790e+00
34020,AGIS_Os07g017110,-6.031074e-01, 1.396770e+00, 2.533766e+00,1.459090e-01,3.796906e-01,Not_significant,2.946888e+00,3.691595e+00,2.547233e+00,3.202132e+00,2.800474e+00,1.314679e+00,1.753989e+00,2.511689e+00
34021,AGIS_Os07g017120,-4.982394e+00, 8.322413e+00, 1.116615e+02,2.262869e-06,2.054211e-04,DOWN,4.879175e+02,7.332904e+02,6.936271e+02,5.501603e+02,5.247520e+01,1.480531e+01,1.115191e+01,1.721344e+01
34023,AGIS_Os07g017140, 8.904513e-02, 4.142083e+00, 2.140316e-01,6.546109e-01,8.283696e-01,Not_significant,1.996413e+01,1.674298e+01,1.665232e+01,1.482199e+01,1.864487e+01,2.012470e+01,1.437838e+01,1.959117e+01
34024,AGIS_Os07g017150, 1.370657e-01, 1.704616e+00, 1.609311e-01,6.976615e-01,8.540363e-01,Not_significant,2.677102e+00,3.953204e+00,2.547233e+00,2.983805e+00,4.822207e+00,3.317036e+00,3.031587e+00,2.427966e+00
34033,AGIS_Os07g017240,-6.294148e-01, 3.534011e+00, 6.830881e+00,2.811206e-02,1.390458e-01,Not_significant,1.342702e+01,1.729527e+01,1.263220e+01,1.212929e+01,5.286457e+00,1.150850e+01,1.028574e+01,9.829076e+00
34035,AGIS_Os07g017260,-1.848087e-01,-1.289111e+00, 7.067435e-03,9.348432e-01,9.747026e-01,Not_significant,9.961311e-01,1.744061e-01,6.584684e-01,0.000000e+00,0.000000e+00,2.629358e-01,4.114296e-01,4.353594e-01
34044,AGIS_Os07g017350, 5.113489e-01, 1.736417e+00, 1.512997e+00,2.498743e-01,5.084218e-01,Not_significant,2.780866e+00,2.034738e+00,2.079374e+00,3.566011e+00,1.886951e+00,6.330685e+00,3.724521e+00,3.934979e+00
34051,AGIS_Os07g017420,-5.755444e-02, 2.195314e+00, 3.005083e-02,8.662124e-01,9.424634e-01,Not_significant,5.063667e+00,4.214814e+00,3.690889e+00,5.288370e+00,3.055063e+00,4.409231e+00,6.582874e+00,4.035447e+00
34052,AGIS_Os07g017430, 1.295827e+00,-6.313038e-01, 2.069667e+00,1.841178e-01,4.314236e-01,Not_significant,2.697855e-01,5.813536e-02,3.119061e-01,5.822059e-01,2.036709e+00,1.213550e-01,5.197006e-01,8.539743e-01
34055,AGIS_Os07g017460, 6.917929e-02, 4.526414e+00, 1.488753e-01,7.085776e-01,8.603431e-01,Not_significant,2.546360e+01,1.938814e+01,1.914757e+01,2.583539e+01,2.957720e+01,2.147983e+01,2.191404e+01,2.123214e+01
34056,AGIS_Os07g017470,-3.193136e-02, 7.978174e-01, 4.737096e-03,9.466331e-01,9.797838e-01,Not_significant,1.888499e+00,1.918467e+00,1.212968e+00,1.746618e+00,1.437677e+00,1.678744e+00,2.576849e+00,1.155377e+00
34057,AGIS_Os07g017480,-3.465975e-01, 2.668160e+00, 1.668955e+00,2.285953e-01,4.844328e-01,Not_significant,7.989802e+00,6.947175e+00,7.832308e+00,5.530956e+00,5.211578e+00,5.177813e+00,5.045426e+00,6.798305e+00
34059,AGIS_Os07g017500,-2.805659e-01, 3.344167e+00, 1.979541e+00,1.930311e-01,4.423455e-01,Not_significant,1.197433e+01,1.023182e+01,1.186976e+01,1.030990e+01,1.018354e+01,8.434171e+00,9.332956e+00,8.589977e+00
34062,AGIS_Os07g017530,-1.720377e-01, 4.309765e+00, 6.655559e-01,4.356709e-01,6.761295e-01,Not_significant,2.120929e+01,1.883586e+01,2.394746e+01,1.887317e+01,1.205552e+01,1.907296e+01,2.494563e+01,1.940698e+01
34063,AGIS_Os07g017540,-2.348563e+00,-1.083245e+00, 1.116104e+00,3.182999e-01,5.739011e-01,Not_significant,5.810765e-01,4.650829e-01,2.772498e-01,8.490503e-01,0.000000e+00,4.651941e-01,8.878218e-01,0.000000e+00
34065,AGIS_Os07g017560,-1.397891e-01, 1.560235e+00, 1.417005e-01,7.153201e-01,8.640048e-01,Not_significant,4.773128e+00,2.209144e+00,2.928451e+00,2.522892e+00,2.276321e+00,2.892294e+00,2.685120e+00,2.980538e+00
34069,AGIS_Os07g017610, 3.787361e-01,-1.723650e+00, 8.464832e-02,7.776899e-01,8.992723e-01,Not_significant,4.150546e-01,0.000000e+00,2.772498e-01,3.396201e-01,4.043466e-01,1.213550e-01,1.732335e-01,3.348919e-01
34073,AGIS_Os07g017650, 6.669728e-01, 3.339762e-03, 8.009990e-01,3.941080e-01,6.423615e-01,Not_significant,5.395710e-01,1.540587e+00,5.198435e-01,4.366544e-01,1.617386e+00,7.281299e-01,5.630090e-01,1.741438e+00
34075,AGIS_Os07g017670, 1.374531e-01, 2.571623e+00, 2.567787e-01,6.245270e-01,8.100003e-01,Not_significant,5.707001e+00,5.319385e+00,5.215763e+00,5.894835e+00,8.940552e+00,5.117135e+00,6.344678e+00,4.688486e+00
34077,AGIS_Os07g017690,-1.422320e-01, 5.440265e+00, 4.127776e-01,5.365893e-01,7.548226e-01,Not_significant,6.763315e+01,3.531723e+01,4.158748e+01,3.699433e+01,5.280467e+01,4.991735e+01,2.477239e+01,3.799348e+01
34089,AGIS_Os07g017810, 3.126542e+00,-2.093460e+00, 2.047812e+00,1.903186e-01,4.394115e-01,Not_significant,3.735492e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.492740e-01,4.449683e-01,0.000000e+00,2.344243e-01
34100,AGIS_Os07g017920,-3.286459e-01, 2.426346e+00, 1.090382e+00,3.236302e-01,5.794429e-01,Not_significant,4.005277e+00,7.005311e+00,6.446059e+00,5.264112e+00,1.901926e+00,7.685815e+00,4.070988e+00,6.329456e+00
34101,AGIS_Os07g017930,-1.065082e+00, 7.326002e-01, 4.587073e+00,6.085824e-02,2.256512e-01,Not_significant,2.075273e+00,1.685925e+00,2.512577e+00,1.892169e+00,6.289835e-01,5.663232e-01,2.771736e+00,8.707189e-01
34110,AGIS_Os07g018020,-1.107022e-01, 2.493283e+00, 7.988825e-02,7.838438e-01,9.023418e-01,Not_significant,3.258179e+00,4.738032e+00,5.544997e+00,7.617194e+00,1.407725e+00,6.148652e+00,1.123852e+01,4.805698e+00
34113,AGIS_Os07g018050,-5.870148e-01, 2.903094e+00, 3.932451e+00,7.868412e-02,2.642940e-01,Not_significant,9.006686e+00,9.098184e+00,6.619340e+00,1.089210e+01,5.166650e+00,6.573395e+00,7.838817e+00,4.370339e+00
34116,AGIS_Os07g018080,-5.517536e-01, 3.755080e+00, 3.797486e+00,8.314898e-02,2.727521e-01,Not_significant,1.338551e+01,1.898119e+01,1.218167e+01,1.799987e+01,5.705779e+00,1.268160e+01,1.671704e+01,1.009699e+01
34161,AGIS_Os07g018530,-5.675507e-01, 3.620977e+00, 3.684110e+00,8.715051e-02,2.801902e-01,Not_significant,1.286669e+01,1.435943e+01,1.389715e+01,1.516161e+01,4.208199e+00,1.187256e+01,1.585087e+01,9.929544e+00
34179,AGIS_Os07g018710,-4.902826e-01, 3.488905e+00, 2.836046e+00,1.264688e-01,3.487229e-01,Not_significant,1.284594e+01,1.398155e+01,1.244159e+01,1.157134e+01,4.253127e+00,1.152872e+01,1.219131e+01,1.071654e+01
34193,AGIS_Os07g018850,-1.105867e+00, 6.163574e+00, 3.958317e+01,1.426170e-04,3.677395e-03,DOWN,9.216288e+01,1.137709e+02,1.004338e+02,8.376487e+01,3.360569e+01,5.163654e+01,5.400555e+01,4.382060e+01
34197,AGIS_Os07g018890,-1.252587e-01, 2.597850e+00, 2.066521e-01,6.601735e-01,8.319271e-01,Not_significant,5.188183e+00,6.394889e+00,7.728339e+00,5.070043e+00,5.106747e+00,3.923811e+00,1.030739e+01,4.403828e+00
34198,AGIS_Os07g018900,-8.960890e-01, 3.043624e-01, 1.580391e+00,2.403576e-01,4.980583e-01,Not_significant,1.971510e+00,9.010981e-01,1.698155e+00,1.406998e+00,2.396128e-01,1.476486e+00,8.228592e-01,1.054909e+00
34207,AGIS_Os07g018990, 2.894613e-01, 1.127056e+00, 1.914110e-01,6.720590e-01,8.396069e-01,Not_significant,3.071404e+00,1.046436e+00,9.877026e-01,2.619927e+00,1.018354e+00,2.588906e+00,4.114296e+00,1.724693e+00
34211,AGIS_Os07g019030,-2.671758e-01, 2.064135e+00, 7.078507e-01,4.219562e-01,6.649356e-01,Not_significant,5.727754e+00,4.389220e+00,4.470654e+00,3.444718e+00,3.459409e+00,4.813748e+00,2.663465e+00,4.169404e+00
34213,AGIS_Os07g019050,-2.798838e-01, 3.207304e+00, 1.606839e+00,2.367596e-01,4.941939e-01,Not_significant,8.342598e+00,8.981913e+00,1.219899e+01,1.060100e+01,5.675828e+00,9.566818e+00,9.960928e+00,8.255085e+00
34217,AGIS_Os07g019090,-1.955965e-01, 1.943300e+00, 3.335484e-01,5.777420e-01,7.812604e-01,Not_significant,5.291947e+00,3.546257e+00,2.980436e+00,4.463579e+00,2.560862e+00,4.611489e+00,3.291437e+00,3.717300e+00
34219,AGIS_Os07g019110,-3.672510e-01, 4.840887e+00, 5.054835e+00,5.115491e-02,2.037287e-01,Not_significant,3.067254e+01,3.444520e+01,3.456959e+01,2.937714e+01,2.544388e+01,2.655651e+01,2.418773e+01,2.371034e+01
34222,AGIS_Os07g019140,-7.794141e-02, 6.109143e+00, 1.218584e-01,7.350582e-01,8.751565e-01,Not_significant,7.468908e+01,7.284360e+01,6.108161e+01,7.085931e+01,4.070422e+01,7.552325e+01,7.676411e+01,7.946984e+01
34225,AGIS_Os07g019170, 1.224203e-01, 1.293242e+00, 7.117550e-02,7.956470e-01,9.088930e-01,Not_significant,2.116779e+00,1.133640e+00,3.344326e+00,2.741219e+00,1.961830e+00,3.539520e+00,2.338653e+00,2.093074e+00
34228,AGIS_Os07g019200,-6.229880e-01, 2.886342e+00, 3.741721e+00,8.508735e-02,2.760840e-01,Not_significant,9.048191e+00,5.929807e+00,9.339854e+00,1.062526e+01,2.980184e+00,5.845265e+00,9.376264e+00,5.709906e+00
34229,AGIS_Os07g019210,-1.000321e-01, 4.572128e+00, 2.149571e-01,6.539216e-01,8.279227e-01,Not_significant,2.565038e+01,2.450405e+01,2.583622e+01,2.081386e+01,1.473619e+01,2.752735e+01,3.016429e+01,2.076330e+01
34230,AGIS_Os07g019220, 1.366598e-01, 4.678567e+00, 4.153217e-01,5.353641e-01,7.541196e-01,Not_significant,2.216392e+01,2.089966e+01,2.127893e+01,3.321000e+01,1.949849e+01,2.845774e+01,3.254625e+01,2.650669e+01
34231,AGIS_Os07g019230, 5.284369e-01, 2.216443e+00, 3.734324e+00,8.534877e-02,2.767470e-01,Not_significant,4.316568e+00,2.587023e+00,4.002795e+00,4.123958e+00,6.978722e+00,4.024940e+00,6.258061e+00,4.537785e+00
34235,AGIS_Os07g019270, 2.432009e-01, 1.762598e+00, 5.972395e-01,4.594534e-01,6.961015e-01,Not_significant,4.192052e+00,2.557956e+00,3.136389e+00,2.086238e+00,5.376312e+00,3.438391e+00,4.309184e+00,1.707949e+00
34240,AGIS_Os07g019320,-1.125991e-01, 1.865272e+00, 1.086292e-01,7.492540e-01,8.839767e-01,Not_significant,4.150546e+00,2.935836e+00,4.401341e+00,3.347684e+00,4.492740e+00,3.397939e+00,2.143765e+00,3.934979e+00
34241,AGIS_Os07g019330, 2.798923e+00,-1.674287e+00, 1.543084e+00,2.493507e-01,5.079117e-01,Not_significant,0.000000e+00,0.000000e+00,0.000000e+00,9.946018e-01,3.893708e-01,2.427100e-01,0.000000e+00,5.525716e-01
34249,AGIS_Os07g019410, 1.518422e+00, 4.981030e+00, 2.418032e+01,8.284313e-04,1.266048e-02,UP,1.519100e+01,3.273021e+01,1.093404e+01,1.018860e+01,6.345246e+01,4.130115e+01,5.162359e+01,2.689182e+01
34251,AGIS_Os07g019430,-3.738295e-02, 3.418685e+00, 2.885396e-02,8.688749e-01,9.436432e-01,Not_significant,1.035561e+01,1.319673e+01,9.721073e+00,9.460846e+00,1.400237e+01,1.183211e+01,9.419573e+00,7.250409e+00
34258,AGIS_Os07g019500, 4.547174e-01,-1.810807e+00, 6.838866e-02,7.995857e-01,9.103874e-01,Not_significant,2.905382e-01,0.000000e+00,1.039687e-01,5.822059e-01,8.985479e-02,3.842908e-01,3.248129e-01,2.009351e-01
34266,AGIS_Os07g019580,-2.903574e-01, 1.497966e+00, 4.116700e-01,5.371244e-01,7.550645e-01,Not_significant,2.573339e+00,2.790497e+00,2.269983e+00,4.026924e+00,8.386447e-01,3.074326e+00,4.027679e+00,2.712624e+00
34267,AGIS_Os07g019590, 5.750059e-01,-4.918002e-01, 1.007102e-01,7.582200e-01,8.891019e-01,Not_significant,0.000000e+00,1.744061e-01,1.247624e+00,9.218260e-01,1.692265e+00,7.281299e-01,2.381961e-01,3.014027e-01
34271,AGIS_Os07g019630, 1.499867e-02, 1.718165e+00, 1.840006e-03,9.667219e-01,9.870011e-01,Not_significant,2.656350e+00,2.819565e+00,2.685858e+00,4.948750e+00,3.639119e+00,2.609132e+00,3.789483e+00,2.863326e+00
34273,AGIS_Os07g019650, 3.305693e-01, 1.225488e+00, 8.214140e-01,3.883950e-01,6.376697e-01,Not_significant,1.909251e+00,1.773128e+00,2.564561e+00,1.843652e+00,3.399506e+00,2.002357e+00,2.641811e+00,2.227031e+00
34277,AGIS_Os07g019690,-7.392558e-02, 3.661228e+00, 1.291220e-01,7.276333e-01,8.706142e-01,Not_significant,1.496272e+01,1.180148e+01,1.018893e+01,1.474922e+01,1.606903e+01,1.094217e+01,1.156334e+01,1.061607e+01
34279,AGIS_Os07g019710, 7.613362e-02, 1.201779e+00, 2.704171e-02,8.730171e-01,9.458366e-01,Not_significant,2.033768e+00,1.337113e+00,2.928451e+00,2.159014e+00,8.236689e-01,2.669810e+00,3.464670e+00,2.662390e+00
34280,AGIS_Os07g019720,-5.695906e-01, 3.652887e-01, 7.019398e-01,4.238300e-01,6.668479e-01,Not_significant,9.961311e-01,7.848273e-01,1.819452e+00,1.722359e+00,1.198064e-01,8.292590e-01,1.775644e+00,1.942373e+00
34286,AGIS_Os07g019780,-2.184388e-01, 3.118607e+00, 2.435078e-01,6.335052e-01,8.156668e-01,Not_significant,8.716147e+00,1.055157e+01,1.017160e+01,5.094302e+00,2.426079e+00,6.613846e+00,1.639222e+01,9.226271e+00
34289,AGIS_Os07g019810,-1.472045e-01,-5.297613e-01, 2.194190e-02,8.855085e-01,9.524473e-01,Not_significant,5.188183e-01,1.220843e+00,1.057015e+00,1.212929e-01,3.444434e-01,5.258716e-01,5.630090e-01,8.874635e-01
34290,AGIS_Os07g019820,-2.974733e-01,-1.129609e+00, 6.213862e-02,8.087449e-01,9.143358e-01,Not_significant,3.735492e-01,4.069475e-01,2.772498e-01,3.153615e-01,1.287919e+00,1.213550e-01,4.547380e-01,6.697837e-02
34292,AGIS_Os07g019840, 3.392132e-01, 4.047623e+00, 1.366849e+00,2.723954e-01,5.315022e-01,Not_significant,1.662294e+01,1.889399e+01,1.387982e+01,7.787004e+00,2.912793e+01,1.063879e+01,2.355976e+01,1.145330e+01
34293,AGIS_Os07g019850,-5.670799e-01, 4.091986e+00, 2.795143e+00,1.288942e-01,3.526115e-01,Not_significant,2.203940e+01,2.607371e+01,1.871436e+01,1.171689e+01,2.229896e+01,6.613846e+00,2.063644e+01,8.037405e+00
34295,AGIS_Os07g019870,-3.603445e+00, 5.108482e+00, 8.895963e+01,5.823564e-06,3.774105e-04,DOWN,5.785862e+01,7.429699e+01,6.085634e+01,6.001573e+01,8.700939e+00,2.022583e+00,5.738360e+00,6.279223e+00
34297,AGIS_Os07g019890,-4.073533e+00, 8.838216e-01, 2.437847e+01,8.058404e-04,1.240912e-02,DOWN,4.627859e+00,2.848633e+00,2.183343e+00,3.784338e+00,2.096612e-01,0.000000e+00,2.165419e-01,6.530391e-01
34298,AGIS_Os07g019900, 1.278797e-02, 1.223064e+00, 7.819809e-04,9.783014e-01,9.915560e-01,Not_significant,1.701724e+00,2.993971e+00,2.685858e+00,1.698101e+00,3.354579e+00,1.355131e+00,2.165419e+00,2.394477e+00
34299,AGIS_Os07g019910, 8.582144e-01,-1.235512e+00, 4.669213e-01,5.116184e-01,7.353737e-01,Not_significant,3.735492e-01,9.301657e-01,5.198435e-02,4.851716e-02,2.845402e-01,6.270007e-01,6.929341e-01,1.339567e-01
34300,AGIS_Os07g019920,-2.098584e-01,-5.321116e-02, 1.089342e-01,7.489160e-01,8.836640e-01,Not_significant,1.660219e-01,1.569655e+00,1.247624e+00,1.285705e+00,2.995160e-01,8.090332e-01,1.039401e+00,1.021420e+00
34302,AGIS_Os07g019940,-1.068903e+00, 1.567717e+00, 6.878549e+00,2.769559e-02,1.377561e-01,Not_significant,4.378826e+00,3.836934e+00,2.928451e+00,4.439320e+00,8.985479e-01,2.872068e+00,1.948877e+00,2.143308e+00
34305,AGIS_Os07g019970,-2.801786e-01, 2.697512e+00, 1.369878e+00,2.719002e-01,5.309207e-01,Not_significant,5.665496e+00,8.313356e+00,8.577417e+00,5.919093e+00,5.121723e+00,6.350911e+00,6.084828e+00,5.559205e+00
34307,AGIS_Os07g019990, 3.382983e+00, 7.322747e-01, 6.344090e+00,3.284407e-02,1.541412e-01,Not_significant,1.660219e-01,0.000000e+00,2.425936e-01,0.000000e+00,4.792255e-01,1.120511e+01,5.197006e-01,3.348919e-01
34314,AGIS_Os07g020060, 1.205745e+00, 2.438366e+00, 8.902556e+00,1.536229e-02,9.421841e-02,Not_significant,2.158284e+00,9.010981e-01,4.990497e+00,1.188670e+00,7.008674e+00,1.334905e+00,2.416608e+01,1.272589e+00
34315,AGIS_Os07g020070, 1.791991e+00, 1.064208e+00, 1.455218e+01,4.125615e-03,3.901548e-02,UP,7.470983e-01,5.813536e-02,2.079374e+00,6.792402e-01,4.028490e+00,3.236133e-01,7.297462e+00,1.138632e+00
34321,AGIS_Os07g020130,-5.101185e-03, 3.039508e+00, 3.848805e-04,9.847760e-01,9.946246e-01,Not_significant,7.325714e+00,6.743702e+00,7.918949e+00,1.057674e+01,1.174103e+01,6.735201e+00,6.886033e+00,7.518323e+00
34322,AGIS_Os07g020140,-5.804604e-01,-1.009027e+00, 2.934654e-01,6.011643e-01,7.951877e-01,Not_significant,1.535702e+00,1.744061e-01,3.465623e-01,3.396201e-01,3.444434e-01,4.854199e-01,2.598503e-01,1.674459e-01
34323,AGIS_Os07g020150,-1.470421e-01, 3.616329e+00, 4.052456e-01,5.402487e-01,7.573481e-01,Not_significant,1.282519e+01,1.508613e+01,1.138457e+01,1.147431e+01,7.622681e+00,1.419853e+01,1.056724e+01,1.465152e+01
34327,AGIS_Os07g020190, 7.132578e-02, 4.454478e+00, 1.520661e-01,7.056397e-01,8.586854e-01,Not_significant,1.793036e+01,2.528888e+01,2.289044e+01,1.870336e+01,1.505068e+01,2.681945e+01,2.414442e+01,2.426292e+01
34336,AGIS_Os07g020280, 6.791723e-02, 5.571727e+00, 1.423939e-01,7.146600e-01,8.636507e-01,Not_significant,4.472214e+01,4.886277e+01,4.595416e+01,4.453875e+01,3.573225e+01,4.809702e+01,5.976557e+01,5.251105e+01
34338,AGIS_Os07g020300,-1.834689e-02, 2.360452e+00, 4.110972e-03,9.502791e-01,9.810822e-01,Not_significant,5.416463e+00,3.255580e+00,4.384013e+00,7.447384e+00,7.637657e+00,3.519294e+00,4.027679e+00,5.056867e+00
34341,AGIS_Os07g020330,-4.094618e-01, 1.604216e+00, 7.133904e-01,4.202124e-01,6.635682e-01,Not_significant,4.026030e+00,2.063805e+00,3.378982e+00,2.959547e+00,1.123185e+00,1.941680e+00,6.756107e+00,1.774927e+00
34342,AGIS_Os07g020340,-4.101980e-02, 4.256286e+00, 3.221475e-02,8.615343e-01,9.404723e-01,Not_significant,1.651917e+01,1.886492e+01,1.895696e+01,2.083812e+01,9.973882e+00,2.724419e+01,1.888245e+01,2.129912e+01
34343,AGIS_Os07g020350,-5.044350e+00,-1.600382e+00, 6.946074e+00,2.711864e-02,1.360309e-01,Not_significant,7.886038e-01,1.744061e-01,5.198435e-01,6.549816e-01,0.000000e+00,0.000000e+00,2.165419e-01,0.000000e+00
34344,AGIS_Os07g020360, 1.057081e+00, 1.858879e-02, 1.770448e+00,2.160634e-01,4.697235e-01,Not_significant,3.735492e-01,1.744061e-01,1.299609e+00,8.975674e-01,9.584511e-01,1.112421e+00,5.413548e-01,2.360988e+00
34346,AGIS_Os07g020380, 1.062648e+00,-2.513923e-01, 1.796583e+00,2.169563e-01,4.707226e-01,Not_significant,0.000000e+00,5.522859e-01,8.837339e-01,5.094302e-01,0.000000e+00,1.334905e+00,2.403615e+00,7.367621e-01
34355,AGIS_Os07g020470,-1.277184e-01, 2.076332e+00, 2.028172e-01,6.631124e-01,8.336258e-01,Not_significant,3.943019e+00,3.604392e+00,5.319731e+00,4.609130e+00,4.642497e+00,3.317036e+00,3.854446e+00,4.119170e+00
34362,AGIS_Os07g020540,-2.859684e+00,-9.469738e-01, 2.585648e+00,1.423090e-01,3.741091e-01,Not_significant,1.494197e+00,3.778798e-01,6.584684e-01,4.851716e-01,0.000000e+00,0.000000e+00,4.330838e-01,4.018702e-01
34364,AGIS_Os07g020560, 9.500440e-01, 8.263941e+00, 2.194671e+01,1.145568e-03,1.604060e-02,Not_significant,2.211204e+02,1.946953e+02,1.553466e+02,2.795316e+02,3.847133e+02,4.256930e+02,3.902735e+02,4.074295e+02
