,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
55138,AGIS_Os12g018760, 1.191739e-01, 4.569303e+00, 3.320586e-01,5.785777e-01,7.817863e-01,Not_significant,1.851144e+01,2.418431e+01,2.736109e+01,2.105645e+01,2.733083e+01,2.307767e+01,2.098291e+01,2.709275e+01
55139,AGIS_Os12g018770,-1.801389e+00, 6.391436e+00, 6.567643e+01,1.999945e-05,8.702813e-04,DOWN,1.415751e+02,1.345543e+02,1.463879e+02,9.625804e+01,4.962980e+01,2.311812e+01,4.484583e+01,3.494597e+01
55141,AGIS_Os12g018790, 6.211183e-01,-7.882935e-01, 5.207446e-01,4.888525e-01,7.186758e-01,Not_significant,1.867746e-01,3.488122e-01,5.891559e-01,4.851716e-01,3.594192e-01,2.629358e-01,9.744386e-01,1.088399e+00
55142,AGIS_Os12g018800, 1.799624e-01,-7.019225e-01, 2.506234e-02,8.777082e-01,9.482268e-01,Not_significant,8.301093e-02,7.557597e-01,6.584684e-01,5.579473e-01,1.302894e+00,4.045166e-01,3.464670e-01,4.688486e-01
55145,AGIS_Os12g018830,-1.358282e-01, 4.769432e-01, 7.102436e-02,7.958585e-01,9.089508e-01,Not_significant,2.345059e+00,6.976243e-01,8.664058e-01,1.892169e+00,1.437677e+00,1.294453e+00,6.279715e-01,1.640970e+00
55149,AGIS_Os12g018870, 5.649620e-01, 2.909767e+00, 4.602762e+00,6.049711e-02,2.249197e-01,Not_significant,6.018292e+00,4.534558e+00,8.040246e+00,5.652249e+00,7.008674e+00,1.001179e+01,8.813256e+00,9.695120e+00
55150,AGIS_Os12g018880, 7.699652e-02, 5.722392e+00, 1.921330e-01,6.714832e-01,8.392135e-01,Not_significant,5.042914e+01,4.953133e+01,4.640469e+01,5.889983e+01,5.532060e+01,6.274053e+01,5.145036e+01,4.728673e+01
55155,AGIS_Os12g018930,-4.873996e+00, 1.218490e+00, 3.786986e+01,1.681723e-04,4.113178e-03,DOWN,4.773128e+00,3.546257e+00,4.921185e+00,4.390803e+00,3.594192e-01,2.427100e-01,1.299251e-01,0.000000e+00
55156,AGIS_Os12g018940,-6.594564e-01,-7.172287e-01, 5.642922e-01,4.717268e-01,7.063080e-01,Not_significant,7.055929e-01,4.360152e-01,1.403577e+00,2.668444e-01,1.946854e-01,2.831616e-01,8.445134e-01,4.018702e-01
55157,AGIS_Os12g018950, 6.800742e-01, 1.478655e+00, 4.281834e+00,6.845638e-02,2.424026e-01,Not_significant,1.535702e+00,2.121941e+00,3.257686e+00,1.601066e+00,2.366176e+00,4.024940e+00,4.309184e+00,2.746113e+00
55158,AGIS_Os12g018960,-6.365354e-01, 1.693661e+00, 2.244238e+00,1.683511e-01,4.113083e-01,Not_significant,5.333452e+00,3.604392e+00,3.569592e+00,2.547151e+00,3.129942e+00,3.944037e+00,8.878218e-01,2.545178e+00
55159,AGIS_Os12g018970, 9.768794e-02, 5.045252e+00, 3.105570e-01,5.909310e-01,7.881898e-01,Not_significant,2.755963e+01,3.427079e+01,3.122526e+01,3.328277e+01,2.387142e+01,3.381759e+01,3.943228e+01,4.038796e+01
55163,AGIS_Os12g019010,-7.678374e-01, 1.050023e+00, 3.782255e+00,8.367279e-02,2.736737e-01,Not_significant,1.909251e+00,1.976602e+00,2.668530e+00,3.760080e+00,1.737193e+00,1.071969e+00,1.364214e+00,1.774927e+00
55164,AGIS_Os12g019020, 6.887777e-01, 3.493273e+00, 8.310375e+00,1.810217e-02,1.046162e-01,Not_significant,7.969049e+00,8.923778e+00,1.060481e+01,6.768144e+00,1.635357e+01,1.660541e+01,1.052394e+01,1.198913e+01
55172,AGIS_Os12g019100, 9.682501e-02, 5.038517e+00, 2.886386e-01,6.041253e-01,7.968446e-01,Not_significant,2.957264e+01,3.357317e+01,2.845277e+01,3.500513e+01,4.158779e+01,3.009604e+01,3.139858e+01,3.291987e+01
55178,AGIS_Os12g019160, 5.120321e-02, 4.035473e+00, 7.361503e-02,7.922668e-01,9.072123e-01,Not_significant,1.637391e+01,1.462104e+01,1.739743e+01,1.576808e+01,1.485599e+01,1.705037e+01,1.550440e+01,1.928977e+01
55179,AGIS_Os12g019170, 5.801512e-01, 2.530707e+00, 2.225300e+00,1.699729e-01,4.133826e-01,Not_significant,4.710870e+00,2.499820e+00,3.690889e+00,7.665711e+00,8.581132e+00,9.121849e+00,3.832792e+00,5.776885e+00
55181,AGIS_Os12g019190, 2.184210e+00,-2.223305e+00, 1.525070e+00,2.481316e-01,5.066284e-01,Not_significant,1.660219e-01,2.325414e-01,0.000000e+00,0.000000e+00,3.444434e-01,2.224841e-01,1.082710e-01,3.014027e-01
55182,AGIS_Os12g019200, 2.334570e-01, 2.136955e+00, 7.402571e-01,4.119186e-01,6.566985e-01,Not_significant,4.669365e+00,3.720663e+00,3.673560e+00,3.857114e+00,6.065198e+00,4.894651e+00,3.767829e+00,4.202893e+00
55196,AGIS_Os12g019340, 4.690499e+00,-7.578699e-01, 7.610265e+00,2.216699e-02,1.196090e-01,Not_significant,0.000000e+00,2.906768e-02,0.000000e+00,6.307231e-01,1.228015e+00,1.213550e+00,5.197006e-01,7.367621e-01
55218,AGIS_Os12g019560,-1.168166e+00, 1.958348e+00, 1.066333e+01,9.757319e-03,6.926218e-02,Not_significant,5.084419e+00,4.272949e+00,7.866964e+00,3.857114e+00,4.178248e+00,1.638292e+00,1.992186e+00,1.875394e+00
55228,AGIS_Os12g019660, 1.262528e+00,-8.087178e-01, 1.499471e+00,2.518470e-01,5.105184e-01,Not_significant,4.565601e-01,1.162707e-01,3.465623e-01,2.911030e-01,2.695644e-01,1.132646e+00,9.311302e-01,6.865283e-01
55230,AGIS_Os12g019680,-7.865833e-01, 1.231553e+00, 3.277534e+00,1.036809e-01,3.109926e-01,Not_significant,4.088288e+00,1.337113e+00,3.898826e+00,2.595668e+00,1.557483e+00,1.840551e+00,1.970531e+00,1.172122e+00
55231,AGIS_Os12g019690,-4.695436e+00, 1.845850e+00, 2.652433e+01,6.036283e-04,1.020596e-02,DOWN,7.221951e+00,6.976243e+00,6.116825e+00,6.549816e+00,6.888867e-01,0.000000e+00,9.094760e-01,6.697837e-02
55244,AGIS_Os12g019820,-1.521628e-01, 2.648745e+00, 3.641482e-01,5.611147e-01,7.699941e-01,Not_significant,8.384104e+00,6.482093e+00,5.458356e+00,5.458180e+00,9.494656e+00,5.056458e+00,5.543473e+00,3.968469e+00
55247,AGIS_Os12g019850, 4.154871e-01, 1.061130e+00, 9.691122e-01,3.506331e-01,6.044556e-01,Not_significant,1.826240e+00,2.034738e+00,1.143656e+00,1.867911e+00,1.332846e+00,3.660875e+00,2.295344e+00,2.227031e+00
55248,AGIS_Os12g019860,-3.789221e-02, 1.406795e-01, 2.113842e-03,9.643333e-01,9.860160e-01,Not_significant,1.805488e+00,4.650829e-01,5.198435e-01,9.703432e-01,5.990319e-01,5.865491e-01,3.139858e+00,4.353594e-01
55251,AGIS_Os12g019890,-4.636425e-01, 2.627513e+00, 2.457873e+00,1.513921e-01,3.875925e-01,Not_significant,8.238834e+00,5.813536e+00,6.792621e+00,6.646851e+00,9.449729e+00,4.813748e+00,2.944970e+00,4.403828e+00
55267,AGIS_Os12g020050,-9.983760e-02, 6.358873e-02, 1.449899e-02,9.068031e-01,9.623606e-01,Not_significant,1.203658e+00,1.220843e+00,6.584684e-01,7.277574e-01,1.497580e-01,1.132646e+00,1.126018e+00,1.841905e+00
55280,AGIS_Os12g020180,-6.223975e+00,-6.459435e-01, 1.846498e+01,2.000707e-03,2.355179e-02,DOWN,6.018292e-01,1.220843e+00,1.282281e+00,1.649583e+00,0.000000e+00,0.000000e+00,1.299251e-01,0.000000e+00
55281,AGIS_Os12g020190, 1.028594e+00,-1.214444e+00, 6.475586e-01,4.417320e-01,6.813813e-01,Not_significant,2.075273e-02,2.325414e-01,1.559530e-01,1.140153e+00,2.845402e-01,6.270007e-01,3.464670e-01,3.516365e-01
55289,AGIS_Os12g020270, 8.574103e-01, 4.715083e+00, 1.149283e+01,8.001575e-03,6.053127e-02,Not_significant,2.044144e+01,1.642324e+01,9.461151e+00,2.906178e+01,5.275974e+01,3.482888e+01,1.959704e+01,2.719322e+01
55327,AGIS_Os12g020650,-4.019040e-01, 9.547581e-01, 6.639062e-01,4.362207e-01,6.768527e-01,Not_significant,1.909251e+00,1.976602e+00,9.183901e-01,4.342286e+00,1.572459e+00,1.173098e+00,1.732335e+00,1.607481e+00
55332,AGIS_Os12g020700,-4.622467e-01, 3.824245e-01, 9.233358e-01,3.617119e-01,6.136040e-01,Not_significant,1.203658e+00,1.046436e+00,2.391280e+00,1.212929e+00,1.003378e+00,6.270007e-01,1.645718e+00,9.711864e-01
55333,AGIS_Os12g020710, 8.594571e-01, 1.189028e+00, 3.655358e+00,8.820397e-02,2.821675e-01,Not_significant,9.131202e-01,1.104572e+00,1.732812e+00,2.765478e+00,2.905305e+00,1.779873e+00,4.460763e+00,2.243776e+00
55335,AGIS_Os12g020730, 3.488583e-01, 5.408160e+00, 3.242964e+00,1.052646e-01,3.134786e-01,Not_significant,3.766621e+01,4.174119e+01,3.647568e+01,3.185151e+01,6.216454e+01,4.724754e+01,3.356400e+01,4.865979e+01
55355,AGIS_Os12g020930,-6.236661e-01, 1.285616e+00, 2.255105e+00,1.674298e-01,4.103661e-01,Not_significant,1.909251e+00,1.744061e+00,4.072107e+00,4.220993e+00,1.707241e+00,1.881002e+00,2.252036e+00,1.406546e+00
55357,AGIS_Os12g020950,-9.238368e-01, 3.712394e-01, 3.652258e+00,8.831851e-02,2.823932e-01,Not_significant,2.054520e+00,1.744061e+00,1.178312e+00,1.601066e+00,9.884027e-01,1.011292e+00,5.630090e-01,9.209526e-01
55360,AGIS_Os12g020980,-2.421097e-01, 6.102441e+00, 9.313772e-01,3.597276e-01,6.120411e-01,Not_significant,4.941225e+01,7.121581e+01,7.308999e+01,8.883492e+01,2.475499e+01,6.120336e+01,1.117573e+02,6.912168e+01
55370,AGIS_Os12g021080, 3.719695e-01, 5.148156e+00, 3.780527e+00,8.373248e-02,2.737408e-01,Not_significant,2.728984e+01,3.804959e+01,2.108832e+01,3.917761e+01,3.757428e+01,4.067414e+01,3.819799e+01,4.132566e+01
55375,AGIS_Os12g021130,-4.579713e-02,-1.305254e+00, 1.263718e-03,9.724183e-01,9.893165e-01,Not_significant,1.058389e+00,1.744061e-01,3.292342e-01,1.455515e-01,1.797096e-01,4.045166e-01,3.897754e-01,2.344243e-01
55376,AGIS_Os12g021140, 1.369312e-02, 4.086340e+00, 2.440208e-03,9.616810e-01,9.850407e-01,Not_significant,1.753606e+01,1.476638e+01,1.361990e+01,2.013462e+01,1.010866e+01,1.705037e+01,2.561691e+01,1.676134e+01
55382,AGIS_Os12g021200,-5.746219e-01, 4.609326e+00, 5.523125e+00,4.330459e-02,1.834032e-01,Not_significant,3.583997e+01,3.461961e+01,2.652934e+01,1.977074e+01,2.306273e+01,1.569524e+01,1.528786e+01,2.416245e+01
55383,AGIS_Os12g021210,-1.991750e-01, 4.092616e+00, 1.041268e+00,3.341802e-01,5.889595e-01,Not_significant,1.651917e+01,2.008577e+01,1.921688e+01,1.690823e+01,1.677289e+01,1.395582e+01,1.468154e+01,1.803393e+01
55388,AGIS_Os12g021260,-1.110437e-01, 5.446767e+00, 3.626783e-01,5.618909e-01,7.704186e-01,Not_significant,5.333452e+01,3.787519e+01,5.288541e+01,3.687304e+01,5.535055e+01,3.871224e+01,3.447347e+01,3.908188e+01
55396,AGIS_Os12g021340,-1.172335e+00, 1.411078e+00, 9.667405e+00,1.253910e-02,8.245355e-02,Not_significant,4.544848e+00,4.185746e+00,3.344326e+00,2.401599e+00,1.407725e+00,2.427100e+00,1.061055e+00,1.624226e+00
55400,AGIS_Os12g021380, 5.623858e-01, 2.553227e-01, 8.789928e-01,3.729614e-01,6.243610e-01,Not_significant,1.141400e+00,3.488122e-01,1.247624e+00,7.762745e-01,3.070039e+00,7.281299e-01,7.145883e-01,1.121888e+00
55401,AGIS_Os12g021390,-6.498290e-01, 4.259757e+00, 3.854348e+00,8.122975e-02,2.699269e-01,Not_significant,1.612487e+01,2.528888e+01,2.327166e+01,2.127477e+01,4.537667e+00,1.672676e+01,3.254625e+01,1.321148e+01
55402,AGIS_Os12g021400,-1.580324e-01, 2.633908e+00, 2.653523e-01,6.188831e-01,8.065646e-01,Not_significant,4.358074e+00,4.883370e+00,6.394075e+00,1.006731e+01,2.560862e+00,7.483557e+00,7.080920e+00,6.530391e+00
55404,AGIS_Os12g021420,-1.390766e-01, 4.962251e-01, 6.971693e-02,7.976979e-01,9.096068e-01,Not_significant,1.743229e+00,1.482452e+00,9.703745e-01,1.382739e+00,1.123185e+00,2.184390e+00,1.450831e+00,6.530391e-01
55452,AGIS_Os12g021900, 1.207341e+00, 1.806386e+00, 6.844554e+00,2.799181e-02,1.387455e-01,Not_significant,4.690117e+00,6.685566e-01,3.552264e+00,1.018860e+00,5.046844e+00,3.883359e+00,5.023772e+00,3.717300e+00
55455,AGIS_Os12g021930,-2.724214e-01, 4.347685e+00, 1.603721e+00,2.371798e-01,4.947728e-01,Not_significant,2.932361e+01,1.584189e+01,1.899161e+01,2.501060e+01,2.199945e+01,2.099441e+01,1.310079e+01,1.729717e+01
55460,AGIS_Os12g021980, 7.736194e-01, 3.831545e+00, 1.165184e+01,7.710803e-03,5.895724e-02,Not_significant,1.147626e+01,1.127826e+01,9.929010e+00,8.344951e+00,2.674678e+01,1.591773e+01,1.210469e+01,1.773252e+01
55461,AGIS_Os12g021990, 2.332768e+00, 6.641822e-01, 1.308822e+01,5.594282e-03,4.762427e-02,UP,3.320437e-01,3.778798e-01,1.351593e+00,3.153615e-01,2.366176e+00,3.377714e+00,1.602410e+00,2.561923e+00
55463,AGIS_Os12g022010, 1.140342e+00, 5.355408e+00, 2.389128e+01,8.627921e-04,1.304576e-02,UP,1.876047e+01,2.618998e+01,3.089603e+01,2.605371e+01,6.054715e+01,5.620758e+01,3.951890e+01,6.897098e+01
55464,AGIS_Os12g022020, 2.483550e-02, 3.905770e+00, 1.508224e-02,9.049573e-01,9.610636e-01,Not_significant,1.851144e+01,1.194682e+01,1.266685e+01,1.586511e+01,1.937868e+01,1.636270e+01,1.045897e+01,1.438361e+01
55470,AGIS_Os12g022080,-7.233112e-01, 1.898270e-01, 1.823409e+00,2.098930e-01,4.627482e-01,Not_significant,9.961311e-01,1.191775e+00,9.357182e-01,2.522892e+00,8.236689e-01,7.281299e-01,6.063173e-01,1.038165e+00
55477,AGIS_Os12g022150,-5.220269e-01,-1.226522e+00, 1.335342e-01,7.232388e-01,8.683799e-01,Not_significant,9.961311e-01,2.906768e-01,6.931246e-02,4.851716e-01,1.497580e-01,2.427100e-01,7.362425e-01,1.674459e-01
55478,AGIS_Os12g022160, 5.933378e-01,-2.515163e-01, 4.987313e-01,4.979367e-01,7.254030e-01,Not_significant,4.980656e-01,1.162707e-01,6.584684e-01,1.188670e+00,2.276321e+00,3.640649e-01,3.897754e-01,8.372297e-01
55491,AGIS_Os12g022290,-1.830852e-01, 2.893835e+00, 5.478701e-01,4.780589e-01,7.110016e-01,Not_significant,6.371089e+00,8.865642e+00,1.155785e+01,5.094302e+00,5.031868e+00,7.321751e+00,8.358518e+00,6.547136e+00
55504,AGIS_Os12g022420,-2.500660e+00, 5.016763e+00, 1.598839e+02,4.940526e-07,8.677426e-05,DOWN,4.851989e+01,5.610062e+01,6.903521e+01,4.538780e+01,8.835721e+00,1.351085e+01,1.106529e+01,6.279223e+00
55505,AGIS_Os12g022430,-2.311788e-01, 1.968575e+00, 4.512056e-01,5.186371e-01,7.413286e-01,Not_significant,6.599369e+00,3.429986e+00,3.604248e+00,3.153615e+00,3.684046e+00,3.175455e+00,2.360307e+00,4.973144e+00
55507,AGIS_Os12g022450, 4.038046e-01,-3.667175e-01, 1.827805e-01,6.790449e-01,8.433002e-01,Not_significant,1.162153e+00,2.906768e-02,1.212968e+00,3.396201e-01,1.707241e+00,4.449683e-01,7.145883e-01,2.009351e-01
55511,AGIS_Os12g022490, 8.919400e-01, 7.401824e+00, 9.971432e+00,1.159673e-02,7.807535e-02,Not_significant,1.100102e+02,7.351216e+01,9.877026e+01,2.119957e+02,2.584074e+02,2.375321e+02,1.618218e+02,2.004830e+02
55512,AGIS_Os12g022500, 3.525283e-01, 5.527385e+00, 2.804573e+00,1.283297e-01,3.517023e-01,Not_significant,4.079987e+01,3.392198e+01,3.041084e+01,5.683785e+01,7.371088e+01,4.793522e+01,3.873935e+01,4.628206e+01
55513,AGIS_Os12g022510,-1.168642e-01, 6.074122e+00, 4.922325e-01,5.006771e-01,7.271215e-01,Not_significant,6.914810e+01,6.976243e+01,6.981498e+01,7.056821e+01,5.211578e+01,6.812060e+01,7.100409e+01,6.815050e+01
55514,AGIS_Os12g022520,-4.114904e-01,-1.564256e+00, 1.075390e-01,7.513844e-01,8.851920e-01,Not_significant,0.000000e+00,3.488122e-01,6.064840e-01,4.366544e-01,0.000000e+00,3.640649e-01,3.681212e-01,2.846581e-01
55539,AGIS_Os12g022770,-5.646977e-01, 3.960066e+00, 1.815644e+00,2.107827e-01,4.636914e-01,Not_significant,1.209884e+01,2.145195e+01,1.985802e+01,1.416701e+01,2.126563e+00,1.870889e+01,1.829779e+01,1.751484e+01
55540,AGIS_Os12g022780,-1.759360e-01, 1.181462e+00, 1.220561e-01,7.348529e-01,8.750966e-01,Not_significant,3.610975e+00,1.831264e+00,2.945780e+00,1.212929e+00,1.003378e+00,2.204615e+00,2.923316e+00,2.093074e+00
55541,AGIS_Os12g022790, 8.445415e-02, 2.723105e+00, 4.815722e-02,8.311993e-01,9.257139e-01,Not_significant,9.068944e+00,4.650829e+00,6.428731e+00,5.167077e+00,3.594192e+00,9.020720e+00,6.496257e+00,8.070894e+00
55543,AGIS_Os12g022810,-3.362742e-01,-8.956142e-02, 2.479190e-01,6.304872e-01,8.141581e-01,Not_significant,7.470983e-01,1.598722e+00,1.316937e+00,4.123958e-01,6.589351e-01,4.651941e-01,1.515793e+00,5.190824e-01
55557,AGIS_Os12g022950,-1.702120e+00,-6.289374e-02, 6.190122e+00,3.454358e-02,1.586656e-01,Not_significant,1.037637e+00,1.482452e+00,9.010620e-01,2.037721e+00,4.642497e-01,6.876782e-01,8.661676e-02,7.032729e-01
55563,AGIS_Os12g023010, 1.125409e-01, 5.381725e+00, 7.973521e-02,7.840449e-01,9.023590e-01,Not_significant,3.191770e+01,3.278834e+01,3.706484e+01,4.119107e+01,1.037823e+01,4.953306e+01,8.499270e+01,4.537785e+01
55579,AGIS_Os12g023170, 1.218125e+00, 4.498694e-01, 2.376689e+00,1.575600e-01,3.962790e-01,Not_significant,8.508620e-01,3.488122e-01,1.316937e+00,4.366544e-01,3.354579e+00,2.831616e+00,4.980464e-01,8.874635e-01
55580,AGIS_Os12g023180, 3.919097e-01, 1.854246e+00, 1.113106e+00,3.189146e-01,5.741979e-01,Not_significant,3.320437e+00,2.993971e+00,3.015092e+00,2.644185e+00,2.036709e+00,4.126069e+00,4.872193e+00,5.592694e+00
55582,AGIS_Os12g023200, 2.571689e-01, 2.323607e+00, 5.015085e-01,4.967739e-01,7.247385e-01,Not_significant,5.457968e+00,2.761430e+00,4.072107e+00,5.045785e+00,8.955527e+00,5.744136e+00,2.187073e+00,5.458738e+00
55584,AGIS_Os12g023220, 2.160808e-01, 3.766236e-01, 1.914519e-01,6.720263e-01,8.396069e-01,Not_significant,1.182906e+00,6.394889e-01,7.624371e-01,1.964945e+00,2.021733e+00,6.674524e-01,7.362425e-01,2.059585e+00
55599,AGIS_Os12g023370, 7.813835e-01, 2.513734e+00, 3.727195e+00,8.560166e-02,2.774185e-01,Not_significant,8.716147e+00,1.395249e+00,3.153717e+00,4.463579e+00,9.045382e+00,6.775653e+00,3.118203e+00,8.640210e+00
55614,AGIS_Os12g023520, 1.728409e+00,-1.008796e+00, 3.267539e+00,1.041356e-01,3.118094e-01,Not_significant,2.490328e-01,1.162707e-01,3.119061e-01,9.703432e-02,9.584511e-01,2.022583e-01,1.255943e+00,4.186148e-01
55617,AGIS_Os12g023550, 1.943771e+00,-6.894379e-01, 2.521382e+00,1.467858e-01,3.807978e-01,Not_significant,2.075273e-01,0.000000e+00,4.505310e-01,5.336887e-01,1.228015e+00,5.663232e-01,1.255943e+00,3.516365e-01
55618,AGIS_Os12g023560, 9.550563e-01, 4.013453e+00, 4.140169e+00,7.238827e-02,2.507929e-01,Not_significant,1.274218e+01,3.313715e+00,9.097261e+00,2.159014e+01,2.622262e+01,2.677900e+01,1.102198e+01,1.806742e+01
55624,AGIS_Os12g023620, 5.862866e-01, 5.772938e+00, 8.183064e+00,1.876805e-02,1.073383e-01,Not_significant,4.233557e+01,4.796167e+01,5.087535e+01,3.391349e+01,6.364714e+01,6.025275e+01,5.900767e+01,7.910146e+01
55626,AGIS_Os12g023640,-2.707390e-01, 3.163163e+00, 5.330848e-01,4.838892e-01,7.147605e-01,Not_significant,9.546257e+00,5.900739e+00,1.630576e+01,7.568677e+00,1.298402e+01,7.989203e+00,4.980464e+00,6.028054e+00
55633,AGIS_Os12g023710,-8.485959e-01,-5.346751e-01, 7.544581e-01,4.076410e-01,6.538116e-01,Not_significant,6.225819e-01,4.650829e-01,1.386249e+00,6.549816e-01,1.048306e+00,6.067749e-01,2.381961e-01,1.507013e-01
55637,AGIS_Os12g023750,-3.286087e-01, 1.127106e+00, 4.861904e-01,5.032496e-01,7.289865e-01,Not_significant,2.469575e+00,1.366181e+00,3.119061e+00,2.207531e+00,8.086931e-01,2.063035e+00,3.637904e+00,1.490269e+00
55638,AGIS_Os12g023760, 3.066386e-02, 1.311443e+00, 7.027744e-03,9.350259e-01,9.747375e-01,Not_significant,1.079142e+00,3.924137e+00,1.698155e+00,3.444718e+00,1.527531e+00,2.973197e+00,2.208727e+00,2.729369e+00
55640,AGIS_Os12g023780,-1.847273e-01, 3.785188e+00, 6.389663e-01,4.446756e-01,6.838862e-01,Not_significant,1.033486e+01,1.247003e+01,1.524874e+01,1.833949e+01,5.615924e+00,1.132646e+01,1.734501e+01,1.930652e+01
55642,AGIS_Os12g023800, 2.206382e+00,-2.052857e+00, 1.563938e+00,2.426340e-01,5.004463e-01,Not_significant,2.075273e-01,2.906768e-01,0.000000e+00,0.000000e+00,2.396128e-01,4.045166e-01,2.381961e-01,2.344243e-01
55666,AGIS_Os12g024040, 1.878629e+00, 7.418577e-01, 1.655645e+01,2.805955e-03,2.985546e-02,UP,5.810765e-01,7.557597e-01,7.970933e-01,6.064645e-01,2.620765e+00,2.467551e+00,1.818952e+00,3.348919e+00
55668,AGIS_Os12g024060, 3.033800e-03, 7.825442e-01, 8.219635e-06,9.977750e-01,9.992507e-01,Not_significant,2.905382e-01,1.569655e+00,2.789827e+00,1.795135e+00,1.946854e+00,2.629358e-01,3.443016e+00,1.339567e+00
55669,AGIS_Os12g024070, 9.682270e-01, 1.252618e+00, 4.694598e+00,5.843630e-02,2.204481e-01,Not_significant,2.780866e+00,1.395249e+00,1.074343e+00,1.334222e+00,2.216418e+00,3.094552e+00,3.529633e+00,3.298685e+00
55675,AGIS_Os12g024130, 4.754385e+00,-1.987855e+00, 7.464134e+00,2.315335e-02,1.229334e-01,Not_significant,0.000000e+00,1.162707e-01,0.000000e+00,0.000000e+00,3.294676e-01,6.876782e-01,2.165419e-01,3.181473e-01
55683,AGIS_Os12g024210,-4.939390e-01, 4.831903e+00, 5.766495e+00,3.981815e-02,1.740196e-01,Not_significant,2.793318e+01,3.241046e+01,3.498546e+01,3.498087e+01,1.425696e+01,2.514071e+01,3.609754e+01,2.175123e+01
55712,AGIS_Os12g024500, 6.738054e-01, 8.842156e-01, 1.425362e+00,2.630503e-01,5.214473e-01,Not_significant,1.328175e+00,1.308046e+00,2.339296e+00,5.822059e-01,4.193224e+00,1.739421e+00,1.147672e+00,1.741438e+00
55713,AGIS_Os12g024510,-1.577275e-01,-1.711720e+00, 1.512115e-02,9.048355e-01,9.610013e-01,Not_significant,4.150546e-01,5.813536e-02,3.638904e-01,2.911030e-01,4.193224e-01,2.022583e-01,8.661676e-02,2.511689e-01
55727,AGIS_Os12g024650,-1.938493e-01, 3.602534e+00, 8.280572e-01,3.865640e-01,6.359177e-01,Not_significant,1.023110e+01,1.235376e+01,1.517943e+01,1.406998e+01,1.219030e+01,1.011292e+01,1.032905e+01,1.239100e+01
55729,AGIS_Os12g024670,-2.782254e-01, 4.841660e+00, 1.767573e+00,2.164053e-01,4.700449e-01,Not_significant,3.592298e+01,3.194538e+01,2.888597e+01,2.673295e+01,3.664578e+01,2.123712e+01,1.723674e+01,3.045842e+01
55734,AGIS_Os12g024720, 2.515760e+00,-1.566724e+00, 1.567244e+00,2.421743e-01,4.999848e-01,Not_significant,1.660219e-01,0.000000e+00,3.119061e-01,0.000000e+00,2.396128e-01,7.281299e-01,1.732335e-01,7.032729e-01
55737,AGIS_Os12g024750,-8.088868e-02, 4.218006e+00, 5.725732e-02,8.162466e-01,9.184268e-01,Not_significant,1.703799e+01,2.008577e+01,1.862772e+01,1.479773e+01,7.053601e+00,1.549299e+01,3.737513e+01,1.811765e+01
55760,AGIS_Os12g024980, 9.131711e-01,-6.139995e-01, 6.424412e-01,4.434812e-01,6.828291e-01,Not_significant,4.980656e-01,5.522859e-01,5.544997e-01,4.851716e-02,8.985479e-02,1.132646e+00,1.580756e+00,4.688486e-01
55761,AGIS_Os12g024990, 1.019131e-01, 2.523504e+00, 1.724447e-01,6.876764e-01,8.480032e-01,Not_significant,7.927543e+00,5.639130e+00,4.505310e+00,4.099700e+00,7.967125e+00,5.602555e+00,5.240314e+00,4.688486e+00
55762,AGIS_Os12g025000, 2.906361e-01, 5.332337e+00, 2.779555e+00,1.298344e-01,3.542638e-01,Not_significant,3.550792e+01,4.025874e+01,3.352990e+01,3.481106e+01,5.647374e+01,4.202928e+01,3.880431e+01,4.057215e+01
55788,AGIS_Os12g025260,-1.213835e-01,-1.266677e+00, 9.344543e-03,9.251098e-01,9.706004e-01,Not_significant,1.037637e-01,4.941506e-01,5.544997e-01,3.396201e-01,7.487899e-01,2.022583e-01,1.732335e-01,3.683811e-01
55792,AGIS_Os12g025300,-2.568981e-01, 4.606827e+00, 1.551165e+00,2.444220e-01,5.021870e-01,Not_significant,2.766339e+01,2.636439e+01,2.214533e+01,2.777607e+01,3.450424e+01,1.616044e+01,1.762651e+01,2.237078e+01
55803,AGIS_Os12g025410, 4.838272e-01, 1.073436e+00, 1.084157e+00,3.249400e-01,5.803474e-01,Not_significant,1.265917e+00,1.278978e+00,6.584684e-01,3.396201e+00,4.387909e+00,1.618066e+00,6.063173e-01,3.265196e+00
55807,AGIS_Os12g025450,-5.314958e+00, 6.251289e-01, 2.407932e+01,8.402446e-04,1.279563e-02,DOWN,3.527964e+00,2.616091e+00,3.361654e+00,1.916428e+00,5.690803e-01,8.090332e-02,0.000000e+00,0.000000e+00
55809,AGIS_Os12g025470,-2.343115e+00, 5.624364e+00, 5.651586e+01,3.631439e-05,1.356222e-03,DOWN,7.553994e+01,1.283047e+02,5.791056e+01,6.603185e+01,2.924773e+01,1.241866e+01,1.433507e+01,1.063282e+01
