GeneID	WTmycLP_1	WTmycLP_2	WTmycLP_3	WTmycLP_4	WTmycHP_1	WTmycHP_2	WTmycHP_3	WTmycHP_4
AGIS_Os07g029360	0	0	0	0	0	0	0	0
AGIS_Os07g029370	0	0	0	0	0	0	0	0
AGIS_Os07g029380	472	438	579	634	729	247	369	362
AGIS_Os07g029390	320	261	446	307	787	688	336	929
AGIS_Os07g029400	0	0	0	0	0	0	0	0
AGIS_Os07g029410	320	232	597	380	303	337	400	464
AGIS_Os07g029420	152	116	192	187	303	156	179	271
AGIS_Os07g029430	316	143	341	226	60	38	23	87
AGIS_Os07g029440	408	429	774	585	807	565	920	851
AGIS_Os07g029450	193	274	512	444	192	361	505	407
AGIS_Os07g029460	252	134	247	101	677	293	190	318
AGIS_Os07g029470	66	36	64	112	76	170	132	172
AGIS_Os07g029480	36	6	58	4	4	25	20	60
AGIS_Os07g029490	0	0	0	0	0	0	0	0
AGIS_Os07g029500	10	16	30	31	0	0	0	4
AGIS_Os07g029510	0	0	0	0	0	2	0	2
AGIS_Os07g029520	14	14	0	10	172	186	168	236
AGIS_Os07g029530	410	208	641	248	461	181	403	314
AGIS_Os07g029540	0	0	0	6	0	2	0	8
AGIS_Os07g029550	0	0	0	0	0	0	0	0
AGIS_Os07g029560	0	0	0	0	0	0	0	0
AGIS_Os07g029570	688	457	1095	592	1567	982	1133	1374
AGIS_Os07g029580	0	0	0	0	0	0	0	0
AGIS_Os07g029590	0	0	0	0	0	0	0	0
AGIS_Os07g029600	0	0	0	0	0	0	0	0
AGIS_Os07g029610	0	0	0	0	0	0	0	0
AGIS_Os07g029620	0	0	0	0	0	0	0	0
AGIS_Os07g029630	0	0	0	2	0	0	14	0
AGIS_Os07g029640	124	68	160	135	689	466	440	714
AGIS_Os07g029650	412	420	451	389	2239	1450	1479	2061
AGIS_Os07g029660	0	0	0	0	0	0	0	0
AGIS_Os07g029670	309	231	371	165	619	499	516	698
AGIS_Os07g029680	0	0	0	0	0	0	0	0
AGIS_Os07g029690	992	674	925	602	3926	1922	1963	3457
AGIS_Os07g029700	11151	4941	9149	5712	5790	1270	1622	2496
AGIS_Os07g029710	644	382	551	756	735	947	900	1237
AGIS_Os07g029720	0	0	0	0	0	0	0	0
AGIS_Os07g029730	328	151	436	274	871	362	258	544
AGIS_Os07g029740	168	50	86	48	268	130	84	103
AGIS_Os07g029750	498	356	873	779	268	624	867	618
AGIS_Os07g029760	1231	736	1315	1018	2547	1144	960	1455
AGIS_Os07g029770	14	27	42	48	0	44	110	41
AGIS_Os07g029780	0	6	20	0	0	0	2	0
AGIS_Os07g029790	107	78	248	156	81	207	161	153
AGIS_Os07g029800	148	86	168	120	60	165	150	227
AGIS_Os07g029810	279	343	573	338	268	433	533	439
AGIS_Os07g029820	356	182	495	150	88	328	341	360
AGIS_Os07g029830	0	0	0	0	0	2	0	0
AGIS_Os07g029840	0	0	0	0	0	0	0	0
AGIS_Os07g029850	0	0	0	0	0	0	0	0
AGIS_Os07g029860	4625	3117	6751	3617	2407	2087	6367	3394
AGIS_Os07g029870	722	421	857	618	696	821	948	1123
AGIS_Os07g029880	0	0	0	0	0	0	0	0
AGIS_Os07g029890	0	0	0	0	0	0	0	0
AGIS_Os07g029900	0	0	0	0	0	0	0	0
AGIS_Os07g029910	702	337	619	398	1372	824	571	864
AGIS_Os07g029920	68	42	92	86	223	92	106	113
AGIS_Os07g029930	0	0	0	0	0	0	0	0
AGIS_Os07g029940	0	0	0	0	0	0	0	0
AGIS_Os07g029950	26	0	11	22	33	16	28	24
AGIS_Os07g029960	0	0	0	0	0	0	0	0
AGIS_Os07g029970	20	2	0	4	0	2	4	2
AGIS_Os07g029980	0	0	0	0	0	0	0	0
AGIS_Os07g029990	0	0	0	0	0	0	0	0
AGIS_Os07g030000	2	8	0	0	2	0	0	0
AGIS_Os07g030010	0	0	0	0	0	0	0	0
AGIS_Os07g030020	0	0	0	0	0	0	0	0
AGIS_Os07g030030	231	113	169	186	627	609	399	818
AGIS_Os07g030040	770	555	861	620	619	888	815	1176
AGIS_Os07g030050	148	104	112	94	548	170	141	375
AGIS_Os07g030060	863	452	975	404	200	71	100	195
AGIS_Os07g030070	214	133	206	147	490	322	302	543
AGIS_Os07g030080	0	0	0	0	0	0	0	0
AGIS_Os07g030090	0	0	0	0	0	0	0	0
AGIS_Os07g030100	0	0	0	0	0	0	0	0
AGIS_Os07g030110	2045	2596	3516	1786	1301	1000	946	1283
AGIS_Os07g030120	0	0	0	0	0	0	0	0
AGIS_Os07g030130	0	8	0	0	8	0	0	0
AGIS_Os07g030140	313	341	718	149	250	97	29	24
AGIS_Os07g030150	0	0	0	0	0	0	0	0
AGIS_Os07g030160	0	0	0	0	0	0	0	0
AGIS_Os07g030170	0	0	0	0	0	0	0	0
AGIS_Os07g030180	0	0	0	0	0	0	0	0
AGIS_Os07g030190	0	0	0	0	24	0	0	0
AGIS_Os07g030200	0	0	0	0	0	0	0	0
AGIS_Os07g030210	0	0	0	0	0	0	0	0
AGIS_Os07g030220	0	0	0	0	0	0	0	0
AGIS_Os07g030230	0	0	0	0	0	0	0	0
AGIS_Os07g030240	0	0	0	3	0	0	0	0
AGIS_Os07g030250	200	195	232	128	254	35	99	118
AGIS_Os07g030260	64	22	280	40	264	64	27	12
AGIS_Os07g030270	0	0	0	0	0	0	0	0
AGIS_Os07g030280	0	0	100	0	30	10	42	0
AGIS_Os07g030290	0	0	0	0	10	0	0	0
AGIS_Os07g030300	0	0	0	0	0	0	0	0
AGIS_Os07g030310	0	0	0	0	0	0	0	12
AGIS_Os07g030320	0	0	0	0	0	0	0	0
AGIS_Os07g030330	0	0	0	0	0	0	0	0
AGIS_Os07g030340	0	0	0	0	0	2	0	0
AGIS_Os07g030350	0	0	0	0	0	0	0	0
AGIS_Os07g030360	0	0	0	0	0	0	0	0
AGIS_Os07g030370	0	0	0	0	0	0	0	0
AGIS_Os07g030380	0	0	0	0	0	0	0	0
AGIS_Os07g030390	605	493	849	514	848	432	420	693
AGIS_Os07g030400	0	0	0	0	0	0	0	0
AGIS_Os07g030410	0	0	0	0	0	0	0	16
AGIS_Os07g030420	0	0	0	0	0	0	0	0
AGIS_Os07g030430	0	0	0	0	0	0	0	0
AGIS_Os07g030440	0	0	0	6	0	0	0	0
AGIS_Os07g030450	0	0	0	0	0	0	0	0
AGIS_Os07g030460	0	0	0	0	0	0	0	0
AGIS_Os07g030470	0	0	0	0	0	0	0	0
AGIS_Os07g030480	0	0	0	0	0	0	0	0
AGIS_Os07g030490	0	6	16	0	0	0	0	0
AGIS_Os07g030500	0	0	0	0	0	0	0	0
AGIS_Os07g030510	436	462	945	620	100	388	412	423
AGIS_Os07g030520	70	84	136	90	52	6	52	21
AGIS_Os07g030530	0	0	0	0	0	0	0	0
AGIS_Os07g030540	0	0	0	0	0	0	0	0
AGIS_Os07g030550	0	0	0	0	0	0	0	0
AGIS_Os07g030560	0	0	0	0	0	0	0	0
AGIS_Os07g030570	42255	24459	38053	27457	41101	11678	21276	25418
AGIS_Os07g030580	570	163	358	722	1453	1039	447	965
AGIS_Os07g030590	23243	20081	22840	14868	71531	32718	27234	40431
AGIS_Os07g030600	84	17	100	99	74	173	167	180
AGIS_Os07g030610	474	243	480	390	525	477	421	492
AGIS_Os07g030620	280	230	388	215	1781	723	327	1018
AGIS_Os07g030630	0	0	0	0	0	0	0	0
AGIS_Os07g030640	812	631	1284	1013	1622	1496	1003	1591
AGIS_Os07g030650	548	456	873	429	1073	611	530	595
AGIS_Os07g030660	0	0	0	0	0	0	0	0
AGIS_Os07g030670	146	12	203	49	773	671	99	245
AGIS_Os07g030680	0	0	0	0	0	0	0	0
AGIS_Os07g030690	59	20	36	113	118	62	58	23
AGIS_Os07g030700	0	0	0	0	0	0	0	0
AGIS_Os07g030710	310	20	15	30	762	1281	510	802
AGIS_Os07g030720	46	102	1	101	62	115	34	138
AGIS_Os07g030730	1172	844	1350	816	1540	1326	1088	1266
AGIS_Os07g030740	397	324	471	328	184	274	401	354
AGIS_Os07g030750	615	557	904	721	508	546	706	719
AGIS_Os07g030760	0	0	0	0	0	0	0	0
AGIS_Os07g030770	0	0	0	0	0	0	0	0
AGIS_Os07g030780	0	0	0	0	0	0	0	0
AGIS_Os07g030790	0	0	0	0	0	0	0	0
AGIS_Os07g030800	0	0	0	0	0	0	0	0
AGIS_Os07g030810	0	0	6	0	0	3	2	8
AGIS_Os07g030820	0	0	0	0	0	0	0	0
AGIS_Os07g030830	0	0	0	0	0	0	0	0
AGIS_Os07g030840	768	363	782	719	3430	1173	804	2241
AGIS_Os07g030850	0	0	0	0	0	0	0	0
AGIS_Os07g030860	28	122	143	80	1231	483	191	903
AGIS_Os07g030870	0	0	0	0	16	0	0	0
AGIS_Os07g030880	0	0	0	0	0	0	0	0
AGIS_Os07g030890	98	39	95	36	128	26	33	79
AGIS_Os07g030900	0	0	0	0	0	0	0	0
AGIS_Os07g030910	0	2	0	24	56	24	25	54
AGIS_Os07g030920	0	0	16	0	0	2	5	0
AGIS_Os07g030930	412	196	289	114	735	324	152	547
AGIS_Os07g030940	2	32	0	24	0	0	4	6
AGIS_Os07g030950	72	37	49	13	36	18	46	12
AGIS_Os07g030960	8	6	0	22	28	4	49	14
AGIS_Os07g030970	0	0	0	0	0	0	0	0
AGIS_Os07g030980	290	135	261	380	700	404	436	552
AGIS_Os07g030990	0	0	8	0	0	0	0	0
AGIS_Os07g031000	0	0	0	0	0	0	0	0
AGIS_Os07g031010	0	0	0	0	0	2	0	0
AGIS_Os07g031020	48	72	79	72	178	68	61	120
AGIS_Os07g031030	172	134	267	172	363	192	198	198
AGIS_Os07g031040	47	54	229	57	110	38	60	108
AGIS_Os07g031050	0	0	0	0	0	0	0	0
AGIS_Os07g031060	0	0	0	0	0	0	0	0
AGIS_Os07g031070	0	12	6	6	0	6	0	0
AGIS_Os07g031080	0	0	0	0	0	4	0	0
AGIS_Os07g031090	2	0	0	0	0	0	0	0
AGIS_Os07g031100	136	219	230	181	274	199	184	333
AGIS_Os07g031110	844	439	951	542	1073	537	808	491
AGIS_Os07g031120	0	0	0	0	0	0	0	0
AGIS_Os07g031130	0	0	0	0	0	0	0	0
AGIS_Os07g031140	0	0	0	0	0	0	0	0
AGIS_Os07g031150	0	0	0	0	0	0	0	0
AGIS_Os07g031160	0	0	13	2	0	12	6	0
AGIS_Os07g031170	38	18	78	14	63	7	52	48
AGIS_Os07g031180	0	0	0	0	0	0	0	0
AGIS_Os07g031190	0	0	0	0	0	0	0	0
AGIS_Os07g031200	0	0	0	0	0	0	0	0
AGIS_Os07g031210	0	0	0	0	0	0	0	0
AGIS_Os07g031220	0	0	0	0	0	0	0	0
AGIS_Os07g031230	32	46	64	17	90	38	55	72
AGIS_Os07g031240	0	0	0	0	0	0	0	0
AGIS_Os07g031250	57	34	12	19	14	71	36	52
AGIS_Os07g031260	90	91	205	114	186	277	314	324
AGIS_Os07g031270	22	0	0	15	26	29	40	32
AGIS_Os07g031280	245	167	223	422	887	495	420	494
AGIS_Os07g031290	56	57	187	100	34	126	191	92
AGIS_Os07g031300	15	0	26	2	38	0	10	4
AGIS_Os07g031310	0	8	30	36	42	18	40	22
AGIS_Os07g031320	217	676	1648	565	104	80	73	88
AGIS_Os07g031330	0	0	0	0	0	0	0	0
AGIS_Os07g031340	3608	2359	4694	2190	5955	2477	3133	3832
AGIS_Os07g031350	82	46	190	30	34	59	216	41
AGIS_Os07g031360	550	596	1361	630	1293	619	925	700
AGIS_Os07g031370	0	0	0	0	0	0	0	0
AGIS_Os07g031380	700	610	1149	580	887	543	632	667
AGIS_Os07g031390	0	0	0	0	0	0	0	0
AGIS_Os07g031400	0	0	0	0	0	0	0	0
AGIS_Os07g031410	0	0	0	0	0	0	0	0
AGIS_Os07g031420	0	0	0	0	0	0	0	0
AGIS_Os07g031430	0	0	0	0	0	0	0	0
AGIS_Os07g031440	0	0	0	0	0	0	0	0
AGIS_Os07g031450	4907	2585	3817	4013	3949	2898	3934	2344
AGIS_Os07g031460	0	0	0	0	0	0	0	0
AGIS_Os07g031470	194	43	252	152	236	52	39	68
AGIS_Os07g031480	18741	9918	24297	11810	13709	6487	5936	7937
AGIS_Os07g031490	275	238	291	226	409	223	154	392
AGIS_Os07g031500	0	0	0	0	0	0	0	0
AGIS_Os07g031510	144	134	384	169	278	62	289	200
AGIS_Os07g031520	0	0	0	0	0	0	0	0
AGIS_Os07g031530	1135	1110	5919	1341	1588	625	2937	1406
AGIS_Os07g031540	54	38	30	89	324	120	89	204
AGIS_Os07g031550	556	451	459	558	1005	843	950	848
AGIS_Os07g031560	99	114	177	147	137	124	205	153
AGIS_Os07g031570	158	205	317	150	0	0	0	0
AGIS_Os07g031580	28	0	0	6	54	27	8	0
AGIS_Os07g031590	0	12	1	0	34	0	6	0
AGIS_Os07g031600	18	24	0	10	0	2	4	26
AGIS_Os07g031610	0	0	16	0	26	10	12	12
AGIS_Os07g031620	90	51	80	92	357	149	261	144
AGIS_Os07g031630	0	0	0	0	0	0	0	0
AGIS_Os07g031640	342	258	483	232	951	533	774	707
AGIS_Os07g031650	350	207	380	145	306	430	530	499
AGIS_Os07g031660	22	94	23	28	62	23	89	42
AGIS_Os07g031670	0	0	0	0	0	0	0	0
AGIS_Os07g031680	128	33	44	36	29	78	43	32
AGIS_Os07g031690	0	14	8	0	0	6	4	0
AGIS_Os07g031700	34	28	47	112	128	46	87	103
AGIS_Os07g031710	2	8	32	80	74	36	44	33
AGIS_Os07g031720	0	0	0	0	0	0	0	0
AGIS_Os07g031730	0	4	23	1	0	6	46	15
AGIS_Os07g031740	154	62	149	118	360	324	449	696
AGIS_Os07g031750	0	0	0	0	0	0	0	0
AGIS_Os07g031760	293	190	559	213	631	517	351	582
AGIS_Os07g031770	0	0	0	0	0	0	0	0
AGIS_Os07g031780	0	0	0	0	0	0	0	0
AGIS_Os07g031790	43	4	36	111	641	411	206	367
AGIS_Os07g031800	1020	843	1611	961	1883	1048	1098	1596
AGIS_Os07g031810	0	0	0	0	0	2	0	0
AGIS_Os07g031820	21	7	36	41	10	60	66	20
AGIS_Os07g031830	0	4	33	55	48	46	51	24
AGIS_Os07g031840	0	0	0	0	0	0	0	0
AGIS_Os07g031850	200	256	376	153	22	40	165	103
AGIS_Os07g031860	0	0	0	0	0	0	0	0
AGIS_Os07g031870	7335	3732	6255	5534	13531	5442	3675	7445
AGIS_Os07g031880	20	4	22	6	0	1	20	8
AGIS_Os07g031890	0	0	0	0	0	0	0	0
AGIS_Os07g031900	0	0	0	0	0	0	0	0
AGIS_Os07g031910	0	0	0	0	0	0	0	0
AGIS_Os07g031920	0	0	0	0	0	0	0	0
AGIS_Os07g031930	0	0	0	0	0	0	0	0
AGIS_Os07g031940	0	0	0	0	0	0	0	0
AGIS_Os07g031950	0	0	0	0	0	0	0	0
AGIS_Os07g031960	0	0	0	0	0	0	0	0
AGIS_Os07g031970	0	0	0	0	0	0	0	0
AGIS_Os07g031980	123	38	118	50	105	71	65	60
AGIS_Os07g031990	1248	601	948	861	1210	815	661	876
AGIS_Os07g032000	0	0	0	0	0	0	0	0
AGIS_Os07g032010	0	0	0	18	16	32	20	12
AGIS_Os07g032020	0	0	0	0	0	0	0	0
AGIS_Os07g032030	1752	734	1411	877	2091	1261	873	1455
AGIS_Os07g032040	4030	2404	4780	2635	9633	3931	3027	5753
AGIS_Os07g032050	72	119	61	98	34	127	156	205
AGIS_Os07g032060	0	0	0	0	0	0	0	0
AGIS_Os07g032070	686	548	1071	765	1511	1208	971	1496
AGIS_Os07g032080	206	96	194	94	118	116	185	120
AGIS_Os07g032090	1489	760	1566	1454	1998	1449	1117	1432
AGIS_Os07g032100	985	919	1328	1078	2597	1156	1175	2061
AGIS_Os07g032110	1237	547	1270	524	2142	1261	949	1465
AGIS_Os07g032120	0	0	0	0	0	0	0	0
AGIS_Os07g032130	535	378	654	388	709	388	411	771
AGIS_Os07g032140	0	0	0	0	0	0	0	0
AGIS_Os07g032150	258	146	144	114	194	160	154	233
AGIS_Os07g032160	135	62	120	75	54	52	81	38
AGIS_Os07g032170	0	0	8	1	0	0	0	0
AGIS_Os07g032180	0	0	0	0	0	0	0	0
AGIS_Os07g032190	0	0	0	0	0	0	0	0
AGIS_Os07g032200	0	1	0	6	12	0	0	2
AGIS_Os07g032210	0	0	0	0	0	0	0	0
AGIS_Os07g032220	38	10	0	6	12	0	7	0
AGIS_Os07g032230	0	0	0	0	0	0	0	0
AGIS_Os07g032240	0	0	0	0	0	0	2	0
AGIS_Os07g032250	0	0	0	0	46	0	10	21
AGIS_Os07g032260	0	0	0	0	0	0	0	0
AGIS_Os07g032270	26	23	6	51	0	16	30	32
AGIS_Os07g032280	184	98	301	126	146	54	62	70
AGIS_Os07g032290	6670	4250	5328	4435	11250	4327	4384	5776
AGIS_Os07g032300	1122	934	1378	811	1773	760	684	1119
AGIS_Os07g032310	66	38	39	24	232	115	30	52
AGIS_Os07g032320	423	198	399	320	269	243	303	349
AGIS_Os07g032330	12	0	0	2	0	0	0	0
AGIS_Os07g032340	124	148	335	278	357	439	345	548
AGIS_Os07g032350	1522	1418	2073	1701	2007	2407	2309	2515
AGIS_Os07g032360	317	182	524	277	599	343	265	342
AGIS_Os07g032370	330	262	264	295	638	415	236	481
AGIS_Os07g032380	0	0	0	0	0	0	0	0
AGIS_Os07g032390	0	0	0	0	0	0	0	0
AGIS_Os07g032400	0	0	0	0	0	0	0	0
AGIS_Os07g032410	704	464	814	548	918	302	640	476
AGIS_Os07g032420	0	0	48	1	20	14	9	8
AGIS_Os07g032430	44	102	178	139	381	288	335	381
AGIS_Os07g032440	0	0	0	0	0	0	0	0
AGIS_Os07g032450	569	547	896	826	1204	1428	1213	1624
AGIS_Os07g032460	1484	748	1301	1174	2162	1045	773	1523
AGIS_Os07g032470	12	34	67	51	317	37	97	117
AGIS_Os07g032480	122	44	92	204	214	145	102	92
AGIS_Os07g032490	0	0	0	0	0	0	0	0
AGIS_Os07g032500	0	0	0	0	0	0	0	0
AGIS_Os07g032510	0	0	0	0	0	0	0	0
AGIS_Os07g032520	0	0	0	0	0	0	0	0
AGIS_Os07g032530	68	8	6	14	66	29	40	28
AGIS_Os07g032540	0	2	0	4	47	14	26	63
AGIS_Os07g032550	0	0	0	0	0	0	0	0
AGIS_Os07g032560	0	0	0	0	0	0	0	0
AGIS_Os07g032570	0	0	0	0	0	0	0	0
AGIS_Os07g032580	12	23	2	10	30	34	2	24
AGIS_Os07g032590	370	141	766	572	353	1015	872	578
AGIS_Os07g032600	0	0	0	0	0	0	12	0
AGIS_Os07g032610	4	6	14	0	16	12	6	21
AGIS_Os07g032620	378	315	478	201	592	292	435	367
AGIS_Os07g032630	0	0	0	0	0	0	0	0
AGIS_Os07g032640	2204	1428	2397	1097	3104	1817	1165	2052
AGIS_Os07g032650	42	40	47	42	76	58	49	84
AGIS_Os07g032660	490	466	575	531	912	892	714	941
AGIS_Os07g032670	36	12	40	8	68	38	17	4
AGIS_Os07g032680	0	0	0	0	0	0	0	0
AGIS_Os07g032690	0	0	0	0	0	0	0	0
AGIS_Os07g032700	8	0	0	2	0	0	3	6
AGIS_Os07g032710	27	28	35	48	16	9	55	88
AGIS_Os07g032720	0	6	0	0	0	15	4	2
AGIS_Os07g032730	0	0	0	0	0	0	0	0
AGIS_Os07g032740	0	0	0	0	0	0	0	0
AGIS_Os07g032750	4	47	62	56	50	17	40	68
AGIS_Os07g032760	0	0	0	0	0	0	0	0
AGIS_Os07g032770	75	6	40	40	36	34	56	29
AGIS_Os07g032780	2784	2843	5438	4013	1688	3366	4492	4852
AGIS_Os07g032790	154	71	217	96	200	74	157	184
AGIS_Os07g032800	66	46	125	51	78	94	56	188
AGIS_Os07g032810	0	0	0	0	0	0	0	0
AGIS_Os07g032820	0	0	0	0	0	0	0	0
AGIS_Os07g032830	0	0	0	0	0	0	0	0
AGIS_Os07g032840	0	0	0	0	0	0	3	0
AGIS_Os07g032850	327	120	122	186	440	268	171	219
AGIS_Os07g032860	0	0	0	0	0	0	0	0
AGIS_Os07g032870	20	26	26	12	42	2	23	30
AGIS_Os07g032880	720	441	814	586	1629	706	668	1375
AGIS_Os07g032890	0	0	0	0	0	0	5	0
AGIS_Os07g032900	0	0	0	0	0	0	0	0
AGIS_Os07g032910	0	0	0	0	0	1	0	0
AGIS_Os07g032920	0	0	0	0	0	0	0	0
AGIS_Os07g032930	0	0	0	0	0	0	0	0
AGIS_Os07g032940	0	0	0	0	0	0	0	0
AGIS_Os07g032950	1756	1568	1761	1498	4182	1602	1790	2486
AGIS_Os07g032960	302	284	234	227	306	231	300	364
AGIS_Os07g032970	92	74	112	84	154	78	150	143
AGIS_Os07g032980	952	624	978	791	1850	940	936	1517
AGIS_Os07g032990	170	40	144	98	120	80	77	199
AGIS_Os07g033000	280	199	359	174	469	220	154	398
AGIS_Os07g033010	805	921	1440	953	536	1048	886	905
AGIS_Os07g033020	0	0	0	0	0	0	0	0
AGIS_Os07g033030	0	0	0	0	0	0	0	0
AGIS_Os07g033040	46	44	4	39	46	75	58	119
AGIS_Os07g033050	317	299	490	410	277	201	244	226
AGIS_Os07g033060	26	0	0	1	0	12	10	13
AGIS_Os07g033070	0	0	6	0	0	0	0	0
AGIS_Os07g033080	578	397	423	344	533	502	462	610
AGIS_Os07g033090	0	0	0	0	0	0	0	0
AGIS_Os07g033100	914	709	969	744	1148	1041	728	1138
AGIS_Os07g033110	33	9	37	24	0	22	0	4
AGIS_Os07g033120	19	19	33	12	47	18	20	8
AGIS_Os07g033130	0	0	0	0	0	0	0	0
AGIS_Os07g033140	348	62	325	437	894	556	336	577
AGIS_Os07g033150	552	303	777	860	2016	1412	700	1591
AGIS_Os07g033160	0	0	0	16	25	2	6	0
AGIS_Os07g033170	0	0	0	0	0	0	0	0
AGIS_Os07g033180	93	14	122	148	220	152	108	78
AGIS_Os07g033190	0	0	0	0	0	0	0	0
AGIS_Os07g033200	0	0	0	0	0	0	0	0
AGIS_Os07g033210	0	0	0	0	0	0	0	0
AGIS_Os07g033220	44	4	65	56	40	152	56	87
AGIS_Os07g033230	153	66	114	112	410	205	103	303
AGIS_Os07g033240	134	30	41	11	339	96	68	133
AGIS_Os07g033250	0	0	0	0	0	0	0	0
AGIS_Os07g033260	0	0	16	0	8	9	7	20
AGIS_Os07g033270	1373	697	1614	950	3023	1155	782	2097
AGIS_Os07g033280	14	16	26	0	0	6	0	16
AGIS_Os07g033290	0	0	0	0	0	0	0	0
AGIS_Os07g033300	16	36	34	37	56	2	27	25
AGIS_Os07g033310	0	0	11	0	18	4	4	22
AGIS_Os07g033320	0	0	0	0	0	0	0	0
AGIS_Os07g033330	0	0	0	0	0	0	0	0
AGIS_Os07g033340	0	0	0	0	0	0	0	0
AGIS_Os07g033350	0	0	0	0	0	0	0	0
AGIS_Os07g033360	42	4	7	24	0	0	2	0
AGIS_Os07g033370	28	0	0	0	0	2	0	0
AGIS_Os07g033380	937	858	1264	989	512	1117	1670	1288
AGIS_Os07g033390	313	120	229	115	165	287	172	217
AGIS_Os07g033400	1543	1220	2230	2049	2224	1411	1108	1851
AGIS_Os07g033410	0	0	0	0	0	0	0	0
AGIS_Os07g033420	0	0	0	0	0	0	0	0
AGIS_Os07g033430	2200	2162	3761	2065	3474	2311	2206	3469
AGIS_Os07g033440	69	73	115	159	176	191	108	336
AGIS_Os07g033450	346	293	456	301	234	472	498	653
AGIS_Os07g033460	550	397	701	519	442	679	850	1135
AGIS_Os07g033470	3089	3578	4718	3467	6078	6749	6175	8017
AGIS_Os07g033480	0	0	0	0	0	0	0	0
AGIS_Os07g033490	0	0	0	0	0	0	0	0
AGIS_Os07g033500	114	44	96	71	22	100	96	56
AGIS_Os07g033510	88	120	150	169	52	2	20	36
AGIS_Os07g033520	46	0	0	6	0	0	0	1
AGIS_Os07g033530	0	0	0	0	0	0	0	0
AGIS_Os07g033540	37	0	48	80	67	26	30	44
AGIS_Os07g033550	0	0	0	0	0	0	0	0
AGIS_Os07g033560	602	145	552	364	300	101	212	147
AGIS_Os07g033570	211	193	263	255	679	563	286	435
AGIS_Os07g033580	1626	1531	2861	2478	1063	3288	4437	3429
AGIS_Os07g033590	40	64	133	69	50	102	138	137
AGIS_Os07g033600	93	111	144	108	130	147	147	248
AGIS_Os07g033610	235	189	454	264	132	268	262	354
AGIS_Os07g033620	198	195	261	398	344	683	705	910
AGIS_Os07g033630	66	52	64	68	495	123	84	201
AGIS_Os07g033640	389	325	681	416	578	332	322	459
AGIS_Os07g033650	212	201	446	302	417	304	206	341
AGIS_Os07g033660	12	13	10	16	2	0	4	0
AGIS_Os07g033670	0	0	0	0	0	0	0	0
AGIS_Os07g033680	0	0	0	0	0	0	0	0
AGIS_Os07g033690	0	0	0	0	0	0	0	0
AGIS_Os07g033700	2160	1236	2196	1560	5627	2943	2074	4197
AGIS_Os07g033710	0	0	0	0	0	0	0	0
AGIS_Os07g033720	0	0	0	0	0	0	0	0
AGIS_Os07g033730	0	0	12	6	48	0	6	0
AGIS_Os07g033740	0	0	0	0	0	0	0	0
AGIS_Os07g033750	0	0	0	0	0	0	0	0
AGIS_Os07g033760	18	0	0	6	0	0	10	8
AGIS_Os07g033770	127	95	264	165	291	174	148	148
AGIS_Os07g033780	231	122	135	175	44	14	0	0
AGIS_Os07g033790	0	0	0	0	0	0	0	0
AGIS_Os07g033800	1021	813	1269	1034	1415	1385	1155	1814
AGIS_Os07g033810	22	54	94	38	36	39	25	32
AGIS_Os07g033820	82	29	84	55	72	65	52	100
AGIS_Os07g033830	48	30	57	15	40	38	18	79
AGIS_Os07g033840	415	375	614	386	802	246	250	542
AGIS_Os07g033850	0	0	0	0	0	0	0	0
AGIS_Os07g033860	3064	1907	2893	2230	332	65	175	194
AGIS_Os07g033870	1037	764	1366	1147	323	765	777	864
AGIS_Os07g033880	2093	1550	2694	1379	1024	761	951	1235
AGIS_Os07g033890	485	515	854	678	172	730	746	692
AGIS_Os07g033900	1067	1014	1651	1353	1807	1180	1093	1568
AGIS_Os07g033910	121	167	170	82	143	153	104	152
AGIS_Os07g033920	362	253	575	291	781	311	218	387
AGIS_Os07g033930	1824	1676	2803	1762	2179	1790	1856	2855
AGIS_Os07g033940	1224	351	872	3489	2909	1943	1658	2255
AGIS_Os07g033950	0	0	0	0	0	0	0	0
AGIS_Os07g033960	11	19	26	46	32	36	58	16
AGIS_Os07g033970	572	617	1052	670	861	907	987	1542
AGIS_Os07g033980	3767	2009	2446	2751	7100	2502	2182	3734
AGIS_Os07g033990	0	0	0	0	0	0	0	0
AGIS_Os07g034000	0	0	0	0	0	0	0	0
AGIS_Os07g034010	0	0	0	0	0	0	0	0
AGIS_Os07g034020	211	145	123	49	120	84	107	64
AGIS_Os07g034030	217	68	151	63	106	199	165	161
AGIS_Os07g034040	537	372	689	398	886	671	438	767
AGIS_Os07g034050	141	175	208	131	253	43	165	97
AGIS_Os07g034060	444	572	1046	615	234	962	1064	931
AGIS_Os07g034070	1596	1698	2230	1489	748	1814	2139	2163
AGIS_Os07g034080	711	942	1296	682	61	602	965	652
AGIS_Os07g034090	52	126	189	184	283	126	134	178
AGIS_Os07g034100	331	184	169	155	203	195	250	261
AGIS_Os07g034110	0	0	0	0	0	0	0	0
AGIS_Os07g034120	0	0	0	0	0	0	0	0
AGIS_Os07g034130	0	0	0	0	0	0	0	0
AGIS_Os07g034140	0	0	0	0	0	0	0	0
AGIS_Os07g034150	0	0	0	0	0	0	0	0
AGIS_Os07g034160	4398	5602	9613	6748	14074	8499	9607	15030
AGIS_Os07g034170	161	204	257	247	480	434	185	347
AGIS_Os07g034180	343	592	794	471	649	482	543	726
AGIS_Os07g034190	200	170	290	210	72	41	39	63
