GeneID	WTmycLP_1	WTmycLP_2	WTmycLP_3	WTmycLP_4	WTmycHP_1	WTmycHP_2	WTmycHP_3	WTmycHP_4
AGIS_Os03g012530	42	10	24	22	62	8	10	16
AGIS_Os03g012540	89	76	85	86	159	74	67	158
AGIS_Os03g012550	327	313	478	207	502	277	265	590
AGIS_Os03g012560	1242	604	934	602	1470	1143	722	938
AGIS_Os03g012570	479	330	581	451	1153	659	453	878
AGIS_Os03g012580	0	0	0	0	0	0	0	0
AGIS_Os03g012590	0	0	18	0	0	0	0	6
AGIS_Os03g012600	2146	1012	1446	1191	7486	2583	2278	4470
AGIS_Os03g012610	275	117	320	202	227	242	159	278
AGIS_Os03g012620	1101	929	1593	877	1876	923	867	1054
AGIS_Os03g012630	0	0	0	0	0	0	0	0
AGIS_Os03g012640	442	273	391	347	1692	1230	496	1447
AGIS_Os03g012650	0	0	0	0	0	0	0	0
AGIS_Os03g012660	0	0	0	0	0	0	0	0
AGIS_Os03g012670	0	0	0	0	0	0	0	0
AGIS_Os03g012680	0	0	0	0	0	0	0	0
AGIS_Os03g012690	0	0	0	0	0	0	0	0
AGIS_Os03g012700	275	64	263	475	164	667	580	510
AGIS_Os03g012710	0	0	0	0	0	8	0	12
AGIS_Os03g012720	139	130	225	192	408	182	160	341
AGIS_Os03g012730	336	354	418	319	342	274	384	372
AGIS_Os03g012740	758	344	556	649	1871	799	610	690
AGIS_Os03g012750	0	0	0	0	0	0	0	0
AGIS_Os03g012760	0	0	0	0	0	0	0	0
AGIS_Os03g012770	0	0	0	0	0	0	0	0
AGIS_Os03g012780	0	0	0	0	0	0	0	0
AGIS_Os03g012790	0	0	8	0	0	0	0	0
AGIS_Os03g012800	540	562	1070	505	1083	850	694	1028
AGIS_Os03g012810	203	159	161	294	497	173	154	442
AGIS_Os03g012820	0	0	0	8	0	0	0	0
AGIS_Os03g012830	169	70	312	259	307	237	201	246
AGIS_Os03g012840	131	114	120	32	128	127	121	152
AGIS_Os03g012850	564	433	670	517	862	587	584	760
AGIS_Os03g012860	1712	821	1506	1144	3797	2603	1284	2643
AGIS_Os03g012870	199	226	357	263	222	272	218	264
AGIS_Os03g012880	0	6	1	0	28	4	0	0
AGIS_Os03g012890	0	0	6	8	97	11	2	32
AGIS_Os03g012900	0	6	3	13	97	54	66	62
AGIS_Os03g012910	135	60	108	40	171	48	22	63
AGIS_Os03g012920	0	0	0	0	0	0	0	0
AGIS_Os03g012930	0	0	0	0	0	0	0	0
AGIS_Os03g012940	876	458	1003	615	1906	942	682	1392
AGIS_Os03g012950	3814	3591	6265	4684	3427	4773	7234	6865
AGIS_Os03g012960	2008	1408	2831	1915	2567	1749	2286	2187
AGIS_Os03g012970	1649	1427	2694	1710	3900	2165	2029	2935
AGIS_Os03g012980	907	889	1539	933	1647	1456	1443	2420
AGIS_Os03g012990	4520	4418	8062	5922	1306	1244	1198	1616
AGIS_Os03g013000	329	419	623	320	611	445	424	503
AGIS_Os03g013010	1194	865	1521	824	587	1658	1362	1786
AGIS_Os03g013020	2199	1511	3796	1739	11194	7572	9392	10432
AGIS_Os03g013030	0	0	0	0	0	0	0	0
AGIS_Os03g013040	0	0	0	0	0	0	0	0
AGIS_Os03g013050	284	151	173	228	393	138	74	181
AGIS_Os03g013060	0	0	0	0	0	0	0	0
AGIS_Os03g013070	0	0	0	0	0	0	0	0
AGIS_Os03g013080	6	0	13	0	0	4	6	2
AGIS_Os03g013090	631	419	592	567	409	476	469	541
AGIS_Os03g013100	0	0	0	0	0	0	0	0
AGIS_Os03g013110	0	0	0	0	0	0	0	0
AGIS_Os03g013120	0	0	0	0	0	0	0	0
AGIS_Os03g013130	0	0	0	0	0	0	0	0
AGIS_Os03g013140	0	0	0	0	0	0	0	0
AGIS_Os03g013150	13	10	26	16	22	11	41	0
AGIS_Os03g013160	146	77	152	51	114	31	86	45
AGIS_Os03g013170	0	0	0	0	0	0	0	0
AGIS_Os03g013180	0	0	0	0	0	0	0	0
AGIS_Os03g013190	19	42	36	16	78	18	2	16
AGIS_Os03g013200	2248	1659	2148	1466	5054	2363	1644	4236
AGIS_Os03g013210	268	148	273	179	257	190	117	139
AGIS_Os03g013220	744	400	812	432	513	92	220	248
AGIS_Os03g013230	0	0	0	0	0	0	0	0
AGIS_Os03g013240	349	676	603	703	578	463	276	690
AGIS_Os03g013250	0	0	0	0	0	0	0	0
AGIS_Os03g013260	163	173	343	127	81	152	142	161
AGIS_Os03g013270	0	0	0	0	0	0	0	0
AGIS_Os03g013280	0	0	0	0	0	0	0	0
AGIS_Os03g013290	21	12	16	24	72	43	26	26
AGIS_Os03g013300	2	4	3	4	16	1	6	23
AGIS_Os03g013310	6103	3648	3188	3378	4753	1733	2819	1545
AGIS_Os03g013320	1166	1040	1702	1125	2146	1434	1446	2131
AGIS_Os03g013330	6	22	15	22	44	24	5	22
AGIS_Os03g013340	12	0	0	10	24	10	5	51
AGIS_Os03g013350	14	29	18	26	38	65	42	57
AGIS_Os03g013360	646	489	891	664	2053	1006	769	1317
AGIS_Os03g013370	0	0	0	0	0	0	0	0
AGIS_Os03g013380	796	588	1008	650	2611	1296	1324	1828
AGIS_Os03g013390	0	0	0	6	0	0	6	6
AGIS_Os03g013400	256	201	214	161	110	216	267	334
AGIS_Os03g013410	0	64	26	30	96	61	61	77
AGIS_Os03g013420	671	430	270	474	1059	598	221	506
AGIS_Os03g013430	0	0	0	0	0	0	0	0
AGIS_Os03g013440	1321	895	1122	676	923	1071	756	1063
AGIS_Os03g013450	0	0	0	0	0	0	0	0
AGIS_Os03g013460	0	0	18	0	0	0	0	0
AGIS_Os03g013470	0	0	0	0	0	0	0	0
AGIS_Os03g013480	0	0	0	0	0	0	0	0
AGIS_Os03g013490	684	357	789	470	2159	810	688	2001
AGIS_Os03g013500	588	394	609	479	449	440	584	619
AGIS_Os03g013510	24	7	54	40	36	80	44	44
AGIS_Os03g013520	669	401	597	460	881	576	465	826
AGIS_Os03g013530	1106	827	1758	1262	1743	1069	1006	1578
AGIS_Os03g013540	199	150	348	179	84	182	283	288
AGIS_Os03g013550	1879	1314	1770	1265	2772	1642	1111	1649
AGIS_Os03g013560	86	60	60	56	10	61	88	47
AGIS_Os03g013570	0	0	0	0	0	0	0	0
AGIS_Os03g013580	0	0	0	0	0	0	0	0
AGIS_Os03g013590	719	605	945	754	1246	710	461	767
AGIS_Os03g013600	0	0	0	0	0	0	0	0
AGIS_Os03g013610	712	443	735	606	181	608	616	751
AGIS_Os03g013620	27	2	10	112	64	9	1	36
AGIS_Os03g013630	0	0	0	0	0	0	0	0
AGIS_Os03g013640	9129	5923	10865	5559	5854	988	1169	1672
AGIS_Os03g013650	444	393	701	478	509	371	283	325
AGIS_Os03g013660	669	590	927	754	1057	794	760	1112
AGIS_Os03g013670	0	0	0	0	18	6	0	0
AGIS_Os03g013680	964	701	836	553	819	926	442	771
AGIS_Os03g013690	1888	1271	1984	1267	2921	1774	1359	2028
AGIS_Os03g013700	1457	1219	1527	1216	3861	1767	1571	2638
AGIS_Os03g013710	173	132	307	238	293	323	250	199
AGIS_Os03g013720	12	0	0	4	8	2	5	10
AGIS_Os03g013730	643	556	1041	568	682	1068	778	980
AGIS_Os03g013740	2401	2342	4122	1555	1617	1081	2610	1528
AGIS_Os03g013750	69	25	20	153	207	103	96	216
AGIS_Os03g013760	739	368	919	448	1233	520	483	803
AGIS_Os03g013770	46	2	44	25	34	34	77	39
AGIS_Os03g013780	0	0	0	0	0	0	0	0
AGIS_Os03g013790	0	0	0	0	0	0	0	0
AGIS_Os03g013800	982	697	1497	968	1360	1015	1029	1201
AGIS_Os03g013810	320	190	302	201	188	336	146	344
AGIS_Os03g013820	1190	861	1529	833	516	657	707	674
AGIS_Os03g013830	241	120	193	151	327	124	134	132
AGIS_Os03g013840	1799	1303	2239	1501	2589	2013	1943	2761
AGIS_Os03g013850	205	94	256	153	166	193	171	228
AGIS_Os03g013860	1550	1296	2416	1949	2462	2342	2760	3175
AGIS_Os03g013870	2729	1986	3231	1832	2861	1406	1329	1877
AGIS_Os03g013880	2592	2079	3254	1895	3242	1318	1422	1824
AGIS_Os03g013890	132	65	97	79	46	66	52	23
AGIS_Os03g013900	1814	1400	2233	1530	3421	1908	1660	1747
AGIS_Os03g013910	751	542	749	649	947	780	648	970
AGIS_Os03g013920	377	217	401	389	343	249	125	179
AGIS_Os03g013930	0	0	0	0	0	0	0	0
AGIS_Os03g013940	0	0	0	0	0	0	0	0
AGIS_Os03g013950	0	0	0	0	0	0	0	0
AGIS_Os03g013960	504	322	669	336	535	587	533	824
AGIS_Os03g013970	817	721	775	989	897	1012	1030	982
AGIS_Os03g013980	0	0	0	4	0	9	0	0
AGIS_Os03g013990	0	0	0	21	0	0	0	8
AGIS_Os03g014000	435	148	247	242	606	234	119	277
AGIS_Os03g014010	0	0	0	0	0	0	0	0
AGIS_Os03g014020	960	899	1645	1011	2946	1238	1027	1737
AGIS_Os03g014030	497	494	661	643	778	1070	816	1268
AGIS_Os03g014040	823	762	1064	532	925	506	447	475
AGIS_Os03g014050	761	474	615	471	612	678	452	734
AGIS_Os03g014060	0	0	0	0	0	0	0	0
AGIS_Os03g014070	4986	4203	6384	3893	6918	5535	4151	7121
AGIS_Os03g014080	335	251	423	247	412	388	473	459
AGIS_Os03g014090	893	795	1337	791	1046	936	1075	1322
AGIS_Os03g014100	3229	3469	4912	2426	3007	5036	3273	6260
AGIS_Os03g014110	3272	1651	3142	2274	7527	3366	2418	4656
AGIS_Os03g014120	0	6	0	0	6	4	0	2
AGIS_Os03g014130	274	247	231	406	78	133	66	82
AGIS_Os03g014140	0	0	0	0	0	0	0	0
AGIS_Os03g014150	0	0	0	0	0	0	0	0
AGIS_Os03g014160	0	0	0	0	0	0	0	0
AGIS_Os03g014170	677	496	617	463	555	370	434	579
AGIS_Os03g014180	691	456	596	501	604	522	442	518
AGIS_Os03g014190	742	384	755	425	1008	530	570	711
AGIS_Os03g014200	0	0	0	0	0	0	0	0
AGIS_Os03g014210	0	6	0	4	0	0	0	0
AGIS_Os03g014220	14	0	0	0	0	5	0	0
AGIS_Os03g014230	0	0	0	0	0	0	0	0
AGIS_Os03g014240	0	10	4	0	0	0	0	20
AGIS_Os03g014250	0	0	0	0	0	0	0	0
AGIS_Os03g014260	0	0	0	0	0	0	0	0
AGIS_Os03g014270	0	0	0	0	0	0	0	0
AGIS_Os03g014280	242	66	173	189	196	178	165	89
AGIS_Os03g014290	114	103	134	133	282	191	213	186
AGIS_Os03g014300	1038	1051	1995	1171	844	1488	1869	1995
AGIS_Os03g014310	44	38	42	105	240	44	112	81
AGIS_Os03g014320	666	636	1280	789	1674	951	962	1672
AGIS_Os03g014330	78	34	71	2	18	20	8	0
AGIS_Os03g014340	0	0	0	0	0	0	0	0
AGIS_Os03g014350	1	0	6	10	98	38	46	10
AGIS_Os03g014360	1900	1666	2725	2119	2480	1316	1680	1876
AGIS_Os03g014370	238	121	290	138	154	228	176	215
AGIS_Os03g014380	293	157	331	219	114	253	279	285
AGIS_Os03g014390	114	25	104	77	20	72	46	73
AGIS_Os03g014400	752	617	883	845	2135	978	848	1456
AGIS_Os03g014410	0	0	0	0	0	0	0	0
AGIS_Os03g014420	104	12	1	20	61	53	18	27
AGIS_Os03g014430	0	0	0	0	0	0	0	0
AGIS_Os03g014440	0	0	0	0	0	0	0	0
AGIS_Os03g014450	0	0	0	0	0	0	0	0
AGIS_Os03g014460	0	0	0	0	0	0	0	0
AGIS_Os03g014470	400	245	389	227	705	638	367	443
AGIS_Os03g014480	334	238	258	230	429	348	344	554
AGIS_Os03g014490	28	32	35	70	165	51	38	99
AGIS_Os03g014500	312	214	164	338	619	625	114	725
AGIS_Os03g014510	0	0	0	0	0	0	0	0
AGIS_Os03g014520	0	0	0	0	0	0	0	0
AGIS_Os03g014530	0	0	0	0	0	0	0	0
AGIS_Os03g014540	0	0	0	0	0	0	0	0
AGIS_Os03g014550	0	0	0	0	0	0	0	0
AGIS_Os03g014560	5108	4180	6640	5048	12933	7288	5773	7467
AGIS_Os03g014570	0	0	0	0	0	0	0	0
AGIS_Os03g014580	5140	3924	6404	5200	6632	4064	4143	5499
AGIS_Os03g014590	1250	1141	1994	1523	1936	1935	1847	2305
AGIS_Os03g014600	0	0	0	0	0	0	0	0
AGIS_Os03g014610	0	0	0	0	0	0	0	0
AGIS_Os03g014620	419	351	414	336	345	170	245	276
AGIS_Os03g014630	2051	1380	1744	1239	4852	1749	2026	2645
AGIS_Os03g014640	0	0	0	0	0	0	0	0
AGIS_Os03g014650	180	32	149	98	659	468	246	533
AGIS_Os03g014660	0	0	0	0	0	0	0	0
AGIS_Os03g014670	933	667	1140	896	2394	1156	1094	1431
AGIS_Os03g014680	322	325	602	371	262	305	400	457
AGIS_Os03g014690	4328	3281	5162	4836	11847	5357	4430	8027
AGIS_Os03g014700	0	8	0	0	0	0	0	2
AGIS_Os03g014710	719	530	609	510	1311	597	776	1023
AGIS_Os03g014720	0	0	0	0	52	8	0	10
AGIS_Os03g014730	71	64	85	76	337	211	161	193
AGIS_Os03g014740	2828	2433	4530	4265	4363	2938	1771	2956
AGIS_Os03g014750	258	118	274	173	354	213	244	302
AGIS_Os03g014760	348	315	396	273	430	351	316	353
AGIS_Os03g014770	0	0	10	0	0	4	0	0
AGIS_Os03g014780	2937	2848	5095	3008	3786	1795	1405	2407
AGIS_Os03g014790	20	4	3	42	36	12	30	52
AGIS_Os03g014800	3172	2946	4715	2885	4458	3868	3524	5390
AGIS_Os03g014810	399	158	373	244	248	182	98	137
AGIS_Os03g014820	12	0	12	42	14	0	14	10
AGIS_Os03g014830	178	113	1200	261	388	136	687	165
AGIS_Os03g014840	0	18	566	67	112	38	357	58
AGIS_Os03g014850	0	0	0	0	0	0	0	0
AGIS_Os03g014860	9063	4418	7433	10811	19103	12295	9133	12129
AGIS_Os03g014870	0	0	0	0	0	0	0	0
AGIS_Os03g014880	1550	1128	1905	1570	1908	1657	1465	1832
AGIS_Os03g014890	3836	2468	4031	2999	5881	3476	2951	4891
AGIS_Os03g014900	2329	1590	2455	1893	4087	2111	1729	2991
AGIS_Os03g014910	0	0	0	0	0	0	0	0
AGIS_Os03g014920	103	17	83	19	165	21	32	94
AGIS_Os03g014930	173	130	131	83	83	157	230	91
AGIS_Os03g014940	205	134	146	125	198	150	128	170
AGIS_Os03g014950	174	153	224	109	400	90	192	220
AGIS_Os03g014960	3934	2239	3808	2225	7395	3814	2849	5010
AGIS_Os03g014970	4693	1456	2435	2530	5652	4778	1972	4795
AGIS_Os03g014980	7	0	2	0	0	0	0	0
AGIS_Os03g014990	2460	1123	2020	1190	2857	1885	1316	2199
AGIS_Os03g015000	137	131	80	70	19	35	17	7
AGIS_Os03g015010	603	307	828	440	1525	607	457	743
AGIS_Os03g015020	139	58	84	182	800	544	283	693
AGIS_Os03g015030	44	19	33	113	36	28	73	83
AGIS_Os03g015040	478	341	562	333	1281	598	467	995
AGIS_Os03g015050	0	0	0	0	0	4	3	2
AGIS_Os03g015060	2019	1654	3064	1761	1314	2610	2831	3427
AGIS_Os03g015070	6	1	0	9	0	0	13	18
AGIS_Os03g015080	1030	631	923	653	546	994	1162	949
AGIS_Os03g015090	196	89	92	224	477	259	164	192
AGIS_Os03g015100	98	76	55	134	181	120	82	142
AGIS_Os03g015110	2509	1874	3497	2194	6521	2911	3682	4765
AGIS_Os03g015120	153	119	193	152	208	108	92	178
AGIS_Os03g015130	38	0	18	23	12	28	20	30
AGIS_Os03g015140	0	0	0	0	0	0	0	7
AGIS_Os03g015150	0	0	4	12	0	0	0	0
AGIS_Os03g015160	2041	1200	2294	1647	2132	1442	1514	1944
AGIS_Os03g015170	4967	3615	6679	4534	5872	4804	5090	7007
AGIS_Os03g015180	0	0	0	0	0	0	0	0
AGIS_Os03g015190	26	20	69	62	26	66	88	58
AGIS_Os03g015200	1481	1470	1354	1796	4949	2282	1696	3723
AGIS_Os03g015210	0	0	0	0	14	10	0	14
AGIS_Os03g015220	12	14	54	280	162	60	27	143
AGIS_Os03g015230	6	0	2	0	0	1	0	8
AGIS_Os03g015240	0	0	0	0	0	0	0	0
AGIS_Os03g015250	0	0	0	0	0	0	0	0
AGIS_Os03g015260	0	0	0	8	0	0	0	1
AGIS_Os03g015270	0	0	0	0	0	0	2	0
AGIS_Os03g015280	90	61	126	125	318	389	290	443
AGIS_Os03g015290	944	610	815	689	797	621	583	762
AGIS_Os03g015300	0	0	0	0	0	0	0	0
AGIS_Os03g015310	846	687	663	533	1321	699	951	959
AGIS_Os03g015320	338	345	221	279	520	902	369	607
AGIS_Os03g015330	1084	705	1339	785	1990	1107	890	1178
AGIS_Os03g015340	4	1	38	56	98	72	54	56
AGIS_Os03g015350	62	38	59	40	92	63	86	26
AGIS_Os03g015360	831	619	870	697	1648	985	977	1486
AGIS_Os03g015370	0	0	0	0	0	0	0	0
AGIS_Os03g015380	502	498	700	573	209	623	689	634
AGIS_Os03g015390	100	72	34	21	122	98	65	112
AGIS_Os03g015400	120	76	170	261	359	148	155	188
AGIS_Os03g015410	1044	866	1805	1246	938	1980	2832	2637
AGIS_Os03g015420	542	197	275	253	370	236	205	315
AGIS_Os03g015430	160	68	165	161	128	131	136	136
AGIS_Os03g015440	64	4	61	10	30	8	15	19
AGIS_Os03g015450	315	189	435	281	320	164	241	372
AGIS_Os03g015460	346	236	359	349	405	238	334	540
AGIS_Os03g015470	230	131	157	153	258	151	92	126
AGIS_Os03g015480	77	16	53	36	132	113	39	112
AGIS_Os03g015490	221	52	53	92	113	49	16	47
AGIS_Os03g015500	28110	13668	23923	18380	33110	14182	13991	15661
AGIS_Os03g015510	3902	2915	4832	2927	3368	1372	1929	2332
AGIS_Os03g015520	1385	960	1347	1087	1992	1103	1115	1670
AGIS_Os03g015530	0	0	0	0	0	0	0	0
AGIS_Os03g015540	289	200	388	261	122	115	156	126
AGIS_Os03g015550	2601	2242	3670	2922	5480	3379	3231	4815
AGIS_Os03g015560	0	0	0	0	0	0	0	0
AGIS_Os03g015570	609	156	508	986	1059	1303	1032	1447
AGIS_Os03g015580	0	0	0	0	0	0	0	0
AGIS_Os03g015590	617	394	670	267	418	204	325	354
AGIS_Os03g015600	420	178	161	172	686	451	117	428
AGIS_Os03g015610	1110	930	1369	651	262	136	115	202
AGIS_Os03g015620	36	4	44	8	34	32	68	34
AGIS_Os03g015630	0	0	0	0	0	0	0	0
AGIS_Os03g015640	0	0	0	0	0	0	0	0
AGIS_Os03g015650	170	63	241	185	176	309	357	322
AGIS_Os03g015660	995	382	634	923	1560	970	521	1044
AGIS_Os03g015670	916	615	944	477	832	815	551	882
AGIS_Os03g015680	89086	67126	114297	50405	39394	15263	9489	18043
AGIS_Os03g015690	4	0	0	14	0	0	4	0
AGIS_Os03g015700	0	0	0	0	0	6	0	0
AGIS_Os03g015710	1113	795	1241	1103	3232	1933	1294	2388
AGIS_Os03g015720	880	730	996	649	1000	787	687	943
AGIS_Os03g015730	74	72	31	81	166	72	64	51
AGIS_Os03g015740	582	361	607	391	389	519	458	624
AGIS_Os03g015750	414	375	631	566	1234	655	745	854
AGIS_Os03g015760	505	205	499	336	873	453	471	623
AGIS_Os03g015770	117	69	69	151	152	162	147	190
AGIS_Os03g015780	0	0	0	0	0	0	0	0
AGIS_Os03g015790	9224	7940	12622	6828	3417	2797	3292	4194
AGIS_Os03g015800	728	582	963	664	1329	682	698	978
AGIS_Os03g015810	0	0	0	0	0	0	0	0
AGIS_Os03g015820	16	22	14	8	4	0	15	0
AGIS_Os03g015830	193	16	121	79	90	43	20	21
AGIS_Os03g015840	95	86	459	88	403	83	385	234
AGIS_Os03g015850	0	0	0	0	0	0	0	0
AGIS_Os03g015860	0	0	0	0	0	0	0	0
AGIS_Os03g015870	0	0	0	0	0	0	0	0
AGIS_Os03g015880	274	237	576	425	520	403	414	394
AGIS_Os03g015890	138	111	198	166	129	181	192	214
AGIS_Os03g015900	0	0	0	0	0	0	0	0
AGIS_Os03g015910	0	0	0	0	0	0	0	0
AGIS_Os03g015920	88	22	42	104	175	139	84	137
AGIS_Os03g015930	750	186	695	923	1430	754	794	986
AGIS_Os03g015940	1725	467	2389	2224	3706	1637	2368	2110
AGIS_Os03g015950	1613	623	1104	2269	4125	2603	1587	3325
AGIS_Os03g015960	1293	1388	1489	1820	1808	761	716	1350
AGIS_Os03g015970	645	455	667	492	640	399	353	429
AGIS_Os03g015980	32	73	105	67	239	49	87	177
AGIS_Os03g015990	3113	1691	2447	2507	5378	3412	2380	3158
AGIS_Os03g016000	8	0	23	0	0	10	22	0
AGIS_Os03g016010	216	73	267	191	122	163	110	133
AGIS_Os03g016020	194	266	462	302	380	459	388	713
AGIS_Os03g016030	5379	4287	6602	7448	13681	5120	6079	7515
AGIS_Os03g016040	0	16	0	14	6	20	0	8
AGIS_Os03g016050	0	0	0	0	0	0	0	0
AGIS_Os03g016060	0	4	0	0	0	1	0	0
AGIS_Os03g016070	36	14	70	42	10	26	174	51
AGIS_Os03g016080	153	92	194	113	50	92	172	54
AGIS_Os03g016090	0	0	0	0	0	0	0	0
AGIS_Os03g016100	118	67	120	156	212	328	165	214
AGIS_Os03g016110	103	166	243	153	96	274	221	285
AGIS_Os03g016120	0	0	0	0	0	0	0	0
AGIS_Os03g016130	0	0	0	0	0	0	0	0
AGIS_Os03g016140	16	22	37	31	128	31	17	18
AGIS_Os03g016150	218	119	192	234	213	223	166	368
AGIS_Os03g016160	130	49	46	136	610	149	265	229
AGIS_Os03g016170	155	79	102	175	522	236	141	375
AGIS_Os03g016180	364	317	467	377	432	398	437	480
AGIS_Os03g016190	0	0	0	0	0	0	0	0
AGIS_Os03g016200	42	0	26	34	68	66	45	44
AGIS_Os03g016210	611	382	547	406	695	411	346	382
AGIS_Os03g016220	1909	1360	1986	1673	3430	2165	1518	1851
AGIS_Os03g016230	229	214	249	370	820	353	366	526
AGIS_Os03g016240	1223	880	1684	1048	1854	1395	1303	1498
AGIS_Os03g016250	2349	1388	2798	1581	4752	2450	2012	2797
AGIS_Os03g016260	10	10	48	2	74	20	22	32
AGIS_Os03g016270	0	0	0	0	0	0	0	0
AGIS_Os03g016280	18	4	22	35	90	66	18	100
AGIS_Os03g016290	344	244	514	273	350	280	163	323
AGIS_Os03g016300	2161	1382	2373	1755	3050	1975	1815	2237
AGIS_Os03g016310	104	6	34	62	121	100	43	35
AGIS_Os03g016320	26	3	12	52	39	6	15	10
AGIS_Os03g016330	55	50	26	66	14	18	8	14
AGIS_Os03g016340	405	345	546	510	1595	887	659	1050
AGIS_Os03g016350	187	209	346	221	825	405	377	632
AGIS_Os03g016360	5421	2754	4985	4138	8425	5621	3803	4869
AGIS_Os03g016370	2126	1247	1739	1488	3056	2084	1681	1945
AGIS_Os03g016380	4975	3520	5333	3578	2365	1478	1430	1664
AGIS_Os03g016390	2038	1724	2455	1923	5515	1925	1109	3295
AGIS_Os03g016400	795	397	705	384	1111	484	601	730
AGIS_Os03g016410	229	128	224	324	676	617	319	664
AGIS_Os03g016420	703	337	659	677	1823	983	431	1317
AGIS_Os03g016430	0	0	0	0	0	0	0	0
AGIS_Os03g016440	52	14	24	24	76	24	3	62
AGIS_Os03g016450	0	0	0	0	0	0	0	0
AGIS_Os03g016460	457	385	828	436	1364	1012	514	975
AGIS_Os03g016470	3893	2183	3723	2287	5185	3127	2576	3614
AGIS_Os03g016480	415	288	517	348	1088	627	371	756
AGIS_Os03g016490	540	521	958	370	292	992	741	1048
AGIS_Os03g016500	1052	663	1063	661	1177	824	693	1117
AGIS_Os03g016510	70	57	105	88	210	101	39	58
AGIS_Os03g016520	696	233	536	290	1439	849	389	878
AGIS_Os03g016530	0	0	0	0	0	0	0	0
AGIS_Os03g016540	0	0	0	0	0	0	0	0
AGIS_Os03g016550	11587	10470	16155	10892	9928	3826	2958	5313
AGIS_Os03g016560	4	22	0	0	16	0	1	4
AGIS_Os03g016570	4534	2880	5283	2868	2213	676	831	1324
AGIS_Os03g016580	0	0	0	0	0	0	0	0
AGIS_Os03g016590	1858	1298	2209	1707	1608	1549	1600	1715
AGIS_Os03g016600	1451	946	1463	1512	1986	1425	1050	1741
AGIS_Os03g016610	435	321	543	326	450	356	373	387
AGIS_Os03g016620	430	531	858	629	712	676	758	740
AGIS_Os03g016630	9209	4008	10192	5764	11692	6979	4018	7720
AGIS_Os03g016640	0	0	0	0	0	0	0	0
AGIS_Os03g016650	1121	436	928	663	2039	831	584	902
AGIS_Os03g016660	199	143	182	91	478	136	153	277
AGIS_Os03g016670	1873	1214	1870	2334	4572	2520	1353	2886
AGIS_Os03g016680	46	38	73	47	98	30	7	36
AGIS_Os03g016690	857	740	1253	1770	1670	650	755	895
AGIS_Os03g016700	16	17	12	0	0	2	8	9
AGIS_Os03g016710	366	197	355	259	164	344	228	289
AGIS_Os03g016720	0	0	0	0	0	0	0	0
AGIS_Os03g016730	19	4	16	76	18	52	17	66
AGIS_Os03g016740	187	109	169	156	320	184	180	230
AGIS_Os03g016750	531	353	674	730	156	550	480	452
AGIS_Os03g016760	0	2	20	15	32	12	3	44
AGIS_Os03g016770	24	16	18	7	52	37	16	52
AGIS_Os03g016780	649	464	698	470	741	344	350	454
AGIS_Os03g016790	1100	805	1249	1156	1182	1188	1260	1857
AGIS_Os03g016800	0	0	0	0	0	0	0	0
AGIS_Os03g016810	707	391	597	450	704	453	227	447
AGIS_Os03g016820	0	0	0	0	0	0	0	0
AGIS_Os03g016830	225	192	164	139	260	174	94	257
AGIS_Os03g016840	215	74	101	503	259	180	223	275
AGIS_Os03g016850	162	121	180	201	209	282	326	372
AGIS_Os03g016860	68	25	105	104	150	129	69	167
AGIS_Os03g016870	0	0	0	0	0	0	0	0
AGIS_Os03g016880	0	0	0	0	0	0	1	12
AGIS_Os03g016890	0	0	0	0	0	0	0	0
AGIS_Os03g016900	0	0	0	0	0	0	0	0
AGIS_Os03g016910	0	0	0	0	0	0	0	0
AGIS_Os03g016920	34	7	58	44	151	59	12	49
AGIS_Os03g016930	0	0	0	26	6	10	12	14
AGIS_Os03g016940	27	84	226	140	92	296	197	308
AGIS_Os03g016950	191	159	272	445	940	477	312	680
AGIS_Os03g016960	0	0	0	0	0	0	0	0
AGIS_Os03g016970	0	0	12	16	30	32	10	12
AGIS_Os03g016980	0	8	6	0	6	0	0	0
AGIS_Os03g016990	3656	2258	4601	2575	4903	2139	2006	3072
AGIS_Os03g017000	2748	2630	3060	2384	8927	3999	4805	5984
AGIS_Os03g017010	338	152	360	202	190	76	98	90
AGIS_Os03g017020	42	16	14	303	70	20	14	0
AGIS_Os03g017030	0	0	0	0	10	22	4	23
AGIS_Os03g017040	2281	1551	2175	1556	1683	1063	1349	1291
AGIS_Os03g017050	341	200	283	189	243	42	27	12
AGIS_Os03g017060	230	134	344	251	179	229	252	334
AGIS_Os03g017070	1699	1109	1745	1339	2733	1111	864	1807
AGIS_Os03g017080	0	0	0	0	0	0	0	0
AGIS_Os03g017090	184	140	257	111	371	310	105	264
AGIS_Os03g017100	250	298	454	375	131	368	508	366
AGIS_Os03g017110	56	12	32	35	20	24	79	14
AGIS_Os03g017120	6249	2723	6541	3445	11496	5416	5156	9208
AGIS_Os03g017130	247	171	267	212	122	114	71	51
AGIS_Os03g017140	1882	953	1811	1087	1277	614	671	983
AGIS_Os03g017150	668	505	736	426	714	858	479	834
AGIS_Os03g017160	2508	1500	3084	2101	1452	2100	2606	2702
AGIS_Os03g017170	204	212	382	217	24	4	19	25
AGIS_Os03g017180	0	0	12	0	0	0	0	0
AGIS_Os03g017190	58	18	42	82	134	76	69	134
AGIS_Os03g017200	1955	1279	2301	1633	2423	1463	1236	2015
AGIS_Os03g017210	0	0	0	0	0	0	0	0
