,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2HPmock_1,CPM.phoHPmock_2,CPM.pho2HPmock_3,CPM.pho2HPmock_4,CPM.pho2HPmyc_1,CPM.pho2HPmyc_2,CPM.pho2HPmyc_3,CPM.pho2HPmyc_4
6082,AGIS_Os01g060820,-2.857539e-01, 3.147189e+00, 1.461564e+00,2.647142e-01,6.893124e-01,Not_significant,7.089239e+00,8.654219e+00,9.974760e+00,1.288542e+01,5.157592e+00,1.034565e+01,9.067509e+00,7.373342e+00
6084,AGIS_Os01g060840,-2.309633e-01, 4.694791e+00, 1.736316e+00,2.278092e-01,6.556636e-01,Not_significant,2.296825e+01,3.018159e+01,3.047057e+01,2.810503e+01,2.505811e+01,2.696593e+01,2.028076e+01,2.284766e+01
6085,AGIS_Os01g060850,-6.443633e-02, 4.042696e+00, 1.283772e-01,7.303507e-01,9.233133e-01,Not_significant,1.676241e+01,1.737335e+01,1.960556e+01,1.356860e+01,1.459696e+01,1.927205e+01,1.482988e+01,1.552283e+01
6086,AGIS_Os01g060860, 1.935780e-01, 5.906852e+00, 1.026569e+00,3.436546e-01,7.516112e-01,Not_significant,5.514589e+01,5.060555e+01,7.449709e+01,4.556392e+01,6.439691e+01,6.564074e+01,5.861002e+01,6.521204e+01
6088,AGIS_Os01g060880,-6.105853e-02, 2.994042e+00, 6.333699e-02,8.082990e-01,9.497892e-01,Not_significant,8.988537e+00,9.627819e+00,7.364732e+00,6.433223e+00,7.128181e+00,7.152320e+00,7.025589e+00,9.701766e+00
6092,AGIS_Os01g060920,-2.609879e+00,-1.251665e+00, 4.791978e+00,6.353975e-02,3.917013e-01,Not_significant,3.533577e-01,1.125049e+00,2.630261e-01,6.072659e-01,2.432826e-02,2.240936e-01,0.000000e+00,4.527491e-01
6093,AGIS_Os01g060930, 6.538896e-01, 1.015578e+00, 3.164951e+00,1.170892e-01,5.068490e-01,Not_significant,1.104243e+00,1.254862e+00,1.213967e+00,2.789628e+00,1.824620e+00,2.894542e+00,1.990007e+00,2.765003e+00
6094,AGIS_Os01g060940, 1.114842e-01, 3.685637e+00, 3.264690e-01,5.850561e-01,8.720579e-01,Not_significant,1.135162e+01,1.040670e+01,1.543761e+01,1.237304e+01,1.423203e+01,1.316550e+01,1.202656e+01,1.363098e+01
6095,AGIS_Os01g060950, 1.251812e-01, 4.571909e+00, 7.079387e-01,4.270688e-01,7.973225e-01,Not_significant,2.844530e+01,2.016433e+01,1.855346e+01,2.356951e+01,3.235659e+01,2.240936e+01,2.002120e+01,2.444845e+01
6096,AGIS_Os01g060960,-8.149806e-01,-2.485240e-01, 1.208264e+00,3.069129e-01,7.241328e-01,Not_significant,7.950549e-01,1.947199e+00,4.855867e-01,8.160136e-01,9.731305e-01,2.987914e-01,2.076529e-01,9.216678e-01
6097,AGIS_Os01g060970,-1.031503e+00, 1.193277e+00, 4.388060e+00,7.316931e-02,4.151736e-01,Not_significant,3.091880e+00,1.665937e+00,3.722831e+00,3.396894e+00,1.775963e+00,1.419259e+00,5.537410e-01,2.360763e+00
6098,AGIS_Os01g060980, 9.888338e-01, 5.016374e+00, 1.139588e+01,1.142721e-02,1.767169e-01,Not_significant,8.502670e+00,2.633046e+01,3.591318e+01,2.195646e+01,3.658971e+01,4.831084e+01,4.602972e+01,3.495870e+01
6099,AGIS_Os01g060990, 1.211291e-01, 3.816577e+00, 2.943056e-01,6.037812e-01,8.793115e-01,Not_significant,1.097617e+01,1.083941e+01,1.820950e+01,1.434666e+01,1.527815e+01,1.613474e+01,1.386083e+01,1.275782e+01
6100,AGIS_Os01g061000,-4.685585e-01, 5.603097e+00, 6.927901e+00,3.283861e-02,2.879900e-01,Not_significant,5.863530e+01,4.935069e+01,7.212986e+01,4.675948e+01,4.293938e+01,4.138261e+01,3.796587e+01,3.938917e+01
6101,AGIS_Os01g061010,-5.245678e-03, 2.974561e+00, 5.724875e-04,9.815579e-01,9.950317e-01,Not_significant,8.833943e+00,8.416228e+00,7.546827e+00,6.300384e+00,7.298479e+00,1.096191e+01,6.212282e+00,7.001441e+00
6102,AGIS_Os01g061020, 1.404643e-01, 1.953478e+00, 1.513511e-01,7.084481e-01,9.171892e-01,Not_significant,2.650183e+00,6.295945e+00,3.844228e+00,2.277247e+00,3.016705e+00,3.436101e+00,4.308797e+00,4.834713e+00
6103,AGIS_Os01g061030, 1.343062e-01, 5.162407e+00, 7.415938e-01,4.167833e-01,7.909817e-01,Not_significant,3.151509e+01,3.511450e+01,2.873055e+01,4.173056e+01,3.595717e+01,3.824530e+01,3.614890e+01,3.874239e+01
6104,AGIS_Os01g061040, 3.764195e-02, 5.077763e+00, 3.146064e-02,8.640821e-01,9.651502e-01,Not_significant,2.813611e+01,2.795313e+01,4.222581e+01,3.482291e+01,4.473968e+01,2.982312e+01,3.080184e+01,3.136904e+01
6108,AGIS_Os01g061080, 1.235263e-01,-9.605285e-01, 1.431116e-02,9.080322e-01,9.759132e-01,Not_significant,6.404609e-01,6.490665e-02,1.294898e+00,1.518165e-01,1.070444e+00,1.867446e-01,1.384352e-01,2.910530e-01
6109,AGIS_Os01g061090, 7.832954e-02, 5.519500e+00, 1.976927e-01,6.695911e-01,9.049208e-01,Not_significant,2.999124e+01,5.080027e+01,6.193254e+01,3.823878e+01,3.746552e+01,5.460413e+01,4.791590e+01,4.569532e+01
6110,AGIS_Os01g061100, 3.154849e-01, 3.492451e+00, 1.743600e+00,2.269329e-01,6.546583e-01,Not_significant,1.331717e+01,1.172647e+01,5.644945e+00,1.024761e+01,1.294264e+01,1.111131e+01,1.152473e+01,1.321057e+01
6111,AGIS_Os01g061110,-4.983636e-01, 3.186149e+00, 5.114177e+00,5.701575e-02,3.719162e-01,Not_significant,1.188165e+01,8.156602e+00,1.021755e+01,1.235407e+01,7.176837e+00,7.712554e+00,8.375333e+00,6.629540e+00
6112,AGIS_Os01g061120,-1.557660e-03, 4.435859e+00, 9.637803e-05,9.924324e-01,9.977253e-01,Not_significant,2.488963e+01,2.040232e+01,1.865462e+01,2.269656e+01,2.179812e+01,2.323103e+01,1.965781e+01,2.150558e+01
6114,AGIS_Os01g061140,-3.532479e-02, 4.774428e+00, 4.050635e-02,8.460373e-01,9.596199e-01,Not_significant,2.833487e+01,2.557322e+01,3.208919e+01,2.440450e+01,2.376871e+01,3.348331e+01,2.702948e+01,2.394719e+01
6116,AGIS_Os01g061160, 2.931181e-01, 5.535743e+00, 3.252732e+00,1.129223e-01,5.004900e-01,Not_significant,4.648863e+01,4.145371e+01,4.335885e+01,3.552506e+01,5.303561e+01,5.271801e+01,4.481841e+01,5.340822e+01
6117,AGIS_Os01g061170, 1.052754e+00, 5.916233e-01, 2.341986e+00,1.684168e-01,5.841802e-01,Not_significant,1.722619e+00,1.990470e+00,3.641900e-01,3.795412e-01,2.676109e+00,9.710722e-01,2.024616e+00,1.633131e+00
6118,AGIS_Os01g061180,-9.374161e-01, 2.521286e+00, 6.754039e+00,3.449292e-02,2.958018e-01,Not_significant,6.603372e+00,6.339216e+00,6.697050e+00,9.033081e+00,2.384170e+00,3.137310e+00,8.323419e+00,3.088396e+00
6122,AGIS_Os01g061220,-5.402663e-01, 3.229812e+00, 6.723708e+00,3.479248e-02,2.966792e-01,Not_significant,1.247794e+01,9.952352e+00,1.098640e+01,1.072204e+01,6.763257e+00,7.768577e+00,9.603945e+00,6.467844e+00
6124,AGIS_Os01g061240,-7.674068e-02, 4.614645e+00, 2.519288e-01,6.306372e-01,8.912656e-01,Not_significant,2.493380e+01,2.315004e+01,2.761774e+01,2.482199e+01,2.328215e+01,2.466897e+01,2.372434e+01,2.347827e+01
6125,AGIS_Os01g061250,-5.648210e-01, 3.459238e+00, 3.281344e+00,1.116068e-01,4.981858e-01,Not_significant,1.992054e+01,6.339216e+00,1.131012e+01,1.609255e+01,9.755633e+00,9.692047e+00,6.783327e+00,7.793752e+00
6126,AGIS_Os01g061260, 8.351258e-01,-1.040624e+00, 9.456577e-01,3.622191e-01,7.603146e-01,Not_significant,1.325091e-01,4.327110e-01,1.011639e-01,8.160136e-01,2.919392e-01,5.042105e-01,5.883498e-01,6.791236e-01
6127,AGIS_Os01g061270, 1.034091e-01, 4.829188e+00, 5.007127e-01,5.013462e-01,8.348279e-01,Not_significant,2.645766e+01,2.723916e+01,2.690960e+01,2.882615e+01,2.861004e+01,2.791832e+01,2.908871e+01,3.204817e+01
6128,AGIS_Os01g061280, 7.680374e-01,-2.886873e-01, 3.912161e-01,5.510774e-01,8.572693e-01,Not_significant,9.496489e-01,1.254862e+00,0.000000e+00,5.693118e-01,8.271609e-01,8.030020e-01,1.107482e+00,7.276325e-01
6129,AGIS_Os01g061290, 8.823799e-03, 4.858441e+00, 1.659806e-03,9.686045e-01,9.905833e-01,Not_significant,3.606457e+01,3.273458e+01,1.663134e+01,3.214714e+01,3.133480e+01,2.476234e+01,2.751401e+01,3.057673e+01
6130,AGIS_Os01g061300, 1.022206e-01, 7.148287e+00, 4.157270e-01,5.389825e-01,8.516320e-01,Not_significant,1.577080e+02,1.335562e+02,1.176536e+02,1.391208e+02,1.556522e+02,1.390687e+02,1.341091e+02,1.576699e+02
6131,AGIS_Os01g061310, 3.248595e-01,-1.444836e+00, 1.406345e-01,7.184066e-01,9.197840e-01,Not_significant,3.091880e-01,1.947199e-01,2.427933e-01,4.174953e-01,2.432826e-01,4.481871e-01,4.326102e-01,3.233922e-01
6132,AGIS_Os01g061320,-8.723808e-02, 5.218843e+00, 1.668749e-01,6.947287e-01,9.124642e-01,Not_significant,3.774302e+01,3.098211e+01,4.795169e+01,3.692936e+01,3.634642e+01,4.229766e+01,2.903679e+01,3.633311e+01
6133,AGIS_Os01g061330, 8.039981e-02, 2.592870e+00, 1.111424e-01,7.483041e-01,9.302825e-01,Not_significant,2.318910e+00,7.485900e+00,7.749154e+00,6.072659e+00,3.259987e+00,9.262534e+00,6.592979e+00,5.190445e+00
6134,AGIS_Os01g061340,-1.009760e+00, 2.101257e+00, 1.518090e+01,5.560046e-03,1.209594e-01,Not_significant,8.900198e+00,5.257438e+00,4.046556e+00,4.744265e+00,3.454613e+00,2.352983e+00,2.128442e+00,3.153074e+00
6135,AGIS_Os01g061350, 1.700245e-01, 3.227882e+00, 7.832703e-01,4.046034e-01,7.835413e-01,Not_significant,8.635179e+00,9.281650e+00,8.153810e+00,8.824333e+00,8.368922e+00,1.206370e+01,8.323419e+00,1.097917e+01
6136,AGIS_Os01g061360,-4.750969e-01, 4.559346e+00, 6.495660e+00,3.715623e-02,3.054984e-01,Not_significant,3.142675e+01,1.973162e+01,3.528597e+01,2.419575e+01,2.033843e+01,1.874916e+01,1.932902e+01,1.925801e+01
6137,AGIS_Os01g061370, 1.064321e-01, 5.680621e+00, 4.289793e-01,5.327601e-01,8.487516e-01,Not_significant,6.022541e+01,4.086955e+01,4.299466e+01,5.465393e+01,5.364382e+01,5.101864e+01,5.174017e+01,5.486349e+01
6139,AGIS_Os01g061390, 5.984264e-01, 1.310035e+00, 1.191612e+00,3.100276e-01,7.266917e-01,Not_significant,3.025625e+00,2.964070e+00,3.641900e-01,2.163385e+00,2.019246e+00,2.427680e+00,1.886180e+00,4.656848e+00
6140,AGIS_Os01g061400, 1.221848e-01, 4.381849e+00, 2.447038e-01,6.355007e-01,8.922864e-01,Not_significant,2.767233e+01,2.187354e+01,1.185641e+01,1.990694e+01,1.873276e+01,2.028047e+01,2.118059e+01,2.496588e+01
6143,AGIS_Os01g061430,-6.111931e-01,-9.288189e-01, 6.667973e-01,4.402335e-01,8.052554e-01,Not_significant,5.742063e-01,3.245332e-01,7.081473e-01,6.831742e-01,7.785044e-01,2.240936e-01,2.941749e-01,3.233922e-01
6144,AGIS_Os01g061440,-1.507417e-02, 2.773000e+00, 4.754400e-03,9.468954e-01,9.859841e-01,Not_significant,8.679349e+00,6.490665e+00,4.896333e+00,7.363099e+00,7.955342e+00,5.228850e+00,6.177673e+00,7.583547e+00
6145,AGIS_Os01g061450, 1.091022e-01, 3.030545e+00, 3.132512e-01,5.925948e-01,8.757141e-01,Not_significant,1.093200e+01,5.668514e+00,6.514955e+00,8.122182e+00,1.221279e+01,6.909552e+00,6.125760e+00,8.586063e+00
6146,AGIS_Os01g061460, 7.692477e-01, 4.803671e+00, 2.039419e+01,2.528371e-03,7.836991e-02,Not_significant,1.932425e+01,1.968835e+01,2.288327e+01,2.040034e+01,3.595717e+01,3.381946e+01,3.005775e+01,4.097379e+01
6147,AGIS_Os01g061470,-8.375742e-01, 4.578154e+00, 9.331259e+00,1.774722e-02,2.165144e-01,Not_significant,1.923591e+01,2.451308e+01,3.358641e+01,4.632300e+01,1.299129e+01,1.936542e+01,2.214964e+01,1.261230e+01
6148,AGIS_Os01g061480,-5.604070e-01, 3.671410e+00, 4.338596e+00,7.447683e-02,4.176631e-01,Not_significant,1.029154e+01,1.490689e+01,1.440574e+01,2.148203e+01,1.065578e+01,9.225185e+00,1.258030e+01,8.068636e+00
6149,AGIS_Os01g061490,-1.097208e-01, 1.561164e+00, 1.288851e-01,7.298430e-01,9.232463e-01,Not_significant,3.666086e+00,1.990470e+00,3.156314e+00,3.339963e+00,3.527598e+00,2.707797e+00,2.716792e+00,2.199067e+00
6150,AGIS_Os01g061500, 1.796449e-01, 3.465803e+00, 7.642332e-01,4.100933e-01,7.872454e-01,Not_significant,1.356010e+01,8.762397e+00,6.595886e+00,1.284747e+01,1.574039e+01,1.088721e+01,9.378988e+00,1.031621e+01
6151,AGIS_Os01g061510, 1.531814e-01, 4.437401e+00, 8.235339e-01,3.933793e-01,7.770678e-01,Not_significant,1.773414e+01,1.897438e+01,2.377352e+01,2.165283e+01,2.401200e+01,2.296959e+01,2.294564e+01,2.095582e+01
6153,AGIS_Os01g061530,-1.575046e-01, 2.640323e+00, 5.113511e-01,4.969826e-01,8.331067e-01,Not_significant,6.912560e+00,6.469029e+00,6.737515e+00,5.977774e+00,4.889981e+00,6.087875e+00,6.212282e+00,6.273809e+00
6154,AGIS_Os01g061540,-1.593076e-01, 9.030766e+00, 5.450347e-01,4.836153e-01,8.271762e-01,Not_significant,5.285127e+02,4.202922e+02,7.209748e+02,5.506953e+02,5.867977e+02,4.768711e+02,4.586014e+02,4.412363e+02
6155,AGIS_Os01g061550,-2.899556e-01, 5.220374e+00, 9.069156e-01,3.721163e-01,7.653046e-01,Not_significant,2.583928e+01,3.026813e+01,4.637353e+01,6.607812e+01,3.564090e+01,3.281103e+01,3.568169e+01,2.524076e+01
6156,AGIS_Os01g061560,-4.075868e-01, 5.449626e+00, 2.986004e+00,1.262413e-01,5.222175e-01,Not_significant,3.818472e+01,3.916034e+01,5.551875e+01,6.839332e+01,4.262312e+01,3.619111e+01,3.839848e+01,3.083545e+01
6157,AGIS_Os01g061570,-7.913409e-02, 6.461182e+00, 7.538630e-02,7.913464e-01,9.431836e-01,Not_significant,6.219096e+01,7.178675e+01,1.073147e+02,1.252486e+02,1.049278e+02,8.650012e+01,8.134801e+01,6.522821e+01
6158,AGIS_Os01g061580, 4.047861e-01, 5.006251e+00, 5.725618e+00,4.685334e-02,3.410778e-01,Not_significant,2.405041e+01,3.018159e+01,2.998498e+01,2.635914e+01,3.907119e+01,3.733025e+01,3.177089e+01,3.804709e+01
6159,AGIS_Os01g061590, 9.708644e-02, 2.300708e+00, 1.902252e-01,6.754522e-01,9.070506e-01,Not_significant,3.224389e+00,6.209402e+00,4.653539e+00,4.782219e+00,3.478942e+00,6.834854e+00,4.862538e+00,5.044918e+00
6160,AGIS_Os01g061600,-1.805922e-01,-2.061745e+00, 2.218136e-02,8.863083e-01,9.707304e-01,Not_significant,2.208486e-01,2.596266e-01,0.000000e+00,3.605641e-01,2.919392e-01,3.548148e-01,0.000000e+00,1.293569e-01
6161,AGIS_Os01g061610, 8.083530e-01, 7.373868e-01, 3.915562e+00,8.701876e-02,4.469554e-01,Not_significant,1.347176e+00,1.601031e+00,7.688456e-01,9.488530e-01,2.140887e+00,2.110214e+00,1.107482e+00,2.991378e+00
6162,AGIS_Os01g061620, 1.806015e-01, 2.248021e+00, 5.549670e-01,4.797976e-01,8.255568e-01,Not_significant,5.454960e+00,5.214167e+00,3.560969e+00,3.605641e+00,5.498187e+00,4.799337e+00,4.776016e+00,4.786205e+00
6163,AGIS_Os01g061630, 5.620569e-01, 8.859591e-01, 2.108567e+00,1.884347e-01,6.129434e-01,Not_significant,1.236752e+00,1.427946e+00,1.537691e+00,1.518165e+00,2.359841e+00,3.118636e+00,1.557397e+00,1.713979e+00
6164,AGIS_Os01g061640, 3.843163e-01, 6.809291e+00, 4.630941e+00,6.716755e-02,4.001006e-01,Not_significant,1.117052e+02,9.839847e+01,7.215009e+01,1.088145e+02,1.282586e+02,1.094510e+02,1.237438e+02,1.443623e+02
6167,AGIS_Os01g061670, 2.786443e-01, 2.886754e+00, 1.749660e+00,2.262074e-01,6.544924e-01,Not_significant,5.543299e+00,8.243144e+00,5.280755e+00,7.723663e+00,6.836242e+00,8.216764e+00,7.977331e+00,9.022643e+00
6168,AGIS_Os01g061680,-3.804641e-01,-8.698012e-01, 2.192156e-01,6.534208e-01,8.990946e-01,Not_significant,7.508852e-01,9.519641e-01,3.237245e-01,3.036330e-01,3.892522e-01,3.361404e-01,7.613939e-01,2.587138e-01
6169,AGIS_Os01g061690,-3.606207e-02, 3.795878e+00, 4.312421e-02,8.412181e-01,9.589020e-01,Not_significant,1.457601e+01,1.125049e+01,1.476993e+01,1.563710e+01,1.386711e+01,1.333357e+01,1.238995e+01,1.497306e+01
6170,AGIS_Os01g061700, 4.339184e-01, 1.980448e+00, 1.282342e+00,2.936049e-01,7.159942e-01,Not_significant,4.240293e+00,5.711785e+00,1.294898e+00,2.979398e+00,4.744011e+00,4.071033e+00,4.066535e+00,4.155590e+00
6171,AGIS_Os01g061710,-3.932672e-01,-2.070740e-02, 5.491588e-01,4.820235e-01,8.264511e-01,Not_significant,1.369261e+00,9.952352e-01,6.069834e-01,1.157601e+00,8.758175e-01,1.344561e+00,2.768705e-01,9.540070e-01
6174,AGIS_Os01g061740, 2.246382e+00,-1.725508e+00, 5.034389e+00,5.854669e-02,3.767048e-01,Not_significant,8.833943e-02,8.654219e-02,2.023278e-01,1.897706e-02,2.432826e-01,5.602339e-01,6.056542e-01,2.748834e-01
6175,AGIS_Os01g061750, 1.228368e+00, 5.367595e+00, 5.992984e+01,9.473602e-05,1.014296e-02,UP,2.557427e+01,2.291205e+01,2.488632e+01,2.503074e+01,4.987294e+01,5.652760e+01,5.864463e+01,6.650561e+01
6176,AGIS_Os01g061760, 1.215193e-01, 2.222985e+00, 1.132506e-01,7.460272e-01,9.298035e-01,Not_significant,5.366620e+00,5.084354e+00,2.508865e+00,4.782219e+00,2.773422e+00,4.874035e+00,5.208626e+00,6.419335e+00
6177,AGIS_Os01g061770,-5.443716e-02, 1.049572e+00, 2.354846e-02,8.822335e-01,9.698940e-01,Not_significant,9.054792e-01,2.790986e+00,1.922114e+00,2.789628e+00,1.046115e+00,2.203587e+00,2.595661e+00,1.972692e+00
6178,AGIS_Os01g061780,-4.029829e-01, 2.827906e+00, 1.259971e+00,2.975323e-01,7.185009e-01,Not_significant,4.902838e+00,8.221508e+00,6.191230e+00,1.372041e+01,5.571172e+00,5.863782e+00,7.648547e+00,4.365795e+00
6179,AGIS_Os01g061790, 1.333536e-01, 2.783159e+00, 4.035932e-01,5.448069e-01,8.542598e-01,Not_significant,6.868391e+00,5.798327e+00,7.688456e+00,5.806980e+00,8.101311e+00,7.189669e+00,6.887154e+00,6.419335e+00
6182,AGIS_Os01g061820, 1.035737e+00,-1.239825e+00, 1.641964e+00,2.396062e-01,6.670450e-01,Not_significant,1.766789e-01,6.707020e-01,1.213967e-01,1.138624e-01,4.865653e-01,9.710722e-01,3.633925e-01,1.778657e-01
6183,AGIS_Os01g061830, 3.940252e-01, 5.931049e+00, 5.636595e+00,4.817754e-02,3.449520e-01,Not_significant,5.755314e+01,4.606208e+01,5.545805e+01,5.131397e+01,8.081849e+01,7.156055e+01,5.802167e+01,6.700687e+01
6184,AGIS_Os01g061840, 3.870495e-01,-7.222121e-01, 3.596023e-01,5.670315e-01,8.643358e-01,Not_significant,4.858669e-01,5.841598e-01,4.046556e-01,4.934036e-01,7.055196e-01,6.909552e-01,6.229586e-01,5.497668e-01
6185,AGIS_Os01g061850, 8.707752e-01,-1.137921e+00, 8.457387e-01,3.874031e-01,7.753868e-01,Not_significant,7.729700e-01,2.596266e-01,1.618622e-01,7.590824e-02,7.541761e-01,4.295127e-01,1.557397e-01,7.276325e-01
6186,AGIS_Os01g061860, 8.346678e-02, 3.200540e+00, 1.017939e-01,7.587049e-01,9.330822e-01,Not_significant,9.363980e+00,6.014682e+00,9.509406e+00,1.058920e+01,1.128831e+01,8.720975e+00,1.150743e+01,6.241470e+00
6188,AGIS_Os01g061880, 1.718386e+00, 7.160994e+00, 4.198685e+00,7.955033e-02,4.299748e-01,Not_significant,4.924923e+00,1.327557e+02,2.084381e+02,4.679743e+01,1.605909e+02,1.852507e+02,1.997967e+02,2.060008e+02
6189,AGIS_Os01g061890, 2.436097e-01, 3.539700e+00, 5.942773e-01,4.652505e-01,8.181722e-01,Not_significant,6.382524e+00,1.023361e+01,1.521505e+01,1.089283e+01,1.535113e+01,8.683626e+00,1.048647e+01,1.547432e+01
6190,AGIS_Os01g061900,-1.792670e-01, 4.719616e+00, 4.203850e-01,5.368182e-01,8.509542e-01,Not_significant,1.455392e+01,3.314566e+01,3.000521e+01,3.637902e+01,2.479050e+01,2.509848e+01,2.749670e+01,1.899929e+01
6191,AGIS_Os01g061910,-7.319585e-01, 2.937573e+00, 8.557751e+00,2.137362e-02,2.371138e-01,Not_significant,1.108660e+01,6.880104e+00,8.861957e+00,1.110158e+01,5.279233e+00,4.537895e+00,8.219593e+00,5.012579e+00
6192,AGIS_Os01g061920,-1.676034e-01, 3.616792e+00, 6.651381e-01,4.407788e-01,8.054117e-01,Not_significant,1.378095e+01,9.173473e+00,1.493179e+01,1.413791e+01,1.316159e+01,1.139142e+01,1.149013e+01,9.766445e+00
6193,AGIS_Os01g061930,-7.663936e-01, 1.589451e+00, 6.548938e+00,3.658582e-02,3.029643e-01,Not_significant,4.041529e+00,2.964070e+00,3.884694e+00,4.061091e+00,2.554468e+00,2.352983e+00,2.249573e+00,1.665470e+00
6194,AGIS_Os01g061940, 6.097892e-02, 7.677791e-01, 5.936406e-03,9.406952e-01,9.847528e-01,Not_significant,1.921383e+00,1.016871e+00,3.237245e-01,4.023137e+00,1.362383e+00,1.176491e+00,2.405312e+00,1.067194e+00
6202,AGIS_Os01g062020,-7.616758e-02, 4.798804e+00, 1.959098e-01,6.709780e-01,9.057329e-01,Not_significant,3.308312e+01,2.481597e+01,2.796170e+01,2.838968e+01,2.350110e+01,2.715267e+01,2.915792e+01,2.829682e+01
6204,AGIS_Os01g062040,-1.055654e+00, 1.566406e+00, 9.194136e+00,1.831914e-02,2.195436e-01,Not_significant,1.965552e+00,3.353510e+00,6.798214e+00,3.586664e+00,7.785044e-01,3.025263e+00,2.232268e+00,1.633131e+00
6205,AGIS_Os01g062050, 1.607847e-01, 2.843815e+00, 3.447059e-01,5.749877e-01,8.672788e-01,Not_significant,7.972634e+00,3.634772e+00,8.133577e+00,7.856503e+00,6.982211e+00,7.451111e+00,7.337068e+00,7.745243e+00
6206,AGIS_Os01g062060,-7.058824e-01, 3.759370e+00, 1.525226e+01,5.493457e-03,1.200697e-01,Not_significant,2.181984e+01,1.354385e+01,1.313107e+01,1.835082e+01,1.479158e+01,9.355907e+00,8.271506e+00,8.780098e+00
6207,AGIS_Os01g062070,-2.695716e-01, 3.362612e-01, 2.819940e-01,6.113086e-01,8.835049e-01,Not_significant,1.148413e+00,2.596266e+00,6.069834e-01,1.309417e+00,1.167757e+00,9.710722e-01,8.998291e-01,1.099534e+00
6208,AGIS_Os01g062080, 6.982943e-01, 8.317196e-01, 2.293335e+00,1.723397e-01,5.903906e-01,Not_significant,2.871031e+00,9.735997e-01,7.283800e-01,1.138624e+00,1.897604e+00,1.792749e+00,1.557397e+00,2.959039e+00
6209,AGIS_Os01g062090, 2.903560e-02, 3.168105e+00, 2.289806e-02,8.838569e-01,9.700794e-01,Not_significant,1.031363e+01,8.070060e+00,9.428475e+00,7.590824e+00,8.928472e+00,8.440858e+00,1.114404e+01,7.680565e+00
6212,AGIS_Os01g062120, 1.575853e-01, 2.259110e+00, 1.596091e-01,7.010520e-01,9.143487e-01,Not_significant,5.189942e+00,3.440052e+00,6.231696e+00,2.637811e+00,8.514892e+00,2.633099e+00,3.357055e+00,5.998925e+00
6213,AGIS_Os01g062130, 1.393553e-01, 4.526378e+00, 4.852675e-01,5.078096e-01,8.386418e-01,Not_significant,1.797707e+01,1.802241e+01,2.881148e+01,2.347462e+01,2.749094e+01,2.289489e+01,2.372434e+01,2.165111e+01
6214,AGIS_Os01g062140, 1.081759e+00, 5.625405e+00, 8.320332e+00,2.344320e-02,2.464548e-01,Not_significant,2.674476e+01,1.274334e+01,7.676316e+01,2.698538e+01,5.381412e+01,6.986117e+01,7.639895e+01,5.127383e+01
6215,AGIS_Os01g062150, 2.967782e-01, 2.688489e+00, 2.068396e+00,1.922057e-01,6.174620e-01,Not_significant,6.183760e+00,6.577207e+00,4.977264e+00,5.275623e+00,6.811914e+00,8.310137e+00,6.264195e+00,6.855915e+00
6216,AGIS_Os01g062160, 3.521965e-01, 4.028306e+00, 1.835094e+00,2.163180e-01,6.434949e-01,Not_significant,1.603361e+01,1.631320e+01,8.963121e+00,1.633925e+01,1.763799e+01,1.422994e+01,2.169973e+01,1.899929e+01
6217,AGIS_Os01g062170, 1.976811e-01, 2.373459e+00, 3.545273e-01,5.697160e-01,8.652315e-01,Not_significant,5.344536e+00,3.894399e+00,5.928204e+00,3.833366e+00,6.641616e+00,6.648109e+00,3.166706e+00,5.691703e+00
6218,AGIS_Os01g062180,-4.512447e-01,-8.553374e-01, 7.457752e-02,7.924738e-01,9.434454e-01,Not_significant,9.717337e-01,1.189955e+00,1.618622e-01,2.087477e-01,4.379087e-01,0.000000e+00,6.229586e-01,5.335971e-01
6219,AGIS_Os01g062190,-5.972291e-01, 2.344974e+00, 2.009263e+00,1.980296e-01,6.243393e-01,Not_significant,3.489407e+00,4.716550e+00,1.035918e+01,6.319361e+00,4.865653e+00,3.940312e+00,2.491834e+00,4.155590e+00
6220,AGIS_Os01g062200,-3.516164e-02, 2.017477e+00, 1.211058e-02,9.153627e-01,9.777747e-01,Not_significant,3.599832e+00,3.266968e+00,5.381919e+00,3.833366e+00,2.724765e+00,5.583665e+00,3.357055e+00,4.317286e+00
6221,AGIS_Os01g062210, 2.069519e+00,-1.492746e+00, 2.087004e+00,1.904461e-01,6.147353e-01,Not_significant,4.416972e-02,6.490665e-01,0.000000e+00,1.138624e-01,1.459696e-01,3.361404e-01,3.980013e-01,8.084805e-01
6222,AGIS_Os01g062220, 3.199433e+00, 3.363848e+00, 9.171006e+01,2.299667e-05,3.998811e-03,UP,1.325091e+00,2.228461e+00,3.601435e+00,1.404302e+00,1.661620e+01,1.662027e+01,1.746015e+01,2.275064e+01
6223,AGIS_Os01g062230,-4.013009e-01,-1.481956e+00, 7.519057e-02,7.915910e-01,9.432161e-01,Not_significant,2.208486e-01,5.625243e-01,0.000000e+00,7.590824e-01,4.865653e-02,2.240936e-01,3.114793e-01,4.042403e-01
6224,AGIS_Os01g062240, 8.089410e-01, 3.266014e+00, 1.125642e+01,1.159228e-02,1.774154e-01,Not_significant,3.312729e+00,9.649455e+00,7.911017e+00,7.951388e+00,9.171755e+00,1.226912e+01,1.157665e+01,1.477902e+01
