,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2HPmock_1,CPM.phoHPmock_2,CPM.pho2HPmock_3,CPM.pho2HPmock_4,CPM.pho2HPmyc_1,CPM.pho2HPmyc_2,CPM.pho2HPmyc_3,CPM.pho2HPmyc_4
25498,AGIS_Os05g025350,-1.273218e+00, 1.112407e+00, 1.088567e+01,1.253259e-02,1.844378e-01,Not_significant,6.029166e+00,1.860657e+00,2.427933e+00,1.878729e+00,1.800291e+00,5.789084e-01,9.863511e-01,1.455265e+00
25500,AGIS_Os05g025370,-3.834731e-01, 1.813172e+00, 1.621348e+00,2.422989e-01,6.698505e-01,Not_significant,5.962912e+00,4.262203e+00,2.245838e+00,3.567687e+00,2.895063e+00,3.025263e+00,2.180355e+00,3.670502e+00
25502,AGIS_Os05g025390,-1.373110e+00, 3.038071e+00, 2.921309e+01,9.001970e-04,4.212029e-02,DOWN,1.581276e+01,7.918611e+00,1.021755e+01,1.313213e+01,6.909227e+00,4.033684e+00,4.360710e+00,3.039887e+00
25503,AGIS_Os05g025400, 4.372053e-01,-1.306627e+00, 3.056216e-01,5.970440e-01,8.768774e-01,Not_significant,3.975274e-01,2.596266e-01,3.844228e-01,2.087477e-01,5.838783e-01,4.108382e-01,3.633925e-01,3.233922e-01
25506,AGIS_Os05g025430,-1.260236e+00, 3.817273e+00, 3.441020e+01,5.495038e-04,3.204271e-02,DOWN,3.515909e+01,1.209427e+01,1.758228e+01,1.491597e+01,1.330756e+01,7.675205e+00,7.025589e+00,4.737696e+00
25509,AGIS_Os05g025460,-2.290397e-01, 1.282247e+00, 4.664034e-01,5.159188e-01,8.419954e-01,Not_significant,2.495589e+00,2.574630e+00,2.549330e+00,2.561903e+00,2.749094e+00,1.344561e+00,2.336095e+00,2.538629e+00
25510,AGIS_Os05g025470,-1.112711e+00,-1.998483e+00, 3.972011e-01,5.479260e-01,8.557853e-01,Not_significant,2.650183e-01,1.081777e-01,1.618622e-01,2.656788e-01,5.352218e-01,0.000000e+00,3.806969e-01,0.000000e+00
25511,AGIS_Os05g025480,-1.832282e-01, 3.286518e+00, 5.691824e-01,4.744269e-01,8.221203e-01,Not_significant,8.613094e+00,6.620478e+00,1.697530e+01,1.024761e+01,9.001457e+00,7.525809e+00,8.929074e+00,9.831123e+00
25512,AGIS_Os05g025490,-1.422434e-01, 3.581079e+00, 2.618886e-01,6.240768e-01,8.888332e-01,Not_significant,1.685075e+01,1.540451e+01,8.315672e+00,1.011477e+01,9.196083e+00,1.056975e+01,1.027882e+01,1.469818e+01
25515,AGIS_Os05g025520, 2.373430e-01, 3.842652e+00, 5.087364e-01,4.982831e-01,8.339753e-01,Not_significant,2.091436e+01,7.031553e+00,1.733949e+01,8.406838e+00,1.839217e+01,9.542651e+00,1.105752e+01,2.178047e+01
25517,AGIS_Os05g025540, 2.460781e-01, 1.207419e+00, 3.664137e-01,5.634696e-01,8.627996e-01,Not_significant,6.095421e+00,1.579395e+00,4.451211e-01,1.518165e+00,3.527598e+00,1.736725e+00,9.344379e-01,2.360763e+00
25522,AGIS_Os05g025590, 8.834739e-02, 1.020459e+00, 3.961527e-02,8.477147e-01,9.604561e-01,Not_significant,1.104243e+00,2.444817e+00,2.670727e+00,1.594073e+00,2.043574e+00,1.475283e+00,1.730441e+00,2.845851e+00
25524,AGIS_Os05g025610,-3.110513e-01, 2.907306e+00, 1.266254e+00,2.964214e-01,7.180932e-01,Not_significant,7.155494e+00,8.134966e+00,5.928204e+00,1.163294e+01,4.160133e+00,5.751735e+00,8.790638e+00,8.133314e+00
25525,AGIS_Os05g025620,-3.134412e-01, 3.832426e+00, 1.859751e+00,2.135767e-01,6.404413e-01,Not_significant,1.367053e+01,1.397656e+01,1.377852e+01,2.127328e+01,8.441907e+00,1.350164e+01,1.656032e+01,1.243443e+01
25527,AGIS_Os05g025640, 1.544805e-01, 3.975890e+00, 5.620837e-01,4.770953e-01,8.242758e-01,Not_significant,1.278713e+01,1.218081e+01,1.962580e+01,1.506779e+01,1.980321e+01,1.576125e+01,1.690640e+01,1.343695e+01
25532,AGIS_Os05g025690,-1.694956e-01, 6.468827e+00, 7.956363e-01,4.011013e-01,7.822519e-01,Not_significant,8.886947e+01,8.143620e+01,9.869550e+01,1.051709e+02,9.899170e+01,8.412846e+01,8.397828e+01,6.702303e+01
25533,AGIS_Os05g025700,-1.222781e-01, 7.568106e+00, 3.866942e-01,5.531317e-01,8.581392e-01,Not_significant,1.914315e+02,1.611416e+02,2.217917e+02,2.166231e+02,2.174217e+02,1.818893e+02,1.751379e+02,1.524147e+02
25535,AGIS_Os05g025720,-8.182938e-02, 2.992695e+00, 1.624993e-02,9.021413e-01,9.741482e-01,Not_significant,8.745604e+00,1.300296e+01,1.416295e+00,1.174680e+01,5.181920e+00,6.199922e+00,9.448206e+00,7.615886e+00
25537,AGIS_Os05g025740,-1.209934e-01, 2.533095e+00, 3.094524e-01,5.948009e-01,8.764637e-01,Not_significant,5.631639e+00,7.031553e+00,4.694005e+00,6.698902e+00,5.400874e+00,6.237271e+00,4.914451e+00,5.384480e+00
25547,AGIS_Os05g025840, 6.092447e-01, 2.684081e+00, 4.386248e+00,7.321667e-02,4.153462e-01,Not_significant,5.587469e+00,7.658984e+00,2.306537e+00,5.598233e+00,8.806831e+00,7.488460e+00,6.333413e+00,7.324833e+00
25548,AGIS_Os05g025850,-6.886051e-02, 7.314395e-01, 2.866933e-02,8.701834e-01,9.664942e-01,Not_significant,1.700534e+00,2.617901e+00,1.416295e+00,1.062715e+00,1.824620e+00,1.493957e+00,1.297830e+00,1.568452e+00
25550,AGIS_Os05g025870, 2.549513e+00,-2.084268e+00, 3.258858e+00,1.126389e-01,4.998030e-01,Not_significant,0.000000e+00,8.654219e-02,0.000000e+00,2.277247e-01,4.865653e-02,2.614425e-01,3.806969e-01,5.174275e-01
25553,AGIS_Os05g025900,-1.490381e-01, 1.679753e+00, 3.094360e-01,5.948105e-01,8.764637e-01,Not_significant,2.385165e+00,2.877528e+00,3.965625e+00,4.099045e+00,2.189544e+00,2.819844e+00,3.893491e+00,3.072226e+00
25555,AGIS_Os05g025920, 1.374593e+00, 6.344850e-01, 3.199766e+00,1.154952e-01,5.044941e-01,Not_significant,2.142231e+00,1.103413e+00,1.618622e-01,6.262430e-01,1.508352e+00,1.830098e+00,2.664879e+00,2.053541e+00
25556,AGIS_Os05g025930,-2.302748e-02, 1.178320e-01, 1.109321e-03,9.743308e-01,9.926188e-01,Not_significant,6.625457e-01,1.882293e+00,3.034917e-01,1.821798e+00,1.021787e+00,8.216764e-01,9.344379e-01,9.216678e-01
25558,AGIS_Os05g025950, 3.187686e-01, 3.551830e+00, 3.362802e+00,1.079716e-01,4.915099e-01,Not_significant,1.102034e+01,9.000388e+00,1.009616e+01,1.155703e+01,1.303995e+01,1.197033e+01,1.393005e+01,1.288718e+01
25559,AGIS_Os05g025960, 9.546320e-01,-1.832228e+00, 3.203523e-01,5.885187e-01,8.736030e-01,Not_significant,0.000000e+00,0.000000e+00,7.688456e-01,3.036330e-01,2.676109e-01,1.120468e-01,3.460881e-01,1.293569e-01
25562,AGIS_Os05g025990, 1.844331e-01, 3.348009e+00, 7.864481e-01,4.036987e-01,7.831799e-01,Not_significant,1.181540e+01,9.606184e+00,8.315672e+00,8.198090e+00,1.053414e+01,1.228780e+01,8.115766e+00,1.227273e+01
25563,AGIS_Os05g026000,-1.752011e-01, 5.902046e-01, 1.022487e-01,7.581869e-01,9.330517e-01,Not_significant,1.987637e+00,5.625243e-01,1.092570e+00,2.599857e+00,5.352218e-01,8.216764e-01,1.609310e+00,2.490120e+00
25566,AGIS_Os05g026030,-1.543397e-01, 2.451132e+00, 2.370467e-01,6.407556e-01,8.941403e-01,Not_significant,3.268559e+00,7.940246e+00,7.061240e+00,4.971990e+00,6.130722e+00,5.396920e+00,4.810625e+00,3.864537e+00
25567,AGIS_Os05g026040, 2.984217e+00, 5.544750e+00, 6.997854e+01,6.525631e-05,7.938868e-03,UP,1.256628e+01,9.671090e+00,1.667181e+01,5.199714e+00,6.573497e+01,7.749903e+01,8.415133e+01,1.015937e+02
25572,AGIS_Os05g026090,-2.453175e-01, 1.916819e+00, 8.250914e-01,3.929553e-01,7.770678e-01,Not_significant,4.571566e+00,3.569866e+00,4.936798e+00,3.036330e+00,4.087148e+00,4.145731e+00,3.426272e+00,2.134389e+00
25573,AGIS_Os05g026100,-2.505096e-01, 2.994547e+00, 1.101739e+00,3.276866e-01,7.389621e-01,Not_significant,6.294184e+00,8.848939e+00,1.072337e+01,8.425815e+00,7.736388e+00,5.434269e+00,9.984642e+00,5.998925e+00
25574,AGIS_Os05g026110, 7.269530e-01, 1.470315e+00, 3.537383e+00,1.006942e-01,4.774356e-01,Not_significant,1.877213e+00,2.790986e+00,1.942347e+00,1.499188e+00,2.238200e+00,2.595751e+00,4.274188e+00,4.608339e+00
25576,AGIS_Os05g026130, 3.241844e-01, 2.368737e+00, 1.770473e+00,2.237405e-01,6.519693e-01,Not_significant,6.713797e+00,4.045848e+00,3.803762e+00,3.909274e+00,6.179379e+00,5.490293e+00,5.952716e+00,4.915562e+00
25579,AGIS_Os05g026160,-5.403879e-01, 9.046682e-01, 1.580297e+00,2.477902e-01,6.751988e-01,Not_significant,2.495589e+00,1.319768e+00,1.881648e+00,2.884513e+00,2.213872e+00,9.523977e-01,2.024616e+00,9.054982e-01
25580,AGIS_Os05g026170, 1.203739e+00, 2.234997e+00, 9.159821e+00,1.846894e-02,2.201657e-01,Not_significant,2.142231e+00,3.007341e+00,2.104209e+00,3.188146e+00,3.478942e+00,8.459532e+00,1.119595e+01,3.735180e+00
25581,AGIS_Os05g026180,-1.745070e+00,-4.384005e-01, 2.765706e+00,1.388737e-01,5.434888e-01,Not_significant,1.325091e+00,1.817386e+00,3.237245e-01,7.021512e-01,4.865653e-02,4.855361e-01,7.094806e-01,1.940353e-01
25583,AGIS_Os05g026200, 7.578357e-02, 4.784479e+00, 2.007692e-01,6.672156e-01,9.044236e-01,Not_significant,2.217320e+01,2.630883e+01,3.164407e+01,2.706129e+01,2.639616e+01,3.359536e+01,2.898488e+01,2.399570e+01
25595,AGIS_Os05g026320,-6.547838e-02, 2.901088e+00, 5.685661e-02,8.181503e-01,9.527209e-01,Not_significant,8.966452e+00,4.305474e+00,8.922656e+00,8.691494e+00,6.082066e+00,7.432437e+00,8.150375e+00,6.888254e+00
25597,AGIS_Os05g026340,-3.847660e-01, 1.440981e+00, 8.258907e-01,3.927379e-01,7.770678e-01,Not_significant,4.174038e+00,1.925564e+00,2.953986e+00,2.770651e+00,2.919392e+00,3.660195e+00,1.176700e+00,1.843336e+00
25599,AGIS_Os05g026360,-3.024681e-01, 1.082042e+00, 3.069924e-01,5.962391e-01,8.765435e-01,Not_significant,4.350717e+00,1.103413e+00,2.104209e+00,1.632027e+00,1.848948e+00,3.286706e+00,1.003656e+00,1.309738e+00
25601,AGIS_Os05g026380,-2.692541e+00,-2.151594e+00, 2.684360e+00,1.439677e-01,5.511128e-01,Not_significant,4.416972e-01,2.379910e-01,2.427933e-01,2.277247e-01,0.000000e+00,0.000000e+00,2.768705e-01,6.467844e-02
25602,AGIS_Os05g026390,-9.355065e-02, 6.488333e-01, 5.722616e-02,8.175729e-01,9.524653e-01,Not_significant,1.656364e+00,1.514488e+00,1.578157e+00,1.480211e+00,1.605665e+00,1.998168e+00,1.401657e+00,1.002516e+00
25603,AGIS_Os05g026400,-5.081867e-02, 1.211022e+00, 2.727796e-02,8.733395e-01,9.672551e-01,Not_significant,2.694353e+00,2.423181e+00,2.306537e+00,1.821798e+00,2.286857e+00,2.521053e+00,2.526443e+00,1.633131e+00
25604,AGIS_Os05g026410, 4.294836e-01, 1.795023e+00, 5.608228e-01,4.779840e-01,8.247675e-01,Not_significant,3.798596e+00,5.430523e+00,7.283800e-01,2.846559e+00,3.795209e+00,2.184912e+00,3.408968e+00,5.255123e+00
25605,AGIS_Os05g026420, 4.194705e-01,-9.228675e-02, 5.364301e-01,4.869672e-01,8.288792e-01,Not_significant,5.300366e-01,7.572442e-01,4.855867e-01,1.309417e+00,7.785044e-01,5.789084e-01,1.384352e+00,1.342078e+00
25606,AGIS_Os05g026430, 2.210593e-01, 2.801862e+00, 6.298285e-01,4.526642e-01,8.116440e-01,Not_significant,5.432875e+00,5.971411e+00,8.538233e+00,5.617210e+00,1.019354e+01,7.170994e+00,5.866194e+00,6.694219e+00
25607,AGIS_Os05g026440,-3.702994e-01, 5.044509e+00, 2.436064e+00,1.611695e-01,5.755249e-01,Not_significant,3.434195e+01,2.977051e+01,3.714738e+01,4.740470e+01,2.792885e+01,3.266164e+01,3.369168e+01,2.076178e+01
25608,AGIS_Os05g026450,-2.853656e+00,-2.543359e-01, 1.742958e+00,2.282059e-01,6.558613e-01,Not_significant,3.069795e+00,2.596266e-01,1.173501e+00,3.795412e-02,4.865653e-01,0.000000e+00,0.000000e+00,1.390586e+00
25610,AGIS_Os05g026470, 1.160941e+00,-1.997769e+00, 2.779857e-01,6.138057e-01,8.844346e-01,Not_significant,0.000000e+00,4.327110e-01,2.630261e-01,0.000000e+00,4.379087e-01,4.855361e-01,0.000000e+00,9.701766e-02
25611,AGIS_Os05g026480, 9.857080e-02,-5.771244e-03, 9.058217e-03,9.267868e-01,9.807724e-01,Not_significant,9.938186e-01,1.665937e+00,0.000000e+00,1.802821e+00,9.244740e-01,4.481871e-01,3.980013e-01,1.422926e+00
25612,AGIS_Os05g026490, 1.403274e-01, 4.634399e+00, 8.449436e-01,3.876145e-01,7.756720e-01,Not_significant,2.056100e+01,2.568140e+01,2.318676e+01,2.461325e+01,2.196842e+01,3.225080e+01,2.467608e+01,2.543480e+01
25613,AGIS_Os05g026500,-2.059600e-01, 3.562439e+00, 1.328424e+00,2.857521e-01,7.088159e-01,Not_significant,1.113077e+01,1.254862e+01,1.612552e+01,1.083590e+01,9.317725e+00,1.071914e+01,1.219961e+01,1.131873e+01
25614,AGIS_Os05g026510,-4.192543e-01, 4.851938e-01, 6.513067e-01,4.453700e-01,8.079295e-01,Not_significant,2.782692e+00,1.579395e+00,6.069834e-01,1.442257e+00,8.271609e-01,1.942144e+00,7.613939e-01,9.540070e-01
25618,AGIS_Os05g026550, 1.404330e-01, 2.492704e+00, 2.908259e-01,6.058874e-01,8.807225e-01,Not_significant,3.666086e+00,5.322345e+00,7.708689e+00,4.858127e+00,4.719683e+00,6.106550e+00,5.398975e+00,6.920593e+00
25619,AGIS_Os05g026560, 2.876191e-02, 4.915355e+00, 2.843149e-02,8.707173e-01,9.664942e-01,Not_significant,2.824653e+01,2.695789e+01,3.591318e+01,2.844661e+01,3.405957e+01,3.092491e+01,2.824079e+01,2.831299e+01
25620,AGIS_Os05g026570, 3.012563e-01, 4.032669e+00, 3.336112e+00,1.091451e-01,4.939312e-01,Not_significant,1.152830e+01,1.492853e+01,1.659088e+01,1.559914e+01,1.591068e+01,2.029914e+01,1.900024e+01,1.675172e+01
25621,AGIS_Os05g026580, 2.975688e+00, 6.046169e+00, 2.073479e+01,2.610162e-03,7.953293e-02,Not_significant,2.893116e+00,3.948488e+01,3.613574e+01,8.103205e+00,9.380978e+01,1.239237e+02,1.041206e+02,1.198330e+02
25622,AGIS_Os05g026590, 2.014575e-01, 3.131244e+00, 6.769645e-01,4.369168e-01,8.028424e-01,Not_significant,7.530936e+00,7.442629e+00,6.777981e+00,1.091181e+01,9.001457e+00,1.028963e+01,1.015769e+01,7.664395e+00
25623,AGIS_Os05g026600, 1.982502e-02, 2.351852e+00, 4.521506e-03,9.482101e-01,9.863408e-01,Not_significant,6.978815e+00,3.548230e+00,6.110299e+00,3.852343e+00,5.108935e+00,5.452944e+00,4.222275e+00,5.255123e+00
25625,AGIS_Os05g026620, 4.869851e+00, 3.398225e+00, 7.061881e+01,6.565443e-05,7.938868e-03,UP,9.717337e-01,9.952352e-01,8.093112e-02,1.157601e+00,1.656755e+01,2.437018e+01,1.853302e+01,2.131155e+01
25626,AGIS_Os05g026630, 1.725012e-01, 4.225639e+00, 9.466507e-01,3.619819e-01,7.603146e-01,Not_significant,1.901506e+01,1.789260e+01,1.450690e+01,1.892013e+01,1.929231e+01,1.839435e+01,2.197660e+01,1.935502e+01
25628,AGIS_Os05g026650, 3.841636e-01, 3.049217e+00, 2.958807e+00,1.277151e-01,5.249489e-01,Not_significant,8.900198e+00,6.512300e+00,6.434024e+00,6.812765e+00,7.955342e+00,9.598675e+00,8.963682e+00,1.072045e+01
25629,AGIS_Os05g026660,-6.263114e-01, 3.918694e+00, 4.251618e+00,7.694857e-02,4.255334e-01,Not_significant,1.930217e+01,2.014270e+01,1.039965e+01,2.379723e+01,8.003998e+00,1.292273e+01,1.460492e+01,1.149659e+01
25630,AGIS_Os05g026670,-9.396523e-01, 9.649785e-03, 2.030617e+00,1.958480e-01,6.220756e-01,Not_significant,1.037988e+00,8.221508e-01,1.416295e+00,1.688958e+00,9.974588e-01,1.027096e+00,3.287837e-01,4.365795e-01
25631,AGIS_Os05g026680,-2.279699e-01, 6.069730e+00, 1.656172e+00,2.377752e-01,6.652714e-01,Not_significant,6.855140e+01,6.663749e+01,9.191752e+01,6.355417e+01,5.814455e+01,7.126176e+01,5.925029e+01,5.772551e+01
25633,AGIS_Os05g026700,-6.604107e-01,-2.904073e-03, 4.407517e-01,5.273492e-01,8.475443e-01,Not_significant,2.650183e-01,5.192532e+00,2.023278e-01,2.846559e-01,9.731305e-01,4.481871e-01,1.038264e-01,2.587138e-01
25634,AGIS_Os05g026710,-8.658167e-02,-1.693666e+00, 1.363608e-03,9.715437e-01,9.918103e-01,Not_significant,0.000000e+00,8.005153e-01,3.237245e-01,1.518165e-01,3.892522e-01,0.000000e+00,1.384352e-01,3.719010e-01
25636,AGIS_Os05g026730, 5.532087e-01, 2.806228e+00, 1.777035e+00,2.233838e-01,6.513841e-01,Not_significant,8.922282e+00,6.988282e+00,1.618622e+00,6.774810e+00,6.568631e+00,7.096296e+00,6.748718e+00,1.091449e+01
25637,AGIS_Os05g026740, 3.159597e-02, 2.982420e+00, 6.473334e-03,9.380776e-01,9.835694e-01,Not_significant,1.227918e+01,9.173473e+00,4.107254e+00,6.395269e+00,6.082066e+00,6.050526e+00,9.361684e+00,9.459222e+00
25645,AGIS_Os05g026820,-3.709180e-01, 7.169283e+00, 7.355633e-01,4.194174e-01,7.927180e-01,Not_significant,9.624581e+01,1.200340e+02,1.797682e+02,2.618834e+02,1.747742e+02,1.383591e+02,1.068547e+02,7.326450e+01
25646,AGIS_Os05g026830, 9.768904e-01,-2.435164e-01, 5.455397e-01,4.838296e-01,8.271762e-01,Not_significant,1.082158e+00,9.086930e-01,0.000000e+00,4.934036e-01,4.379087e-01,1.157817e+00,1.488179e+00,8.569893e-01
25652,AGIS_Os05g026890,-2.275571e-01, 3.262218e+00, 8.381676e-01,3.894243e-01,7.757185e-01,Not_significant,1.161664e+01,1.417128e+01,7.000542e+00,9.052058e+00,9.269068e+00,7.600507e+00,8.946378e+00,8.796268e+00
25653,AGIS_Os05g026900,-4.419599e-01,-3.494539e-02, 5.868532e-01,4.678986e-01,8.193333e-01,Not_significant,9.938186e-01,1.189955e+00,6.879145e-01,1.347371e+00,3.405957e-01,1.008421e+00,1.072873e+00,8.408197e-01
25655,AGIS_Os05g026920,-2.158961e-01, 2.982443e+00, 6.546137e-01,4.442648e-01,8.074488e-01,Not_significant,5.057432e+00,8.913846e+00,1.205874e+01,8.406838e+00,7.055196e+00,8.142066e+00,6.454543e+00,6.823576e+00
25673,AGIS_Os05g027100,-1.060854e+00, 8.121165e-01, 5.719219e+00,4.694693e-02,3.411664e-01,Not_significant,1.501770e+00,1.925564e+00,3.864461e+00,2.011568e+00,5.838783e-01,1.419259e+00,9.344379e-01,1.487604e+00
25674,AGIS_Os05g027110,-1.413113e-01, 3.930565e+00, 3.198224e-01,5.888207e-01,8.736818e-01,Not_significant,1.947884e+01,2.014270e+01,9.630803e+00,1.559914e+01,1.316159e+01,1.296008e+01,1.496831e+01,1.573303e+01
25675,AGIS_Os05g027120,-1.109963e-01, 4.645999e+00, 3.783769e-01,5.573241e-01,8.601440e-01,Not_significant,2.504423e+01,1.975326e+01,2.595866e+01,3.358940e+01,2.778288e+01,1.992565e+01,2.547209e+01,2.245959e+01
25679,AGIS_Os05g027160, 2.727050e-02, 6.329575e-01, 2.161755e-03,9.641738e-01,9.892551e-01,Not_significant,3.136050e+00,7.356086e-01,1.011639e+00,1.461234e+00,1.094772e+00,1.923470e+00,1.730441e+00,1.002516e+00
25680,AGIS_Os05g027170, 4.478749e-01, 2.427301e+00, 5.401072e-01,4.862229e-01,8.284950e-01,Not_significant,7.619276e+00,7.096460e+00,7.283800e-01,4.934036e+00,5.157592e+00,4.649942e+00,5.675845e+00,6.855915e+00
25682,AGIS_Os05g027190,-4.968330e-01,-7.065493e-01, 3.523981e-01,5.708502e-01,8.655577e-01,Not_significant,5.742063e-01,1.254862e+00,2.427933e-01,7.401053e-01,7.055196e-01,2.240936e-01,4.153057e-01,4.527491e-01
25684,AGIS_Os05g027210,-1.389974e-01, 1.431615e+00, 8.853839e-02,7.744091e-01,9.372333e-01,Not_significant,1.965552e+00,4.651643e+00,1.901881e+00,2.713720e+00,3.843866e+00,1.456608e+00,1.938093e+00,2.813512e+00
25688,AGIS_Os05g027250, 3.907930e-01,-1.111302e+00, 1.272926e-01,7.314386e-01,9.239882e-01,Not_significant,1.766789e-01,3.028977e-01,2.023278e-01,8.349906e-01,5.595500e-01,2.801170e-01,8.652203e-01,1.616961e-01
25689,AGIS_Os05g027260, 1.155061e+00, 3.226307e+00, 3.038096e+00,1.247640e-01,5.194893e-01,Not_significant,4.085699e+00,1.341404e+00,1.655041e+01,4.250861e+00,8.563548e+00,2.041119e+01,1.348013e+01,5.853399e+00
25694,AGIS_Os05g027310, 2.654671e-02, 3.814298e-01, 2.578507e-03,9.608756e-01,9.883241e-01,Not_significant,7.729700e-01,2.531359e+00,1.173501e+00,7.211283e-01,8.271609e-01,1.363236e+00,9.171335e-01,1.794827e+00
25695,AGIS_Os05g027320, 4.007910e-01, 4.742517e+00, 7.317267e+00,2.948949e-02,2.744963e-01,Not_significant,2.508840e+01,2.109466e+01,2.081953e+01,2.529642e+01,3.138346e+01,2.982312e+01,2.791201e+01,3.242007e+01
25699,AGIS_Os05g027360,-5.165047e+00,-8.920402e-01, 1.491898e+01,5.813498e-03,1.239438e-01,Not_significant,1.280922e+00,5.192532e-01,2.023278e-01,1.745890e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.587138e-01
25700,AGIS_Os05g027370, 1.056574e+00, 2.683891e+00, 9.424645e+00,1.735239e-02,2.143305e-01,Not_significant,6.537118e+00,1.687573e+00,6.332860e+00,3.377917e+00,9.463694e+00,7.021599e+00,7.596634e+00,9.071151e+00
25701,AGIS_Os05g027380, 1.934040e+00,-1.269983e+00, 2.465168e+00,1.590136e-01,5.727818e-01,Not_significant,6.625457e-01,1.514488e-01,0.000000e+00,1.328394e-01,5.838783e-01,4.108382e-01,4.153057e-01,6.467844e-01
25702,AGIS_Os05g027390,-7.520022e-01, 4.893655e+00, 6.855631e+00,3.373084e-02,2.920243e-01,Not_significant,3.032251e+01,1.975326e+01,3.854344e+01,5.992956e+01,1.376980e+01,1.587329e+01,3.935022e+01,1.993713e+01
25703,AGIS_Os05g027400,-3.871735e-01, 3.241522e+00, 1.171162e+00,3.141651e-01,7.310146e-01,Not_significant,5.609554e+00,7.723891e+00,1.213967e+01,1.814207e+01,5.692813e+00,8.310137e+00,1.249378e+01,5.222784e+00
25704,AGIS_Os05g027410,-1.657048e-01, 4.121567e+00, 7.362802e-01,4.183796e-01,7.921143e-01,Not_significant,1.680658e+01,1.434437e+01,2.205373e+01,2.060909e+01,1.486457e+01,1.824495e+01,1.572971e+01,1.628280e+01
25705,AGIS_Os05g027420, 3.142456e-01, 2.668868e+00, 1.608122e+00,2.440490e-01,6.711826e-01,Not_significant,4.792414e+00,6.880104e+00,4.107254e+00,6.869696e+00,5.595500e+00,6.125224e+00,7.475503e+00,8.699250e+00
25706,AGIS_Os05g027430,-7.552936e-02, 9.921531e-01, 2.417893e-02,8.806816e-01,9.693368e-01,Not_significant,1.148413e+00,1.557759e+00,2.266071e+00,2.732697e+00,1.313726e+00,3.436101e+00,8.652203e-01,2.263745e+00
25710,AGIS_Os05g027470,-1.322419e+00,-5.242044e-01, 2.111729e+00,1.881422e-01,6.126805e-01,Not_significant,1.104243e+00,7.356086e-01,2.832589e-01,1.385325e+00,4.379087e-01,1.083119e+00,1.384352e-01,9.701766e-02
25716,AGIS_Os05g027530,-3.666739e-01, 2.794879e+00, 6.227880e-01,4.556945e-01,8.134344e-01,Not_significant,3.312729e+00,5.019447e+00,1.175524e+01,1.260077e+01,6.690272e+00,5.751735e+00,6.402630e+00,3.670502e+00
25717,AGIS_Os05g027540, 1.565726e-02, 4.284168e+00, 5.985413e-03,9.404297e-01,9.846881e-01,Not_significant,2.140023e+01,2.206826e+01,1.333340e+01,2.121635e+01,1.880575e+01,1.792749e+01,2.054033e+01,2.026052e+01
25729,AGIS_Os05g027660, 1.862593e-01, 3.730059e+00, 9.923214e-01,3.513282e-01,7.560332e-01,Not_significant,1.479685e+01,1.410638e+01,8.821492e+00,1.224020e+01,1.452397e+01,1.484620e+01,1.346283e+01,1.304888e+01
25730,AGIS_Os05g027670,-3.864417e-01, 1.503049e+00, 1.947962e+00,2.041575e-01,6.304994e-01,Not_significant,3.356898e+00,1.968835e+00,4.248884e+00,3.169169e+00,2.603124e+00,1.662027e+00,3.010967e+00,2.344594e+00
25734,AGIS_Os05g027710,-3.307354e-01, 7.725695e+00, 2.283103e+00,1.731806e-01,5.914719e-01,Not_significant,1.537769e+02,2.317600e+02,2.627024e+02,3.066124e+02,1.780342e+02,1.960632e+02,1.986892e+02,1.654313e+02
25735,AGIS_Os05g027720,-4.914431e-01, 1.737054e+00, 3.260044e+00,1.125842e-01,4.998030e-01,Not_significant,3.069795e+00,4.370381e+00,3.823995e+00,4.099045e+00,2.165215e+00,2.427680e+00,3.322446e+00,3.072226e+00
25736,AGIS_Os05g027730,-2.378895e-01, 1.100819e+00, 2.216928e-01,6.516237e-01,8.982417e-01,Not_significant,6.183760e-01,2.899163e+00,2.893287e+00,3.226100e+00,1.727307e+00,2.128889e+00,1.990007e+00,1.358247e+00
25737,AGIS_Os05g027740, 3.696896e-04, 6.986765e+00, 1.656100e-06,9.990082e-01,9.997052e-01,Not_significant,5.949661e+01,1.339890e+02,2.196875e+02,1.165381e+02,1.260934e+02,1.333357e+02,1.287275e+02,9.646790e+01
25740,AGIS_Os05g027770, 3.453588e-01, 4.381018e+00, 3.177892e+00,1.164622e-01,5.052051e-01,Not_significant,1.643113e+01,2.165718e+01,1.566017e+01,1.933762e+01,1.948694e+01,2.336176e+01,2.929636e+01,2.113368e+01
25741,AGIS_Os05g027780, 1.835522e-01, 1.569039e+00, 2.383609e-01,6.398461e-01,8.938962e-01,Not_significant,3.224389e+00,3.093883e+00,1.578157e+00,2.941444e+00,1.775963e+00,4.930059e+00,2.907140e+00,2.959039e+00
